,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DPZ,DPZ_6m,DPZ_12m,DPZ_6m_ret,DPZ_12m_ret
244,244,244,244,2020-01-24,273.1770935058594,276.5020446777344,279.6448059082031,-0.012025050938593407,-0.023128312293656084
245,245,245,245,2020-01-27,271.0595092773437,275.34259033203125,278.4087829589844,-0.015555461469010878,-0.026397420381394365
246,246,246,246,2020-01-28,272.2955322265625,274.4898376464844,276.8182067871094,-0.007994122619387922,-0.01633806754634859
247,247,247,247,2020-01-29,273.5316467285156,273.1867370605469,277.000244140625,0.0012625417751972456,-0.012522001281516815
248,248,248,248,2020-01-30,270.5899963378906,273.9532165527344,272.12310791015625,-0.012276622472860654,-0.005633889690734417
249,249,249,249,2020-01-31,269.9671630859375,275.9749755859375,273.1962890625,-0.021769410386736965,-0.011819801753689907
250,250,250,250,2020-02-03,259.4271545410156,273.1770935058594,276.5020446777344,-0.05033342579490041,-0.06175321472439632
251,251,251,251,2020-02-04,261.96636962890625,271.0595092773437,275.34259033203125,-0.033546654285179445,-0.048580282066043035
252,252,252,252,2020-02-05,266.3835754394531,272.2955322265625,274.4898376464844,-0.021711545315368452,-0.029532103179248925
253,253,253,253,2020-02-06,267.7250366210937,273.5316467285156,273.1867370605469,-0.021228293606498472,-0.01999255343879558
254,254,254,254,2020-02-07,263.9881286621094,270.5899963378906,273.9532165527344,-0.02439804784038424,-0.036375144690833694
255,255,255,255,2020-02-10,263.3558044433594,269.9671630859375,275.9749755859375,-0.02448949185895455,-0.045725780447251285
256,256,256,256,2020-02-11,264.2181396484375,259.4271545410156,273.1770935058594,0.018467554469763225,-0.03279540660765434
257,257,257,257,2020-02-12,269.2773132324219,261.96636962890625,271.0595092773437,0.02790794716845557,-0.006574925372193063
258,258,258,258,2020-02-13,274.06817626953125,266.3835754394531,272.2955322265625,0.028847877792017806,0.0065100004707159265
259,259,259,259,2020-02-14,279.4052429199219,267.7250366210937,273.5316467285156,0.043627620510363174,0.02147318696631806
260,260,260,260,2020-02-18,283.41046142578125,263.9881286621094,270.5899963378906,0.07357275064641788,0.04737967131601373
261,261,261,261,2020-02-19,284.6752624511719,263.3558044433594,269.9671630859375,0.08095305912423023,0.054481067982895315
262,262,262,262,2020-02-20,357.5544128417969,264.2181396484375,259.4271545410156,0.3532545998452281,0.37824590287932747
263,263,263,263,2020-02-21,356.4046630859375,269.2773132324219,261.96636962890625,0.32355993458057575,0.36049777530913496
264,264,264,264,2020-02-24,347.82891845703125,274.06817626953125,266.3835754394531,0.26913282377943903,0.30574461238166695
265,265,265,265,2020-02-25,353.2426452636719,279.4052429199219,267.7250366210937,0.2642663450839824,0.31942327741133036
266,266,266,266,2020-02-26,351.3358459472656,283.41046142578125,263.9881286621094,0.2396714086691274,0.33087744410263475
267,267,267,267,2020-02-27,333.3124694824219,284.6752624511719,263.3558044433594,0.1708515401460018,0.26563555410113726
268,268,268,268,2020-02-28,325.26373291015625,357.5544128417969,264.2181396484375,-0.09030983473256116,0.23104240058212722
269,269,269,269,2020-03-02,332.9866638183594,356.4046630859375,269.2773132324219,-0.06570620896150148,0.23659382894595327
270,270,270,270,2020-03-03,325.2733154296875,347.82891845703125,274.06817626953125,-0.06484683081383913,0.18683358227552382
271,271,271,271,2020-03-04,327.5921630859375,353.2426452636719,279.4052429199219,-0.0726143417893047,0.172462476589339
272,272,272,272,2020-03-05,319.10272216796875,351.3358459472656,283.41046142578125,-0.09174447797203977,0.12593840242391519
273,273,273,273,2020-03-06,322.34130859375,333.3124694824219,284.6752624511719,-0.032915542900954886,0.1323123260456771
274,274,274,274,2020-03-09,322.5903625488281,325.26373291015625,357.5544128417969,-0.008219085286297667,-0.09778665578500045
275,275,275,275,2020-03-10,329.5660400390625,332.9866638183594,356.4046630859375,-0.01027255488274681,-0.075303793206554
276,276,276,276,2020-03-11,318.7481689453125,325.2733154296875,347.82891845703125,-0.020060503505352933,-0.08360647424233991
277,277,277,277,2020-03-12,304.56256103515625,327.5921630859375,353.2426452636719,-0.07029961227961323,-0.13780919399519054
278,278,278,278,2020-03-13,304.1015625,319.10272216796875,351.3358459472656,-0.04701044092025153,-0.13444197053082751
279,279,279,279,2020-03-16,274.9908752441406,322.34130859375,333.3124694824219,-0.1468953313994441,-0.17497573471777061
280,280,280,280,2020-03-17,286.91943359375,322.5903625488281,325.26373291015625,-0.11057654876369372,-0.11788679596503815
281,281,281,281,2020-03-18,278.5252380371094,329.5660400390625,332.9866638183594,-0.15487275932891453,-0.16355437529161265
282,282,282,282,2020-03-19,310.3539733886719,318.7481689453125,325.2733154296875,-0.02633488243843307,-0.04586709494231678
283,283,283,283,2020-03-20,288.0816345214844,304.56256103515625,327.5921630859375,-0.054113435537368804,-0.12060889427958721
284,284,284,284,2020-03-23,311.0551147460937,304.1015625,319.10272216796875,0.022865887925497486,-0.025219488468164686
285,285,285,285,2020-03-24,329.9659423828125,274.9908752441406,322.34130859375,0.19991596844755044,0.023653914610962667
286,286,286,286,2020-03-25,308.7308044433594,286.91943359375,322.5903625488281,0.0760191478716361,-0.04296333590365997
287,287,287,287,2020-03-26,325.11578369140625,278.5252380371094,329.5660400390625,0.1672758489774251,-0.013503382651710027
288,288,288,288,2020-03-27,325.3366394042969,310.3539733886719,318.7481689453125,0.04827605669756152,0.020669829981406984
289,289,289,289,2020-03-30,333.0297546386719,288.0816345214844,304.56256103515625,0.15602563555239546,0.09346911684338499
290,290,290,290,2020-03-31,311.2471923828125,311.0551147460937,304.1015625,0.0006175035471627233,0.02349751123956323
291,291,291,291,2020-04-01,320.5633544921875,329.9659423828125,274.9908752441406,-0.02849563146646361,0.16572360521994423
292,292,292,292,2020-04-02,320.2559814453125,308.7308044433594,286.91943359375,0.03733082943483068,0.11618783514944409
293,293,293,293,2020-04-03,315.2425537109375,325.11578369140625,278.5252380371094,-0.030368350217780393,0.13182760719492181
294,294,294,294,2020-04-06,325.12530517578125,325.3366394042969,310.3539733886719,-0.0006495863143560765,0.04759511091746349
295,295,295,295,2020-04-07,320.74578857421875,333.0297546386719,288.0816345214844,-0.036885491141117055,0.11338506221332323
296,296,296,296,2020-04-08,330.2252502441406,311.2471923828125,311.0551147460937,0.0609742298911613,0.06162938524156725
297,297,297,297,2020-04-09,330.0428771972656,320.5633544921875,329.9659423828125,0.029571448427393898,0.00023315986461369675
298,298,298,298,2020-04-13,341.0877990722656,320.2559814453125,308.7308044433594,0.06504739593914621,0.10480649861696123
299,299,299,299,2020-04-14,344.0843200683594,315.2425537109375,325.11578369140625,0.09149071411173892,0.05834394184613845
300,300,300,300,2020-04-15,340.58837890625,325.12530517578125,325.3366394042969,0.04756035129935077,0.04687987043168462
301,301,301,301,2020-04-16,346.2069396972656,320.74578857421875,333.0297546386719,0.07938109253507886,0.03956759080848693
302,302,302,302,2020-04-17,348.60791015625,330.2252502441406,311.2471923828125,0.05566703302827025,0.12003551738865625
303,303,303,303,2020-04-20,355.8209228515625,330.0428771972656,320.5633544921875,0.07810514159010129,0.1099862721839413
304,304,304,304,2020-04-21,350.7689514160156,341.0877990722656,320.2559814453125,0.028383168117071422,0.09527681523073617
305,305,305,305,2020-04-22,368.5657958984375,344.0843200683594,315.2425537109375,0.07114964095200382,0.16914988652323526
306,306,306,306,2020-04-23,355.0140686035156,340.58837890625,325.12530517578125,0.04235520232249734,0.0919299819236612
307,307,307,307,2020-04-24,352.7570495605469,346.2069396972656,320.74578857421875,0.018919637685509416,0.09980259173043171
308,308,308,308,2020-04-27,347.7051696777344,348.60791015625,330.2252502441406,-0.0025895582177438703,0.05293332178769061
309,309,309,309,2020-04-28,341.9233093261719,355.8209228515625,330.0428771972656,-0.03905788736090787,0.03599663240665962
310,310,310,310,2020-04-29,347.6859741210937,350.7689514160156,341.0877990722656,-0.008789196656306952,0.019344506214454604
311,311,311,311,2020-04-30,347.6091003417969,368.5657958984375,344.0843200683594,-0.056860120471991626,0.010243943323942295
312,312,312,312,2020-05-01,343.1623229980469,355.0140686035156,340.58837890625,-0.033383875890014236,0.007557345614852551
313,313,313,313,2020-05-04,344.89111328125,352.7570495605469,346.2069396972656,-0.02229845240257,-0.0038006933574648016
314,314,314,314,2020-05-05,356.76202392578125,347.7051696777344,348.60791015625,0.026047511046330074,0.023390501282304577
315,315,315,315,2020-05-06,357.5687866210937,341.9233093261719,355.8209228515625,0.04575727032402188,0.004912200652855692
316,316,316,316,2020-05-07,352.64178466796875,347.6859741210937,350.7689514160156,0.014253697059257942,0.005339221856417664
317,317,317,317,2020-05-08,354.5050354003906,347.6091003417969,368.5657958984375,0.01983818908024304,-0.03814993321279736
318,318,318,318,2020-05-11,362.5534362792969,343.1623229980469,355.0140686035156,0.05650711625868188,0.021236813812585353
319,319,319,319,2020-05-12,362.985595703125,344.89111328125,352.7570495605469,0.05246433359713554,0.02899600774901745
320,320,320,320,2020-05-13,369.7279052734375,356.76202392578125,347.7051696777344,0.03634322175040028,0.063337383266733
321,321,321,321,2020-05-14,361.1320495605469,357.5687866210937,341.9233093261719,0.00996525164605333,0.05617850468349084
322,322,322,322,2020-05-15,361.1608276367188,352.64178466796875,347.6859741210937,0.024157780895905923,0.038755815645678204
323,323,323,323,2020-05-18,350.0774230957031,354.5050354003906,347.6091003417969,-0.012489561113530612,0.007100857691813012
324,324,324,324,2020-05-19,355.3694152832031,362.5534362792969,343.1623229980469,-0.019815068007132286,0.035572355899996966
325,325,325,325,2020-05-20,362.3133544921875,362.985595703125,344.89111328125,-0.0018519776511664032,0.05051519317266395
326,326,326,326,2020-05-21,360.3924865722656,369.7279052734375,356.76202392578125,-0.02524942956163323,0.010176146571137412
327,327,327,327,2020-05-22,357.376708984375,361.1320495605469,357.5687866210937,-0.010398801714612826,-0.0005371767444629638
328,328,328,328,2020-05-26,345.9090881347656,361.1608276367188,352.64178466796875,-0.04222977226448954,-0.019092168954233046
329,329,329,329,2020-05-27,359.1727294921875,350.0774230957031,354.5050354003906,0.025980842512080438,0.01316679207821414
330,330,330,330,2020-05-28,351.0858764648437,355.3694152832031,362.5534362792969,-0.01205376330696828,-0.03162998517443105
331,331,331,331,2020-05-29,370.5730590820313,362.3133544921875,362.985595703125,0.022797129853025844,0.02090293242686103
332,332,332,332,2020-06-01,368.40240478515625,360.3924865722656,369.7279052734375,0.0222255416284447,-0.003585070181005068
333,333,333,333,2020-06-02,369.6318664550781,357.376708984375,361.1320495605469,0.0342919870338807,0.023536589745702274
334,334,334,334,2020-06-03,374.7029724121094,345.9090881347656,361.1608276367188,0.08324119043130107,0.03749616165187275
335,335,335,335,2020-06-04,367.6340942382813,359.1727294921875,350.0774230957031,0.023557926455209488,0.05015082374443369
336,336,336,336,2020-06-05,361.5162048339844,351.0858764648437,355.3694152832031,0.029708766624752414,0.0172969008767474
337,337,337,337,2020-06-08,360.9495239257813,370.5730590820313,362.3133544921875,-0.02596933295714765,-0.0037642293597422993
338,338,338,338,2020-06-09,367.0962524414063,368.40240478515625,360.3924865722656,-0.0035454501023457485,0.018601291977257794
339,339,339,339,2020-06-10,376.796630859375,369.6318664550781,357.376708984375,0.01938351385395931,0.054340200093591084
340,340,340,340,2020-06-11,367.6437072753906,374.7029724121094,345.9090881347656,-0.018839629403726077,0.06283332784872431
341,341,341,341,2020-06-12,363.9288330078125,367.6340942382813,359.1727294921875,-0.010078665957644395,0.013241828026168356
342,342,342,342,2020-06-15,363.7075500488281,361.5162048339844,351.0858764648437,0.006061540770627483,0.035950388295520996
343,343,343,343,2020-06-16,360.7626037597656,360.9495239257813,370.5730590820313,-0.000517856801645511,-0.02647374136308711
344,344,344,344,2020-06-17,366.3541564941406,367.0962524414063,368.40240478515625,-0.0020215296188133003,-0.005559812488765137
345,345,345,345,2020-06-18,361.4266662597656,376.796630859375,369.6318664550781,-0.040791141270436704,-0.02219830306841164
346,346,346,346,2020-06-19,364.17913818359375,367.6437072753906,374.7029724121094,-0.009423713838250691,-0.028085803965657408
347,347,347,347,2020-06-22,370.1652221679688,363.9288330078125,367.6340942382813,0.01713628763242947,0.006884910755983853
348,348,348,348,2020-06-23,363.3514404296875,363.7075500488281,361.5162048339844,-0.0009791097795269765,0.005076496077253134
349,349,349,349,2020-06-24,361.3592224121094,360.7626037597656,360.9495239257813,0.0016537707792492196,0.0011350575611572822
350,350,350,350,2020-06-25,359.646240234375,366.3541564941406,367.0962524414063,-0.01830992262775899,-0.020294438195662123
351,351,351,351,2020-06-26,352.0529479980469,361.4266662597656,376.796630859375,-0.025935325577171597,-0.06566853531809513
352,352,352,352,2020-06-29,355.28662109375,364.17913818359375,367.6437072753906,-0.024417974994934366,-0.03361158082432325
353,353,353,353,2020-06-30,355.54638671875,370.1652221679688,363.9288330078125,-0.03949273074223392,-0.023033201903193357
354,354,354,354,2020-07-01,361.5805969238281,363.3514404296875,363.7075500488281,-0.004873638325928242,-0.0058479762785085265
355,355,355,355,2020-07-02,360.02154541015625,361.3592224121094,360.7626037597656,-0.003701792894682421,-0.0020541440323533777
356,356,356,356,2020-07-06,370.5213012695313,359.646240234375,366.3541564941406,0.03023821694359774,0.01137463490320001
357,357,357,357,2020-07-07,366.8064270019531,352.0529479980469,361.4266662597656,0.0419069889566388,0.014884791976917722
358,358,358,358,2020-07-08,369.6936340332031,355.28662109375,364.17913818359375,0.04055039532617677,0.015142261792133072
359,359,359,359,2020-07-09,371.0025024414063,355.54638671875,370.1652221679688,0.043471446483529075,0.0022619096103457803
360,360,360,360,2020-07-10,383.3307189941406,361.5805969238281,363.3514404296875,0.06015290160852982,0.05498609979590641
361,361,361,361,2020-07-13,386.2852478027344,360.02154541015625,361.3592224121094,0.07295036290857837,0.06897852287881645
362,362,362,362,2020-07-14,387.1706848144531,370.5213012695313,359.646240234375,0.044935023945655406,0.07653199589168769
363,363,363,363,2020-07-15,398.1227416992188,366.8064270019531,352.0529479980469,0.08537558884457308,0.130860411660088
364,364,364,364,2020-07-16,392.1943359375,369.6936340332031,355.28662109375,0.06086310348064039,0.10388152171373521
365,365,365,365,2020-07-17,375.544921875,371.0025024414063,355.54638671875,0.01224363556499486,0.056247330596751466
366,366,366,366,2020-07-20,376.70947265625,383.3307189941406,361.5805969238281,-0.017272934335303858,0.04184095015366385
367,367,367,367,2020-07-21,373.2255859375,386.2852478027344,360.02154541015625,-0.033808337076086326,0.03667569537345594
368,368,368,368,2020-07-22,374.4862976074219,387.1706848144531,370.5213012695313,-0.03276174489582051,0.010701129258439801
369,369,369,369,2020-07-23,366.9796752929688,398.1227416992188,366.8064270019531,-0.07822478633933083,0.0004723153092809351
370,370,370,370,2020-07-24,372.3594055175781,392.1943359375,369.6936340332031,-0.05057423986633702,0.007210758419863961
371,371,371,371,2020-07-27,374.9578552246094,375.544921875,371.0025024414063,-0.0015632394853312137,0.010661256345104508
372,372,372,372,2020-07-28,370.9254760742188,376.70947265625,383.3307189941406,-0.015353998244979405,-0.03236172397681347
373,373,373,373,2020-07-29,370.6656188964844,373.2255859375,386.2852478027344,-0.006859034153795407,-0.040435478691193794
374,374,374,374,2020-07-30,370.0689697265625,374.4862976074219,387.1706848144531,-0.011795699626612532,-0.04417099682039827
375,375,375,375,2020-07-31,372.0707092285156,366.9796752929688,398.1227416992188,0.013872795357079415,-0.06543718743498828
376,376,376,376,2020-08-03,372.4749145507813,372.3594055175781,392.1943359375,0.000310208447783511,-0.05027971997500025
377,377,377,377,2020-08-04,377.1231994628906,374.9578552246094,375.544921875,0.005774900320421716,0.004202633282885726
378,378,378,378,2020-08-05,378.6438293457031,370.9254760742188,376.70947265625,0.02080836655700602,0.0051348766884293795
379,379,379,379,2020-08-06,377.7872924804688,370.6656188964844,373.2255859375,0.01921320246853897,0.012222384302807976
380,380,380,380,2020-08-07,374.4862976074219,370.0689697265625,374.4862976074219,0.011936498983211807,0.0
381,381,381,381,2020-08-10,371.4163208007813,372.0707092285156,366.9796752929688,-0.0017587743713854964,0.012089621868760503
382,382,382,382,2020-08-11,374.0340576171875,372.4749145507813,372.3594055175781,0.004185900863381775,0.004497407812974696
383,383,383,383,2020-08-12,377.90283203125,377.1231994628906,374.9578552246094,0.0020673153215440276,0.007854154181878625
384,384,384,384,2020-08-13,384.0333251953125,378.6438293457031,370.9254760742188,0.014233681977394053,0.03533822820644139
385,385,385,385,2020-08-14,383.9850769042969,377.7872924804688,370.6656188964844,0.016405486757203436,0.035933891164403375
386,386,386,386,2020-08-17,393.9940185546875,374.4862976074219,370.0689697265625,0.0520919485489848,0.06465024302308509
387,387,387,387,2020-08-18,395.9765625,371.4163208007813,372.0707092285156,0.0661259086468422,0.06425083372204399
388,388,388,388,2020-08-19,398.6520690917969,374.0340576171875,372.4749145507813,0.06581756653776472,0.07027897320974263
389,389,389,389,2020-08-20,402.5978088378906,377.90283203125,377.1231994628906,0.06534742455859277,0.06754983361215028
390,390,390,390,2020-08-21,403.9163208007813,384.0333251953125,378.6438293457031,0.0517741412033883,0.066744759841324
391,391,391,391,2020-08-24,403.2329406738281,383.9850769042969,377.7872924804688,0.05012659326427027,0.06735443118345441
392,392,392,392,2020-08-25,403.5890502929688,393.9940185546875,374.4862976074219,0.024353242146871512,0.07771379853277205
393,393,393,393,2020-08-26,402.3667602539063,395.9765625,371.4163208007813,0.0161378181414622,0.08333085467648593
394,394,394,394,2020-08-27,400.6634521484375,398.6520690917969,374.0340576171875,0.005045459970201449,0.0711951064052685
395,395,395,395,2020-08-28,400.3362121582031,402.5978088378906,377.90283203125,-0.005617508665076043,0.05936282616981825
396,396,396,396,2020-08-31,393.5801696777344,403.9163208007813,384.0333251953125,-0.025589832821201863,0.024859416764330344
397,397,397,397,2020-09-01,394.7254638671875,403.2329406738281,383.9850769042969,-0.02109816919328089,0.02797084472521716
398,398,398,398,2020-09-02,388.4217529296875,403.5890502929688,393.9940185546875,-0.037581042776733464,-0.014143020864735623
399,399,399,399,2020-09-03,382.5511474609375,402.3667602539063,395.9765625,-0.049247638598338805,-0.033904569892473146
400,400,400,400,2020-09-04,367.4512939453125,400.6634521484375,398.6520690917969,-0.08289290681502082,-0.07826567968796827
401,401,401,401,2020-09-08,362.1677551269531,400.3362121582031,402.5978088378906,-0.09534100556500935,-0.10042293530518687
402,402,402,402,2020-09-09,367.7013854980469,393.5801696777344,403.9163208007813,-0.06575225627062764,-0.08965949984624733
403,403,403,403,2020-09-10,374.3419189453125,394.7254638671875,403.2329406738281,-0.051639802312661076,-0.07164846621964183
404,404,404,404,2020-09-11,379.8372497558594,388.4217529296875,403.5890502929688,-0.022100984584614958,-0.05885144931426611
405,405,405,405,2020-09-14,374.6493225097656,382.5511474609375,402.3667602539063,-0.020655603841781,-0.06888600272708933
406,406,406,406,2020-09-15,375.6136169433594,367.4512939453125,400.6634521484375,0.02221334672796571,-0.06252088896742614
407,407,407,407,2020-09-16,372.1999816894531,362.1677551269531,400.3362121582031,0.027700496304491118,-0.07028150243283826
408,408,408,408,2020-09-17,380.9654846191406,367.7013854980469,393.5801696777344,0.036073019151471764,-0.03205111951885875
409,409,409,409,2020-09-18,383.3954772949219,374.3419189453125,394.7254638671875,0.024185264570735887,-0.028703460023237315
410,410,410,410,2020-09-21,390.511962890625,379.8372497558594,388.4217529296875,0.028103386757425186,0.0053812896553089296
411,411,411,411,2020-09-22,398.9786071777344,374.6493225097656,382.5511474609375,0.06493881933373724,0.04294186496584573
412,412,412,412,2020-09-23,398.7760620117188,375.6136169433594,367.4512939453125,0.06166561600415088,0.0852487624416105
413,413,413,413,2020-09-24,398.544677734375,372.1999816894531,362.1677551269531,0.07078102455927238,0.10044219037299551
414,414,414,414,2020-09-25,403.1539611816406,380.9654846191406,367.7013854980469,0.05824274759347903,0.09641675849432474
415,415,415,415,2020-09-28,406.490478515625,383.3954772949219,374.3419189453125,0.060238063796818286,0.08588020187770917
416,416,416,416,2020-09-29,408.3418884277344,390.511962890625,379.8372497558594,0.0456578216071275,0.0750443477836793
417,417,417,417,2020-09-30,410.0969543457031,398.9786071777344,374.6493225097656,0.027867025870426776,0.09461549696253235
418,418,418,418,2020-10-01,411.7458801269531,398.7760620117188,375.6136169433594,0.03252406388137996,0.09619529631973456
419,419,419,419,2020-10-02,418.29345703125,398.544677734375,372.1999816894531,0.04955223441733514,0.12384061689786763
420,420,420,420,2020-10-05,409.7691650390625,403.1539611816406,380.9654846191406,0.016408629194744284,0.07560706043676779
421,421,421,421,2020-10-06,412.2665710449219,406.490478515625,383.3954772949219,0.014209662549512503,0.07530368890551964
422,422,422,422,2020-10-07,415.6609191894531,408.3418884277344,390.511962890625,0.017923781441820053,0.06439996386454339
423,423,423,423,2020-10-08,386.6933898925781,410.0969543457031,398.9786071777344,-0.057068369333453495,-0.030791669187625215
424,424,424,424,2020-10-09,376.9925537109375,411.7458801269531,398.7760620117188,-0.08440479454293548,-0.05462591759116464
425,425,425,425,2020-10-12,378.5643310546875,418.29345703125,398.544677734375,-0.09497907583477794,-0.05013326684794961
426,426,426,426,2020-10-13,393.1638488769531,409.7691650390625,403.1539611816406,-0.0405235863965665,-0.02477989370464473
427,427,427,427,2020-10-14,388.81488037109375,412.2665710449219,406.490478515625,-0.05688477388401392,-0.043483424775598634
428,428,428,428,2020-10-15,387.4937438964844,415.6609191894531,408.3418884277344,-0.06776479094521393,-0.05105561080574661
429,429,429,429,2020-10-16,385.1891784667969,386.6933898925781,410.0969543457031,-0.0038899331229818035,-0.060736310316290565
430,430,430,430,2020-10-19,380.7919616699219,376.9925537109375,411.7458801269531,0.010078204255189682,-0.07517723904726692
431,431,431,431,2020-10-20,380.3291015625,378.5643310546875,418.29345703125,0.0046617453443007495,-0.09076009875505597
432,432,432,432,2020-10-21,376.0282897949219,393.1638488769531,409.7691650390625,-0.04358376064070457,-0.08234117674746022
433,433,433,433,2020-10-22,377.75433349609375,388.81488037109375,412.2665710449219,-0.0284468198965111,-0.08371340286299267
434,434,434,434,2020-10-23,380.0300903320313,387.4937438964844,415.6609191894531,-0.019261352427013434,-0.08572090185168868
435,435,435,435,2020-10-26,380.52191162109375,385.1891784667969,386.6933898925781,-0.012116817155353843,-0.015959616669937837
436,436,436,436,2020-10-27,382.8554992675781,380.7919616699219,376.9925537109375,0.005419068166793384,0.015551886897840594
437,437,437,437,2020-10-28,370.2907104492188,380.3291015625,378.5643310546875,-0.026393960052072396,-0.021855256628162012
438,438,438,438,2020-10-29,372.91357421875,376.0282897949219,393.1638488769531,-0.008283194803961669,-0.05150594266498998
439,439,439,439,2020-10-30,364.8134765625,377.75433349609375,388.81488037109375,-0.03425733548527932,-0.061729643129106226
440,440,440,440,2020-11-02,362.6052551269531,380.0300903320313,387.4937438964844,-0.045851198756009404,-0.06422939508458236
441,441,441,441,2020-11-03,369.5578002929688,380.52191162109375,385.1891784667969,-0.028813350803941318,-0.04058104185597078
442,442,442,442,2020-11-04,378.5064697265625,382.8554992675781,380.7919616699219,-0.011359454283236148,-0.006001943773541352
443,443,443,443,2020-11-05,382.0744323730469,370.2907104492188,380.3291015625,0.031822893719187784,0.004589001481549948
444,444,444,444,2020-11-06,385.5748291015625,372.91357421875,376.0282897949219,0.03395224995319013,0.025387822048833275
445,445,445,445,2020-11-09,363.1066284179688,364.8134765625,377.75433349609375,-0.0046786872037024585,-0.03877574333181388
446,446,446,446,2020-11-10,368.0439147949219,362.6052551269531,380.0300903320313,0.014998844035132963,-0.0315400696998418
447,447,447,447,2020-11-11,380.5797424316406,369.5578002929688,380.52191162109375,0.029824677303345037,0.00015197760964813511
448,448,448,448,2020-11-12,376.6068115234375,378.5064697265625,382.8554992675781,-0.0050188262422498076,-0.01632126939823164
449,449,449,449,2020-11-13,375.6907653808594,382.0744323730469,370.2907104492188,-0.016707914613754316,0.014583284914410743
450,450,450,450,2020-11-16,371.0813598632813,385.5748291015625,372.91357421875,-0.03758925153919612,-0.004913241249818179
451,451,451,451,2020-11-17,370.743896484375,363.1066284179688,364.8134765625,0.02103312765090859,0.016256033022012062
452,452,452,452,2020-11-18,368.8056640625,368.0439147949219,362.6052551269531,0.002069723848042937,0.01709961134836835
453,453,453,453,2020-11-19,371.2935791015625,380.5797424316406,369.5578002929688,-0.0244000462839824,0.004696907512756088
454,454,454,454,2020-11-20,375.6521911621094,376.6068115234375,378.5064697265625,-0.002534793137348057,-0.007540897693281368
455,455,455,455,2020-11-23,373.3860778808594,375.6907653808594,382.0744323730469,-0.006134533271435649,-0.022739952627095494
456,456,456,456,2020-11-24,369.4517517089844,371.0813598632813,385.5748291015625,-0.004391511756067001,-0.04181568965522697
457,457,457,457,2020-11-25,369.7507019042969,370.743896484375,363.1066284179688,-0.0026789236168045516,0.018297857891704794
458,458,458,458,2020-11-27,376.5296936035156,368.8056640625,368.0439147949219,0.02094335931811142,0.023056430136393136
459,459,459,459,2020-11-30,378.55474853515625,371.2935791015625,380.5797424316406,0.01955640992005292,-0.005320813671127245
460,460,460,460,2020-12-01,377.7640380859375,375.6521911621094,376.6068115234375,0.005621814469642716,0.0030727711955576
461,461,461,461,2020-12-02,373.9839172363281,373.3860778808594,375.6907653808594,0.001601129208838703,-0.004543226243000409
462,462,462,462,2020-12-03,369.69287109375,369.4517517089844,371.0813598632813,0.0006526410651737091,-0.003741736771803561
463,463,463,463,2020-12-04,369.3166809082031,369.7507019042969,370.743896484375,-0.0011738206144260577,-0.0038495996554646084
464,464,464,464,2020-12-07,370.8210754394531,376.5296936035156,368.8056640625,-0.015161136720530877,0.005464697463571477
465,465,465,465,2020-12-08,372.8846435546875,378.55474853515625,371.2935791015625,-0.014978295748262593,0.004285192480233402
466,466,466,466,2020-12-09,371.22607421875,377.7640380859375,375.6521911621094,-0.017307004394367942,-0.01178248669245574
467,467,467,467,2020-12-10,372.2674865722656,373.9839172363281,373.3860778808594,-0.004589584163796734,-0.0029958034722190607
468,468,468,468,2020-12-11,369.6831970214844,369.69287109375,369.4517517089844,-2.616786262876758e-05,0.0006264561243232158
469,469,469,469,2020-12-14,370.3016052246094,369.3166809082031,369.7507019042969,0.0026668828334106554,0.0014899317769383469
470,470,470,470,2020-12-15,371.7026672363281,370.8210754394531,376.5296936035156,0.002377404778922676,-0.012819776100501445
471,471,471,471,2020-12-16,369.6155395507813,372.8846435546875,378.55474853515625,-0.00876706525841886,-0.02361404531039657
472,472,472,472,2020-12-17,381.82916259765625,371.22607421875,377.7640380859375,0.02856234816269465,0.010761015083161407
473,473,473,473,2020-12-18,383.3268432617188,372.2674865722656,373.9839172363281,0.029708091865031427,0.024982159913274238
474,474,474,474,2020-12-21,383.781005859375,369.6831970214844,369.69287109375,0.038134838022057416,0.03810767225222578
475,475,475,475,2020-12-22,385.2690124511719,370.3016052246094,369.3166809082031,0.040419504035052345,0.04319418094990901
476,476,476,476,2020-12-23,390.1293640136719,371.7026672363281,370.8210754394531,0.04957375451284585,0.05206901617265647
477,477,477,477,2020-12-24,383.34619140625,369.6155395507813,372.8846435546875,0.03714847019732037,0.02805572187643124
478,478,478,478,2020-12-28,386.6797790527344,381.82916259765625,371.22607421875,0.012703630131544852,0.04162882380098676
479,479,479,479,2020-12-29,371.3934631347656,383.3268432617188,372.2674865722656,-0.031131083921523306,-0.002347837157490651
480,480,480,480,2020-12-30,371.6446838378906,383.781005859375,369.6831970214844,-0.03162303979663694,0.005305858725010548
481,481,481,481,2020-12-31,370.5238037109375,385.2690124511719,370.3016052246094,-0.03827250119707759,0.0006000473214080593
482,482,482,482,2021-01-04,366.6974182128906,390.1293640136719,371.7026672363281,-0.06006198959163733,-0.01346573340636048
483,483,483,483,2021-01-05,368.475341796875,383.34619140625,369.6155395507813,-0.038792219520489946,-0.0030848209339143784
484,484,484,484,2021-01-06,371.8863220214844,386.6797790527344,381.82916259765625,-0.0382576432299877,-0.026040024047741306
