,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ALB,ALB_6m,ALB_12m,ALB_6m_ret,ALB_12m_ret
0,0,0,0,2019-02-05,76.55622863769531,,,,
1,1,1,1,2019-02-06,77.37527465820312,,,,
2,2,2,2,2019-02-07,75.91606903076172,,,,
3,3,3,3,2019-02-08,76.26438903808594,,,,
4,4,4,4,2019-02-11,76.12317657470703,,,,
5,5,5,5,2019-02-12,75.73719787597656,,,,
6,6,6,6,2019-02-13,76.94223022460938,76.55622863769531,,0.005042066384184363,
7,7,7,7,2019-02-14,75.70893859863281,77.37527465820312,,-0.021535769235471847,
8,8,8,8,2019-02-15,76.60330963134766,75.91606903076172,,0.009052636804830705,
9,9,9,9,2019-02-19,78.26020050048828,76.26438903808594,,0.026169638117806926,
10,10,10,10,2019-02-20,77.95893859863281,76.12317657470703,,0.024115678122341278,
11,11,11,11,2019-02-21,84.03111267089844,75.73719787597656,,0.10950913193941458,
12,12,12,12,2019-02-22,83.95578002929688,76.94223022460938,76.55622863769531,0.09115345089703775,0.09665511903179258
13,13,13,13,2019-02-25,86.2057876586914,75.70893859863281,77.37527465820312,0.13864742069238511,0.11412577259978862
14,14,14,14,2019-02-26,85.66918182373047,76.60330963134766,75.91606903076172,0.11834830944005148,0.1284723105067087
15,15,15,15,2019-02-27,86.87418365478516,78.26020050048828,76.26438903808594,0.11006850352042141,0.13911859454352626
16,16,16,16,2019-02-28,85.94218444824219,77.95893859863281,76.12317657470703,0.10240321370600824,0.12898841476877698
17,17,17,17,2019-03-01,85.47148895263672,84.03111267089844,75.73719787597656,0.017140987855050804,0.12852721449505622
18,18,18,18,2019-03-04,83.30620574951172,83.95578002929688,76.94223022460938,-0.007737100168189515,0.08271108734858168
19,19,19,19,2019-03-05,82.77899932861328,86.2057876586914,75.70893859863281,-0.03975125595563922,0.09338475562921378
20,20,20,20,2019-03-06,81.3104019165039,85.66918182373047,76.60330963134766,-0.050879205502335934,0.061447635980861115
21,21,21,21,2019-03-07,79.64408874511719,86.87418365478516,78.26020050048828,-0.08322489611411421,0.017683167635384134
22,22,22,22,2019-03-08,78.10958099365234,85.94218444824219,77.95893859863281,-0.09113805408689546,0.001932329989702719
23,23,23,23,2019-03-11,80.50077056884766,85.47148895263672,84.03111267089844,-0.058156450118045155,-0.04201232126816057
24,24,24,24,2019-03-12,80.463134765625,83.30620574951172,83.95578002929688,-0.03412796151628095,-0.04160101022768292
25,25,25,25,2019-03-13,81.15977478027344,82.77899932861328,86.2057876586914,-0.01956081326752812,-0.0585345023282694
26,26,26,26,2019-03-14,80.10842895507812,81.3104019165039,85.66918182373047,-0.014782523921847868,-0.06490960635172083
27,27,27,27,2019-03-15,80.76079559326172,79.64408874511719,86.87418365478516,0.014021214452189845,-0.07037059577810145
28,28,28,28,2019-03-18,81.71571350097656,78.10958099365234,85.94218444824219,0.04616760788432961,-0.04917807214699055
29,29,29,29,2019-03-19,80.58114624023438,80.50077056884766,85.47148895263672,0.000998445987768326,-0.0572160702045601
30,30,30,30,2019-03-20,79.83424377441406,80.463134765625,83.30620574951172,-0.00781588976172487,-0.04167711089300219
31,31,31,31,2019-03-21,80.84589385986328,81.15977478027344,82.77899932861328,-0.003867444448434454,-0.023352607357284172
32,32,32,32,2019-03-22,78.20807647705078,80.10842895507812,81.3104019165039,-0.023722253735533716,-0.03815410287405596
33,33,33,33,2019-03-25,77.13026428222656,80.76079559326172,79.64408874511719,-0.04495413008707494,-0.03156322713334758
34,34,34,34,2019-03-26,76.61969757080078,81.71571350097656,78.10958099365234,-0.062362741654515164,-0.019074272373483137
35,35,35,35,2019-03-27,75.77824401855469,80.58114624023438,80.50077056884766,-0.0596032998508228,-0.05866436453864832
36,36,36,36,2019-03-28,76.74260711669922,79.83424377441406,80.463134765625,-0.03872569603653808,-0.04623891002709535
37,37,37,37,2019-03-29,77.5084228515625,80.84589385986328,81.15977478027344,-0.04128188642562214,-0.04498967547157895
38,38,38,38,2019-04-01,79.60733795166016,78.20807647705078,80.10842895507812,0.01789152140853334,-0.006255159537568278
39,39,39,39,2019-04-02,78.37825012207031,77.13026428222656,80.76079559326172,0.016180235494555717,-0.029501263003780975
40,40,40,40,2019-04-03,79.6167984008789,76.61969757080078,81.71571350097656,0.039116583921629866,-0.025685575150397155
41,41,41,41,2019-04-04,80.88369750976562,75.77824401855469,80.58114624023438,0.06737360514662805,0.0037546161062198546
42,42,42,42,2019-04-05,81.4415054321289,76.74260711669922,79.83424377441406,0.06122932868679154,0.0201324842790076
43,43,43,43,2019-04-08,82.1978988647461,77.5084228515625,80.84589385986328,0.06050279235025169,0.016723236522393492
44,44,44,44,2019-04-09,80.15571594238281,79.60733795166016,78.20807647705078,0.0068885357158361415,0.024903303508603036
45,45,45,45,2019-04-10,80.88369750976562,78.37825012207031,77.13026428222656,0.031966105185982086,0.04866355979029069
46,46,46,46,2019-04-11,78.1986083984375,79.6167984008789,76.61969757080078,-0.017812698211006617,0.020607113806181854
47,47,47,47,2019-04-12,79.09678649902344,80.88369750976562,75.77824401855469,-0.022092350693122542,0.04379281314114625
48,48,48,48,2019-04-15,77.77316284179688,81.4415054321289,76.74260711669922,-0.04504266676883972,0.01342872966943287
49,49,49,49,2019-04-16,78.67134094238281,82.1978988647461,77.5084228515625,-0.04290326116688359,0.015003764081839677
50,50,50,50,2019-04-17,77.62188720703125,80.15571594238281,79.60733795166016,-0.03161132934266242,-0.024940549398028256
51,51,51,51,2019-04-18,78.06623840332031,80.88369750976562,78.37825012207031,-0.03483346079851435,-0.003980845684409373
52,52,52,52,2019-04-22,77.68805694580078,78.1986083984375,79.6167984008789,-0.0065289071390549624,-0.024225307897545845
53,53,53,53,2019-04-23,74.73824310302734,79.09678649902344,80.88369750976562,-0.05510392506337669,-0.07597890051943157
54,54,54,54,2019-04-24,72.6109619140625,77.77316284179688,81.4415054321289,-0.06637509314408518,-0.10842804871068523
55,55,55,55,2019-04-25,70.7862319946289,78.67134094238281,82.1978988647461,-0.10022848032460496,-0.1388316128237621
56,56,56,56,2019-04-26,71.43860626220703,77.62188720703125,80.15571594238281,-0.0796589875267052,-0.10875219037955797
