,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TXT,TXT_6m,TXT_12m,TXT_6m_ret,TXT_12m_ret
243,243,243,243,2020-01-23,44.84616088867188,45.09477233886719,44.52797317504883,-0.005513088043268111,0.0071457937771430835
244,244,244,244,2020-01-24,44.44842529296875,45.08481979370117,44.508087158203125,-0.014115493943292479,-0.0013404724634044074
245,245,245,245,2020-01-27,44.44842529296875,45.74110412597656,43.9214096069336,-0.028260770213320963,0.011999061294971636
246,246,246,246,2020-01-28,45.44279861450195,45.86043167114258,44.89589309692383,-0.009106609803313681,0.012181638004113982
247,247,247,247,2020-01-29,46.83490753173828,45.24393081665039,44.04073333740234,0.03516442286005761,0.06344522405949471
248,248,248,248,2020-01-30,46.6658821105957,44.32910919189453,44.7865104675293,0.05271418626044588,0.04196289515408824
249,249,249,249,2020-01-31,45.6714973449707,44.84616088867188,45.09477233886719,0.018403725981086083,0.012789176576160077
250,250,250,250,2020-02-03,46.02947998046875,44.44842529296875,45.08481979370117,0.03557054444738905,0.020952954699389847
251,251,251,251,2020-02-04,50.613529205322266,44.44842529296875,45.74110412597656,0.13870241457865018,0.10652180729888916
252,252,252,252,2020-02-05,50.64336395263672,45.44279861450195,45.86043167114258,0.11444201274335986,0.1042932241848864
253,253,253,253,2020-02-06,50.39477157592773,46.83490753173828,45.24393081665039,0.07600877703830333,0.11384600467521167
254,254,254,254,2020-02-07,50.46437072753906,46.6658821105957,44.32910919189453,0.08139755309759589,0.13840254513317296
255,255,255,255,2020-02-10,50.17600631713867,45.6714973449707,44.84616088867188,0.09862844955890204,0.11884730649960962
256,256,256,256,2020-02-11,49.22140884399414,46.02947998046875,44.44842529296875,0.06934531662925125,0.10738251174401947
257,257,257,257,2020-02-12,48.9031982421875,50.613529205322266,44.44842529296875,-0.033791972027805484,0.10022341443721405
258,258,258,258,2020-02-13,47.7298583984375,50.64336395263672,45.44279861450195,-0.05752985834282298,0.05032832161894385
259,259,259,259,2020-02-14,47.80940246582031,50.39477157592773,46.83490753173828,-0.0513023281832351,0.020807021630642852
260,260,260,260,2020-02-18,47.371883392333984,50.46437072753906,46.6658821105957,-0.061280608290979144,0.01512885323939872
261,261,261,261,2020-02-19,46.96418380737305,50.17600631713867,45.6714973449707,-0.06401112295516753,0.02830400879214201
262,262,262,262,2020-02-20,47.36193084716797,49.22140884399414,46.02947998046875,-0.03777782961718412,0.028947771455697602
263,263,263,263,2020-02-21,47.093448638916016,48.9031982421875,50.613529205322266,-0.03700677396003649,-0.06954821411734502
264,264,264,264,2020-02-24,45.62178039550781,47.7298583984375,50.64336395263672,-0.04416686061232267,-0.09915580572067151
265,265,265,265,2020-02-25,42.89720153808594,47.80940246582031,50.39477157592773,-0.10274549930311683,-0.14877674416175313
266,266,266,266,2020-02-26,41.61445617675781,47.371883392333984,50.46437072753906,-0.1215368020708224,-0.1753695612011612
267,267,267,267,2020-02-27,40.64992141723633,46.96418380737305,50.17600631713867,-0.13444846430282098,-0.1898533900783672
268,268,268,268,2020-02-28,40.37149810791016,47.36193084716797,49.22140884399414,-0.1475960252088372,-0.1797979973335082
269,269,269,269,2020-03-02,41.53490447998047,47.093448638916016,48.9031982421875,-0.11803221721040413,-0.15067099958813324
270,270,270,270,2020-03-03,40.27206802368164,45.62178039550781,47.7298583984375,-0.11726224460001422,-0.15625
271,271,271,271,2020-03-04,40.74935531616211,42.89720153808594,47.80940246582031,-0.050069611650934376,-0.14767068370506287
272,272,272,272,2020-03-05,36.9608039855957,41.61445617675781,47.371883392333984,-0.11182777858241555,-0.2197733900616472
273,273,273,273,2020-03-06,35.76756286621094,40.64992141723633,46.96418380737305,-0.1201074536138016,-0.23840765522692464
274,274,274,274,2020-03-09,30.85536003112793,40.37149810791016,47.36193084716797,-0.23571426681631358,-0.34851980315804754
275,275,275,275,2020-03-10,33.89813995361328,41.53490447998047,47.093448638916016,-0.18386377968072742,-0.2801941473107301
276,276,276,276,2020-03-11,30.06980323791504,40.27206802368164,45.62178039550781,-0.25333352088517647,-0.3408893081937704
277,277,277,277,2020-03-12,24.935449600219727,40.74935531616211,42.89720153808594,-0.3880774454772842,-0.41871617014268436
278,278,278,278,2020-03-13,28.97527503967285,36.9608039855957,41.61445617675781,-0.21605398381038887,-0.30372092532940753
279,279,279,279,2020-03-16,26.766307830810547,35.76756286621094,40.64992141723633,-0.25165972501592315,-0.34154096988091276
280,280,280,280,2020-03-17,27.960344314575195,30.85536003112793,40.37149810791016,-0.09382537470417274,-0.3074236621133264
281,281,281,281,2020-03-18,25.66182327270508,33.89813995361328,41.53490447998047,-0.24297252569547767,-0.3821624584432619
282,282,282,282,2020-03-19,25.323511123657227,30.06980323791504,40.27206802368164,-0.157842473284734,-0.3711892046674644
283,283,283,283,2020-03-20,22.1792221069336,24.935449600219727,40.74935531616211,-0.11053450158211053,-0.4557160000483045
284,284,284,284,2020-03-23,21.552345275878903,28.97527503967285,36.9608039855957,-0.2561815117761781,-0.4168864593887557
285,285,285,285,2020-03-24,22.86578750610352,26.766307830810547,35.76756286621094,-0.1457250043361289,-0.3607116148328777
286,286,286,286,2020-03-25,25.9006290435791,27.960344314575195,30.85536003112793,-0.07366559037409293,-0.1605792634586123
287,287,287,287,2020-03-26,29.084726333618164,25.66182327270508,33.89813995361328,0.13338502975951116,-0.14199639350660131
288,288,288,288,2020-03-27,26.557348251342773,25.323511123657227,30.06980323791504,0.048722987964054276,-0.11681004224674829
289,289,289,289,2020-03-30,27.5324821472168,22.1792221069336,24.935449600219727,0.24136374190552345,0.10415021941189262
290,290,290,290,2020-03-31,26.53744888305664,21.552345275878903,28.97527503967285,0.23130214106011926,-0.08413470288990688
291,291,291,291,2020-04-01,24.736446380615234,22.86578750610352,26.766307830810547,0.08181038479485503,-0.07583643822024455
292,292,292,292,2020-04-02,24.37823867797852,25.9006290435791,27.960344314575195,-0.05877812322778275,-0.12811378845321986
293,293,293,293,2020-04-03,24.72649574279785,29.084726333618164,25.66182327270508,-0.14984602367679023,-0.0364482102447522
294,294,294,294,2020-04-06,27.20411872863769,26.557348251342773,25.323511123657227,0.024353729565685045,0.07426330400224801
295,295,295,295,2020-04-07,26.48769760131836,27.5324821472168,22.1792221069336,-0.03794734308050962,0.19425728610372928
296,296,296,296,2020-04-08,27.751384735107425,26.53744888305664,21.552345275878903,0.045744255877807616,0.28762714126366595
297,297,297,297,2020-04-09,29.293684005737305,24.736446380615234,22.86578750610352,0.18423170228256214,0.28111415353256475
298,298,298,298,2020-04-13,27.30362319946289,24.37823867797852,25.9006290435791,0.1199998310020216,0.05416834292028905
299,299,299,299,2020-04-14,27.313575744628903,24.72649574279785,29.084726333618164,0.10462784653116874,-0.06089624391418258
300,300,300,300,2020-04-15,25.76132583618164,27.20411872863769,26.557348251342773,-0.0530358254515787,-0.029973716036234332
301,301,301,301,2020-04-16,24.607091903686523,26.48769760131836,27.5324821472168,-0.07099921351934468,-0.10625232508598936
302,302,302,302,2020-04-17,27.6120834350586,27.751384735107425,26.53744888305664,-0.005019616187750042,0.04049502108275682
303,303,303,303,2020-04-20,26.53744888305664,29.293684005737305,24.736446380615234,-0.09408974037341433,0.07280764887282953
304,304,304,304,2020-04-21,26.02003288269043,27.30362319946289,24.37823867797852,-0.0470117210230806,0.0673467114010573
305,305,305,305,2020-04-22,26.47774887084961,27.313575744628903,24.72649574279785,-0.030601151661501347,0.07082496226995083
306,306,306,306,2020-04-23,27.681734085083008,25.76132583618164,27.20411872863769,0.0745461728605663,0.01755672959707133
307,307,307,307,2020-04-24,26.895660400390625,24.607091903686523,26.48769760131836,0.09300442757159932,0.015401972840854317
308,308,308,308,2020-04-27,28.020044326782227,27.6120834350586,27.751384735107425,0.014774723272262813,0.00968094364440586
309,309,309,309,2020-04-28,28.87576675415039,26.53744888305664,29.293684005737305,0.08811389072846021,-0.014266462746886477
310,310,310,310,2020-04-29,29.87079811096192,26.02003288269043,27.30362319946289,0.14799232751289781,0.09402323247522437
311,311,311,311,2020-04-30,26.228988647460938,26.47774887084961,27.313575744628903,-0.009395066952332276,-0.03970871874515536
312,312,312,312,2020-05-01,26.089689254760746,27.681734085083008,25.76132583618164,-0.05751246744257166,0.012746371078383056
313,313,313,313,2020-05-04,25.51256561279297,26.895660400390625,24.607091903686523,-0.05142445907658655,0.03679726611541567
314,314,314,314,2020-05-05,25.17425537109375,28.020044326782227,27.6120834350586,-0.1015626143377798,-0.08828845058716506
315,315,315,315,2020-05-06,24.94540405273437,28.87576675415039,26.53744888305664,-0.1361128428165842,-0.05999238424680464
316,316,316,316,2020-05-07,25.55237197875977,29.87079811096192,26.02003288269043,-0.14457016234251152,-0.01797310964359955
317,317,317,317,2020-05-08,27.1643123626709,26.228988647460938,26.47774887084961,0.035659922987556936,0.025929828671241495
318,318,318,318,2020-05-11,25.6916732788086,26.089689254760746,27.681734085083008,-0.015255680972877661,-0.0718907565601824
319,319,319,319,2020-05-12,24.7165470123291,25.51256561279297,26.895660400390625,-0.031201040794764823,-0.08102100322585404
320,320,320,320,2020-05-13,23.263795852661133,25.17425537109375,28.020044326782227,-0.07588941520893189,-0.16974450213752723
321,321,321,321,2020-05-14,23.85087013244629,24.94540405273437,28.87576675415039,-0.043877177454181404,-0.17401777291270926
322,322,322,322,2020-05-15,24.07972717285156,25.55237197875977,29.87079811096192,-0.05763241107840544,-0.19387064639512153
323,323,323,323,2020-05-18,27.054861068725582,27.1643123626709,26.228988647460938,-0.004029231164920821,0.03148700974959606
324,324,324,324,2020-05-19,26.358341217041016,25.6916732788086,26.089689254760746,0.02594879403134498,0.010297246535094118
325,325,325,325,2020-05-20,27.19417190551757,24.7165470123291,25.51256561279297,0.10024154635971527,0.06591286498765059
326,326,326,326,2020-05-21,26.816059112548828,23.263795852661133,25.17425537109375,0.15269491197333362,0.06521756918936616
327,327,327,327,2020-05-22,26.776254653930664,23.85087013244629,24.94540405273437,0.12265315710661362,0.07339430531274971
328,328,328,328,2020-05-26,29.87079811096192,24.07972717285156,25.55237197875977,0.24049570398120812,0.16900294562836726
329,329,329,329,2020-05-27,31.2936954498291,27.054861068725582,27.1643123626709,0.15667551832315474,0.15201500527702616
330,330,330,330,2020-05-28,30.86583137512207,26.358341217041016,25.6916732788086,0.1710081116624631,0.20139435996102661
331,331,331,331,2020-05-29,30.81608009338379,27.19417190551757,24.7165470123291,0.13318692698016488,0.2467793368552702
332,332,332,332,2020-06-01,31.3931941986084,26.816059112548828,23.263795852661133,0.17068634383781078,0.3494441920585092
333,333,333,333,2020-06-02,31.741458892822266,26.776254653930664,23.85087013244629,0.18543311239993487,0.33083022617450597
334,334,334,334,2020-06-03,34.567352294921875,29.87079811096192,24.07972717285156,0.15722894870480286,0.4355375393909977
335,335,335,335,2020-06-04,36.786258697509766,31.2936954498291,27.054861068725582,0.17551660705864824,0.35969128076703805
336,336,336,336,2020-06-05,38.925567626953125,30.86583137512207,26.358341217041016,0.2611216316799818,0.47678366049026
337,337,337,337,2020-06-08,40.34846878051758,30.81608009338379,27.19417190551757,0.30933164303335237,0.4837175009668546
338,338,338,338,2020-06-09,38.31859970092773,31.3931941986084,26.816059112548828,0.22060212982807337,0.42894224464907205
339,339,339,339,2020-06-10,35.18426513671875,31.741458892822266,26.776254653930664,0.10846402036911451,0.314009953649504
340,340,340,340,2020-06-11,31.49060821533203,34.567352294921875,29.87079811096192,-0.08900722431211006,0.054227212086967125
341,341,341,341,2020-06-12,33.999507904052734,36.786258697509766,31.2936954498291,-0.07575521110674077,0.08646509833144078
342,342,342,342,2020-06-15,33.69087219238281,38.925567626953125,30.86583137512207,-0.13447961722067903,0.09152647738293984
343,343,343,343,2020-06-16,34.82584381103516,40.34846878051758,30.81608009338379,-0.13687322310850703,0.13011920093342022
344,344,344,344,2020-06-17,34.43756103515625,38.31859970092773,31.3931941986084,-0.10128341578404587,0.09697537680580459
345,345,345,345,2020-06-18,34.855709075927734,35.18426513671875,31.741458892822266,-0.009338153277162808,0.09811301344468748
346,346,346,346,2020-06-19,34.357913970947266,31.49060821533203,34.567352294921875,0.09105272708639567,-0.0060588477297226495
347,347,347,347,2020-06-22,33.93977355957031,33.999507904052734,36.786258697509766,-0.0017569179133707369,-0.07737903333268692
348,348,348,348,2020-06-23,33.83024978637695,33.69087219238281,38.925567626953125,0.004136954163675544,-0.13089899906939406
349,349,349,349,2020-06-24,32.287086486816406,34.82584381103516,40.34846878051758,-0.07289865934028883,-0.19979400798460145
350,350,350,350,2020-06-25,32.85456848144531,34.43756103515625,38.31859970092773,-0.04596703442775485,-0.14259475195149485
351,351,351,351,2020-06-26,31.71959686279297,34.855709075927734,35.18426513671875,-0.0899741332561399,-0.09847209428597692
352,352,352,352,2020-06-29,33.222938537597656,34.357913970947266,31.49060821533203,-0.03303388658314166,0.05501101504359629
353,353,353,353,2020-06-30,32.76496887207031,33.93977355957031,33.999507904052734,-0.034614393800772136,-0.036310497065613845
354,354,354,354,2020-07-01,31.77933120727539,33.83024978637695,33.69087219238281,-0.060623808338756136,-0.056737652091405466
355,355,355,355,2020-07-02,32.30698776245117,32.287086486816406,34.82584381103516,0.0006163849947529165,-0.0723272079852908
356,356,356,356,2020-07-06,33.07360076904297,32.85456848144531,34.43756103515625,0.00666672239878463,-0.03960676148699549
357,357,357,357,2020-07-07,31.351226806640625,31.71959686279297,34.855709075927734,-0.011613327172655286,-0.10054256138221551
358,358,358,358,2020-07-08,31.570253372192383,33.222938537597656,34.357913970947266,-0.04974530364118657,-0.0811359095058013
359,359,359,359,2020-07-09,29.997217178344727,32.76496887207031,33.93977355957031,-0.08447289251310375,-0.116163308346937
360,360,360,360,2020-07-10,30.9231185913086,31.77933120727539,33.83024978637695,-0.02694243659132678,-0.08593289181799124
361,361,361,361,2020-07-13,31.88884925842285,32.30698776245117,32.287086486816406,-0.012942664512793134,-0.012334257182238018
362,362,362,362,2020-07-14,32.46628952026367,33.07360076904297,32.85456848144531,-0.018362416992943276,-0.011818111730821257
363,363,363,363,2020-07-15,33.51166915893555,31.351226806640625,31.71959686279297,0.0689109349889081,0.05649732258245299
364,364,364,364,2020-07-16,33.362327575683594,31.570253372192383,33.222938537597656,0.056764644311334544,0.004195566202796819
365,365,365,365,2020-07-17,33.292625427246094,29.997217178344727,32.76496887207031,0.10985713205691461,0.01610428983576928
366,366,366,366,2020-07-20,32.844608306884766,30.9231185913086,31.77933120727539,0.0621376433913825,0.03352106728304882
367,367,367,367,2020-07-21,33.8601188659668,31.88884925842285,32.30698776245117,0.06181689378531807,0.04807415395503867
368,368,368,368,2020-07-22,34.1986198425293,32.46628952026367,33.07360076904297,0.05335781661111594,0.03401562113972645
369,369,369,369,2020-07-23,34.45747756958008,33.51166915893555,31.351226806640625,0.028223255790657653,0.09907908172453106
370,370,370,370,2020-07-24,34.1986198425293,33.362327575683594,31.570253372192383,0.0250669640764285,0.08325452568752656
371,371,371,371,2020-07-27,34.02937698364258,33.292625427246094,29.997217178344727,0.022129572148237298,0.1344177955350041
372,372,372,372,2020-07-28,34.049278259277344,32.844608306884766,30.9231185913086,0.03667786021792985,0.10109457940789301
373,373,373,373,2020-07-29,34.11896896362305,33.8601188659668,31.88884925842285,0.0076446895736217435,0.06993415432233419
374,374,374,374,2020-07-30,34.98513412475586,34.1986198425293,32.46628952026367,0.022998421744741204,0.07758338392565811
375,375,375,375,2020-07-31,34.78601837158203,34.45747756958008,33.51166915893555,0.009534673608610156,0.038027028931404194
376,376,376,376,2020-08-03,35.74179458618164,34.1986198425293,33.362327575683594,0.045123889524139704,0.07132197251825856
377,377,377,377,2020-08-04,35.751747131347656,34.02937698364258,33.292625427246094,0.050614213376077855,0.0738638564109475
378,378,378,378,2020-08-05,36.339141845703125,34.049278259277344,32.844608306884766,0.06725145740209237,0.10639595717406825
379,379,379,379,2020-08-06,36.8668098449707,34.11896896362305,33.8601188659668,0.08053704331679401,0.08879741358574988
380,380,380,380,2020-08-07,37.41438674926758,34.98513412475586,34.1986198425293,0.0694367103424296,0.09403206683619336
381,381,381,381,2020-08-10,38.688751220703125,34.78601837158203,34.45747756958008,0.11219257137831495,0.12279696453632805
382,382,382,382,2020-08-11,38.5095329284668,35.74179458618164,34.1986198425293,0.07743702783617956,0.12605517724947668
383,383,383,383,2020-08-12,38.02169418334961,35.751747131347656,34.02937698364258,0.06349191953228006,0.11731972647122157
384,384,384,384,2020-08-13,37.2252311706543,36.339141845703125,34.049278259277344,0.024383881400213747,0.09327519036359044
385,385,385,385,2020-08-14,38.32038116455078,36.8668098449707,34.11896896362305,0.03942764035435986,0.12314006925025178
386,386,386,386,2020-08-17,37.67324447631836,37.41438674926758,34.98513412475586,0.006918668179316079,0.07683578808006808
387,387,387,387,2020-08-18,37.07588577270508,38.688751220703125,34.78601837158203,-0.041688227123106825,0.06582723485806374
388,388,388,388,2020-08-19,37.54380798339844,38.5095329284668,35.74179458618164,-0.025077555390303985,0.05041754109105323
389,389,389,389,2020-08-20,37.25509643554688,38.02169418334961,35.751747131347656,-0.020162114399900566,0.04204967378730062
390,390,390,390,2020-08-21,37.43429565429688,37.2252311706543,36.339141845703125,0.005616203770076211,0.030137030016939015
391,391,391,391,2020-08-24,39.11684799194336,38.32038116455078,36.8668098449707,0.020784418191783782,0.06103153911158388
392,392,392,392,2020-08-25,38.4896354675293,37.67324447631836,37.41438674926758,0.021670312779249024,0.02873891066202683
393,393,393,393,2020-08-26,38.65888214111328,37.07588577270508,38.688751220703125,0.04269611731228262,-0.0007720352466135116
394,394,394,394,2020-08-27,39.1467170715332,37.54380798339844,38.5095329284668,0.04269436624126022,0.016546140516687347
395,395,395,395,2020-08-28,39.79385757446289,37.25509643554688,38.02169418334961,0.06814533800249811,0.04660926950197153
396,396,396,396,2020-08-31,39.25623321533203,37.43429565429688,37.2252311706543,0.048670277594124345,0.054559823560715204
397,397,397,397,2020-09-01,39.22637176513672,39.11684799194336,38.32038116455078,0.0027999130506608516,0.023642525806190307
398,398,398,398,2020-09-02,40.431034088134766,38.4896354675293,37.67324447631836,0.050439516951083396,0.07320286983909674
399,399,399,399,2020-09-03,38.83808898925781,38.65888214111328,37.07588577270508,0.004635593121663062,0.04752963226168028
400,400,400,400,2020-09-04,38.76839447021485,39.1467170715332,37.54380798339844,-0.009664222944341438,0.03261753542309598
401,401,401,401,2020-09-08,38.101348876953125,39.79385757446289,37.25509643554688,-0.04253190820575048,0.022715078536175604
402,402,402,402,2020-09-09,38.360198974609375,39.25623321533203,37.43429565429688,-0.022825273016074732,0.024734092204195424
403,403,403,403,2020-09-10,38.37016296386719,39.22637176513672,39.11684799194336,-0.02182737690847325,-0.019088578615280127
404,404,404,404,2020-09-11,38.58930587768555,40.431034088134766,38.4896354675293,-0.0455523399781087,0.0025895389484873466
405,405,405,405,2020-09-14,39.177005767822266,38.83808898925781,38.65888214111328,0.00872640202915731,0.013402447200043799
406,406,406,406,2020-09-15,38.91802215576172,38.76839447021485,39.1467170715332,0.0038595275247166327,-0.005841994754083424
407,407,407,407,2020-09-16,39.45592880249024,38.101348876953125,39.79385757446289,0.03555202021617876,-0.008491983249935275
408,408,408,408,2020-09-17,38.9578742980957,38.360198974609375,39.25623321533203,0.015580610618884716,-0.0076002940883233006
409,409,409,409,2020-09-18,37.50354766845703,38.37016296386719,39.22637176513672,-0.022585655844783337,-0.043920047130407425
410,410,410,410,2020-09-21,35.531246185302734,38.58930587768555,40.431034088134766,-0.07924629953375628,-0.1211887851334964
411,411,411,411,2020-09-22,35.461517333984375,39.177005767822266,38.83808898925781,-0.09483849929362342,-0.08693969613714414
412,412,412,412,2020-09-23,34.66462707519531,38.91802215576172,38.76839447021485,-0.10929114186592093,-0.10585342651144347
413,413,413,413,2020-09-24,34.54509735107422,39.45592880249024,38.101348876953125,-0.12446371433806114,-0.0933366306102098
414,414,414,414,2020-09-25,35.13280487060547,38.9578742980957,38.360198974609375,-0.09818475716158892,-0.08413392501274874
415,415,415,415,2020-09-28,36.66681671142578,37.50354766845703,38.37016296386719,-0.022310714826986766,-0.044392468545036645
416,416,416,416,2020-09-29,36.62696838378906,35.531246185302734,38.58930587768555,0.03083827099032521,-0.050851847403433514
417,417,417,417,2020-09-30,35.949615478515625,35.461517333984375,39.177005767822266,0.01376416412005832,-0.08237970784274262
418,418,418,418,2020-10-01,34.97342300415039,34.66462707519531,38.91802215576172,0.008908098976089684,-0.1013566191987827
419,419,419,419,2020-10-02,35.58106231689453,34.54509735107422,39.45592880249024,0.029988769615903133,-0.09820745837698164
420,420,420,420,2020-10-05,36.258419036865234,35.13280487060547,38.9578742980957,0.032038835794791165,-0.06929164667904941
421,421,421,421,2020-10-06,35.58106231689453,36.66681671142578,37.50354766845703,-0.02961136231367789,-0.05126142648044563
422,422,422,422,2020-10-07,36.29825210571289,36.62696838378906,35.531246185302734,-0.00897470614088991,0.021586800429404196
423,423,423,423,2020-10-08,36.87599563598633,35.949615478515625,35.461517333984375,0.02576884745886443,0.03988769822453131
424,424,424,424,2020-10-09,36.61700820922852,34.97342300415039,34.66462707519531,0.04699526279950006,0.056322000228015145
425,425,425,425,2020-10-12,36.72658157348633,35.58106231689453,34.54509735107422,0.03219463338079942,0.06314888044002798
426,426,426,426,2020-10-13,35.85000228881836,36.258419036865234,35.13280487060547,-0.011264052843330652,0.020413895812029237
427,427,427,427,2020-10-14,35.85000228881836,35.58106231689453,36.66681671142578,0.007558514400963556,-0.022276665821194475
428,428,428,428,2020-10-15,36.198638916015625,36.29825210571289,36.62696838378906,-0.002744297147068031,-0.011694374027499732
429,429,429,429,2020-10-16,36.1289176940918,36.87599563598633,35.949615478515625,-0.020259193792871555,0.0049875975915048
430,430,430,430,2020-10-19,35.351951599121094,36.61700820922852,34.97342300415039,-0.034548333465119097,0.010823321323903068
431,431,431,431,2020-10-20,34.843929290771484,36.72658157348633,35.58106231689453,-0.0512612990933512,-0.020717004443485787
432,432,432,432,2020-10-21,34.39568328857422,35.85000228881836,36.258419036865234,-0.04056677565953026,-0.051373882198148424
433,433,433,433,2020-10-22,34.72439956665039,35.85000228881836,35.58106231689453,-0.03139756346735423,-0.024076368002013848
434,434,434,434,2020-10-23,35.05311584472656,36.198638916015625,36.29825210571289,-0.03164547357558911,-0.03430292613980601
435,435,435,435,2020-10-26,33.87770462036133,36.1289176940918,36.87599563598633,-0.06231055944691677,-0.08130739154061095
436,436,436,436,2020-10-27,32.821834564208984,35.351951599121094,36.61700820922852,-0.07156937369689687,-0.10364510457364584
437,437,437,437,2020-10-28,31.965181350708008,34.843929290771484,36.72658157348633,-0.082618349843395,-0.12964452499482482
438,438,438,438,2020-10-29,33.93746566772461,34.39568328857422,35.85000228881836,-0.013321951391552234,-0.05334829843763422
439,439,439,439,2020-10-30,35.660743713378906,34.72439956665039,35.85000228881836,0.02696502051623062,-0.005279178894180503
440,440,440,440,2020-11-02,37.57327651977539,35.05311584472656,36.198638916015625,0.07189548245046984,0.03797484228479031
441,441,441,441,2020-11-03,39.286582946777344,33.87770462036133,36.1289176940918,0.15965893755284544,0.0873999403863106
442,442,442,442,2020-11-04,37.91195297241211,32.821834564208984,35.351951599121094,0.1550832997541738,0.07241471142302247
443,443,443,443,2020-11-05,38.61919021606445,31.965181350708008,34.843929290771484,0.20816427700977402,0.10834773810348808
444,444,444,444,2020-11-06,38.678958892822266,33.93746566772461,34.39568328857422,0.1397126488913678,0.1245294523824998
445,445,445,445,2020-11-09,42.32472610473633,35.660743713378906,34.72439956665039,0.1868716604712113,0.21887567914595008
446,446,446,446,2020-11-10,43.71927261352539,37.57327651977539,35.05311584472656,0.1635735997236032,0.24722928504236164
447,447,447,447,2020-11-11,41.68720245361328,39.286582946777344,33.87770462036133,0.06110532723317075,0.23052027641088335
448,448,448,448,2020-11-12,41.38837814331055,37.91195297241211,32.821834564208984,0.09169733813048819,0.26100136366061233
449,449,449,449,2020-11-13,43.36067199707031,38.61919021606445,31.965181350708008,0.12277527712203407,0.35649698092859095
450,450,450,450,2020-11-16,45.58199691772461,38.678958892822266,33.93746566772461,0.17847010939540442,0.34311729001833635
451,451,451,451,2020-11-17,45.42262649536133,42.32472610473633,35.660743713378906,0.07319363114031652,0.273743106998636
452,452,452,452,2020-11-18,45.83102035522461,43.71927261352539,37.57327651977539,0.048302444561850066,0.21977704901788497
453,453,453,453,2020-11-19,45.27321243286133,41.68720245361328,39.286582946777344,0.08602184287224168,0.15238356296332123
454,454,454,454,2020-11-20,44.63569641113281,41.38837814331055,37.91195297241211,0.07845966460870168,0.17735154513441853
455,455,455,455,2020-11-23,46.28924179077149,43.36067199707031,38.61919021606445,0.06753976953814389,0.19860726058198197
456,456,456,456,2020-11-24,48.301387786865234,45.58199691772461,38.678958892822266,0.05965931843769634,0.24877683292113173
457,457,457,457,2020-11-25,47.01639175415039,45.42262649536133,42.32472610473633,0.035087474718174194,0.11084928554065798
458,458,458,458,2020-11-27,46.68768310546875,45.83102035522461,43.71927261352539,0.018691766921276498,0.06789706951860452
459,459,459,459,2020-11-30,44.92455673217773,45.27321243286133,41.68720245361328,-0.007701147807892883,0.0776582281376823
460,460,460,460,2020-12-01,45.45250701904297,44.63569641113281,41.38837814331055,0.01829949286299093,0.09819492954423237
461,461,461,461,2020-12-02,45.9505615234375,46.28924179077149,43.36067199707031,-0.007316608659628354,0.05972899881584337
462,462,462,462,2020-12-03,47.13593292236328,48.301387786865234,45.58199691772461,-0.02412880701574538,0.03409100324067693
463,463,463,463,2020-12-04,47.614070892333984,47.01639175415039,45.42262649536133,0.012712143911614238,0.048245655657901176
464,464,464,464,2020-12-07,47.51445770263672,46.68768310546875,45.83102035522461,0.01770862339217527,0.036731395774395104
465,465,465,465,2020-12-08,47.97267150878906,44.92455673217773,45.27321243286133,0.06784963499546537,0.05962596711976076
466,466,466,466,2020-12-09,47.88301086425781,45.45250701904297,44.63569641113281,0.05347348264412677,0.07275151312112316
467,467,467,467,2020-12-10,47.86308288574219,45.9505615234375,46.28924179077149,0.041621283808015885,0.034000148502852934
468,468,468,468,2020-12-11,47.464473724365234,47.13593292236328,48.301387786865234,0.006970071061138894,-0.01732691545412668
469,469,469,469,2020-12-14,46.57756423950195,47.614070892333984,47.01639175415039,-0.02176891480620935,-0.009333500472411327
470,470,470,470,2020-12-15,47.89297866821289,47.51445770263672,46.68768310546875,0.007966437667143333,0.025816135703743193
471,471,471,471,2020-12-16,46.57756423950195,47.97267150878906,44.92455673217773,-0.029081292023345306,0.03679518792313963
472,472,472,472,2020-12-17,46.82670593261719,47.88301086425781,45.45250701904297,-0.02206011929022411,0.03023373194790957
473,473,473,473,2020-12-18,47.20537567138672,47.86308288574219,45.9505615234375,-0.013741430236024144,0.02730791760421014
474,474,474,474,2020-12-21,46.95624542236328,47.464473724365234,47.13593292236328,-0.010707551609090316,-0.003812112943557544
475,475,475,475,2020-12-22,46.65729141235352,46.57756423950195,47.614070892333984,0.0017117076462309644,-0.020094469177902363
476,476,476,476,2020-12-23,48.14211654663086,47.89297866821289,47.51445770263672,0.005201970838855541,0.013209849682432662
477,477,477,477,2020-12-24,47.9029426574707,46.57756423950195,47.97267150878906,0.02845529687112136,-0.001453511950144093
478,478,478,478,2020-12-28,47.53423309326172,46.82670593261719,47.88301086425781,0.015109479655960545,-0.007283956557887161
479,479,479,479,2020-12-29,47.34489059448242,47.20537567138672,47.86308288574219,0.0029554880373565684,-0.010826554831346424
480,480,480,480,2020-12-30,48.27165603637695,46.95624542236328,47.464473724365234,0.02801353903366377,0.017006031009617173
481,481,481,481,2020-12-31,48.16203689575195,46.65729141235352,46.57756423950195,0.03225102524918566,0.03401793722193447
482,482,482,482,2021-01-04,46.21881866455078,48.14211654663086,47.89297866821289,-0.03995042220915146,-0.03495627230162801
