,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NTAP,NTAP_6m,NTAP_12m,NTAP_6m_ret,NTAP_12m_ret
243,243,243,243,2020-01-23,53.6310920715332,56.47335433959961,54.49882507324219,-0.050329262380530926,-0.01592204970552702
244,244,244,244,2020-01-24,52.95815658569336,56.836387634277344,54.853004455566406,-0.06823500243433966,-0.0345441036216706
245,245,245,245,2020-01-27,51.497188568115234,57.89006423950195,55.90667724609375,-0.11043131071574219,-0.0788723081961844
246,246,246,246,2020-01-28,50.39923477172852,55.2691650390625,56.19001007080078,-0.08811296975252048,-0.10305702547082196
247,247,247,247,2020-01-29,49.17733001708984,53.62223434448242,55.89782333374024,-0.08289293390568975,-0.12022817555033272
248,248,248,248,2020-01-30,48.56637191772461,53.54254913330078,56.76554489135742,-0.09293874303943517,-0.144439254292812
249,249,249,249,2020-01-31,47.282493591308594,53.6310920715332,56.47335433959961,-0.11837533481057672,-0.16274685390604293
250,250,250,250,2020-02-03,47.84917449951172,52.95815658569336,56.836387634277344,-0.09647205294834282,-0.15812428461490657
251,251,251,251,2020-02-04,49.4783821105957,51.497188568115234,57.89006423950195,-0.03920226547609018,-0.14530441863228127
252,252,252,252,2020-02-05,51.17843246459961,50.39923477172852,55.2691650390625,0.015460506422374953,-0.07401473446489903
253,253,253,253,2020-02-06,51.48832702636719,49.17733001708984,53.62223434448242,0.04699313705063379,-0.03979519585861513
254,254,254,254,2020-02-07,50.7711181640625,48.56637191772461,53.54254913330078,0.045396560609322734,-0.05176128171145644
255,255,255,255,2020-02-10,51.40863800048828,47.282493591308594,53.6310920715332,0.08726579534583068,-0.041439657206320035
256,256,256,256,2020-02-11,52.31178665161133,47.84917449951172,52.95815658569336,0.09326414089223523,-0.01220529519444502
257,257,257,257,2020-02-12,53.85245513916016,49.4783821105957,51.497188568115234,0.08840371980610429,0.045735828237101206
258,258,258,258,2020-02-13,48.85857009887695,51.17843246459961,50.39923477172852,-0.0453289062209421,-0.030569207644315366
259,259,259,259,2020-02-14,48.0262565612793,51.48832702636719,49.17733001708984,-0.06723990980159378,-0.023406587047538507
260,260,260,260,2020-02-18,47.309059143066406,50.7711181640625,48.56637191772461,-0.0681895366142764,-0.025888546436785398
261,261,261,261,2020-02-19,47.114253997802734,51.40863800048828,47.282493591308594,-0.08353428858871459,-0.003558179375226178
262,262,262,262,2020-02-20,47.556976318359375,52.31178665161133,47.84917449951172,-0.09089367115136548,-0.006106650411603742
263,263,263,263,2020-02-21,46.04286956787109,53.85245513916016,49.4783821105957,-0.14501818999910632,-0.06943461762847147
264,264,264,264,2020-02-24,44.360538482666016,48.85857009887695,51.17843246459961,-0.09206228522668791,-0.1332181087541039
265,265,265,265,2020-02-25,43.2094612121582,48.0262565612793,51.48832702636719,-0.10029504054672855,-0.16079112086841307
266,266,266,266,2020-02-26,42.92612457275391,47.309059143066406,50.7711181640625,-0.09264472068781049,-0.15451685672862603
267,267,267,267,2020-02-27,41.50056076049805,47.114253997802734,51.40863800048828,-0.11915063406430026,-0.19273175920155927
268,268,268,268,2020-02-28,41.36775207519531,47.556976318359375,52.31178665161133,-0.13014335061446525,-0.2092078148525427
269,269,269,269,2020-03-02,42.1203727722168,46.04286956787109,53.85245513916016,-0.08519227477497238,-0.21785603528430575
270,270,270,270,2020-03-03,40.65054321289063,44.360538482666016,48.85857009887695,-0.0836327825737524,-0.16799564271683398
271,271,271,271,2020-03-04,41.031280517578125,43.2094612121582,48.0262565612793,-0.05040980918242011,-0.14564899587324498
272,272,272,272,2020-03-05,38.89737319946289,42.92612457275391,47.309059143066406,-0.0938531352035481,-0.17780285839475052
273,273,273,273,2020-03-06,38.95935821533203,41.50056076049805,47.114253997802734,-0.061232968870744475,-0.17308765586845587
274,274,274,274,2020-03-09,35.293636322021484,41.36775207519531,47.556976318359375,-0.14683214456837634,-0.25786626791080547
275,275,275,275,2020-03-10,38.507774353027344,42.1203727722168,46.04286956787109,-0.08576843416666946,-0.16365390093109589
276,276,276,276,2020-03-11,35.8160400390625,40.65054321289063,44.360538482666016,-0.11892837811562307,-0.1926148495005826
277,277,277,277,2020-03-12,31.79614448547364,41.031280517578125,43.2094612121582,-0.22507550131534593,-0.2641392974248219
278,278,278,278,2020-03-13,36.12594223022461,38.89737319946289,42.92612457275391,-0.07124982334993635,-0.158415939249394
279,279,279,279,2020-03-16,35.46186828613281,38.95935821533203,41.50056076049805,-0.08977278090332652,-0.14550869587557747
280,280,280,280,2020-03-17,37.27701568603516,35.293636322021484,41.36775207519531,0.05619651502942902,-0.09888708435798743
281,281,281,281,2020-03-18,37.44525909423828,38.507774353027344,42.1203727722168,-0.027592227196727936,-0.110994119241563
282,282,282,282,2020-03-19,34.14255905151367,35.8160400390625,40.65054321289063,-0.046724344336326884,-0.16009587196151476
283,283,283,283,2020-03-20,32.08833694458008,31.79614448547364,41.031280517578125,0.009189556275916777,-0.21795428902509684
284,284,284,284,2020-03-23,31.3002986907959,36.12594223022461,38.89737319946289,-0.13357834402423852,-0.19531073395907095
285,285,285,285,2020-03-24,33.89462661743164,35.46186828613281,38.95935821533203,-0.04419512407117121,-0.1300003857842612
286,286,286,286,2020-03-25,33.37223052978516,37.27701568603516,35.293636322021484,-0.10475047651716451,-0.054440573215672305
287,287,287,287,2020-03-26,37.58692932128906,37.44525909423828,38.507774353027344,0.0037833955613510994,-0.023913223945280726
288,288,288,288,2020-03-27,35.621246337890625,34.14255905151367,35.8160400390625,0.04330921077549976,-0.005438728038036134
289,289,289,289,2020-03-30,36.05510711669922,32.08833694458008,31.79614448547364,0.12362031036292631,0.13394588243776928
290,290,290,290,2020-03-31,36.91399383544922,31.3002986907959,36.12594223022461,0.17934957107307326,0.021814008343436164
291,291,291,291,2020-04-01,35.42645263671875,33.89462661743164,35.46186828613281,0.04519377176143036,-0.000998696659981424
292,292,292,292,2020-04-02,35.42644500732422,33.37223052978516,37.27701568603516,0.06155460527895018,-0.049643745473010314
293,293,293,293,2020-04-03,33.46378326416016,37.58692932128906,37.44525909423828,-0.10969627292202266,-0.10632790175274154
294,294,294,294,2020-04-06,35.48918914794922,35.621246337890625,34.14255905151367,-0.003707259108475802,0.03944139320089568
295,295,295,295,2020-04-07,35.60567855834961,36.05510711669922,32.08833694458008,-0.012465045711692047,0.10961433183166669
296,296,296,296,2020-04-08,36.72592544555664,36.91399383544922,31.3002986907959,-0.0050947722083642955,0.17334105365442376
297,297,297,297,2020-04-09,38.29426193237305,35.42645263671875,33.89462661743164,0.08095107136642499,0.12980332737103284
298,298,298,298,2020-04-13,37.30845260620117,35.42644500732422,33.37223052978516,0.053124370748683925,0.11794902569976196
299,299,299,299,2020-04-14,38.66170501708984,33.46378326416016,37.58692932128906,0.15532976985589864,0.02859440010684855
300,300,300,300,2020-04-15,36.23301696777344,35.48918914794922,35.621246337890625,0.020959279084211024,0.01717431849744311
301,301,301,301,2020-04-16,36.93205642700195,35.60567855834961,36.05510711669922,0.037251863252057094,0.024322471362082432
302,302,302,302,2020-04-17,37.77447891235352,36.72592544555664,36.91399383544922,0.028550770445561202,0.02331053856540355
303,303,303,303,2020-04-20,36.69904327392578,38.29426193237305,35.42645263671875,-0.0416568587028624,0.035922045321806095
304,304,304,304,2020-04-21,34.8976936340332,37.30845260620117,35.42644500732422,-0.06461696489034408,-0.014925329741149573
305,305,305,305,2020-04-22,35.560874938964844,38.66170501708984,33.46378326416016,-0.08020417301188132,0.06266750110859931
306,306,306,306,2020-04-23,36.779693603515625,36.23301696777344,35.48918914794922,0.01508780337636284,0.0363633119423068
307,307,307,307,2020-04-24,38.59000778198242,36.93205642700195,35.60567855834961,0.04489193170863626,0.08381610306182408
308,308,308,308,2020-04-27,38.26737594604492,37.77447891235352,36.72592544555664,0.013048413846688645,0.04197172656066517
309,309,309,309,2020-04-28,37.88201522827149,36.69904327392578,38.29426193237305,0.032234408551631066,-0.010765234353636965
310,310,310,310,2020-04-29,40.221073150634766,34.8976936340332,37.30845260620117,0.152542445137694,0.0780686504256003
311,311,311,311,2020-04-30,39.22629165649414,35.560874938964844,38.66170501708984,0.10307442445722903,0.01460325247307992
312,312,312,312,2020-05-01,37.17401885986328,36.779693603515625,36.23301696777344,0.010721276272675828,0.02597084015738438
313,313,313,313,2020-05-04,36.43019104003906,38.59000778198242,36.93205642700195,-0.05596828987818381,-0.013588882816608194
314,314,314,314,2020-05-05,36.92308807373047,38.26737594604492,37.77447891235352,-0.03512882289629238,-0.022538784468701722
315,315,315,315,2020-05-06,38.17776107788086,37.88201522827149,36.69904327392578,0.007807025255315736,0.040293088648599484
316,316,316,316,2020-05-07,38.545196533203125,40.221073150634766,34.8976936340332,-0.041666631100448215,0.10451988424853309
317,317,317,317,2020-05-08,40.2390022277832,39.22629165649414,35.560874938964844,0.02581713765240412,0.13155264871428773
318,318,318,318,2020-05-11,39.44138717651367,37.17401885986328,36.779693603515625,0.06099336004529943,0.0723685629818196
319,319,319,319,2020-05-12,38.5631217956543,36.43019104003906,38.59000778198242,0.058548437291229494,-0.0006967084971845061
320,320,320,320,2020-05-13,37.15610885620117,36.92308807373047,38.26737594604492,0.006310977619352842,-0.029039542492032444
321,321,321,321,2020-05-14,37.49665069580078,38.17776107788086,37.88201522827149,-0.017840500931697978,-0.010172756917723569
322,322,322,322,2020-05-15,37.980594635009766,38.545196533203125,40.221073150634766,-0.01464778880312645,-0.0557040958910775
323,323,323,323,2020-05-18,40.01495361328125,40.2390022277832,39.22629165649414,-0.005567946571678584,0.020105442637643245
324,324,324,324,2020-05-19,40.04183578491211,39.44138717651367,37.17401885986328,0.015223820747257921,0.0771457327726599
325,325,325,325,2020-05-20,41.20688629150391,38.5631217956543,36.43019104003906,0.06855680693743893,0.1311191381405319
326,326,326,326,2020-05-21,40.74982833862305,37.15610885620117,36.92308807373047,0.0967194787896124,0.10364085087496178
327,327,327,327,2020-05-22,40.04183578491211,37.49665069580078,38.17776107788086,0.06787766485491353,0.048826192380130085
328,328,328,328,2020-05-26,40.45407485961914,37.980594635009766,38.545196533203125,0.06512484199837587,0.049523118263820276
329,329,329,329,2020-05-27,41.49367141723633,40.01495361328125,40.2390022277832,0.036954130154589926,0.0311804249606078
330,330,330,330,2020-05-28,39.56685256958008,40.04183578491211,39.44138717651367,-0.011862173799509157,0.003181059340152226
331,331,331,331,2020-05-29,39.91636657714844,41.20688629150391,38.5631217956543,-0.03131805944341781,0.035091681339103564
332,332,332,332,2020-06-01,38.240482330322266,40.74982833862305,37.15610885620117,-0.061579302554322646,0.02918425818800774
333,333,333,333,2020-06-02,39.557891845703125,40.04183578491211,37.49665069580078,-0.012085957841906358,0.05497134041716367
334,334,334,334,2020-06-03,40.94699096679688,40.45407485961914,37.980594635009766,0.0121845848381954,0.0781029459989746
335,335,335,335,2020-06-04,40.561622619628906,41.49367141723633,40.01495361328125,-0.022462432601715987,0.013661617894921374
336,336,336,336,2020-06-05,43.07096481323242,39.56685256958008,40.04183578491211,0.08856181414708697,0.07564910471616537
337,337,337,337,2020-06-08,43.922340393066406,39.91636657714844,41.20688629150391,0.10035917994127574,0.06589806573476453
338,338,338,338,2020-06-09,41.87006378173828,38.240482330322266,40.74982833862305,0.09491463575337766,0.027490556127164556
339,339,339,339,2020-06-10,41.42195892333984,39.557891845703125,40.04183578491211,0.04712250806760809,0.03446702957979175
340,340,340,340,2020-06-11,36.86931610107422,40.94699096679688,40.45407485961914,-0.09958423731377897,-0.08861304506368017
341,341,341,341,2020-06-12,38.05228042602539,40.561622619628906,41.49367141723633,-0.061864936152459915,-0.08293773179544184
342,342,342,342,2020-06-15,38.57208633422852,43.07096481323242,39.56685256958008,-0.10445269797210899,-0.025141404249989674
343,343,343,343,2020-06-16,39.746089935302734,43.922340393066406,39.91636657714844,-0.09508260307601768,-0.004265835206132773
344,344,344,344,2020-06-17,38.688575744628906,41.87006378173828,38.240482330322266,-0.075984790796927,0.011717776215163678
345,345,345,345,2020-06-18,38.3480339050293,41.42195892333984,39.557891845703125,-0.07421003492373435,-0.030584489825517536
346,346,346,346,2020-06-19,39.50412368774414,36.86931610107422,40.94699096679688,0.07146342447597376,-0.035237443460075846
347,347,347,347,2020-06-22,37.90890121459961,38.05228042602539,40.561622619628906,-0.0037679531902040653,-0.06539978515912648
348,348,348,348,2020-06-23,37.98955154418945,38.57208633422852,43.07096481323242,-0.015102496271303112,-0.11797769776176081
349,349,349,349,2020-06-24,36.71696472167969,39.746089935302734,43.922340393066406,-0.07621190458114868,-0.16404808138420968
350,350,350,350,2020-06-25,37.48768615722656,38.688575744628906,41.87006378173828,-0.031039901683872717,-0.10466613204499353
351,351,351,351,2020-06-26,39.423465728759766,38.3480339050293,41.42195892333984,0.028043988549551813,-0.04824719174384551
352,352,352,352,2020-06-29,39.45035552978516,39.50412368774414,36.86931610107422,-0.0013610770962541041,0.07000508014944562
353,353,353,353,2020-06-30,39.76401519775391,37.90890121459961,38.05228042602539,0.048936105339815406,0.04498376319538
354,354,354,354,2020-07-01,38.9932975769043,37.98955154418945,38.57208633422852,0.026421634157678398,0.01092010525502718
355,355,355,355,2020-07-02,39.02913284301758,36.71696472167969,39.746089935302734,0.06297274676336917,-0.018038430785322412
356,356,356,356,2020-07-06,40.3734245300293,37.48768615722656,38.688575744628906,0.07697830057314548,0.0435490000076908
357,357,357,357,2020-07-07,38.410770416259766,39.423465728759766,38.3480339050293,-0.02568762775620792,0.0016359772546836737
358,358,358,358,2020-07-08,39.21733093261719,39.45035552978516,39.50412368774414,-0.005906780662395805,-0.007259818174777721
359,359,359,359,2020-07-09,38.31121826171875,39.76401519775391,37.90890121459961,-0.036535468785285685,0.010612733005413544
360,360,360,360,2020-07-10,38.90925598144531,38.9932975769043,37.98955154418945,-0.00215528310457036,0.024209404951412994
361,361,361,361,2020-07-13,39.32607269287109,39.02913284301758,36.71696472167969,0.007608159039757645,0.07106001247567284
362,362,362,362,2020-07-14,39.606971740722656,40.3734245300293,37.48768615722656,-0.018984091595612873,0.05653284586857743
363,363,363,363,2020-07-15,40.214088439941406,38.410770416259766,39.423465728759766,0.04694823884392263,0.020054622204482397
364,364,364,364,2020-07-16,40.17784118652344,39.21733093261719,39.45035552978516,0.024491984310625048,0.01844053486891939
365,365,365,365,2020-07-17,40.60372543334961,38.31121826171875,39.76401519775391,0.05983905695636871,0.021117340173512744
366,366,366,366,2020-07-20,40.91180419921875,38.90925598144531,38.9932975769043,0.05146714238710692,0.04920093302010908
367,367,367,367,2020-07-21,41.28331756591797,39.32607269287109,39.02913284301758,0.04976964998088107,0.057756464433046384
368,368,368,368,2020-07-22,40.76681900024414,39.606971740722656,40.3734245300293,0.029283916657757647,0.009743896506035687
369,369,369,369,2020-07-23,40.49497604370117,40.214088439941406,38.410770416259766,0.006984805938825778,0.0542609691202427
370,370,370,370,2020-07-24,39.14484786987305,40.17784118652344,39.21733093261719,-0.02571052316760314,-0.001848240587017047
371,371,371,371,2020-07-27,39.95130157470703,40.60372543334961,38.31121826171875,-0.016068078770592686,0.0428094795050431
372,372,372,372,2020-07-28,38.91830825805664,40.91180419921875,38.90925598144531,-0.048726668993986255,0.00023265098195768275
373,373,373,373,2020-07-29,38.44712829589844,41.28331756591797,39.32607269287109,-0.06870061412799311,-0.022350169665733777
374,374,374,374,2020-07-30,38.82770156860352,40.76681900024414,39.606971740722656,-0.0475660716041888,-0.01967507582302519
375,375,375,375,2020-07-31,40.14158630371094,40.49497604370117,40.214088439941406,-0.008726755131522101,-0.001802903883765694
376,376,376,376,2020-08-03,38.75521469116211,39.14484786987305,40.17784118652344,-0.009953626081423805,-0.03540823631505885
377,377,377,377,2020-08-04,39.17202377319336,39.95130157470703,40.60372543334961,-0.019505692450506484,-0.03526035221832946
378,378,378,378,2020-08-05,39.05424118041992,38.91830825805664,40.91180419921875,0.0034927757255518443,-0.045404084595083716
379,379,379,379,2020-08-06,38.24777603149414,38.44712829589844,41.28331756591797,-0.005185101546987703,-0.07352949601438674
380,380,380,380,2020-08-07,38.78239059448242,38.82770156860352,40.76681900024414,-0.0011669754399714627,-0.048677538606822224
381,381,381,381,2020-08-10,40.11441040039063,40.14158630371094,40.49497604370117,-0.0006770012304618822,-0.009397848338022041
382,382,382,382,2020-08-11,39.48011779785156,38.75521469116211,39.14484786987305,0.018704659810716118,0.008564854539556022
383,383,383,383,2020-08-12,39.21734237670898,39.17202377319336,39.95130157470703,0.0011569124888215487,-0.01837134634088422
384,384,384,384,2020-08-13,37.8218994140625,39.05424118041992,38.91830825805664,-0.031554620679079104,-0.028172058166664238
385,385,385,385,2020-08-14,37.65879821777344,38.24777603149414,38.44712829589844,-0.015399008121040114,-0.020504264247197312
386,386,386,386,2020-08-17,37.43225860595703,38.78239059448242,38.82770156860352,-0.034813016109364714,-0.03593936561454514
387,387,387,387,2020-08-18,37.151363372802734,40.11441040039063,40.14158630371094,-0.07386490286191627,-0.07449189746225271
388,388,388,388,2020-08-19,37.59536361694336,39.48011779785156,38.75521469116211,-0.047739325160037094,-0.029927613186032653
389,389,389,389,2020-08-20,37.53194046020508,39.21734237670898,39.17202377319336,-0.04297593397111099,-0.04186874087701953
390,390,390,390,2020-08-21,37.37788391113281,37.8218994140625,39.05424118041992,-0.011739640520660899,-0.04292382129620176
391,391,391,391,2020-08-24,38.32933044433594,37.65879821777344,38.24777603149414,0.0178054600331361,0.002132265488446805
392,392,392,392,2020-08-25,37.849082946777344,37.43225860595703,38.78239059448242,0.011135431212103697,-0.0240652428434327
393,393,393,393,2020-08-26,38.24777603149414,37.151363372802734,40.11441040039063,0.029512043681660716,-0.046532763420057965
394,394,394,394,2020-08-27,39.78820037841797,37.59536361694336,39.48011779785156,0.05832731886349807,0.00780348686252319
395,395,395,395,2020-08-28,41.4464225769043,37.53194046020508,39.21734237670898,0.10429735496489245,0.056839144753448645
396,396,396,396,2020-08-31,42.94153594970703,37.37788391113281,37.8218994140625,0.14884876981805584,0.13536169824778832
397,397,397,397,2020-09-01,42.298187255859375,38.32933044433594,37.65879821777344,0.10354620770866951,0.12319535560474515
398,398,398,398,2020-09-02,43.63019943237305,37.849082946777344,37.43225860595703,0.15274125647178827,0.16557752743858378
399,399,399,399,2020-09-03,42.17132568359375,38.24777603149414,37.151363372802734,0.10258242593945499,0.13512188665641167
400,400,400,400,2020-09-04,42.044471740722656,39.78820037841797,37.59536361694336,0.05670704733679144,0.11834193623210987
401,401,401,401,2020-09-08,40.95711517333984,41.4464225769043,37.53194046020508,-0.011805781371276303,0.09126026182329827
402,402,402,402,2020-09-09,42.19851303100586,42.94153594970703,37.37788391113281,-0.01730312859724903,0.12897009181510266
403,403,403,403,2020-09-10,40.205020904541016,42.298187255859375,38.32933044433594,-0.049485958787238604,0.048936165554184674
404,404,404,404,2020-09-11,39.95130157470703,43.63019943237305,37.849082946777344,-0.08431998719988254,0.05554212848131046
405,405,405,405,2020-09-14,41.120208740234375,42.17132568359375,38.24777603149414,-0.024924920578636156,0.07510064654151405
406,406,406,406,2020-09-15,41.120208740234375,42.044471740722656,39.78820037841797,-0.02198298521118236,0.03347747194263451
407,407,407,407,2020-09-16,40.87555694580078,40.95711517333984,41.4464225769043,-0.0019913079130178257,-0.013773580338430125
408,408,408,408,2020-09-17,39.12672424316406,42.19851303100586,42.94153594970703,-0.07279376848148089,-0.08883733714161646
409,409,409,409,2020-09-18,38.6102294921875,40.205020904541016,42.298187255859375,-0.03966647389986533,-0.08718949919446017
410,410,410,410,2020-09-21,37.50475311279297,39.95130157470703,43.63019943237305,-0.06123826672678323,-0.14039464406012037
411,411,411,411,2020-09-22,37.94875717163086,41.120208740234375,42.17132568359375,-0.07712634895990655,-0.1001289014161969
412,412,412,412,2020-09-23,37.32353210449219,41.120208740234375,42.044471740722656,-0.09233116153973464,-0.1122844321922577
413,413,413,413,2020-09-24,37.59536361694336,40.87555694580078,40.95711517333984,-0.08024828464617173,-0.08207979351496753
414,414,414,414,2020-09-25,38.02124786376953,39.12672424316406,42.19851303100586,-0.028253742187161812,-0.09899081430113499
415,415,415,415,2020-09-28,39.50729370117188,38.6102294921875,40.205020904541016,0.02323384814808982,-0.01735423058293517
416,416,416,416,2020-09-29,39.86069488525391,37.50475311279297,39.95130157470703,0.06281715187873949,-0.0022679283498108216
417,417,417,417,2020-09-30,39.72477340698242,37.94875717163086,41.120208740234375,0.046800379451668705,-0.03393551190528321
418,418,418,418,2020-10-01,38.86394119262695,37.32353210449219,41.120208740234375,0.04127179292201455,-0.05487004119703698
419,419,419,419,2020-10-02,38.74614334106445,37.59536361694336,40.87555694580078,0.030609618139255446,-0.05209503585626585
420,420,420,420,2020-10-05,39.28076934814453,38.02124786376953,39.12672424316406,0.03312677923901597,0.003937081571743883
421,421,421,421,2020-10-06,39.289833068847656,39.50729370117188,38.6102294921875,-0.005504316088291716,0.01760164561564359
422,422,422,422,2020-10-07,40.40436553955078,39.86069488525391,37.50475311279297,0.013639266848255449,0.07731319862411645
423,423,423,423,2020-10-08,42.37374114990234,39.72477340698242,37.94875717163086,0.0666830170629571,0.11660418701615449
424,424,424,424,2020-10-09,42.01651763916016,38.86394119262695,37.32353210449219,0.08111828985402281,0.1257379800370806
425,425,425,425,2020-10-12,42.730987548828125,38.74614334106445,37.59536361694336,0.10284492504678266,0.1366025870692804
426,426,426,426,2020-10-13,42.94166564941406,39.28076934814453,38.02124786376953,0.09319818226631704,0.12941231711474677
427,427,427,427,2020-10-14,42.749305725097656,39.289833068847656,39.50729370117188,0.0880500726533493,0.08206110113357656
428,428,428,428,2020-10-15,43.09738540649414,40.40436553955078,39.86069488525391,0.06665170535365128,0.08120005259711638
429,429,429,429,2020-10-16,43.18898391723633,42.37374114990234,39.72477340698242,0.019239338921007043,0.08720529314951375
430,430,430,430,2020-10-19,43.96757888793945,42.01651763916016,38.86394119262695,0.04643557720644753,0.131320641671842
431,431,431,431,2020-10-20,43.28057861328125,42.730987548828125,38.74614334106445,0.012861651367760185,0.11702933198543786
432,432,432,432,2020-10-21,42.86839294433594,42.94166564941406,39.28076934814453,-0.0017063312279579357,0.091332824069569
433,433,433,433,2020-10-22,42.77678680419922,42.749305725097656,39.289833068847656,0.0006428426996751835,0.08874951769943551
434,434,434,434,2020-10-23,42.95082092285156,43.09738540649414,40.40436553955078,-0.003400774368565118,0.06302426357389823
435,435,435,435,2020-10-26,41.15547943115234,43.18898391723633,42.37374114990234,-0.04708386958074373,-0.02875039318431316
436,436,436,436,2020-10-27,40.34941101074219,43.96757888793945,42.01651763916016,-0.08229172423659992,-0.03967741074439268
437,437,437,437,2020-10-28,38.73727035522461,43.28057861328125,42.730987548828125,-0.10497337151270114,-0.09346185105223581
438,438,438,438,2020-10-29,40.40436553955078,42.86839294433594,42.94166564941406,-0.05747888445421001,-0.059087137666675504
439,439,439,439,2020-10-30,40.20285034179688,42.77678680419922,42.749305725097656,-0.060171337183036466,-0.059567175188199095
440,440,440,440,2020-11-02,41.164642333984375,42.95082092285156,43.09738540649414,-0.04158659952217281,-0.044845947249007145
441,441,441,441,2020-11-03,42.40123748779297,41.15547943115234,43.18898391723633,0.030269555205270304,-0.018239522165025446
442,442,442,442,2020-11-04,41.37531280517578,40.34941101074219,43.96757888793945,0.025425446586084366,-0.058958581489569895
443,443,443,443,2020-11-05,42.78593826293945,38.73727035522461,43.28057861328125,0.10451608671927981,-0.011428690793657936
444,444,444,444,2020-11-06,43.06074142456055,40.40436553955078,42.86839294433594,0.06574477409896473,0.0044869533708522535
445,445,445,445,2020-11-09,45.47895812988281,40.20285034179688,42.77678680419922,0.13123715714755235,0.06316910473084736
446,446,446,446,2020-11-10,45.808712005615234,41.164642333984375,42.95082092285156,0.11281695669676317,0.06653868357713177
447,447,447,447,2020-11-11,45.1308822631836,42.40123748779297,41.15547943115234,0.06437653561824641,0.09659473992233725
448,448,448,448,2020-11-12,43.49125671386719,41.37531280517578,40.34941101074219,0.05114025164364966,0.07786596196629847
449,449,449,449,2020-11-13,45.643836975097656,42.78593826293945,38.73727035522461,0.06679527966863996,0.17829254763020597
450,450,450,450,2020-11-16,47.24682235717773,43.06074142456055,40.40436553955078,0.09721339656798311,0.16934944346370306
451,451,451,451,2020-11-17,47.08194351196289,45.47895812988281,40.20285034179688,0.03524674812255224,0.1711095882924043
452,452,452,452,2020-11-18,47.21017837524414,45.808712005615234,41.164642333984375,0.030593882872260503,0.14686234832820944
453,453,453,453,2020-11-19,47.613224029541016,45.1308822631836,42.40123748779297,0.05500317392160614,0.12292062332493336
454,454,454,454,2020-11-20,47.53078079223633,43.49125671386719,41.37531280517578,0.09288129117412103,0.1487715154214022
455,455,455,455,2020-11-23,49.060489654541016,45.643836975097656,42.78593826293945,0.07485463330585929,0.1466498491406576
456,456,456,456,2020-11-24,50.70927047729492,47.24682235717773,43.06074142456055,0.07328425378413161,0.1776218615774201
457,457,457,457,2020-11-25,49.02384567260742,47.08194351196289,45.47895812988281,0.04124515718326549,0.07794566297233119
458,458,458,458,2020-11-27,48.78568649291992,47.21017837524414,45.808712005615234,0.033372212770582,0.06498708121153385
459,459,459,459,2020-11-30,48.83148956298828,47.613224029541016,45.1308822631836,0.025586705338235705,0.0819972292636415
460,460,460,460,2020-12-01,49.61007690429688,47.53078079223633,43.49125671386719,0.0437463066544066,0.14069081127468808
461,461,461,461,2020-12-02,54.254150390625,49.060489654541016,45.643836975097656,0.10586239095155991,0.18864131471297996
462,462,462,462,2020-12-03,53.57632446289063,50.70927047729492,47.24682235717773,0.05653905013047722,0.13396672601308457
463,463,463,463,2020-12-04,54.950313568115234,49.02384567260742,47.08194351196289,0.12088949396353232,0.16712075732712894
464,464,464,464,2020-12-07,55.29838180541992,48.78568649291992,47.21017837524414,0.13349602682018546,0.17132329740183816
465,465,465,465,2020-12-08,55.46326446533203,48.83148956298828,47.613224029541016,0.13580939188409058,0.1648710121146293
466,466,466,466,2020-12-09,55.67394256591797,49.61007690429688,47.53078079223633,0.12223052331321571,0.17132396392301108
467,467,467,467,2020-12-10,55.985382080078125,54.254150390625,49.060489654541016,0.031909663629204665,0.14115008786701222
468,468,468,468,2020-12-11,56.62656784057617,53.57632446289063,50.70927047729492,0.0569326733079325,0.11669064270862894
469,469,469,469,2020-12-14,56.48917770385742,54.950313568115234,49.02384567260742,0.02800464703144323,0.15227960860323386
470,470,470,470,2020-12-15,57.386844635009766,55.29838180541992,48.78568649291992,0.037767159931344496,0.1763049525466469
471,471,471,471,2020-12-16,58.68756103515625,55.46326446533203,48.83148956298828,0.058133912615973005,0.20183843582028183
472,472,472,472,2020-12-17,58.73334884643555,55.67394256591797,49.61007690429688,0.05495221174421472,0.18389957265614454
473,473,473,473,2020-12-18,59.37454605102539,55.985382080078125,54.254150390625,0.06053658732023326,0.09437795308808639
474,474,474,474,2020-12-21,59.11806488037109,56.62656784057617,53.57632446289063,0.04399872947993888,0.10343636807931667
475,475,475,475,2020-12-22,60.62029266357422,56.48917770385742,54.950313568115234,0.07313108683178271,0.10318374413697562
476,476,476,476,2020-12-23,60.61113357543945,57.386844635009766,55.29838180541992,0.056185158130521495,0.09607427191474915
477,477,477,477,2020-12-24,60.27222442626953,58.68756103515625,55.46326446533203,0.02700169104257033,0.08670531760609568
478,478,478,478,2020-12-28,60.363807678222656,58.73334884643555,55.67394256591797,0.027760358702687116,0.08423806355642749
479,479,479,479,2020-12-29,59.585227966308594,59.37454605102539,55.985382080078125,0.0035483541230301174,0.06429974669247529
480,480,480,480,2020-12-30,59.84169769287109,59.11806488037109,56.62656784057617,0.012240468526233395,0.05677776306956561
481,481,481,481,2020-12-31,60.67525100708008,60.62029266357422,56.48917770385742,0.0009065997719750474,0.07410398723040368
482,482,482,482,2021-01-04,59.41119003295898,60.61113357543945,57.386844635009766,-0.01979741132851398,0.035275426115940034
