,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TMO,TMO_6m,TMO_12m,TMO_6m_ret,TMO_12m_ret
0,0,0,0,2019-02-05,243.0945739746093,,,,
1,1,1,1,2019-02-06,244.31983947753903,,,,
2,2,2,2,2019-02-07,240.03135681152344,,,,
3,3,3,3,2019-02-08,240.6241912841797,,,,
4,4,4,4,2019-02-11,241.67166137695312,,,,
5,5,5,5,2019-02-12,245.3871154785156,,,,
6,6,6,6,2019-02-13,244.45822143554688,243.0945739746093,,0.00560953475284065,
7,7,7,7,2019-02-14,243.2230529785156,244.31983947753903,,-0.004489142189061823,
8,8,8,8,2019-02-15,249.497787475586,240.03135681152344,,0.03943830835191986,
9,9,9,9,2019-02-19,247.85748291015625,240.6241912841797,,0.03006053376168638,
10,10,10,10,2019-02-20,249.23097229003903,241.67166137695312,,0.03127926075409859,
11,11,11,11,2019-02-21,248.4701232910156,245.3871154785156,,0.012563853674582681,
12,12,12,12,2019-02-22,249.11241149902344,244.45822143554688,243.0945739746093,0.0190387954070248,0.0247551289443535
13,13,13,13,2019-02-25,250.83175659179688,243.2230529785156,244.31983947753903,0.031282822578307945,0.026653247350616915
14,14,14,14,2019-02-26,250.9800262451172,249.497787475586,240.03135681152344,0.005940889434445262,0.04561349641576551
15,15,15,15,2019-02-27,256.06903076171875,247.85748291015625,240.6241912841797,0.033130118789026275,0.06418656160509872
16,16,16,16,2019-02-28,256.493896484375,249.23097229003903,241.67166137695312,0.029141338765407587,0.0613321190534728
17,17,17,17,2019-03-01,260.9306640625,248.4701232910156,245.3871154785156,0.050149050543554674,0.06334296955108587
18,18,18,18,2019-03-04,256.3753356933594,249.11241149902344,244.45822143554688,0.029155208087110474,0.048749083535955196
19,19,19,19,2019-03-05,251.44444274902344,250.83175659179688,243.2230529785156,0.002442617974500072,0.03380185253753076
20,20,20,20,2019-03-06,248.2625732421875,250.9800262451172,249.497787475586,-0.010827367594087756,-0.004950802353385075
21,21,21,21,2019-03-07,247.8376617431641,256.06903076171875,247.85748291015625,-0.03214511725244218,-7.997001647652713e-05
22,22,22,22,2019-03-08,246.8890991210937,256.493896484375,249.23097229003903,-0.037446494809151964,-0.00939639703455486
23,23,23,23,2019-03-11,251.3061065673828,260.9306640625,248.4701232910156,-0.03688549802951424,0.01141377980903413
24,24,24,24,2019-03-12,251.89898681640625,256.3753356933594,249.11241149902344,-0.017460138530280167,0.011186015584750297
25,25,25,25,2019-03-13,255.80213928222656,251.44444274902344,250.83175659179688,0.017330653585184708,0.01981560372564184
26,26,26,26,2019-03-14,258.5216369628906,248.2625732421875,250.9800262451172,0.04132344068912519,0.03004864901244364
27,27,27,27,2019-03-15,260.1631164550781,247.8376617431641,256.06903076171875,0.049731968197339604,0.01598821099599923
28,28,28,28,2019-03-18,260.59820556640625,246.8890991210937,256.493896484375,0.05552738656391032,0.01600158576202726
29,29,29,29,2019-03-19,263.0011901855469,251.3061065673828,260.9306640625,0.04653720428010466,0.007935158293817635
30,30,30,30,2019-03-20,262.6748046875,251.89898681640625,256.3753356933594,0.042778329549009175,0.024571275458709296
31,31,31,31,2019-03-21,268.0345764160156,255.80213928222656,251.44444274902344,0.04781991725367485,0.06597932125925499
32,32,32,32,2019-03-22,260.87506103515625,258.5216369628906,248.2625732421875,0.00910339304637553,0.05080301725812242
33,33,33,33,2019-03-25,265.8095703125,260.1631164550781,247.8376617431641,0.021703514065941176,0.07251484073457859
34,34,34,34,2019-03-26,268.42022705078125,260.59820556640625,246.8890991210937,0.03001563831713261,0.08720971483284079
35,35,35,35,2019-03-27,265.8590087890625,263.0011901855469,251.3061065673828,0.010866181257580765,0.05790906723461409
36,36,36,36,2019-03-28,267.2929077148437,262.6748046875,251.89898681640625,0.01758106580811125,0.061111483984082504
37,37,37,37,2019-03-29,270.67486572265625,268.0345764160156,255.80213928222656,0.009850554887152363,0.05814152486043356
38,38,38,38,2019-04-01,273.117431640625,260.87506103515625,258.5216369628906,0.04692809867256309,0.05645869664607428
39,39,39,39,2019-04-02,271.7527160644531,265.8095703125,260.1631164550781,0.022358659791541946,0.04454743534476435
40,40,40,40,2019-04-03,273.6810302734375,268.42022705078125,260.59820556640625,0.019599131110417334,0.05020304985829016
41,41,41,41,2019-04-04,271.9900817871094,265.8590087890625,263.0011901855469,0.02306137010730902,0.03417814039252387
42,42,42,42,2019-04-05,273.4140014648437,267.2929077148437,262.6748046875,0.022900322355466907,0.04088400023793648
43,43,43,43,2019-04-08,275.3226318359375,270.67486572265625,268.0345764160156,0.01717102953343108,0.02719072858947169
44,44,44,44,2019-04-09,274.7094421386719,273.117431640625,260.87506103515625,0.005829032912632481,0.05303067701688535
45,45,45,45,2019-04-10,275.74774169921875,271.7527160644531,265.8095703125,0.014700959359751575,0.03738831290022748
46,46,46,46,2019-04-11,277.38934326171875,273.6810302734375,268.42022705078125,0.01354976259982732,0.03341445728395387
47,47,47,47,2019-04-12,277.5277404785156,271.9900817871094,265.8590087890625,0.020359781706086766,0.04389067627462384
48,48,48,48,2019-04-15,274.4721984863281,273.4140014648437,267.2929077148437,0.003870310283361711,0.02685926399193317
49,49,49,49,2019-04-16,263.8614807128906,275.3226318359375,270.67486572265625,-0.041628074839399676,-0.025171842208455697
50,50,50,50,2019-04-17,254.645248413086,274.7094421386719,273.117431640625,-0.07303787437876852,-0.06763458163975844
51,51,51,51,2019-04-18,256.8899841308594,275.74774169921875,271.7527160644531,-0.06838771353902551,-0.05469211917671757
52,52,52,52,2019-04-22,256.2076110839844,277.38934326171875,273.6810302734375,-0.07636101635580594,-0.06384592739948125
53,53,53,53,2019-04-23,260.98394775390625,277.5277404785156,271.9900817871094,-0.059611311993836846,-0.040465203587157994
54,54,54,54,2019-04-24,258.6501770019531,274.4721984863281,273.4140014648437,-0.05764526087389177,-0.05399805563647753
55,55,55,55,2019-04-25,266.55126953125,263.8614807128906,275.3226318359375,0.010193942712260373,-0.03185848633727384
56,56,56,56,2019-04-26,270.180419921875,254.645248413086,274.7094421386719,0.06100711325108965,-0.016486591001523165
57,57,57,57,2019-04-29,269.4881896972656,256.8899841308594,275.74774169921875,0.04904124856805914,-0.02270028382963496
58,58,58,58,2019-04-30,274.3634033203125,256.2076110839844,277.38934326171875,0.070863594408898,-0.010908638038597096
59,59,59,59,2019-05-01,273.4140014648437,260.98394775390625,277.5277404785156,0.047627656098827575,-0.01482280296225158
60,60,60,60,2019-05-02,274.7193603515625,258.6501770019531,274.4721984863281,0.06212709202780875,0.0009004987266376663
61,61,61,61,2019-05-03,275.5401916503906,266.55126953125,263.8614807128906,0.033723051234940016,0.04426076479957186
62,62,62,62,2019-05-06,275.8565368652344,270.180419921875,254.645248413086,0.02100861692716549,0.08329740525037943
63,63,63,63,2019-05-07,268.6773376464844,269.4881896972656,256.8899841308594,-0.0030088593184440793,0.04588483103187291
64,64,64,64,2019-05-08,267.5005798339844,274.3634033203125,256.2076110839844,-0.0250136257360678,0.04407741324397341
65,65,65,65,2019-05-09,266.0073547363281,273.4140014648437,260.98394775390625,-0.027089493181891577,0.019247953851777355
66,66,66,66,2019-05-10,266.18536376953125,274.7193603515625,258.6501770019531,-0.031064416323298705,0.02913273385280246
67,67,67,67,2019-05-13,258.1754455566406,275.5401916503906,266.55126953125,-0.06302073751833137,-0.03142293784358585
68,68,68,68,2019-05-14,264.415283203125,275.8565368652344,270.180419921875,-0.04147537626668185,-0.021338099631413088
69,69,69,69,2019-05-15,260.1136474609375,268.6773376464844,269.4881896972656,-0.0318735114042803,-0.03478646781092409
70,70,70,70,2019-05-16,264.04931640625,267.5005798339844,274.3634033203125,-0.012901891389829112,-0.03759279404338434
71,71,71,71,2019-05-17,258.8182678222656,266.0073547363281,273.4140014648437,-0.027025895284694124,-0.0533832706605365
72,72,72,72,2019-05-20,259.9851379394531,266.18536376953125,274.7193603515625,-0.023292887866841583,-0.053633724224072754
73,73,73,73,2019-05-21,262.4078674316406,258.1754455566406,275.5401916503906,0.016393587956727185,-0.04766028556520885
74,74,74,74,2019-05-22,268.6377868652344,264.415283203125,275.8565368652344,0.015969211805603623,-0.026168493529397874
75,75,75,75,2019-05-23,268.0049133300781,260.1136474609375,268.6773376464844,0.030337761767481597,-0.0025027206324748086
76,76,76,76,2019-05-24,268.7761535644531,264.04931640625,267.5005798339844,0.017901342152807143,0.004768489590790459
77,77,77,77,2019-05-28,263.41650390625,258.8182678222656,266.0073547363281,0.017766273310901193,-0.009739771415892773
78,78,78,78,2019-05-29,261.8145446777344,259.9851379394531,266.18536376953125,0.007036581986110679,-0.016420208195899177
79,79,79,79,2019-05-30,264.9987487792969,262.4078674316406,258.1754455566406,0.009873489590898732,0.026428939467674217
80,80,80,80,2019-05-31,264.0098571777344,268.6377868652344,264.415283203125,-0.017227396568084696,-0.0015332927071358693
81,81,81,81,2019-06-03,262.3287353515625,268.0049133300781,260.1136474609375,-0.021179380288169458,0.00851584648574688
82,82,82,82,2019-06-04,264.9888610839844,268.7761535644531,264.04931640625,-0.014090879827851066,0.0035582166639236412
83,83,83,83,2019-06-05,271.7329406738281,263.41650390625,258.8182678222656,0.03157143399996665,0.049898614036128164
84,84,84,84,2019-06-06,273.1866455078125,261.8145446777344,259.9851379394531,0.0434357107397374,0.05077793166559319
85,85,85,85,2019-06-07,278.55621337890625,264.9987487792969,262.4078674316406,0.05116048533082185,0.061539107441099805
86,86,86,86,2019-06-10,280.6031799316406,264.0098571777344,268.6377868652344,0.06285114855668228,0.04454099032765213
87,87,87,87,2019-06-11,281.8788146972656,262.3287353515625,268.0049133300781,0.07452511567024067,0.051767339616271224
88,88,88,88,2019-06-12,282.0469665527344,264.9888610839844,268.7761535644531,0.06437291514432264,0.04937496430500432
89,89,89,89,2019-06-13,283.24420166015625,271.7329406738281,263.41650390625,0.04236240537412628,0.07527128125944205
90,90,90,90,2019-06-14,282.2745361328125,273.1866455078125,261.8145446777344,0.03326623308436982,0.07814688630176048
91,91,91,91,2019-06-17,282.9374389648437,278.55621337890625,264.9987487792969,0.01572833552263253,0.06769349013223835
92,92,92,92,2019-06-18,286.17333984375,280.6031799316406,264.0098571777344,0.019850665674802315,0.08394945136876042
93,93,93,93,2019-06-19,289.7157897949219,281.8788146972656,262.3287353515625,0.027802639606218982,0.10439975020905101
94,94,94,94,2019-06-20,290.2698974609375,282.0469665527344,264.9888610839844,0.029154473840673933,0.09540414745561954
95,95,95,95,2019-06-21,291.3782653808594,283.24420166015625,271.7329406738281,0.028717494208275296,0.07229644171338179
