,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ATO,ATO_6m,ATO_12m,ATO_6m_ret,ATO_12m_ret
971,971,971,971,2022-12-12,115.91666412353516,113.52040100097656,114.7867202758789,0.02110865625411229,0.00984385515101871
972,972,972,972,2022-12-13,115.4588394165039,112.85801696777344,116.07252502441406,0.023045083713221226,-0.005287087601317131
973,973,973,973,2022-12-14,115.27376556396484,114.39708709716795,115.01075744628906,0.007663468441746701,0.002286813194831927
974,974,974,974,2022-12-15,113.83210754394533,114.36786651611328,115.56599426269533,-0.004684523620911207,-0.015003433577603031
975,975,975,975,2022-12-16,111.7962646484375,114.45553588867188,117.08557891845705,-0.023234098897767508,-0.04517477146953541
976,976,976,976,2022-12-19,110.53968811035156,114.6211166381836,114.44579315185548,-0.035607998312523814,-0.03413061270256568
977,977,977,977,2022-12-20,110.14031219482422,115.91666412353516,113.52040100097656,-0.04983193721443657,-0.029775166193460434
978,978,978,978,2022-12-21,111.61119079589844,115.4588394165039,112.85801696777344,-0.033324851003616485,-0.011047741271504319
979,979,979,979,2022-12-22,111.075439453125,115.27376556396484,114.39708709716795,-0.036420482061117476,-0.029036120834279422
980,980,980,980,2022-12-23,112.11771392822266,113.83210754394533,114.36786651611328,-0.015060721027771784,-0.01967469234528041
981,981,981,981,2022-12-27,112.58528137207033,111.7962646484375,114.45553588867188,0.0070576304683704905,-0.016340446113682905
982,982,982,982,2022-12-28,112.08849334716795,110.53968811035156,114.6211166381836,0.014011304566647897,-0.022095608255241372
983,983,983,983,2022-12-29,111.52352142333984,110.14031219482422,115.91666412353516,0.012558610021632166,-0.03789914705890285
984,984,984,984,2022-12-30,109.16622161865234,111.61119079589844,115.4588394165039,-0.021906129303083666,-0.054500961811608906
985,985,985,985,2023-01-03,108.31876373291016,111.075439453125,115.27376556396484,-0.024818049190597047,-0.060334645936376496
986,986,986,986,2023-01-04,109.0395965576172,112.11771392822266,113.83210754394533,-0.0274543358293593,-0.04210157476420229
987,987,987,987,2023-01-05,106.04914093017578,112.58528137207033,111.7962646484375,-0.05805501715889483,-0.05140711754846672
988,988,988,988,2023-01-06,109.61431121826172,112.08849334716795,110.53968811035156,-0.022073471192471383,-0.008371444753544455
989,989,989,989,2023-01-09,110.8416519165039,111.52352142333984,110.14031219482422,-0.006114131782546384,0.006367693242407935
990,990,990,990,2023-01-10,111.33843994140624,109.16622161865234,111.61119079589844,0.01989826422995611,-0.002443759022255909
991,991,991,991,2023-01-11,113.70547485351562,108.31876373291016,111.075439453125,0.04973017540975544,0.023677920279582043
992,992,992,992,2023-01-12,113.36455535888672,109.0395965576172,112.11771392822266,0.0396641122840562,0.011120824595677092
993,993,993,993,2023-01-13,111.7670440673828,106.04914093017578,112.58528137207033,0.05391748662039397,-0.007267711149412381
994,994,994,994,2023-01-17,110.9975128173828,109.61431121826172,112.08849334716795,0.012618804823458563,-0.009733207193767024
995,995,995,995,2023-01-18,108.72789001464844,110.8416519165039,111.52352142333984,-0.019070104652064823,-0.02506763930166156
996,996,996,996,2023-01-19,109.13699340820312,111.33843994140624,109.16622161865234,-0.019772564932306058,-0.00026774042387689434
997,997,997,997,2023-01-20,110.0721206665039,113.70547485351562,108.31876373291016,-0.03195408305266301,0.016187010201825558
998,998,998,998,2023-01-23,110.57864379882812,113.36455535888672,109.0395965576172,-0.02457480251423405,0.014114572043539164
999,999,999,999,2023-01-24,111.87419128417967,111.7670440673828,106.04914093017578,0.0009586655681104173,0.05492784102644621
1000,1000,1000,1000,2023-01-25,112.15667724609376,110.9975128173828,109.61431121826172,0.010443156781522411,0.023193741762147724
1001,1001,1001,1001,2023-01-26,112.48787689208984,108.72789001464844,110.8416519165039,0.03458162277346544,0.014852042956072342
1002,1002,1002,1002,2023-01-27,112.94568634033205,109.13699340820312,111.33843994140624,0.03489827613157104,0.014435682768427993
1003,1003,1003,1003,2023-01-30,112.53656768798828,110.0721206665039,113.70547485351562,0.022389384401443113,-0.010280130899881668
1004,1004,1004,1004,2023-01-31,114.49449920654295,110.57864379882812,113.36455535888672,0.035412402188968795,0.009967346884386385
1005,1005,1005,1005,2023-02-01,115.88744354248048,111.87419128417967,111.7670440673828,0.0358729052003286,0.03686596088748262
1006,1006,1006,1006,2023-02-02,116.45242309570312,112.15667724609376,110.9975128173828,0.03830129382474179,0.049144437022611065
1007,1007,1007,1007,2023-02-03,114.153564453125,112.48787689208984,108.72789001464844,0.014807707346393029,0.049901404669451255
1008,1008,1008,1008,2023-02-06,114.59190368652344,112.94568634033205,109.13699340820312,0.014575300744385622,0.049982229746035056
1009,1009,1009,1009,2023-02-07,113.87107849121094,112.53656768798828,110.0721206665039,0.011858463703306121,0.03451335180701287
1010,1010,1010,1010,2023-02-08,113.43273162841795,114.49449920654295,110.57864379882812,-0.009273524802354216,0.02581047959660432
1011,1011,1011,1011,2023-02-09,111.63066864013672,115.88744354248048,111.87419128417967,-0.03673197692710661,-0.002176754452904772
1012,1012,1012,1012,2023-02-10,113.2379150390625,116.45242309570312,112.15667724609376,-0.027603616749124038,0.009640422839883867
1013,1013,1013,1013,2023-02-13,113.7834014892578,114.153564453125,112.48787689208984,-0.00324267547527346,0.01151701528166238
1014,1014,1014,1014,2023-02-14,112.77035522460938,114.59190368652344,112.94568634033205,-0.015895961261775282,-0.0015523489334010598
1015,1015,1015,1015,2023-02-15,113.88082122802734,113.87107849121094,112.53656768798828,8.555936191600999e-05,0.011945037667809855
1016,1016,1016,1016,2023-02-16,113.41027069091795,113.43273162841795,114.49449920654295,-0.00019801107826245,-0.009469699619971239
1017,1017,1017,1017,2023-02-17,114.80229949951172,111.63066864013672,115.88744354248048,0.02841182354285965,-0.009363775831080279
1018,1018,1018,1018,2023-02-21,113.76319122314452,113.2379150390625,116.45242309570312,0.00463869529830907,-0.023092966218045463
1019,1019,1019,1019,2023-02-22,113.36125946044922,113.7834014892578,114.153564453125,-0.0037100492979059707,-0.006940694287309146
1020,1020,1020,1020,2023-02-23,113.86121368408205,112.77035522460938,114.59190368652344,0.009673273240116798,-0.006376453998358067
1021,1021,1021,1021,2023-02-24,113.4690933227539,113.88082122802734,113.87107849121094,-0.003615427960859341,-0.003530177932652645
1022,1022,1022,1022,2023-02-27,112.6358413696289,113.41027069091795,113.43273162841795,-0.00682856426116496,-0.007025223208055098
1023,1023,1023,1023,2023-02-28,110.58702087402344,114.80229949951172,111.63066864013672,-0.03671771945218061,-0.009349113275292531
1024,1024,1024,1024,2023-03-01,108.36175537109376,113.76319122314452,113.2379150390625,-0.047479644285434386,-0.04306119258983754
1025,1025,1025,1025,2023-03-02,109.29303741455078,113.36125946044922,113.7834014892578,-0.03588723400976157,-0.03946413990032582
1026,1026,1026,1026,2023-03-03,110.50860595703124,113.86121368408205,112.77035522460938,-0.029444686373648832,-0.020056239630294015
1027,1027,1027,1027,2023-03-06,111.16539764404295,113.4690933227539,113.88082122802734,-0.020302406684067464,-0.023844432756128464
1028,1028,1028,1028,2023-03-07,109.00875091552734,112.6358413696289,113.41027069091795,-0.032201920898329295,-0.03881059227330719
1029,1029,1029,1029,2023-03-08,110.17530822753906,110.58702087402344,114.80229949951172,-0.003722974389131828,-0.040303994712164615
1030,1030,1030,1030,2023-03-09,108.35195922851562,108.36175537109376,113.76319122314452,-9.040221381240165e-05,-0.04756575423429232
1031,1031,1031,1031,2023-03-10,107.00895690917967,109.29303741455078,113.36125946044922,-0.02089868265539685,-0.05603592075020836
1032,1032,1032,1032,2023-03-13,108.35195922851562,110.50860595703124,113.86121368408205,-0.01951564504717551,-0.04838569937303083
1033,1033,1033,1033,2023-03-14,109.84200286865234,111.16539764404295,113.4690933227539,-0.01190473657664759,-0.03196544845726923
1034,1034,1034,1034,2023-03-15,111.53791809082033,109.00875091552734,112.6358413696289,0.02320150587958647,-0.009747548075799473
1035,1035,1035,1035,2023-03-16,112.0868682861328,110.17530822753906,110.58702087402344,0.017350167558831675,0.013562598940231263
1036,1036,1036,1036,2023-03-17,112.42998504638672,108.35195922851562,108.36175537109376,0.037636844288809534,0.03754303962095262
1037,1037,1037,1037,2023-03-20,112.61624145507812,107.00895690917967,109.29303741455078,0.052400142080232026,0.030406365484402897
1038,1038,1038,1038,2023-03-21,108.03825378417967,108.35195922851562,110.50860595703124,-0.002895244779786088,-0.022354387257514596
1039,1039,1039,1039,2023-03-22,105.17579650878906,109.84200286865234,111.16539764404295,-0.04248107498042508,-0.05388008554993784
1040,1040,1040,1040,2023-03-23,104.42098236083984,111.53791809082033,109.00875091552734,-0.06380732088064867,-0.042086240931635266
1041,1041,1041,1041,2023-03-24,107.224609375,112.0868682861328,110.17530822753906,-0.04337938052404622,-0.026781852485904922
1042,1042,1042,1042,2023-03-27,108.07747650146484,112.42998504638672,108.35195922851562,-0.0387130581145777,-0.0025332511659701407
1043,1043,1043,1043,2023-03-28,107.8912124633789,112.61624145507812,107.00895690917967,-0.04195690542188801,0.008244688852990345
1044,1044,1044,1044,2023-03-29,109.33224487304688,108.03825378417967,108.35195922851562,0.011977156641684639,0.009047235061655057
1045,1045,1045,1045,2023-03-30,109.7341766357422,105.17579650878906,109.84200286865234,0.04334058099167537,-0.0009816484595521757
1046,1046,1046,1046,2023-03-31,110.1458969116211,104.42098236083984,111.53791809082033,0.054825327451891726,-0.012480250689866468
1047,1047,1047,1047,2023-04-03,108.92052459716795,107.224609375,112.0868682861328,0.01581647377456763,-0.028249015583894033
1048,1048,1048,1048,2023-04-04,108.95974731445312,108.07747650146484,112.42998504638672,0.00816331803395065,-0.03086576708608324
1049,1049,1049,1049,2023-04-05,112.57701873779295,107.8912124633789,112.61624145507812,0.04343084267409214,-0.000348286506265727
1050,1050,1050,1050,2023-04-06,113.14559936523438,109.33224487304688,108.03825378417967,0.03487858953793044,0.04727349250995183
1051,1051,1051,1051,2023-04-10,113.78279113769533,109.7341766357422,105.17579650878906,0.03689474533893233,0.08183436602913696
1052,1052,1052,1052,2023-04-11,114.0768814086914,110.1458969116211,104.42098236083984,0.03568888726036201,0.0924708696426968
1053,1053,1053,1053,2023-04-12,113.61614227294922,108.92052459716795,107.224609375,0.043110494492636375,0.05960882427275549
1054,1054,1054,1054,2023-04-13,112.0868682861328,108.95974731445312,108.07747650146484,0.02869978178872734,0.037097385268924254
1055,1055,1055,1055,2023-04-14,110.8125,112.57701873779295,107.8912124633789,-0.01567388049156604,0.027076232344804385
1056,1056,1056,1056,2023-04-17,111.85160064697266,113.14559936523438,109.33224487304688,-0.011436580172108024,0.02304311758028188
1057,1057,1057,1057,2023-04-18,111.36145782470705,113.78279113769533,109.7341766357422,-0.021280312152459735,0.014829301488874735
1058,1058,1058,1058,2023-04-19,112.47898864746094,114.0768814086914,110.1458969116211,-0.014007156765671547,0.02118183065604229
1059,1059,1059,1059,2023-04-20,113.48869323730467,113.61614227294922,108.92052459716795,-0.0011217511270393832,0.04194038411981249
1060,1060,1060,1060,2023-04-21,113.10638427734376,112.0868682861328,108.95974731445312,0.00909576658532707,0.03805659489025448
1061,1061,1061,1061,2023-04-24,113.92984008789062,110.8125,112.57701873779295,0.028131664639734932,0.01201685179857681
1062,1062,1062,1062,2023-04-25,113.97885131835938,111.85160064697266,113.14559936523438,0.019018508980490845,0.007364422105673452
1063,1063,1063,1063,2023-04-26,111.60652923583984,111.36145782470705,113.78279113769533,0.002200684293470312,-0.019126459107703386
1064,1064,1064,1064,2023-04-27,112.67505645751952,112.47898864746094,114.0768814086914,0.001743150542303562,-0.012288422806280286
1065,1065,1065,1065,2023-04-28,111.89081573486328,113.48869323730467,113.61614227294922,-0.014079618478822664,-0.015185575777965088
1066,1066,1066,1066,2023-05-01,112.2927474975586,113.10638427734376,112.0868682861328,-0.007193553087066151,0.001836782618461985
1067,1067,1067,1067,2023-05-02,110.08707427978516,113.92984008789062,110.8125,-0.033729230245043706,-0.006546424999118727
1068,1068,1068,1068,2023-05-03,110.68506622314452,113.97885131835938,111.85160064697266,-0.028898212757161756,-0.010429304695513175
1069,1069,1069,1069,2023-05-04,115.6355438232422,111.60652923583984,111.36145782470705,0.036100169183547415,0.038380298552331826
1070,1070,1070,1070,2023-05-05,115.24342346191406,112.67505645751952,112.47898864746094,0.022794459440655945,0.024577344157294956
1071,1071,1071,1071,2023-05-08,115.53752136230467,111.89081573486328,113.48869323730467,0.032591643947637694,0.0180531475564345
1072,1072,1072,1072,2023-05-09,116.16490173339844,112.2927474975586,113.10638427734376,0.03448267427888907,0.027041068243813804
1073,1073,1073,1073,2023-05-10,116.9589385986328,110.08707427978516,113.92984008789062,0.062422081464195145,0.02658740246107061
1074,1074,1074,1074,2023-05-11,115.77278137207033,110.68506622314452,113.97885131835938,0.04596568735540907,0.015739148385521595
1075,1075,1075,1075,2023-05-12,116.8021011352539,115.6355438232422,111.60652923583984,0.010088224376709531,0.04655258016701791
1076,1076,1076,1076,2023-05-15,115.2728271484375,115.24342346191406,112.67505645751952,0.0002551441604228266,0.023055419474294903
1077,1077,1077,1077,2023-05-16,113.70436096191406,115.53752136230467,111.89081573486328,-0.01586636426656718,0.016208168786151056
1078,1078,1078,1078,2023-05-17,114.47879791259766,116.16490173339844,112.2927474975586,-0.01451474408914355,0.019467422997078154
1079,1079,1079,1079,2023-05-18,113.8219985961914,116.9589385986328,110.08707427978516,-0.026820865852813625,0.03392700133817694
1080,1080,1080,1080,2023-05-19,114.99603271484376,115.77278137207033,110.68506622314452,-0.0067092510693878005,0.03894804094897686
1081,1081,1081,1081,2023-05-22,114.80859375,116.8021011352539,115.6355438232422,-0.017067393187948476,-0.0071513485032445034
1082,1082,1082,1082,2023-05-23,114.83818817138672,115.2728271484375,115.24342346191406,-0.0037705241365434405,-0.0035163420033358372
1083,1083,1083,1083,2023-05-24,114.84805297851562,113.70436096191406,115.53752136230467,0.010058470993778768,-0.005967484637540377
1084,1084,1084,1084,2023-05-25,113.29911041259766,114.47879791259766,116.16490173339844,-0.010304855759410314,-0.02467002750433045
1085,1085,1085,1085,2023-05-26,112.17440795898438,113.8219985961914,116.9589385986328,-0.014475151179274448,-0.04090778094410952
1086,1086,1086,1086,2023-05-30,112.89461517333984,114.99603271484376,115.77278137207033,-0.01827382642594999,-0.02486047380584766
1087,1087,1087,1087,2023-05-31,113.73320770263672,114.80859375,116.8021011352539,-0.009366773098057224,-0.026274299886638874
1088,1088,1088,1088,2023-06-01,110.5662841796875,114.83818817138672,115.2728271484375,-0.03719933290242916,-0.040829596056400685
1089,1089,1089,1089,2023-06-02,112.9833984375,114.84805297851562,113.70436096191406,-0.016235839377829464,-0.006340676103492204
1090,1090,1090,1090,2023-06-05,113.06233215332033,113.29911041259766,114.47879791259766,-0.0020898510007277826,-0.01237317114701686
1091,1091,1091,1091,2023-06-06,113.62468719482422,112.17440795898438,113.8219985961914,0.012928788858597162,-0.0017335084939704704
1092,1092,1092,1092,2023-06-07,115.56825256347656,112.89461517333984,114.99603271484376,0.023682594480096242,0.004975996433300711
1093,1093,1093,1093,2023-06-08,115.92342376708984,113.73320770263672,114.80859375,0.01925748959951612,0.009710335965942063
1094,1094,1094,1094,2023-06-09,115.75570678710938,110.5662841796875,114.83818817138672,0.046934946271580014,0.007989664678036634
1095,1095,1095,1095,2023-06-12,115.92342376708984,112.9833984375,114.84805297851562,0.02602174629413545,0.009363422023143775
1096,1096,1096,1096,2023-06-13,115.99248504638672,113.06233215332033,113.29911041259766,0.02591626085594001,0.0237722487315275
1097,1097,1097,1097,2023-06-14,115.49919128417967,113.62468719482422,112.17440795898438,0.016497331131406057,0.02963941050093144
1098,1098,1098,1098,2023-06-15,115.9135513305664,115.56825256347656,112.89461517333984,0.0029878341104119244,0.026741188254118642
1099,1099,1099,1099,2023-06-16,115.43013763427734,115.92342376708984,113.73320770263672,-0.00425527573964346,0.014920267931573417
1100,1100,1100,1100,2023-06-20,114.3547592163086,115.75570678710938,110.5662841796875,-0.012102622062317159,0.03426428829302286
1101,1101,1101,1101,2023-06-21,116.00234985351562,115.92342376708984,112.9833984375,0.0006808467509065164,0.026720309866459235
1102,1102,1102,1102,2023-06-22,114.39421844482422,115.99248504638672,113.06233215332033,-0.01377905302161031,0.011780106301873872
1103,1103,1103,1103,2023-06-23,112.88475036621094,115.49919128417967,113.62468719482422,-0.022636010597996692,-0.006512113228919758
1104,1104,1104,1104,2023-06-26,114.78884887695312,115.9135513305664,115.56825256347656,-0.009702941896809092,-0.006744098567167844
1105,1105,1105,1105,2023-06-27,115.61758422851562,115.43013763427734,115.92342376708984,0.0016238964804162759,-0.0026382893865238843
1106,1106,1106,1106,2023-06-28,113.71348571777344,114.3547592163086,115.75570678710938,-0.005607755225317312,-0.01764250874552442
1107,1107,1107,1107,2023-06-29,114.14757537841795,116.00234985351562,115.92342376708984,-0.015989111233003728,-0.015319150616530108
1108,1108,1108,1108,2023-06-30,114.77898406982422,114.39421844482422,115.99248504638672,0.0033635058679610808,-0.0104618930793422
1109,1109,1109,1109,2023-07-03,115.72611236572266,112.88475036621094,115.49919128417967,0.02517046802419287,0.001964698445244162
1110,1110,1110,1110,2023-07-05,116.99879455566406,114.78884887695312,115.9135513305664,0.01925226797142865,0.009362522437110998
