,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FDS,FDS_6m,FDS_12m,FDS_6m_ret,FDS_12m_ret
0,0,0,0,2019-02-05,211.78211975097656,,,,
1,1,1,1,2019-02-06,208.6044921875,,,,
2,2,2,2,2019-02-07,210.4842987060547,,,,
3,3,3,3,2019-02-08,211.2095184326172,,,,
4,4,4,4,2019-02-11,210.4748077392578,,,,
5,5,5,5,2019-02-12,211.734375,,,,
6,6,6,6,2019-02-13,211.69618225097656,211.78211975097656,,-0.00040578260384327436,
7,7,7,7,2019-02-14,211.5626220703125,208.6044921875,,0.014180566543857687,
8,8,8,8,2019-02-15,214.1771850585937,210.4842987060547,,0.017544711768245458,
9,9,9,9,2019-02-19,215.50360107421875,211.2095184326172,,0.020330914408914325,
10,10,10,10,2019-02-20,217.58380126953125,210.4748077392578,,0.03377598301018647,
11,11,11,11,2019-02-21,217.55517578125,211.734375,,0.02749105232086202,
12,12,12,12,2019-02-22,220.9427032470703,211.69618225097656,211.78211975097656,0.04367826050415746,0.04325475402203538
13,13,13,13,2019-02-25,221.02862548828125,211.5626220703125,208.6044921875,0.04474326951205376,0.05955832096661684
14,14,14,14,2019-02-26,220.9999847412109,214.1771850585937,210.4842987060547,0.031855865883897216,0.049959479637203597
15,15,15,15,2019-02-27,224.3490295410156,215.50360107421875,211.2095184326172,0.041045385890096986,0.062210790526423976
16,16,16,16,2019-02-28,225.0284118652344,217.58380126953125,210.4748077392578,0.03421491192021775,0.06914653721411645
17,17,17,17,2019-03-01,226.884765625,217.55517578125,211.734375,0.04288378711399088,0.07155375987012036
18,18,18,18,2019-03-04,225.21978759765625,220.9427032470703,211.69618225097656,0.01935834172266393,0.0638821409195125
19,19,19,19,2019-03-05,226.6646881103516,221.02862548828125,211.5626220703125,0.025499242958325175,0.07138343197041652
20,20,20,20,2019-03-06,224.59780883789065,220.9999847412109,214.1771850585937,0.016279748167823405,0.048654219525978704
21,21,21,21,2019-03-07,221.2678985595703,224.3490295410156,215.50360107421875,-0.013733649696407446,0.026748033242221192
22,22,22,22,2019-03-08,221.13394165039065,225.0284118652344,217.58380126953125,-0.017306571123899106,0.01631619798967332
23,23,23,23,2019-03-11,223.32516479492188,226.884765625,217.55517578125,-0.015689025308827986,0.026521956983793116
24,24,24,24,2019-03-12,223.3060302734375,225.21978759765625,220.9427032470703,-0.008497287670111708,0.010696560654118503
25,25,25,25,2019-03-13,224.0428466796875,226.6646881103516,221.02862548828125,-0.011567048456121443,0.013637243523310305
26,26,26,26,2019-03-14,225.9278564453125,224.59780883789065,220.9999847412109,0.0059219082069577045,0.022298063549063496
27,27,27,27,2019-03-15,227.1239624023437,221.2678985595703,224.3490295410156,0.02646594413783343,0.01236882043575216
28,28,28,28,2019-03-18,228.3104858398437,221.13394165039065,225.0284118652344,0.03245338158354283,0.014585153703057241
29,29,29,29,2019-03-19,228.913314819336,223.32516479492188,226.884765625,0.025022482484433395,0.00894087881461747
30,30,30,30,2019-03-20,226.588134765625,223.3060302734375,225.21978759765625,0.014697787104847038,0.006075608109591402
31,31,31,31,2019-03-21,231.87008666992188,224.0428466796875,226.6646881103516,0.03493635305136489,0.022965194106618236
32,32,32,32,2019-03-22,224.4255523681641,225.9278564453125,224.59780883789065,-0.00664948581722169,-0.000766955254897006
33,33,33,33,2019-03-25,223.49742126464844,227.1239624023437,221.2678985595703,-0.01596723260432975,0.010076123647361657
34,34,34,34,2019-03-26,235.6784820556641,228.3104858398437,221.13394165039065,0.032271825749558225,0.06577253720854914
35,35,35,35,2019-03-27,232.5590209960937,228.913314819336,223.32516479492188,0.015926142957804812,0.04134713707544435
36,36,36,36,2019-03-28,234.3675231933593,226.588134765625,223.3060302734375,0.034332726361779864,0.049535128569421216
37,37,37,37,2019-03-29,237.5634765625,231.87008666992188,224.0428466796875,0.02455422333404722,0.06034841140071223
38,38,38,38,2019-04-01,238.52037048339844,224.4255523681641,225.9278564453125,0.06280398094826634,0.05573688095046414
39,39,39,39,2019-04-02,239.2667236328125,223.49742126464844,227.1239624023437,0.07055697680507578,0.05346314454024115
40,40,40,40,2019-04-03,241.51535034179688,235.6784820556641,228.3104858398437,0.024766233366838364,0.05783731068408393
41,41,41,41,2019-04-04,242.0321044921875,232.5590209960937,228.913314819336,0.04073410463941074,0.057308984770960913
42,42,42,42,2019-04-05,241.9459991455078,234.3675231933593,226.588134765625,0.03233586227685681,0.06777876694986018
43,43,43,43,2019-04-08,244.8070373535156,237.5634765625,231.87008666992188,0.030491053994614825,0.0557939614781362
44,44,44,44,2019-04-09,243.9553680419922,238.52037048339844,224.4255523681641,0.02278630352442801,0.08702135504512398
45,45,45,45,2019-04-10,245.30458068847656,239.2667236328125,223.49742126464844,0.02523483819225092,0.0975723088903373
46,46,46,46,2019-04-11,245.22804260253903,241.51535034179688,235.6784820556641,0.015372489804428069,0.04051944184119227
47,47,47,47,2019-04-12,248.9120330810547,242.0321044921875,232.5590209960937,0.02842568593659145,0.07031768544139028
48,48,48,48,2019-04-15,250.48126220703125,241.9459991455078,234.3675231933593,0.0352775540478778,0.06875414645389122
49,49,49,49,2019-04-16,252.1558074951172,244.8070373535156,237.5634765625,0.030018622916421878,0.0614249763632253
50,50,50,50,2019-04-17,247.23751831054688,243.9553680419922,238.52037048339844,0.013453896484826311,0.036546764578143875
51,51,51,51,2019-04-18,250.8161773681641,245.30458068847656,239.2667236328125,0.022468380591257553,0.04827020473217081
52,52,52,52,2019-04-22,249.8019256591797,245.22804260253903,241.51535034179688,0.01865154983132955,0.034310760395376505
53,53,53,53,2019-04-23,255.30392456054688,248.9120330810547,242.0321044921875,0.02567931891589481,0.054834957107054993
54,54,54,54,2019-04-24,254.27053833007807,250.48126220703125,241.9459991455078,0.015127982387420413,0.05093921465160589
55,55,55,55,2019-04-25,255.57183837890625,252.1558074951172,244.8070373535156,0.01354730203410126,0.04397259630181982
56,56,56,56,2019-04-26,259.4280700683594,247.23751831054688,243.9553680419922,0.04930704628130256,0.06342431466276999
57,57,57,57,2019-04-29,260.834716796875,250.8161773681641,245.30458068847656,0.03994375296616148,0.063309605001306
58,58,58,58,2019-04-30,263.9731750488281,249.8019256591797,245.22804260253903,0.056729944544075206,0.07643959576299708
59,59,59,59,2019-05-01,260.2891845703125,255.30392456054688,248.9120330810547,0.01952676606263193,0.04570751903164516
60,60,60,60,2019-05-02,262.7006225585937,254.27053833007807,250.48126220703125,0.033153995283449644,0.048783530727590785
61,61,61,61,2019-05-03,266.8151550292969,255.57183837890625,252.1558074951172,0.04399278387519945,0.058136069439779
62,62,62,62,2019-05-06,271.5899658203125,259.4280700683594,247.23751831054688,0.046879644707484625,0.09849818780003017
63,63,63,63,2019-05-07,266.2409973144531,260.834716796875,250.8161773681641,0.020726844125539712,0.06149850503321996
64,64,64,64,2019-05-08,264.6429443359375,263.9731750488281,249.8019256591797,0.002537262685821995,0.05941114600135755
65,65,65,65,2019-05-09,266.41326904296875,260.2891845703125,255.30392456054688,0.02352800206726191,0.043514193922182365
66,66,66,66,2019-05-10,268.6811218261719,262.7006225585937,254.27053833007807,0.022765455252182543,0.056674216331688676
67,67,67,67,2019-05-13,260.4997863769531,266.8151550292969,255.57183837890625,-0.02366945255283681,0.019282046211761328
68,68,68,68,2019-05-14,264.8822631835937,271.5899658203125,259.4280700683594,-0.02469790301883501,0.021023912770106623
69,69,69,69,2019-05-15,263.1407470703125,266.2409973144531,260.834716796875,-0.011644526107596254,0.008840963740395447
70,70,70,70,2019-05-16,266.575927734375,264.6429443359375,263.9731750488281,0.007304118397291504,0.009859913550175792
71,71,71,71,2019-05-17,266.41326904296875,266.41326904296875,260.2891845703125,0.0,0.02352800206726191
72,72,72,72,2019-05-20,264.8726501464844,268.6811218261719,262.7006225585937,-0.014174690256621214,0.008268071718810832
73,73,73,73,2019-05-21,269.4656066894531,260.4997863769531,266.8151550292969,0.03441776454866696,0.009933662350870787
74,74,74,74,2019-05-22,268.4417724609375,264.8822631835937,271.5899658203125,0.013438080883795056,-0.011591714553467303
75,75,75,75,2019-05-23,266.1070251464844,263.1407470703125,266.2409973144531,0.011272591224267048,-0.0005031988661404752
76,76,76,76,2019-05-24,268.0877685546875,266.575927734375,264.6429443359375,0.00567133286625543,0.013016875350272405
77,77,77,77,2019-05-28,264.5282897949219,266.41326904296875,266.41326904296875,-0.007075395511710991,-0.007075395511710991
78,78,78,78,2019-05-29,266.04010009765625,264.8726501464844,268.6811218261719,0.004407589649313426,-0.009829576825365005
79,79,79,79,2019-05-30,266.9418640136719,269.4656066894531,260.4997863769531,-0.009365732075372946,0.024729684911897865
80,80,80,80,2019-05-31,266.8939514160156,268.4417724609375,264.8822631835937,-0.0057659470459170414,0.007594650575103223
81,81,81,81,2019-06-03,265.6371765136719,266.1070251464844,263.1407470703125,-0.0017656378389629968,0.009487050071695258
82,82,82,82,2019-06-04,273.3984375,268.0877685546875,266.575927734375,0.0198094414151877,0.025593120217603404
83,83,83,83,2019-06-05,275.2882995605469,264.5282897949219,266.41326904296875,0.04067621566663737,0.0333130198411653
84,84,84,84,2019-06-06,277.9361572265625,266.04010009765625,264.8726501464844,0.044715278352923216,0.049319954600271165
85,85,85,85,2019-06-07,280.28662109375,266.9418640136719,269.4656066894531,0.04999124857910875,0.04015731186343041
