,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FE,FE_6m,FE_12m,FE_6m_ret,FE_12m_ret
244,244,244,244,2020-01-24,42.71271896362305,41.00319290161133,40.21613311767578,0.041692510778704284,0.062079211808903745
245,245,245,245,2020-01-27,42.53499221801758,41.28246688842773,40.30075454711914,0.030340370234535508,0.05543910271670449
246,246,246,246,2020-01-28,42.898902893066406,41.51943206787109,40.5123291015625,0.03322470362649277,0.058909814479460865
247,247,247,247,2020-01-29,43.135868072509766,41.7225456237793,40.31769180297852,0.033874310102616656,0.06989924629869426
248,248,248,248,2020-01-30,43.14432907104492,42.22185897827149,40.427711486816406,0.021848163844423674,0.06719691727082822
249,249,249,249,2020-01-31,42.98353958129883,42.61115646362305,40.65620803833008,0.008739099066548128,0.05724418619598204
250,250,250,250,2020-02-03,43.58441162109375,42.71271896362305,41.00319290161133,0.020408268979858146,0.06295165173297979
251,251,251,251,2020-02-04,43.57594680786133,42.53499221801758,41.28246688842773,0.024472899501385204,0.05555578656750537
252,252,252,252,2020-02-05,43.93139266967773,42.898902893066406,41.51943206787109,0.024067976264684265,0.058092331269460784
253,253,253,253,2020-02-06,43.70115661621094,43.135868072509766,41.7225456237793,0.013104837550758086,0.0474230649844134
254,254,254,254,2020-02-07,43.68410110473633,43.14432907104492,42.22185897827149,0.01251084546482506,0.034632348310796646
255,255,255,255,2020-02-10,43.794952392578125,42.98353958129883,42.61115646362305,0.01887729161402807,0.027781361202099175
256,256,256,256,2020-02-11,43.94844055175781,43.58441162109375,42.71271896362305,0.008352273602516114,0.028930998028647847
257,257,257,257,2020-02-12,43.89727783203125,43.57594680786133,42.53499221801758,0.007374045722672751,0.03202740950394767
258,258,258,258,2020-02-13,44.32363128662109,43.93139266967773,42.898902893066406,0.00892843575191482,0.033211301396357085
259,259,259,259,2020-02-14,44.53681182861328,43.70115661621094,43.135868072509766,0.01912203879959451,0.032477467562460616
260,260,260,260,2020-02-18,44.57091522216797,43.68410110473633,43.14432907104492,0.020300614983593812,0.033065438305319717
261,261,261,261,2020-02-19,44.46858978271485,43.794952392578125,42.98353958129883,0.015381621701474613,0.03454927667385799
262,262,262,262,2020-02-20,44.16161346435547,43.94844055175781,43.58441162109375,0.004850522792648526,0.013243309288644145
263,263,263,263,2020-02-21,43.97401428222656,43.89727783203125,43.57594680786133,0.0017480913164806822,0.009135027544448393
264,264,264,264,2020-02-24,43.172481536865234,44.32363128662109,43.93139266967773,-0.025971467507070467,-0.01727491633417544
265,265,265,265,2020-02-25,41.68877410888672,44.53681182861328,43.70115661621094,-0.06394794783888869,-0.04604872417902384
266,266,266,266,2020-02-26,41.18567657470703,44.57091522216797,43.68410110473633,-0.07595174186096232,-0.05719299394622113
267,267,267,267,2020-02-27,39.42056655883789,44.46858978271485,43.794952392578125,-0.11351885113836357,-0.09988333346108524
268,268,268,268,2020-02-28,37.97097396850586,44.16161346435547,43.94844055175781,-0.1401814610067703,-0.136010891585842
269,269,269,269,2020-03-02,40.35002517700195,43.97401428222656,43.89727783203125,-0.08241206003995305,-0.08080803253000157
270,270,270,270,2020-03-03,39.15623092651367,43.172481536865234,44.32363128662109,-0.09302802311518887,-0.11658341634267622
271,271,271,271,2020-03-04,41.3562126159668,41.68877410888672,44.53681182861328,-0.007977243275403278,-0.07141506277741827
272,272,272,272,2020-03-05,40.18800735473633,41.18567657470703,44.57091522216797,-0.02422369384077061,-0.09833560396021979
273,273,273,273,2020-03-06,39.63374328613281,39.42056655883789,44.46858978271485,0.005407754020398059,-0.10872497914159995
274,274,274,274,2020-03-09,36.60664367675781,37.97097396850586,44.16161346435547,-0.03593087427464092,-0.1710754928303415
275,275,275,275,2020-03-10,38.32910919189453,40.35002517700195,43.97401428222656,-0.05008462761156518,-0.12836911031371523
276,276,276,276,2020-03-11,36.777191162109375,39.15623092651367,43.172481536865234,-0.060757629325180806,-0.1481334902950826
277,277,277,277,2020-03-12,32.84621810913086,41.3562126159668,41.68877410888672,-0.20577306209975332,-0.2121088035992622
278,278,278,278,2020-03-13,35.16557312011719,40.18800735473633,41.18567657470703,-0.12497345763591894,-0.1461698327006946
279,279,279,279,2020-03-16,29.247800827026367,39.63374328613281,39.42056655883789,-0.26204798229947446,-0.25805731930889364
280,280,280,280,2020-03-17,34.20201873779297,36.60664367675781,37.97097396850586,-0.06568821113997902,-0.09925885055882322
281,281,281,281,2020-03-18,31.72064208984375,38.32910919189453,40.35002517700195,-0.1724137931034483,-0.21386314009232976
282,282,282,282,2020-03-19,30.68887519836425,36.777191162109375,39.15623092651367,-0.16554597486546951,-0.21624542321349838
283,283,283,283,2020-03-20,29.23074722290039,32.84621810913086,41.3562126159668,-0.11007266876868882,-0.29319574076241717
284,284,284,284,2020-03-23,28.301294326782227,35.16557312011719,40.18800735473633,-0.19519883182020736,-0.2957776165170628
285,285,285,285,2020-03-24,30.25399208068848,29.247800827026367,39.63374328613281,0.03440228752967789,-0.23666074480343502
286,286,286,286,2020-03-25,30.27104377746582,34.20201873779297,36.60664367675781,-0.11493400405583232,-0.17307240607022856
287,287,287,287,2020-03-26,32.974117279052734,31.72064208984375,38.32910919189453,0.039516072394080615,-0.13971083663938166
288,288,288,288,2020-03-27,32.914432525634766,30.68887519836425,36.777191162109375,0.07252000318959695,-0.1050313663011414
289,289,289,289,2020-03-30,34.52604293823242,29.23074722290039,32.84621810913086,0.1811549898109861,0.05114210785303741
290,290,290,290,2020-03-31,34.167911529541016,28.301294326782227,35.16557312011719,0.2072914805598507,-0.028370406111920876
291,291,291,291,2020-04-01,33.136138916015625,30.25399208068848,29.247800827026367,0.09526500924705594,0.13294463101636844
292,292,292,292,2020-04-02,34.10822296142578,30.27104377746582,34.20201873779297,0.12676071602183758,-0.0027424046833687266
293,293,293,293,2020-04-03,32.36017608642578,32.974117279052734,31.72064208984375,-0.018618881816647392,0.020161445495669783
294,294,294,294,2020-04-06,35.26790237426758,32.914432525634766,30.68887519836425,0.07150267126130339,0.1492080483988345
295,295,295,295,2020-04-07,34.50899124145508,34.52604293823242,29.23074722290039,-0.0004938792669594294,0.18057164185045282
296,296,296,296,2020-04-08,36.86245727539063,34.167911529541016,28.301294326782227,0.07886188020359275,0.3025007566705795
297,297,297,297,2020-04-09,38.1585693359375,33.136138916015625,30.25399208068848,0.15156957280543004,0.26127385880736753
298,298,298,298,2020-04-13,37.4593505859375,34.10822296142578,30.27104377746582,0.09824984515615576,0.23746478189902231
299,299,299,299,2020-04-14,38.77251434326172,32.36017608642578,32.974117279052734,0.19815523375738797,0.17584692306206162
300,300,300,300,2020-04-15,37.47640609741211,35.26790237426758,32.914432525634766,0.06262078474947574,0.1386010093968455
301,301,301,301,2020-04-16,38.25236129760742,34.50899124145508,34.52604293823242,0.1084752095464181,0.10792775662248455
302,302,302,302,2020-04-17,39.40351867675781,36.86245727539063,34.167911529541016,0.06893358688444229,0.15323169935891978
303,303,303,303,2020-04-20,37.93686676025391,38.1585693359375,33.136138916015625,-0.0058100337497398735,0.1448789147222569
304,304,304,304,2020-04-21,36.836875915527344,37.4593505859375,34.10822296142578,-0.01661733747845162,0.07999985684353872
305,305,305,305,2020-04-22,37.70663833618164,38.77251434326172,32.36017608642578,-0.027490505197667603,0.16521734107616792
306,306,306,306,2020-04-23,36.6919174194336,37.47640609741211,35.26790237426758,-0.020932868427655404,0.04037708367382309
307,307,307,307,2020-04-24,36.08649826049805,38.25236129760742,34.50899124145508,-0.05662037489029059,0.04571292762530632
308,308,308,308,2020-04-27,37.101219177246094,39.40351867675781,36.86245727539063,-0.05842877937877489,0.006477102165808546
309,309,309,309,2020-04-28,36.35935974121094,37.93686676025391,38.1585693359375,-0.041582427695260105,-0.04715086613669439
310,310,310,310,2020-04-29,36.11207580566406,36.836875915527344,37.4593505859375,-0.019675938630772105,-0.035966314396790766
311,311,311,311,2020-04-30,35.191158294677734,37.70663833618164,38.77251434326172,-0.06671186169068166,-0.09236842410779555
312,312,312,312,2020-05-01,34.82448959350586,36.6919174194336,37.47640609741211,-0.050894800742647295,-0.07076229500270503
313,313,313,313,2020-05-04,35.12294006347656,36.08649826049805,38.25236129760742,-0.026701349354150028,-0.08180988383393195
314,314,314,314,2020-05-05,35.54076385498047,37.101219177246094,39.40351867675781,-0.04205940820464038,-0.0980307077006245
315,315,315,315,2020-05-06,34.43038558959961,36.35935974121094,37.93686676025391,-0.05305302858303529,-0.09242938255322686
316,316,316,316,2020-05-07,34.611141204833984,36.11207580566406,36.836875915527344,-0.04156323244632376,-0.06042137546618542
317,317,317,317,2020-05-08,34.946834564208984,35.191158294677734,37.70663833618164,-0.00694275898573371,-0.07319145629920742
318,318,318,318,2020-05-11,34.79189682006836,34.82448959350586,36.6919174194336,-0.0009359153233240436,-0.051783082842078776
319,319,319,319,2020-05-12,34.08607864379883,35.12294006347656,36.08649826049805,-0.029520917605526442,-0.05543401862543618
320,320,320,320,2020-05-13,33.612667083740234,35.54076385498047,37.101219177246094,-0.054250290711465476,-0.09402796379385192
321,321,321,321,2020-05-14,34.39595031738281,34.43038558959961,36.35935974121094,-0.001000141927751108,-0.05400010995250637
322,322,322,322,2020-05-15,33.81924057006836,34.611141204833984,36.11207580566406,-0.02287993424079937,-0.06349220266191624
323,323,323,323,2020-05-18,35.385833740234375,34.946834564208984,35.191158294677734,0.012561915306486648,0.00553194197038076
324,324,324,324,2020-05-19,34.74026107788086,34.79189682006836,34.82448959350586,-0.001484131275007572,-0.002418657577129446
325,325,325,325,2020-05-20,34.67139434814453,34.08607864379883,35.12294006347656,0.017171693771591556,-0.01285614799091328
326,326,326,326,2020-05-21,34.80051803588867,33.612667083740234,35.54076385498047,0.03533938408365844,-0.020828078487909685
327,327,327,327,2020-05-22,34.98126983642578,34.39595031738281,34.43038558959961,0.017017105608132077,0.015999944159573287
328,328,328,328,2020-05-26,35.0415153503418,33.81924057006836,34.611141204833984,0.03614140233992158,0.012434555190214525
329,329,329,329,2020-05-27,35.60102081298828,35.385833740234375,34.946834564208984,0.006081164409847739,0.0187194707886158
330,330,330,330,2020-05-28,36.74581909179688,34.74026107788086,34.79189682006836,0.057730078925427586,0.05616026863477819
331,331,331,331,2020-05-29,36.37570190429688,34.67139434814453,34.08607864379883,0.04915601429348215,0.06717180008955359
332,332,332,332,2020-06-01,36.80607986450195,34.80051803588867,33.612667083740234,0.05763022914041138,0.095006230026492
333,333,333,333,2020-06-02,37.07291793823242,34.98126983642578,34.39595031738281,0.05979337261303819,0.07782798835759275
334,334,334,334,2020-06-03,37.4344367980957,35.0415153503418,33.81924057006836,0.06828818399631698,0.10689761706911205
335,335,335,335,2020-06-04,36.46177673339844,35.60102081298828,35.385833740234375,0.024177843802055454,0.030406037655139162
336,336,336,336,2020-06-05,37.24506759643555,36.74581909179688,34.74026107788086,0.01358653901254625,0.07210096990749149
337,337,337,337,2020-06-08,37.8562126159668,36.37570190429688,34.67139434814453,0.04070054003535328,0.09185723065656592
338,338,338,338,2020-06-09,36.91797256469727,36.80607986450195,34.80051803588867,0.0030400602456779335,0.06084548875464835
339,339,339,339,2020-06-10,36.36709213256836,37.07291793823242,34.98126983642578,-0.01903885221120294,0.03961612321744612
340,340,340,340,2020-06-11,34.86076736450195,37.4344367980957,35.0415153503418,-0.0687513865234557,-0.005158109860054383
341,341,341,341,2020-06-12,34.80051803588867,36.46177673339844,35.60102081298828,-0.045561649660041836,-0.02248538830683089
342,342,342,342,2020-06-15,34.83494186401367,37.24506759643555,36.74581909179688,-0.06470993041377993,-0.05200257539529973
343,343,343,343,2020-06-16,34.86936569213867,37.8562126159668,36.37570190429688,-0.07889978202860015,-0.04141050573048255
344,344,344,344,2020-06-17,34.64557647705078,36.91797256469727,36.80607986450195,-0.06155256992144431,-0.05869963319660387
345,345,345,345,2020-06-18,34.86936569213867,36.36709213256836,37.07291793823242,-0.041183563287657154,-0.05943832772389568
346,346,346,346,2020-06-19,33.55241012573242,34.86076736450195,37.4344367980957,-0.03753093628403048,-0.10370201890043551
347,347,347,347,2020-06-22,34.17215347290039,34.80051803588867,36.46177673339844,-0.01805618417347321,-0.06279516429600607
348,348,348,348,2020-06-23,33.380252838134766,34.83494186401367,37.24506759643555,-0.04175947907585509,-0.10376715650452073
349,349,349,349,2020-06-24,32.51950454711914,34.86936569213867,37.8562126159668,-0.06739041844828597,-0.14097311115050026
350,350,350,350,2020-06-25,32.30430603027344,34.64557647705078,36.91797256469727,-0.06757775984268011,-0.12497074497627325
351,351,351,351,2020-06-26,31.71899032592773,34.86936569213867,36.36709213256836,-0.0903479401955739,-0.1278106533702772
352,352,352,352,2020-06-29,32.70026779174805,33.55241012573242,34.86076736450195,-0.02539735091431894,-0.06197510083940094
353,353,353,353,2020-06-30,33.380252838134766,34.17215347290039,34.80051803588867,-0.023173858076975695,-0.04081161080100104
354,354,354,354,2020-07-01,34.32709503173828,33.380252838134766,34.83494186401367,0.028365339178072713,-0.014578661685668681
355,355,355,355,2020-07-02,34.36151885986328,32.51950454711914,34.86936569213867,0.056643369522286324,-0.014564269300427424
356,356,356,356,2020-07-06,34.5853157043457,32.30430603027344,34.64557647705078,0.07061008126701918,-0.0017393496899956729
357,357,357,357,2020-07-07,34.64557647705078,31.71899032592773,34.86936569213867,0.0922660564239588,-0.006417931919488362
358,358,358,358,2020-07-08,34.9726676940918,32.70026779174805,33.55241012573242,0.06949178266109479,0.042329524556870224
359,359,359,359,2020-07-09,34.59392547607422,33.380252838134766,34.17215347290039,0.03635900074887721,0.012342564348726492
360,360,360,360,2020-07-10,35.52355194091797,34.32709503173828,33.380252838134766,0.03485459250406886,0.06420859402043311
361,361,361,361,2020-07-13,35.15341567993164,34.36151885986328,32.51950454711914,0.02304603656485482,0.08099481125230845
362,362,362,362,2020-07-14,35.22228240966797,34.5853157043457,32.30430603027344,0.018417258664555902,0.09032778406259512
363,363,363,363,2020-07-15,35.13620376586914,34.64557647705078,31.71899032592773,0.014161325592124241,0.10773399168220399
364,364,364,364,2020-07-16,35.540767669677734,34.9726676940918,32.70026779174805,0.01624411327597719,0.08686472832636838
365,365,365,365,2020-07-17,36.27240753173828,34.59392547607422,33.380252838134766,0.04851956037267091,0.08664268385347329
366,366,366,366,2020-07-20,35.51493453979492,35.52355194091797,34.32709503173828,-0.00024258275572719423,0.03460355462524234
367,367,367,367,2020-07-21,29.48101234436035,35.15341567993164,34.36151885986328,-0.16136137060529077,-0.14203407408756052
368,368,368,368,2020-07-22,23.31797981262207,35.22228240966797,34.5853157043457,-0.33797646781056845,-0.32578380917621275
369,369,369,369,2020-07-23,23.58481407165528,35.13620376586914,34.64557647705078,-0.32876032286204837,-0.3192546792437455
370,370,370,370,2020-07-24,25.375194549560547,35.540767669677734,34.9726676940918,-0.2860257047511704,-0.2744278254230125
371,371,371,371,2020-07-27,25.20304107666016,36.27240753173828,34.59392547607422,-0.30517319384969,-0.2714605026801299
372,372,372,372,2020-07-28,25.08253288269043,35.51493453979492,35.52355194091797,-0.2937468924633624,-0.2939182172884295
373,373,373,373,2020-07-29,24.65215492248535,29.48101234436035,35.15341567993164,-0.1637955089693095,-0.29872661174832127
374,374,374,374,2020-07-30,24.85013198852539,23.31797981262207,35.22228240966797,0.06570690034965909,-0.2944769535518682
375,375,375,375,2020-07-31,24.96202850341797,23.58481407165528,35.13620376586914,0.05839411867222877,-0.28956387349774637
376,376,376,376,2020-08-03,25.12557411193848,25.375194549560547,35.540767669677734,-0.009837183204035371,-0.2930492006965052
377,377,377,377,2020-08-04,25.512914657592773,25.20304107666016,36.27240753173828,0.012295086929790422,-0.29663023786692333
378,378,378,378,2020-08-05,24.910385131835938,25.08253288269043,35.51493453979492,-0.006863252274386222,-0.2985940857099555
379,379,379,379,2020-08-06,25.46006774902344,24.65215492248535,29.48101234436035,0.03277250321841807,-0.13639099459575066
380,380,380,380,2020-08-07,25.686925888061523,24.85013198852539,23.31797981262207,0.03367361991970608,0.1015931094578415
381,381,381,381,2020-08-10,26.22788619995117,24.96202850341797,23.58481407165528,0.05071133126700289,0.11206669343526388
382,382,382,382,2020-08-11,26.088281631469727,25.12557411193848,25.375194549560547,0.038315841669616324,0.02810173851146014
383,383,383,383,2020-08-12,26.06210327148437,25.512914657592773,25.20304107666016,0.021525906438453868,0.03408565625914739
384,384,384,384,2020-08-13,25.826528549194336,24.910385131835938,25.08253288269043,0.036777569375575414,0.029661903364525788
385,385,385,385,2020-08-14,25.59094619750977,25.46006774902344,24.65215492248535,0.0051405381076155,0.03808150962770962
386,386,386,386,2020-08-17,25.250667572021484,25.686925888061523,24.85013198852539,-0.0169836716912396,0.016118046523094565
387,387,387,387,2020-08-18,25.198314666748047,26.22788619995117,24.96202850341797,-0.0392548421689064,0.009465823793035177
388,388,388,388,2020-08-19,24.98890686035156,26.088281631469727,25.12557411193848,-0.042140558993046695,-0.005439368309677062
389,389,389,389,2020-08-20,24.744606018066406,26.06210327148437,25.512914657592773,-0.050552222884462816,-0.030114498866075867
390,390,390,390,2020-08-21,24.526472091674805,25.826528549194336,24.910385131835938,-0.050338025687160615,-0.015411766543524275
391,391,391,391,2020-08-24,24.70097923278809,25.59094619750977,25.46006774902344,-0.034776633808416224,-0.02981486631214747
392,392,392,392,2020-08-25,24.37814712524414,25.250667572021484,25.686925888061523,-0.03455435165382015,-0.05095116358106755
393,393,393,393,2020-08-26,24.439224243164062,25.198314666748047,26.22788619995117,-0.030124650542033615,-0.06819695430851902
394,394,394,394,2020-08-27,24.51774787902832,24.98890686035156,26.088281631469727,-0.018854725577083897,-0.0602007358946518
395,395,395,395,2020-08-28,24.70097923278809,24.744606018066406,26.06210327148437,-0.001763082638958302,-0.05222617777689276
396,396,396,396,2020-08-31,24.94528007507324,24.526472091674805,25.826528549194336,0.01707575316307275,-0.03412183222543819
397,397,397,397,2020-09-01,24.6573543548584,24.70097923278809,25.59094619750977,-0.001766119371971464,-0.03648133349372673
398,398,398,398,2020-09-02,25.4251651763916,24.37814712524414,25.250667572021484,0.04294904144143308,0.006910613506450947
399,399,399,399,2020-09-03,25.643291473388672,24.439224243164062,25.198314666748047,0.04926781710599504,0.017658990790674567
400,400,400,400,2020-09-04,25.65202140808105,24.51774787902832,24.98890686035156,0.04626336540571696,0.02653635676963595
401,401,401,401,2020-09-08,25.41644287109375,24.70097923278809,24.744606018066406,0.028964990884084107,0.027150840572560675
402,402,402,402,2020-09-09,25.4251651763916,24.94528007507324,24.526472091674805,0.01923751105917204,0.036641759212563185
403,403,403,403,2020-09-10,25.34663963317871,24.6573543548584,24.70097923278809,0.027954551344008927,0.026139060897374167
404,404,404,404,2020-09-11,25.59094619750977,25.4251651763916,24.37814712524414,0.0065203517840703995,0.04974943608449012
405,405,405,405,2020-09-14,25.878875732421875,25.643291473388672,24.439224243164062,0.009186974272693549,0.0589074135469132
406,406,406,406,2020-09-15,25.608396530151367,25.65202140808105,24.51774787902832,-0.0017006409450422977,0.04448404708721032
407,407,407,407,2020-09-16,25.96612930297852,25.41644287109375,24.70097923278809,0.02162719758514786,0.051218620050134334
408,408,408,408,2020-09-17,26.00102996826172,25.4251651763916,24.94528007507324,0.022649402191684986,0.04232263137600323
409,409,409,409,2020-09-18,25.268110275268555,25.34663963317871,24.6573543548584,-0.003098215741678123,0.024769726371305367
410,410,410,410,2020-09-21,24.980186462402344,25.59094619750977,25.4251651763916,-0.023866242787336178,-0.017501507302003283
411,411,411,411,2020-09-22,24.92783164978028,25.878875732421875,25.643291473388672,-0.03674982222856371,-0.02790046762720999
412,412,412,412,2020-09-23,24.064041137695312,25.608396530151367,25.65202140808105,-0.06030660258785547,-0.06190468365528046
413,413,413,413,2020-09-24,24.57009696960449,25.96612930297852,25.41644287109375,-0.05376359014024834,-0.03329914834195047
414,414,414,414,2020-09-25,24.954010009765625,26.00102996826172,25.4251651763916,-0.040268403204570924,-0.018531056272683144
415,415,415,415,2020-09-28,24.82313346862793,25.268110275268555,25.34663963317871,-0.01761021310232891,-0.020653868604558978
416,416,416,416,2020-09-29,24.954010009765625,24.980186462402344,25.59094619750977,-0.0010478886006762833,-0.024889122224254656
417,417,417,417,2020-09-30,25.049983978271484,24.92783164978028,25.878875732421875,0.004900238825717551,-0.03202966630856874
418,418,418,418,2020-10-01,25.09360885620117,24.064041137695312,25.608396530151367,0.04278448962976045,-0.020102300171121135
419,419,419,419,2020-10-02,25.756723403930664,24.57009696960449,25.96612930297852,0.04829555356635917,-0.008064578921427201
420,420,420,420,2020-10-05,26.09700393676757,24.954010009765625,26.00102996826172,0.045804018133944746,0.0036911602587668124
421,421,421,421,2020-10-06,26.53326416015625,24.82313346862793,25.268110275268555,0.06889261960781967,0.05006919279301947
422,422,422,422,2020-10-07,26.66414451599121,24.954010009765625,24.980186462402344,0.0685314506789223,0.06741174875229183
423,423,423,423,2020-10-08,27.292356491088867,25.049983978271484,24.92783164978028,0.08951592602863268,0.09485481427059583
424,424,424,424,2020-10-09,27.240005493164062,25.09360885620117,24.064041137695312,0.085535589929006,0.13197967611905947
425,425,425,425,2020-10-12,27.274906158447266,25.756723403930664,24.57009696960449,0.058943163332837445,0.11008540960130841
426,426,426,426,2020-10-13,27.318532943725582,26.09700393676757,24.954010009765625,0.046807250744865136,0.09475522904072786
427,427,427,427,2020-10-14,27.42323303222656,26.53326416015625,24.82313346862793,0.03354162784866599,0.10474501806489078
428,428,428,428,2020-10-15,27.49303436279297,26.66414451599121,24.954010009765625,0.03108630941842705,0.10174814997804793
429,429,429,429,2020-10-16,27.650089263916016,27.292356491088867,25.049983978271484,0.013107434418275776,0.10379668457671976
430,430,430,430,2020-10-19,27.68498611450196,27.240005493164062,25.09360885620117,0.016335555492070997,0.10326841679690912
431,431,431,431,2020-10-20,27.772241592407227,27.274906158447266,25.756723403930664,0.018234175805071695,0.07825211914062713
432,432,432,432,2020-10-21,28.2085018157959,27.318532943725582,26.09700393676757,0.032577476759223956,0.08090958962739303
433,433,433,433,2020-10-22,28.81925773620605,27.42323303222656,26.53326416015625,0.05090664190976124,0.0861557613963897
434,434,434,434,2020-10-23,29.054838180541992,27.49303436279297,26.66414451599121,0.05680725514469409,0.0896594924737606
435,435,435,435,2020-10-26,29.07229423522949,27.650089263916016,27.292356491088867,0.051435818443070325,0.06521744447833888
436,436,436,436,2020-10-27,29.13336753845215,27.68498611450196,27.240005493164062,0.05231649450571685,0.06950666899693658
437,437,437,437,2020-10-28,27.711164474487305,27.772241592407227,27.274906158447266,-0.0021992145544571517,0.015994860385795562
438,438,438,438,2020-10-29,27.754791259765625,28.2085018157959,27.318532943725582,-0.016084177706176872,0.015969317127632943
439,439,439,439,2020-10-30,25.931224822998047,28.81925773620605,27.42323303222656,-0.10021191175856436,-0.05440672175578898
440,440,440,440,2020-11-02,26.114458084106445,29.054838180541992,27.49303436279297,-0.10120104879485159,-0.05014274744995717
441,441,441,441,2020-11-03,26.280235290527344,29.07229423522949,27.650089263916016,-0.09603847987059644,-0.04954247924169852
442,442,442,442,2020-11-04,25.355363845825195,29.13336753845215,27.68498611450196,-0.12967960836111703,-0.08414749637372809
443,443,443,443,2020-11-05,25.992122650146484,27.711164474487305,27.772241592407227,-0.06203426874837692,-0.06409705663612753
444,444,444,444,2020-11-06,25.70912170410156,27.754791259765625,28.2085018157959,-0.07370509605055275,-0.08860378789400158
445,445,445,445,2020-11-09,26.10709571838379,25.931224822998047,28.81925773620605,0.006782205491109972,-0.09410936404565806
446,446,446,446,2020-11-10,25.92137336730957,26.114458084106445,29.054838180541992,-0.007393786084896381,-0.10784657597339165
447,447,447,447,2020-11-11,26.34588432312012,26.280235290527344,29.07229423522949,0.0024980382354657937,-0.0937803494299233
448,448,448,448,2020-11-12,25.93906211853028,25.355363845825195,29.13336753845215,0.02302070190174743,-0.10964422206618618
449,449,449,449,2020-11-13,26.09825325012207,25.992122650146484,27.711164474487305,0.004083183255330969,-0.05820438278045603
450,450,450,450,2020-11-16,25.205020904541016,25.70912170410156,27.754791259765625,-0.019607857684228902,-0.09186775470081998
451,451,451,451,2020-11-17,25.417274475097656,26.10709571838379,25.931224822998047,-0.02642274922983423,-0.01981974825364108
452,452,452,452,2020-11-18,25.24924087524414,25.92137336730957,26.114458084106445,-0.025929663623189048,-0.03313173132200231
453,453,453,453,2020-11-19,25.682588577270508,26.34588432312012,26.280235290527344,-0.02517644645040551,-0.02274129994080598
454,454,454,454,2020-11-20,24.76282501220703,25.93906211853028,25.355363845825195,-0.04534616945471481,-0.023369368202370566
455,455,455,455,2020-11-23,24.50635528564453,26.09825325012207,25.992122650146484,-0.06099634137277343,-0.057162217357172196
456,456,456,456,2020-11-24,23.577749252319336,25.205020904541016,25.70912170410156,-0.06456140855366266,-0.08290335532707793
457,457,457,457,2020-11-25,23.48930931091309,25.417274475097656,26.10709571838379,-0.07585255319461859,-0.10027106943294872
458,458,458,458,2020-11-27,23.63081169128418,25.24924087524414,25.92137336730957,-0.06409813237382378,-0.08836575298568494
459,459,459,459,2020-11-30,23.48930931091309,25.682588577270508,26.34588432312012,-0.08539946274335075,-0.10842585419310491
460,460,460,460,2020-12-01,24.02878761291504,24.76282501220703,25.93906211853028,-0.029642716407766168,-0.07364470222115638
461,461,461,461,2020-12-02,24.16144561767578,24.50635528564453,26.09825325012207,-0.014074294767561502,-0.0742121556521117
462,462,462,462,2020-12-03,24.674388885498047,23.577749252319336,25.205020904541016,0.046511633550892606,-0.021052631578947323
463,463,463,463,2020-12-04,25.60299301147461,23.48930931091309,25.417274475097656,0.089984923463863,0.007306784075488126
464,464,464,464,2020-12-07,26.06287956237793,23.63081169128418,25.24924087524414,0.10291935388705986,0.03222428314395498
465,465,465,465,2020-12-08,26.76154136657715,23.48930931091309,25.682588577270508,0.1393072913448241,0.04201106076439398
466,466,466,466,2020-12-09,27.097606658935547,24.02878761291504,24.76282501220703,0.12771426904497973,0.09428575477868817
467,467,467,467,2020-12-10,26.72616195678711,24.16144561767578,24.50635528564453,0.10614912616135275,0.09058085730287724
468,468,468,468,2020-12-11,26.8676700592041,24.674388885498047,23.577749252319336,0.08888897649639937,0.1395349815488065
469,469,469,469,2020-12-14,26.841136932373047,25.60299301147461,23.48930931091309,0.048359343001169064,0.14269587824375507
470,470,470,470,2020-12-15,27.769744873046875,26.06287956237793,23.63081169128418,0.06549028117111155,0.17514985248218418
471,471,471,471,2020-12-16,27.336395263671875,26.76154136657715,23.48930931091309,0.021480597444685,0.16378029263599658
472,472,472,472,2020-12-17,26.97379493713379,27.097606658935547,24.02878761291504,-0.00456910174245706,0.1225616278132926
473,473,473,473,2020-12-18,26.83229255676269,26.72616195678711,24.16144561767578,0.0039710378223098974,0.1105416861784545
474,474,474,474,2020-12-21,26.52275657653809,26.8676700592041,24.674388885498047,-0.012837491375544685,0.07491037365170117
475,475,475,475,2020-12-22,26.48737907409668,26.841136932373047,25.60299301147461,-0.013179689786154358,0.03454229207599724
476,476,476,476,2020-12-23,25.9036865234375,27.769744873046875,26.06287956237793,-0.067197533075666,-0.006108037239685005
477,477,477,477,2020-12-24,26.24859619140625,27.336395263671875,26.76154136657715,-0.03979306934119553,-0.019167250800117275
478,478,478,478,2020-12-28,26.195531845092773,26.97379493713379,27.097606658935547,-0.02885256204604758,-0.033289833496985666
479,479,479,479,2020-12-29,26.275127410888672,26.83229255676269,26.72616195678711,-0.02076472387498607,-0.016876143556553425
480,480,480,480,2020-12-30,26.62888526916504,26.52275657653809,26.8676700592041,0.004001420151057422,-0.008887439421166432
481,481,481,481,2020-12-31,27.07107925415039,26.48737907409668,26.841136932373047,0.02203691722087142,0.00856678770190289
482,482,482,482,2021-01-04,26.09825325012207,25.9036865234375,27.769744873046875,0.007511159714989946,-0.060191104764060754
483,483,483,483,2021-01-05,26.390098571777344,26.24859619140625,27.336395263671875,0.005390855165710695,-0.03461673284890243
