,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EVRG,EVRG_6m,EVRG_12m,EVRG_6m_ret,EVRG_12m_ret
243,243,243,243,2020-01-23,60.37386322021485,56.39194869995117,54.45690155029297,0.07061140130926402,0.10865402734045282
244,244,244,244,2020-01-24,61.380104064941406,57.277774810791016,54.49128723144531,0.07162165897159678,0.1264205193802206
245,245,245,245,2020-01-27,61.706912994384766,57.75080108642578,54.5944938659668,0.06850315205218616,0.13027722440067757
246,246,246,246,2020-01-28,62.07671737670898,57.90560531616211,55.11050796508789,0.07203295842902913,0.12640437674851634
247,247,247,247,2020-01-29,62.085330963134766,59.05804061889648,55.48033142089844,0.05125957977125406,0.11905119117129748
248,248,248,248,2020-01-30,62.31755447387695,59.43643951416016,56.09954833984375,0.048473882070785734,0.11083879136361907
249,249,249,249,2020-01-31,62.05953598022461,60.37386322021485,56.39194869995117,0.02792057142113369,0.10050348340379922
250,250,250,250,2020-02-03,61.75850296020508,61.380104064941406,57.277774810791016,0.0061648461016508005,0.07822804157835228
251,251,251,251,2020-02-04,61.0619010925293,61.706912994384766,57.75080108642578,-0.010452830494278031,0.05733426972118294
252,252,252,252,2020-02-05,61.07910537719727,62.07671737670898,57.90560531616211,-0.016070630691661036,0.05480471266482745
253,253,253,253,2020-02-06,61.33710861206055,62.085330963134766,59.05804061889648,-0.012051515864810347,0.0385903082676069
254,254,254,254,2020-02-07,60.95009613037109,62.31755447387695,59.43643951416016,-0.02194338906670501,0.025466811750227913
255,255,255,255,2020-02-10,60.88128280639648,62.05953598022461,60.37386322021485,-0.01898585213727,0.008404623443273751
256,256,256,256,2020-02-11,60.92428588867188,61.75850296020508,61.380104064941406,-0.013507728192031054,-0.007426155155867087
257,257,257,257,2020-02-12,60.838287353515625,61.0619010925293,61.706912994384766,-0.003662082821083823,-0.014076634184377101
258,258,258,258,2020-02-13,61.53490447998047,61.07910537719727,62.07671737670898,0.00746243907746158,-0.008728117716672257
259,259,259,259,2020-02-14,62.21432495117188,61.33710861206055,62.085330963134766,0.01430156000113203,0.0020776886590765375
260,260,260,260,2020-02-18,63.53876495361328,60.95009613037109,62.31755447387695,0.042471939957323235,0.019596572587716743
261,261,261,261,2020-02-19,63.56458282470703,60.88128280639648,62.05953598022461,0.04407430156889913,0.0242516612589887
262,262,262,262,2020-02-20,63.26355743408203,60.92428588867188,61.75850296020508,0.03839637200975554,0.02436999606105661
263,263,263,263,2020-02-21,62.704551696777344,60.838287353515625,61.0619010925293,0.03067581985694856,0.026901399642943913
264,264,264,264,2020-02-24,61.91332244873047,61.53490447998047,61.07910537719727,0.006149647455341523,0.013657977902286511
265,265,265,265,2020-02-25,60.28787612915039,62.21432495117188,61.33710861206055,-0.030964714694460493,-0.017105998418449175
266,266,266,266,2020-02-26,59.840667724609375,63.53876495361328,60.95009613037109,-0.05820222082855586,-0.01820224209964605
267,267,267,267,2020-02-27,57.62178421020508,63.56458282470703,60.88128280639648,-0.09349229319872188,-0.05353859915463122
268,268,268,268,2020-02-28,56.2027473449707,63.26355743408203,60.92428588867188,-0.11160943796858713,-0.07749846345887312
269,269,269,269,2020-03-02,59.6772575378418,62.704551696777344,60.838287353515625,-0.04827869870714874,-0.019083867514668618
270,270,270,270,2020-03-03,59.212833404541016,61.91332244873047,61.53490447998047,-0.04361725291718421,-0.03773583619025378
271,271,271,271,2020-03-04,62.85076522827149,60.28787612915039,62.21432495117188,0.042510853983822594,0.010229802824335277
272,272,272,272,2020-03-05,61.58652114868164,59.840667724609375,63.53876495361328,0.02917503247301312,-0.030725240038217305
273,273,273,273,2020-03-06,60.49085998535156,57.62178421020508,63.56458282470703,0.04979151226348799,-0.048355903598579664
274,274,274,274,2020-03-09,55.89167404174805,56.2027473449707,63.26355743408203,-0.0055348415854709065,-0.1165265389954584
275,275,275,275,2020-03-10,57.82315444946289,59.6772575378418,62.704551696777344,-0.031068838697944634,-0.07784757430241429
276,276,276,276,2020-03-11,54.00349807739258,59.212833404541016,61.91332244873047,-0.08797645759591255,-0.12775641911137792
277,277,277,277,2020-03-12,48.46890258789063,62.85076522827149,60.28787612915039,-0.2288255773521055,-0.19604229407486207
278,278,278,278,2020-03-13,51.17990493774414,61.58652114868164,59.840667724609375,-0.16897554881877386,-0.1447303834696937
279,279,279,279,2020-03-16,42.96028518676758,60.49085998535156,57.62178421020508,-0.28980534915240386,-0.25444368348526225
280,280,280,280,2020-03-17,49.85470962524414,55.89167404174805,56.2027473449707,-0.1080118733247214,-0.11294888630198996
281,281,281,281,2020-03-18,49.9846305847168,57.82315444946289,59.6772575378418,-0.13556029482267207,-0.16241743258692531
282,282,282,282,2020-03-19,47.72402572631836,54.00349807739258,59.212833404541016,-0.11627899255850216,-0.1940256362962962
283,283,283,283,2020-03-20,40.86424255371094,48.46890258789063,62.85076522827149,-0.15689771437242372,-0.3498210816480336
284,284,284,284,2020-03-23,38.906776428222656,51.17990493774414,61.58652114868164,-0.23980365974596218,-0.36825825355041153
285,285,285,285,2020-03-24,43.921688079833984,42.96028518676758,60.49085998535156,0.022378875952213884,-0.27391199115915954
286,286,286,286,2020-03-25,44.952396392822266,49.85470962524414,55.89167404174805,-0.09833199850670815,-0.19572284846495624
287,287,287,287,2020-03-26,50.3744010925293,49.9846305847168,57.82315444946289,0.007797807110965671,-0.12881956074263923
288,288,288,288,2020-03-27,49.820072174072266,47.72402572631836,54.00349807739258,0.043920151660592266,-0.0774658318860203
289,289,289,289,2020-03-30,51.197227478027344,40.86424255371094,48.46890258789063,0.25286128601882174,0.05629021381677313
290,290,290,290,2020-03-31,47.68072509765625,38.906776428222656,51.17990493774414,0.22551209519041637,-0.06837019029918745
291,291,291,291,2020-04-01,44.82247543334961,43.921688079833984,42.96028518676758,0.02050894200328357,0.04334678502450018
292,292,292,292,2020-04-02,46.32088470458984,44.952396392822266,49.85470962524414,0.030443055800826846,-0.07088246922342789
293,293,293,293,2020-04-03,44.86578369140625,50.3744010925293,49.9846305847168,-0.10935350657578324,-0.10240841701600323
294,294,294,294,2020-04-06,50.13188552856445,49.820072174072266,47.72402572631836,0.00625878969831084,0.050453828351664676
295,295,295,295,2020-04-07,49.43896865844727,51.197227478027344,40.86424255371094,-0.034342852263526846,0.20983445596638495
296,296,296,296,2020-04-08,52.71295547485352,47.68072509765625,38.906776428222656,0.10554013947754814,0.3548528126482351
297,297,297,297,2020-04-09,54.653106689453125,44.82247543334961,43.921688079833984,0.2193237022511514,0.24433074134384913
298,298,298,298,2020-04-13,52.61768341064453,46.32088470458984,44.952396392822266,0.13593865372417557,0.17052009754581654
299,299,299,299,2020-04-14,54.16807174682617,44.86578369140625,50.3744010925293,0.20733590923993406,0.07530949394968567
300,300,300,300,2020-04-15,52.046043395996094,50.13188552856445,49.820072174072266,0.03818244311479124,0.04468020869472533
301,301,301,301,2020-04-16,51.93343734741211,49.43896865844727,51.197227478027344,0.05045551629925882,0.014379877693586618
302,302,302,302,2020-04-17,52.81689834594727,52.71295547485352,47.68072509765625,0.001971865742631973,0.10772011620568867
303,303,303,303,2020-04-20,51.20588302612305,54.653106689453125,44.82247543334961,-0.06307461500620093,0.14241532916372446
304,304,304,304,2020-04-21,50.443695068359375,52.61768341064453,46.32088470458984,-0.04131668673663724,0.08900543221621615
305,305,305,305,2020-04-22,51.57831573486328,54.16807174682617,44.86578369140625,-0.04780964004159205,0.1496136140098847
306,306,306,306,2020-04-23,50.05392456054688,52.046043395996094,50.13188552856445,-0.03827608604734911,-0.0015551174107175658
307,307,307,307,2020-04-24,50.67754364013672,51.93343734741211,49.43896865844727,-0.02418275722583141,0.025052605572058573
308,308,308,308,2020-04-27,51.32714080810547,52.81689834594727,52.71295547485352,-0.028206077685289044,-0.026289830540978665
309,309,309,309,2020-04-28,52.046043395996094,51.20588302612305,54.653106689453125,0.016407496955856304,-0.04770201460405066
310,310,310,310,2020-04-29,51.61297225952149,50.443695068359375,52.61768341064453,0.02317984813716678,-0.01909455312355668
311,311,311,311,2020-04-30,50.60826110839844,51.57831573486328,54.16807174682617,-0.018807411848253852,-0.06571787629926684
312,312,312,312,2020-05-01,48.43425750732422,50.05392456054688,52.046043395996094,-0.032358442768328,-0.06939597427591837
313,313,313,313,2020-05-04,49.04920959472656,50.67754364013672,51.93343734741211,-0.03213127409988581,-0.05553700852480292
314,314,314,314,2020-05-05,49.6208610534668,51.32714080810547,52.81689834594727,-0.033243226249789815,-0.060511642912967734
315,315,315,315,2020-05-06,47.5767822265625,52.046043395996094,51.20588302612305,-0.08587129544947147,-0.07087273151229778
316,316,316,316,2020-05-07,48.39094924926758,51.61297225952149,50.443695068359375,-0.0624266123263133,-0.04069380358258834
317,317,317,317,2020-05-08,49.80274963378906,50.60826110839844,51.57831573486328,-0.01591660051081467,-0.03442466229803742
318,318,318,318,2020-05-11,48.29567337036133,48.43425750732422,50.05392456054688,-0.0028612833992951447,-0.03512713949250301
319,319,319,319,2020-05-12,48.59016036987305,49.04920959472656,50.67754364013672,-0.009358952542690258,-0.041189511573139104
320,320,320,320,2020-05-13,48.95393371582031,49.6208610534668,51.32714080810547,-0.01344046281115252,-0.046236884714809245
321,321,321,321,2020-05-14,49.09252166748047,47.5767822265625,52.046043395996094,0.03185880528237406,-0.05674824704816739
322,322,322,322,2020-05-15,48.97126007080078,48.39094924926758,51.61297225952149,0.011992135524020231,-0.05118310519761571
323,323,323,323,2020-05-18,51.03265380859375,49.80274963378906,50.60826110839844,0.02469550745387461,0.008385838416504754
324,324,324,324,2020-05-19,50.442970275878906,48.29567337036133,48.43425750732422,0.04446147564919056,0.041472975367712106
325,325,325,325,2020-05-20,51.639835357666016,48.59016036987305,49.04920959472656,0.0627632212896303,0.052816870737464106
326,326,326,326,2020-05-21,51.23796081542969,48.95393371582031,49.6208610534668,0.04665666119638612,0.03258911126553121
327,327,327,327,2020-05-22,52.41735458374024,49.09252166748047,47.5767822265625,0.06772585321202151,0.10174232326446009
328,328,328,328,2020-05-26,52.32125473022461,48.97126007080078,48.39094924926758,0.06840736085982946,0.08121984672612137
329,329,329,329,2020-05-27,53.22982025146485,51.03265380859375,49.80274963378906,0.043054128658719826,0.0688128796678058
330,330,330,330,2020-05-28,54.43542098999024,50.442970275878906,48.29567337036133,0.07914781172234941,0.12712831587511997
331,331,331,331,2020-05-29,53.893775939941406,51.639835357666016,48.59016036987305,0.0436473231694916,0.10914999106190892
332,332,332,332,2020-06-01,55.00328063964844,51.23796081542969,48.95393371582031,0.07348691798610507,0.1235722334173357
333,333,333,333,2020-06-02,55.07316970825195,52.41735458374024,49.09252166748047,0.0506667142133026,0.12182401387486985
334,334,334,334,2020-06-03,55.39640426635742,52.32125473022461,48.97126007080078,0.058774384368048826,0.13120234574865774
335,335,335,335,2020-06-04,54.52278518676758,53.22982025146485,51.03265380859375,0.024290236735622805,0.06839016037190881
336,336,336,336,2020-06-05,55.09062957763672,54.43542098999024,50.442970275878906,0.012036438328766774,0.09213690780576922
337,337,337,337,2020-06-08,56.87282180786133,53.893775939941406,51.639835357666016,0.055276250660924786,0.10133623420661175
338,338,338,338,2020-06-09,55.53618621826172,55.00328063964844,51.23796081542969,0.009688614432011633,0.08388751883228096
339,339,339,339,2020-06-10,55.41387939453125,55.07316970825195,52.41735458374024,0.006186491318443954,0.05716665471936122
340,340,340,340,2020-06-11,53.24729537963867,55.39640426635742,52.32125473022461,-0.038795097176079985,0.01769912923894612
341,341,341,341,2020-06-12,52.48725128173828,54.52278518676758,53.22982025146485,-0.03733363763528552,-0.01395024379602583
342,342,342,342,2020-06-15,51.8494987487793,55.09062957763672,54.43542098999024,-0.058832706282469394,-0.0475044041945859
343,343,343,343,2020-06-16,52.391151428222656,56.87282180786133,53.893775939941406,-0.07880161801676577,-0.027881225345822047
344,344,344,344,2020-06-17,52.31251907348633,55.53618621826172,55.00328063964844,-0.058046246317781325,-0.04892001958556824
345,345,345,345,2020-06-18,52.90658187866211,55.41387939453125,55.07316970825195,-0.045246742210879876,-0.03934016947031127
346,346,346,346,2020-06-19,51.8494987487793,53.24729537963867,55.39640426635742,-0.02625103530411199,-0.0640277210145963
347,347,347,347,2020-06-22,52.34745788574219,52.48725128173828,54.52278518676758,-0.0026633781076802476,-0.039897582149807986
348,348,348,348,2020-06-23,52.10284805297852,51.8494987487793,55.09062957763672,0.004886244039248089,-0.05423393320360681
349,349,349,349,2020-06-24,51.57867431640625,52.391151428222656,56.87282180786133,-0.015507907149731603,-0.0930874769910447
350,350,350,350,2020-06-25,51.5262565612793,52.31251907348633,55.53618621826172,-0.015030102280154445,-0.07220390757880046
351,351,351,351,2020-06-26,50.766204833984375,52.90658187866211,55.41387939453125,-0.0404557801444545,-0.08387203010019817
352,352,352,352,2020-06-29,51.700984954833984,51.8494987487793,53.24729537963867,-0.0028643245842142617,-0.02904016840254353
353,353,353,353,2020-06-30,51.79708480834961,52.34745788574219,52.48725128173828,-0.010513845363682606,-0.013149221125793642
354,354,354,354,2020-07-01,53.29970550537109,52.10284805297852,51.8494987487793,0.022971056230469244,0.02796954245629868
355,355,355,355,2020-07-02,53.69284439086914,51.57867431640625,52.391151428222656,0.04098922863921706,0.024845664337609374
356,356,356,356,2020-07-06,53.69284439086914,51.5262565612793,52.31251907348633,0.04204822888721127,0.026386137426182676
357,357,357,357,2020-07-07,53.15119552612305,50.766204833984375,52.90658187866211,0.04697988947446574,0.0046235012502213735
358,358,358,358,2020-07-08,53.622955322265625,51.700984954833984,51.8494987487793,0.03717473408119165,0.0342039289922369
359,359,359,359,2020-07-09,53.17740249633789,51.79708480834961,52.34745788574219,0.026648559336794442,0.01585453514107993
360,360,360,360,2020-07-10,54.14713287353516,53.29970550537109,52.10284805297852,0.015899288000356337,0.0392355676695062
361,361,361,361,2020-07-13,53.81515121459961,53.69284439086914,51.57867431640625,0.002277898016356028,0.043360495938182364
362,362,362,362,2020-07-14,54.48784637451172,53.69284439086914,51.5262565612793,0.014806479199633849,0.05747729431324511
363,363,363,363,2020-07-15,53.49191665649414,53.15119552612305,50.766204833984375,0.006410413293594486,0.053691463276078766
364,364,364,364,2020-07-16,53.64916229248047,53.622955322265625,51.700984954833984,0.0004887267040269982,0.03768162907047934
365,365,365,365,2020-07-17,55.23042297363281,53.17740249633789,51.79708480834961,0.03860700938591921,0.06628438990315066
366,366,366,366,2020-07-20,54.74119567871094,54.14713287353516,53.29970550537109,0.010971269828141228,0.027044993207224977
367,367,367,367,2020-07-21,55.02948760986328,53.81515121459961,53.69284439086914,0.022564953695312306,0.024894252374930037
368,368,368,368,2020-07-22,55.999210357666016,54.48784637451172,53.69284439086914,0.027737634788613796,0.04295481070079221
369,369,369,369,2020-07-23,56.235084533691406,53.49191665649414,53.15119552612305,0.05128191414065242,0.05802106569837506
370,370,370,370,2020-07-24,55.96425628662109,53.64916229248047,53.622955322265625,0.04315247238194253,0.04366228885156742
371,371,371,371,2020-07-27,55.89436721801758,55.23042297363281,53.17740249633789,0.012021349984984386,0.05109246774260545
372,372,372,372,2020-07-28,56.55832290649414,54.74119567871094,54.14713287353516,0.03319487645919095,0.04453033623387781
373,373,373,373,2020-07-29,56.20013427734375,55.02948760986328,53.81515121459961,0.021273079549275042,0.04431805929957355
374,374,374,374,2020-07-30,56.32244491577149,55.999210357666016,54.48784637451172,0.005772127071810074,0.03366986701309527
375,375,375,375,2020-07-31,56.63695526123047,56.235084533691406,53.49191665649414,0.007146263420272803,0.05879465162806996
376,376,376,376,2020-08-03,54.7586669921875,55.96425628662109,53.64916229248047,-0.021542130181435026,0.020680746022804897
377,377,377,377,2020-08-04,48.398685455322266,55.89436721801758,55.23042297363281,-0.13410442117464527,-0.12369518737113494
378,378,378,378,2020-08-05,46.7650146484375,56.55832290649414,54.74119567871094,-0.17315414875804513,-0.145707102875274
379,379,379,379,2020-08-06,47.83083724975586,56.20013427734375,55.02948760986328,-0.148919520125806,-0.13081441737460708
380,380,380,380,2020-08-07,48.18901443481445,56.32244491577149,55.999210357666016,-0.14440833477879622,-0.1394697509655578
381,381,381,381,2020-08-10,47.22804260253906,56.63695526123047,56.235084533691406,-0.1661267385454257,-0.16016766055994935
382,382,382,382,2020-08-11,46.6427001953125,54.7586669921875,55.96425628662109,-0.1482133741135977,-0.16656267249524792
383,383,383,383,2020-08-12,46.336944580078125,48.398685455322266,55.89436721801758,-0.04259910896024999,-0.17099080128522526
384,384,384,384,2020-08-13,46.00496292114258,46.7650146484375,56.55832290649414,-0.016252571136964544,-0.18659251977465907
385,385,385,385,2020-08-14,46.79996490478516,47.83083724975586,56.20013427734375,-0.021552462893087987,-0.1672624005873261
386,386,386,386,2020-08-17,46.49419784545898,48.18901443481445,56.32244491577149,-0.03517018576190356,-0.17449965258096234
387,387,387,387,2020-08-18,45.90012741088867,47.22804260253906,56.63695526123047,-0.02811709142438601,-0.1895728292740949
388,388,388,388,2020-08-19,45.43702697753906,46.6427001953125,54.7586669921875,-0.025849129932975168,-0.1702313172813058
389,389,389,389,2020-08-20,44.793094635009766,46.336944580078125,48.398685455322266,-0.03331790559475334,-0.07449770146424506
390,390,390,390,2020-08-21,44.46671295166016,46.00496292114258,46.7650146484375,-0.033436609265812045,-0.049145749532105154
391,391,391,391,2020-08-24,44.75781631469727,46.79996490478516,47.83083724975586,-0.04363568635665982,-0.06424769273873143
392,392,392,392,2020-08-25,45.17239761352539,46.49419784545898,48.18901443481445,-0.02842935878423125,-0.06259967871660166
393,393,393,393,2020-08-26,44.56374740600586,45.90012741088867,47.22804260253906,-0.029114951967775804,-0.056413415625867325
394,394,394,394,2020-08-27,46.680789947509766,45.43702697753906,46.6427001953125,0.02737333520050811,0.0008166283692361276
395,395,395,395,2020-08-28,46.73371887207031,44.793094635009766,46.336944580078125,0.04332418317764053,0.008562806537804724
396,396,396,396,2020-08-31,46.94542694091797,44.46671295166016,46.00496292114258,0.05574313513914153,0.020442664444430658
397,397,397,397,2020-09-01,46.45144271850586,44.75781631469727,46.79996490478516,0.037839790750748614,-0.00744706084691249
398,398,398,398,2020-09-02,46.989524841308594,45.17239761352539,46.49419784545898,0.04022649502312725,0.010653522779251245
399,399,399,399,2020-09-03,46.25738143920898,44.56374740600586,45.90012741088867,0.03800474896720352,0.0077832905587000845
400,400,400,400,2020-09-04,45.754581451416016,46.680789947509766,45.43702697753906,-0.019841320104805993,0.006988891989652579
401,401,401,401,2020-09-08,45.966285705566406,46.73371887207031,44.793094635009766,-0.01642140161378325,0.026191337752308197
402,402,402,402,2020-09-09,46.486724853515625,46.94542694091797,44.46671295166016,-0.009770964230011892,0.045427506729616374
403,403,403,403,2020-09-10,45.92218399047852,46.45144271850586,44.75781631469727,-0.011393806027395703,0.026014845487421612
404,404,404,404,2020-09-11,45.81632614135742,46.989524841308594,45.17239761352539,-0.024967239058348856,0.014254911447056484
405,405,405,405,2020-09-14,46.56612014770508,46.25738143920898,44.56374740600586,0.006674366314959768,0.044932772898478524
406,406,406,406,2020-09-15,46.19564056396485,45.754581451416016,46.680789947509766,0.009639671013429885,-0.01039291288965849
407,407,407,407,2020-09-16,46.42498016357422,45.966285705566406,46.73371887207031,0.009978932405936503,-0.0066063372645613905
408,408,408,408,2020-09-17,46.04567337036133,46.486724853515625,46.94542694091797,-0.009487686743776758,-0.019165947125989624
409,409,409,409,2020-09-18,44.93423080444336,45.92218399047852,46.45144271850586,-0.021513636769540545,-0.03266232059264018
410,410,410,410,2020-09-21,44.11387634277344,45.81632614135742,46.989524841308594,-0.03715814736719403,-0.061197650077260746
411,411,411,411,2020-09-22,44.51963806152344,46.56612014770508,46.25738143920898,-0.043947876260472585,-0.03756683417043971
412,412,412,412,2020-09-23,43.32880401611328,46.19564056396485,45.754581451416016,-0.06205859498542943,-0.05301714841121474
413,413,413,413,2020-09-24,43.38173675537109,46.42498016357422,45.966285705566406,-0.065551851556652,-0.05622705664648331
414,414,414,414,2020-09-25,44.36085891723633,46.04567337036133,46.486724853515625,-0.036590070897073224,-0.045730602510245966
415,415,415,415,2020-09-28,44.40496444702149,44.93423080444336,45.92218399047852,-0.011778689608046733,-0.03303892392773855
416,416,416,416,2020-09-29,44.23738098144531,44.11387634277344,45.81632614135742,0.002799677763799746,-0.03446250044232224
417,417,417,417,2020-09-30,44.828372955322266,44.51963806152344,46.56612014770508,0.0069348024207245285,-0.037317843678424945
418,418,418,418,2020-10-01,44.828372955322266,43.32880401611328,46.19564056396485,0.03460905449066454,-0.029597329790229776
419,419,419,419,2020-10-02,45.85161590576172,43.38173675537109,46.42498016357422,0.056933616197024195,-0.012350339317158676
420,420,420,420,2020-10-05,46.33676528930664,44.36085891723633,46.04567337036133,0.04454166173285201,0.006321808275100205
421,421,421,421,2020-10-06,46.23091506958008,44.40496444702149,44.93423080444336,0.041120416270957305,0.02885738204310151
422,422,422,422,2020-10-07,46.26620101928711,44.23738098144531,44.11387634277344,0.04586211915874383,0.048790196077753256
423,423,423,423,2020-10-08,47.06890869140625,44.828372955322266,44.51963806152344,0.04998030462352476,0.05726171058174101
424,424,424,424,2020-10-09,46.68961334228516,44.828372955322266,43.32880401611328,0.04151924917770011,0.0775652456255671
425,425,425,425,2020-10-12,47.13948059082031,45.85161590576172,43.38173675537109,0.028087661898449356,0.08662041025787137
426,426,426,426,2020-10-13,46.680789947509766,46.33676528930664,44.36085891723633,0.007424442687252508,0.05229680143483506
427,427,427,427,2020-10-14,47.1483039855957,46.23091506958008,44.40496444702149,0.01984362443691423,0.061780018805042136
428,428,428,428,2020-10-15,48.003936767578125,46.26620101928711,44.23738098144531,0.03755950802112751,0.08514418581228034
429,429,429,429,2020-10-16,48.44498825073242,47.06890869140625,44.828372955322266,0.02923542520069966,0.08067692528155379
430,430,430,430,2020-10-19,48.16271209716797,46.68961334228516,44.828372955322266,0.03155088786200477,0.07438010621462521
431,431,431,431,2020-10-20,48.97425079345703,47.13948059082031,45.85161590576172,0.038922155688622784,0.06810304993641281
432,432,432,432,2020-10-21,49.300628662109375,46.680789947509766,46.33676528930664,0.05612241604191981,0.06396353639054553
433,433,433,433,2020-10-22,49.90928268432617,47.1483039855957,46.23091506958008,0.05855944891621068,0.07956510506465087
434,434,434,434,2020-10-23,49.72403335571289,48.003936767578125,46.26620101928711,0.035832406755783364,0.07473776234587115
435,435,435,435,2020-10-26,49.12421417236328,48.44498825073242,47.06890869140625,0.014020561179939772,0.04366588344828748
436,436,436,436,2020-10-27,49.74168014526367,48.16271209716797,46.68961334228516,0.03278403518701656,0.06536928846687107
437,437,437,437,2020-10-28,48.84193801879883,48.97425079345703,47.13948059082031,-0.0027016804241930537,0.036115320038338394
438,438,438,438,2020-10-29,48.80665588378906,49.300628662109375,46.680789947509766,-0.010019604044115615,0.045540487611064995
439,439,439,439,2020-10-30,48.69197845458984,49.90928268432617,47.1483039855957,-0.02439033711295202,0.0327408271030436
440,440,440,440,2020-11-02,49.67110824584961,49.72403335571289,48.003936767578125,-0.0010643768474023485,0.034729890724243484
441,441,441,441,2020-11-03,50.26211929321289,49.12421417236328,48.44498825073242,0.023163833559902258,0.03750916468543042
442,442,442,442,2020-11-04,49.19477462768555,49.74168014526367,48.16271209716797,-0.01099491444561107,0.021428663079342325
443,443,443,443,2020-11-05,48.68316268920898,48.84193801879883,48.97425079345703,-0.003250799129402626,-0.005943696933224829
444,444,444,444,2020-11-06,48.55084228515625,48.80665588378906,49.300628662109375,-0.005241367063580804,-0.015208454685069372
445,445,445,445,2020-11-09,51.15304565429688,48.69197845458984,49.90928268432617,0.05054358598310471,0.024920473769127316
446,446,446,446,2020-11-10,51.68230438232422,49.67110824584961,49.72403335571289,0.04049026098874409,0.039382787245000106
447,447,447,447,2020-11-11,50.544395446777344,50.26211929321289,49.12421417236328,0.005616081405516171,0.02891000494035456
448,448,448,448,2020-11-12,49.15066909790039,49.19477462768555,49.74168014526367,-0.0008965490769894391,-0.011881606042202786
449,449,449,449,2020-11-13,50.37679290771485,48.68316268920898,48.84193801879883,0.034788828928759896,0.03142493830456261
450,450,450,450,2020-11-16,50.83548355102539,48.55084228515625,48.80665588378906,0.04705667622511345,0.04156866784864466
451,451,451,451,2020-11-17,49.90045547485352,51.15304565429688,48.69197845458984,-0.02448710850784197,0.02481881120091911
452,452,452,452,2020-11-18,48.524375915527344,51.68230438232422,49.67110824584961,-0.06110270245374183,-0.023086505834467363
453,453,453,453,2020-11-19,47.82513427734375,50.544395446777344,50.26211929321289,-0.0537994597699154,-0.04848552051003985
454,454,454,454,2020-11-20,48.55556106567383,49.15066909790039,49.19477462768555,-0.01210783175791974,-0.012993525569522268
455,455,455,455,2020-11-23,48.965309143066406,50.37679290771485,48.68316268920898,-0.028018531613041353,0.005795565412597403
456,456,456,456,2020-11-24,49.70464324951172,50.83548355102539,48.55084228515625,-0.022245097764804544,0.02376479809719445
457,457,457,457,2020-11-25,50.04313659667969,49.90045547485352,51.15304565429688,0.0028593150196407624,-0.021697809845345195
458,458,458,458,2020-11-27,49.677921295166016,48.524375915527344,51.68230438232422,0.023772492852804472,-0.03878277315830603
459,459,459,459,2020-11-30,49.35724639892578,47.82513427734375,50.544395446777344,0.03203570977338255,-0.02348725387568673
460,460,460,460,2020-12-01,49.4908561706543,48.55556106567383,49.15066909790039,0.019262368397214846,0.0069213111234824876
461,461,461,461,2020-12-02,49.97187423706055,48.965309143066406,50.37679290771485,0.020556698438340737,-0.008037801679755097
462,462,462,462,2020-12-03,49.43741607666016,49.70464324951172,50.83548355102539,-0.005376301998791244,-0.02750180340001951
463,463,463,463,2020-12-04,48.92076873779297,50.04313659667969,49.90045547485352,-0.02242800781918186,-0.01963282153915913
464,464,464,464,2020-12-07,49.09892272949219,49.677921295166016,48.524375915527344,-0.01165504816986307,0.011840375133624237
465,465,465,465,2020-12-08,49.40177917480469,49.35724639892578,47.82513427734375,0.0009022540584815442,0.032966868181023345
466,466,466,466,2020-12-09,49.43741607666016,49.4908561706543,48.55556106567383,-0.0010797973227592017,0.018161771620630374
467,467,467,467,2020-12-10,49.08110427856445,49.97187423706055,48.965309143066406,-0.0178254262441786,0.002364840282325531
468,468,468,468,2020-12-11,49.10782623291016,49.43741607666016,49.70464324951172,-0.006666809673849472,-0.012007268890465661
469,469,469,469,2020-12-14,48.46648406982422,48.92076873779297,50.04313659667969,-0.009286131017352539,-0.03150586941746725
470,470,470,470,2020-12-15,48.68916702270508,49.09892272949219,49.677921295166016,-0.00834551318049559,-0.01990329399223778
471,471,471,471,2020-12-16,47.80730819702149,49.40177917480469,49.35724639892578,-0.03227557801392689,-0.031402444726698175
472,472,472,472,2020-12-17,48.13690185546875,49.43741607666016,49.4908561706543,-0.02630627416236253,-0.02735766604070944
473,473,473,473,2020-12-18,47.52227020263672,49.08110427856445,49.97187423706055,-0.031760370897126244,-0.04901965499239036
474,474,474,474,2020-12-21,47.01453399658203,49.10782623291016,49.43741607666016,-0.042626448713082854,-0.04900907596629012
475,475,475,475,2020-12-22,46.89873504638672,48.46648406982422,48.92076873779297,-0.032347075582765394,-0.04133282741822819
476,476,476,476,2020-12-23,47.01453399658203,48.68916702270508,49.09892272949219,-0.03439436590365408,-0.04245284045016595
477,477,477,477,2020-12-24,47.59353256225586,47.80730819702149,49.40177917480469,-0.004471609944752153,-0.036602864163059357
478,478,478,478,2020-12-28,47.9498405456543,48.13690185546875,49.43741607666016,-0.003886027197514852,-0.030090074463017147
479,479,479,479,2020-12-29,48.06563949584961,47.52227020263672,49.08110427856445,0.011433992755311317,-0.02068952599255869
480,480,480,480,2020-12-30,48.16361618041992,47.01453399658203,49.10782623291016,0.024440999115750595,-0.019227282592636286
481,481,481,481,2020-12-31,49.446319580078125,46.89873504638672,48.46648406982422,0.054320964758892476,0.020216764823342448
