,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MSFT,MSFT_6m,MSFT_12m,MSFT_6m_ret,MSFT_12m_ret
58,58,58,58,2019-04-30,124.54705047607422,118.02405548095705,114.75301361083984,0.05526835159608323,0.08534884232712825
59,59,59,59,2019-05-01,121.9531021118164,119.62619018554688,115.3442840576172,0.019451525812703485,0.057296450432671175
60,60,60,60,2019-05-02,120.36048889160156,119.21612548828124,115.4396514892578,0.00959906555118506,0.04262692531432033
61,61,61,61,2019-05-03,122.9258270263672,123.16422271728516,115.17262268066406,-0.0019355920547249328,0.06731811923047237
62,62,62,62,2019-05-06,122.21058654785156,123.86994934082033,116.12625885009766,-0.013396007682243694,0.05239407312352928
63,63,63,63,2019-05-07,119.70247650146484,123.7555160522461,117.6521224975586,-0.03275037493334976,0.017427258942555923
64,64,64,64,2019-05-08,119.69294738769533,124.54705047607422,118.02405548095705,-0.03897405092954309,0.014140269116642568
65,65,65,65,2019-05-09,119.68340301513672,121.9531021118164,119.62619018554688,-0.01861124528508218,0.0004782634095519267
66,66,66,66,2019-05-10,121.23784637451172,120.36048889160156,119.21612548828124,0.0072894144165558394,0.01695845153455533
67,67,67,67,2019-05-13,117.63304901123048,122.9258270263672,123.16422271728516,-0.04305668013932851,-0.044908932026072934
68,68,68,68,2019-05-14,118.94908905029295,122.21058654785156,123.86994934082033,-0.026687520203346415,-0.039726021659926114
69,69,69,69,2019-05-15,120.62417602539062,119.70247650146484,123.7555160522461,0.007699920259498505,-0.025302629949306654
70,70,70,70,2019-05-16,123.40956115722656,119.69294738769533,124.54705047607422,0.031051234434831043,-0.009133008887000305
71,71,71,71,2019-05-17,122.5864028930664,119.68340301513672,121.9531021118164,0.024255659555089126,0.0051929862404758165
72,72,72,72,2019-05-20,120.81560516357422,121.23784637451172,120.36048889160156,-0.0034827508370048887,0.0037812763653903847
73,73,73,73,2019-05-21,121.46646881103516,117.63304901123048,122.9258270263672,0.03258794898225159,-0.011871860052802607
74,74,74,74,2019-05-22,122.20352172851562,118.94908905029295,122.21058654785156,0.0273598789549927,-5.780857072612555e-05
75,75,75,75,2019-05-23,120.77730560302734,120.62417602539062,119.70247650146484,0.0012694766727732176,0.00897917180142338
76,76,76,76,2019-05-24,120.83473205566406,123.40956115722656,119.69294738769533,-0.020864097379635793,0.009539281076189177
77,77,77,77,2019-05-28,120.75816345214844,122.5864028930664,119.68340301513672,-0.01491388439313912,0.008980029059466155
78,78,78,78,2019-05-29,119.59040832519533,120.81560516357422,121.23784637451172,-0.01014104789460002,-0.01358847998856183
79,79,79,79,2019-05-30,120.3465805053711,121.46646881103516,117.63304901123048,-0.009219732133699088,0.023067764688149417
80,80,80,80,2019-05-31,118.38436126708984,122.20352172851562,118.94908905029295,-0.03125245825492928,-0.004747642774837413
81,81,81,81,2019-06-03,114.70875549316406,120.77730560302734,120.62417602539062,-0.05024578151966297,-0.04904009069443427
82,82,82,82,2019-06-04,117.88663482666016,120.83473205566406,123.40956115722656,-0.02439776361357615,-0.04475282367733302
83,83,83,83,2019-06-05,120.44230651855467,120.75816345214844,122.5864028930664,-0.0026156155788086277,-0.01749049098358857
84,84,84,84,2019-06-06,122.34709167480467,119.59040832519533,120.81560516357422,0.023051040532558797,0.012676230931897736
85,85,85,85,2019-06-07,125.77381134033205,120.3465805053711,121.46646881103516,0.04509667671628392,0.035461165303140696
86,86,86,86,2019-06-10,126.92241668701172,118.38436126708984,122.20352172851562,0.07212148064607082,0.0386150488279664
87,87,87,87,2019-06-11,126.44384765625,114.70875549316406,120.77730560302734,0.1023033691947366,0.04691727493778952
88,88,88,88,2019-06-12,125.85994720458984,117.88663482666016,120.83473205566406,0.06763542270634493,0.04158750603767514
89,89,89,89,2019-06-13,126.6544189453125,120.44230651855467,120.75816345214844,0.05157749470532447,0.04882697222784871
90,90,90,90,2019-06-14,126.77884674072266,122.34709167480467,119.59040832519533,0.03622280681340162,0.06010882073401924
91,91,91,91,2019-06-17,127.1617202758789,125.77381134033205,120.3465805053711,0.011034959668919653,0.056629276393969974
92,92,92,92,2019-06-18,129.372802734375,126.92241668701172,118.38436126708984,0.01930617231632059,0.09282004269545263
93,93,93,93,2019-06-19,129.8800811767578,126.44384765625,114.70875549316406,0.027175964542375697,0.1322595264709141
94,94,94,94,2019-06-20,131.08615112304688,125.85994720458984,117.88663482666016,0.041523964013441494,0.11196787757827864
95,95,95,95,2019-06-21,131.10531616210938,126.6544189453125,120.44230651855467,0.03514206021282762,0.08853209434271347
96,96,96,96,2019-06-24,131.880615234375,126.77884674072266,122.34709167480467,0.040241480537254404,0.07792194672604214
97,97,97,97,2019-06-25,127.7169189453125,127.1617202758789,125.77381134033205,0.004366083348267713,0.015449222570846466
98,98,98,98,2019-06-26,128.19544982910156,129.372802734375,126.92241668701172,-0.009100466870851864,0.010030010263901046
99,99,99,99,2019-06-27,128.4060516357422,129.8800811767578,126.44384765625,-0.011349157835908397,0.015518382395532937
100,100,100,100,2019-06-28,128.2241973876953,131.08615112304688,125.85994720458984,-0.02183261702958328,0.018784770180002575
101,101,101,101,2019-07-01,129.8705596923828,131.10531616210938,126.6544189453125,-0.00941805035731591,0.025393040162767555
102,102,102,102,2019-07-02,130.73202514648438,131.880615234375,126.77884674072266,-0.00870931702774802,0.031181687697841465
103,103,103,103,2019-07-03,131.57435607910156,127.7169189453125,127.1617202758789,0.030203023731262935,0.034700975998511074
104,104,104,104,2019-07-05,131.19146728515625,128.19544982910156,129.372802734375,0.02337070044255629,0.014057549286578208
105,105,105,105,2019-07-08,131.09573364257812,128.4060516357422,129.8800811767578,0.0209466919399246,0.009359806791049863
106,106,106,106,2019-07-09,130.61715698242188,128.2241973876953,131.08615112304688,0.01866230901404098,-0.0035777550611335585
107,107,107,107,2019-07-10,131.94760131835938,129.8705596923828,131.10531616210938,0.015993167588530754,0.006424492773493107
108,108,108,108,2019-07-11,132.4740753173828,130.73202514648438,131.880615234375,0.013325351373900007,0.004499979636530593
109,109,109,109,2019-07-12,132.95265197753906,131.57435607910156,127.7169189453125,0.010475414355126222,0.04099482727475179
110,110,110,110,2019-07-15,132.95265197753906,131.19146728515625,128.19544982910156,0.013424536891219585,0.037108978164040574
111,111,111,111,2019-07-16,131.2106170654297,131.09573364257812,128.4060516357422,0.0008763322776375038,0.02184138047981876
112,112,112,112,2019-07-17,130.435302734375,130.61715698242188,128.2241973876953,-0.0013922692259435987,0.017244056829572196
113,113,113,113,2019-07-18,130.57887268066406,131.94760131835938,129.8705596923828,-0.010373274118055997,0.0054539919590628205
114,114,114,114,2019-07-19,130.7703094482422,132.4740753173828,130.73202514648438,-0.012861126715236315,0.000292845626118865
115,115,115,115,2019-07-22,132.5028076171875,132.95265197753906,131.57435607910156,-0.00338349294775675,0.0070564779167738845
116,116,116,116,2019-07-23,133.3259735107422,132.95265197753906,131.19146728515625,0.002807928444076513,0.016270160474281425
117,117,117,117,2019-07-24,134.6947479248047,131.2106170654297,131.09573364257812,0.026553726651842524,0.0274533288172365
118,118,118,118,2019-07-25,134.18740844726562,130.435302734375,130.61715698242188,0.0287660290905416,0.027333709807542572
119,119,119,119,2019-07-26,135.28817749023438,130.57887268066406,131.94760131835938,0.036064829730052095,0.025317445247185377
120,120,120,120,2019-07-29,134.99147033691406,130.7703094482422,132.4740753173828,0.032279199357118316,0.019002925768683676
121,121,121,121,2019-07-30,134.34060668945312,132.5028076171875,132.95265197753906,0.01386988778060605,0.010439466165357514
122,122,122,122,2019-07-31,130.435302734375,133.3259735107422,132.95265197753906,-0.021681227597668995,-0.018934178489266595
123,123,123,123,2019-08-01,132.148681640625,134.6947479248047,131.2106170654297,-0.018902491176575498,0.007149303891525349
124,124,124,124,2019-08-02,131.03831481933594,134.18740844726562,130.435302734375,-0.023467877235048062,0.0046230742162567395
125,125,125,125,2019-08-05,126.54914093017578,135.28817749023438,130.57887268066406,-0.06459571502978823,-0.030860518763576317
126,126,126,126,2019-08-06,128.9229278564453,134.99147033691406,130.7703094482422,-0.04495500690023435,-0.01412691917294917
127,127,127,127,2019-08-07,129.48768615722656,134.34060668945312,132.5028076171875,-0.0361240033956729,-0.022755151488351055
128,128,128,128,2019-08-08,132.943115234375,130.435302734375,133.3259735107422,0.019226485831884244,-0.0028715955810091343
129,129,129,129,2019-08-09,131.8135986328125,132.148681640625,134.6947479248047,-0.002535651537741046,-0.021390212583497603
130,130,130,130,2019-08-12,129.975830078125,131.03831481933594,134.18740844726562,-0.008108199061288235,-0.031385794076168705
131,131,131,131,2019-08-13,132.66552734375,126.54914093017578,135.28817749023438,0.04833210536726584,-0.01938565656761615
132,132,132,132,2019-08-14,128.67037963867188,128.9229278564453,134.99147033691406,-0.0019589084887573494,-0.046825852644362675
133,133,133,133,2019-08-15,128.38223266601562,129.48768615722656,134.34060668945312,-0.008537132170766237,-0.044352740174913086
134,134,134,134,2019-08-16,130.7351531982422,132.943115234375,130.435302734375,-0.01660832177913263,0.0022988443893736665
135,135,135,135,2019-08-19,132.92483520507812,131.8135986328125,132.148681640625,0.008430363663472606,0.005873335661144674
136,136,136,136,2019-08-20,131.82037353515625,129.975830078125,131.03831481933594,0.014191434329925423,0.0059681682941248315
137,137,137,137,2019-08-21,133.2897491455078,132.66552734375,126.54914093017578,0.004705229868346983,0.05326474890138688
138,138,138,138,2019-08-22,132.31979370117188,128.67037963867188,128.9229278564453,0.02836250326414036,0.026348035226976485
139,139,139,139,2019-08-23,128.10377502441406,128.38223266601562,129.48768615722656,-0.002168973352613124,-0.01068758871119313
140,140,140,140,2019-08-26,130.0821075439453,130.7351531982422,132.943115234375,-0.004995180242812092,-0.02152054046112739
141,141,141,141,2019-08-27,130.36062622070312,132.92483520507812,131.8135986328125,-0.01929066889884723,-0.011022932589503598
142,142,142,142,2019-08-28,130.18775939941406,131.82037353515625,129.975830078125,-0.012385142690456541,0.0016305287003104407
143,143,143,143,2019-08-29,132.64630126953125,133.2897491455078,132.66552734375,-0.004827437069253815,-0.00014492140199262593
144,144,144,144,2019-08-30,132.39662170410156,132.31979370117188,128.67037963867188,0.0005806236601546555,0.028959594864751415
145,145,145,145,2019-09-03,130.64877319335938,128.10377502441406,128.38223266601562,0.019866691426230654,0.01765462774930948
146,146,146,146,2019-09-04,132.1757354736328,130.0821075439453,130.7351531982422,0.01609466489447997,0.01101908889957226
147,147,147,147,2019-09-05,134.4998321533203,130.36062622070312,132.92483520507812,0.03175196416753501,0.011848778641043722
148,148,148,148,2019-09-06,133.5874786376953,130.18775939941406,131.82037353515625,0.026113969961269357,0.0134054020266281
149,149,149,149,2019-09-09,132.0701141357422,132.64630126953125,133.2897491455078,-0.004343785904880049,-0.00915025362103572
150,150,150,150,2019-09-10,130.68716430664062,132.39662170410156,132.31979370117188,-0.012911639099685401,-0.012338512242683342
151,151,151,151,2019-09-11,130.7255859375,130.64877319335938,128.10377502441406,0.0005879331452041114,0.02046630485780976
152,152,152,152,2019-09-12,132.0701141357422,132.1757354736328,130.0821075439453,-0.0007990977883508554,0.015282705895007576
153,153,153,153,2019-09-13,131.87802124023438,134.4998321533203,130.36062622070312,-0.019493042267125338,0.011639979520827737
154,154,154,154,2019-09-16,130.92726135253906,133.5874786376953,130.18775939941406,-0.019913672391190684,0.005680272527436525
155,155,155,155,2019-09-17,131.9452362060547,132.0701141357422,132.64630126953125,-0.0009455426801490141,-0.005285221350062597
156,156,156,156,2019-09-18,133.03045654296875,130.68716430664062,132.39662170410156,0.017930546192202135,0.0047873943512226624
157,157,157,157,2019-09-19,135.4794158935547,130.7255859375,130.64877319335938,0.036364954281616235,0.03697426758876632
158,158,158,158,2019-09-20,133.9140167236328,132.0701141357422,132.1757354736328,0.013961543078515604,0.013151288651968684
159,159,159,159,2019-09-23,133.62586975097656,131.87802124023438,134.4998321533203,0.013253523932985178,-0.006497869836354142
160,160,160,160,2019-09-24,131.9356689453125,130.92726135253906,133.5874786376953,0.007702044496739058,-0.01236500388530204
161,161,161,161,2019-09-25,133.837158203125,131.9452362060547,132.0701141357422,0.014338691198489073,0.013379590673834318
162,162,162,162,2019-09-26,134.0100555419922,133.03045654296875,130.68716430664062,0.007363719741178443,0.02542630145034619
163,163,163,163,2019-09-27,132.2717742919922,135.4794158935547,130.7255859375,-0.02367622845438544,0.011827740861926062
164,164,164,164,2019-09-30,133.520263671875,133.9140167236328,132.0701141357422,-0.002940342328543788,0.01098014903388611
165,165,165,165,2019-10-01,131.63792419433594,133.62586975097656,131.87802124023438,-0.014876951299515051,-0.00182059939662782
166,166,166,166,2019-10-02,129.31382751464844,131.9356689453125,130.92726135253906,-0.01987211988708537,-0.01232313134196128
167,167,167,167,2019-10-03,130.8792266845703,133.837158203125,131.9452362060547,-0.022100973737543272,-0.008079181576662764
168,168,168,168,2019-10-04,132.64630126953125,134.0100555419922,133.03045654296875,-0.010176507031098181,-0.002887724235640876
169,169,169,169,2019-10-07,131.68594360351562,132.2717742919922,135.4794158935547,-0.004428992440846269,-0.028000359058379498
170,170,170,170,2019-10-08,130.2934112548828,133.520263671875,133.9140167236328,-0.024167510820096605,-0.02703679239360046
171,171,171,171,2019-10-09,132.7615509033203,131.63792419433594,133.62586975097656,0.008535737067120408,-0.006468199977047728
172,172,172,172,2019-10-10,133.5874786376953,129.31382751464844,131.9356689453125,0.033048678592107805,0.012519811401930259
173,173,173,173,2019-10-11,134.1444854736328,130.8792266845703,133.837158203125,0.02494864060384505,0.0022962776155286413
174,174,174,174,2019-10-14,134.01963806152344,132.64630126953125,134.0100555419922,0.010353374190220643,7.150597388005941e-05
175,175,175,175,2019-10-15,135.95957946777344,131.68594360351562,132.2717742919922,0.03245324252013582,0.027880514913486865
176,176,176,176,2019-10-16,134.84555053710938,130.2934112548828,133.520263671875,0.034937601513261196,0.009925735830564664
177,177,177,177,2019-10-17,134.1540985107422,132.7615509033203,131.63792419433594,0.010489088127902058,0.019114357293356088
178,178,178,178,2019-10-18,131.96446228027344,133.5874786376953,129.31382751464844,-0.012149464710114688,0.02049769012772229
179,179,179,179,2019-10-21,132.9440155029297,134.1444854736328,130.8792266845703,-0.008949081778982904,0.01577629139982384
180,180,180,180,2019-10-22,130.96563720703125,134.01963806152344,132.64630126953125,-0.022787711552318957,-0.01267026706673835
181,181,181,181,2019-10-23,131.80120849609375,135.95957946777344,131.68594360351562,-0.030585347409561203,0.0008753014135294279
182,182,182,182,2019-10-24,134.3942108154297,134.84555053710938,130.2934112548828,-0.0033470864991980154,0.031473575839723766
183,183,183,183,2019-10-25,135.15286254882812,134.1540985107422,132.7615509033203,0.007444901416902683,0.018012079771870138
184,184,184,184,2019-10-28,138.4757537841797,131.96446228027344,133.5874786376953,0.04934124984404664,0.0365923153601988
185,185,185,185,2019-10-29,137.16966247558594,132.9440155029297,134.1444854736328,0.03178516127010722,0.022551631483559875
186,186,186,186,2019-10-30,138.8791046142578,130.96563720703125,134.01963806152344,0.06042399805009091,0.03625936185936851
187,187,187,187,2019-10-31,137.68826293945312,131.80120849609375,135.95957946777344,0.044666164373855954,0.012714686809467857
188,188,188,188,2019-11-01,138.02438354492188,134.3942108154297,134.84555053710938,0.027011377256998648,0.023573881341659053
189,189,189,189,2019-11-04,138.82151794433594,135.15286254882812,134.1540985107422,0.027144489035016983,0.034791478496797534
190,190,190,190,2019-11-05,138.7350616455078,138.4757537841797,131.96446228027344,0.0018725867470796853,0.05130623236166865
191,191,191,191,2019-11-06,138.35093688964844,137.16966247558594,132.9440155029297,0.00861177604977148,0.040670664010442836
192,192,192,192,2019-11-07,138.54296875,138.8791046142578,130.96563720703125,-0.0024203487284242264,0.057857402174819716
193,193,193,193,2019-11-08,140.17562866210938,137.68826293945312,131.80120849609375,0.01806519793012451,0.06353826540417362
194,194,194,194,2019-11-11,140.3196563720703,138.02438354492188,134.3942108154297,0.016629473490105573,0.04409003572913073
195,195,195,195,2019-11-12,141.2416229248047,138.82151794433594,135.15286254882812,0.017433212201577897,0.04505091687404561
196,196,196,196,2019-11-13,141.4721221923828,138.7350616455078,138.4757537841797,0.019728686565683384,0.021638216989763315
197,197,197,197,2019-11-14,142.19239807128906,138.35093688964844,137.16966247558594,0.027766065543196605,0.03661695673120935
198,198,198,198,2019-11-15,144.02671813964844,138.54296875,138.8791046142578,0.039581578474356505,0.0370654285228027
199,199,199,199,2019-11-18,144.3820343017578,140.17562866210938,137.68826293945312,0.030008109682089668,0.04861541005312997
200,200,200,200,2019-11-19,144.43006896972656,140.3196563720703,138.02438354492188,0.029293205983608628,0.04640981006605882
201,201,201,201,2019-11-20,144.1794891357422,141.2416229248047,138.82151794433594,0.020800286417705482,0.03859611442625677
202,202,202,202,2019-11-21,144.04461669921875,141.4721221923828,138.7350616455078,0.018183755689602954,0.03827118387187345
203,203,203,203,2019-11-22,144.1505889892578,142.19239807128906,138.35093688964844,0.013771417772889594,0.04191986140459103
204,204,204,204,2019-11-25,145.73098754882812,144.02671813964844,138.54296875,0.011833008702782699,0.051882956339696085
205,205,205,205,2019-11-26,146.5018768310547,144.3820343017578,140.17562866210938,0.014682176626396704,0.04513087067506305
206,206,206,206,2019-11-27,146.78134155273438,144.43006896972656,140.3196563720703,0.016279661152143188,0.046049750603224915
207,207,207,207,2019-11-29,145.87551879882812,144.1794891357422,141.2416229248047,0.011763321352104006,0.032808288223156845
208,208,208,208,2019-12-02,144.11204528808594,144.04461669921875,141.4721221923828,0.0004681090512947961,0.018660376721522542
209,209,209,209,2019-12-03,143.88079833984375,144.1505889892578,142.19239807128906,-0.0018715889494851368,0.011874054390082156
210,210,210,210,2019-12-04,144.40118408203125,145.73098754882812,144.02671813964844,-0.009125056305209767,0.0025999755268999447
211,211,211,211,2019-12-05,144.47824096679688,146.5018768310547,144.3820343017578,-0.013813037129834616,0.0006663340456749545
212,212,212,212,2019-12-06,146.23208618164062,146.78134155273438,144.43006896972656,-0.0037419972135656066,0.012476745491908359
213,213,213,213,2019-12-09,145.85623168945312,145.87551879882812,144.1794891357422,-0.00013221621786718707,0.011629549832378183
214,214,214,214,2019-12-10,145.6345977783203,144.11204528808594,144.04461669921875,0.010565060590117525,0.011038115241901902
215,215,215,215,2019-12-11,146.18386840820312,143.88079833984375,144.1505889892578,0.01600679239296099,0.014105245307716618
216,216,216,216,2019-12-12,147.66790771484375,144.40118408203125,145.73098754882812,0.02262255433415805,0.013291065946881453
217,217,217,217,2019-12-13,148.91098022460938,144.47824096679688,146.5018768310547,0.030681016242654957,0.01644418109627943
218,218,218,218,2019-12-16,149.8746337890625,146.23208618164062,146.78134155273438,0.0249093595156491,0.02107415154818426
219,219,219,219,2019-12-17,149.06515502929688,145.85623168945312,145.87551879882812,0.022000591285506133,0.021865466232668274
220,220,220,220,2019-12-18,148.7567901611328,145.6345977783203,144.11204528808594,0.021438534733106307,0.03223009474164251
221,221,221,221,2019-12-19,150.04806518554688,146.18386840820312,143.88079833984375,0.026433811195592183,0.042863724116515955
222,222,222,222,2019-12-20,151.68624877929688,147.66790771484375,144.40118408203125,0.027212013271108226,0.05045017285403386
223,223,223,223,2019-12-23,151.68624877929688,148.91098022460938,144.47824096679688,0.01863709815422232,0.049889919508062874
224,224,224,224,2019-12-24,151.65733337402344,149.8746337890625,146.23208618164062,0.011894605110227996,0.0371002516208645
225,225,225,225,2019-12-26,152.90045166015625,149.06515502929688,145.85623168945312,0.025728995016344403,0.048295639405391944
226,226,226,226,2019-12-27,153.17991638183594,148.7567901611328,145.6345977783203,0.02973394502470783,0.05180993197097883
227,227,227,227,2019-12-30,151.8596954345703,150.04806518554688,146.18386840820312,0.012073666173457287,0.03882663038111733
228,228,228,228,2019-12-31,151.96568298339844,151.68624877929688,147.66790771484375,0.0018421854739656407,0.02910432832063936
229,229,229,229,2020-01-02,154.779541015625,151.68624877929688,148.91098022460938,0.020392700467059877,0.03940985938151642
230,230,230,230,2020-01-03,152.8522491455078,151.65733337402344,149.8746337890625,0.007879050388795994,0.0198673736920425
231,231,231,231,2020-01-06,153.24734497070312,152.90045166015625,149.06515502929688,0.0022687526869960006,0.02805612042991723
232,232,232,232,2020-01-07,151.85006713867188,153.17991638183594,148.7567901611328,-0.008681616197316,0.020794190128655243
233,233,233,233,2020-01-08,154.268798828125,151.8596954345703,150.04806518554688,0.01586400780444519,0.02812921071230634
234,234,234,234,2020-01-09,156.19607543945312,151.96568298339844,151.68624877929688,0.027837814255188276,0.02973128214620191
235,235,235,235,2020-01-10,155.47337341308594,154.779541015625,151.68624877929688,0.004482713883942058,0.024966828992516676
236,236,236,236,2020-01-13,157.3428192138672,152.8522491455078,151.65733337402344,0.029378501745725538,0.03748902683012356
237,237,237,237,2020-01-14,156.234619140625,153.24734497070312,152.90045166015625,0.01949315448494704,0.02180613231855877
238,238,238,238,2020-01-15,157.24644470214844,151.85006713867188,153.17991638183594,0.03553753821227157,0.02654739874759926
239,239,239,239,2020-01-16,160.1277313232422,154.268798828125,151.8596954345703,0.037978726350522685,0.054445228966195414
240,240,240,240,2020-01-17,161.02391052246094,156.19607543945312,151.96568298339844,0.030908811693410643,0.05960705970736879
241,241,241,241,2020-01-21,160.44573974609375,155.47337341308594,154.779541015625,0.03198210872929641,0.036608189256077006
242,242,242,242,2020-01-22,159.6748046875,157.3428192138672,152.8522491455078,0.014821047984802327,0.0446349699146229
243,243,243,243,2020-01-23,160.65769958496094,156.234619140625,153.24734497070312,0.028310501658757037,0.048355517126084546
244,244,244,244,2020-01-24,159.03880310058594,157.24644470214844,151.85006713867188,0.011398403326908557,0.04734101273296898
