,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,OTIS,OTIS_6m,OTIS_12m,OTIS_6m_ret,OTIS_12m_ret
22,22,22,22,2020-04-21,43.59387969970703,43.68886566162109,41.78934860229492,-0.002174145757176227,0.04318160387197345
23,23,23,23,2020-04-22,44.68610763549805,43.58439254760742,44.94254302978516,0.025277743327206226,-0.005705849669369378
24,24,24,24,2020-04-23,45.08500289916992,42.31171417236328,43.63188552856445,0.0655442300330642,0.03330402417869749
25,25,25,25,2020-04-24,45.44590377807617,43.32795333862305,42.055274963378906,0.0488818482354938,0.08062315173660783
26,26,26,26,2020-04-27,45.797325134277344,43.831321716308594,41.87482833862305,0.04485384745395993,0.0936719492659126
27,27,27,27,2020-04-28,47.35493087768555,43.1095085144043,46.67109680175781,0.09847995278959676,0.014652196386822025
28,28,28,28,2020-04-29,48.58012008666992,43.59387969970703,43.68886566162109,0.11437936750090172,0.11195654432716484
29,29,29,29,2020-04-30,48.352169036865234,44.68610763549805,43.58439254760742,0.08204029384861711,0.10939183066621716
30,30,30,30,2020-05-01,47.21245574951172,45.08500289916992,42.31171417236328,0.047187594843893566,0.11582469944811291
31,31,31,31,2020-05-04,47.04151153564453,45.44590377807617,43.32795333862305,0.035110045678926616,0.0857081378388389
32,32,32,32,2020-05-05,45.67385482788086,45.797325134277344,43.831321716308594,-0.002696015674157226,0.04203690510402058
33,33,33,33,2020-05-06,45.88280487060547,47.35493087768555,43.1095085144043,-0.03108706907169767,0.06433143062335134
34,34,34,34,2020-05-07,49.20695495605469,48.58012008666992,43.59387969970703,0.012903114859873721,0.12875833247723945
35,35,35,35,2020-05-08,50.28968048095703,48.352169036865234,44.68610763549805,0.040070827900493544,0.12539854424482444
36,36,36,36,2020-05-11,49.20695495605469,47.21245574951172,45.08500289916992,0.04224519091158685,0.09142623470831923
37,37,37,37,2020-05-12,47.221961975097656,47.04151153564453,45.44590377807617,0.00383598301930399,0.039080710237261895
38,38,38,38,2020-05-13,45.78782653808594,45.67385482788086,45.797325134277344,0.0024953381017340792,-0.00020740504305782892
39,39,39,39,2020-05-14,45.58838272094727,45.88280487060547,47.35493087768555,-0.006416829801240365,-0.03730441844168553
40,40,40,40,2020-05-15,46.43365478515625,49.20695495605469,48.58012008666992,-0.05635992256328792,-0.04418402625774176
41,41,41,41,2020-05-18,49.51088333129883,50.28968048095703,48.352169036865234,-0.015486221869178696,0.023964060299966228
42,42,42,42,2020-05-19,49.68183517456055,49.20695495605469,47.21245574951172,0.009650672733762189,0.052303558157412056
43,43,43,43,2020-05-20,50.50812149047852,47.221961975097656,47.04151153564453,0.06958964384228272,0.07369257155368514
44,44,44,44,2020-05-21,49.60245132446289,45.78782653808594,45.67385482788086,0.0833108945060752,0.08601412145715992
45,45,45,45,2020-05-22,49.2973747253418,45.58838272094727,45.88280487060547,0.08135827118715255,0.0744193792067811
46,46,46,46,2020-05-26,48.51562881469727,46.43365478515625,49.20695495605469,0.044837608393612394,-0.01404935830666254
47,47,47,47,2020-05-27,49.93613052368164,49.51088333129883,50.28968048095703,0.008588963956415396,-0.007030268514218729
48,48,48,48,2020-05-28,48.582366943359375,49.68183517456055,49.20695495605469,-0.022130185556514026,-0.012693084001095256
49,49,49,49,2020-05-29,50.19351959228516,50.50812149047852,47.221961975097656,-0.006228738842577353,0.06292744928206395
50,50,50,50,2020-06-01,51.55679702758789,49.60245132446289,45.78782653808594,0.03940018388085509,0.1259935429497483
51,51,51,51,2020-06-02,51.62353515625,49.2973747253418,45.58838272094727,0.04718629427770349,0.1323835607910182
52,52,52,52,2020-06-03,52.88195037841797,48.51562881469727,46.43365478515625,0.08999824737710016,0.13887116194271854
53,53,53,53,2020-06-04,52.81521224975586,49.93613052368164,49.51088333129883,0.057655282775841865,0.06673944587791603
54,54,54,54,2020-06-05,55.83730697631836,48.582366943359375,49.68183517456055,0.1493327824355961,0.12389783469411175
55,55,55,55,2020-06-08,58.40180587768555,50.19351959228516,50.50812149047852,0.16353278973212326,0.15628544785010656
56,56,56,56,2020-06-09,57.82026290893555,51.55679702758789,49.60245132446289,0.12148671450625792,0.1656734972777405
57,57,57,57,2020-06-10,56.27585220336914,51.62353515625,49.2973747253418,0.09012007862378812,0.14155880545176358
58,58,58,58,2020-06-11,53.62554931640625,52.88195037841797,48.51562881469727,0.014061488516727616,0.10532524521584641
59,59,59,59,2020-06-12,53.42535400390625,52.81521224975586,49.93613052368164,0.011552386673466586,0.06987372556970328
60,60,60,60,2020-06-15,54.97930145263672,55.83730697631836,48.582366943359375,-0.015366169504656413,0.13167194008343253
61,61,61,61,2020-06-16,55.15090560913086,58.40180587768555,50.19351959228516,-0.05566437920367129,0.09876545930856895
62,62,62,62,2020-06-17,54.09270095825195,57.82026290893555,51.55679702758789,-0.06446809065109826,0.04918660733146596
63,63,63,63,2020-06-18,54.80770111083984,56.27585220336914,51.62353515625,-0.026088473742231666,0.06168050957673188
64,64,64,64,2020-06-19,54.34056854248047,53.62554931640625,52.88195037841797,0.013333555277082576,0.02758253342822603
65,65,65,65,2020-06-22,54.39776992797852,53.42535400390625,52.81521224975586,0.018201394117129732,0.029964050333433523
66,66,66,66,2020-06-23,54.14989471435547,54.97930145263672,55.83730697631836,-0.015085799862258442,-0.03022015840911796
67,67,67,67,2020-06-24,52.94868850708008,55.15090560913086,58.40180587768555,-0.0399307514124696,-0.09337241012762965
68,68,68,68,2020-06-25,53.5778923034668,54.09270095825195,57.82026290893555,-0.009517155654373388,-0.0733716934520049
69,69,69,69,2020-06-26,53.18701934814453,54.80770111083984,56.27585220336914,-0.02957032916629243,-0.054887358152520105
70,70,70,70,2020-06-29,53.93062973022461,54.34056854248047,53.62554931640625,-0.0075438815465354025,0.005689086968942769
71,71,71,71,2020-06-30,54.20709609985352,54.39776992797852,53.42535400390625,-0.003505177296375339,0.014632417707332701
72,72,72,72,2020-07-01,53.17748260498047,54.14989471435547,54.97930145263672,-0.01795778393484504,-0.032772676262692646
73,73,73,73,2020-07-02,53.863887786865234,52.94868850708008,55.15090560913086,0.01728464491925563,-0.023336295352737513
74,74,74,74,2020-07-06,54.20709609985352,53.5778923034668,54.09270095825195,0.011743720578310413,0.002114798107231808
75,75,75,75,2020-07-07,54.16896057128906,53.18701934814453,54.80770111083984,0.018462046476360516,-0.011654211481321286
76,76,76,76,2020-07-08,54.26429748535156,53.93062973022461,54.34056854248047,0.0061869805117433785,-0.0014035748829032135
77,77,77,77,2020-07-09,53.49208450317383,54.20709609985352,54.39776992797852,-0.013190368939199226,-0.016649311653838095
78,78,78,78,2020-07-10,54.32149505615234,53.17748260498047,54.14989471435547,0.02151309906243526,0.0031689875428579928
79,79,79,79,2020-07-13,54.23569107055664,53.863887786865234,52.94868850708008,0.006902644776823452,0.024306599460050204
80,80,80,80,2020-07-14,54.69329833984375,54.20709609985352,53.5778923034668,0.008969346727126126,0.0208184008071699
81,81,81,81,2020-07-15,55.48457717895508,54.16896057128906,53.18701934814453,0.024287278060922013,0.043197717393627544
82,82,82,82,2020-07-16,55.59897232055664,54.26429748535156,53.93062973022461,0.024595818928004443,0.030934973292126022
83,83,83,83,2020-07-17,55.81825256347656,53.49208450317383,54.20709609985352,0.04348621075263415,0.029722242649840025
84,84,84,84,2020-07-20,55.82778549194336,54.32149505615234,53.17748260498047,0.027729178555081502,0.04983881818269209
85,85,85,85,2020-07-21,55.713375091552734,54.23569107055664,53.863887786865234,0.027245601408005138,0.034336312893078924
86,86,86,86,2020-07-22,55.75150680541992,54.69329833984375,54.20709609985352,0.019348046245096784,0.02849093230748756
87,87,87,87,2020-07-23,56.30445098876953,55.48457717895508,54.16896057128906,0.014776607329458402,0.039422768961387966
88,88,88,88,2020-07-24,55.41784286499024,55.59897232055664,54.26429748535156,-0.003257784236048389,0.02125790682077988
89,89,89,89,2020-07-27,55.59897232055664,55.81825256347656,53.49208450317383,-0.0039284684283256155,0.03938690811829937
90,90,90,90,2020-07-28,57.46753692626953,55.82778549194336,54.32149505615234,0.029371600895092165,0.05791522981584207
91,91,91,91,2020-07-29,61.29996871948242,55.713375091552734,54.23569107055664,0.10027383224852815,0.13025145452163
92,92,92,92,2020-07-30,60.43242645263672,55.75150680541992,54.69329833984375,0.08396041498131734,0.10493293121823011
93,93,93,93,2020-07-31,59.81275939941406,56.30445098876953,55.48457717895508,0.06230961050209505,0.07800694247879458
94,94,94,94,2020-08-03,60.26082611083984,55.41784286499024,55.59897232055664,0.08739032404505775,0.08384784098895226
95,95,95,95,2020-08-04,59.68881607055664,55.59897232055664,55.81825256347656,0.07355970046388527,0.06934225507469027
96,96,96,96,2020-08-05,60.14643096923828,57.46753692626953,55.82778549194336,0.04661577972979347,0.07735656070252261
97,97,97,97,2020-08-06,60.51822662353516,61.29996871948242,55.713375091552734,-0.012752732379434417,0.086242334521768
98,98,98,98,2020-08-07,61.40484237670898,60.43242645263672,55.75150680541992,0.01609096276871136,0.10140238166153859
99,99,99,99,2020-08-10,62.1675033569336,59.81275939941406,56.30445098876953,0.03936858926362463,0.10413124122875317
100,100,100,100,2020-08-11,61.36670684814453,60.26082611083984,55.41784286499024,0.01835156948015637,0.10734564312882044
101,101,101,101,2020-08-12,61.87197113037109,59.68881607055664,55.59897232055664,0.036575613381806704,0.11282580501034056
102,102,102,102,2020-08-13,61.01397705078125,60.14643096923828,57.46753692626953,0.014423899599074641,0.06171206065542312
103,103,103,103,2020-08-14,61.08070373535156,60.51822662353516,61.29996871948242,0.009294342270063316,-0.0035769183689839945
104,104,104,104,2020-08-17,60.975833892822266,61.40484237670898,60.43242645263672,-0.00698655785572766,0.008991984470645642
105,105,105,105,2020-08-18,60.489627838134766,62.1675033569336,59.81275939941406,-0.026989591477806996,0.011316455644534873
106,106,106,106,2020-08-19,59.98435974121094,61.36670684814453,60.26082611083984,-0.022526010893077486,-0.004587829066936222
107,107,107,107,2020-08-20,60.22345733642578,61.87197113037109,59.68881607055664,-0.026643951434353164,0.008957143080827068
108,108,108,108,2020-08-21,60.85466003417969,61.01397705078125,60.14643096923828,-0.002611156071156695,0.01177508047491016
109,109,109,109,2020-08-24,61.01725387573242,61.08070373535156,60.51822662353516,-0.001038787304973643,0.00824590012033144
110,110,110,110,2020-08-25,61.48588180541992,60.975833892822266,61.40484237670898,0.008364755019081294,0.0013197563184639272
111,111,111,111,2020-08-26,61.38067626953125,60.489627838134766,62.1675033569336,0.014730598670252393,-0.012656565647888418
112,112,112,112,2020-08-27,60.472110748291016,59.98435974121094,61.36670684814453,0.008131303046066796,-0.014577873668001229
113,113,113,113,2020-08-28,60.81641006469727,60.22345733642578,61.87197113037109,0.009845876581928703,-0.017060407909902042
114,114,114,114,2020-08-31,60.1565055847168,60.85466003417969,61.01397705078125,-0.011472489519631979,-0.014053689130128166
115,115,115,115,2020-09-01,61.25635147094727,61.01725387573242,61.08070373535156,0.003918524352174213,0.002875666533849186
116,116,116,116,2020-09-02,62.490081787109375,61.48588180541992,60.975833892822266,0.01633220427524118,0.02483357418200649
117,117,117,117,2020-09-03,59.15229797363281,61.38067626953125,60.489627838134766,-0.03630423174409669,-0.02210841614169845
118,118,118,118,2020-09-04,58.80800628662109,60.472110748291016,59.98435974121094,-0.02751854435173584,-0.01961100292917961
119,119,119,119,2020-09-08,57.98551940917969,60.81641006469727,60.22345733642578,-0.04654813811775549,-0.037160568758852874
120,120,120,120,2020-09-09,59.37227630615234,60.1565055847168,60.85466003417969,-0.013036483268797139,-0.024359411870754855
121,121,121,121,2020-09-10,57.287357330322266,61.25635147094727,61.01725387573242,-0.06479318544636836,-0.061128554769220744
122,122,122,122,2020-09-11,57.51689147949219,62.490081787109375,61.48588180541992,-0.07958367416704315,-0.06455124671527235
123,123,123,123,2020-09-14,57.37342834472656,59.15229797363281,61.38067626953125,-0.03007270536977591,-0.06528517064895623
124,124,124,124,2020-09-15,57.66990661621094,58.80800628662109,60.472110748291016,-0.01935280146827678,-0.046338784894477514
125,125,125,125,2020-09-16,57.18215560913086,57.98551940917969,60.81641006469727,-0.013854559004289002,-0.05975779319595231
126,126,126,126,2020-09-17,58.377628326416016,59.37227630615234,60.1565055847168,-0.016752734468313712,-0.02957082099450803
127,127,127,127,2020-09-18,58.22461318969727,57.287357330322266,61.25635147094727,0.016360605603968237,-0.049492635595312806
128,128,128,128,2020-09-21,56.818729400634766,57.51689147949219,62.490081787109375,-0.012138383367021,-0.09075604038726848
129,129,129,129,2020-09-22,58.32981872558594,57.37342834472656,59.15229797363281,0.016669570016156765,-0.013904434421355805
130,130,130,130,2020-09-23,57.77511215209961,57.66990661621094,58.80800628662109,0.0018242709597018347,-0.017563835262282335
131,131,131,131,2020-09-24,59.37227630615234,57.18215560913086,57.98551940917969,0.03830077187002301,0.02391557256195087
132,132,132,132,2020-09-25,58.86539459228516,58.377628326416016,59.37227630615234,0.008355362830805957,-0.008537346812398483
133,133,133,133,2020-09-28,59.78351211547852,58.22461318969727,57.287357330322266,0.02677388204713904,0.04357252457576788
134,134,134,134,2020-09-29,59.68787384033203,56.818729400634766,57.51689147949219,0.05049645548154791,0.037745126779216154
135,135,135,135,2020-09-30,59.69744110107422,58.32981872558594,57.37342834472656,0.023446367661835055,0.04050677854535545
136,136,136,136,2020-10-01,59.64962387084961,57.77511215209961,57.66990661621094,0.03244496893082838,0.03432842830513927
137,137,137,137,2020-10-02,60.40516662597656,59.37227630615234,57.18215560913086,0.017396845532722027,0.05636393001475182
138,138,138,138,2020-10-05,61.72497177124024,58.86539459228516,58.377628326416016,0.048578238517912764,0.05733949015721729
139,139,139,139,2020-10-06,61.04594421386719,59.78351211547852,58.22461318969727,0.021116726898716465,0.04845598570106335
140,140,140,140,2020-10-07,62.212738037109375,59.68787384033203,56.818729400634766,0.042301124739867246,0.0949336370836611
141,141,141,141,2020-10-08,61.88755416870117,59.69744110107422,58.32981872558594,0.03668688351178839,0.060993425332807716
142,142,142,142,2020-10-09,62.49964141845703,59.64962387084961,57.77511215209961,0.04777930459005297,0.08177447157384243
143,143,143,143,2020-10-12,62.82481002807617,60.40516662597656,59.37227630615234,0.040056894753421224,0.058150603896689024
144,144,144,144,2020-10-13,62.28923797607422,61.72497177124024,58.86539459228516,0.009141619487898822,0.05816394177773465
145,145,145,145,2020-10-14,62.74831008911133,61.04594421386719,59.78351211547852,0.0278866335375223,0.04959223486077513
146,146,146,146,2020-10-15,62.35618591308594,62.212738037109375,59.68787384033203,0.002305763747144418,0.04470442488690041
147,147,147,147,2020-10-16,62.19359970092773,61.88755416870117,59.69744110107422,0.004945187062850964,0.04181349407635815
148,148,148,148,2020-10-19,61.552825927734375,62.49964141845703,59.64962387084961,-0.015149134766764383,0.031906354698991723
149,149,149,149,2020-10-20,61.58151626586914,62.82481002807617,60.40516662597656,-0.019789853111396694,0.019474321578755616
150,150,150,150,2020-10-21,60.94074630737305,62.28923797607422,61.72497177124024,-0.02164887085661793,-0.012705157108432896
151,151,151,151,2020-10-22,60.4816780090332,62.74831008911133,61.04594421386719,-0.036122599586493886,-0.009243303746062859
152,152,152,152,2020-10-23,60.68251419067383,62.35618591308594,62.212738037109375,-0.02684050824957329,-0.02459663237330567
153,153,153,153,2020-10-26,60.45298004150391,62.19359970092773,61.88755416870117,-0.02798711873559312,-0.023180333210239823
154,154,154,154,2020-10-27,59.26707077026367,61.552825927734375,62.49964141845703,-0.037134853242226096,-0.05172142711268002
155,155,155,155,2020-10-28,56.41704940795898,61.58151626586914,62.82481002807617,-0.0838639119506791,-0.10199411056322483
156,156,156,156,2020-10-29,58.13854217529297,60.94074630737305,62.28923797607422,-0.045982438710978624,-0.06663584169027026
157,157,157,157,2020-10-30,58.60716247558594,60.4816780090332,62.74831008911133,-0.030993113867761712,-0.06599616161207189
158,158,158,158,2020-11-02,59.429649353027344,60.68251419067383,62.35618591308594,-0.020646224935733426,-0.046932578014596604
159,159,159,159,2020-11-03,59.97478866577149,60.45298004150391,62.19359970092773,-0.007910137356406888,-0.03567587413859141
160,160,160,160,2020-11-04,59.58267593383789,59.26707077026367,61.552825927734375,0.0053251351799989965,-0.03200746617563133
161,161,161,161,2020-11-05,59.89828872680664,56.41704940795898,61.58151626586914,0.061705448182416855,-0.027333324041509677
162,162,162,162,2020-11-06,60.80685043334961,58.13854217529297,60.94074630737305,0.04589568568835878,-0.0021971485768831345
163,163,163,163,2020-11-09,60.7303352355957,58.60716247558594,60.4816780090332,0.036227189140819016,0.004111281874906947
164,164,164,164,2020-11-10,62.87262725830078,59.429649353027344,60.68251419067383,0.05793367355781065,0.03609133696644928
165,165,165,165,2020-11-11,63.23606872558594,59.97478866577149,60.45298004150391,0.054377516492621014,0.04603724551165711
166,166,166,166,2020-11-12,63.111724853515625,59.58267593383789,59.26707077026367,0.059229446552492515,0.06486998654202014
167,167,167,167,2020-11-13,62.71004867553711,59.89828872680664,56.41704940795898,0.04694224173172579,0.11154428197888633
168,168,168,168,2020-11-16,64.45065307617188,60.80685043334961,58.13854217529297,0.05992421276310367,0.1085701612855603
169,169,169,169,2020-11-17,64.26895904541016,60.7303352355957,58.60716247558594,0.0582678128827514,0.09660588110169566
170,170,170,170,2020-11-18,63.72381210327149,62.87262725830078,59.429649353027344,0.013538242031365666,0.07225623568356809
171,171,171,171,2020-11-19,63.46482849121094,63.23606872558594,59.97478866577149,0.003617551979989475,0.05819178196506525
172,172,172,172,2020-11-20,63.6182975769043,63.111724853515625,59.58267593383789,0.008026602419193063,0.06773146019067133
173,173,173,173,2020-11-23,64.51040649414062,62.71004867553711,59.89828872680664,0.028709239693284205,0.07699915749462627
174,174,174,174,2020-11-24,64.654296875,64.45065307617188,60.80685043334961,0.0031596855750624098,0.0632732400088305
175,175,175,175,2020-11-25,64.6351089477539,64.26895904541016,60.7303352355957,0.0056971500360700755,0.06429692339108817
176,176,176,176,2020-11-27,64.59674835205078,63.72381210327149,62.87262725830078,0.013698744942700625,0.02742244389862636
177,177,177,177,2020-11-30,64.21305084228516,63.46482849121094,63.23606872558594,0.011789559175722664,0.015449760498851495
178,178,178,178,2020-12-01,64.10751342773438,63.6182975769043,63.111724853515625,0.007689860770617063,0.015778186644874737
179,179,179,179,2020-12-02,63.013954162597656,64.51040649414062,62.71004867553711,-0.02319706870361904,0.004846200784071497
180,180,180,180,2020-12-03,62.82210540771485,64.654296875,64.45065307617188,-0.028338278441530917,-0.02526813291608232
181,181,181,181,2020-12-04,62.505558013916016,64.6351089477539,64.26895904541016,-0.0329472784761492,-0.027437834028837815
182,182,182,182,2020-12-07,62.20817565917969,64.59674835205078,63.72381210327149,-0.03697667071186661,-0.023784459750078146
183,183,183,183,2020-12-08,63.41685485839844,64.21305084228516,63.46482849121094,-0.012399286024304734,-0.0007559089649024076
184,184,184,184,2020-12-09,62.82210540771485,64.10751342773438,63.6182975769043,-0.020050816999297782,-0.012515144219742425
185,185,185,185,2020-12-10,61.392799377441406,63.013954162597656,64.51040649414062,-0.025726917263009907,-0.0483271968993465
186,186,186,186,2020-12-11,61.13380432128906,62.82210540771485,64.654296875,-0.026874315584756836,-0.05445102218832132
187,187,187,187,2020-12-14,60.22249984741211,62.505558013916016,64.6351089477539,-0.036525682500036516,-0.06826953914332556
188,188,188,188,2020-12-15,62.09307861328125,62.20817565917969,64.59674835205078,-0.001850191629618303,-0.03875844841484266
189,189,189,189,2020-12-16,62.58229064941406,63.41685485839844,64.21305084228516,-0.013159974755100223,-0.025396086488343794
190,190,190,190,2020-12-17,63.109893798828125,62.82210540771485,64.10751342773438,0.004581005193085019,-0.015561664703012124
191,191,191,191,2020-12-18,62.93722534179688,61.392799377441406,63.013954162597656,0.02515646753392664,-0.0012176480879582119
192,192,192,192,2020-12-21,63.455223083496094,61.13380432128906,62.82210540771485,0.03797275154032298,0.010077944247049997
193,193,193,193,2020-12-22,62.745384216308594,60.22249984741211,62.505558013916016,0.04189272074870365,0.0038368780315374273
194,194,194,194,2020-12-23,62.95640182495117,62.09307861328125,62.20817565917969,0.013903694758746754,0.012027778629464914
195,195,195,195,2020-12-24,63.109893798828125,62.58229064941406,63.41685485839844,0.008430550303275108,-0.004840370280987827
196,196,196,196,2020-12-28,63.311336517333984,63.109893798828125,62.82210540771485,0.003191935628159781,0.007787563094933336
197,197,197,197,2020-12-29,63.013954162597656,62.93722534179688,61.392799377441406,0.0012191325623918114,0.02640626916504374
198,198,198,198,2020-12-30,64.00200653076172,63.455223083496094,61.13380432128906,0.008616839098432472,0.04691679572890317
199,199,199,199,2020-12-31,64.79818725585938,62.745384216308594,60.22249984741211,0.032716399225064086,0.07597969895040646
200,200,200,200,2021-01-04,62.91803359985352,62.95640182495117,62.09307861328125,-0.0006094412003457839,0.013285780073977849
201,201,201,201,2021-01-05,62.447998046875,63.109893798828125,62.58229064941406,-0.010487987098552476,-0.0021458562980919416
202,202,202,202,2021-01-06,64.18425750732422,63.311336517333984,63.109893798828125,0.013787751736235032,0.017023696980393854
203,203,203,203,2021-01-07,65.0188217163086,63.013954162597656,62.93722534179688,0.03181624737494948,0.03307416816052933
204,204,204,204,2021-01-08,64.10751342773438,64.00200653076172,63.455223083496094,0.0016484935815559432,0.010279537483935508
205,205,205,205,2021-01-11,63.65666198730469,64.79818725585938,62.745384216308594,-0.01761662350286608,0.014523423234680477
206,206,206,206,2021-01-12,62.57270812988281,62.91803359985352,62.95640182495117,-0.005488497497663558,-0.006094593781506341
207,207,207,207,2021-01-13,61.36403274536133,62.447998046875,63.109893798828125,-0.017357887128743865,-0.027663824931031922
208,208,208,208,2021-01-14,62.29451370239258,64.18425750732422,63.311336517333984,-0.02944248135480876,-0.016060675241992617
209,209,209,209,2021-01-15,62.860477447509766,65.0188217163086,63.013954162597656,-0.033195684139219805,-0.002435598862624455
210,210,210,210,2021-01-19,62.70698928833008,64.10751342773438,64.00200653076172,-0.021846489818748704,-0.020234010035438565
211,211,211,211,2021-01-20,62.53433609008789,63.65666198730469,64.79818725585938,-0.017630926004895242,-0.03493695212232617
212,212,212,212,2021-01-21,60.9323616027832,62.57270812988281,62.91803359985352,-0.026215047680127945,-0.03155966395419807
213,213,213,213,2021-01-22,62.23695755004883,61.36403274536133,62.447998046875,0.014225349372161133,-0.003379459765351589
214,214,214,214,2021-01-25,61.60384368896485,62.29451370239258,64.18425750732422,-0.011087172406985202,-0.040203219894923814
215,215,215,215,2021-01-26,60.92276763916016,62.860477447509766,65.0188217163086,-0.030825566190897047,-0.06299797457143119
216,216,216,216,2021-01-27,59.70450210571289,62.70698928833008,64.10751342773438,-0.04788122052569921,-0.06868167374772394
217,217,217,217,2021-01-28,61.229736328125,62.53433609008789,63.65666198730469,-0.02086213500505485,-0.03812524225137193
218,218,218,218,2021-01-29,62.01632308959961,60.9323616027832,62.57270812988281,0.01778958599836855,-0.008891816526916285
219,219,219,219,2021-02-01,61.92040252685547,62.23695755004883,61.36403274536133,-0.005086286921059724,0.00906670824264233
220,220,220,220,2021-02-02,62.00673294067383,61.60384368896485,62.29451370239258,0.00654000185026038,-0.0046196806847806915
221,221,221,221,2021-02-03,61.44077682495117,60.92276763916016,62.860477447509766,0.008502719194556807,-0.02258494812967471
222,222,222,222,2021-02-04,60.711727142333984,59.70450210571289,62.70698928833008,0.01687016893362081,-0.03181881587109492
223,223,223,223,2021-02-05,61.32565307617188,61.229736328125,62.53433609008789,0.0015665059789391478,-0.0193283096853345
224,224,224,224,2021-02-08,61.13380432128906,62.01632308959961,60.9323616027832,-0.014230427157629233,0.003306005433025172
225,225,225,225,2021-02-09,61.73814010620117,61.92040252685547,62.23695755004883,-0.002943495410502983,-0.008014810869354072
226,226,226,226,2021-02-10,62.64942932128906,62.00673294067383,61.60384368896485,0.01036494506540353,0.016972733675569396
227,227,227,227,2021-02-11,61.03292846679688,61.44077682495117,60.92276763916016,-0.00663807294162766,0.0018082045827134685
228,228,228,228,2021-02-12,61.51403045654297,60.711727142333984,59.70450210571289,0.013214964422409547,0.030308072038288225
229,229,229,229,2021-02-16,60.80199813842773,61.32565307617188,61.229736328125,-0.0085389215031062,-0.006985791795755203
230,230,230,230,2021-02-17,60.320892333984375,61.13380432128906,62.01632308959961,-0.013297258306262494,-0.02733845979816829
231,231,231,231,2021-02-18,60.67691040039063,61.73814010620117,61.92040252685547,-0.017189207578735433,-0.020082106635620156
232,232,232,232,2021-02-19,60.65766525268555,62.64942932128906,62.00673294067383,-0.031792214074114256,-0.0217567935610965
233,233,233,233,2021-02-22,60.84048843383789,61.03292846679688,61.44077682495117,-0.0031530525864195136,-0.009770195334989684
234,234,234,234,2021-02-23,60.84048843383789,61.51403045654297,60.711727142333984,-0.010949404838314192,0.002120863588710442
235,235,235,235,2021-02-24,61.91816329956055,60.80199813842773,61.32565307617188,0.0183573763248972,0.009661702626349689
236,236,236,236,2021-02-25,62.02400588989258,60.320892333984375,61.13380432128906,0.028234223500514855,0.014561527431289134
237,237,237,237,2021-02-26,61.30235290527344,60.67691040039063,61.73814010620117,0.010307751346528393,-0.007058638309772491
238,238,238,238,2021-03-01,62.47624969482422,60.65766525268555,62.64942932128906,0.02998111507528156,-0.002764265027486723
239,239,239,239,2021-03-02,62.938114166259766,60.84048843383789,61.03292846679688,0.034477463715679724,0.031215701873118284
240,240,240,240,2021-03-03,64.46800994873047,60.84048843383789,61.51403045654297,0.05962347785615485,0.0480212314209254
241,241,241,241,2021-03-04,61.53328323364258,61.91816329956055,60.80199813842773,-0.006215947718861026,0.012027320114545104
242,242,242,242,2021-03-05,62.41851425170898,62.02400588989258,60.320892333984375,0.006360575331376461,0.03477438473738914
243,243,243,243,2021-03-08,62.755279541015625,61.30235290527344,60.67691040039063,0.023700992977990554,0.03425304826680198
