,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DE,DE_6m,DE_12m,DE_6m_ret,DE_12m_ret
30,30,30,30,2019-03-20,148.55810546875,148.07427978515625,154.28976440429688,0.0032674525535139054,-0.03714866606787848
31,31,31,31,2019-03-21,148.62322998046875,148.5767059326172,150.22361755371094,0.0003131315071196461,-0.010653368620083925
32,32,32,32,2019-03-22,145.0968017578125,146.79022216796875,147.2368621826172,-0.011536329771464682,-0.014534814129293139
33,33,33,33,2019-03-25,146.39010620117188,147.153076171875,147.03211975097656,-0.005184872722687639,-0.004366485029883571
34,34,34,34,2019-03-26,146.64137268066406,149.1536102294922,147.9532928466797,-0.016843290249312193,-0.008867123811668987
35,35,35,35,2019-03-27,147.26473999023438,149.77699279785156,149.2652587890625,-0.016773289146003068,-0.013402440829551665
36,36,36,36,2019-03-28,147.7976837158203,148.55810546875,148.07427978515625,-0.005118682353482562,-0.0018679548516951083
37,37,37,37,2019-03-29,149.4431610107422,148.62322998046875,148.5767059326172,0.005516843029055307,0.005831702033547215
38,38,38,38,2019-04-01,151.3785400390625,145.0968017578125,146.79022216796875,0.04329343035234601,0.031257653291398624
39,39,39,39,2019-04-02,151.57489013671875,146.39010620117188,147.153076171875,0.03541758435793363,0.030049075968205052
40,40,40,40,2019-04-03,152.76229858398438,146.64137268066406,149.1536102294922,0.04174078427818362,0.024194441884039852
41,41,41,41,2019-04-04,153.55702209472656,147.26473999023438,149.77699279785156,0.04272768963507123,0.02523771659627827
42,42,42,42,2019-04-05,154.29559326171875,147.7976837158203,148.55810546875,0.043964894324002746,0.038621169641771314
43,43,43,43,2019-04-08,154.26754760742188,149.4431610107422,148.62322998046875,0.03228241803807208,0.03797735810004177
44,44,44,44,2019-04-09,148.4989013671875,151.3785400390625,145.0968017578125,-0.019022766840874006,0.0234471026801375
45,45,45,45,2019-04-10,148.31187438964844,151.57489013671875,146.39010620117188,-0.021527416210739836,0.013127719067541621
46,46,46,46,2019-04-11,149.74237060546875,152.76229858398438,146.64137268066406,-0.01976880425673455,0.021146814627530874
47,47,47,47,2019-04-12,150.95779418945312,153.55702209472656,147.26473999023438,-0.016926792860505024,0.025077654022705342
48,48,48,48,2019-04-15,151.92083740234375,154.29559326171875,147.7976837158203,-0.015390950636852585,0.02789728216885501
49,49,49,49,2019-04-16,153.85618591308594,154.26754760742188,149.4431610107422,-0.002666547181930712,0.029529788265296064
50,50,50,50,2019-04-17,154.6883087158203,148.4989013671875,151.3785400390625,0.041679819120873596,0.021864186798893348
51,51,51,51,2019-04-18,158.0541229248047,148.31187438964844,151.57489013671875,0.06568758284020593,0.042746082693787546
52,52,52,52,2019-04-22,158.14761352539062,149.74237060546875,152.76229858398438,0.05613136005484676,0.03525290592852359
53,53,53,53,2019-04-23,156.84803771972656,150.95779418945312,153.55702209472656,0.039019141488521925,0.021431879702445755
