,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,COR,COR_6m,COR_12m,COR_6m_ret,COR_12m_ret
0,0,0,0,2019-02-05,79.52594757080078,,,,
1,1,1,1,2019-02-06,80.33262634277344,,,,
2,2,2,2,2019-02-07,79.55378723144531,,,,
3,3,3,3,2019-02-08,78.17225646972656,,,,
4,4,4,4,2019-02-11,77.55101013183594,,,,
5,5,5,5,2019-02-12,79.54449462890625,,,,
6,6,6,6,2019-02-13,80.11934661865234,79.52594757080078,,0.007461703582007262,
7,7,7,7,2019-02-14,80.15644836425781,80.33262634277344,,-0.0021931061703857058,
8,8,8,8,2019-02-15,80.72467803955078,79.55378723144531,,0.014718228369178687,
9,9,9,9,2019-02-19,80.90165710449219,78.17225646972656,,0.03491520851547403,
10,10,10,10,2019-02-20,80.41727447509766,77.55101013183594,,0.036959729323823076,
11,11,11,11,2019-02-21,79.15973663330078,79.54449462890625,,-0.004837016029839103,
12,12,12,12,2019-02-22,79.80247497558594,80.11934661865234,79.52594757080078,-0.003954995346812207,0.0034771972322489297
13,13,13,13,2019-02-25,78.8709716796875,80.15644836425781,80.33262634277344,-0.016037096338508805,-0.01819503145395951
14,14,14,14,2019-02-26,78.17233276367188,80.72467803955078,79.55378723144531,-0.031617905922503575,-0.01736503711324744
15,15,15,15,2019-02-27,77.11973571777344,80.90165710449219,78.17225646972656,-0.04674714365657606,-0.01346412140937403
16,16,16,16,2019-02-28,77.59479522705078,80.41727447509766,77.55101013183594,-0.035097922261974834,0.000564597355217078
17,17,17,17,2019-03-01,77.29672241210938,79.15973663330078,79.54449462890625,-0.02353487139328958,-0.028258048872939145
18,18,18,18,2019-03-04,74.96794128417969,79.80247497558594,80.11934661865234,-0.060581250053777014,-0.06429664683852243
19,19,19,19,2019-03-05,74.2041015625,78.8709716796875,80.15644836425781,-0.05917094740686968,-0.07425911356137371
20,20,20,20,2019-03-06,71.3816146850586,78.17233276367188,80.72467803955078,-0.08686856127400933,-0.11573986519852808
21,21,21,21,2019-03-07,71.10218048095703,77.11973571777344,80.90165710449219,-0.07802873260404042,-0.12112825588823473
22,22,22,22,2019-03-08,71.17669677734375,77.59479522705078,80.41727447509766,-0.08271300196007969,-0.11490786970920508
23,23,23,23,2019-03-11,72.6112289428711,77.29672241210938,79.15973663330078,-0.06061697473092664,-0.08272523341967353
24,24,24,24,2019-03-12,73.04901885986328,74.96794128417969,79.80247497558594,-0.025596573567925218,-0.08462715119786379
25,25,25,25,2019-03-13,74.32520294189453,74.2041015625,78.8709716796875,0.0016320038494439526,-0.05763551077136897
26,26,26,26,2019-03-14,74.06437683105469,71.3816146850586,78.17233276367188,0.03758337714595905,-0.052549998028538214
27,27,27,27,2019-03-15,74.68846893310547,71.10218048095703,77.11973571777344,0.05043851577953973,-0.031525870285206925
28,28,28,28,2019-03-18,74.88411712646484,71.17669677734375,77.59479522705078,0.05208755838612067,-0.03493376189284603
29,29,29,29,2019-03-19,75.51752471923828,72.6112289428711,77.29672241210938,0.0400254315851587,-0.02301776372075981
30,30,30,30,2019-03-20,73.84081268310547,73.04901885986328,74.96794128417969,0.010839212293339173,-0.015034807969470987
31,31,31,31,2019-03-21,74.85615539550781,74.32520294189453,74.2041015625,0.007143639473522478,0.008787301770086131
32,32,32,32,2019-03-22,73.37507629394531,74.06437683105469,71.3816146850586,-0.00930677562685378,0.027926821460708462
33,33,33,33,2019-03-25,71.8194351196289,74.68846893310547,71.10218048095703,-0.03841334351151593,0.010087660235173379
34,34,34,34,2019-03-26,71.31643676757812,74.88411712646484,71.17669677734375,-0.04764268440077346,0.00196328287995029
35,35,35,35,2019-03-27,71.26052856445312,75.51752471923828,72.6112289428711,-0.0563709704550297,-0.018601811291207748
36,36,36,36,2019-03-28,72.5553207397461,73.84081268310547,73.04901885986328,-0.017408962559447683,-0.006758449707097269
37,37,37,37,2019-03-29,74.07367706298828,74.85615539550781,74.32520294189453,-0.010453092713421541,-0.003384126365627127
38,38,38,38,2019-04-01,73.67314910888672,73.37507629394531,74.06437683105469,0.004062316933713284,-0.005282265765367611
39,39,39,39,2019-04-02,69.38819122314453,71.8194351196289,74.68846893310547,-0.033852172360234745,-0.07096514074626592
40,40,40,40,2019-04-03,69.90985870361328,71.31643676757812,74.88411712646484,-0.019723055830017322,-0.0664260809064624
41,41,41,41,2019-04-04,70.76683044433594,71.26052856445312,75.51752471923828,-0.006928072666071428,-0.06290850094153166
42,42,42,42,2019-04-05,71.97779083251953,72.5553207397461,73.84081268310547,-0.00795985602900362,-0.02523024575286381
43,43,43,43,2019-04-08,72.76956939697266,74.07367706298828,74.85615539550781,-0.0176055478507795,-0.027874608140246226
44,44,44,44,2019-04-09,72.12684631347656,73.67314910888672,73.37507629394531,-0.02098868874363935,-0.017011634515625706
45,45,45,45,2019-04-10,68.93174743652344,69.38819122314453,71.8194351196289,-0.006578119108959335,-0.04020760784731148
46,46,46,46,2019-04-11,69.09943389892578,69.90985870361328,71.31643676757812,-0.011592425155990349,-0.031086842937450787
47,47,47,47,2019-04-12,69.62108612060547,70.76683044433594,71.26052856445312,-0.016190414584579926,-0.02300631888191551
48,48,48,48,2019-04-15,70.89723205566406,71.97779083251953,72.5553207397461,-0.015012391521848079,-0.02285275107568674
49,49,49,49,2019-04-16,70.18927764892578,72.76956939697266,74.07367706298828,-0.035458389673448054,-0.052439673148120036
50,50,50,50,2019-04-17,67.34819793701172,72.12684631347656,73.67314910888672,-0.06625339413421683,-0.08585151101016342
51,51,51,51,2019-04-18,67.48790740966797,68.93174743652344,69.38819122314453,-0.020945936822289957,-0.027386271063983614
52,52,52,52,2019-04-22,66.19312286376953,69.09943389892578,69.90985870361328,-0.0420598385712887,-0.05316468819656839
53,53,53,53,2019-04-23,68.40078735351562,69.62108612060547,70.76683044433594,-0.017527718038984674,-0.033434351601791756
54,54,54,54,2019-04-24,69.01557922363281,70.89723205566406,71.97779083251953,-0.026540568333526693,-0.041154522452339415
55,55,55,55,2019-04-25,68.67094421386719,70.18927764892578,72.76956939697266,-0.021631985481500804,-0.05632333978433546
56,56,56,56,2019-04-26,68.97833251953125,67.34819793701172,72.12684631347656,0.024204576105275155,-0.04365245334949608
57,57,57,57,2019-04-29,69.40682220458984,67.48790740966797,68.93174743652344,0.028433461172141516,0.006891958868500803
58,58,58,58,2019-04-30,69.63970947265625,66.19312286376953,69.09943389892578,0.052068650937953986,0.007818813313590134
59,59,59,59,2019-05-01,68.363525390625,68.40078735351562,69.62108612060547,-0.0005447592686037561,-0.01806292892072925
60,60,60,60,2019-05-02,71.78216552734375,69.01557922363281,70.89723205566406,0.040086402734465176,0.012481918489919197
61,61,61,61,2019-05-03,73.7197036743164,68.67094421386719,70.18927764892578,0.07352104326286057,0.05029865164091274
62,62,62,62,2019-05-06,72.9465560913086,68.97833251953125,67.34819793701172,0.057528551747082934,0.08312558206134657
63,63,63,63,2019-05-07,72.15477752685547,69.40682220458984,67.48790740966797,0.03959200601585677,0.06915120495377747
64,64,64,64,2019-05-08,73.3284683227539,69.63970947265625,66.19312286376953,0.052969187810096185,0.10779587289860082
65,65,65,65,2019-05-09,73.7569808959961,68.363525390625,68.40078735351562,0.07889375912891006,0.07830602175378587
66,66,66,66,2019-05-10,72.16410064697266,71.78216552734375,69.01557922363281,0.005320752262390593,0.045620444814896244
67,67,67,67,2019-05-13,70.49669647216797,73.7197036743164,68.67094421386719,-0.04371975254251215,0.02658696890222889
68,68,68,68,2019-05-14,71.43753051757812,72.9465560913086,68.97833251953125,-0.02068672812794059,0.03565174610955624
69,69,69,69,2019-05-15,72.52737426757812,72.15477752685547,69.40682220458984,0.005163854057813166,0.044960307414591894
70,70,70,70,2019-05-16,72.27587127685547,73.3284683227539,69.63970947265625,-0.01435454837629302,0.03785429066493018
71,71,71,71,2019-05-17,72.78150177001953,73.7569808959961,68.363525390625,-0.013225583722740408,0.06462475938960854
72,72,72,72,2019-05-20,74.1860122680664,72.16410064697266,71.78216552734375,0.028018247341361047,0.03348807775668128
73,73,73,73,2019-05-21,75.4406967163086,70.49669647216797,73.7197036743164,0.07013094927210539,0.023345088981845397
74,74,74,74,2019-05-22,76.59239959716797,71.43753051757812,72.9465560913086,0.07215911639500794,0.04997965224425127
75,75,75,75,2019-05-23,75.31897735595703,72.52737426757812,72.15477752685547,0.038490337152972565,0.043852949694479726
