,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TSN,TSN_6m,TSN_12m,TSN_6m_ret,TSN_12m_ret
0,0,0,0,2019-02-05,54.21017074584961,,,,
1,1,1,1,2019-02-06,53.51595687866211,,,,
2,2,2,2,2019-02-07,52.830528259277344,,,,
3,3,3,3,2019-02-08,52.10117721557617,,,,
4,4,4,4,2019-02-11,52.22420120239258,,,,
5,5,5,5,2019-02-12,53.9377555847168,,,,
6,6,6,6,2019-02-13,53.33141708374024,54.21017074584961,,-0.016210125332922765,
7,7,7,7,2019-02-14,53.76200866699219,53.51595687866211,,0.00459772753177079,
8,8,8,8,2019-02-15,55.01862716674805,52.830528259277344,,0.04141732024204137,
9,9,9,9,2019-02-19,55.3086166381836,52.10117721557617,,0.06156174570367545,
10,10,10,10,2019-02-20,55.88858795166016,52.22420120239258,,0.07016644898150615,
11,11,11,11,2019-02-21,55.4140625,53.9377555847168,,0.027370566299601773,
12,12,12,12,2019-02-22,55.64253234863281,53.33141708374024,54.21017074584961,0.04333496822827132,0.02642237762906996
13,13,13,13,2019-02-25,54.763790130615234,53.76200866699219,53.51595687866211,0.01863363160086129,0.023317031493660156
14,14,14,14,2019-02-26,54.28046798706055,55.01862716674805,52.830528259277344,-0.013416532140111737,0.02744511129374483
15,15,15,15,2019-02-27,54.175025939941406,55.3086166381836,52.10117721557617,-0.020495734067222937,0.039804258467796005
16,16,16,16,2019-02-28,54.51540756225586,55.88858795166016,52.22420120239258,-0.0245699603395243,0.04387250177334101
17,17,17,17,2019-03-01,54.9839973449707,55.4140625,53.9377555847168,-0.0077609389318694655,0.019397206074150297
18,18,18,18,2019-03-04,55.04589080810547,55.64253234863281,53.33141708374024,-0.010722760365920014,0.03214753738257481
19,19,19,19,2019-03-05,56.55774688720703,54.763790130615234,53.76200866699219,0.03275808252703283,0.052002116169653556
20,20,20,20,2019-03-06,56.17757034301758,54.28046798706055,55.01862716674805,0.03494999999648618,0.021064560058124515
21,21,21,21,2019-03-07,56.6815299987793,54.175025939941406,55.3086166381836,0.04626678096318049,0.024822775257189678
22,22,22,22,2019-03-08,55.50563049316406,54.51540756225586,55.88858795166016,0.018164092963578904,-0.006852158419664023
23,23,23,23,2019-03-11,56.778785705566406,54.9839973449707,55.4140625,0.032642013081281895,0.024627741479275267
24,24,24,24,2019-03-12,56.416290283203125,55.04589080810547,55.64253234863281,0.0248955817587726,0.013905872035482991
25,25,25,25,2019-03-13,56.97329330444336,56.55774688720703,54.763790130615234,0.007347294404514537,0.0403460602080008
26,26,26,26,2019-03-14,57.36231231689453,56.17757034301758,54.28046798706055,0.02108923484306957,0.056776303597246836
27,27,27,27,2019-03-15,57.66291809082031,56.6815299987793,54.175025939941406,0.017314072010091275,0.06438191935054349
28,28,28,28,2019-03-18,57.76016998291016,55.50563049316406,54.51540756225586,0.04061821241763508,0.05952009836758232
29,29,29,29,2019-03-19,58.14917755126953,56.778785705566406,54.9839973449707,0.024135631445333594,0.05756548012397911
30,30,30,30,2019-03-20,57.36231231689453,56.416290283203125,55.04589080810547,0.016768596959184867,0.04208164269453474
31,31,31,31,2019-03-21,58.81227493286133,56.97329330444336,56.55774688720703,0.032277959053396366,0.03986240912585326
32,32,32,32,2019-03-22,58.891849517822266,57.36231231689453,56.17757034301758,0.026664496934466264,0.04831606561535917
33,33,33,33,2019-03-25,59.64336395263672,57.66291809082031,56.6815299987793,0.03434522440742871,0.052253952106112944
34,34,34,34,2019-03-26,59.98816680908203,57.76016998291016,55.50563049316406,0.038573238735811755,0.08075822715805425
35,35,35,35,2019-03-27,60.12078094482422,58.14917755126953,56.778785705566406,0.03390595493489723,0.058859928012341634
36,36,36,36,2019-03-28,60.90766906738281,57.36231231689453,56.416290283203125,0.061806377868838025,0.07961138106801235
37,37,37,37,2019-03-29,61.38510894775391,58.81227493286133,56.97329330444336,0.04374654811142187,0.07743655645348624
38,38,38,38,2019-04-01,61.62381362915039,58.891849517822266,57.36231231689453,0.04638951117507961,0.07429096108806532
39,39,39,39,2019-04-02,61.23480224609375,59.64336395263672,57.66291809082031,0.02668257100187721,0.06194421429813257
40,40,40,40,2019-04-03,60.94301986694336,59.98816680908203,57.76016998291016,0.015917356849730613,0.05510457959135029
41,41,41,41,2019-04-04,61.91557312011719,60.12078094482422,58.14917755126953,0.02985310814475506,0.06477126121907517
42,42,42,42,2019-04-05,61.71222686767578,60.90766906738281,57.36231231689453,0.013209466272677162,0.07583227340540977
43,43,43,43,2019-04-08,62.27807235717773,61.38510894775391,58.81227493286133,0.014546905996107862,0.0589298310305606
44,44,44,44,2019-04-09,61.508880615234375,61.62381362915039,58.891849517822266,-0.0018650746707705723,0.044437916602027006
45,45,45,45,2019-04-10,62.463714599609375,61.23480224609375,59.64336395263672,0.02006885477602771,0.047286914420392456
46,46,46,46,2019-04-11,62.923484802246094,60.94301986694336,59.98816680908203,0.03249699374311743,0.04893161683880076
47,47,47,47,2019-04-12,62.631717681884766,61.91557312011719,60.12078094482422,0.011566469075207308,0.04176487227211756
48,48,48,48,2019-04-15,63.13566207885742,61.71222686767578,60.90766906738281,0.0230656918965797,0.036579843648420596
49,49,49,49,2019-04-16,63.710357666015625,62.27807235717773,61.38510894775391,0.022998228021950284,0.037879687079170665
50,50,50,50,2019-04-17,64.78897857666016,61.508880615234375,61.62381362915039,0.053327225737438866,0.051362691808682914
51,51,51,51,2019-04-18,64.97464752197266,62.463714599609375,61.23480224609375,0.040198264519782256,0.06107385242870578
52,52,52,52,2019-04-22,64.40882110595703,62.923484802246094,60.94301986694336,0.023605436163921967,0.056869535618361944
53,53,53,53,2019-04-23,65.82344055175781,62.631717681884766,61.91557312011719,0.05096016823431615,0.06311606651947321
54,54,54,54,2019-04-24,65.21337127685547,63.13566207885742,61.71222686767578,0.032908646707513034,0.05673339930978161
55,55,55,55,2019-04-25,65.08960723876953,63.710357666015625,62.27807235717773,0.021648749485668306,0.04514486038468024
56,56,56,56,2019-04-26,65.56703186035156,64.78897857666016,61.508880615234375,0.012009037660175359,0.06597667205980784
