,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,V,V_6m,V_12m,V_6m_ret,V_12m_ret
246,246,246,246,2020-01-28,197.30694580078125,199.1063842773437,187.96929931640625,-0.009037572969312402,0.04967644460203613
247,247,247,247,2020-01-29,199.2620391845703,201.6256256103516,188.47506713867188,-0.011722648937238733,0.057232886076978184
248,248,248,248,2020-01-30,202.52052307128903,202.21896362304688,189.9924468994141,0.0014912520707222043,0.06593986432790966
249,249,249,249,2020-01-31,193.5329742431641,200.87664794921875,190.6927795410156,-0.03655812550153226,0.014894086231186376
250,250,250,250,2020-02-03,195.3226623535156,199.39825439453125,194.3403167724609,-0.020439456972134007,0.005054769887016475
251,251,251,251,2020-02-04,197.99755859375,196.1786499023437,195.4588928222656,0.00927169542818107,0.012988233662987403
252,252,252,252,2020-02-05,197.26806640625,197.30694580078125,199.1063842773437,-0.0001970503084595121,-0.00923284242123057
253,253,253,253,2020-02-06,197.49176025390625,199.2620391845703,201.6256256103516,-0.008884175520377458,-0.020502678386894013
254,254,254,254,2020-02-07,197.1999664306641,202.52052307128903,202.21896362304688,-0.026271691184364898,-0.02481961682752276
255,255,255,255,2020-02-10,200.3611602783203,193.5329742431641,200.87664794921875,0.03528177077760897,-0.00256619012792747
256,256,256,256,2020-02-11,198.36715698242188,195.3226623535156,199.39825439453125,0.015587001488828855,-0.005171045329560586
257,257,257,257,2020-02-12,201.7715606689453,197.99755859375,196.1786499023437,0.019060851568067916,0.02850927340658993
258,258,258,258,2020-02-13,202.02479553222656,197.26806640625,197.30694580078125,0.02411302149725869,0.023911219710475162
259,259,259,259,2020-02-14,204.8398895263672,197.49176025390625,199.2620391845703,0.0372072701312387,0.027992538692381164
260,260,260,260,2020-02-18,205.72628784179688,197.1999664306641,202.52052307128903,0.043236931351763985,0.0158293328591661
261,261,261,261,2020-02-19,207.7816162109375,200.3611602783203,193.5329742431641,0.037035401084269504,0.07362384639359054
262,262,262,262,2020-02-20,205.9698181152344,198.36715698242188,195.3226623535156,0.03832620907848283,0.05451060124527918
263,263,263,263,2020-02-21,203.3982391357422,201.7715606689453,197.99755859375,0.008061980892668075,0.027276500681875815
264,264,264,264,2020-02-24,193.63790893554688,202.02479553222656,197.26806640625,-0.04151414470973602,-0.01840215467630346
265,265,265,265,2020-02-25,183.51719665527344,204.8398895263672,197.49176025390625,-0.10409443649084316,-0.07076023617727822
266,266,266,266,2020-02-26,182.35809326171875,205.72628784179688,197.1999664306641,-0.11358876313389865,-0.07526306133608685
267,267,267,267,2020-02-27,175.34461975097656,207.7816162109375,200.3611602783203,-0.15611100275123124,-0.12485723526752113
268,268,268,268,2020-02-28,177.04931640625,205.9698181152344,198.36715698242188,-0.14041135722518427,-0.10746658318070734
269,269,269,269,2020-03-02,187.3453521728516,203.3982391357422,201.7715606689453,-0.07892343134877067,-0.07149772965162016
270,270,270,270,2020-03-03,180.9164123535156,193.63790893554688,202.02479553222656,-0.06569734538016359,-0.10448412098674198
271,271,271,271,2020-03-04,189.25457763671875,183.51719665527344,204.8398895263672,0.031263451523960706,-0.07608533633602788
272,272,272,272,2020-03-05,182.11453247070312,182.35809326171875,205.72628784179688,-0.001335618215014267,-0.11477267012785042
273,273,273,273,2020-03-06,179.58193969726562,175.34461975097656,207.7816162109375,0.024165668455107925,-0.13571786103080408
274,274,274,274,2020-03-09,166.6947784423828,177.04931640625,205.9698181152344,-0.058483919475340373,-0.19068347019114373
275,275,275,275,2020-03-10,177.86753845214844,187.3453521728516,203.3982391357422,-0.050590065943875606,-0.12552075569619503
276,276,276,276,2020-03-11,168.46762084960938,180.9164123535156,193.63790893554688,-0.06880963060211998,-0.12998636591513457
277,277,277,277,2020-03-12,155.9311981201172,189.25457763671875,183.51719665527344,-0.17607700660518255,-0.15031833004170703
278,278,278,278,2020-03-13,171.2729949951172,182.11453247070312,182.35809326171875,-0.059531424145571776,-0.060787531106131554
279,279,279,279,2020-03-16,148.07034301757812,179.58193969726562,175.34461975097656,-0.17547196969143386,-0.1555466986790539
280,280,280,280,2020-03-17,153.7979736328125,166.6947784423828,177.04931640625,-0.07736777918348547,-0.13132692769107301
281,281,281,281,2020-03-18,144.6318359375,177.86753845214844,187.3453521728516,-0.18685648209827677,-0.22799346629076
282,282,282,282,2020-03-19,148.3040771484375,168.46762084960938,180.9164123535156,-0.11968794715259745,-0.18026189432362116
283,283,283,283,2020-03-20,143.0246124267578,155.9311981201172,189.25457763671875,-0.08277102881885867,-0.24427396043598526
284,284,284,284,2020-03-23,132.2220001220703,171.2729949951172,182.11453247070312,-0.22800439073398682,-0.27396238878772106
285,285,285,285,2020-03-24,150.5250244140625,148.07034301757812,179.58193969726562,0.01657780583511559,-0.16180310409936816
286,286,286,286,2020-03-25,157.58714294433594,153.7979736328125,166.6947784423828,0.024637316227390293,-0.05463659739764959
287,287,287,287,2020-03-26,164.5031280517578,144.6318359375,177.86753845214844,0.13739224137931028,-0.0751368716107017
288,288,288,288,2020-03-27,157.3728485107422,148.3040771484375,168.46762084960938,0.06114984521448963,-0.06585700138052919
289,289,289,289,2020-03-30,161.27890014648438,143.0246124267578,155.9311981201172,0.12763039458732672,0.034295266699918114
290,290,290,290,2020-03-31,156.94424438476562,132.2220001220703,171.2729949951172,0.18697527068015285,-0.08366030272758451
291,291,291,291,2020-04-01,149.14181518554688,150.5250244140625,148.07034301757812,-0.00918923105244418,0.007236237494509856
292,292,292,292,2020-04-02,153.31088256835938,157.58714294433594,153.7979736328125,-0.027135845577751616,-0.0031670837589579115
293,293,293,293,2020-04-03,147.9145050048828,164.5031280517578,144.6318359375,-0.10084077575507078,0.022696725420821906
294,294,294,294,2020-04-06,165.04859924316406,157.3728485107422,148.3040771484375,0.048774301317281665,0.112906687507768
295,295,295,295,2020-04-07,164.2206268310547,161.27890014648438,143.0246124267578,0.01823999718437097,0.14819836980961054
296,296,296,296,2020-04-08,170.40603637695312,156.94424438476562,132.2220001220703,0.08577435919971976,0.288787313908657
297,297,297,297,2020-04-09,169.18846130371094,149.14181518554688,150.5250244140625,0.13441331723919347,0.12398893115811283
298,298,298,298,2020-04-13,164.6102752685547,153.31088256835938,157.58714294433594,0.07370248289554437,0.04456665812324245
299,299,299,299,2020-04-14,170.09437561035156,147.9145050048828,164.5031280517578,0.14995061238068952,0.033988700548202244
300,300,300,300,2020-04-15,161.6588134765625,165.04859924316406,157.3728485107422,-0.020538106849410043,0.027234462655912006
301,301,301,301,2020-04-16,158.2105255126953,164.2206268310547,161.27890014648438,-0.03659772486767077,-0.01902527008184063
302,302,302,302,2020-04-17,165.14601135253906,170.40603637695312,156.94424438476562,-0.030867597980968386,0.05225911278189943
303,303,303,303,2020-04-20,159.96389770507812,169.18846130371094,149.14181518554688,-0.05452241558053872,0.07256236291658058
304,304,304,304,2020-04-21,156.36953735351562,164.6102752685547,153.31088256835938,-0.050062111260033126,0.019950669736653825
305,305,305,305,2020-04-22,162.2724609375,170.09437561035156,147.9145050048828,-0.04598573377152593,0.09706928966934791
306,306,306,306,2020-04-23,162.06793212890625,161.6588134765625,165.04859924316406,0.002530753774232508,-0.01805932996660231
307,307,307,307,2020-04-24,162.98355102539062,158.2105255126953,164.2206268310547,0.03016882408567878,-0.007533011105460785
308,308,308,308,2020-04-27,167.30844116210938,165.14601135253906,170.40603637695312,0.013094048060017238,-0.018177731732411107
309,309,309,309,2020-04-28,166.8116912841797,159.96389770507812,169.18846130371094,0.0428083691216794,-0.014048062150436524
310,310,310,310,2020-04-29,177.07850646972656,156.36953735351562,164.6102752685547,0.13243608356653702,0.075743942356153
311,311,311,311,2020-04-30,174.08807373046875,162.2724609375,170.09437561035156,0.0728134196320569,0.023479307330336763
312,312,312,312,2020-05-01,171.01974487304688,162.06793212890625,161.6588134765625,0.05523494146282126,0.057905481273630155
313,313,313,313,2020-05-04,171.58468627929688,162.98355102539062,158.2105255126953,0.05277302647901139,0.08453395071700442
314,314,314,314,2020-05-05,173.81536865234375,167.30844116210938,165.14601135253906,0.03889180632511935,0.05249510556629855
315,315,315,315,2020-05-06,174.14654541015625,166.8116912841797,159.96389770507812,0.04397086360979907,0.08866155369148587
316,316,316,316,2020-05-07,177.9844207763672,177.07850646972656,156.36953735351562,0.005115890825493796,0.13822950293691338
317,317,317,317,2020-05-08,180.2929534912109,174.08807373046875,162.2724609375,0.03564218747315717,0.1110508366583014
318,318,318,318,2020-05-11,178.80264282226562,171.01974487304688,162.06793212890625,0.04550876832962314,0.1032573839471762
319,319,319,319,2020-05-12,174.8186798095703,171.58468627929688,162.98355102539062,0.018847798136305105,0.07261547996543483
320,320,320,320,2020-05-13,172.78916931152344,173.81536865234375,167.30844116210938,-0.005903962053395051,0.032758228522992816
321,321,321,321,2020-05-14,176.50665283203125,174.14654541015625,166.8116912841797,0.013552421705043782,0.058119197001217815
322,322,322,322,2020-05-15,179.0337371826172,177.9844207763672,177.07850646972656,0.005895551990859005,0.011041603816694057
323,323,323,323,2020-05-18,186.73214721679688,180.2929534912109,174.08807373046875,0.035715171341401675,0.072630325647145
324,324,324,324,2020-05-19,184.7612152099609,178.80264282226562,171.01974487304688,0.03332485635359572,0.08035019785063269
325,325,325,325,2020-05-20,189.1519317626953,174.8186798095703,171.58468627929688,0.0819892471945114,0.10238236211128626
326,326,326,326,2020-05-21,185.99058532714844,172.78916931152344,173.81536865234375,0.07640187210937999,0.07004683630224262
327,327,327,327,2020-05-22,186.2247314453125,176.50665283203125,174.14654541015625,0.05505786018462011,0.06935644922906326
328,328,328,328,2020-05-26,188.5274353027344,179.0337371826172,177.9844207763672,0.053027425274787765,0.059235603208295684
329,329,329,329,2020-05-27,188.13717651367188,186.73214721679688,180.2929534912109,0.007524303221575268,0.043508206341760225
330,330,330,330,2020-05-28,189.54217529296875,184.7612152099609,178.80264282226562,0.025876426919875017,0.060063611483519797
331,331,331,331,2020-05-29,190.49839782714844,189.1519317626953,174.8186798095703,0.007118436760890967,0.08969131922662954
332,332,332,332,2020-06-01,189.62998962402344,185.99058532714844,172.78916931152344,0.019567680216036054,0.09746455972675871
333,333,333,333,2020-06-02,191.5911865234375,186.2247314453125,176.50665283203125,0.028817091244945248,0.08546155881025697
334,334,334,334,2020-06-03,192.0887908935547,188.5274353027344,179.0337371826172,0.01889038369986573,0.07291951738471014
335,335,335,335,2020-06-04,188.937240600586,188.13717651367188,186.73214721679688,0.004252557106149579,0.011808857856858479
336,336,336,336,2020-06-05,194.76223754882807,189.54217529296875,184.7612152099609,0.027540373258831963,0.05412944663468511
337,337,337,337,2020-06-08,194.7524871826172,190.49839782714844,189.1519317626953,0.02233136553373405,0.02960876670796142
338,338,338,338,2020-06-09,194.24513244628903,189.62998962402344,185.99058532714844,0.02433762102405823,0.044381532025512094
339,339,339,339,2020-06-10,195.6110992431641,191.5911865234375,186.2247314453125,0.020981720467788012,0.05040344386592932
340,340,340,340,2020-06-11,184.29283142089844,192.0887908935547,188.5274353027344,-0.04058518686275847,-0.022461472915260905
341,341,341,341,2020-06-12,187.5907592773437,188.937240600586,188.13717651367188,-0.007126606268632707,-0.0029043554626135837
342,342,342,342,2020-06-15,187.1028594970703,194.76223754882807,189.54217529296875,-0.03932681277517924,-0.012869514619256006
343,343,343,343,2020-06-16,188.1956787109375,194.7524871826172,190.49839782714844,-0.03366739273286634,-0.012087866052817642
344,344,344,344,2020-06-17,188.85916137695312,194.24513244628903,189.62998962402344,-0.027727701598006305,-0.0040649068673084265
345,345,345,345,2020-06-18,189.2006683349609,195.6110992431641,191.5911865234375,-0.03277130455789923,-0.012477182441709811
346,346,346,346,2020-06-19,187.53219604492188,184.29283142089844,192.0887908935547,0.01757726873610821,-0.023721294862842024
347,347,347,347,2020-06-22,190.2251739501953,187.5907592773437,188.937240600586,0.014043413881366984,0.006816725731334294
348,348,348,348,2020-06-23,193.16207885742188,187.1028594970703,194.76223754882807,0.032384429487815725,-0.008215959682661866
349,349,349,349,2020-06-24,186.7613983154297,188.1956787109375,194.7524871826172,-0.00762121853876796,-0.04103202471398659
350,350,350,350,2020-06-25,189.2689666748047,188.85916137695312,194.24513244628903,0.0021698989599641116,-0.02561796894890178
351,351,351,351,2020-06-26,184.6733856201172,189.2006683349609,195.6110992431641,-0.0239284710497355,-0.055915608395259
352,352,352,352,2020-06-29,186.73214721679688,187.53219604492188,184.29283142089844,-0.004266194525516909,0.013236086162935923
353,353,353,353,2020-06-30,188.47866821289065,190.2251739501953,187.5907592773437,-0.009181254515566506,0.0047332232086880754
354,354,354,354,2020-07-01,189.0738220214844,193.16207885742188,187.1028594970703,-0.021164903898943432,0.010534112250940586
355,355,355,355,2020-07-02,190.9179229736328,186.7613983154297,188.1956787109375,0.02225580176468256,0.01446496689691057
356,356,356,356,2020-07-06,192.9571685791016,189.2689666748047,188.85916137695312,0.01948656438027596,0.021698747216022385
357,357,357,357,2020-07-07,189.483627319336,184.6733856201172,189.2006683349609,0.026047292537938915,0.0014955496027853066
358,358,358,358,2020-07-08,190.33251953125,186.73214721679688,187.53219604492188,0.019280945290438334,0.014932494501676441
359,359,359,359,2020-07-09,187.5419921875,188.47866821289065,190.2251739501953,-0.004969665980091964,-0.01410529272743799
360,360,360,360,2020-07-10,187.87371826171875,189.0738220214844,193.16207885742188,-0.006347276142909308,-0.027377840552268107
361,361,361,361,2020-07-13,184.4294586181641,190.9179229736328,186.7613983154297,-0.03398562195946808,-0.01248619745996482
362,362,362,362,2020-07-14,188.63479614257807,192.9571685791016,189.2689666748047,-0.022400683365912832,-0.0033506313442088764
363,363,363,363,2020-07-15,191.776596069336,189.483627319336,184.6733856201172,0.012101144475853198,0.03846363906399852
364,364,364,364,2020-07-16,188.8006286621093,190.33251953125,186.73214721679688,-0.00804849782324868,0.011077264820989363
365,365,365,365,2020-07-17,190.3520355224609,187.5419921875,188.47866821289065,0.01498354209734254,0.009939412917828072
366,366,366,366,2020-07-20,193.6499481201172,187.87371826171875,189.0738220214844,0.030745278859876546,0.024202853941952984
367,367,367,367,2020-07-21,191.7082672119141,184.4294586181641,190.9179229736328,0.039466626689067974,0.004139706874929816
368,368,368,368,2020-07-22,194.0304412841797,188.63479614257807,192.9571685791016,0.028603657712882313,0.005562232867436068
369,369,369,369,2020-07-23,192.6351776123047,191.776596069336,189.483627319336,0.004476988123505388,0.01663230927945758
370,370,370,370,2020-07-24,190.4105834960937,188.8006286621093,190.33251953125,0.008527274752170966,0.00041014517664117456
371,371,371,371,2020-07-27,192.1278076171875,190.3520355224609,187.5419921875,0.009328884190035636,0.024452206016361
372,372,372,372,2020-07-28,191.9619598388672,193.6499481201172,187.87371826171875,-0.008716698856035765,0.02176058266677461
373,373,373,373,2020-07-29,193.7572631835937,191.7082672119141,184.4294586181641,0.01068809395379211,0.05057654365695208
374,374,374,374,2020-07-30,189.3470458984375,194.0304412841797,188.63479614257807,-0.02413742583249001,0.003775813213809709
375,375,375,375,2020-07-31,185.77590942382807,192.6351776123047,191.776596069336,-0.03560755763042145,-0.03128998411953465
376,376,376,376,2020-08-03,186.05889892578125,190.4105834960937,188.8006286621093,-0.022854215823574275,-0.014521825248976383
377,377,377,377,2020-08-04,187.6200408935547,192.1278076171875,190.3520355224609,-0.023462333638941457,-0.014352326842251517
378,378,378,378,2020-08-05,191.33750915527344,191.9619598388672,193.6499481201172,-0.003252991812116912,-0.01194133531814523
379,379,379,379,2020-08-06,193.94265747070312,193.7572631835937,191.7082672119141,0.0009568378705564484,0.0116551585974074
380,380,380,380,2020-08-07,191.5911865234375,189.3470458984375,194.0304412841797,0.011851997026685712,-0.012571505505002745
381,381,381,381,2020-08-10,192.0107421875,185.77590942382807,192.6351776123047,0.03356104019627115,-0.003241544107075889
382,382,382,382,2020-08-11,192.96694946289065,186.05889892578125,190.4105834960937,0.037128299570691414,0.0134255455755663
383,383,383,383,2020-08-12,193.91339111328125,187.6200408935547,192.1278076171875,0.03354305963133797,0.009293727536055174
384,384,384,384,2020-08-13,193.0730133056641,191.33750915527344,191.9619598388672,0.009070381223486468,0.005787883535516736
385,385,385,385,2020-08-14,192.1544342041016,193.94265747070312,193.7572631835937,-0.009220371061851917,-0.008272355591508074
386,386,386,386,2020-08-17,194.8807830810547,191.5911865234375,189.3470458984375,0.017169874133092122,0.029225368456951673
387,387,387,387,2020-08-18,194.4703521728516,192.0107421875,185.77590942382807,0.012809751982260309,0.046800700779712434
388,388,388,388,2020-08-19,196.4052276611328,192.96694946289065,186.05889892578125,0.017817964204815073,0.05560781448824281
389,389,389,389,2020-08-20,199.4930877685547,193.91339111328125,187.6200408935547,0.02877416883506445,0.06328240212747915
390,390,390,390,2020-08-21,199.4735565185547,193.0730133056641,191.33750915527344,0.033150895111154544,0.04252196759119875
391,391,391,391,2020-08-24,201.7015991210937,192.1544342041016,193.94265747070312,0.0496848535217842,0.040006369674307596
392,392,392,392,2020-08-25,203.35304260253903,194.8807830810547,191.5911865234375,0.04347406341219684,0.06139038174213041
393,393,393,393,2020-08-26,205.4637451171875,194.4703521728516,192.0107421875,0.056529917396172635,0.07006380359985553
394,394,394,394,2020-08-27,206.21617126464844,196.4052276611328,192.96694946289065,0.04995255839341972,0.06866057549562776
395,395,395,395,2020-08-28,210.7894592285156,199.4930877685547,193.91339111328125,0.056625377782846265,0.08702889479858356
396,396,396,396,2020-08-31,207.154296875,199.4735565185547,193.0730133056641,0.03850505545947325,0.07293242762541374
397,397,397,397,2020-09-01,208.48329162597656,201.7015991210937,192.1544342041016,0.03362240326518884,0.08497778096825437
398,398,398,398,2020-09-02,211.5418701171875,203.35304260253903,194.8807830810547,0.04026901889367762,0.085493740186805
399,399,399,399,2020-09-03,204.19338989257807,205.4637451171875,194.4703521728516,-0.0061828680475227715,0.049997532328651895
400,400,400,400,2020-09-04,199.9915008544922,206.21617126464844,196.4052276611328,-0.03018517108518992,0.01825956078698132
401,401,401,401,2020-09-08,195.5550842285156,210.7894592285156,199.4930877685547,-0.07227294503130022,-0.019740050064330217
402,402,402,402,2020-09-09,199.4051208496093,207.154296875,199.4735565185547,-0.037407749403656765,-0.00034308140958538846
403,403,403,403,2020-09-10,196.94265747070312,208.48329162597656,201.7015991210937,-0.05535519928367971,-0.023593970851631618
404,404,404,404,2020-09-11,196.1022491455078,211.5418701171875,203.35304260253903,-0.07298612309292074,-0.03565618376904822
405,405,405,405,2020-09-14,200.30419921875,204.19338989257807,205.4637451171875,-0.01904660418182047,-0.025111709588933717
406,406,406,406,2020-09-15,200.70486450195312,199.9915008544922,206.21617126464844,0.003566969818282306,-0.02672587086112832
407,407,407,407,2020-09-16,200.45079040527344,195.5550842285156,210.7894592285156,0.025034921470192817,-0.0490473710643855
408,408,408,408,2020-09-17,200.5875701904297,199.4051208496093,207.154296875,0.0059298845274500245,-0.03169968851060223
409,409,409,409,2020-09-18,197.98825073242188,196.94265747070312,208.48329162597656,0.005309125382723545,-0.050339961594538796
410,410,410,410,2020-09-21,192.9459686279297,196.1022491455078,211.5418701171875,-0.016095075560485617,-0.0879064814873588
411,411,411,411,2020-09-22,195.9850006103516,200.30419921875,204.19338989257807,-0.021563195505858834,-0.04019909403798405
412,412,412,412,2020-09-23,190.91339111328125,200.70486450195312,199.9915008544922,-0.04878543134950564,-0.04539247769241905
413,413,413,413,2020-09-24,191.0599822998047,200.45079040527344,195.5550842285156,-0.046848446376700825,-0.022986372082549167
414,414,414,414,2020-09-25,192.75050354003903,200.5875701904297,199.4051208496093,-0.039070549800022336,-0.033372349121310374
415,415,415,415,2020-09-28,195.75048828125,197.98825073242188,196.94265747070312,-0.01130250124890586,-0.006053382262451001
416,416,416,416,2020-09-29,194.8905792236328,192.9459686279297,196.1022491455078,0.010078524104605968,-0.00617876606288148
417,417,417,417,2020-09-30,195.40847778320312,195.9850006103516,200.30419921875,-0.002941668114156748,-0.024441431855356743
418,418,418,418,2020-10-01,198.71139526367188,190.91339111328125,200.70486450195312,0.04084576836081433,-0.009932341416975743
419,419,419,419,2020-10-02,196.86447143554688,191.0599822998047,200.45079040527344,0.030380454692150005,-0.017891268787095904
420,420,420,420,2020-10-05,198.89703369140625,192.75050354003903,200.5875701904297,0.0318885296716771,-0.008427922514932074
421,421,421,421,2020-10-06,195.8775177001953,195.75048828125,197.98825073242188,0.0006489353873937453,-0.010660900454538491
422,422,422,422,2020-10-07,197.8514404296875,194.8905792236328,192.9459686279297,0.015192428581461304,0.02542406994373314
423,423,423,423,2020-10-08,198.34982299804688,195.40847778320312,195.9850006103516,0.015052290710268146,0.012066343752483943
424,424,424,424,2020-10-09,201.92630004882807,198.71139526367188,190.91339111328125,0.016178764085926334,0.057685366496958546
425,425,425,425,2020-10-12,201.6917724609375,196.86447143554688,191.0599822998047,0.024520935596909155,0.05564634746197017
426,426,426,426,2020-10-13,199.6592712402344,198.89703369140625,192.75050354003903,0.003832322356354334,0.035843059153203516
427,427,427,427,2020-10-14,197.5875701904297,195.8775177001953,195.75048828125,0.00873021319808509,0.009384813929762537
428,428,428,428,2020-10-15,194.998046875,197.8514404296875,194.8905792236328,-0.014421899322494602,0.000551425583500631
429,429,429,429,2020-10-16,195.6918487548828,198.34982299804688,195.40847778320312,-0.01340043667793056,0.0014501467638168286
430,430,430,430,2020-10-19,192.4768981933593,201.92630004882807,198.71139526367188,-0.046796290791163986,-0.03137463285404429
431,431,431,431,2020-10-20,193.1902618408203,201.6917724609375,196.86447143554688,-0.042151003565421674,-0.018663650012285204
432,432,432,432,2020-10-21,193.90359497070312,199.6592712402344,198.89703369140625,-0.028827493127558945,-0.02510564701759488
433,433,433,433,2020-10-22,193.47364807128903,197.5875701904297,195.8775177001953,-0.02082075362926805,-0.012272310049311397
434,434,434,434,2020-10-23,193.4931640625,194.998046875,197.8514404296875,-0.007717425054337479,-0.02202802444966956
435,435,435,435,2020-10-26,188.66587829589844,195.6918487548828,198.34982299804688,-0.03590323513057958,-0.04882255277961001
436,436,436,436,2020-10-27,185.7245330810547,192.4768981933593,201.92630004882807,-0.03508143146364129,-0.0802360413866624
437,437,437,437,2020-10-28,176.74415588378906,193.1902618408203,201.6917724609375,-0.0851290629264847,-0.12369179105697115
438,438,438,438,2020-10-29,180.65293884277344,193.90359497070312,199.6592712402344,-0.0683363097519245,-0.09519383837974715
439,439,439,439,2020-10-30,177.56500244140625,193.47364807128903,197.5875701904297,-0.08222642095434585,-0.10133515853110708
440,440,440,440,2020-11-02,180.52587890625,193.4931640625,194.998046875,-0.06701676112992527,-0.07421698935285814
441,441,441,441,2020-11-03,184.04376220703125,188.66587829589844,195.6918487548828,-0.024498950899950134,-0.05952259443591634
442,442,442,442,2020-11-04,189.5453338623047,185.7245330810547,192.4768981933593,0.02057240752131828,-0.015230733446824352
443,443,443,443,2020-11-05,193.13162231445312,176.74415588378906,193.1902618408203,0.09271857589135202,-0.0003035325166416136
444,444,444,444,2020-11-06,193.9427032470703,180.65293884277344,193.90359497070312,0.0735651713690817,0.00020168927952624038
445,445,445,445,2020-11-09,207.8285369873047,177.56500244140625,193.47364807128903,0.17043637051104676,0.0741955768091287
446,446,446,446,2020-11-10,208.4441680908203,180.52587890625,193.4931640625,0.15464978956877817,0.0772689004325291
447,447,447,447,2020-11-11,207.8480682373047,184.04376220703125,188.66587829589844,0.12934046633700036,0.1016728097028834
448,448,448,448,2020-11-12,203.81597900390625,189.5453338623047,185.7245330810547,0.07528882326361286,0.09741010313891074
449,449,449,449,2020-11-13,205.9886779785156,193.13162231445312,176.74415588378906,0.06657146825561733,0.1654624558786264
450,450,450,450,2020-11-16,208.1612701416016,193.9427032470703,180.65293884277344,0.07331323456091954,0.15227170659409706
451,451,451,451,2020-11-17,206.2137451171875,207.8285369873047,177.56500244140625,-0.007769827442974386,0.16134228187919453
452,452,452,452,2020-11-18,203.3951873779297,208.4441680908203,180.52587890625,-0.02422222103470295,0.12668160714817
453,453,453,453,2020-11-19,203.1407165527344,207.8480682373047,184.04376220703125,-0.02264804154540323,0.10376311653649495
454,454,454,454,2020-11-20,199.52947998046875,203.81597900390625,189.5453338623047,-0.021031221616610085,0.05267418571969196
455,455,455,455,2020-11-23,203.71815490722656,205.9886779785156,193.13162231445312,-0.011022562470767716,0.054815117617231346
456,456,456,456,2020-11-24,205.20567321777344,208.1612701416016,193.9427032470703,-0.01419859189856787,0.058073697964057036
457,457,457,457,2020-11-25,206.389892578125,206.2137451171875,207.8285369873047,0.0008541984475254338,-0.00692226596998835
458,458,458,458,2020-11-27,206.49752807617188,203.3951873779297,208.4441680908203,0.015252773373038098,-0.00933890370969881
459,459,459,459,2020-11-30,205.86143493652344,203.1407165527344,207.8480682373047,0.013393269601285285,-0.009558103270476681
460,460,460,460,2020-12-01,206.6932678222656,199.52947998046875,203.81597900390625,0.035903405564421176,0.014117091468594856
461,461,461,461,2020-12-02,205.69500732421875,203.71815490722656,205.9886779785156,0.009703859815009874,-0.0014256640567763545
462,462,462,462,2020-12-03,203.6104888916016,205.20567321777344,208.1612701416016,-0.007773587840717133,-0.02186180573794705
463,463,463,463,2020-12-04,208.14170837402344,206.389892578125,206.2137451171875,0.008487895284093439,0.009349344078593447
464,464,464,464,2020-12-07,208.11231994628903,206.49752807617188,203.3951873779297,0.007819908960467137,0.023191957632677118
465,465,465,465,2020-12-08,208.2297515869141,205.86143493652344,203.1407165527344,0.0115044211710702,0.025051772586706322
466,466,466,466,2020-12-09,205.1078186035156,206.6932678222656,199.52947998046875,-0.007670541162053346,0.027957465852128216
467,467,467,467,2020-12-10,203.17990112304688,205.69500732421875,203.71815490722656,-0.012227356579479487,-0.0026421493186250533
468,468,468,468,2020-12-11,201.839111328125,203.6104888916016,205.20567321777344,-0.008699834537599038,-0.016405793450338435
469,469,469,469,2020-12-14,202.8275604248047,208.14170837402344,206.389892578125,-0.025531393927397783,-0.017260206441417014
470,470,470,470,2020-12-15,203.91384887695312,208.11231994628903,206.49752807617188,-0.020174063075263815,-0.012511913451408008
471,471,471,471,2020-12-16,203.8257751464844,208.2297515869141,205.86143493652344,-0.0211496023352431,-0.009888495097038041
472,472,472,472,2020-12-17,206.6736755371093,205.1078186035156,206.6932678222656,0.007634311282012085,-9.478917897387529e-05
473,473,473,473,2020-12-18,206.8009490966797,203.17990112304688,205.69500732421875,0.017821880774712584,0.00537660970408349
474,474,474,474,2020-12-21,204.54998779296875,201.839111328125,203.6104888916016,0.013430877925521223,0.004614196972275497
475,475,475,475,2020-12-22,201.4476318359375,202.8275604248047,208.14170837402344,-0.00680345701529439,-0.03216114920156665
476,476,476,476,2020-12-23,200.91915893554688,203.91384887695312,208.11231994628903,-0.014686054713298646,-0.034563840394449596
477,477,477,477,2020-12-24,204.24661254882807,203.8257751464844,208.2297515869141,0.002064691779247285,-0.019128577966071703
478,478,478,478,2020-12-28,208.0927734375,206.6736755371093,205.1078186035156,0.006866369878518519,0.014553101165560633
479,479,479,479,2020-12-29,209.7956085205078,206.8009490966797,203.17990112304688,0.014480878530340302,0.032560835795733656
480,480,480,480,2020-12-30,213.70050048828125,204.54998779296875,201.839111328125,0.04473484840573061,0.05876655461920599
481,481,481,481,2020-12-31,214.06260681152344,201.4476318359375,202.8275604248047,0.06262160969884123,0.05539210925373217
482,482,482,482,2021-01-04,213.11331176757807,200.91915893554688,203.91384887695312,0.060691836938969956,0.045114458587734996
483,483,483,483,2021-01-05,209.93263244628903,204.24661254882807,203.8257751464844,0.02783899241463139,0.02996116313265973
484,484,484,484,2021-01-06,208.0829467773437,208.0927734375,206.6736755371093,-4.722249597610695e-05,0.006818823135418484
485,485,485,485,2021-01-07,209.24758911132807,209.7956085205078,206.8009490966797,-0.0026121586292697785,0.011830893549258148
486,486,486,486,2021-01-08,210.85256958007807,213.70050048828125,204.54998779296875,-0.013326739533580767,0.030811939199372418
