,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BDX,BDX_6m,BDX_12m,BDX_6m_ret,BDX_12m_ret
245,245,245,245,2020-01-27,258.1283874511719,255.4709930419922,252.2692108154297,0.01040194183119203,0.023225888790800564
246,246,246,246,2020-01-28,260.4444274902344,255.66482543945312,252.39833068847656,0.01869479715313105,0.031878565836034545
247,247,247,247,2020-01-29,260.3890380859375,256.0800170898437,253.2472686767578,0.016826853750880666,0.028200775654940502
248,248,248,248,2020-01-30,259.42022705078125,257.279541015625,254.8528289794922,0.008320467405631193,0.017921708342725884
249,249,249,249,2020-01-31,253.91159057617188,257.1872253417969,254.63140869140625,-0.012736382070578145,-0.002826902301383938
250,250,250,250,2020-02-03,257.7223815917969,256.744384765625,255.8678436279297,0.0038092238202780404,0.007248030614444678
251,251,251,251,2020-02-04,262.4651794433594,258.1283874511719,255.4709930419922,0.01680091072125056,0.0273776146484761
252,252,252,252,2020-02-05,263.8861389160156,260.4444274902344,255.66482543945312,0.013214763160598997,0.032156607630444256
253,253,253,253,2020-02-06,232.75387573242188,260.3890380859375,256.0800170898437,-0.10613028319723294,-0.09108926820025176
254,254,254,254,2020-02-07,227.8265991210937,259.42022705078125,257.279541015625,-0.12178552262042053,-0.11447836768623032
255,255,255,255,2020-02-10,232.523193359375,253.91159057617188,257.1872253417969,-0.08423560802507157,-0.095899133207895
256,256,256,256,2020-02-11,236.59234619140625,257.7223815917969,256.744384765625,-0.0819875839648968,-0.07849066920242487
257,257,257,257,2020-02-12,232.73541259765625,262.4651794433594,258.1283874511719,-0.11327128005609932,-0.09837342999835308
258,258,258,258,2020-02-13,234.69155883789065,263.8861389160156,260.4444274902344,-0.11063324583113643,-0.09888047481188422
259,259,259,259,2020-02-14,240.10787963867188,232.75387573242188,260.3890380859375,0.03159562384561232,-0.0778879118581487
260,260,260,260,2020-02-18,236.21405029296875,227.8265991210937,259.42022705078125,0.03681506551136726,-0.08945399910266028
261,261,261,261,2020-02-19,236.2786102294922,232.523193359375,253.91159057617188,0.016150719486778264,-0.06944535421430442
262,262,262,262,2020-02-20,233.87033081054688,236.59234619140625,257.7223815917969,-0.011505086384566376,-0.09254939611348523
263,263,263,263,2020-02-21,237.45968627929688,232.73541259765625,262.4651794433594,0.020298903501237975,-0.09527165933818182
264,264,264,264,2020-02-24,231.1667633056641,234.69155883789065,263.8861389160156,-0.01501884238904927,-0.12399050493805885
265,265,265,265,2020-02-25,226.46096801757807,240.10787963867188,232.75387573242188,-0.05683658379571077,-0.02703674727237737
266,266,266,266,2020-02-26,227.1253662109375,236.21405029296875,227.8265991210937,-0.038476475344116245,-0.0030779237931891634
267,267,267,267,2020-02-27,223.9327850341797,236.2786102294922,232.523193359375,-0.05225113345351606,-0.03694430736601162
268,268,268,268,2020-02-28,219.43914794921875,233.87033081054688,236.59234619140625,-0.06170591545884674,-0.07250106995562033
269,269,269,269,2020-03-02,226.3594665527344,237.45968627929688,232.73541259765625,-0.04674570197783612,-0.027395684970143885
270,270,270,270,2020-03-03,220.98931884765625,231.1667633056641,234.69155883789065,-0.04402641760636905,-0.05838403416843385
271,271,271,271,2020-03-04,228.01112365722656,226.46096801757807,240.10787963867188,0.0068451338578052745,-0.05038050396200744
272,272,272,272,2020-03-05,225.27069091796875,227.1253662109375,236.21405029296875,-0.008165865944036677,-0.04632814754849379
273,273,273,273,2020-03-06,220.63868713378903,223.9327850341797,236.2786102294922,-0.014710208243459588,-0.06619271664291759
274,274,274,274,2020-03-09,213.6490936279297,219.43914794921875,233.87033081054688,-0.026385694509846402,-0.0864634565339456
275,275,275,275,2020-03-10,219.6943817138672,226.3594665527344,237.45968627929688,-0.029444692286878404,-0.074813981454243
276,276,276,276,2020-03-11,214.6952362060547,220.98931884765625,231.1667633056641,-0.02848138848710835,-0.07125387258993476
277,277,277,277,2020-03-12,204.1969757080078,228.01112365722656,226.46096801757807,-0.10444292176297065,-0.09831271368513317
278,278,278,278,2020-03-13,218.9445343017578,225.27069091796875,227.1253662109375,-0.028082466433747344,-0.03601901472150815
279,279,279,279,2020-03-16,206.5762481689453,220.63868713378903,223.9327850341797,-0.06373514612293107,-0.07750779709449507
280,280,280,280,2020-03-17,230.07228088378903,213.6490936279297,219.43914794921875,0.07686991307559854,0.04845595252234092
281,281,281,281,2020-03-18,217.296630859375,219.6943817138672,226.3594665527344,-0.01091402900605376,-0.040037361067238875
282,282,282,282,2020-03-19,204.5580596923828,214.6952362060547,220.98931884765625,-0.0472165880007821,-0.0743531825020044
283,283,283,283,2020-03-20,203.7804412841797,204.1969757080078,228.01112365722656,-0.002039865783437178,-0.10626973800398143
284,284,284,284,2020-03-23,185.69088745117188,218.9445343017578,225.27069091796875,-0.15188160305821785,-0.17569885947217911
285,285,285,285,2020-03-24,187.7923889160156,206.5762481689453,220.63868713378903,-0.09092942397505266,-0.14886916997405975
286,286,286,286,2020-03-25,188.4866638183593,230.07228088378903,213.6490936279297,-0.18075022730111023,-0.11777456848654277
287,287,287,287,2020-03-26,203.06756591796875,217.296630859375,219.6943817138672,-0.06548221610768867,-0.07568157030776246
288,288,288,288,2020-03-27,200.50320434570312,204.5580596923828,214.6952362060547,-0.019822515684678632,-0.06610315212923823
289,289,289,289,2020-03-30,206.3262634277344,203.7804412841797,204.1969757080078,0.012492966093858193,0.010427616336352363
290,290,290,290,2020-03-31,212.7140655517578,185.69088745117188,218.9445343017578,0.14552775567778897,-0.028456836202236158
291,291,291,291,2020-04-01,208.6684417724609,187.7923889160156,206.5762481689453,0.11116559609762189,0.01012794850356924
292,292,292,292,2020-04-02,215.9635467529297,188.4866638183593,230.07228088378903,0.1457762707341954,-0.06132305063722887
293,293,293,293,2020-04-03,209.8997497558593,203.06756591796875,217.296630859375,0.03364487975716646,-0.03404047763769813
294,294,294,294,2020-04-06,220.0461883544922,200.50320434570312,204.5580596923828,0.09746968420062507,0.07571507417209888
295,295,295,295,2020-04-07,219.9165496826172,206.3262634277344,203.7804412841797,0.06586794152671094,0.07918379358073468
296,296,296,296,2020-04-08,231.44241333007807,212.7140655517578,185.69088745117188,0.08804470794980523,0.2463854123748357
297,297,297,297,2020-04-09,229.08164978027344,208.6684417724609,187.7923889160156,0.09782604324074917,0.2198665297491007
298,298,298,298,2020-04-13,229.6464080810547,215.9635467529297,188.4866638183593,0.06335727271500446,0.2183695303894826
299,299,299,299,2020-04-14,231.0072784423828,209.8997497558593,203.06756591796875,0.10056004693228227,0.13758825737686053
300,300,300,300,2020-04-15,233.7845764160156,220.0461883544922,200.50320434570312,0.062434110603138526,0.1659892278475983
301,301,301,301,2020-04-16,242.1905517578125,219.9165496826172,206.3262634277344,0.10128388294260282,0.17382318534857544
302,302,302,302,2020-04-17,241.9961853027344,231.44241333007807,212.7140655517578,0.04559999103364332,0.13765953687651944
303,303,303,303,2020-04-20,243.88473510742188,229.08164978027344,208.6684417724609,0.06461925405787405,0.16876674324027396
304,304,304,304,2020-04-21,237.4598999023437,229.6464080810547,215.9635467529297,0.03402401059341287,0.0995369518264424
305,305,305,305,2020-04-22,246.95831298828125,231.0072784423828,209.8997497558593,0.06904992194813864,0.17655363227219611
306,306,306,306,2020-04-23,245.4029998779297,233.7845764160156,220.0461883544922,0.049697134173810165,0.11523404114861524
307,307,307,307,2020-04-24,248.2635955810547,242.1905517578125,219.9165496826172,0.02507547787956299,0.1288991025884494
308,308,308,308,2020-04-27,249.9577789306641,241.9961853027344,231.44241333007807,0.03289966582725179,0.0799998813276277
309,309,309,309,2020-04-28,242.47755432128903,243.88473510742188,229.08164978027344,-0.005769860034548824,0.05847654997187446
310,310,310,310,2020-04-29,238.709716796875,237.4598999023437,229.6464080810547,0.005263275589037608,0.03946636392684777
311,311,311,311,2020-04-30,233.7845764160156,246.95831298828125,231.0072784423828,-0.053343968918716955,0.01202255613918024
312,312,312,312,2020-05-01,233.173568725586,245.4029998779297,233.7845764160156,-0.04983407357867242,-0.002613550045929114
313,313,313,313,2020-05-04,236.3211975097656,248.2635955810547,242.1905517578125,-0.048103702209493115,-0.024234447650609336
314,314,314,314,2020-05-05,242.27389526367188,249.9577789306641,241.9961853027344,-0.030740726293313925,0.001147579911600971
315,315,315,315,2020-05-06,239.89468383789065,242.47755432128903,243.88473510742188,-0.010651998246303696,-0.016360397741883137
316,316,316,316,2020-05-07,237.22848510742188,238.709716796875,237.4598999023437,-0.006205158756539264,-0.0009745426281110303
317,317,317,317,2020-05-08,235.58984375,233.7845764160156,246.95831298828125,0.007721926577277438,-0.046033960552770314
318,318,318,318,2020-05-11,242.5979461669922,233.173568725586,245.4029998779297,0.0404178633663983,-0.011430396989168035
319,319,319,319,2020-05-12,242.63497924804688,236.3211975097656,248.2635955810547,0.026716950509783954,-0.022671935930977605
320,320,320,320,2020-05-13,242.47755432128903,242.27389526367188,249.9577789306641,0.0008406149469613045,-0.029925952460355343
321,321,321,321,2020-05-14,239.49658203125,239.89468383789065,242.47755432128903,-0.0016594857387906004,-0.012293807145914881
322,322,322,322,2020-05-15,239.0800170898437,237.22848510742188,238.709716796875,0.007804846798155074,0.0015512577281626694
323,323,323,323,2020-05-18,245.11602783203125,235.58984375,233.7845764160156,0.040435461607335244,0.048469627850262986
324,324,324,324,2020-05-19,243.66256713867188,242.5979461669922,233.173568725586,0.004388417084730145,0.044983650893253735
325,325,325,325,2020-05-20,224.9527587890625,242.63497924804688,236.3211975097656,-0.0728758092249665,-0.04810587810360645
326,326,326,326,2020-05-21,221.2034149169922,242.47755432128903,242.27389526367188,-0.08773653076403132,-0.08696966845622489
327,327,327,327,2020-05-22,221.4903717041016,239.49658203125,239.89468383789065,-0.07518357955020383,-0.07671829921093964
328,328,328,328,2020-05-26,215.8339385986328,239.0800170898437,237.22848510742188,-0.09723137372236035,-0.09018540290008248
329,329,329,329,2020-05-27,217.3706817626953,245.11602783203125,235.58984375,-0.11319270434795381,-0.07733424199151062
330,330,330,330,2020-05-28,223.57339477539065,243.66256713867188,242.5979461669922,-0.08244669092667067,-0.07842008430898251
331,331,331,331,2020-05-29,228.60031127929688,224.9527587890625,242.63497924804688,0.016214748864914696,-0.057842723304962096
332,332,332,332,2020-06-01,226.67469787597656,221.2034149169922,242.47755432128903,0.024734170406173428,-0.06517245066062183
333,333,333,333,2020-06-02,226.3506774902344,221.4903717041016,239.49658203125,0.02194364363894752,-0.05488973758840654
334,334,334,334,2020-06-03,224.99903869628903,215.8339385986328,239.0800170898437,0.04246366515462485,-0.0588965090640059
335,335,335,335,2020-06-04,225.47119140625,217.3706817626953,245.11602783203125,0.037265879546709346,-0.08014505048704168
336,336,336,336,2020-06-05,224.0455322265625,223.57339477539065,243.66256713867188,0.0021117783341177976,-0.08050902172817143
337,337,337,337,2020-06-08,229.6368865966797,228.60031127929688,224.9527587890625,0.00453444403282699,0.02082271776897593
338,338,338,338,2020-06-09,220.3860321044922,226.67469787597656,221.2034149169922,-0.027743130708506203,-0.003695163624877651
339,339,339,339,2020-06-10,220.25596618652344,226.3506774902344,221.4903717041016,-0.026925968904925934,-0.005573179132261519
340,340,340,340,2020-06-11,213.80079650878903,224.99903869628903,215.8339385986328,-0.0497701779189188,-0.009419936934128903
341,341,341,341,2020-06-12,214.4416656494141,225.47119140625,217.3706817626953,-0.04891767186772478,-0.013474752388543565
342,342,342,342,2020-06-15,217.4788818359375,224.0455322265625,223.57339477539065,-0.029309445831682934,-0.02725956255025741
343,343,343,343,2020-06-16,219.6244201660156,229.6368865966797,228.60031127929688,-0.043601298463209814,-0.03926456207802276
344,344,344,344,2020-06-17,220.376708984375,220.3860321044922,226.67469787597656,-4.230358897139297e-05,-0.027784260663479388
345,345,345,345,2020-06-18,219.4108123779297,220.25596618652344,226.3506774902344,-0.0038371437706166134,-0.030659793861691154
346,346,346,346,2020-06-19,220.67393493652344,213.80079650878903,224.99903869628903,0.03214739392915145,-0.019222765505250705
347,347,347,347,2020-06-22,218.4448089599609,214.4416656494141,225.47119140625,0.018667749564543534,-0.031163105150888604
348,348,348,348,2020-06-23,220.8968811035156,217.4788818359375,224.0455322265625,0.01571646515157532,-0.014053621564133145
349,349,349,349,2020-06-24,216.2342987060547,219.6244201660156,229.6368865966797,-0.015435995038248884,-0.058364264074719396
350,350,350,350,2020-06-25,212.63983154296875,220.376708984375,220.3860321044922,-0.03510750966861387,-0.03514832808392643
351,351,351,351,2020-06-26,216.94015502929688,219.4108123779297,220.25596618652344,-0.011260417487435226,-0.015054353417235378
352,352,352,352,2020-06-29,216.38291931152344,220.67393493652344,213.80079650878903,-0.01944504966675975,0.012077236590782636
353,353,353,353,2020-06-30,222.2343292236328,218.4448089599609,214.4416656494141,0.017347724039377344,0.03633931657180267
354,354,354,354,2020-07-01,224.3334350585937,220.8968811035156,217.4788818359375,0.015557276942573361,0.03151824749507015
355,355,355,355,2020-07-02,227.584228515625,216.2342987060547,219.6244201660156,0.052489035631665626,0.0362428200998437
356,356,356,356,2020-07-06,232.63690185546875,212.63983154296875,220.376708984375,0.0940419777771464,0.05563288846446568
357,357,357,357,2020-07-07,233.4821319580078,216.94015502929688,219.4108123779297,0.07625133727076494,0.06413229789168562
358,358,358,358,2020-07-08,234.73599243164065,216.38291931152344,220.67393493652344,0.0848175686810777,0.06372323717870065
359,359,359,359,2020-07-09,240.19737243652344,222.2343292236328,218.4448089599609,0.08082929075649048,0.09957921902620992
360,360,360,360,2020-07-10,239.045639038086,224.3334350585937,220.8968811035156,0.06558186021468271,0.08215941231902502
361,361,361,361,2020-07-13,239.0827789306641,227.584228515625,216.2342987060547,0.05052437284444622,0.10566538408261139
362,362,362,362,2020-07-14,244.6463317871093,232.63690185546875,212.63983154296875,0.0516230651107179,0.15051977802979444
363,363,363,363,2020-07-15,247.952865600586,233.4821319580078,216.94015502929688,0.06197790606598019,0.14295514155551792
364,364,364,364,2020-07-16,246.1788330078125,234.73599243164065,216.38291931152344,0.048747703569592904,0.13769993394622948
365,365,365,365,2020-07-17,247.971420288086,240.19737243652344,222.2343292236328,0.03236524934766716,0.1158106002540864
366,366,366,366,2020-07-20,248.77947998046875,239.045639038086,224.3334350585937,0.04071959221490706,0.10897191903422687
367,367,367,367,2020-07-21,251.9931182861328,239.0827789306641,227.584228515625,0.05399945329903,0.10725211465535267
368,368,368,368,2020-07-22,253.9714813232422,244.6463317871093,232.63690185546875,0.038116858192861036,0.09170763235588497
369,369,369,369,2020-07-23,253.2934417724609,247.952865600586,233.4821319580078,0.021538674937025215,0.08485150297503785
370,370,370,370,2020-07-24,252.53189086914065,246.1788330078125,234.73599243164065,0.02580667794914171,0.07581239780551541
371,371,371,371,2020-07-27,255.5876922607422,247.971420288086,240.19737243652344,0.03071431362456134,0.06407363939123001
372,372,372,372,2020-07-28,253.56277465820312,248.77947998046875,239.045639038086,0.01922704669255637,0.06072955640828148
373,373,373,373,2020-07-29,256.7206726074219,251.9931182861328,239.0827789306641,0.0187606485186671,0.07377316658124045
374,374,374,374,2020-07-30,254.34298706054688,253.9714813232422,244.6463317871093,0.001462785251985954,0.039635400222863826
375,375,375,375,2020-07-31,261.3090209960937,253.2934417724609,247.952865600586,0.031645427404446425,0.05386570291557913
376,376,376,376,2020-08-03,263.482421875,252.53189086914065,246.1788330078125,0.04336296286449537,0.07028869483120181
377,377,377,377,2020-08-04,262.7208251953125,255.5876922607422,247.971420288086,0.02790874971903312,0.05948026143533425
378,378,378,378,2020-08-05,263.2501220703125,253.56277465820312,248.77947998046875,0.038204927458960425,0.05816654207565608
379,379,379,379,2020-08-06,241.1261444091797,256.7206726074219,251.9931182861328,-0.0607451205228392,-0.043124089859525094
380,380,380,380,2020-08-07,238.15399169921875,254.34298706054688,253.9714813232422,-0.06365025255237056,-0.06228057395110331
381,381,381,381,2020-08-10,238.4698028564453,261.3090209960937,253.2934417724609,-0.08740309864767282,-0.05852357965640498
382,382,382,382,2020-08-11,236.8444061279297,263.482421875,252.53189086914065,-0.10109978327020153,-0.062120806553260466
383,383,383,383,2020-08-12,238.9063262939453,262.7208251953125,255.5876922607422,-0.0906456459386612,-0.06526670286525027
384,384,384,384,2020-08-13,243.65249633789065,263.2501220703125,253.56277465820312,-0.07444488754002343,-0.039084121609220035
385,385,385,385,2020-08-14,239.78868103027344,241.1261444091797,256.7206726074219,-0.005546737298783522,-0.06595492059589958
386,386,386,386,2020-08-17,241.5255279541016,238.15399169921875,254.34298706054688,0.014156958826627486,-0.05039438773043137
387,387,387,387,2020-08-18,245.0735321044922,238.4698028564453,261.3090209960937,0.02769209840804132,-0.06213137544855063
388,388,388,388,2020-08-19,243.34600830078125,236.8444061279297,263.482421875,0.027450942494879005,-0.0764241251121176
389,389,389,389,2020-08-20,240.4945831298828,238.9063262939453,262.7208251953125,0.006648031722623182,-0.08460022934575595
390,390,390,390,2020-08-21,239.3706970214844,243.65249633789065,263.2501220703125,-0.017573385788210327,-0.09071002459953292
391,391,391,391,2020-08-24,236.7979431152344,239.78868103027344,241.1261444091797,-0.012472389865063938,-0.01794994609377787
392,392,392,392,2020-08-25,237.578125,241.5255279541016,238.15399169921875,-0.01634362623089569,-0.002418043447896756
393,393,393,393,2020-08-26,235.8970184326172,245.0735321044922,238.4698028564453,-0.037443919761855016,-0.010788722064641876
394,394,394,394,2020-08-27,229.0145721435547,243.34600830078125,236.8444061279297,-0.058893245290107976,-0.03305897788502454
395,395,395,395,2020-08-28,225.51300048828125,240.4945831298828,238.9063262939453,-0.06229488600793365,-0.05606099266364839
396,396,396,396,2020-08-31,225.4851226806641,239.3706970214844,243.65249633789065,-0.05800866402446092,-0.07456264118071065
397,397,397,397,2020-09-01,223.6925506591797,236.7979431152344,239.78868103027344,-0.05534419887117503,-0.06712631431114802
398,398,398,398,2020-09-02,228.66165161132807,237.578125,241.5255279541016,-0.037530700221966695,-0.053260938716250816
399,399,399,399,2020-09-03,218.32408142089844,235.8970184326172,245.0735321044922,-0.07449410394620304,-0.10914867245716509
400,400,400,400,2020-09-04,217.4138336181641,229.0145721435547,243.34600830078125,-0.05065502346339268,-0.10656503003149487
401,401,401,401,2020-09-08,218.1314697265625,225.51300048828125,240.4945831298828,-0.032732173957759625,-0.09298801292020276
402,402,402,402,2020-09-09,219.5387115478516,225.4851226806641,239.3706970214844,-0.026371634022320456,-0.08285051478900451
403,403,403,403,2020-09-10,218.2433013916016,223.6925506591797,236.7979431152344,-0.02436044138045812,-0.07835643113928337
404,404,404,404,2020-09-11,219.73440551757807,228.66165161132807,237.578125,-0.03904129105532861,-0.07510674428641917
405,405,405,405,2020-09-14,219.8462371826172,218.32408142089844,235.8970184326172,0.006972001218611634,-0.06804147571108377
406,406,406,406,2020-09-15,210.75973510742188,217.4138336181641,229.0145721435547,-0.03060568134053776,-0.0797103732975123
407,407,407,407,2020-09-16,211.57986450195312,218.1314697265625,225.51300048828125,-0.030035121630189843,-0.061784180761907614
408,408,408,408,2020-09-17,212.29747009277344,219.5387115478516,225.4851226806641,-0.03298389338273866,-0.058485688240138334
409,409,409,409,2020-09-18,216.1184234619141,218.2433013916016,223.6925506591797,-0.009736280179682422,-0.03385954147755965
410,410,410,410,2020-09-21,212.8938903808593,219.73440551757807,228.66165161132807,-0.031130833246646783,-0.06895673638039812
411,411,411,411,2020-09-22,208.5696563720703,219.8462371826172,218.32408142089844,-0.051293035328050185,-0.04467864921425202
412,412,412,412,2020-09-23,210.23785400390625,210.75973510742188,217.4138336181641,-0.002476189786676408,-0.03300608565166441
413,413,413,413,2020-09-24,206.10934448242188,211.57986450195312,218.1314697265625,-0.02585557955814244,-0.05511412571148444
414,414,414,414,2020-09-25,208.8306427001953,212.29747009277344,219.5387115478516,-0.01633004571869434,-0.048775310614512346
415,415,415,415,2020-09-28,209.68801879882807,216.1184234619141,218.2433013916016,-0.02975407908349481,-0.03920066521273191
416,416,416,416,2020-09-29,210.0887451171875,212.8938903808593,219.73440551757807,-0.013176260054497013,-0.04389690534657276
417,417,417,417,2020-09-30,216.8453521728516,208.5696563720703,219.8462371826172,0.039678330706064635,-0.013649926640649679
418,418,418,418,2020-10-01,215.139877319336,210.23785400390625,210.75973510742188,0.023316558945367882,0.020782632933570522
419,419,419,419,2020-10-02,216.8267364501953,206.10934448242188,211.57986450195312,0.051998573838011763,0.02479854101709078
420,420,420,420,2020-10-05,221.93380737304688,208.8306427001953,212.29747009277344,0.06274541180080995,0.045390730638770194
421,421,421,421,2020-10-06,219.42686462402344,209.68801879882807,216.1184234619141,0.04644445534362496,0.015308464262846044
422,422,422,422,2020-10-07,219.65985107421875,210.0887451171875,212.8938903808593,0.045557442649735824,0.03178090588346816
423,423,423,423,2020-10-08,220.1351013183593,216.8453521728516,208.5696563720703,0.015170946079975822,0.05545123460172574
424,424,424,424,2020-10-09,221.1602935791016,215.139877319336,210.23785400390625,0.02798373009588251,0.051952773333542535
425,425,425,425,2020-10-12,222.1388092041016,216.8267364501953,206.10934448242188,0.024499159286689,0.07777165446783907
426,426,426,426,2020-10-13,220.60113525390625,221.93380737304688,208.8306427001953,-0.006004817990170164,0.05636381903305776
427,427,427,427,2020-10-14,217.78662109375,219.42686462402344,209.68801879882807,-0.00747512631638747,0.03862215085684806
428,428,428,428,2020-10-15,219.0167999267578,219.65985107421875,210.0887451171875,-0.002927486039511429,0.04249658783287158
429,429,429,429,2020-10-16,220.862045288086,220.1351013183593,216.8453521728516,0.0033022628620931194,0.01852330739389152
430,430,430,430,2020-10-19,221.2255401611328,221.1602935791016,215.139877319336,0.00029501942222687205,0.028287005261994125
431,431,431,431,2020-10-20,220.1817321777344,222.1388092041016,216.8267364501953,-0.008810153585405378,0.015473164345254586
432,432,432,432,2020-10-21,220.31222534179688,220.60113525390625,221.93380737304688,-0.0013096483468992837,-0.007306602137115092
433,433,433,433,2020-10-22,224.6830444335937,217.78662109375,219.42686462402344,0.03166596416808831,0.023954130769614057
434,434,434,434,2020-10-23,223.9281768798828,219.0167999267578,219.65985107421875,0.022424658541113862,0.019431524626782437
435,435,435,435,2020-10-26,225.53111267089844,220.862045288086,220.1351013183593,0.021140198066726512,0.02451227141979251
436,436,436,436,2020-10-27,227.61868286132807,221.2255401611328,221.1602935791016,0.028898755069322934,0.02920230018557346
437,437,437,437,2020-10-28,219.8369140625,220.1817321777344,222.1388092041016,-0.0015660614158310437,-0.010362417759638753
438,438,438,438,2020-10-29,216.6496734619141,220.31222534179688,220.60113525390625,-0.016624369683528095,-0.017912245952153127
439,439,439,439,2020-10-30,215.4008331298828,224.6830444335937,217.78662109375,-0.04131246898096175,-0.010954703975319835
440,440,440,440,2020-11-02,218.8117828369141,223.9281768798828,219.0167999267578,-0.022848370911862537,-0.0009360792866678347
441,441,441,441,2020-11-03,221.5423889160156,225.53111267089844,220.862045288086,-0.017685913520514185,0.0030804008313976006
442,442,442,442,2020-11-04,220.67567443847656,227.61868286132807,221.2255401611328,-0.030502805549935452,-0.002485543587127159
443,443,443,443,2020-11-05,218.68130493164065,219.8369140625,220.1817321777344,-0.005256665541305772,-0.006814494696056661
444,444,444,444,2020-11-06,220.51724243164065,216.6496734619141,220.31222534179688,0.017851718435229813,0.0009305751849482125
445,445,445,445,2020-11-09,223.9561309814453,215.4008331298828,224.6830444335937,0.039718035103438076,-0.0032352839707191494
446,446,446,446,2020-11-10,223.94679260253903,218.8117828369141,223.9281768798828,0.023467702237279342,8.31325602503874e-05
447,447,447,447,2020-11-11,226.61216735839844,221.5423889160156,225.53111267089844,0.02288401089826997,0.004793372740006463
448,448,448,448,2020-11-12,223.86294555664065,220.67567443847656,227.61868286132807,0.014443237236158035,-0.016500127570703516
449,449,449,449,2020-11-13,226.2859802246093,218.68130493164065,219.8369140625,0.03477515051113245,0.029335683634440946
450,450,450,450,2020-11-16,226.0623321533203,220.51724243164065,216.6496734619141,0.0251458328633809,0.04344644762670691
451,451,451,451,2020-11-17,225.91319274902344,223.9561309814453,215.4008331298828,0.008738594290773172,0.048803709189007005
452,452,452,452,2020-11-18,217.5816192626953,223.94679260253903,218.8117828369141,-0.02842270374079725,-0.005622017051685191
453,453,453,453,2020-11-19,217.05039978027344,226.61216735839844,221.5423889160156,-0.04219441387276701,-0.020275980401407656
454,454,454,454,2020-11-20,216.0904541015625,223.86294555664065,220.67567443847656,-0.03471986592399945,-0.020778095948189357
455,455,455,455,2020-11-23,212.9311981201172,226.2859802246093,218.68130493164065,-0.05901727579957128,-0.02629445993712598
456,456,456,456,2020-11-24,213.68605041503903,226.0623321533203,220.51724243164065,-0.05474720896839824,-0.03097804027147333
457,457,457,457,2020-11-25,211.98992919921875,225.91319274902344,223.9561309814453,-0.06163103349733379,-0.053431007804014774
458,458,458,458,2020-11-27,213.3785400390625,217.5816192626953,223.94679260253903,-0.01931725316630839,-0.04719090834327366
459,459,459,459,2020-11-30,218.85836791992188,217.05039978027344,226.61216735839844,0.008329715777896318,-0.03421616556984575
460,460,460,460,2020-12-01,222.4090881347656,216.0904541015625,223.86294555664065,0.02924069024462006,-0.006494408524197692
461,461,461,461,2020-12-02,225.4099884033203,212.9311981201172,226.2859802246093,0.058604800016969216,-0.003871171428382225
462,462,462,462,2020-12-03,222.2786102294922,213.68605041503903,226.0623321533203,0.0402111405857517,-0.016737516099152305
463,463,463,463,2020-12-04,226.23941040039065,211.98992919921875,225.91319274902344,0.06721772706372708,0.0014439955781140323
464,464,464,464,2020-12-07,220.3587951660156,213.3785400390625,217.5816192626953,0.032713013809520186,0.012763835073620333
465,465,465,465,2020-12-08,223.8908843994141,218.85836791992188,217.05039978027344,0.022994398282881967,0.03151565086295838
466,466,466,466,2020-12-09,224.40524291992188,222.4090881347656,216.0904541015625,0.00897514936056365,0.0384782791675351
467,467,467,467,2020-12-10,226.62159729003903,225.4099884033203,212.9311981201172,0.005375133973880564,0.0642949426424535
468,468,468,468,2020-12-11,226.958251953125,222.2786102294922,213.68605041503903,0.021053045629542577,0.06211075319286197
469,469,469,469,2020-12-14,224.4426422119141,226.23941040039065,211.98992919921875,-0.00794188857412903,0.058742002791051684
470,470,470,470,2020-12-15,228.304931640625,220.3587951660156,213.3785400390625,0.036059992380258254,0.06995263721848488
471,471,471,471,2020-12-16,229.3897247314453,223.8908843994141,218.85836791992188,0.024560358260149018,0.04811950720283531
472,472,472,472,2020-12-17,232.57867431640625,224.40524291992188,222.4090881347656,0.03642264008689411,0.045724688082343645
473,473,473,473,2020-12-18,235.7489624023437,226.62159729003903,225.4099884033203,0.04027579551750793,0.045867417288199874
474,474,474,474,2020-12-21,231.79312133789065,226.958251953125,222.2786102294922,0.02130290193530504,0.04280443853133309
475,475,475,475,2020-12-22,229.960189819336,224.4426422119141,226.23941040039065,0.024583330302324402,0.01644620365815319
476,476,476,476,2020-12-23,228.4171600341797,228.304931640625,220.3587951660156,0.0004915723578471365,0.03656929083358351
477,477,477,477,2020-12-24,231.91473388671875,229.3897247314453,223.8908843994141,0.011007507673805206,0.03583821426597411
478,478,478,478,2020-12-28,232.06434631347656,232.57867431640625,224.40524291992188,-0.0022114151456120723,0.03413067936335068
479,479,479,479,2020-12-29,232.2513732910156,235.7489624023437,226.62159729003903,-0.014836074253251175,0.0248421865713504
480,480,480,480,2020-12-30,230.68963623046875,231.79312133789065,226.958251953125,-0.004760646481020148,0.016440839869150903
481,481,481,481,2020-12-31,234.0001373291016,229.960189819336,224.4426422119141,0.01756802998353546,0.042583240969706226
482,482,482,482,2021-01-04,234.4490509033203,228.4171600341797,228.304931640625,0.026407345526220594,0.026911899005172435
483,483,483,483,2021-01-05,234.75762939453125,231.91473388671875,229.3897247314453,0.012258365219698142,0.023400806942727392
484,484,484,484,2021-01-06,237.198471069336,232.06434631347656,232.57867431640625,0.022123711967904747,0.019863372110569655
485,485,485,485,2021-01-07,237.0675048828125,232.2513732910156,235.7489624023437,0.020736719544655502,0.005592993780471067
