,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,UBER,UBER_6m,UBER_12m,UBER_6m_ret,UBER_12m_ret
39,39,39,39,2019-07-08,42.95000076293945,45.130001068115234,44.86000061035156,-0.04830490258321696,-0.042576901948846
40,40,40,40,2019-07-09,44.20000076293945,46.380001068115234,43.86000061035156,-0.04700302403991241,0.00775194135559687
41,41,41,41,2019-07-10,43.70000076293945,44.27000045776367,44.0,-0.012875529454038137,-0.006818164478648803
42,42,42,42,2019-07-11,43.9900016784668,44.0,43.09000015258789,-0.00022723458030005084,0.020886551930653807
43,43,43,43,2019-07-12,43.9900016784668,44.22999954223633,43.09000015258789,-0.005426133082826579,0.020886551930653807
44,44,44,44,2019-07-15,44.52999877929688,43.52999877929688,42.5,0.022972663175805152,0.047764677159926716
45,45,45,45,2019-07-16,44.130001068115234,42.95000076293945,45.130001068115234,0.02747381336938126,-0.022158209092233094
46,46,46,46,2019-07-17,43.619998931884766,44.20000076293945,46.380001068115234,-0.013122213145774553,-0.05950845348573919
47,47,47,47,2019-07-18,43.709999084472656,43.70000076293945,44.27000045776367,0.0002287945390995194,-0.01264968076576578
48,48,48,48,2019-07-19,43.18000030517578,43.9900016784668,44.0,-0.018413306260170348,-0.018636356700550416
49,49,49,49,2019-07-22,43.68999862670898,43.9900016784668,44.22999954223633,-0.006819800870902726,-0.012208928806605401
50,50,50,50,2019-07-23,43.36000061035156,44.52999877929688,43.52999877929688,-0.02627438133883986,-0.003905310675684448
51,51,51,51,2019-07-24,43.7599983215332,44.130001068115234,42.95000076293945,-0.008384381092829019,0.0188590813551901
52,52,52,52,2019-07-25,43.400001525878906,43.619998931884766,44.20000076293945,-0.005043498656416734,-0.018099529937821268
53,53,53,53,2019-07-26,44.52000045776367,43.709999084472656,43.70000076293945,0.018531260358199297,0.01876429474847141
54,54,54,54,2019-07-29,43.880001068115234,43.18000030517578,43.9900016784668,0.01621122644724826,-0.0025005820903482023
55,55,55,55,2019-07-30,42.59000015258789,43.68999862670898,43.9900016784668,-0.025177351995809505,-0.03182544833964418
56,56,56,56,2019-07-31,42.13999938964844,43.36000061035156,44.52999877929688,-0.028136559122000304,-0.05367166977690585
57,57,57,57,2019-08-01,41.310001373291016,43.7599983215332,44.130001068115234,-0.0559871353339747,-0.06390209894786791
58,58,58,58,2019-08-02,40.400001525878906,43.400001525878906,43.619998931884766,-0.06912442153282261,-0.07381929126211295
59,59,59,59,2019-08-05,39.04999923706055,44.52000045776367,43.709999084472656,-0.12286615373898169,-0.10661175806492995
60,60,60,60,2019-08-06,39.150001525878906,43.880001068115234,43.18000030517578,-0.10779397053555029,-0.09333021655430185
61,61,61,61,2019-08-07,39.70000076293945,42.59000015258789,43.68999862670898,-0.06785628972280788,-0.09132520002713673
62,62,62,62,2019-08-08,42.970001220703125,42.13999938964844,43.36000061035156,0.019696294330241004,-0.008994450741666493
63,63,63,63,2019-08-09,40.04999923706055,41.310001373291016,43.7599983215332,-0.030501140022840212,-0.08478060390251563
64,64,64,64,2019-08-12,37.0,40.400001525878906,43.400001525878906,-0.08415845043226,-0.14746546776185387
65,65,65,65,2019-08-13,36.45000076293945,39.04999923706055,44.52000045776367,-0.06658126824375343,-0.18126683764256168
66,66,66,66,2019-08-14,33.959999084472656,39.150001525878906,43.880001068115234,-0.1325671070019131,-0.226071142711316
67,67,67,67,2019-08-15,33.220001220703125,39.70000076293945,42.59000015258789,-0.16322416669285067,-0.2200046700707846
68,68,68,68,2019-08-16,35.22999954223633,42.970001220703125,42.13999938964844,-0.18012570301575026,-0.1639772175485491
69,69,69,69,2019-08-19,34.61000061035156,40.04999923706055,41.310001373291016,-0.1358301805328137,-0.1621883451998949
70,70,70,70,2019-08-20,35.290000915527344,37.0,40.400001525878906,-0.04621619147223399,-0.1264851588453101
71,71,71,71,2019-08-21,34.90999984741211,36.45000076293945,39.04999923706055,-0.04224968129748685,-0.10601791217755918
72,72,72,72,2019-08-22,34.0,33.959999084472656,39.150001525878906,0.001177883292277082,-0.13154537229007912
73,73,73,73,2019-08-23,33.43000030517578,33.220001220703125,39.70000076293945,0.006321465284648609,-0.1579345173115667
74,74,74,74,2019-08-26,33.310001373291016,35.22999954223633,42.970001220703125,-0.05449895526236037,-0.22480799564785403
75,75,75,75,2019-08-27,33.11000061035156,34.61000061035156,40.04999923706055,-0.04334007435848941,-0.17328336476688389
76,76,76,76,2019-08-28,32.59000015258789,35.290000915527344,37.0,-0.07650894567564248,-0.11918918506519216
77,77,77,77,2019-08-29,32.7599983215332,34.90999984741211,36.45000076293945,-0.06158698181828515,-0.10123463276187528
78,78,78,78,2019-08-30,32.56999969482422,34.0,33.959999084472656,-0.04205883250517006,-0.04093048960899348
79,79,79,79,2019-09-03,30.700000762939453,33.43000030517578,33.220001220703125,-0.08166316234863025,-0.07585792790980317
80,80,80,80,2019-09-04,31.989999771118164,33.310001373291016,35.22999954223633,-0.039627785882689004,-0.09196706821508227
81,81,81,81,2019-09-05,32.5099983215332,33.11000061035156,34.61000061035156,-0.018121482263904642,-0.0606761702335904
82,82,82,82,2019-09-06,31.86000061035156,32.59000015258789,35.290000915527344,-0.02239949490084192,-0.09719467883795407
83,83,83,83,2019-09-09,32.2400016784668,32.7599983215332,34.90999984741211,-0.015872914215768197,-0.0764823311548436
84,84,84,84,2019-09-10,33.5099983215332,32.56999969482422,34.0,0.02886087305853935,-0.014411814072552875
85,85,85,85,2019-09-11,34.0,30.700000762939453,33.43000030517578,0.10749182915474886,0.01705054411070317
86,86,86,86,2019-09-12,34.06999969482422,31.989999771118164,33.310001373291016,0.06502031692991639,0.022815919849904054
87,87,87,87,2019-09-13,33.25,32.5099983215332,33.11000061035156,0.022762279811520347,0.0042283112977252735
88,88,88,88,2019-09-16,34.43000030517578,31.86000061035156,32.59000015258789,0.08066540004990497,0.05645904093197074
89,89,89,89,2019-09-17,34.290000915527344,32.2400016784668,32.7599983215332,0.06358558096570288,0.04670337827790627
90,90,90,90,2019-09-18,34.2599983215332,33.5099983215332,32.56999969482422,0.02238137981397803,0.0518881990342035
91,91,91,91,2019-09-19,33.81999969482422,34.0,30.700000762939453,-0.005294126622817141,0.10162862717746823
92,92,92,92,2019-09-20,32.599998474121094,34.06999969482422,31.989999771118164,-0.04314649937981774,0.019068418486006378
93,93,93,93,2019-09-23,33.0,33.25,32.5099983215332,-0.007518796992481258,0.0150723378580504
94,94,94,94,2019-09-24,31.299999237060547,34.43000030517578,31.86000061035156,-0.09090912112611016,-0.017576941700028215
95,95,95,95,2019-09-25,31.68000030517578,34.290000915527344,32.2400016784668,-0.07611550133175093,-0.0173697687387232
96,96,96,96,2019-09-26,31.56999969482422,34.2599983215332,33.5099983215332,-0.07851718501160165,-0.05789312813729264
97,97,97,97,2019-09-27,30.290000915527344,33.81999969482422,34.0,-0.1043760736590752,-0.10911762013154869
98,98,98,98,2019-09-30,30.46999931335449,32.599998474121094,34.06999969482422,-0.06533740062771676,-0.10566481989187182
99,99,99,99,2019-10-01,29.14999961853028,33.0,33.25,-0.11666667822635512,-0.12330828214946521
100,100,100,100,2019-10-02,29.0,31.299999237060547,34.43000030517578,-0.07348240553109175,-0.157711305752138
101,101,101,101,2019-10-03,29.71999931335449,31.68000030517578,34.290000915527344,-0.06186871758019119,-0.1332750504565734
102,102,102,102,2019-10-04,29.670000076293945,31.56999969482422,34.2599983215332,-0.06018370721877997,-0.13397543695600056
103,103,103,103,2019-10-07,30.3700008392334,30.290000915527344,33.81999969482422,0.0026411330897333496,-0.10201061167125924
104,104,104,104,2019-10-08,29.280000686645508,30.46999931335449,32.599998474121094,-0.039054763817714444,-0.10184042769545232
105,105,105,105,2019-10-09,29.06999969482422,29.14999961853028,33.0,-0.0027444228045617747,-0.11909091833866003
106,106,106,106,2019-10-10,28.8700008392334,29.0,31.299999237060547,-0.004482729681606901,-0.07763573345234864
107,107,107,107,2019-10-11,30.1299991607666,29.71999931335449,31.68000030517578,0.013795419141476195,-0.048926803329479296
108,108,108,108,2019-10-14,31.1200008392334,29.670000076293945,31.56999969482422,0.048870938969022504,-0.014254002532176013
109,109,109,109,2019-10-15,32.0,30.3700008392334,30.290000915527344,0.05367135711965121,0.05645424340664418
110,110,110,110,2019-10-16,31.8700008392334,29.280000686645508,30.46999931335449,0.08845628728995147,0.0459468840639361
111,111,111,111,2019-10-17,32.619998931884766,29.06999969482422,29.14999961853028,0.12211899808490911,0.11903942911713283
112,112,112,112,2019-10-18,32.060001373291016,28.8700008392334,29.0,0.11049533915227694,0.10551728873417288
113,113,113,113,2019-10-21,31.40999984741211,30.1299991607666,29.71999931335449,0.04248259947886912,0.05686408388637587
114,114,114,114,2019-10-22,32.529998779296875,31.1200008392334,29.670000076293945,0.04530841587529366,0.09639361967134086
115,115,115,115,2019-10-23,33.04999923706055,32.0,30.3700008392334,0.03281247615814209,0.08824492340365686
116,116,116,116,2019-10-24,33.279998779296875,31.8700008392334,29.280000686645508,0.04424216827530514,0.13661195351254718
117,117,117,117,2019-10-25,32.709999084472656,32.619998931884766,29.06999969482422,0.002759048299658895,0.1252149785985901
118,118,118,118,2019-10-28,33.220001220703125,32.060001373291016,28.8700008392334,0.03618215214358966,0.15067545046823194
119,119,119,119,2019-10-29,32.41999816894531,31.40999984741211,30.1299991607666,0.032155311252458185,0.0760039519403839
120,120,120,120,2019-10-30,33.75,32.529998779296875,31.1200008392334,0.03750388153963202,0.08451153887666107
121,121,121,121,2019-10-31,31.5,33.04999923706055,32.0,-0.046898616424851824,-0.015625
122,122,122,122,2019-11-01,31.3700008392334,33.279998779296875,31.8700008392334,-0.05739176713106331,-0.015688735074787852
123,123,123,123,2019-11-04,31.07999992370605,32.709999084472656,32.619998931884766,-0.04983183143959058,-0.04721027156973401
124,124,124,124,2019-11-05,28.020000457763672,33.220001220703125,32.060001373291016,-0.15653222672667289,-0.12601374742588256
125,125,125,125,2019-11-06,26.940000534057617,32.41999816894531,31.40999984741211,-0.16903139865494854,-0.14231134463767847
126,126,126,126,2019-11-07,27.3799991607666,33.75,32.529998779296875,-0.18874076560691555,-0.15831539538230466
127,127,127,127,2019-11-08,27.01000022888184,31.5,33.04999923706055,-0.14253967527359235,-0.18275337814246506
128,128,128,128,2019-11-11,27.13999938964844,31.3700008392334,33.279998779296875,-0.13484224853110738,-0.18449518073504445
129,129,129,129,2019-11-12,26.700000762939453,31.07999992370605,32.709999084472656,-0.14092661427022024,-0.18373581442214504
130,130,130,130,2019-11-13,26.709999084472656,28.020000457763672,33.220001220703125,-0.046752368018896484,-0.1959663424748267
131,131,131,131,2019-11-14,25.989999771118164,26.940000534057617,32.41999816894531,-0.03526357624746368,-0.19833432328772793
132,132,132,132,2019-11-15,26.790000915527344,27.3799991607666,33.75,-0.021548512173976908,-0.20622219509548612
133,133,133,133,2019-11-18,26.75,27.01000022888184,31.5,-0.009626072812980557,-0.1507936507936508
134,134,134,134,2019-11-19,27.049999237060547,27.13999938964844,31.3700008392334,-0.003316144237726859,-0.1377112364233657
135,135,135,135,2019-11-20,28.030000686645508,26.700000762939453,31.07999992370605,0.049812729801571365,-0.09813382382714153
136,136,136,136,2019-11-21,29.459999084472656,26.709999084472656,28.020000457763672,0.10295769727669746,0.05139181310434249
137,137,137,137,2019-11-22,29.559999465942383,25.989999771118164,26.940000534057617,0.13736051274580774,0.09725311358374156
138,138,138,138,2019-11-25,29.11000061035156,26.790000915527344,27.3799991607666,0.08659946306607091,0.06318486130795486
139,139,139,139,2019-11-26,29.530000686645508,26.75,27.01000022888184,0.10392525931385066,0.09329879438760713
140,140,140,140,2019-11-27,29.489999771118164,27.049999237060547,27.13999938964844,0.0902033494594201,0.08658807790415968
141,141,141,141,2019-11-29,29.600000381469727,28.030000686645508,26.700000762939453,0.05601140408006566,0.108614214818884
142,142,142,142,2019-12-02,28.979999542236328,29.459999084472656,26.709999084472656,-0.01629326399026665,0.08498691634487154
143,143,143,143,2019-12-03,29.020000457763672,29.559999465942383,25.989999771118164,-0.0182678964118681,0.11658332871601829
144,144,144,144,2019-12-04,29.059999465942383,29.11000061035156,26.790000915527344,-0.0017176620872826343,0.08473305236430062
145,145,145,145,2019-12-05,28.64999961853028,29.530000686645508,26.75,-0.029800238660786516,0.07102802312262724
146,146,146,146,2019-12-06,27.86000061035156,29.489999771118164,27.049999237060547,-0.05527294586020948,0.02994459874813038
147,147,147,147,2019-12-09,27.68000030517578,29.600000381469727,28.030000686645508,-0.06486486660641766,-0.01248663478044365
148,148,148,148,2019-12-10,27.88999938964844,28.979999542236328,29.459999084472656,-0.03761215216719682,-0.05329259143296128
149,149,149,149,2019-12-11,28.420000076293945,29.020000457763672,29.559999465942383,-0.0206754090973561,-0.0385656092775607
150,150,150,150,2019-12-12,28.690000534057617,29.059999465942383,29.11000061035156,-0.012732241523899401,-0.014428033922630368
151,151,151,151,2019-12-13,28.489999771118164,28.64999961853028,29.530000686645508,-0.005584636982285729,-0.03521845212816632
152,152,152,152,2019-12-16,30.049999237060547,27.86000061035156,29.489999771118164,0.0786072713112318,0.018989469999617814
153,153,153,153,2019-12-17,29.75,27.68000030517578,29.600000381469727,0.07478322514458768,0.00506755461476871
154,154,154,154,2019-12-18,30.1299991607666,27.88999938964844,28.979999542236328,0.08031551882893018,0.03968252714615228
155,155,155,155,2019-12-19,29.989999771118164,28.420000076293945,29.020000457763672,0.055242775883516115,0.03342519979509473
156,156,156,156,2019-12-20,30.450000762939453,28.690000534057617,29.059999465942383,0.0613454233572619,0.047832117086792136
157,157,157,157,2019-12-23,30.32999992370605,28.489999771118164,28.64999961853028,0.06458407045875769,0.058638754888121536
158,158,158,158,2019-12-24,30.440000534057617,30.049999237060547,27.86000061035156,0.012978412875168432,0.09260588180846785
159,159,159,159,2019-12-26,30.670000076293945,29.75,27.68000030517578,0.030924372312401527,0.10802022175408266
160,160,160,160,2019-12-27,30.170000076293945,30.1299991607666,27.88999938964844,0.001327610907451593,0.08174975749521685
161,161,161,161,2019-12-30,29.739999771118164,29.989999771118164,28.420000076293945,-0.00833611210096652,0.046446153810016044
162,162,162,162,2019-12-31,29.739999771118164,30.450000762939453,28.690000534057617,-0.02331694495999581,0.036598090537297345
163,163,163,163,2020-01-02,30.989999771118164,30.32999992370605,28.489999771118164,0.02176062806041279,0.08775008845505083
164,164,164,164,2020-01-03,31.3700008392334,30.440000534057617,30.049999237060547,0.030551914877112285,0.04392684311768291
165,165,165,165,2020-01-06,31.57999992370605,30.670000076293945,29.75,0.02967068291973951,0.06151260247751433
166,166,166,166,2020-01-07,32.810001373291016,30.170000076293945,30.1299991607666,0.08750418595694498,0.08894796837612073
167,167,167,167,2020-01-08,33.93000030517578,29.739999771118164,29.989999771118164,0.14088771238413766,0.13137714451908833
168,168,168,168,2020-01-09,33.970001220703125,29.739999771118164,30.450000762939453,0.1422327330914408,0.11559935532244214
169,169,169,169,2020-01-10,34.0099983215332,30.989999771118164,30.32999992370605,0.0974507445214503,0.12133196198760454
170,170,170,170,2020-01-13,34.13999938964844,31.3700008392334,30.440000534057617,0.08830087587854618,0.12155055159907424
171,171,171,171,2020-01-14,34.84000015258789,31.57999992370605,30.670000076293945,0.103229899833998,0.13596348437954853
172,172,172,172,2020-01-15,35.0099983215332,32.810001373291016,30.170000076293945,0.06705263200729683,0.1604242039443109
173,173,173,173,2020-01-16,34.68000030517578,33.93000030517578,29.739999771118164,0.02210433225034758,0.16610627343901574
174,174,174,174,2020-01-17,35.130001068115234,33.970001220703125,29.739999771118164,0.03414777173175798,0.18123743572558926
175,175,175,175,2020-01-21,37.59999847412109,34.0099983215332,30.989999771118164,0.10555719875807523,0.21329457088809867
176,176,176,176,2020-01-22,37.040000915527344,34.13999938964844,31.3700008392334,0.08494439302064594,0.18074593320388654
177,177,177,177,2020-01-23,37.400001525878906,34.84000015258789,31.57999992370605,0.07347879914118938,0.18429390805045487
178,178,178,178,2020-01-24,36.79999923706055,35.0099983215332,32.810001373291016,0.0511282776733637,0.12160919526865954
179,179,179,179,2020-01-27,36.29999923706055,34.68000030517578,33.93000030517578,0.046712771557934296,0.069849658431133
180,180,180,180,2020-01-28,37.0099983215332,35.130001068115234,33.970001220703125,0.05351543399536918,0.089490638551327
181,181,181,181,2020-01-29,36.9900016784668,37.59999847412109,34.0099983215332,-0.01622331969173163,0.08762139088512755
182,182,182,182,2020-01-30,36.68000030517578,37.040000915527344,34.13999938964844,-0.009719238700144017,0.07439955948849541
183,183,183,183,2020-01-31,36.290000915527344,37.400001525878906,34.84000015258789,-0.02967915949371014,0.04161885064836168
184,184,184,184,2020-02-03,37.59000015258789,36.79999923706055,35.0099983215332,0.021467416627871883,0.073693286339515
185,185,185,185,2020-02-04,38.52999877929688,36.29999923706055,34.68000030517578,0.06143249556764774,0.11101494925726718
186,186,186,186,2020-02-05,36.810001373291016,37.0099983215332,35.130001068115234,-0.005403862667181625,0.047822381272301984
187,187,187,187,2020-02-06,37.09000015258789,36.9900016784668,37.59999847412109,0.0027033919865784295,-0.013563785697603525
188,188,188,188,2020-02-07,40.630001068115234,36.68000030517578,37.040000915527344,0.10768813331722038,0.09692224794419335
189,189,189,189,2020-02-10,40.0099983215332,36.290000915527344,37.400001525878906,0.10250750377948292,0.06978600773179955
190,190,190,190,2020-02-11,41.27000045776367,37.59000015258789,36.79999923706055,0.09789838494912662,0.12146742699389712
191,191,191,191,2020-02-12,41.25,38.52999877929688,36.29999923706055,0.07059437598956375,0.13636366024729107
192,192,192,192,2020-02-13,40.09000015258789,36.810001373291016,37.0099983215332,0.08910618464895825,0.0832208043971372
193,193,193,193,2020-02-14,39.65999984741211,37.09000015258789,36.9900016784668,0.06929090547994776,0.07218161794514355
194,194,194,194,2020-02-18,40.18000030517578,40.630001068115234,36.68000030517578,-0.011075578417658383,0.09541984653435587
195,195,195,195,2020-02-19,41.04999923706055,40.0099983215332,36.290000915527344,0.025993525597515887,0.1311655608004283
196,196,196,196,2020-02-20,40.91999816894531,41.27000045776367,37.59000015258789,-0.008480791978099367,0.08858733713328193
197,197,197,197,2020-02-21,40.720001220703125,41.25,38.52999877929688,-0.01284845525568179,0.056838892052677226
198,198,198,198,2020-02-24,38.310001373291016,40.09000015258789,36.810001373291016,-0.044400069157444766,0.04074979473074358
199,199,199,199,2020-02-25,35.88999938964844,39.65999984741211,37.09000015258789,-0.0950580048479166,-0.032353754596998185
200,200,200,200,2020-02-26,34.45000076293945,40.18000030517578,40.630001068115234,-0.1426082503413575,-0.1521043598993551
201,201,201,201,2020-02-27,32.45000076293945,41.04999923706055,40.0099983215332,-0.20950057573586722,-0.18895270871643588
202,202,202,202,2020-02-28,33.869998931884766,40.91999816894531,41.27000045776367,-0.17228737909404102,-0.17930703764959188
203,203,203,203,2020-03-02,32.849998474121094,40.720001220703125,41.25,-0.19327118149939337,-0.20363640062736743
204,204,204,204,2020-03-03,33.040000915527344,38.310001373291016,40.09000015258789,-0.1375620012751504,-0.175854308062542
205,205,205,205,2020-03-04,34.529998779296875,35.88999938964844,39.65999984741211,-0.03789358131735776,-0.12934949792870398
206,206,206,206,2020-03-05,32.209999084472656,34.45000076293945,40.18000030517578,-0.06502181796397932,-0.19835742061147943
207,207,207,207,2020-03-06,31.68000030517578,32.45000076293945,41.04999923706055,-0.023728827108166817,-0.22825819990333618
208,208,208,208,2020-03-09,28.170000076293945,33.869998931884766,40.91999816894531,-0.16829049410523944,-0.31158354504344765
209,209,209,209,2020-03-10,28.96999931335449,32.849998474121094,40.720001220703125,-0.11811261312000454,-0.28855603033171384
210,210,210,210,2020-03-11,26.239999771118164,33.040000915527344,38.310001373291016,-0.20581116694865098,-0.3150613722135709
211,211,211,211,2020-03-12,22.61000061035156,34.529998779296875,35.88999938964844,-0.34520702549494964,-0.37001947632039134
212,212,212,212,2020-03-13,22.600000381469727,32.209999084472656,34.45000076293945,-0.2983545164903647,-0.3439767813943765
213,213,213,213,2020-03-16,20.290000915527344,31.68000030517578,32.45000076293945,-0.3595328055532744,-0.37473034087875345
214,214,214,214,2020-03-17,18.90999984741211,28.170000076293945,33.869998931884766,-0.3287185020874194,-0.4416887970548329
215,215,215,215,2020-03-18,14.81999969482422,28.96999931335449,32.849998474121094,-0.4884363118368267,-0.5488584358230862
216,216,216,216,2020-03-19,20.489999771118164,26.239999771118164,33.040000915527344,-0.2191310994723753,-0.37984263912387584
217,217,217,217,2020-03-20,21.32999992370605,22.61000061035156,34.529998779296875,-0.056612147372498645,-0.3822762618661063
218,218,218,218,2020-03-23,22.39999961853028,22.600000381469727,32.209999084472656,-0.008849591131132484,-0.30456379213843077
219,219,219,219,2020-03-24,26.38999938964844,20.290000915527344,31.68000030517578,0.3006406209401866,-0.16698235052299149
220,220,220,220,2020-03-25,26.190000534057617,18.90999984741211,28.170000076293945,0.3849815306921749,-0.07028752349569811
221,221,221,221,2020-03-26,28.1200008392334,14.81999969482422,28.96999931335449,0.8974359931366334,-0.02934064529747027
222,222,222,222,2020-03-27,27.280000686645508,20.489999771118164,26.239999771118164,0.3313812099255482,0.03963418157770149
223,223,223,223,2020-03-30,27.82999992370605,21.32999992370605,22.61000061035156,0.3047351159516851,0.23087125928535412
224,224,224,224,2020-03-31,27.920000076293945,22.39999961853028,22.600000381469727,0.24642859606110323,0.23539821261181082
225,225,225,225,2020-04-01,25.420000076293945,26.38999938964844,20.290000915527344,-0.03675632193212486,0.25283385555891047
226,226,226,226,2020-04-02,23.68000030517578,26.190000534057617,18.90999984741211,-0.09583811293236966,0.25224751434445203
227,227,227,227,2020-04-03,22.81999969482422,28.1200008392334,14.81999969482422,-0.18847798670811378,0.5398110772427305
228,228,228,228,2020-04-06,25.989999771118164,27.280000686645508,20.489999771118164,-0.04728742239947392,0.26842362427707633
229,229,229,229,2020-04-07,25.739999771118164,27.82999992370605,21.32999992370605,-0.07509881991798317,0.20675104843816072
230,230,230,230,2020-04-08,26.940000534057617,27.920000076293945,22.39999961853028,-0.035100270041489634,0.2026786157519238
231,231,231,231,2020-04-09,27.11000061035156,25.420000076293945,26.38999938964844,0.06648310499548993,0.02728310865310357
232,232,232,232,2020-04-13,27.989999771118164,23.68000030517578,26.190000534057617,0.1820101102363727,0.06872849180433649
233,233,233,233,2020-04-14,27.75,22.81999969482422,28.1200008392334,0.21603857892662237,-0.01315792418886308
234,234,234,234,2020-04-15,27.40999984741211,25.989999771118164,27.280000686645508,0.05463640203152087,0.004765365010794831
235,235,235,235,2020-04-16,27.030000686645508,25.739999771118164,27.82999992370605,0.0501165861304631,-0.028745930264235886
236,236,236,236,2020-04-17,28.0,26.940000534057617,27.920000076293945,0.03934667575831452,0.002865326772472976
237,237,237,237,2020-04-20,28.190000534057617,27.11000061035156,25.420000076293945,0.03983769455518482,0.10896933318056545
238,238,238,238,2020-04-21,27.190000534057617,27.989999771118164,23.68000030517578,-0.028581609274825226,0.14822635910670368
239,239,239,239,2020-04-22,28.239999771118164,27.75,22.81999969482422,0.017657649409663634,0.2375109618219342
240,240,240,240,2020-04-23,28.32999992370605,27.40999984741211,25.989999771118164,0.03356439552774404,0.09003463536726364
241,241,241,241,2020-04-24,29.489999771118164,27.030000686645508,25.739999771118164,0.09100995271850087,0.1456876469831101
242,242,242,242,2020-04-27,30.07999992370605,28.0,26.940000534057617,0.07428571156093033,0.11655528312550834
243,243,243,243,2020-04-28,30.1200008392334,28.190000534057617,27.11000061035156,0.06846400385285767,0.1110291464815576
244,244,244,244,2020-04-29,31.3700008392334,27.190000534057617,27.989999771118164,0.15373299827412668,0.12075745250998282
245,245,245,245,2020-04-30,30.270000457763672,28.239999771118164,27.75,0.07188387758847092,0.0908108273067989
246,246,246,246,2020-05-01,28.38999938964844,28.32999992370605,27.40999984741211,0.002117877377478594,0.03575335817919956
247,247,247,247,2020-05-04,27.420000076293945,29.489999771118164,27.030000686645508,-0.07019327605595738,0.014428389927534147
