,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,INTU,INTU_6m,INTU_12m,INTU_6m_ret,INTU_12m_ret
245,245,245,245,2020-01-27,276.4888610839844,269.7754211425781,265.3712463378906,0.02488529130256878,0.04189457184799128
246,246,246,246,2020-01-28,280.77618408203125,275.6021728515625,267.8558959960937,0.018773477643281966,0.048235966723413126
247,247,247,247,2020-01-29,278.5935363769531,277.706787109375,268.19696044921875,0.0031931134158016405,0.03876470453028458
248,248,248,248,2020-01-30,279.2853088378906,282.841796875,268.9666748046875,-0.01257412474536479,0.038363987065297644
249,249,249,249,2020-01-31,273.19549560546875,281.18536376953125,265.6927795410156,-0.028414950397671723,0.02823831372991803
250,250,250,250,2020-02-03,275.553466796875,280.6982421875,266.00457763671875,-0.01832849165898376,0.035897461784274665
251,251,251,251,2020-02-04,283.46539306640625,276.4888610839844,269.7754211425781,0.02523259691211477,0.0507458087391619
252,252,252,252,2020-02-05,282.38385009765625,280.77618408203125,275.6021728515625,0.005725791953762327,0.024606762624278522
253,253,253,253,2020-02-06,286.6711120605469,278.5935363769531,277.706787109375,0.028994124517893738,0.03227981946167291
254,254,254,254,2020-02-07,287.1582336425781,279.2853088378906,282.841796875,0.028189541503084614,0.01526095794634541
255,255,255,255,2020-02-10,290.1106262207031,273.19549560546875,281.18536376953125,0.06191584739618872,0.031741561265924645
256,256,256,256,2020-02-11,289.31170654296875,275.553466796875,280.6982421875,0.0499294743267944,0.030685850714074592
257,257,257,257,2020-02-12,290.997314453125,283.46539306640625,276.4888610839844,0.026570867453136637,0.052473916353301675
258,258,258,258,2020-02-13,290.2080993652344,282.38385009765625,280.77618408203125,0.027707849669420748,0.03359229100587635
259,259,259,259,2020-02-14,296.4928283691406,286.6711120605469,278.5935363769531,0.03426126978053978,0.0642487698205918
260,260,260,260,2020-02-18,295.791259765625,287.1582336425781,279.2853088378906,0.030063655196431727,0.05910067735541058
261,261,261,261,2020-02-19,297.77899169921875,290.1106262207031,273.19549560546875,0.026432556361041026,0.08998499788317105
262,262,262,262,2020-02-20,293.5209350585937,289.31170654296875,275.553466796875,0.014549112325670022,0.06520501618280661
263,263,263,263,2020-02-21,289.94500732421875,290.997314453125,283.46539306640625,-0.0036162090735575303,0.02285857256760271
264,264,264,264,2020-02-24,279.0904541015625,290.2080993652344,282.38385009765625,-0.038309217723382805,-0.011662834099594566
265,265,265,265,2020-02-25,277.5021667480469,296.4928283691406,286.6711120605469,-0.06405099821655691,-0.03198419696562749
266,266,266,266,2020-02-26,272.9128723144531,295.791259765625,287.1582336425781,-0.07734639444485258,-0.049608054581698036
267,267,267,267,2020-02-27,261.8829345703125,297.77899169921875,290.1106262207031,-0.12054596908959991,-0.09729975085061604
268,268,268,268,2020-02-28,259.03778076171875,293.5209350585937,289.31170654296875,-0.1174810726532719,-0.10464120564977453
269,269,269,269,2020-03-02,273.9749755859375,289.94500732421875,290.997314453125,-0.05507951968430835,-0.0584965496990163
270,270,270,270,2020-03-03,261.3665771484375,279.0904541015625,290.2080993652344,-0.06350585157124433,-0.0993822098000755
271,271,271,271,2020-03-04,278.2330017089844,277.5021667480469,296.4928283691406,0.0026336189353111106,-0.061586065202974605
272,272,272,272,2020-03-05,279.8212585449219,272.9128723144531,295.791259765625,0.025313522853948944,-0.053990781314353975
273,273,273,273,2020-03-06,269.1031188964844,261.8829345703125,297.77899169921875,0.027570274244934856,-0.09629918027158668
274,274,274,274,2020-03-09,253.376708984375,259.03778076171875,293.5209350585937,-0.02185423207648307,-0.1367678461033962
275,275,275,275,2020-03-10,262.7502136230469,273.9749755859375,289.94500732421875,-0.04097002632771385,-0.0937929366404383
276,276,276,276,2020-03-11,254.4290008544922,261.3665771484375,279.0904541015625,-0.02654347150900349,-0.08836365731841145
277,277,277,277,2020-03-12,231.84295654296875,278.2330017089844,277.5021667480469,-0.16673092293536385,-0.1645364097157972
278,278,278,278,2020-03-13,254.5557098388672,279.8212585449219,272.9128723144531,-0.09029174136888751,-0.0672638205736028
279,279,279,279,2020-03-16,217.7047882080078,269.1031188964844,261.8829345703125,-0.19099864356550955,-0.16869425430408624
280,280,280,280,2020-03-17,233.0414886474609,253.376708984375,259.03778076171875,-0.08025686503872032,-0.10035714496091619
281,281,281,281,2020-03-18,219.30274963378903,262.7502136230469,273.9749755859375,-0.16535653155201424,-0.19955189642858262
282,282,282,282,2020-03-19,210.3579864501953,254.4290008544922,261.3665771484375,-0.17321537346877003,-0.19516110764718386
283,283,283,283,2020-03-20,196.6680450439453,231.84295654296875,278.2330017089844,-0.1517186979648626,-0.29315342236199315
284,284,284,284,2020-03-23,189.73043823242188,254.5557098388672,279.8212585449219,-0.254660449956041,-0.3219584558406131
285,285,285,285,2020-03-24,227.8285675048828,217.7047882080078,269.1031188964844,0.0465023272120324,-0.15337819777361483
286,286,286,286,2020-03-25,226.620346069336,233.0414886474609,253.376708984375,-0.027553645556386952,-0.10559914138236359
287,287,287,287,2020-03-26,242.02517700195312,219.30274963378903,262.7502136230469,0.10361214077848091,-0.07887733499934202
288,288,288,288,2020-03-27,223.80438232421875,210.3579864501953,254.4290008544922,0.06392148974675149,-0.12036606844118225
289,289,289,289,2020-03-30,231.9501495361328,196.6680450439453,231.84295654296875,0.17939927396087008,0.0004623517348227857
290,290,290,290,2020-03-31,224.1064453125,189.73043823242188,254.5557098388672,0.18118340631231322,-0.1196172914197896
291,291,291,291,2020-04-01,212.5308532714844,227.8285675048828,217.7047882080078,-0.06714572452846834,-0.023765829769347713
292,292,292,292,2020-04-02,219.4488983154297,226.620346069336,233.0414886474609,-0.03164520696527462,-0.058326911705381956
293,293,293,293,2020-04-03,212.7939453125,242.02517700195312,219.30274963378903,-0.12077764822466064,-0.02967953813692714
294,294,294,294,2020-04-06,233.9671173095703,223.80438232421875,210.3579864501953,0.045409007990867334,0.11223310917631713
295,295,295,295,2020-04-07,233.6163330078125,231.9501495361328,196.6680450439453,0.007183368818738822,0.187871333930284
296,296,296,296,2020-04-08,239.6282501220703,224.1064453125,189.73043823242188,0.0692608585528467,0.2629931831418797
297,297,297,297,2020-04-09,246.170639038086,212.5308532714844,227.8285675048828,0.15828189295241057,0.08050821604191527
298,298,298,298,2020-04-13,244.2079315185547,219.4488983154297,226.620346069336,0.1128236842070498,0.07760814840445818
299,299,299,299,2020-04-14,255.1737670898437,212.7939453125,242.02517700195312,0.19915896439208614,0.054327364825290214
300,300,300,300,2020-04-15,246.033935546875,233.9671173095703,223.80438232421875,0.05157484682490088,0.09932581744736768
301,301,301,301,2020-04-16,251.38507080078125,233.6163330078125,231.9501495361328,0.07605948421583397,0.08378921636185832
302,302,302,302,2020-04-17,259.1186828613281,239.6282501220703,224.1064453125,0.08133612263716428,0.1562303908752205
303,303,303,303,2020-04-20,257.790771484375,246.170639038086,212.5308532714844,0.047203567784098066,0.2129569307994832
304,304,304,304,2020-04-21,243.29005432128903,244.2079315185547,219.4488983154297,-0.0037585888040492232,0.1086410375667084
305,305,305,305,2020-04-22,257.6443176269531,255.1737670898437,212.7939453125,0.009681835892792146,0.2107690246947007
306,306,306,306,2020-04-23,251.9904937744141,246.033935546875,233.9671173095703,0.024210311534053508,0.07703380146790617
307,307,307,307,2020-04-24,257.4588317871094,251.38507080078125,233.6163330078125,0.024161184142639458,0.10205835556240639
308,308,308,308,2020-04-27,265.43658447265625,259.1186828613281,239.6282501220703,0.0243822697057674,0.10770155162189265
309,309,309,309,2020-04-28,260.0464782714844,257.790771484375,246.170639038086,0.00875014560886278,0.05636675148432957
310,310,310,310,2020-04-29,266.9989929199219,243.29005432128903,244.2079315185547,0.09745132683197477,0.0933264585619551
311,311,311,311,2020-04-30,263.46417236328125,257.6443176269531,255.1737670898437,0.022588717616333298,0.032489253766115445
312,312,312,312,2020-05-01,254.9882659912109,251.9904937744141,246.033935546875,0.011896370263397626,0.03639469662765249
313,313,313,313,2020-05-04,261.4818420410156,257.4588317871094,251.38507080078125,0.015625838997175512,0.04016456191320894
314,314,314,314,2020-05-05,268.0242614746094,265.43658447265625,259.1186828613281,0.009748757908010663,0.034368724458387456
315,315,315,315,2020-05-06,269.3816223144531,260.0464782714844,257.790771484375,0.035897982949121054,0.04496224113585323
316,316,316,316,2020-05-07,274.1955871582031,266.9989929199219,243.29005432128903,0.026953638137652725,0.12703163276909057
317,317,317,317,2020-05-08,273.7659606933594,263.46417236328125,257.6443176269531,0.03910128742618313,0.06257325298262151
318,318,318,318,2020-05-11,281.070068359375,254.9882659912109,251.9904937744141,0.10228628469148093,0.11539949047043585
319,319,319,319,2020-05-12,275.054931640625,261.4818420410156,257.4588317871094,0.051908344738830214,0.0683452951735044
320,320,320,320,2020-05-13,270.6413269042969,268.0242614746094,265.43658447265625,0.009764285573585774,0.019608233137797804
321,321,321,321,2020-05-14,273.6780700683594,269.3816223144531,260.0464782714844,0.01594929794019473,0.05241982851482363
322,322,322,322,2020-05-15,277.70123291015625,274.1955871582031,266.9989929199219,0.012785201207233365,0.040083447031742825
323,323,323,323,2020-05-18,283.54058837890625,273.7659606933594,263.46417236328125,0.03570432080303543,0.07620169313929459
324,324,324,324,2020-05-19,280.00567626953125,281.070068359375,254.9882659912109,-0.0037869279217693785,0.09811200598219938
325,325,325,325,2020-05-20,283.6576843261719,275.054931640625,261.4818420410156,0.03127648951514472,0.08480834505394741
326,326,326,326,2020-05-21,283.17926025390625,270.6413269042969,268.0242614746094,0.0463267509549381,0.05654338415454441
327,327,327,327,2020-05-22,280.8454284667969,273.6780700683594,269.3816223144531,0.026189012501612652,0.042556006804955304
328,328,328,328,2020-05-26,275.5627136230469,277.70123291015625,274.1955871582031,-0.007700791475424351,0.00498595356334075
329,329,329,329,2020-05-27,274.59600830078125,283.54058837890625,273.7659606933594,-0.03154603060275807,0.0030319606035740243
330,330,330,330,2020-05-28,277.1934509277344,280.00567626953125,281.070068359375,-0.010043458330072697,-0.013792352399060848
331,331,331,331,2020-05-29,283.49176025390625,283.6576843261719,275.054931640625,-0.0005849447465516855,0.030673249750360565
332,332,332,332,2020-06-01,283.13043212890625,283.17926025390625,270.6413269042969,-0.00017242832316255452,0.04614633458779083
333,333,333,333,2020-06-02,280.4255676269531,280.8454284667969,273.6780700683594,-0.0014949890483739736,0.024654871166361003
334,334,334,334,2020-06-03,283.2769470214844,275.5627136230469,277.70123291015625,0.02799447464068061,0.020078103553584192
335,335,335,335,2020-06-04,276.2657775878906,274.59600830078125,283.54058837890625,0.006080821412671078,-0.025657034968461057
336,336,336,336,2020-06-05,281.3337097167969,277.1934509277344,280.00567626953125,0.014936351400819614,0.00474288044784954
337,337,337,337,2020-06-08,286.157470703125,283.49176025390625,283.6576843261719,0.00940313202341847,0.008812686964188465
338,338,338,338,2020-06-09,284.3998107910156,283.13043212890625,283.17926025390625,0.00448337062379589,0.004310169240554496
339,339,339,339,2020-06-10,288.9111633300781,280.4255676269531,280.8454284667969,0.030259707682622095,0.02871948070265562
340,340,340,340,2020-06-11,271.33453369140625,283.2769470214844,275.5627136230469,-0.04215808400805865,-0.015343802781041416
341,341,341,341,2020-06-12,274.0784606933594,276.2657775878906,274.59600830078125,-0.007917437018906126,-0.0018847601267931724
342,342,342,342,2020-06-15,276.48065185546875,281.3337097167969,277.1934509277344,-0.017250182589969132,-0.0025714859780415766
343,343,343,343,2020-06-16,281.7926330566406,286.157470703125,283.49176025390625,-0.01525327168904389,-0.005993568193106591
344,344,344,344,2020-06-17,279.7518310546875,284.3998107910156,283.13043212890625,-0.01634311824399759,-0.011933019876438133
345,345,345,345,2020-06-18,280.47442626953125,288.9111633300781,280.4255676269531,-0.029201838251255108,0.00017423034208885468
346,346,346,346,2020-06-19,279.5858459472656,271.33453369140625,283.2769470214844,0.030410107197205383,-0.013030008664767223
347,347,347,347,2020-06-22,287.202392578125,274.0784606933594,276.2657775878906,0.04788384994415429,0.03958729555909257
348,348,348,348,2020-06-23,286.919189453125,276.48065185546875,281.3337097167969,0.03775503829147886,0.019853574397290297
349,349,349,349,2020-06-24,279.4002990722656,281.7926330566406,286.157470703125,-0.008489696690878845,-0.023613472729739127
350,350,350,350,2020-06-25,281.9585876464844,279.7518310546875,284.3998107910156,0.007888265050767451,-0.008583772041694915
351,351,351,351,2020-06-26,279.7810974121094,280.47442626953125,288.9111633300781,-0.0024719860082915712,-0.031601637723973064
352,352,352,352,2020-06-29,281.14813232421875,279.5858459472656,271.33453369140625,0.005587859326926736,0.03616789392526676
353,353,353,353,2020-06-30,289.2236328125,287.202392578125,274.0784606933594,0.00703768591978271,0.05525852736047421
354,354,354,354,2020-07-01,295.4633483886719,286.919189453125,276.48065185546875,0.029778973486688898,0.0686583180624385
355,355,355,355,2020-07-02,298.11932373046875,279.4002990722656,281.7926330566406,0.06699715326131961,0.057938671060099756
356,356,356,356,2020-07-06,302.3670959472656,281.9585876464844,279.7518310546875,0.07238122616208154,0.08084045350951485
357,357,357,357,2020-07-07,300.6875305175781,279.7810974121094,280.47442626953125,0.07472425156254991,0.07206754824991579
358,358,358,358,2020-07-08,303.07989501953125,281.14813232421875,279.5858459472656,0.07800785484152128,0.08403161108769774
359,359,359,359,2020-07-09,301.1822814941406,289.2236328125,287.202392578125,0.04134741191565516,0.04867608793409617
360,360,360,360,2020-07-10,300.8301696777344,295.4633483886719,286.919189453125,0.018164084710779793,0.048483965994481126
361,361,361,361,2020-07-13,291.1367492675781,298.11932373046875,279.4002990722656,-0.023422079372498517,0.04200586124740302
362,362,362,362,2020-07-14,279.13482666015625,302.3670959472656,281.9585876464844,-0.07683464767992221,-0.010014807528645031
363,363,363,363,2020-07-15,283.63427734375,300.6875305175781,279.7810974121094,-0.056714201431878775,0.013772123875706255
364,364,364,364,2020-07-16,279.4575500488281,303.07989501953125,281.14813232421875,-0.07794098308362174,-0.0060131371366929365
365,365,365,365,2020-07-17,282.94952392578125,301.1822814941406,289.2236328125,-0.06053728485589571,-0.021692932993432668
366,366,366,366,2020-07-20,292.193115234375,300.8301696777344,295.4633483886719,-0.028710732213500623,-0.011068151674755278
367,367,367,367,2020-07-21,291.3714294433594,291.1367492675781,298.11932373046875,0.0008060822839150994,-0.022634877211818005
368,368,368,368,2020-07-22,289.96295166015625,279.13482666015625,302.3670959472656,0.03879173777617906,-0.041023459408667695
369,369,369,369,2020-07-23,285.1797790527344,283.63427734375,300.6875305175781,0.005448924310059056,-0.051574308512727485
370,370,370,370,2020-07-24,282.3724365234375,279.4575500488281,303.07989501953125,0.010430516098420162,-0.06832343166398192
371,371,371,371,2020-07-27,289.67926025390625,282.94952392578125,301.1822814941406,0.023784229196619044,-0.038192888317230445
372,372,372,372,2020-07-28,290.3150329589844,292.193115234375,300.8301696777344,-0.006427537739498668,-0.03495373063816831
373,373,373,373,2020-07-29,295.5774841308594,291.3714294433594,291.1367492675781,0.014435371016078502,0.015253089396831454
374,374,374,374,2020-07-30,297.299072265625,289.96295166015625,279.13482666015625,0.025300199778856003,0.06507337627054155
375,375,375,375,2020-07-31,299.6758728027344,285.1797790527344,283.63427734375,0.05083142219322445,0.056557323075386856
376,376,376,376,2020-08-03,304.8894958496094,282.3724365234375,279.4575500488281,0.07974241255060632,0.0910046831668625
377,377,377,377,2020-08-04,303.8527526855469,289.67926025390625,282.94952392578125,0.048928226408813114,0.07387617575652339
378,378,378,378,2020-08-05,304.1559143066406,290.3150329589844,292.193115234375,0.04767538630909174,0.04094141322484601
379,379,379,379,2020-08-06,305.407958984375,295.5774841308594,291.3714294433594,0.03325853754531405,0.04817400789031123
380,380,380,380,2020-08-07,302.6690979003906,297.299072265625,289.96295166015625,0.018062705658118405,0.04381989549867149
381,381,381,381,2020-08-10,297.5337829589844,299.6758728027344,285.1797790527344,-0.007148022374026897,0.04332005567605668
382,382,382,382,2020-08-11,292.6626281738281,304.8894958496094,282.3724365234375,-0.04010262026807343,0.036441912592755976
383,383,383,383,2020-08-12,298.0914001464844,303.8527526855469,289.67926025390625,-0.01896100163036818,0.029039496597736525
384,384,384,384,2020-08-13,300.008544921875,304.1559143066406,290.3150329589844,-0.013635669042372678,0.033389631477540815
385,385,385,385,2020-08-14,298.8640441894531,305.407958984375,295.5774841308594,-0.021426798491707477,0.011119115071494212
386,386,386,386,2020-08-17,301.2801513671875,302.6690979003906,297.299072265625,-0.004588993533988783,0.01339082248465795
387,387,387,387,2020-08-18,302.1506652832031,297.5337829589844,299.6758728027344,0.015517170111923662,0.008258230658755084
388,388,388,388,2020-08-19,303.7646484375,292.6626281738281,304.8894958496094,0.03793453346929487,-0.0036893609895443102
389,389,389,389,2020-08-20,313.06689453125,298.0914001464844,303.8527526855469,0.050237928291143374,0.030324365220540717
390,390,390,390,2020-08-21,315.1894226074219,300.008544921875,304.1559143066406,0.0506014843327216,0.03627583019693503
391,391,391,391,2020-08-24,325.8415222167969,298.8640441894531,305.407958984375,0.09026672345450315,0.06690579806882924
392,392,392,392,2020-08-25,329.0694885253906,301.2801513671875,302.6690979003906,0.09223753052465322,0.08722525955949578
393,393,393,393,2020-08-26,334.86004638671875,302.1506652832031,297.5337829589844,0.10825520133426614,0.1254521858207942
394,394,394,394,2020-08-27,337.4618835449219,303.7646484375,292.6626281738281,0.1109320497982671,0.1530747388234519
395,395,395,395,2020-08-28,338.5476989746094,313.06689453125,298.0914001464844,0.08139092599206754,0.1357177657867501
396,396,396,396,2020-08-31,337.84344482421875,315.1894226074219,300.008544921875,0.07187430983371912,0.12611274092941693
397,397,397,397,2020-09-01,339.5942077636719,325.8415222167969,298.8640441894531,0.042206669835419985,0.1362832510838925
398,398,398,398,2020-09-02,346.4413146972656,329.0694885253906,301.2801513671875,0.05279075325312221,0.14989757249237967
399,399,399,399,2020-09-03,332.2092590332031,334.86004638671875,302.1506652832031,-0.00791610519713759,0.0994821365752292
400,400,400,400,2020-09-04,325.8316955566406,337.4618835449219,303.7646484375,-0.034463708511640156,0.07264521145778069
401,401,401,401,2020-09-08,313.81024169921875,338.5476989746094,313.06689453125,-0.07306934104209017,0.0023744036209314423
402,402,402,402,2020-09-09,321.0387878417969,337.84344482421875,315.1894226074219,-0.049740959133202645,0.018558253592350304
403,403,403,403,2020-09-10,313.3896789550781,339.5942077636719,325.8415222167969,-0.07716423958217167,-0.038214415329897666
404,404,404,404,2020-09-11,308.1174011230469,346.4413146972656,329.0694885253906,-0.11062166072111734,-0.06367070826357424
405,405,405,405,2020-09-14,311.3551330566406,332.2092590332031,334.86004638671875,-0.06277406607284897,-0.07019324515930181
406,406,406,406,2020-09-15,315.4241638183594,325.8316955566406,337.4618835449219,-0.03194143442829078,-0.06530432265435071
407,407,407,407,2020-09-16,306.5328063964844,313.81024169921875,338.5476989746094,-0.02319056020392618,-0.09456538229351863
408,408,408,408,2020-09-17,300.5172119140625,321.0387878417969,337.84344482421875,-0.06392241905002183,-0.1104838157495619
409,409,409,409,2020-09-18,293.57232666015625,313.3896789550781,339.5942077636719,-0.06323549761114666,-0.13552021810555392
410,410,410,410,2020-09-21,300.9768981933594,308.1174011230469,346.4413146972656,-0.023174617544031273,-0.13123266358585117
411,411,411,411,2020-09-22,310.3475952148437,311.3551330566406,332.2092590332031,-0.003235976333217039,-0.06580690701391445
412,412,412,412,2020-09-23,298.2674255371094,315.4241638183594,325.8316955566406,-0.05439259336875002,-0.08459665034256814
413,413,413,413,2020-09-24,301.8473815917969,306.5328063964844,313.81024169921875,-0.015285231162589286,-0.03812131829300858
414,414,414,414,2020-09-25,311.5409545898437,300.5172119140625,321.0387878417969,0.03668256671745507,-0.029584690734110186
415,415,415,415,2020-09-28,318.43682861328125,293.57232666015625,313.3896789550781,0.08469634122533809,0.01610502833096361
416,416,416,416,2020-09-29,316.5686340332031,300.9768981933594,308.1174011230469,0.05180376279187726,0.027428612857802293
417,417,417,417,2020-09-30,319.0824584960937,310.3475952148437,311.3551330566406,0.028145419574471475,0.024818365329623004
418,418,418,418,2020-10-01,325.0785522460937,298.2674255371094,315.4241638183594,0.08988955686563416,0.03060763738219463
419,419,419,419,2020-10-02,314.8568725585937,301.8473815917969,306.5328063964844,0.04309956541014559,0.027155547427255122
420,420,420,420,2020-10-05,324.1199035644531,311.5409545898437,300.5172119140625,0.04037655014304664,0.07854023235494467
421,421,421,421,2020-10-06,318.2705993652344,318.43682861328125,293.57232666015625,-0.0005220164036011665,0.08413011194229214
422,422,422,422,2020-10-07,327.59228515625,316.5686340332031,300.9768981933594,0.03482231003937897,0.0884299995204012
423,423,423,423,2020-10-08,328.2489013671875,319.0824584960937,310.3475952148437,0.02872750484090325,0.05768147209244945
424,424,424,424,2020-10-09,334.9316711425781,325.0785522460937,298.2674255371094,0.030309963017878028,0.12292406902780306
425,425,425,425,2020-10-12,343.8681030273437,314.8568725585937,301.8473815917969,0.09214101071702396,0.1392118136455247
426,426,426,426,2020-10-13,342.5551452636719,324.1199035644531,311.5409545898437,0.056877845193955556,0.09955092650550434
427,427,427,427,2020-10-14,338.3514099121094,318.2705993652344,318.43682861328125,0.06309351409437314,0.06253856184145379
428,428,428,428,2020-10-15,335.0884704589844,327.59228515625,316.5686340332031,0.022882667396025402,0.05850180477399669
429,429,429,429,2020-10-16,334.284912109375,328.2489013671875,319.0824584960937,0.01838851772861072,0.0476442788015794
430,430,430,430,2020-10-19,328.5232849121094,334.9316711425781,325.0785522460937,-0.01913341371572097,0.010596616240027723
431,431,431,431,2020-10-20,327.7785949707031,343.8681030273437,314.8568725585937,-0.0467897659451163,0.04103998844651158
432,432,432,432,2020-10-21,326.0932312011719,342.5551452636719,324.1199035644531,-0.04805624522098162,0.006088264296692181
433,433,433,433,2020-10-22,325.1427307128906,338.3514099121094,318.2705993652344,-0.03903834537781259,0.02159210232224451
434,434,434,434,2020-10-23,327.6903991699219,335.0884704589844,327.59228515625,-0.02207796430276776,0.00029950037933601514
435,435,435,435,2020-10-26,321.48779296875,334.284912109375,328.2489013671875,-0.03828207219965074,-0.0205975050343713
436,436,436,436,2020-10-27,323.6239013671875,328.5232849121094,334.9316711425781,-0.014913352477382569,-0.0337614228502654
437,437,437,437,2020-10-28,312.1005554199219,327.7785949707031,343.8681030273437,-0.047831187854663115,-0.09238294371518296
438,438,438,438,2020-10-29,319.0576477050781,326.0932312011719,342.5551452636719,-0.021575374227112976,-0.06859478797350205
439,439,439,439,2020-10-30,308.3475952148437,325.1427307128906,338.3514099121094,-0.051654654745695305,-0.08867648787117366
440,440,440,440,2020-11-02,310.0525817871094,327.6903991699219,335.0884704589844,-0.05382463882826949,-0.07471426467637732
441,441,441,441,2020-11-03,318.19537353515625,321.48779296875,334.284912109375,-0.010241195795305913,-0.04813121379811003
442,442,442,442,2020-11-04,336.09765625,323.6239013671875,328.5232849121094,0.0385439852560816,0.023055812740692128
443,443,443,443,2020-11-05,343.89752197265625,312.1005554199219,327.7785949707031,0.10188051895631056,0.04917626486071747
444,444,444,444,2020-11-06,345.17138671875,319.0576477050781,326.0932312011719,0.0818464600410087,0.058505217809346366
445,445,445,445,2020-11-09,352.89288330078125,308.3475952148437,325.1427307128906,0.1444645224325498,0.08534760265759944
446,446,446,446,2020-11-10,335.3726501464844,310.0525817871094,327.6903991699219,0.08166378816597142,0.023443625434320214
447,447,447,447,2020-11-11,345.3085327148437,318.19537353515625,321.48779296875,0.08520915586691213,0.07409531642282041
448,448,448,448,2020-11-12,342.4766845703125,336.09765625,323.6239013671875,0.018979687009681445,0.0582552250420294
449,449,449,449,2020-11-13,349.7669982910156,343.89752197265625,312.1005554199219,0.017067515592118943,0.12068688189424948
450,450,450,450,2020-11-16,349.8747863769531,345.17138671875,319.0576477050781,0.013626273321535542,0.09658799559746312
451,451,451,451,2020-11-17,351.53082275390625,352.89288330078125,308.3475952148437,-0.0038596996746859125,0.14004723308762723
452,452,452,452,2020-11-18,347.6014404296875,335.3726501464844,310.0525817871094,0.036463290247018776,0.1211048088235569
453,453,453,453,2020-11-19,354.1666259765625,345.3085327148437,318.19537353515625,0.025652691499036484,0.11304769155429573
454,454,454,454,2020-11-20,340.693359375,342.4766845703125,336.09765625,-0.005207143363788247,0.013673713694633882
455,455,455,455,2020-11-23,336.42108154296875,349.7669982910156,343.89752197265625,-0.03815659228359425,-0.021740314925217663
456,456,456,456,2020-11-24,338.25341796875,349.8747863769531,345.17138671875,-0.03321579279417497,-0.02004212694384444
457,457,457,457,2020-11-25,343.4174194335937,351.53082275390625,352.89288330078125,-0.023080204622604183,-0.02685082163901653
458,458,458,458,2020-11-27,347.11151123046875,347.6014404296875,335.3726501464844,-0.0014094567577542794,0.03500244005841591
459,459,459,459,2020-11-30,344.9361877441406,354.1666259765625,345.3085327148437,-0.026062416827024038,-0.0010782964665705386
460,460,460,460,2020-12-01,349.6396179199219,340.693359375,342.4766845703125,0.026258975406311835,0.020915097792996606
461,461,461,461,2020-12-02,348.3363647460937,336.42108154296875,349.7669982910156,0.035417766177067156,-0.004090247370140965
462,462,462,462,2020-12-03,356.38116455078125,338.25341796875,349.8747863769531,0.05359220519009211,0.018596304812940057
463,463,463,463,2020-12-04,361.1826171875,343.4174194335937,351.53082275390625,0.05173062503121373,0.027456466997634044
464,464,464,464,2020-12-07,364.7003479003906,347.11151123046875,347.6014404296875,0.0506720062598085,0.049191129500402386
465,465,465,465,2020-12-08,365.09228515625,344.9361877441406,354.1666259765625,0.058434278942806506,0.030848923580988563
466,466,466,466,2020-12-09,356.8515319824219,349.6396179199219,340.693359375,0.020626707309100656,0.04742731891535534
467,467,467,467,2020-12-10,355.205322265625,348.3363647460937,336.42108154296875,0.019719323661594013,0.055835504233277655
468,468,468,468,2020-12-11,356.98876953125,356.38116455078125,338.25341796875,0.0017049301167042508,0.05538850627144565
469,469,469,469,2020-12-14,358.1547546386719,361.1826171875,343.4174194335937,-0.008383190122508766,0.04291376724391216
470,470,470,470,2020-12-15,353.1769714355469,364.7003479003906,347.11151123046875,-0.03159683430845284,0.01747409696548763
471,471,471,471,2020-12-16,361.8293151855469,365.09228515625,344.9361877441406,-0.008937384062516318,0.04897464528696216
472,472,472,472,2020-12-17,372.6667785644531,356.8515319824219,349.6396179199219,0.04431884177201817,0.06585970085862858
473,473,473,473,2020-12-18,372.4609069824219,355.205322265625,348.3363647460937,0.04857918402442474,0.06925645633901256
474,474,474,474,2020-12-21,368.3650207519531,356.98876953125,356.38116455078125,0.031867252394636614,0.03362651394968519
475,475,475,475,2020-12-22,372.32373046875,358.1547546386719,361.1826171875,0.03956104350582379,0.03084620563416074
476,476,476,476,2020-12-23,369.3351745605469,353.1769714355469,364.7003479003906,0.045751009923785,0.012708588535325749
477,477,477,477,2020-12-24,373.4898071289063,361.8293151855469,365.09228515625,0.03222649866658789,0.023001094008498146
478,478,478,478,2020-12-28,373.4506530761719,372.6667785644531,356.8515319824219,0.002103419346200619,0.046515482227403426
479,479,479,479,2020-12-29,370.71673583984375,372.4609069824219,355.205322265625,-0.004682830090032564,0.04366886586969332
480,480,480,480,2020-12-30,367.99267578125,368.3650207519531,356.98876953125,-0.0010108043644942999,0.030824236472337452
481,481,481,481,2020-12-31,372.2061767578125,372.32373046875,358.1547546386719,-0.00031572983755157047,0.03923282306643272
482,482,482,482,2021-01-04,364.2201843261719,369.3351745605469,353.1769714355469,-0.01384918249517142,0.03126821334284058
483,483,483,483,2021-01-05,361.4470825195313,373.4898071289063,361.8293151855469,-0.032243783844999485,-0.0010563894354982395
484,484,484,484,2021-01-06,353.7355041503906,373.4506530761719,372.6667785644531,-0.05279184482175747,-0.050799468863276465
485,485,485,485,2021-01-07,361.2119445800781,370.71673583984375,372.4609069824219,-0.02563895918600201,-0.03020172638648122
486,486,486,486,2021-01-08,367.5128784179688,367.99267578125,368.3650207519531,-0.0013038231325190885,-0.0023133095869005693
