,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TDY,TDY_6m,TDY_12m,TDY_6m_ret,TDY_12m_ret
85,85,85,85,2019-06-07,251.5599975585937,236.9499969482422,246.6100006103516,0.06165858112900846,0.020072166319253126
86,86,86,86,2019-06-10,253.22000122070312,235.8000030517578,246.009994506836,0.07387615752117549,0.02930777966285758
87,87,87,87,2019-06-11,251.2400054931641,236.0599975585937,237.7400054931641,0.0643057192729255,0.05678472149437286
88,88,88,88,2019-06-12,253.2899932861328,244.1499938964844,239.7400054931641,0.03743600089346555,0.056519510646941606
89,89,89,89,2019-06-13,254.75,250.6300048828125,236.6000061035156,0.016438554989111953,0.07671172201298915
90,90,90,90,2019-06-14,254.72000122070312,251.92999267578125,235.6000061035156,0.011074539062573718,0.08115447632368378
91,91,91,91,2019-06-17,254.83999633789065,251.5599975585937,236.9499969482422,0.013038634167314322,0.07550115897893961
92,92,92,92,2019-06-18,257.45001220703125,253.22000122070312,235.8000030517578,0.016704884945645704,0.09181513517843887
93,93,93,93,2019-06-19,261.4700012207031,251.2400054931641,236.0599975585937,0.04071802063313279,0.10764214151024154
94,94,94,94,2019-06-20,267.5599975585937,253.2899932861328,244.1499938964844,0.05633860259272283,0.09588369546318631
95,95,95,95,2019-06-21,264.760009765625,254.75,250.6300048828125,0.0392934632605495,0.05637794600618262
96,96,96,96,2019-06-24,266.2799987792969,254.72000122070312,251.92999267578125,0.04538315602698795,0.05696029262376556
97,97,97,97,2019-06-25,265.9700012207031,254.83999633789065,251.5599975585937,0.04367448219570402,0.05728257195881481
98,98,98,98,2019-06-26,265.54998779296875,257.45001220703125,253.22000122070312,0.03146232356525891,0.04869278300618518
99,99,99,99,2019-06-27,267.6499938964844,261.4700012207031,251.2400054931641,0.023635570608212086,0.06531598489304602
100,100,100,100,2019-06-28,273.8699951171875,267.5599975585937,253.2899932861328,0.02358348638126273,0.08125074964097045
101,101,101,101,2019-07-01,275.739990234375,264.760009765625,254.75,0.04147144607854436,0.08239446608194312
102,102,102,102,2019-07-02,277.70001220703125,266.2799987792969,254.72000122070312,0.04288723704403985,0.09021675124136408
103,103,103,103,2019-07-03,277.95001220703125,265.9700012207031,254.83999633789065,0.04504271508570268,0.09068441453946341
104,104,104,104,2019-07-05,277.2099914550781,265.54998779296875,257.45001220703125,0.04390888419546779,0.07675268328267415
105,105,105,105,2019-07-08,274.4700012207031,267.6499938964844,261.4700012207031,0.025481066615889558,0.049718896773274235
106,106,106,106,2019-07-09,274.7799987792969,273.8699951171875,267.5599975585937,0.003322757798713827,0.026984606393270827
107,107,107,107,2019-07-10,271.8500061035156,275.739990234375,264.760009765625,-0.014107435513988853,0.02677895481333059
108,108,108,108,2019-07-11,272.29998779296875,277.70001220703125,266.2799987792969,-0.01944553178498487,0.022607740127944975
109,109,109,109,2019-07-12,278.04998779296875,277.95001220703125,265.9700012207031,0.00035968908633488006,0.04541860554507271
110,110,110,110,2019-07-15,278.5,277.2099914550781,265.54998779296875,0.004653542746243078,0.04876675881125436
111,111,111,111,2019-07-16,280.5,274.4700012207031,267.6499938964844,0.021969609620280828,0.04801048532242991
112,112,112,112,2019-07-17,276.29998779296875,274.7799987792969,273.8699951171875,0.005531658128045569,0.008872796286944373
113,113,113,113,2019-07-18,276.4700012207031,271.8500061035156,275.739990234375,0.016994647833218357,0.002647461420839381
114,114,114,114,2019-07-19,278.0899963378906,272.29998779296875,277.70001220703125,0.02126334485671766,0.001404336023466346
115,115,115,115,2019-07-22,280.5899963378906,278.04998779296875,277.95001220703125,0.009135078785952322,0.00949805366042944
116,116,116,116,2019-07-23,281.989990234375,278.5,277.2099914550781,0.01253138324730707,0.01724324132116095
117,117,117,117,2019-07-24,299.6400146484375,280.5,274.4700012207031,0.06823534634024053,0.09170405988192121
118,118,118,118,2019-07-25,296.260009765625,276.29998779296875,274.7799987792969,0.07224040121063013,0.07817166854120572
119,119,119,119,2019-07-26,296.17999267578125,276.4700012207031,271.8500061035156,0.0712916098240397,0.08949783345968076
120,120,120,120,2019-07-29,294.3599853515625,278.0899963378906,272.29998779296875,0.05850620025145803,0.08101358262037861
121,121,121,121,2019-07-30,295.1400146484375,280.5899963378906,278.04998779296875,0.051855085713838234,0.06146386479323884
122,122,122,122,2019-07-31,291.2799987792969,281.989990234375,278.5,0.03294446209668833,0.04588868502440535
123,123,123,123,2019-08-01,288.6499938964844,299.6400146484375,280.5,-0.03667741361195542,0.029055236707609122
124,124,124,124,2019-08-02,289.1199951171875,296.260009765625,276.29998779296875,-0.024100500955515525,0.04639887039671087
125,125,125,125,2019-08-05,282.07000732421875,296.17999267578125,276.4700012207031,-0.047639900400052504,0.02025538423261053
126,126,126,126,2019-08-06,289.0199890136719,294.3599853515625,278.0899963378906,-0.018141040235183148,0.039303796683505476
127,127,127,127,2019-08-07,293.20001220703125,295.1400146484375,280.5899963378906,-0.006573159670392847,0.044941074285326454
128,128,128,128,2019-08-08,299.0,291.2799987792969,281.989990234375,0.026503712074485986,0.06032132470903373
129,129,129,129,2019-08-09,296.5799865722656,288.6499938964844,299.6400146484375,0.027472693031218576,-0.010212347906077057
130,130,130,130,2019-08-12,293.2699890136719,289.1199951171875,296.260009765625,0.014353880625939786,-0.010092556043316714
131,131,131,131,2019-08-13,296.7699890136719,282.07000732421875,296.17999267578125,0.052114657027525046,0.001992019557298219
132,132,132,132,2019-08-14,289.9100036621094,289.0199890136719,294.3599853515625,0.003079422469964177,-0.015117481692147772
133,133,133,133,2019-08-15,294.8099975585937,293.20001220703125,295.1400146484375,0.005491082143699311,-0.0011181712863872484
134,134,134,134,2019-08-16,300.8500061035156,299.0,291.2799987792969,0.006187311382995331,0.03285501017689163
135,135,135,135,2019-08-19,303.3699951171875,296.5799865722656,288.6499938964844,0.022894358528360748,0.05099602124357583
136,136,136,136,2019-08-20,303.25,293.2699890136719,289.1199951171875,0.034030113411511964,0.048872458223047754
137,137,137,137,2019-08-21,305.6400146484375,296.7699890136719,282.07000732421875,0.029888553300977394,0.08356084203283176
138,138,138,138,2019-08-22,307.82000732421875,289.9100036621094,289.0199890136719,0.06177780495971952,0.06504746739042178
139,139,139,139,2019-08-23,302.67999267578125,294.8099975585937,293.20001220703125,0.026695143252811082,0.032332810620949504
140,140,140,140,2019-08-26,306.75,300.8500061035156,299.0,0.019611081192580482,0.0259197324414715
141,141,141,141,2019-08-27,306.19000244140625,303.3699951171875,296.5799865722656,0.009295603947679254,0.03240277936555591
142,142,142,142,2019-08-28,308.54998779296875,303.25,293.2699890136719,0.01747728868250209,0.052102156210005246
143,143,143,143,2019-08-29,310.8500061035156,305.6400146484375,296.7699890136719,0.017046169367158637,0.047444208009843836
144,144,144,144,2019-08-30,308.5899963378906,307.82000732421875,289.9100036621094,0.0025014261430409412,0.06443376371914655
145,145,145,145,2019-09-03,309.2799987792969,302.67999267578125,294.8099975585937,0.021805227511635605,0.04908246443652997
146,146,146,146,2019-09-04,315.8399963378906,306.75,300.8500061035156,0.02963323989532407,0.049825460961490764
147,147,147,147,2019-09-05,315.9800109863281,306.19000244140625,303.3699951171875,0.03197363880878279,0.041566457039594606
148,148,148,148,2019-09-06,318.0199890136719,308.54998779296875,303.25,0.03069195137047709,0.048705652147310374
149,149,149,149,2019-09-09,311.8800048828125,310.8500061035156,305.6400146484375,0.003313491262901591,0.02041614296332428
150,150,150,150,2019-09-10,305.5799865722656,308.5899963378906,307.82000732421875,-0.009754074342478658,-0.007277047295999095
151,151,151,151,2019-09-11,307.8599853515625,309.2799987792969,302.67999267578125,-0.00459135228058416,0.0171137597499873
152,152,152,152,2019-09-12,312.1700134277344,315.8399963378906,306.75,-0.01161975352301503,0.017669155428637007
153,153,153,153,2019-09-13,314.760009765625,315.9800109863281,306.19000244140625,-0.003861007589989307,0.027989180756673226
154,154,154,154,2019-09-16,319.1700134277344,318.0199890136719,308.54998779296875,0.003616201665905594,0.03441914132205848
155,155,155,155,2019-09-17,321.5599975585937,311.8800048828125,310.8500061035156,0.031037554585836347,0.0344538885146799
156,156,156,156,2019-09-18,321.6700134277344,305.5799865722656,308.5899963378906,0.05265405969793013,0.04238639374272446
157,157,157,157,2019-09-19,319.8099975585937,307.8599853515625,309.2799987792969,0.03881638659010789,0.034046814604429265
158,158,158,158,2019-09-20,318.79998779296875,312.1700134277344,315.8399963378906,0.02123834474821895,0.009371806893992973
159,159,159,159,2019-09-23,316.6000061035156,314.760009765625,315.9800109863281,0.005845711910038132,0.0019621339819952954
160,160,160,160,2019-09-24,315.1000061035156,319.1700134277344,318.0199890136719,-0.012751847457437515,-0.009181759043550897
161,161,161,161,2019-09-25,320.0,321.5599975585937,311.8800048828125,-0.004851342114808421,0.0260356386753251
162,162,162,162,2019-09-26,318.9700012207031,321.6700134277344,305.5799865722656,-0.008393733000660375,0.04381836257876448
163,163,163,163,2019-09-27,320.8900146484375,319.8099975585937,307.8599853515625,0.003377058560046775,0.042324530360758894
164,164,164,164,2019-09-30,321.989990234375,318.79998779296875,312.1700134277344,0.010006281566980135,0.03145714317276638
165,165,165,165,2019-10-01,317.0400085449219,316.6000061035156,314.760009765625,0.001389773951117279,0.007243610079293639
166,166,166,166,2019-10-02,315.5,315.1000061035156,319.1700134277344,0.0012694188788844318,-0.011498616014456342
167,167,167,167,2019-10-03,312.8999938964844,320.0,321.5599975585937,-0.022187519073486373,-0.026931221942590455
168,168,168,168,2019-10-04,318.3999938964844,318.9700012207031,321.6700134277344,-0.0017870248676593592,-0.010165758058715113
169,169,169,169,2019-10-07,317.3399963378906,320.8900146484375,319.8099975585937,-0.011063037640595352,-0.007723339606512836
170,170,170,170,2019-10-08,314.0,321.989990234375,318.79998779296875,-0.0248144056545333,-0.015056424017449777
171,171,171,171,2019-10-09,320.67999267578125,317.0400085449219,316.6000061035156,0.011481150746763369,0.012886880902117426
172,172,172,172,2019-10-10,325.75,315.5,315.1000061035156,0.032488114104595844,0.033798774008863885
173,173,173,173,2019-10-11,322.0,312.8999938964844,320.0,0.02908279412279624,0.006250000000000089
174,174,174,174,2019-10-14,324.5899963378906,318.3999938964844,318.9700012207031,0.019440962814272877,0.017619196462613118
175,175,175,175,2019-10-15,326.1400146484375,317.3399963378906,320.8900146484375,0.027730567883340385,0.016360745926456532
176,176,176,176,2019-10-16,321.8599853515625,314.0,321.989990234375,0.025031800482683053,-0.00040375442329088074
177,177,177,177,2019-10-17,321.1099853515625,320.67999267578125,317.0400085449219,0.0013408777772301317,0.012837423343886822
178,178,178,178,2019-10-18,319.9200134277344,325.75,315.5,-0.017897119178098664,0.014009551276495724
179,179,179,179,2019-10-21,321.92999267578125,322.0,312.8999938964844,-0.00021741405036879158,0.028859057064360982
180,180,180,180,2019-10-22,311.6499938964844,324.5899963378906,318.3999938964844,-0.03986568467111973,-0.021199749150103697
181,181,181,181,2019-10-23,327.0599975585937,326.1400146484375,317.3399963378906,0.002820821944059526,0.03062961282180643
182,182,182,182,2019-10-24,333.5799865722656,321.8599853515625,314.0,0.03641335286802283,0.062356645134603816
183,183,183,183,2019-10-25,327.0400085449219,321.1099853515625,320.67999267578125,0.018467264999146638,0.01983290512162017
184,184,184,184,2019-10-28,328.44000244140625,319.9200134277344,325.75,0.026631622455831172,0.008257873956734496
185,185,185,185,2019-10-29,329.6000061035156,321.92999267578125,322.0,0.023825097388359584,0.023602503427067267
186,186,186,186,2019-10-30,336.07000732421875,311.6499938964844,324.5899963378906,0.07835717601793246,0.0353677288759624
187,187,187,187,2019-10-31,329.6000061035156,327.0599975585937,326.1400146484375,0.00776618529897366,0.010608914268946279
188,188,188,188,2019-11-01,336.1499938964844,333.5799865722656,321.8599853515625,0.00770432108540775,0.0443982141157222
189,189,189,189,2019-11-04,336.1600036621094,327.0400085449219,321.1099853515625,0.02788648140563743,0.046868733446795874
190,190,190,190,2019-11-05,337.04998779296875,328.44000244140625,319.9200134277344,0.02621478896468621,0.05354455378298417
191,191,191,191,2019-11-06,339.42999267578125,329.6000061035156,321.92999267578125,0.029823987834449284,0.05435964463747367
192,192,192,192,2019-11-07,337.8500061035156,336.07000732421875,311.6499938964844,0.005296511859148589,0.08406870758910934
193,193,193,193,2019-11-08,340.8099975585937,329.6000061035156,327.0599975585937,0.03401089577515792,0.042041215992905556
194,194,194,194,2019-11-11,342.42999267578125,336.1499938964844,333.5799865722656,0.018682132659002093,0.026530386892974933
195,195,195,195,2019-11-12,342.6700134277344,336.1600036621094,327.0400085449219,0.01936580704041324,0.04779233266398841
196,196,196,196,2019-11-13,343.3399963378906,337.04998779296875,328.44000244140625,0.018661945624473653,0.04536595355537587
197,197,197,197,2019-11-14,343.20001220703125,339.42999267578125,329.6000061035156,0.011106913391861317,0.041262153676187685
198,198,198,198,2019-11-15,344.4700012207031,337.8500061035156,336.07000732421875,0.01959447979160056,0.02499477404533934
199,199,199,199,2019-11-18,345.6700134277344,340.8099975585937,329.6000061035156,0.014260191613965523,0.048756089279839765
200,200,200,200,2019-11-19,346.2699890136719,342.42999267578125,336.1499938964844,0.011213960283924074,0.030105593636583272
201,201,201,201,2019-11-20,346.4599914550781,342.6700134277344,336.1600036621094,0.011060139139204228,0.030640134700027355
202,202,202,202,2019-11-21,346.32000732421875,343.3399963378906,337.04998779296875,0.008679475208578369,0.027503396727443397
203,203,203,203,2019-11-22,349.760009765625,343.20001220703125,339.42999267578125,0.01911421132070501,0.030433424602259063
204,204,204,204,2019-11-25,340.8800048828125,344.4700012207031,337.8500061035156,-0.010421796746215017,0.008968473359649787
205,205,205,205,2019-11-26,341.760009765625,345.6700134277344,340.8099975585937,-0.011311376486889846,0.0027875127309548997
206,206,206,206,2019-11-27,346.4800109863281,346.2699890136719,342.42999267578125,0.0006065266390959945,0.01182728848866188
207,207,207,207,2019-11-29,341.989990234375,346.4599914550781,342.6700134277344,-0.012901926141398956,-0.0019844841004822422
208,208,208,208,2019-12-02,340.3599853515625,346.32000732421875,343.3399963378906,-0.017209580291665305,-0.008679475208578369
209,209,209,209,2019-12-03,340.8900146484375,349.760009765625,343.20001220703125,-0.025360232357985457,-0.006730761877713043
210,210,210,210,2019-12-04,343.5799865722656,340.8800048828125,344.4700012207031,0.007920622068699368,-0.0025837217908193377
211,211,211,211,2019-12-05,345.2200012207031,341.760009765625,345.6700134277344,0.010124038378425126,-0.0013018549181308403
212,212,212,212,2019-12-06,347.2900085449219,346.4800109863281,346.2699890136719,0.0023377901550161173,0.002945734726117699
213,213,213,213,2019-12-09,342.3900146484375,341.989990234375,346.4599914550781,0.0011696962644676123,-0.011747321211743267
214,214,214,214,2019-12-10,344.8900146484375,340.3599853515625,346.32000732421875,0.013309523715591576,-0.004129107893101058
215,215,215,215,2019-12-11,348.6499938964844,340.8900146484375,349.760009765625,0.022763879593392655,-0.0031736500404504486
216,216,216,216,2019-12-12,348.3099975585937,343.5799865722656,340.8800048828125,0.013766840826548554,0.02179650483851492
217,217,217,217,2019-12-13,347.7099914550781,345.2200012207031,341.760009765625,0.007212763529257815,0.017409824202467616
218,218,218,218,2019-12-16,347.2099914550781,347.2900085449219,346.4800109863281,-0.00023040423817255462,0.0021068472800840343
219,219,219,219,2019-12-17,344.29998779296875,342.3900146484375,341.989990234375,0.00557835527561279,0.0067545765214083175
220,220,220,220,2019-12-18,337.6199951171875,344.8900146484375,340.3599853515625,-0.021079240402656074,-0.008050271337110448
221,221,221,221,2019-12-19,339.8900146484375,348.6499938964844,340.8900146484375,-0.025125424928725937,-0.0029334974831436433
222,222,222,222,2019-12-20,342.2799987792969,348.3099975585937,343.5799865722656,-0.01731216106790745,-0.0037836540071443103
223,223,223,223,2019-12-23,347.6400146484375,347.7099914550781,345.2200012207031,-0.00020125049138730589,0.007010061465665851
224,224,224,224,2019-12-24,345.5799865722656,347.2099914550781,347.2900085449219,-0.0046945794272265085,-0.004923902014402626
225,225,225,225,2019-12-26,346.42999267578125,344.29998779296875,342.3900146484375,0.006186479693090385,0.011799345350336665
226,226,226,226,2019-12-27,347.82000732421875,337.6199951171875,344.8900146484375,0.030211516955596318,0.008495440724104242
227,227,227,227,2019-12-30,348.3699951171875,339.8900146484375,348.6499938964844,0.024949189747516476,-0.0008030941752432685
228,228,228,228,2019-12-31,346.5400085449219,342.2799987792969,348.3099975585937,0.012445979259138262,-0.005081648606351186
229,229,229,229,2020-01-02,357.489990234375,347.6400146484375,347.7099914550781,0.02833383721922411,0.028126884529173557
230,230,230,230,2020-01-03,360.04998779296875,345.5799865722656,347.2099914550781,0.041871641249332736,0.03698049207651288
231,231,231,231,2020-01-06,358.6300048828125,346.42999267578125,344.29998779296875,0.03521638560449092,0.04162073075198758
232,232,232,232,2020-01-07,361.0899963378906,347.82000732421875,337.6199951171875,0.038151885268929764,0.06951602855321615
233,233,233,233,2020-01-08,361.5499877929688,348.3699951171875,339.8900146484375,0.037833317623544804,0.06372641799122913
234,234,234,234,2020-01-09,366.1000061035156,346.5400085449219,342.2799987792969,0.05644369214603451,0.06959216842693161
235,235,235,235,2020-01-10,365.5499877929688,357.489990234375,347.6400146484375,0.022546078991777074,0.05151873314308575
236,236,236,236,2020-01-13,369.8800048828125,360.04998779296875,345.5799865722656,0.027301812034767003,0.070316624963076
237,237,237,237,2020-01-14,370.4400024414063,358.6300048828125,346.42999267578125,0.03293086857708105,0.06930696034767303
238,238,238,238,2020-01-15,375.010009765625,361.0899963378906,347.82000732421875,0.03854998357447892,0.07817262339386133
239,239,239,239,2020-01-16,377.5400085449219,361.5499877929688,348.3699951171875,0.044226306988867314,0.08373285253203844
240,240,240,240,2020-01-17,376.8800048828125,366.1000061035156,346.5400085449219,0.029445502866910056,0.08755120791184967
241,241,241,241,2020-01-21,383.3299865722656,365.5499877929688,357.489990234375,0.04863903535230496,0.07228173387721881
242,242,242,242,2020-01-22,375.3800048828125,369.8800048828125,360.04998779296875,0.014869687269909448,0.04257746871153523
243,243,243,243,2020-01-23,368.1300048828125,370.4400024414063,358.6300048828125,-0.006235821032743893,0.026489696541437624
244,244,244,244,2020-01-24,361.8699951171875,375.010009765625,361.0899963378906,-0.03503910377392272,0.0021601229256071885
245,245,245,245,2020-01-27,370.4100036621094,377.5400085449219,361.5499877929688,-0.01888542862064413,0.024505645604430137
246,246,246,246,2020-01-28,380.5299987792969,376.8800048828125,366.1000061035156,0.009684763981095967,0.03941543959357685
247,247,247,247,2020-01-29,376.1700134277344,383.3299865722656,365.5499877929688,-0.01867835388657091,0.0290521843507221
