,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HST,HST_6m,HST_12m,HST_6m_ret,HST_12m_ret
28,28,28,28,2019-03-18,16.549694061279297,16.62727165222168,16.903099060058594,-0.004665683737236415,-0.0209077044111029
29,29,29,29,2019-03-19,16.45487403869629,16.756567001342773,16.851381301879883,-0.018004461332820076,-0.023529659443369266
30,30,30,30,2019-03-20,16.480737686157227,16.515216827392578,17.066869735717773,-0.002087719561644774,-0.03434326614293437
31,31,31,31,2019-03-21,16.5065975189209,16.523834228515625,17.101350784301758,-0.0010431422487270359,-0.034778145474146704
32,32,32,32,2019-03-22,16.204912185668945,16.56693458557129,17.006534576416016,-0.021852105350717133,-0.04713613976704745
33,33,33,33,2019-03-25,16.11871337890625,16.515216827392578,16.70484733581543,-0.024008370742591545,-0.035087657200703615
34,34,34,34,2019-03-26,16.45487403869629,16.549694061279297,16.62727165222168,-0.005729412412816437,-0.010368364523734463
35,35,35,35,2019-03-27,16.37730598449707,16.45487403869629,16.756567001342773,-0.004713986507390189,-0.02263357505241448
36,36,36,36,2019-03-28,16.525394439697266,16.480737686157227,16.515216827392578,0.002709633172400361,0.0006162566565766081
37,37,37,37,2019-03-29,16.464412689208984,16.5065975189209,16.523834228515625,-0.00255563447667273,-0.0035961108351048043
38,38,38,38,2019-04-01,16.795446395874023,16.204912185668945,16.56693458557129,0.03644167913031504,0.013793246368084988
39,39,39,39,2019-04-02,16.93482780456543,16.11871337890625,16.515216827392578,0.05063148692296915,0.025407536671082198
40,40,40,40,2019-04-03,16.812868118286133,16.45487403869629,16.549694061279297,0.02175611182121262,0.015902049671272955
41,41,41,41,2019-04-04,16.769311904907227,16.37730598449707,16.45487403869629,0.023935922109609153,0.01910910198835225
42,42,42,42,2019-04-05,16.83900260925293,16.525394439697266,16.480737686157227,0.018977348510503145,0.02173840333595156
43,43,43,43,2019-04-08,16.891265869140625,16.464412689208984,16.5065975189209,0.02592580664668387,0.02330391528470943
44,44,44,44,2019-04-09,16.507970809936523,16.795446395874023,16.204912185668945,-0.01711628135160026,0.01870165174579541
45,45,45,45,2019-04-10,16.690906524658203,16.93482780456543,16.11871337890625,-0.014403528794161624,0.0354986860490214
46,46,46,46,2019-04-11,16.61250877380371,16.812868118286133,16.45487403869629,-0.011917023500856772,0.009579820224494995
47,47,47,47,2019-04-12,16.743175506591797,16.769311904907227,16.37730598449707,-0.0015585850190896755,0.0223400309209012
48,48,48,48,2019-04-15,16.568950653076172,16.83900260925293,16.525394439697266,-0.016037289288640233,0.002635713993868416
49,49,49,49,2019-04-16,16.551530838012695,16.891265869140625,16.464412689208984,-0.020113059243748288,0.005291300117908904
50,50,50,50,2019-04-17,16.386014938354492,16.507970809936523,16.795446395874023,-0.007387696100639052,-0.024377527567240653
51,51,51,51,2019-04-18,16.464412689208984,16.690906524658203,16.93482780456543,-0.013569894188467768,-0.027777968620952054
52,52,52,52,2019-04-22,16.281476974487305,16.61250877380371,16.812868118286133,-0.01992665911113989,-0.031606216147075594
53,53,53,53,2019-04-23,16.481836318969727,16.743175506591797,16.769311904907227,-0.015608699049901364,-0.01714295658448428
54,54,54,54,2019-04-24,16.507970809936523,16.568950653076172,16.83900260925293,-0.003680368444354487,-0.01965863459956385
55,55,55,55,2019-04-25,16.464412689208984,16.551530838012695,16.891265869140625,-0.00526344962628067,-0.025270644795869157
56,56,56,56,2019-04-26,16.70833396911621,16.386014938354492,16.507970809936523,0.019670373301520216,0.012137358460743375
57,57,57,57,2019-04-29,16.75189208984375,16.464412689208984,16.690906524658203,0.017460653231996748,0.0036538198267093147
58,58,58,58,2019-04-30,16.760601043701172,16.281476974487305,16.61250877380371,0.029427555618243062,0.0089145036378242
59,59,59,59,2019-05-01,16.96967124938965,16.481836318969727,16.743175506591797,0.029598336070019604,0.0135276455000235
60,60,60,60,2019-05-02,17.074207305908203,16.507970809936523,16.568950653076172,0.03430079338587455,0.03049418538392623
61,61,61,61,2019-05-03,17.318124771118164,16.464412689208984,16.551530838012695,0.05185196083360544,0.04631559102345317
62,62,62,62,2019-05-06,17.318124771118164,16.70833396911621,16.386014938354492,0.0364962062123666,0.05688447351417314
63,63,63,63,2019-05-07,16.865137100219727,16.75189208984375,16.464412689208984,0.0067601325133077594,0.024338822074921884
64,64,64,64,2019-05-08,16.61250877380371,16.760601043701172,16.281476974487305,-0.00883573742441146,0.020331804039346313
65,65,65,65,2019-05-09,16.56024169921875,16.96967124938965,16.481836318969727,-0.024127135060770466,0.004757077957313616
66,66,66,66,2019-05-10,16.734466552734375,17.074207305908203,16.507970809936523,-0.01989789318396451,0.013720386678992558
67,67,67,67,2019-05-13,16.403432846069336,17.318124771118164,16.464412689208984,-0.052817030546764565,-0.0037037363124173828
68,68,68,68,2019-05-14,16.542816162109375,17.318124771118164,16.70833396911621,-0.04476862358110445,-0.009906302286797675
69,69,69,69,2019-05-15,16.795446395874023,16.865137100219727,16.75189208984375,-0.004132234676277546,0.0025999633830424695
70,70,70,70,2019-05-16,16.84771156311035,16.61250877380371,16.760601043701172,0.014158173970540311,0.005197338638516014
71,71,71,71,2019-05-17,16.70833396911621,16.56024169921875,16.96967124938965,0.008942639400272068,-0.015400255929108653
72,72,72,72,2019-05-20,16.525394439697266,16.734466552734375,17.074207305908203,-0.012493503296222341,-0.03214280208610509
73,73,73,73,2019-05-21,16.70833396911621,16.403432846069336,17.318124771118164,0.018587641130249022,-0.03521113342588422
74,74,74,74,2019-05-22,16.656063079833984,16.542816162109375,17.318124771118164,0.006845685560116221,-0.03822940994098367
75,75,75,75,2019-05-23,16.673486709594727,16.795446395874023,16.865137100219727,-0.007261473342516034,-0.011363701906846768
76,76,76,76,2019-05-24,16.77802276611328,16.84771156311035,16.61250877380371,-0.004136395422964179,0.009963214741566917
77,77,77,77,2019-05-28,16.446992874145508,16.70833396911621,16.56024169921875,-0.015641361697328215,-0.006838597354444698
78,78,78,78,2019-05-29,16.185649871826172,16.525394439697266,16.734466552734375,-0.020558938493774215,-0.03279558862415766
79,79,79,79,2019-05-30,16.028846740722656,16.70833396911621,16.403432846069336,-0.04066756324415843,-0.02283583618513363
80,80,80,80,2019-05-31,15.776216506958008,16.656063079833984,16.542816162109375,-0.05282440206060668,-0.04634033574689844
81,81,81,81,2019-06-03,15.723952293395996,16.673486709594727,16.795446395874023,-0.05694876139208016,-0.06379670282185834
82,82,82,82,2019-06-04,15.767510414123535,16.77802276611328,16.84771156311035,-0.060228333581158755,-0.06411560080076506
83,83,83,83,2019-06-05,15.863333702087402,16.446992874145508,16.70833396911621,-0.035487287951319724,-0.05057358014214419
84,84,84,84,2019-06-06,15.793641090393066,16.185649871826172,16.525394439697266,-0.02421952683626638,-0.04428053756746542
85,85,85,85,2019-06-07,15.97657871246338,16.028846740722656,16.70833396911621,-0.0032608726694282053,-0.043795824168071484
86,86,86,86,2019-06-10,16.098539352416992,15.776216506958008,16.656063079833984,0.020430934458640637,-0.03347271949828312
87,87,87,87,2019-06-11,16.185649871826172,15.723952293395996,16.673486709594727,0.029362692649741007,-0.029258237719878344
88,88,88,88,2019-06-12,16.054981231689453,15.767510414123535,16.77802276611328,0.018231845739478336,-0.043094561528677966
89,89,89,89,2019-06-13,16.150808334350586,15.863333702087402,16.446992874145508,0.01812195580462106,-0.01800843121057838
90,90,90,90,2019-06-14,15.950448036193848,15.793641090393066,16.185649871826172,0.009928486085210908,-0.014531503986239813
91,91,91,91,2019-06-17,16.150808334350586,15.97657871246338,16.028846740722656,0.010905314900197416,0.007608881387459743
92,92,92,92,2019-06-18,16.246631622314453,16.098539352416992,15.776216506958008,0.009199112208600813,0.029817993125853093
93,93,93,93,2019-06-19,16.08983039855957,16.185649871826172,15.723952293395996,-0.0059200263211791615,0.023268838415214654
94,94,94,94,2019-06-20,16.246631622314453,16.054981231689453,15.767510414123535,0.011937129533774682,0.03038661117748509
95,95,95,95,2019-06-21,15.828484535217283,16.150808334350586,15.863333702087402,-0.019957131089702984,-0.002196837532676632
96,96,96,96,2019-06-24,15.567144393920898,15.950448036193848,15.793641090393066,-0.024030901288990658,-0.014341005672842688
97,97,97,97,2019-06-25,15.506170272827148,16.150808334350586,15.97657871246338,-0.03991367169854776,-0.029443627957045915
98,98,98,98,2019-06-26,15.523591995239258,16.246631622314453,16.098539352416992,-0.04450397127747474,-0.03571425609438372
99,99,99,99,2019-06-27,15.867188453674316,16.08983039855957,16.185649871826172,-0.013837432674566053,-0.01967554103009428
100,100,100,100,2019-06-28,16.052202224731445,16.246631622314453,16.054981231689453,-0.011967366658080847,-0.0001730931302817984
101,101,101,101,2019-07-01,16.008150100708008,15.828484535217283,16.150808334350586,0.011350774933063246,-0.008832885059948614
102,102,102,102,2019-07-02,16.069820404052734,15.567144393920898,15.950448036193848,0.03229082980229414,0.0074839507697848084
103,103,103,103,2019-07-03,16.263643264770508,15.506170272827148,16.150808334350586,0.04884977906316079,0.006986333320539551
104,104,104,104,2019-07-05,16.2195987701416,15.523591995239258,16.246631622314453,0.04483542050807521,-0.0016639050359043006
105,105,105,105,2019-07-08,16.157926559448242,15.867188453674316,16.08983039855957,0.018323227623013416,0.0042322485198331705
106,106,106,106,2019-07-09,15.928860664367676,16.052202224731445,16.246631622314453,-0.007683778128195984,-0.01955919019609731
107,107,107,107,2019-07-10,16.157926559448242,16.008150100708008,15.828484535217283,0.009356262766027523,0.020813238531962597
108,108,108,108,2019-07-11,15.99933910369873,16.069820404052734,15.567144393920898,-0.004385942006932986,0.027763262088492446
109,109,109,109,2019-07-12,16.034584045410156,16.263643264770508,15.506170272827148,-0.014084127131374524,0.034077645433121306
110,110,110,110,2019-07-15,15.97291088104248,16.2195987701416,15.523591995239258,-0.01520924731832729,0.028944260190619575
111,111,111,111,2019-07-16,16.122682571411133,16.157926559448242,15.867188453674316,-0.0021812197194633898,0.016102040918134497
112,112,112,112,2019-07-17,15.770277976989746,15.928860664367676,16.052202224731445,-0.00995568300328431,-0.01756296387216838
113,113,113,113,2019-07-18,15.682171821594238,16.157926559448242,16.008150100708008,-0.029444046307773863,-0.020363269775896975
114,114,114,114,2019-07-19,15.56764030456543,15.99933910369873,16.069820404052734,-0.02698228947678849,-0.031249888726861963
115,115,115,115,2019-07-22,15.391437530517578,16.034584045410156,16.263643264770508,-0.04010995938972772,-0.05362917275382317
116,116,116,116,2019-07-23,15.726224899291992,15.97291088104248,16.2195987701416,-0.015444021668164942,-0.03041837704135153
117,117,117,117,2019-07-24,15.726224899291992,16.122682571411133,16.157926559448242,-0.02459005629882849,-0.026717639702590112
118,118,118,118,2019-07-25,15.611692428588867,15.770277976989746,15.928860664367676,-0.010055976732450067,-0.019911545619097692
119,119,119,119,2019-07-26,15.51478099822998,15.682171821594238,16.157926559448242,-0.010673956724142064,-0.03980371855584319
120,120,120,120,2019-07-29,15.41786766052246,15.56764030456543,15.99933910369873,-0.009620767252635387,-0.036343466402424474
121,121,121,121,2019-07-30,15.576454162597656,15.391437530517578,16.034584045410156,0.012020750609761599,-0.028571360598757645
122,122,122,122,2019-07-31,15.32095718383789,15.726224899291992,15.97291088104248,-0.02577018439259038,-0.04081621077460362
123,123,123,123,2019-08-01,15.030218124389648,15.726224899291992,16.122682571411133,-0.044257714700091766,-0.06775947130278748
124,124,124,124,2019-08-02,15.039030075073242,15.611692428588867,15.770277976989746,-0.03668163180482209,-0.04636873890133453
125,125,125,125,2019-08-05,14.624950408935549,15.51478099822998,15.682171821594238,-0.05735373186356607,-0.06741549733582841
126,126,126,126,2019-08-06,14.765913963317873,15.41786766052246,15.56764030456543,-0.04228559432209411,-0.05149954171361726
127,127,127,127,2019-08-07,14.642571449279783,15.576454162597656,15.391437530517578,-0.05995476913868636,-0.04865471985660663
128,128,128,128,2019-08-08,14.801154136657717,15.32095718383789,15.726224899291992,-0.03392758304477972,-0.05882344736631118
129,129,129,129,2019-08-09,14.660189628601074,15.030218124389648,15.726224899291992,-0.024618970445154487,-0.06778710577507463
130,130,130,130,2019-08-12,14.378263473510742,15.039030075073242,15.611692428588867,-0.04393678304146098,-0.07900674194806778
131,131,131,131,2019-08-13,14.536848068237305,14.624950408935549,15.51478099822998,-0.006024112098487189,-0.0630323386520405
132,132,132,132,2019-08-14,13.937752723693848,14.765913963317873,15.41786766052246,-0.056086012804989926,-0.09599997674246841
133,133,133,133,2019-08-15,13.743929862976074,14.642571449279783,15.576454162597656,-0.061371842330870785,-0.11764707683099396
134,134,134,134,2019-08-16,13.964184761047363,14.801154136657717,15.32095718383789,-0.05654757513385045,-0.08855663562729554
135,135,135,135,2019-08-19,14.08752727508545,14.660189628601074,15.030218124389648,-0.039062411061750346,-0.06271970516345915
136,136,136,136,2019-08-20,14.052286148071287,14.378263473510742,15.039030075073242,-0.02267153652038767,-0.06561220518053579
137,137,137,137,2019-08-21,14.043475151062012,14.536848068237305,14.624950408935549,-0.033939469880909234,-0.03975912680827054
138,138,138,138,2019-08-22,14.175628662109377,13.937752723693848,14.765913963317873,0.01706702243405034,-0.03997621160971876
139,139,139,139,2019-08-23,13.823220252990724,13.743929862976074,14.642571449279783,0.005769120681286877,-0.055956783214423766
140,140,140,140,2019-08-26,13.89370346069336,13.964184761047363,14.801154136657717,-0.005047290734122134,-0.06130945381596242
141,141,141,141,2019-08-27,13.867271423339844,14.08752727508545,14.660189628601074,-0.01563481279891754,-0.054086490376243024
142,142,142,142,2019-08-28,13.902511596679688,14.052286148071287,14.378263473510742,-0.010658376139896397,-0.033088270896380334
143,143,143,143,2019-08-29,14.078715324401855,14.043475151062012,14.536848068237305,0.0025093627439629618,-0.031515273578215264
144,144,144,144,2019-08-30,14.131576538085938,14.175628662109377,13.937752723693848,-0.0031075957951118838,0.01390638923178722
145,145,145,145,2019-09-03,14.122767448425291,13.823220252990724,13.743929862976074,0.021669856223968997,0.027563992920958125
146,146,146,146,2019-09-04,14.395883560180664,13.89370346069336,13.964184761047363,0.03614443772375164,0.030914715504016366
147,147,147,147,2019-09-05,14.730671882629396,13.867271423339844,14.08752727508545,0.06226174082353175,0.04565347736230363
148,148,148,148,2019-09-06,14.677809715270996,13.902511596679688,14.052286148071287,0.05576676654428914,0.04451400723045795
149,149,149,149,2019-09-09,15.100700378417969,14.078715324401855,14.043475151062012,0.07259078903632377,0.07528230840184924
150,150,150,150,2019-09-10,15.356193542480469,14.131576538085938,14.175628662109377,0.08665820130500457,0.08328130684790525
151,151,151,151,2019-09-11,15.347384452819824,14.122767448425291,13.823220252990724,0.08671225444068886,0.11026115275124404
152,152,152,152,2019-09-12,15.047839164733888,14.395883560180664,13.89370346069336,0.04528764086120751,0.08306897489972287
153,153,153,153,2019-09-13,15.259282112121582,14.730671882629396,13.867271423339844,0.035885004683019917,0.10038100836757691
154,154,154,154,2019-09-16,15.338578224182127,14.677809715270996,13.902511596679688,0.04501819561154674,0.10329548136075006
155,155,155,155,2019-09-17,15.197612762451172,15.100700378417969,14.078715324401855,0.00641774100568937,0.07947439892544694
156,156,156,156,2019-09-18,15.241665840148926,15.356193542480469,14.131576538085938,-0.007458078853637806,0.07855381875271972
157,157,157,157,2019-09-19,15.21523380279541,15.347384452819824,14.122767448425291,-0.008610630067335867,0.07735497722805951
158,158,158,158,2019-09-20,15.188802719116213,15.047839164733888,14.395883560180664,0.00936769411469296,0.05507957574266453
159,159,159,159,2019-09-23,15.171182632446287,15.259282112121582,14.730671882629396,-0.005773500943750842,0.029904321630865205
160,160,160,160,2019-09-24,15.065463066101074,15.338578224182127,14.677809715270996,-0.017805767528731642,0.026410844557192892
161,161,161,161,2019-09-25,15.030218124389648,15.197612762451172,15.100700378417969,-0.01101453502454719,-0.004667482451943372
162,162,162,162,2019-09-26,14.889254570007324,15.241665840148926,15.356193542480469,-0.023121571738785596,-0.030407208087175563
163,163,163,163,2019-09-27,15.254800796508787,15.21523380279541,15.347384452819824,0.002600485423109866,-0.006032536462200033
164,164,164,164,2019-09-30,15.41528606414795,15.188802719116213,15.047839164733888,0.014911204603815786,0.02441858232211902
165,165,165,165,2019-10-01,15.138895988464355,15.171182632446287,15.259282112121582,-0.0021281560418948686,-0.007889370074729452
166,166,166,166,2019-10-02,14.791181564331056,15.065463066101074,15.338578224182127,-0.018205978838259584,-0.03568757494016417
167,167,167,167,2019-10-03,14.844676971435549,15.030218124389648,15.197612762451172,-0.012344541604025094,-0.023223107242712704
168,168,168,168,2019-10-04,14.817931175231934,14.889254570007324,15.241665840148926,-0.004790259609038006,-0.02780107301662582
169,169,169,169,2019-10-07,14.978413581848145,15.254800796508787,15.21523380279541,-0.018118048104823314,-0.015564678401705279
170,170,170,170,2019-10-08,14.666362762451172,15.41528606414795,15.188802719116213,-0.04858315950675629,-0.03439638833464553
171,171,171,171,2019-10-09,14.648531913757324,15.138895988464355,15.171182632446287,-0.03239100625836144,-0.03445022918458451
172,172,172,172,2019-10-10,14.719857215881348,14.791181564331056,15.065463066101074,-0.004822085925962005,-0.022940273969897174
173,173,173,173,2019-10-11,14.853591918945312,14.844676971435549,15.030218124389648,0.0006005484340898537,-0.011751406665065134
174,174,174,174,2019-10-14,14.541543960571287,14.817931175231934,14.889254570007324,-0.018652213415771945,-0.023353124080265242
175,175,175,175,2019-10-15,14.630699157714844,14.978413581848145,15.254800796508787,-0.02321436928104892,-0.040911818326515026
176,176,176,176,2019-10-16,14.577204704284668,14.666362762451172,15.41528606414795,-0.006079084474493346,-0.05436690285057022
177,177,177,177,2019-10-17,14.639615058898926,14.648531913757324,15.138895988464355,-0.0006087200349425004,-0.03298000923884248
178,178,178,178,2019-10-18,14.657448768615724,14.719857215881348,14.791181564331056,-0.00423974542350114,-0.009041386932726825
179,179,179,179,2019-10-21,14.978413581848145,14.853591918945312,14.844676971435549,0.008403466554350869,0.009009061677120789
180,180,180,180,2019-10-22,14.960580825805664,14.541543960571287,14.817931175231934,0.028816531887575048,0.0096268263691337
181,181,181,181,2019-10-23,15.022992134094238,14.630699157714844,14.978413581848145,0.02681300272465359,0.002976186496820743
182,182,182,182,2019-10-24,14.969499588012695,14.577204704284668,14.666362762451172,0.026911530138060025,0.02066884819851955
183,183,183,183,2019-10-25,14.87142562866211,14.639615058898926,14.648531913757324,0.015834471659982086,0.015216112864897546
184,184,184,184,2019-10-28,14.88925552368164,14.657448768615724,14.719857215881348,0.015814945610606923,0.011508148843830446
185,185,185,185,2019-10-29,14.809017181396484,14.978413581848145,14.853591918945312,-0.011309368614106474,-0.0030009399606552023
186,186,186,186,2019-10-30,14.853591918945312,14.960580825805664,14.541543960571287,-0.007151387242653406,0.021459066466403387
187,187,187,187,2019-10-31,14.612868309020996,15.022992134094238,14.630699157714844,-0.027299743048022962,-0.0012187284080983352
188,188,188,188,2019-11-01,14.942750930786133,14.969499588012695,14.577204704284668,-0.0017868771811171413,0.025076565357830205
189,189,189,189,2019-11-04,15.272629737854004,14.87142562866211,14.639615058898926,0.0269781875127455,0.04323984451833596
190,190,190,190,2019-11-05,15.522274017333984,14.88925552368164,14.657448768615724,0.04251512056096529,0.05900244049087244
191,191,191,191,2019-11-06,15.54010009765625,14.809017181396484,14.978413581848145,0.04936741630485608,0.03749973338223178
192,192,192,192,2019-11-07,15.112150192260742,14.853591918945312,14.960580825805664,0.017407121100832645,0.01013124879440741
193,193,193,193,2019-11-08,15.30829620361328,14.612868309020996,15.022992134094238,0.04759010208577408,0.01899116147918045
194,194,194,194,2019-11-11,15.192390441894531,14.942750930786133,14.969499588012695,0.0167063957811191,0.014889666322601913
195,195,195,195,2019-11-12,14.969499588012695,15.272629737854004,14.87142562866211,-0.019847934183199967,0.006594792039410491
196,196,196,196,2019-11-13,15.022992134094238,15.522274017333984,14.88925552368164,-0.032165511488986054,0.008982088473119987
197,197,197,197,2019-11-14,15.210220336914062,15.54010009765625,14.809017181396484,-0.021227647098099434,0.02709181511529213
198,198,198,198,2019-11-15,15.28154754638672,15.112150192260742,14.853591918945312,0.011209348237733341,0.028811591820801397
199,199,199,199,2019-11-18,15.35287380218506,15.30829620361328,14.612868309020996,0.0029119895499054582,0.050640673515632395
200,200,200,200,2019-11-19,15.326127052307127,15.192390441894531,14.942750930786133,0.008802868180888934,0.02565632816184693
201,201,201,201,2019-11-20,15.022992134094238,14.969499588012695,15.272629737854004,0.003573435823090554,-0.016345423679134052
202,202,202,202,2019-11-21,14.942750930786133,15.022992134094238,15.522274017333984,-0.005341226474185556,-0.037334934681650944
203,203,203,203,2019-11-22,15.07648468017578,15.210220336914062,15.54010009765625,-0.008792486484480166,-0.029833489782372324
204,204,204,204,2019-11-25,15.28154754638672,15.28154754638672,15.112150192260742,0.0,0.011209348237733341
205,205,205,205,2019-11-26,15.584681510925291,15.35287380218506,15.30829620361328,0.015098652651416966,0.018054609320061088
206,206,206,206,2019-11-27,15.82540512084961,15.326127052307127,15.192390441894531,0.03257692350053465,0.04166656204473762
207,207,207,207,2019-11-29,15.593597412109377,15.022992134094238,14.969499588012695,0.037982132515410605,0.04169129505146896
208,208,208,208,2019-12-02,15.602513313293455,14.942750930786133,15.022992134094238,0.04415267212598928,0.0385756162305384
209,209,209,209,2019-12-03,15.638175010681152,15.07648468017578,15.210220336914062,0.03725605420764588,0.028135994370080075
210,210,210,210,2019-12-04,15.647089958190918,15.28154754638672,15.28154754638672,0.023920510059246558,0.023920510059246558
211,211,211,211,2019-12-05,15.798659324645996,15.584681510925291,15.35287380218506,0.01373000876345798,0.02903596604809522
212,212,212,212,2019-12-06,15.950227737426758,15.82540512084961,15.326127052307127,0.007887483171770349,0.04072135660820342
213,213,213,213,2019-12-09,16.003721237182617,15.593597412109377,15.022992134094238,0.02630078321470286,0.06528187556343346
214,214,214,214,2019-12-10,15.95914363861084,15.602513313293455,14.942750930786133,0.022857235764287553,0.06801911592668408
215,215,215,215,2019-12-11,15.968057632446287,15.638175010681152,15.07648468017578,0.021094700726895566,0.059136660248316764
216,216,216,216,2019-12-12,15.923479080200195,15.647089958190918,15.28154754638672,0.017663931296349134,0.042006971601855625
217,217,217,217,2019-12-13,16.003721237182617,15.798659324645996,15.584681510925291,0.012979703424373712,0.026887923629595356
218,218,218,218,2019-12-16,16.289024353027344,15.950227737426758,15.82540512084961,0.021240863840809476,0.029295883968678105
219,219,219,219,2019-12-17,16.3514347076416,16.003721237182617,15.593597412109377,0.021727038687172184,0.048599260036283676
220,220,220,220,2019-12-18,16.503002166748047,15.95914363861084,15.602513313293455,0.034078177404295085,0.05771434610392978
221,221,221,221,2019-12-19,16.618907928466797,15.968057632446287,15.638175010681152,0.04075951571580094,0.06271402622849442
222,222,222,222,2019-12-20,16.68131446838379,15.923479080200195,15.647089958190918,0.047592324790749485,0.06609692364243602
223,223,223,223,2019-12-23,16.672401428222656,16.003721237182617,15.798659324645996,0.04178279420953945,0.055304825910994726
224,224,224,224,2019-12-24,16.690231323242188,16.289024353027344,15.950227737426758,0.02463050957010071,0.0463945467110185
225,225,225,225,2019-12-26,16.779390335083008,16.3514347076416,16.003721237182617,0.026172359495855613,0.04846804605032862
226,226,226,226,2019-12-27,16.815052032470703,16.503002166748047,15.95914363861084,0.01890867265056828,0.05363122315592905
227,227,227,227,2019-12-30,16.8331241607666,16.618907928466797,15.968057632446287,0.012889910289043183,0.05417481250584566
228,228,228,228,2019-12-31,16.76083755493164,16.68131446838379,15.923479080200195,0.004767195456843121,0.05258640216211585
229,229,229,229,2020-01-02,16.471704483032227,16.672401428222656,16.003721237182617,-0.01203767471977335,0.029242151804188543
230,230,230,230,2020-01-03,16.30002784729004,16.690231323242188,16.289024353027344,-0.023379153254081353,0.0006755158580538101
231,231,231,231,2020-01-06,15.875360488891602,16.779390335083008,16.3514347076416,-0.05387739531282165,-0.029115134375793605
232,232,232,232,2020-01-07,15.83018398284912,16.815052032470703,16.503002166748047,-0.05857062159068882,-0.040769441650719274
233,233,233,233,2020-01-08,15.938607215881348,16.8331241607666,16.618907928466797,-0.053140280814308216,-0.04093534397769605
234,234,234,234,2020-01-09,15.748860359191896,16.76083755493164,16.68131446838379,-0.06037748366828988,-0.055898119477285735
235,235,235,235,2020-01-10,15.83018398284912,16.471704483032227,16.672401428222656,-0.038946819428672286,-0.05051566500479354
236,236,236,236,2020-01-13,15.96571445465088,16.30002784729004,16.690231323242188,-0.02050998904856105,-0.04340963612543658
237,237,237,237,2020-01-14,15.974753379821776,15.875360488891602,16.779390335083008,0.006260827336785235,-0.04795388504544562
238,238,238,238,2020-01-15,15.938607215881348,15.83018398284912,16.815052032470703,0.006849145477380247,-0.052122634821283764
239,239,239,239,2020-01-16,16.155460357666016,15.938607215881348,16.8331241607666,0.013605526433237758,-0.04025775587635927
240,240,240,240,2020-01-17,16.155460357666016,15.748860359191896,16.76083755493164,0.02581774104288148,-0.036118552863577014
241,241,241,241,2020-01-21,15.893434524536133,15.83018398284912,16.471704483032227,0.003995565797310974,-0.03510686821098441
242,242,242,242,2020-01-22,15.83018398284912,15.96571445465088,16.30002784729004,-0.00848884477965095,-0.028824727714746423
