,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PFE,PFE_6m,PFE_12m,PFE_6m_ret,PFE_12m_ret
0,0,0,0,2019-02-05,32.7939567565918,,,,
1,1,1,1,2019-02-06,32.96528244018555,,,,
2,2,2,2,2019-02-07,32.47466278076172,,,,
3,3,3,3,2019-02-08,32.887413024902344,,,,
4,4,4,4,2019-02-11,32.45909881591797,,,,
5,5,5,5,2019-02-12,32.607051849365234,,,,
6,6,6,6,2019-02-13,32.47466278076172,32.7939567565918,,-0.009736366312854239,
7,7,7,7,2019-02-14,32.684932708740234,32.96528244018555,,-0.008504393431301494,
8,8,8,8,2019-02-15,33.019798278808594,32.47466278076172,,0.0167864867982499,
9,9,9,9,2019-02-19,33.17555236816406,32.887413024902344,,0.008761386705714358,
10,10,10,10,2019-02-20,32.864051818847656,32.45909881591797,,0.012475793158222226,
11,11,11,11,2019-02-21,32.81731414794922,32.607051849365234,,0.006448368885213274,
12,12,12,12,2019-02-22,33.455909729003906,32.47466278076172,32.7939567565918,0.03021577021035271,0.020185212090305438
13,13,13,13,2019-02-25,33.54936599731445,32.684932708740234,32.96528244018555,0.026447455048394852,0.017718142054105268
14,14,14,14,2019-02-26,33.50264358520508,33.019798278808594,32.47466278076172,0.01462290297231661,0.03165485693826331
15,15,15,15,2019-02-27,33.43254852294922,33.17555236816406,32.887413024902344,0.007746552398982143,0.016575809645900108
16,16,16,16,2019-02-28,33.759639739990234,32.864051818847656,32.45909881591797,0.027251293482593475,0.04006706814159844
17,17,17,17,2019-03-01,33.767425537109375,32.81731414794922,32.607051849365234,0.028951527991498693,0.035586587008991755
18,18,18,18,2019-03-04,33.54156875610352,33.455909729003906,32.47466278076172,0.002560355638016265,0.032853488965983946
19,19,19,19,2019-03-05,33.40140151977539,33.54936599731445,32.684932708740234,-0.0044103509303545785,0.02192046156006211
20,20,20,20,2019-03-06,32.59926986694336,33.50264358520508,33.019798278808594,-0.026964251819837082,-0.012735644485603048
21,21,21,21,2019-03-07,32.23324966430664,33.43254852294922,33.17555236816406,-0.03587219376409012,-0.02840352719376804
22,22,22,22,2019-03-08,31.843860626220703,33.759639739990234,32.864051818847656,-0.05674761722946298,-0.031042769718427454
23,23,23,23,2019-03-11,32.31891250610352,33.767425537109375,32.81731414794922,-0.04289675650321578,-0.015187155158364551
24,24,24,24,2019-03-12,32.498023986816406,33.54156875610352,33.455909729003906,-0.031111984560865946,-0.028631286667930023
25,25,25,25,2019-03-13,32.71607971191406,33.40140151977539,33.54936599731445,-0.02051775604252959,-0.024837616468433188
26,26,26,26,2019-03-14,32.07749557495117,32.59926986694336,33.50264358520508,-0.016005704855410974,-0.04253837481897271
27,27,27,27,2019-03-15,32.536964416503906,32.23324966430664,33.43254852294922,0.009422405601678507,-0.02678779052187885
28,28,28,28,2019-03-18,32.56032943725586,31.843860626220703,33.759639739990234,0.02249943307581259,-0.035524973369716495
29,29,29,29,2019-03-19,32.94192886352539,32.31891250610352,33.767425537109375,0.019277144839084936,-0.024446538652370453
30,30,30,30,2019-03-20,32.84068298339844,32.498023986816406,33.54156875610352,0.010543994820147784,-0.020896034344772385
31,31,31,31,2019-03-21,32.98086929321289,32.71607971191406,33.40140151977539,0.008093560830957358,-0.012590256918217135
32,32,32,32,2019-03-22,32.59148025512695,32.07749557495117,32.59926986694336,0.01602321724197031,-0.0002389504994498859
33,33,33,33,2019-03-25,32.62262344360352,32.536964416503906,32.23324966430664,0.002632668063409449,0.012079879731395904
34,34,34,34,2019-03-26,33.03538131713867,32.56032943725586,31.843860626220703,0.014589897832521626,0.037417595338200105
35,35,35,35,2019-03-27,32.723873138427734,32.94192886352539,32.31891250610352,-0.00661939760725716,0.012530144145405098
36,36,36,36,2019-03-28,32.93413543701172,32.84068298339844,32.498023986816406,0.002845630636260532,0.013419629771097119
37,37,37,37,2019-03-29,33.074310302734375,32.98086929321289,32.71607971191406,0.0028331881943668424,0.010949679606320872
38,38,38,38,2019-04-01,33.36246490478516,32.59148025512695,32.07749557495117,0.02365601818705132,0.04005828094751274
39,39,39,39,2019-04-02,33.416969299316406,32.62262344360352,32.536964416503906,0.024349539425794875,0.027046311744009177
40,40,40,40,2019-04-03,33.36246490478516,33.03538131713867,32.56032943725586,0.009901008391775434,0.024635360925172156
41,41,41,41,2019-04-04,33.28458404541016,32.723873138427734,32.94192886352539,0.01713461314956577,0.010401794725025226
42,42,42,42,2019-04-05,33.479270935058594,32.93413543701172,32.84068298339844,0.016552294171786386,0.01944502652344271
43,43,43,43,2019-04-08,33.59608840942383,33.074310302734375,32.98086929321289,0.015775933100752093,0.01865381748253503
44,44,44,44,2019-04-09,33.36246490478516,33.36246490478516,32.59148025512695,0.0,0.02365601818705132
45,45,45,45,2019-04-10,33.276798248291016,33.416969299316406,32.62262344360352,-0.004194606930684741,0.020052795748275676
46,46,46,46,2019-04-11,32.9185676574707,33.36246490478516,33.03538131713867,-0.013305289299855971,-0.003536016689093424
47,47,47,47,2019-04-12,32.482452392578125,33.28458404541016,32.723873138427734,-0.024099194141578906,-0.007377511360845301
48,48,48,48,2019-04-15,32.77838134765625,33.479270935058594,32.93413543701172,-0.020935031373947588,-0.004729259999958324
49,49,49,49,2019-04-16,31.867218017578125,33.59608840942383,33.074310302734375,-0.051460466789364334,-0.03649637057001476
50,50,50,50,2019-04-17,31.057296752929688,33.36246490478516,33.36246490478516,-0.06909465947538085,-0.06909465947538085
51,51,51,51,2019-04-18,30.66792869567871,33.276798248291016,33.416969299316406,-0.07839905549646109,-0.0822648092056012
52,52,52,52,2019-04-22,30.356409072875977,32.9185676574707,33.36246490478516,-0.077833234156932,-0.09010292975918666
53,53,53,53,2019-04-23,30.699073791503903,32.482452392578125,33.28458404541016,-0.05490283121239037,-0.07767891136565952
54,54,54,54,2019-04-24,30.660125732421875,32.77838134765625,33.479270935058594,-0.06462355760547145,-0.08420569277345236
55,55,55,55,2019-04-25,30.84703826904297,31.867218017578125,33.59608840942383,-0.03201345495463137,-0.0818264944084901
56,56,56,56,2019-04-26,31.12738800048828,31.057296752929688,33.36246490478516,0.002256836714289445,-0.0669937581253568
57,57,57,57,2019-04-29,30.831457138061523,30.66792869567871,33.276798248291016,0.005332229770243835,-0.07348486750389449
58,58,58,58,2019-04-30,31.625804901123047,30.356409072875977,32.9185676574707,0.041816402763569904,-0.03927153726125965
