,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AES,AES_6m,AES_12m,AES_6m_ret,AES_12m_ret
29,29,29,29,2019-03-19,15.31987190246582,15.431503295898438,15.02790069580078,-0.007233993428384156,0.0194286089970388
30,30,30,30,2019-03-20,15.397162437438965,15.560325622558594,14.70158576965332,-0.010485846445467906,0.04731303674882725
31,31,31,31,2019-03-21,15.697720527648926,15.560325622558594,14.959206581115724,0.00882982197307891,0.049368523827024946
32,32,32,32,2019-03-22,15.50879955291748,15.611846923828123,15.096604347229004,-0.006600588092710691,0.02730383576384421
33,33,33,33,2019-03-25,15.663369178771973,15.723481178283691,15.173891067504885,-0.003823071928546029,0.03225791651525123
34,34,34,34,2019-03-26,15.809353828430176,15.58608627319336,15.199651718139648,0.014324799139654232,0.04011290005828849
35,35,35,35,2019-03-27,15.671956062316896,15.31987190246582,15.431503295898438,0.0229821869329343,0.015581940515307258
36,36,36,36,2019-03-28,15.55173683166504,15.397162437438965,15.560325622558594,0.010039148112786167,-0.0005519672982358115
37,37,37,37,2019-03-29,15.525971412658691,15.697720527648926,15.560325622558594,-0.010941022595460703,-0.0022078079041030207
38,38,38,38,2019-04-01,15.388575553894045,15.50879955291748,15.611846923828123,-0.0077519861297594694,-0.014301406555127238
39,39,39,39,2019-04-02,15.465860366821287,15.663369178771973,15.723481178283691,-0.012609599486320122,-0.016384464009039812
40,40,40,40,2019-04-03,15.50879955291748,15.809353828430176,15.58608627319336,-0.01901116761471966,-0.0049586996325565735
41,41,41,41,2019-04-04,15.457267761230469,15.671956062316896,15.31987190246582,-0.013698883549236318,0.008968473081196748
42,42,42,42,2019-04-05,15.689131736755373,15.55173683166504,15.397162437438965,0.008834698437706345,0.018962539396640388
43,43,43,43,2019-04-08,15.448685646057127,15.525971412658691,15.697720527648926,-0.004977837749884806,-0.01586439771004744
44,44,44,44,2019-04-09,15.55173683166504,15.388575553894045,15.50879955291748,0.010602753789626052,0.0027685752595520974
45,45,45,45,2019-04-10,15.50879955291748,15.465860366821287,15.663369178771973,0.002776385217359678,-0.009868223374570939
46,46,46,46,2019-04-11,15.525971412658691,15.50879955291748,15.809353828430176,0.0011072333279322777,-0.01792498408517329
47,47,47,47,2019-04-12,15.474446296691896,15.457267761230469,15.671956062316896,0.001111356529936991,-0.01260275136298461
48,48,48,48,2019-04-15,15.534560203552246,15.689131736755373,15.55173683166504,-0.009852140691827271,-0.0011044829460991057
49,49,49,49,2019-04-16,15.31128978729248,15.448685646057127,15.525971412658691,-0.008893692441707013,-0.013827258833619682
50,50,50,50,2019-04-17,15.199651718139648,15.55173683166504,15.388575553894045,-0.022639600794202464,-0.012276889117692869
51,51,51,51,2019-04-18,15.21682357788086,15.50879955291748,15.465860366821287,-0.018826471645363108,-0.016102355965574522
52,52,52,52,2019-04-22,15.191062927246094,15.525971412658691,15.50879955291748,-0.02157085547249804,-0.020487506114656995
53,53,53,53,2019-04-23,15.24258518218994,15.474446296691896,15.457267761230469,-0.01498348374193681,-0.013888779204497603
54,54,54,54,2019-04-24,15.225408554077148,15.534560203552246,15.689131736755373,-0.01990089487080582,-0.029556969146472767
55,55,55,55,2019-04-25,15.105191230773926,15.31128978729248,15.448685646057127,-0.013460561414597838,-0.022234539762990724
56,56,56,56,2019-04-26,14.99355411529541,15.199651718139648,15.55173683166504,-0.01355936350819642,-0.03589198572554997
57,57,57,57,2019-04-29,14.787455558776855,15.21682357788086,15.50879955291748,-0.028216665383972273,-0.04651191677855737
58,58,58,58,2019-04-30,14.819483757019045,15.191062927246094,15.525971412658691,-0.024460379896169004,-0.04550360404912446
59,59,59,59,2019-05-01,14.629046440124512,15.24258518218994,15.474446296691896,-0.04025161970439972,-0.054631993956908986
60,60,60,60,2019-05-02,14.75889015197754,15.225408554077148,15.534560203552246,-0.030640780537523282,-0.04993189645609242
61,61,61,61,2019-05-03,14.655014991760254,15.105191230773926,15.31128978729248,-0.029802750070222483,-0.04286214973717617
62,62,62,62,2019-05-06,14.551138877868652,14.99355411529541,15.199651718139648,-0.02950702908894931,-0.042666296063681775
63,63,63,63,2019-05-07,14.308768272399902,14.787455558776855,15.21682357788086,-0.03237117328767458,-0.05967443210690204
64,64,64,64,2019-05-08,13.83267307281494,14.819483757019045,15.191062927246094,-0.06658873550414435,-0.08942032963307656
65,65,65,65,2019-05-09,13.95386028289795,14.629046440124512,15.24258518218994,-0.046153805033707695,-0.08454765932997965
66,66,66,66,2019-05-10,14.066390991210938,14.75889015197754,15.225408554077148,-0.04692081542959481,-0.07612390555889825
67,67,67,67,2019-05-13,13.945204734802246,14.655014991760254,15.105191230773926,-0.04843463192341302,-0.07679389676367887
68,68,68,68,2019-05-14,13.919234275817873,14.551138877868652,14.99355411529541,-0.043426470419567376,-0.07165211338261612
69,69,69,69,2019-05-15,14.040420532226562,14.308768272399902,14.787455558776855,-0.018754076875432735,-0.05051815869072229
70,70,70,70,2019-05-16,14.1529541015625,13.83267307281494,14.819483757019045,0.02315395058219094,-0.04497657721314696
71,71,71,71,2019-05-17,14.14429759979248,13.95386028289795,14.629046440124512,0.013647643951826938,-0.033136051780002784
72,72,72,72,2019-05-20,14.057734489440918,14.066390991210938,14.75889015197754,-0.0006154031816283378,-0.04750734339212326
73,73,73,73,2019-05-21,14.170268058776855,13.945204734802246,14.655014991760254,0.016139119378644207,-0.03307720485144139
74,74,74,74,2019-05-22,14.32607650756836,13.919234275817873,14.551138877868652,0.029228779664790983,-0.01546699349028946
75,75,75,75,2019-05-23,14.53382968902588,14.040420532226562,14.308768272399902,0.035142049746075044,0.015728916168144202
76,76,76,76,2019-05-24,14.282797813415527,14.1529541015625,13.83267307281494,0.009174318726766106,0.03254069103138191
77,77,77,77,2019-05-28,14.14429759979248,14.14429759979248,13.95386028289795,0.0,0.013647643951826938
78,78,78,78,2019-05-29,13.901923179626465,14.057734489440918,14.066390991210938,-0.01108367140747224,-0.011692253662452301
79,79,79,79,2019-05-30,13.754768371582031,14.170268058776855,13.945204734802246,-0.02932193558169638,-0.013656046421817947
80,80,80,80,2019-05-31,13.676862716674805,14.32607650756836,13.919234275817873,-0.045316928926812605,-0.017412707792708426
81,81,81,81,2019-06-03,13.78939437866211,14.53382968902588,14.040420532226562,-0.0512208637566377,-0.017878820152735453
82,82,82,82,2019-06-04,13.919234275817873,14.282797813415527,14.1529541015625,-0.025454644275379135,-0.016513854568271702
83,83,83,83,2019-06-05,14.274141311645508,14.14429759979248,14.14429759979248,0.009179933534128493,0.009179933534128493
84,84,84,84,2019-06-06,14.680984497070312,13.901923179626465,14.057734489440918,0.05603982322284562,0.044335024829038616
85,85,85,85,2019-06-07,14.455923080444336,13.754768371582031,14.170268058776855,0.05097539194559775,0.02015875920502075
86,86,86,86,2019-06-10,14.222203254699709,13.676862716674805,14.32607650756836,0.03987321868486893,-0.007250642059169143
87,87,87,87,2019-06-11,14.178919792175291,13.78939437866211,14.53382968902588,0.02824818863081746,-0.024419571747051116
88,88,88,88,2019-06-12,14.50786018371582,13.919234275817873,14.282797813415527,0.0422886702123102,0.015757582879798004
89,89,89,89,2019-06-13,14.594423294067385,14.274141311645508,14.14429759979248,0.02243791590885924,0.031823828019675426
90,90,90,90,2019-06-14,14.793513298034668,14.680984497070312,13.901923179626465,0.007664935617009316,0.06413430047684665
91,91,91,91,2019-06-17,14.568451881408691,14.455923080444336,13.754768371582031,0.007784269488579465,0.0591564676223677
92,92,92,92,2019-06-18,14.577110290527344,14.222203254699709,13.676862716674805,0.024954434237209888,0.06582266653557611
93,93,93,93,2019-06-19,14.343389511108398,14.178919792175291,13.78939437866211,0.011599594422127435,0.040175450584222006
94,94,94,94,2019-06-20,14.655014991760254,14.50786018371582,13.919234275817873,0.010143109058192268,0.05286071786439184
95,95,95,95,2019-06-21,14.50786018371582,14.594423294067385,14.274141311645508,-0.005931245696207288,0.016373585420485837
96,96,96,96,2019-06-24,14.395329475402832,14.793513298034668,14.680984497070312,-0.02691610941971001,-0.019457484048463147
97,97,97,97,2019-06-25,14.412641525268556,14.568451881408691,14.455923080444336,-0.010695052391872184,-0.002994036073305506
98,98,98,98,2019-06-26,14.12698459625244,14.577110290527344,14.222203254699709,-0.030878938644472553,-0.0066950708509812
99,99,99,99,2019-06-27,14.317424774169922,14.343389511108398,14.178919792175291,-0.0018102232333834234,0.009768373333423064
100,100,100,100,2019-06-28,14.50786018371582,14.655014991760254,14.50786018371582,-0.01004125946832335,0.0
101,101,101,101,2019-07-01,14.516517639160156,14.50786018371582,14.594423294067385,0.0005967424096113838,-0.005338042712444646
102,102,102,102,2019-07-02,14.672330856323242,14.395329475402832,14.793513298034668,0.019242448142206214,-0.008191593117202634
103,103,103,103,2019-07-03,14.957983016967772,14.412641525268556,14.568451881408691,0.037837719806123715,0.026737991018536134
104,104,104,104,2019-07-05,14.819483757019045,14.12698459625244,14.577110290527344,0.049019601886612696,0.016626989963106853
105,105,105,105,2019-07-08,14.845454216003418,14.317424774169922,14.343389511108398,0.03688019669473763,0.03500321207244572
106,106,106,106,2019-07-09,14.76754379272461,14.50786018371582,14.655014991760254,0.017899511417973857,0.0076785183111462985
107,107,107,107,2019-07-10,14.706952095031738,14.516517639160156,14.50786018371582,0.013118466880642332,0.013723037635790414
108,108,108,108,2019-07-11,14.680984497070312,14.672330856323242,14.395329475402832,0.0005897931849963012,0.01984359039197936
109,109,109,109,2019-07-12,14.784862518310549,14.957983016967772,14.412641525268556,-0.011573786282605192,0.02582600784106126
110,110,110,110,2019-07-15,14.845454216003418,14.819483757019045,14.12698459625244,0.0017524536893582798,0.05085796015814803
111,111,111,111,2019-07-16,14.966639518737791,14.845454216003418,14.317424774169922,0.008163125288799478,0.045344379649831845
112,112,112,112,2019-07-17,15.278264999389648,14.76754379272461,14.50786018371582,0.034584031971291784,0.0531025806644152
113,113,113,113,2019-07-18,15.174395561218262,14.706952095031738,14.516517639160156,0.03178384366563858,0.04531926584674806
114,114,114,114,2019-07-19,14.906044006347656,14.680984497070312,14.672330856323242,0.015330001153686545,0.01592883586888938
115,115,115,115,2019-07-22,14.76754379272461,14.784862518310549,14.957983016967772,-0.0011713822542813723,-0.012731611209020333
116,116,116,116,2019-07-23,14.568451881408691,14.845454216003418,14.819483757019045,-0.01865906765561387,-0.016939313118208732
117,117,117,117,2019-07-24,14.603079795837402,14.966639518737791,14.845454216003418,-0.024291339578615734,-0.016326507538229174
118,118,118,118,2019-07-25,14.637703895568848,15.278264999389648,14.76754379272461,-0.041926298820343155,-0.008792247307892076
119,119,119,119,2019-07-26,14.663673400878906,15.174395561218262,14.706952095031738,-0.03365683715565093,-0.00294273714044746
120,120,120,120,2019-07-29,14.76754379272461,14.906044006347656,14.680984497070312,-0.00929154734576576,0.005896014376390868
121,121,121,121,2019-07-30,14.845454216003418,14.76754379272461,14.784862518310549,0.005275787522444508,0.004098225304281833
122,122,122,122,2019-07-31,14.650867462158203,14.568451881408691,14.845454216003418,0.005657126880769248,-0.013107497488049291
123,123,123,123,2019-08-01,15.0958890914917,14.603079795837402,14.966639518737791,0.033746942600065166,0.008635844579011343
124,124,124,124,2019-08-02,14.685770988464355,14.637703895568848,15.278264999389648,0.0032837863942623002,-0.038780189435709045
125,125,125,125,2019-08-05,14.24074363708496,14.663673400878906,15.174395561218262,-0.02884200651717994,-0.061528112956239944
126,126,126,126,2019-08-06,13.699737548828123,14.76754379272461,14.906044006347656,-0.07230764024702285,-0.08092733772997274
127,127,127,127,2019-08-07,13.673558235168455,14.845454216003418,14.76754379272461,-0.07893971877072359,-0.07408040043159503
128,128,128,128,2019-08-08,13.83062744140625,14.650867462158203,14.568451881408691,-0.05598576486140194,-0.05064535655597047
129,129,129,129,2019-08-09,13.58630084991455,15.0958890914917,14.603079795837402,-0.09999995577789311,-0.06962770594547352
130,130,130,130,2019-08-12,13.29834270477295,14.685770988464355,14.637703895568848,-0.09447432380507825,-0.09150077090993436
131,131,131,131,2019-08-13,13.237261772155762,14.24074363708496,14.663673400878906,-0.07046555225641349,-0.0972751908561772
132,132,132,132,2019-08-14,12.90567398071289,13.699737548828123,14.76754379272461,-0.057961954766290846,-0.1260785028400585
133,133,133,133,2019-08-15,12.888225555419922,13.673558235168455,14.845454216003418,-0.05743440487412077,-0.13184026787631742
134,134,134,134,2019-08-16,13.26343822479248,13.83062744140625,14.650867462158203,-0.04100965187708794,-0.09469946001145124
135,135,135,135,2019-08-19,13.403057098388672,13.58630084991455,15.0958890914917,-0.013487390979350478,-0.11213860825574928
136,136,136,136,2019-08-20,13.254714012145996,13.29834270477295,14.685770988464355,-0.0032807616404181283,-0.09744513770795227
137,137,137,137,2019-08-21,13.368148803710938,13.237261772155762,14.24074363708496,0.009887772396440342,-0.06127452720247406
138,138,138,138,2019-08-22,13.26343822479248,12.90567398071289,13.699737548828123,0.02772146922464147,-0.031847276086903076
139,139,139,139,2019-08-23,12.90567398071289,12.888225555419922,13.673558235168455,0.0013538268102106787,-0.05615833430105721
140,140,140,140,2019-08-26,12.949305534362791,13.26343822479248,13.83062744140625,-0.023684107024564804,-0.0637224819175557
141,141,141,141,2019-08-27,12.74860668182373,13.403057098388672,13.58630084991455,-0.048828443523054155,-0.06165726619369605
142,142,142,142,2019-08-28,12.966754913330078,13.254714012145996,13.29834270477295,-0.021725032962012336,-0.024934519947651834
143,143,143,143,2019-08-29,13.19363021850586,13.368148803710938,13.237261772155762,-0.013054805700295047,-0.0032961162512991082
144,144,144,144,2019-08-30,13.376876831054688,13.26343822479248,12.90567398071289,0.008552730019141253,0.03651129348579496
145,145,145,145,2019-09-03,13.38560390472412,12.90567398071289,12.888225555419922,0.0371875133936026,0.03859168565645055
146,146,146,146,2019-09-04,13.341971397399902,12.949305534362791,13.26343822479248,0.030323314404399282,0.005921026756141146
147,147,147,147,2019-09-05,13.47286319732666,12.74860668182373,13.403057098388672,0.05681064084717069,0.00520822215600214
148,148,148,148,2019-09-06,13.35942554473877,12.966754913330078,13.254714012145996,0.030282876018965954,0.007899946577257122
149,149,149,149,2019-09-09,13.115097045898438,13.19363021850586,13.368148803710938,-0.00595235513704695,-0.018929453997568735
150,150,150,150,2019-09-10,13.245988845825195,13.376876831054688,13.26343822479248,-0.009784644568576195,-0.001315599972763315
151,151,151,151,2019-09-11,13.56884479522705,13.38560390472412,12.90567398071289,0.013689400329428558,0.051385988481132294
152,152,152,152,2019-09-12,13.673558235168455,13.341971397399902,12.949305534362791,0.024852911754343454,0.055929848815734484
153,153,153,153,2019-09-13,13.778267860412598,13.47286319732666,12.74860668182373,0.02266813361146114,0.08076656565590823
154,154,154,154,2019-09-16,13.961514472961426,13.35942554473877,12.966754913330078,0.04506847440455797,0.07671615344628102
155,155,155,155,2019-09-17,13.865530967712402,13.115097045898438,13.19363021850586,0.05721909027342287,0.05092614679044982
156,156,156,156,2019-09-18,14.00514316558838,13.245988845825195,13.376876831054688,0.05731201562973176,0.046966593358709785
157,157,157,157,2019-09-19,13.917885780334473,13.56884479522705,13.38560390472412,0.025723706798547852,0.039765249248298495
158,158,158,158,2019-09-20,14.040046691894531,13.673558235168455,13.341971397399902,0.026802712975139587,0.052321750189830984
159,159,159,159,2019-09-23,14.17966365814209,13.778267860412598,13.47286319732666,0.029132529705186982,0.05246104339244506
160,160,160,160,2019-09-24,14.109855651855469,13.961514472961426,13.35942554473877,0.01062500627573959,0.05617233350368389
161,161,161,161,2019-09-25,14.066226959228516,13.865530967712402,13.115097045898438,0.014474454096526035,0.0725217594655565
162,162,162,162,2019-09-26,14.153484344482422,14.00514316558838,13.245988845825195,0.010591907354330132,0.06851096654390187
163,163,163,163,2019-09-27,14.232016563415527,13.917885780334473,13.56884479522705,0.022570294658180945,0.04887459309887254
164,164,164,164,2019-09-30,14.258197784423828,14.040046691894531,13.673558235168455,0.015537775430279677,0.04275694294054899
165,165,165,165,2019-10-01,14.170934677124023,14.17966365814209,13.778267860412598,-0.0006155985944740205,0.02849899716637294
166,166,166,166,2019-10-02,13.699737548828123,14.109855651855469,13.961514472961426,-0.02906607361170377,-0.01874989455049969
167,167,167,167,2019-10-03,13.786996841430664,14.066226959228516,13.865530967712402,-0.01985110283000624,-0.005663982610158547
168,168,168,168,2019-10-04,13.98769474029541,14.153484344482422,14.00514316558838,-0.011713695380716871,-0.0012458584026361352
169,169,169,169,2019-10-07,13.83062744140625,14.232016563415527,13.917885780334473,-0.028203250060928053,-0.006269511066940625
170,170,170,170,2019-10-08,13.533944129943848,14.258197784423828,14.040046691894531,-0.05079559600941863,-0.03604707114278061
171,171,171,171,2019-10-09,13.560121536254885,14.170934677124023,14.17966365814209,-0.043103235939346174,-0.043692300242358595
172,172,172,172,2019-10-10,13.804449081420898,13.699737548828123,14.109855651855469,0.007643323984825701,-0.021644911044459092
173,173,173,173,2019-10-11,13.970239639282228,13.786996841430664,14.066226959228516,0.013290987149638722,-0.006823956432987388
174,174,174,174,2019-10-14,13.952789306640623,13.98769474029541,14.153484344482422,-0.0024954386196485157,-0.014179903192533483
175,175,175,175,2019-10-15,13.978967666625977,13.83062744140625,14.232016563415527,0.01072548775159854,-0.01778025592241317
176,176,176,176,2019-10-16,14.074950218200684,13.533944129943848,14.258197784423828,0.039974015191909906,-0.01285208474407129
177,177,177,177,2019-10-17,14.170934677124023,13.560121536254885,14.170934677124023,0.045044813148322094,0.0
178,178,178,178,2019-10-18,14.29310131072998,13.804449081420898,13.699737548828123,0.03539816956308295,0.04331205322634912
179,179,179,179,2019-10-21,14.345457077026367,13.970239639282228,13.786996841430664,0.026858339400927855,0.04050630039440506
180,180,180,180,2019-10-22,14.746848106384276,13.952789306640623,13.98769474029541,0.056910398508327686,0.0542729434823821
181,181,181,181,2019-10-23,14.947545051574709,13.978967666625977,13.83062744140625,0.06928819123469032,0.08075682863270695
182,182,182,182,2019-10-24,14.729397773742676,14.074950218200684,13.533944129943848,0.04649732648401894,0.08833002651118438
183,183,183,183,2019-10-25,14.659590721130373,14.170934677124023,13.560121536254885,0.03448297907936748,0.08108107157711708
184,184,184,184,2019-10-28,14.816658020019531,14.29310131072998,13.804449081420898,0.03663002856465525,0.07332483408997059
185,185,185,185,2019-10-29,14.91264533996582,14.345457077026367,13.970239639282228,0.03953783137713884,0.06745809127237079
186,186,186,186,2019-10-30,15.017356872558594,14.746848106384276,13.952789306640623,0.018343497147516485,0.07629783138854584
187,187,187,187,2019-10-31,14.99712371826172,14.947545051574709,13.978967666625977,0.00331684343589167,0.0728348527528635
188,188,188,188,2019-11-01,15.401737213134766,14.729397773742676,14.074950218200684,0.045646091559196966,0.09426583926516341
189,189,189,189,2019-11-04,15.322577476501465,14.659590721130373,14.170934677124023,0.045225461473181516,0.08126794919438352
190,190,190,190,2019-11-05,15.120268821716309,14.816658020019531,14.29310131072998,0.02049117967672287,0.057871800738259926
191,191,191,191,2019-11-06,15.551268577575684,14.91264533996582,14.345457077026367,0.04282427584449788,0.08405528621882485
192,192,192,192,2019-11-07,15.45451545715332,15.017356872558594,14.746848106384276,0.029110221479357046,0.04798770189154378
193,193,193,193,2019-11-08,15.516088485717772,14.99712371826172,14.947545051574709,0.03460428660891268,0.03803590704569704
194,194,194,194,2019-11-11,15.771167755126951,15.401737213134766,14.729397773742676,0.023986290434635515,0.0707272624031774
195,195,195,195,2019-11-12,15.885512351989746,15.322577476501465,14.659590721130373,0.03673891526093387,0.0836259111308153
196,196,196,196,2019-11-13,15.964680671691896,15.120268821716309,14.816658020019531,0.05584635167086516,0.07748188897396524
197,197,197,197,2019-11-14,16.193368911743164,15.551268577575684,14.91264533996582,0.041289257591072825,0.08588171599206551
198,198,198,198,2019-11-15,16.228557586669922,15.45451545715332,15.017356872558594,0.0500851761844352,0.08065338823535395
199,199,199,199,2019-11-18,16.263742446899414,15.516088485717772,14.99712371826172,0.04818572424808232,0.0844574434693337
200,200,200,200,2019-11-19,16.254947662353516,15.771167755126951,15.401737213134766,0.03067495791928887,0.055397026803646776
201,201,201,201,2019-11-20,16.36050033569336,15.885512351989746,15.322577476501465,0.0299007028025835,0.06773813745002366
202,202,202,202,2019-11-21,16.272539138793945,15.964680671691896,15.120268821716309,0.01928372220109198,0.0762069994035226
203,203,203,203,2019-11-22,16.562803268432617,16.193368911743164,15.551268577575684,0.022813928263040184,0.06504515601482996
204,204,204,204,2019-11-25,16.51882553100586,16.228557586669922,15.45451545715332,0.017886244220149505,0.06886725609762867
205,205,205,205,2019-11-26,16.492441177368164,16.263742446899414,15.516088485717772,0.01406187605438558,0.06292518198443542
206,206,206,206,2019-11-27,16.615577697753906,16.254947662353516,15.771167755126951,0.022185862599583217,0.05354137092051725
207,207,207,207,2019-11-29,16.63317108154297,16.36050033569336,15.885512351989746,0.01666640629900118,0.04706544636311816
208,208,208,208,2019-12-02,16.6419677734375,16.272539138793945,15.964680671691896,0.02270258080147003,0.04242409326398544
209,209,209,209,2019-12-03,16.571603775024414,16.562803268432617,16.193368911743164,0.0005313416122361136,0.023357391864700983
210,210,210,210,2019-12-04,16.624378204345703,16.51882553100586,16.228557586669922,0.006389841283916953,0.02439037576579861
211,211,211,211,2019-12-05,16.545211791992188,16.492441177368164,16.263742446899414,0.0031996848772417597,0.017306554503784266
212,212,212,212,2019-12-06,16.466049194335938,16.615577697753906,16.254947662353516,-0.008999296090570597,0.012986909362454169
213,213,213,213,2019-12-09,16.527626037597656,16.63317108154297,16.36050033569336,-0.00634545532105002,0.010215195041418212
214,214,214,214,2019-12-10,16.826684951782227,16.6419677734375,16.272539138793945,0.01109947939206779,0.03405404702129067
215,215,215,215,2019-12-11,16.63317108154297,16.571603775024414,16.562803268432617,0.0037152292170625767,0.004248544885180561
216,216,216,216,2019-12-12,16.650768280029297,16.624378204345703,16.51882553100586,0.0015874323453910488,0.007987417070044245
217,217,217,217,2019-12-13,16.6419677734375,16.545211791992188,16.492441177368164,0.005847974789427779,0.009066371343165569
218,218,218,218,2019-12-16,17.037784576416016,16.466049194335938,16.615577697753906,0.034722074210536524,0.025410303893266484
219,219,219,219,2019-12-17,16.6419677734375,16.527626037597656,16.63317108154297,0.006918218961376343,0.0005288643910055235
220,220,220,220,2019-12-18,16.861867904663086,16.826684951782227,16.6419677734375,0.002090902217619206,0.013213589535762127
221,221,221,221,2019-12-19,17.196115493774414,16.63317108154297,16.571603775024414,0.033844683582682444,0.03768565355703357
222,222,222,222,2019-12-20,17.424808502197266,16.650768280029297,16.624378204345703,0.046486757196443795,0.048147984123840804
223,223,223,223,2019-12-23,17.433605194091797,16.6419677734375,16.545211791992188,0.04756873895152247,0.05369489452710341
224,224,224,224,2019-12-24,17.380828857421875,17.037784576416016,16.466049194335938,0.02013432435815088,0.055555504073230066
225,225,225,225,2019-12-26,17.530363082885742,16.6419677734375,16.527626037597656,0.05338282837359065,0.06067036143043314
226,226,226,226,2019-12-27,17.574342727661133,16.861867904663086,16.826684951782227,0.042253611938272595,0.044432862326795775
227,227,227,227,2019-12-30,17.62711524963379,17.196115493774414,16.63317108154297,0.02506378583089952,0.059756745314412774
228,228,228,228,2019-12-31,17.50397300720215,17.424808502197266,16.650768280029297,0.0045432066008013194,0.051241162739389834
229,229,229,229,2020-01-02,17.618324279785156,17.433605194091797,16.6419677734375,0.010595575822490266,0.05866833295435381
230,230,230,230,2020-01-03,17.416015625,17.380828857421875,17.037784576416016,0.002024458549518382,0.022199544012754924
231,231,231,231,2020-01-06,17.618324279785156,17.530363082885742,16.6419677734375,0.005017648321573365,0.05866833295435381
232,232,232,232,2020-01-07,17.679895401000977,17.574342727661133,16.861867904663086,0.006006066626532247,0.048513456573317626
233,233,233,233,2020-01-08,17.64470863342285,17.62711524963379,17.196115493774414,0.0009980863879259783,0.02608688804229331
234,234,234,234,2020-01-09,17.820632934570312,17.50397300720215,17.424808502197266,0.018090745868830638,0.022716142465676548
235,235,235,235,2020-01-10,17.750261306762695,17.618324279785156,17.433605194091797,0.007488625188317277,0.01816354730679648
236,236,236,236,2020-01-13,17.86461067199707,17.416015625,17.380828857421875,0.025757616245654313,0.027834220021596634
237,237,237,237,2020-01-14,17.94377326965332,17.618324279785156,17.530363082885742,0.01847218751908075,0.023582522781355086
238,238,238,238,2020-01-15,17.996545791625977,17.679895401000977,17.574342727661133,0.017910195928369177,0.024023832384941324
239,239,239,239,2020-01-16,18.09330177307129,17.64470863342285,17.62711524963379,0.025423663771852123,0.026447125172520014
240,240,240,240,2020-01-17,18.03173446655273,17.820632934570312,17.50397300720215,0.011845905404005208,0.030150952537085773
241,241,241,241,2020-01-21,18.00534439086914,17.750261306762695,17.618324279785156,0.014370666419950773,0.02196690814279334
242,242,242,242,2020-01-22,17.94377326965332,17.86461067199707,17.416015625,0.004431252329519797,0.03030300707216549
243,243,243,243,2020-01-23,18.08450698852539,17.94377326965332,17.618324279785156,0.007843039295981402,0.026460104907656934
