,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AMD,AMD_6m,AMD_12m,AMD_6m_ret,AMD_12m_ret
42,42,42,42,2019-04-05,28.979999542236328,25.059999465942383,25.700000762939453,0.15642458738362675,0.12762640785702928
43,43,43,43,2019-04-08,28.530000686645508,25.520000457763672,27.88999938964844,0.11794671531701084,0.022947339942739786
44,44,44,44,2019-04-09,27.239999771118164,26.36000061035156,26.3700008392334,0.03338388241239376,0.032991994850086526
45,45,45,45,2019-04-10,27.82999992370605,26.75,25.96999931335449,0.04037382892359065,0.07162112666653409
46,46,46,46,2019-04-11,27.790000915527344,29.020000457763672,25.690000534057617,-0.04238454592812624,0.08174388235943097
47,47,47,47,2019-04-12,27.850000381469727,29.09000015258789,24.88999938964844,-0.04262632398122734,0.11892330511877502
48,48,48,48,2019-04-15,27.32999992370605,28.979999542236328,25.059999465942383,-0.056935805541525886,0.09058262195291333
49,49,49,49,2019-04-16,27.93000030517578,28.530000686645508,25.520000457763672,-0.021030507081290728,0.09443572900403074
50,50,50,50,2019-04-17,27.489999771118164,27.239999771118164,26.36000061035156,0.009177679959640361,0.0428679489606254
51,51,51,51,2019-04-18,27.68000030517578,27.82999992370605,26.75,-0.005389853357581131,0.0347663665486273
52,52,52,52,2019-04-22,28.18000030517578,27.790000915527344,29.020000457763672,0.014033802691619579,-0.028945559591235903
53,53,53,53,2019-04-23,27.96999931335449,27.850000381469727,29.09000015258789,0.004308758716017991,-0.03850123181019527
54,54,54,54,2019-04-24,28.459999084472656,27.32999992370605,28.979999542236328,0.04134647507943989,-0.017943425327036633
55,55,55,55,2019-04-25,27.65999984741211,27.93000030517578,28.530000686645508,-0.009667040988668996,-0.030494245295992317
56,56,56,56,2019-04-26,27.8799991607666,27.489999771118164,27.239999771118164,0.014186954998020251,0.023494838290234243
57,57,57,57,2019-04-29,27.690000534057617,27.68000030517578,27.82999992370605,0.0003612799411698564,-0.005030520662315241
58,58,58,58,2019-04-30,27.6299991607666,28.18000030517578,27.790000915527344,-0.019517428617918164,-0.005757529668570238
59,59,59,59,2019-05-01,26.809999465942383,27.96999931335449,27.850000381469727,-0.04147300235571527,-0.03734294080007694
60,60,60,60,2019-05-02,28.290000915527344,28.459999084472656,27.32999992370605,-0.0059732317081506725,0.03512627129532442
61,61,61,61,2019-05-03,28.21999931335449,27.65999984741211,27.93000030517578,0.02024582317540302,0.010383064984248014
62,62,62,62,2019-05-06,27.420000076293945,27.8799991607666,27.489999771118164,-0.016499250298399493,-0.0025463694218638144
63,63,63,63,2019-05-07,26.65999984741211,27.690000534057617,27.68000030517578,-0.03719756831996612,-0.036849727114090625
64,64,64,64,2019-05-08,27.09000015258789,27.6299991607666,28.18000030517578,-0.01954393863845949,-0.03867991982908858
65,65,65,65,2019-05-09,27.209999084472656,26.809999465942383,27.96999931335449,0.014919792111089292,-0.027171978817996045
66,66,66,66,2019-05-10,27.959999084472656,28.290000915527344,28.459999084472656,-0.011664963604633982,-0.017568517782307058
67,67,67,67,2019-05-13,26.239999771118164,28.21999931335449,27.65999984741211,-0.07016299044696761,-0.051337674769611485
68,68,68,68,2019-05-14,27.31999969482422,27.420000076293945,27.8799991607666,-0.003646986914350281,-0.02008606466281493
69,69,69,69,2019-05-15,27.57999992370605,26.65999984741211,27.690000534057617,0.034508630216036895,-0.003972575234018838
70,70,70,70,2019-05-16,28.01000022888184,27.09000015258789,27.6299991607666,0.03396087379519863,0.013753205923177303
71,71,71,71,2019-05-17,27.5,27.209999084472656,26.809999465942383,0.01065788038533344,0.02573668585611677
72,72,72,72,2019-05-20,26.68000030517578,27.959999084472656,28.290000915527344,-0.045779643104770784,-0.05691058883875444
73,73,73,73,2019-05-21,27.350000381469727,26.239999771118164,28.21999931335449,0.042301852897625336,-0.030829162050087455
74,74,74,74,2019-05-22,27.40999984741211,27.31999969482422,27.420000076293945,0.003294295519517876,-0.00036470564748403156
75,75,75,75,2019-05-23,26.36000061035156,27.57999992370605,26.65999984741211,-0.044234928090259196,-0.0112527846503222
76,76,76,76,2019-05-24,26.440000534057617,28.01000022888184,27.09000015258789,-0.05605139885737509,-0.023994079544816027
77,77,77,77,2019-05-28,29.049999237060547,27.5,27.209999084472656,0.05636360862038359,0.06762220560447885
78,78,78,78,2019-05-29,28.09000015258789,26.68000030517578,27.959999084472656,0.052848569388455946,0.00464953763848408
79,79,79,79,2019-05-30,28.030000686645508,27.350000381469727,26.239999771118164,0.024862899294016083,0.06821649890018522
80,80,80,80,2019-05-31,27.40999984741211,27.40999984741211,27.31999969482422,0.0,0.003294295519517876
81,81,81,81,2019-06-03,27.57999992370605,26.36000061035156,27.57999992370605,0.04628221870660343,0.0
82,82,82,82,2019-06-04,29.56999969482422,26.440000534057617,28.01000022888184,0.11838120641241368,0.05569437533719923
83,83,83,83,2019-06-05,29.5,29.049999237060547,27.5,0.01549056023262696,0.07272727272727275
84,84,84,84,2019-06-06,31.81999969482422,28.09000015258789,26.68000030517578,0.1327874518324874,0.19265364808302876
85,85,85,85,2019-06-07,32.40999984741211,28.030000686645508,27.350000381469727,0.15626111500073514,0.18500911866058511
86,86,86,86,2019-06-10,33.22999954223633,27.40999984741211,27.40999984741211,0.21233125600960956,0.21233125600960956
87,87,87,87,2019-06-11,32.40999984741211,27.57999992370605,26.36000061035156,0.17512690127147135,0.22951438152413095
88,88,88,88,2019-06-12,32.18000030517578,29.56999969482422,26.440000534057617,0.0882651551331739,0.21709529709443154
89,89,89,89,2019-06-13,31.38999938964844,29.5,29.049999237060547,0.06406777592028612,0.08055078189477682
90,90,90,90,2019-06-14,30.36000061035156,31.81999969482422,28.09000015258789,-0.045883064062698264,0.08081169261063659
91,91,91,91,2019-06-17,29.200000762939453,32.40999984741211,28.030000686645508,-0.09904347730902474,0.041740993493852185
92,92,92,92,2019-06-18,30.450000762939453,33.22999954223633,27.40999984741211,-0.08365930838378177,0.11090846159980416
93,93,93,93,2019-06-19,30.5,32.40999984741211,27.57999992370605,-0.058932423832288916,0.10587382466901674
94,94,94,94,2019-06-20,30.01000022888184,32.18000030517578,29.56999969482422,-0.06743319004707782,0.01487996410546577
95,95,95,95,2019-06-21,29.100000381469727,31.38999938964844,29.5,-0.07295313962108241,-0.013559309102721184
96,96,96,96,2019-06-24,29.26000022888184,30.36000061035156,31.81999969482422,-0.03623189589445075,-0.080452529556711
97,97,97,97,2019-06-25,28.86000061035156,29.200000762939453,32.40999984741211,-0.011643840537820194,-0.10953407139074745
98,98,98,98,2019-06-26,29.920000076293945,30.450000762939453,33.22999954223633,-0.017405605036653005,-0.09960877254106715
99,99,99,99,2019-06-27,30.739999771118164,30.5,32.40999984741211,0.007868844954693976,-0.051527308983535636
100,100,100,100,2019-06-28,30.3700008392334,30.01000022888184,32.18000030517578,0.011996021579669724,-0.05624609847039885
101,101,101,101,2019-07-01,31.200000762939453,29.100000381469727,31.38999938964844,0.07216496061652844,-0.006052839452161396
102,102,102,102,2019-07-02,31.239999771118164,29.26000022888184,30.36000061035156,0.06766915675830765,0.028985479020924743
103,103,103,103,2019-07-03,31.190000534057617,28.86000061035156,29.200000762939453,0.08073457638356141,0.06815067531244257
104,104,104,104,2019-07-05,31.5,29.920000076293945,30.450000762939453,0.0528074839464292,0.03448273270122537
105,105,105,105,2019-07-08,32.040000915527344,30.739999771118164,30.5,0.042290213210430805,0.050491833295978505
106,106,106,106,2019-07-09,33.150001525878906,30.3700008392334,30.01000022888184,0.09153772175910424,0.10463183182434999
107,107,107,107,2019-07-10,33.790000915527344,31.200000762939453,29.100000381469727,0.08301282337352989,0.16116840111947606
108,108,108,108,2019-07-11,33.060001373291016,31.239999771118164,29.26000022888184,0.05825869447846377,0.12987016796596906
109,109,109,109,2019-07-12,33.209999084472656,31.190000534057617,28.86000061035156,0.06476429996239719,0.15072759466820074
110,110,110,110,2019-07-15,34.38999938964844,31.5,29.920000076293945,0.09174601236979174,0.1493983723915877
111,111,111,111,2019-07-16,33.849998474121094,32.040000915527344,30.739999771118164,0.056491807330647736,0.10117107111773427
112,112,112,112,2019-07-17,33.599998474121094,33.150001525878906,30.3700008392334,0.013574567949593996,0.10635487473266814
113,113,113,113,2019-07-18,33.0,33.790000915527344,31.200000762939453,-0.023379724596702123,0.05769228182835984
114,114,114,114,2019-07-19,32.5099983215332,33.060001373291016,31.239999771118164,-0.016636510251392678,0.040652962859147435
115,115,115,115,2019-07-22,32.849998474121094,33.209999084472656,31.190000534057617,-0.010840127078470152,0.05322211964218648
116,116,116,116,2019-07-23,33.4900016784668,34.38999938964844,31.5,-0.02617033228132437,0.06317465645926346
117,117,117,117,2019-07-24,34.11000061035156,33.849998474121094,32.040000915527344,0.007681008802090439,0.06460673020209073
118,118,118,118,2019-07-25,33.66999816894531,33.599998474121094,33.150001525878906,0.0020833243453308725,0.01568617252281168
119,119,119,119,2019-07-26,34.02000045776367,33.0,33.790000915527344,0.03090910478071729,0.006806733826711264
120,120,120,120,2019-07-29,33.47999954223633,32.5099983215332,33.060001373291016,0.029837012328008505,0.012704118315149948
121,121,121,121,2019-07-30,33.869998931884766,32.849998474121094,33.209999084472656,0.03105024368774978,0.01987352802188691
122,122,122,122,2019-07-31,30.450000762939453,33.4900016784668,34.38999938964844,-0.09077338797155055,-0.1145681505273578
123,123,123,123,2019-08-01,29.86000061035156,34.11000061035156,33.849998474121094,-0.12459689017742881,-0.11787291118550436
124,124,124,124,2019-08-02,29.440000534057617,33.66999816894531,33.599998474121094,-0.12563106221933595,-0.12380946812445637
125,125,125,125,2019-08-05,27.989999771118164,34.02000045776367,33.0,-0.1772486950472515,-0.151818188753995
126,126,126,126,2019-08-06,28.86000061035156,33.47999954223633,32.5099983215332,-0.13799280152487636,-0.11227308211714193
127,127,127,127,2019-08-07,29.190000534057617,33.869998931884766,32.849998474121094,-0.13817533349318945,-0.11141546758203924
128,128,128,128,2019-08-08,33.91999816894531,30.450000762939453,33.4900016784668,0.11395721901686051,0.012839548191333483
129,129,129,129,2019-08-09,34.189998626708984,29.86000061035156,34.11000061035156,0.14500997748996514,0.0023452950725877386
130,130,130,130,2019-08-12,32.43000030517578,29.440000534057617,33.66999816894531,0.1015624903830823,-0.03682797538472138
131,131,131,131,2019-08-13,32.11000061035156,27.989999771118164,34.02000045776367,0.1471954581251791,-0.0561434397916426
132,132,132,132,2019-08-14,30.239999771118164,28.86000061035156,33.47999954223633,0.04781701772631375,-0.09677418803518134
133,133,133,133,2019-08-15,29.670000076293945,29.190000534057617,33.869998931884766,0.01644397168394307,-0.12400351308062774
134,134,134,134,2019-08-16,31.18000030517578,33.91999816894531,30.450000762939453,-0.08077824326883587,0.023973711788040752
135,135,135,135,2019-08-19,31.479999542236328,34.189998626708984,29.86000061035156,-0.07926291878688829,0.05425314463400133
136,136,136,136,2019-08-20,30.71999931335449,32.43000030517578,29.440000534057617,-0.05272898475885546,0.043478218616745945
137,137,137,137,2019-08-21,31.700000762939453,32.11000061035156,27.989999771118164,-0.012768602915564364,0.13254737485383972
138,138,138,138,2019-08-22,31.89999961853028,30.239999771118164,28.86000061035156,0.05489417526376972,0.1053360687417424
139,139,139,139,2019-08-23,29.540000915527344,29.670000076293945,29.190000534057617,-0.004381501868295223,0.011990420522992595
140,140,140,140,2019-08-26,30.280000686645508,31.18000030517578,33.91999816894531,-0.02886464431435165,-0.1073112523228944
141,141,141,141,2019-08-27,30.200000762939453,31.479999542236328,34.189998626708984,-0.0406606987900211,-0.11670073191089791
142,142,142,142,2019-08-28,30.780000686645508,30.71999931335449,32.43000030517578,0.0019531697471404375,-0.05087880366954345
143,143,143,143,2019-08-29,31.450000762939453,31.700000762939453,32.11000061035156,-0.00788643514142362,-0.020554339298247792
144,144,144,144,2019-08-30,31.450000762939453,31.89999961853028,30.239999771118164,-0.014106547365894895,0.04001326061440458
145,145,145,145,2019-09-03,30.89999961853028,29.540000915527344,29.670000076293945,0.04603922345473155,0.041456000642854596
146,146,146,146,2019-09-04,30.950000762939453,30.280000686645508,31.18000030517578,0.02212681839830455,-0.007376508658922254
147,147,147,147,2019-09-05,31.5,30.200000762939453,31.479999542236328,0.04304633126552315,0.0006353385658992572
148,148,148,148,2019-09-06,30.559999465942383,30.780000686645508,30.71999931335449,-0.007147537875090926,-0.005208328482694702
149,149,149,149,2019-09-09,30.5,31.450000762939453,31.700000762939453,-0.03020670079152843,-0.037854912746323244
150,150,150,150,2019-09-10,30.229999542236328,31.450000762939453,31.89999961853028,-0.03879177078242779,-0.05235110019637346
151,151,151,151,2019-09-11,29.76000022888184,30.89999961853028,29.540000915527344,-0.036893184586474836,0.007447505299123192
152,152,152,152,2019-09-12,30.209999084472656,30.950000762939453,30.280000686645508,-0.023909585144595513,-0.002311809794764086
153,153,153,153,2019-09-13,30.690000534057617,31.5,30.200000762939453,-0.025714268760075654,0.016225157574150773
154,154,154,154,2019-09-16,30.82999992370605,30.559999465942383,30.780000686645508,0.008835093667608485,0.0016244066258983558
155,155,155,155,2019-09-17,30.989999771118164,30.5,31.450000762939453,0.016065566266169284,-0.014626422278607776
156,156,156,156,2019-09-18,30.420000076293945,30.229999542236328,31.450000762939453,0.006285164966415291,-0.03275041849471927
157,157,157,157,2019-09-19,30.290000915527344,29.76000022888184,30.89999961853028,0.017809162720743066,-0.019741058593318872
158,158,158,158,2019-09-20,30.049999237060547,30.209999084472656,30.950000762939453,-0.005296254626315,-0.02907920851997514
159,159,159,159,2019-09-23,30.63999938964844,30.690000534057617,31.5,-0.0016292324385490664,-0.027301606677827217
160,160,160,160,2019-09-24,29.520000457763672,30.82999992370605,30.559999465942383,-0.04249106289926019,-0.034031381752402834
161,161,161,161,2019-09-25,29.540000915527344,30.989999771118164,30.5,-0.046789250283963524,-0.03147537981877557
162,162,162,162,2019-09-26,29.46999931335449,30.420000076293945,30.229999542236328,-0.031229479308245822,-0.025140596771097923
163,163,163,163,2019-09-27,28.71999931335449,30.290000915527344,29.76000022888184,-0.0518323392115857,-0.03494626705405868
164,164,164,164,2019-09-30,28.989999771118164,30.049999237060547,30.209999084472656,-0.03527452555256938,-0.04038395730973554
165,165,165,165,2019-10-01,28.76000022888184,30.63999938964844,30.690000534057617,-0.061357676181995946,-0.06288694270415529
166,166,166,166,2019-10-02,28.309999465942383,29.520000457763672,30.82999992370605,-0.04098919285426572,-0.08173858138176537
167,167,167,167,2019-10-03,28.68000030517578,29.540000915527344,30.989999771118164,-0.029113086787330267,-0.07454015756706267
168,168,168,168,2019-10-04,29.01000022888184,29.46999931335449,30.420000076293945,-0.015609063291161962,-0.04635107968033525
169,169,169,169,2019-10-07,28.93000030517578,28.71999931335449,30.290000915527344,0.0073120124248626794,-0.04489932549504794
170,170,170,170,2019-10-08,28.229999542236328,28.989999771118164,30.049999237060547,-0.026215944632017596,-0.06056571517578013
171,171,171,171,2019-10-09,28.459999084472656,28.76000022888184,30.63999938964844,-0.010431194089766116,-0.07114883644261061
172,172,172,172,2019-10-10,28.3799991607666,28.309999465942383,29.520000457763672,0.0024726137811634796,-0.03861792951623255
173,173,173,173,2019-10-11,29.75,28.68000030517578,29.540000915527344,0.037308217693118984,0.007108973526208429
174,174,174,174,2019-10-14,30.530000686645508,29.01000022888184,29.46999931335449,0.052395740977981164,0.03596882924970668
175,175,175,175,2019-10-15,30.71999931335449,28.93000030517578,28.71999931335449,0.06187345279282508,0.06963788467327792
176,176,176,176,2019-10-16,30.809999465942383,28.229999542236328,28.989999771118164,0.09139213480489028,0.06278025902702589
177,177,177,177,2019-10-17,31.13999938964844,28.459999084472656,28.76000022888184,0.09416726603613812,0.08275379491744639
178,178,178,178,2019-10-18,30.96999931335449,28.3799991607666,28.309999465942383,0.09126145980188705,0.09395972792624563
179,179,179,179,2019-10-21,32.029998779296875,29.75,28.68000030517578,0.07663861443014697,0.11680608223412503
180,180,180,180,2019-10-22,31.51000022888184,30.530000686645508,29.01000022888184,0.032099558473478895,0.08617717960274418
181,181,181,181,2019-10-23,31.36000061035156,30.71999931335449,28.93000030517578,0.0208333760189523,0.08399586171940121
182,182,182,182,2019-10-24,31.71999931335449,30.809999465942383,28.229999542236328,0.02953586053833024,0.12362734069111814
183,183,183,183,2019-10-25,32.709999084472656,31.13999938964844,28.459999084472656,0.050417460680686865,0.14933240114960977
184,184,184,184,2019-10-28,33.689998626708984,30.96999931335449,28.3799991607666,0.08782690906233293,0.187103580795136
185,185,185,185,2019-10-29,33.029998779296875,32.029998779296875,29.75,0.03122073175495621,0.11025205980829833
186,186,186,186,2019-10-30,33.130001068115234,31.51000022888184,30.530000686645508,0.05141227633976708,0.08516214618386897
187,187,187,187,2019-10-31,33.93000030517578,31.36000061035156,30.71999931335449,0.0819515192858733,0.10449222212143261
188,188,188,188,2019-11-01,34.88999938964844,31.71999931335449,30.809999465942383,0.09993695286617932,0.13242453730699077
189,189,189,189,2019-11-04,36.290000915527344,32.709999084472656,31.13999938964844,0.10944671144164309,0.16538219739306959
190,190,190,190,2019-11-05,36.150001525878906,33.689998626708984,30.96999931335449,0.07301878894170288,0.16725871254026026
191,191,191,191,2019-11-06,35.93000030517578,33.029998779296875,32.029998779296875,0.08779902007433993,0.12176090148338492
192,192,192,192,2019-11-07,36.27999877929688,33.130001068115234,31.51000022888184,0.09507991577498776,0.15138046701894003
193,193,193,193,2019-11-08,36.290000915527344,33.93000030517578,31.36000061035156,0.06955498346964539,0.15720663932475976
194,194,194,194,2019-11-11,36.310001373291016,34.88999938964844,31.71999931335449,0.040699398351490945,0.14470372507240503
195,195,195,195,2019-11-12,36.709999084472656,36.290000915527344,32.709999084472656,0.011573385460169838,0.122286765880675
196,196,196,196,2019-11-13,37.52000045776367,36.150001525878906,33.689998626708984,0.03789761753962906,0.11368364461785152
197,197,197,197,2019-11-14,38.34999847412109,35.93000030517578,33.029998779296875,0.06735313521822328,0.1610656945636575
198,198,198,198,2019-11-15,38.560001373291016,36.27999877929688,33.130001068115234,0.06284461606143199,0.163899792638452
199,199,199,199,2019-11-18,39.880001068115234,36.290000915527344,33.93000030517578,0.0989253254896405,0.17536105833844706
200,200,200,200,2019-11-19,41.290000915527344,36.310001373291016,34.88999938964844,0.13715228184759942,0.18343369555282174
201,201,201,201,2019-11-20,40.97999954223633,36.709999084472656,36.290000915527344,0.11631709518537603,0.1292366632237334
202,202,202,202,2019-11-21,39.52000045776367,37.52000045776367,36.150001525878906,0.05330490340082483,0.09322264978252526
203,203,203,203,2019-11-22,39.150001525878906,38.34999847412109,35.93000030517578,0.020860575843247187,0.0896187362469707
204,204,204,204,2019-11-25,39.790000915527344,38.560001373291016,36.27999877929688,0.03189832724145858,0.09674758143138185
205,205,205,205,2019-11-26,38.9900016784668,39.880001068115234,36.290000915527344,-0.02231693495013487,0.07440068048563231
206,206,206,206,2019-11-27,39.40999984741211,41.290000915527344,36.310001373291016,-0.0455316305747101,0.08537588424332587
207,207,207,207,2019-11-29,39.150001525878906,40.97999954223633,36.709999084472656,-0.04465588181550173,0.06646697091415366
208,208,208,208,2019-12-02,38.72999954223633,39.52000045776367,37.52000045776367,-0.01998990147714308,0.03224944215645076
209,209,209,209,2019-12-03,38.900001525878906,39.150001525878906,38.34999847412109,-0.006385695791984669,0.01434167075988202
210,210,210,210,2019-12-04,39.68999862670898,39.790000915527344,38.560001373291016,-0.002513251734541755,0.029304906980648138
211,211,211,211,2019-12-05,39.619998931884766,38.9900016784668,39.880001068115234,0.016157918089187984,-0.006519612067872882
212,212,212,212,2019-12-06,39.630001068115234,39.40999984741211,41.290000915527344,0.005582370503804279,-0.04020343450241626
213,213,213,213,2019-12-09,38.93000030517578,39.150001525878906,40.97999954223633,-0.005619443477101749,-0.05002438408882115
214,214,214,214,2019-12-10,39.43999862670898,38.72999954223633,39.52000045776367,0.018332018922395665,-0.0020243378068832696
215,215,215,215,2019-12-11,39.470001220703125,38.900001525878906,39.150001525878906,0.014652947878292855,0.008173682818701566
216,216,216,216,2019-12-12,42.59000015258789,39.68999862670898,39.790000915527344,0.07306630451550045,0.07036941876439862
217,217,217,217,2019-12-13,41.150001525878906,39.619998931884766,38.9900016784668,0.038616926684539754,0.05539881391195278
218,218,218,218,2019-12-16,42.34999847412109,39.630001068115234,39.40999984741211,0.06863480526611077,0.07460032068236688
219,219,219,219,2019-12-17,42.77000045776367,38.93000030517578,39.150001525878906,0.09863858521669111,0.09246484778530273
220,220,220,220,2019-12-18,42.29999923706055,39.43999862670898,38.72999954223633,0.07251523098215218,0.09217660049107446
221,221,221,221,2019-12-19,42.83000183105469,39.470001220703125,38.900001525878906,0.08512795810579177,0.10102828151719434
222,222,222,222,2019-12-20,44.150001525878906,42.59000015258789,39.68999862670898,0.03662834861944053,0.11237095120906893
223,223,223,223,2019-12-23,45.459999084472656,41.150001525878906,39.619998931884766,0.10473869741859487,0.1474003107023829
224,224,224,224,2019-12-24,46.540000915527344,42.34999847412109,39.630001068115234,0.09893748742320851,0.17436284787212952
225,225,225,225,2019-12-26,46.630001068115234,42.77000045776367,38.93000030517578,0.09025018866117152,0.19779092480293992
226,226,226,226,2019-12-27,46.18000030517578,42.29999923706055,39.43999862670898,0.09172579522686664,0.17089254343691684
227,227,227,227,2019-12-30,45.52000045776367,42.83000183105469,39.470001220703125,0.06280640933240744,0.1532809488206237
228,228,228,228,2019-12-31,45.86000061035156,44.150001525878906,42.59000015258789,0.038731574753634535,0.07677859699573109
229,229,229,229,2020-01-02,49.09999847412109,45.459999084472656,41.150001525878906,0.08007037973944242,0.19319554443375875
230,230,230,230,2020-01-03,48.59999847412109,46.540000915527344,42.34999847412109,0.044262946241293566,0.14757969835156426
231,231,231,231,2020-01-06,48.38999938964844,46.630001068115234,42.77000045776367,0.03774390480845735,0.1314004879994013
232,232,232,232,2020-01-07,48.25,46.18000030517578,42.29999923706055,0.04482459248906112,0.14066195910770718
233,233,233,233,2020-01-08,47.83000183105469,45.52000045776367,42.83000183105469,0.05074695408745389,0.11674059739065101
234,234,234,234,2020-01-09,48.970001220703125,45.86000061035156,44.150001525878906,0.06781510180899497,0.10917326224776991
235,235,235,235,2020-01-10,48.16999816894531,49.09999847412109,45.459999084472656,-0.01894094366756338,0.0596128275197938
236,236,236,236,2020-01-13,48.75,48.59999847412109,46.540000915527344,0.0030864512466761695,0.0474860129135779
237,237,237,237,2020-01-14,48.209999084472656,48.38999938964844,46.630001068115234,-0.0037197831668972503,0.03388372249980054
238,238,238,238,2020-01-15,48.54999923706055,48.25,46.18000030517578,0.0062176007680943,0.05132089467784473
239,239,239,239,2020-01-16,49.77000045776367,47.83000183105469,45.52000045776367,0.04056028752751151,0.09336555266389812
240,240,240,240,2020-01-17,50.93000030517578,48.970001220703125,45.86000061035156,0.04002448510546541,0.11055385144674013
241,241,241,241,2020-01-21,51.04999923706055,48.16999816894531,49.09999847412109,0.05978827439466139,0.03971488438980786
242,242,242,242,2020-01-22,51.43000030517578,48.75,48.59999847412109,0.054974365234375044,0.058230492179164095
243,243,243,243,2020-01-23,51.709999084472656,48.209999084472656,48.38999938964844,0.07259904721979704,0.06860921133911879
244,244,244,244,2020-01-24,50.34999847412109,48.54999923706055,48.25,0.037075165094678564,0.04352328443774267
245,245,245,245,2020-01-27,49.2599983215332,49.77000045776367,47.83000183105469,-0.010247179657216887,0.02989747931705189
246,246,246,246,2020-01-28,50.52999877929688,50.93000030517578,48.970001220703125,-0.007853947054428878,0.031856187864137464
