,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FICO,FICO_6m,FICO_12m,FICO_6m_ret,FICO_12m_ret
250,250,250,250,2020-02-03,415.8299865722656,409.2999877929688,403.8699951171875,0.015954065414240493,0.029613468689615896
251,251,251,251,2020-02-04,421.5799865722656,403.75,407.8399963378906,0.04416095745452786,0.03368965858608819
252,252,252,252,2020-02-05,410.80999755859375,408.9400024414063,404.9700012207031,0.004572785998003148,0.014420812209020584
253,253,253,253,2020-02-06,413.7200012207031,409.3500061035156,407.5299987792969,0.010675449009477811,0.015189071871880788
254,254,254,254,2020-02-07,417.6000061035156,409.8900146484375,410.9700012207031,0.018809903094836322,0.01613257625403164
255,255,255,255,2020-02-10,419.7200012207031,402.3800048828125,415.0799865722656,0.04309358349687553,0.011178603639155904
256,256,256,256,2020-02-11,411.75,415.8299865722656,409.2999877929688,-0.009811669922838995,0.0059858594676296395
257,257,257,257,2020-02-12,410.5700073242188,421.5799865722656,403.75,-0.026115991267909755,0.01689165900735312
258,258,258,258,2020-02-13,418.0899963378906,410.80999755859375,408.9400024414063,0.01772108474127032,0.022374905467447803
259,259,259,259,2020-02-14,424.5799865722656,413.7200012207031,409.3500061035156,0.026249601951850332,0.0372052772484841
260,260,260,260,2020-02-18,430.5499877929688,417.6000061035156,409.8900146484375,0.03101049209813267,0.05040369954425783
261,261,261,261,2020-02-19,431.7799987792969,419.7200012207031,402.3800048828125,0.028733435441529398,0.07306524563775652
262,262,262,262,2020-02-20,420.1199951171875,411.75,415.8299865722656,0.020327856993776594,0.01031673684787604
263,263,263,263,2020-02-21,409.4800109863281,410.5700073242188,421.5799865722656,-0.002654836735382693,-0.028701494310293563
264,264,264,264,2020-02-24,402.7099914550781,418.0899963378906,410.80999755859375,-0.03678634987090845,-0.019717159153022634
265,265,265,265,2020-02-25,390.3800048828125,424.5799865722656,413.7200012207031,-0.08055015019798184,-0.05641495762599036
266,266,266,266,2020-02-26,390.3599853515625,430.5499877929688,417.6000061035156,-0.09334572890693427,-0.06522993379746456
267,267,267,267,2020-02-27,366.1000061035156,431.7799987792969,419.7200012207031,-0.15211448622323376,-0.127751822551321
268,268,268,268,2020-02-28,376.0299987792969,420.1199951171875,411.75,-0.10494619834886043,-0.08675167266716
269,269,269,269,2020-03-02,387.05999755859375,409.4800109863281,410.5700073242188,-0.054752400181221406,-0.05726187823325268
270,270,270,270,2020-03-03,372.6099853515625,402.7099914550781,418.0899963378906,-0.07474362877056462,-0.10878043336289789
271,271,271,271,2020-03-04,391.5700073242188,390.3800048828125,424.5799865722656,0.003048318117019111,-0.07774737456313985
272,272,272,272,2020-03-05,380.3999938964844,390.3599853515625,430.5499877929688,-0.02551488838208671,-0.11647891143501599
273,273,273,273,2020-03-06,357.92999267578125,366.1000061035156,431.7799987792969,-0.02231634332566579,-0.17103619044953455
274,274,274,274,2020-03-09,315.8599853515625,376.0299987792969,420.1199951171875,-0.16001386491254366,-0.24816721645572448
275,275,275,275,2020-03-10,336.5599975585937,387.05999755859375,409.4800109863281,-0.13047072887545108,-0.17807954349734822
276,276,276,276,2020-03-11,314.5400085449219,372.6099853515625,402.7099914550781,-0.15584653951732086,-0.21894163239302578
277,277,277,277,2020-03-12,279.1300048828125,391.5700073242188,390.3800048828125,-0.28715172341661577,-0.2849787351004208
278,278,278,278,2020-03-13,303.54998779296875,380.3999938964844,390.3599853515625,-0.20202420435481994,-0.22238446771231357
279,279,279,279,2020-03-16,240.67999267578125,357.92999267578125,366.1000061035156,-0.32757802475135667,-0.34258402441072777
280,280,280,280,2020-03-17,245.69000244140625,315.8599853515625,376.0299987792969,-0.22215534149428506,-0.3466212716033622
281,281,281,281,2020-03-18,212.0,336.5599975585937,387.05999755859375,-0.37009745205060596,-0.4522812966020672
282,282,282,282,2020-03-19,244.77999877929688,314.5400085449219,372.6099853515625,-0.22178421781171298,-0.3430664544635226
283,283,283,283,2020-03-20,241.42999267578125,279.1300048828125,391.5700073242188,-0.13506255704347836,-0.38343083443600434
284,284,284,284,2020-03-23,231.13999938964844,303.54998779296875,380.3999938964844,-0.2385438686056095,-0.39237643770166053
285,285,285,285,2020-03-24,269.3099975585937,240.67999267578125,357.92999267578125,0.11895465245995651,-0.24759030237921686
286,286,286,286,2020-03-25,268.92999267578125,245.69000244140625,315.8599853515625,0.09459070374634981,-0.14857846784089046
287,287,287,287,2020-03-26,305.0,212.0,336.5599975585937,0.4386792452830188,-0.09377227771431518
288,288,288,288,2020-03-27,291.0599975585937,244.77999877929688,314.5400085449219,0.18906773024794665,-0.0746487262302431
289,289,289,289,2020-03-30,313.8299865722656,241.42999267578125,279.1300048828125,0.2998798661842774,0.12431476760809446
290,290,290,290,2020-03-31,307.69000244140625,231.13999938964844,303.54998779296875,0.3311845775456297,0.013638658589771202
291,291,291,291,2020-04-01,288.82000732421875,269.3099975585937,240.67999267578125,0.07244443185359373,0.2000166865273536
292,292,292,292,2020-04-02,282.9200134277344,268.92999267578125,245.69000244140625,0.052021050581811945,0.15153246211231974
293,293,293,293,2020-04-03,263.8500061035156,305.0,212.0,-0.13491801277535864,0.24457550048828125
294,294,294,294,2020-04-06,301.6000061035156,291.0599975585937,244.77999877929688,0.03621249444558283,0.2321268388249722
295,295,295,295,2020-04-07,297.5899963378906,313.8299865722656,241.42999267578125,-0.05174773262348986,0.2326140304263158
296,296,296,296,2020-04-08,300.69000244140625,307.69000244140625,231.13999938964844,-0.02275017044576555,0.3008999015116922
297,297,297,297,2020-04-09,301.1099853515625,288.82000732421875,269.3099975585937,0.04255237765972164,0.11807949233689374
298,298,298,298,2020-04-13,298.0,282.9200134277344,268.92999267578125,0.05330123659179553,0.10809507349842229
299,299,299,299,2020-04-14,313.17999267578125,263.8500061035156,305.0,0.18696223396300438,0.02681964811731552
300,300,300,300,2020-04-15,309.9599914550781,301.6000061035156,291.0599975585937,0.02771878376120851,0.06493504450978227
301,301,301,301,2020-04-16,301.5199890136719,297.5899963378906,313.8299865722656,0.013206064465013378,-0.03922505205142057
302,302,302,302,2020-04-17,319.260009765625,300.69000244140625,307.69000244140625,0.06175798055619541,0.03760280552639017
303,303,303,303,2020-04-20,307.3399963378906,301.1099853515625,288.82000732421875,0.020690150740282576,0.0641229435081414
304,304,304,304,2020-04-21,291.5599975585937,298.0,282.9200134277344,-0.021610746447672136,0.030538610634790686
305,305,305,305,2020-04-22,303.8800048828125,313.17999267578125,263.8500061035156,-0.029695344563714032,0.1517149814413572
306,306,306,306,2020-04-23,302.260009765625,309.9599914550781,301.6000061035156,-0.024841856696750764,0.0021883410104535095
307,307,307,307,2020-04-24,300.0400085449219,301.5199890136719,297.5899963378906,-0.004908399186373313,0.008232844642564796
308,308,308,308,2020-04-27,309.6600036621094,319.260009765625,300.69000244140625,-0.030069553999460097,0.0298313916255033
309,309,309,309,2020-04-28,324.8900146484375,307.3399963378906,301.1099853515625,0.05710294305871044,0.07897456229859157
310,310,310,310,2020-04-29,356.989990234375,291.5599975585937,298.0,0.22441347655256472,0.1979529873636745
311,311,311,311,2020-04-30,352.94000244140625,303.8800048828125,313.17999267578125,0.16144529672991514,0.12695577845161532
312,312,312,312,2020-05-01,336.6099853515625,302.260009765625,309.9599914550781,0.11364379830653992,0.0859788186577839
313,313,313,313,2020-05-04,345.8299865722656,300.0400085449219,301.5199890136719,0.15261290735661381,0.14695542309994103
314,314,314,314,2020-05-05,353.4100036621094,309.6600036621094,319.260009765625,0.14128398722018543,0.10696608673774888
315,315,315,315,2020-05-06,357.29998779296875,324.8900146484375,307.3399963378906,0.09975675361891922,0.16255610089925288
316,316,316,316,2020-05-07,366.5799865722656,356.989990234375,291.5599975585937,0.026863488053529228,0.25730549335251474
317,317,317,317,2020-05-08,371.1000061035156,352.94000244140625,303.8800048828125,0.051453514865105854,0.22120573957021517
318,318,318,318,2020-05-11,370.5799865722656,336.6099853515625,302.260009765625,0.10091798431120269,0.22603048567230744
319,319,319,319,2020-05-12,351.5799865722656,345.8299865722656,300.0400085449219,0.01662666692669368,0.17177701826264014
320,320,320,320,2020-05-13,349.94000244140625,353.4100036621094,309.6600036621094,-0.009818627613101594,0.13007814474887458
321,321,321,321,2020-05-14,349.9200134277344,357.29998779296875,324.8900146484375,-0.02065484079868085,0.07704145295564646
322,322,322,322,2020-05-15,352.3599853515625,366.5799865722656,356.989990234375,-0.038790991711436185,-0.01296956500033164
323,323,323,323,2020-05-18,366.6700134277344,371.1000061035156,352.94000244140625,-0.011937463225332179,0.0389018271982573
324,324,324,324,2020-05-19,369.0799865722656,370.5799865722656,336.6099853515625,-0.004047709143374045,0.0964617885200012
325,325,325,325,2020-05-20,383.6000061035156,351.5799865722656,345.8299865722656,0.09107463665218729,0.10921557122796655
326,326,326,326,2020-05-21,385.1799926757813,349.94000244140625,353.4100036621094,0.10070294904417398,0.08989555667486648
327,327,327,327,2020-05-22,389.3999938964844,349.9200134277344,357.29998779296875,0.11282572860584161,0.08984049034481201
328,328,328,328,2020-05-26,396.5499877929688,352.3599853515625,366.5799865722656,0.1254115230970858,0.08175569403267202
329,329,329,329,2020-05-27,394.9400024414063,366.6700134277344,371.1000061035156,0.07709926631140651,0.06424143342978206
330,330,330,330,2020-05-28,397.6099853515625,369.0799865722656,370.5799865722656,0.07730031379989422,0.07293971546956657
331,331,331,331,2020-05-29,402.6499938964844,383.6000061035156,351.5799865722656,0.04966107270558284,0.14525857351018923
332,332,332,332,2020-06-01,407.8399963378906,385.1799926757813,349.94000244140625,0.058829648717458216,0.165456916878713
333,333,333,333,2020-06-02,416.239990234375,389.3999938964844,349.9200134277344,0.0689265453481891,0.18952896165322386
334,334,334,334,2020-06-03,423.9200134277344,396.5499877929688,352.3599853515625,0.06902036685739343,0.20308783928678453
335,335,335,335,2020-06-04,407.0700073242188,394.9400024414063,366.6700134277344,0.030713538278797525,0.11018079585732665
336,336,336,336,2020-06-05,420.7099914550781,397.6099853515625,369.0799865722656,0.058097147844742514,0.13988838940391424
337,337,337,337,2020-06-08,411.8999938964844,402.6499938964844,383.6000061035156,0.022972805514006822,0.07377473238447219
338,338,338,338,2020-06-09,419.510009765625,407.8399963378906,385.1799926757813,0.028614195597593817,0.08912720739039104
339,339,339,339,2020-06-10,426.8699951171875,416.239990234375,389.3999938964844,0.02553816339661874,0.09622496612227449
340,340,340,340,2020-06-11,403.4100036621094,423.9200134277344,396.5499877929688,-0.04838179164929035,0.01729924619925116
341,341,341,341,2020-06-12,413.5199890136719,407.0700073242188,394.9400024414063,0.015844895407181925,0.047045086487591536
342,342,342,342,2020-06-15,419.5400085449219,420.7099914550781,397.6099853515625,-0.0027809724844178874,0.055154608790745296
343,343,343,343,2020-06-16,425.3200073242188,411.8999938964844,402.6499938964844,0.032580756558853174,0.05630203345678564
344,344,344,344,2020-06-17,422.4299926757813,419.510009765625,407.8399963378906,0.0069604606378466105,0.03577382421758135
345,345,345,345,2020-06-18,423.989990234375,426.8699951171875,416.239990234375,-0.0067467962512143265,0.01861906636033739
346,346,346,346,2020-06-19,421.8999938964844,403.4100036621094,423.9200134277344,0.04583423828493349,-0.00476509593146246
347,347,347,347,2020-06-22,428.4700012207031,413.5199890136719,407.0700073242188,0.03615305814524228,0.05257079497738548
348,348,348,348,2020-06-23,425.5299987792969,419.5400085449219,420.7099914550781,0.014277518502108677,0.011456840631590692
349,349,349,349,2020-06-24,409.05999755859375,425.3200073242188,411.8999938964844,-0.03823006086151537,-0.006894868608821492
350,350,350,350,2020-06-25,416.3699951171875,422.4299926757813,419.510009765625,-0.014345566516733799,-0.007484957629954492
351,351,351,351,2020-06-26,406.2000122070313,423.989990234375,426.8699951171875,-0.04195848590083384,-0.048422196796665706
352,352,352,352,2020-06-29,406.0299987792969,421.8999938964844,403.4100036621094,-0.03761553767901049,0.006494621088727337
353,353,353,353,2020-06-30,418.0400085449219,428.4700012207031,413.5199890136719,-0.024342410544650472,0.010930595016775735
354,354,354,354,2020-07-01,423.5700073242188,425.5299987792969,419.5400085449219,-0.004606000659649445,0.009605755582820397
355,355,355,355,2020-07-02,418.7699890136719,409.05999755859375,425.3200073242188,0.02373732829665709,-0.015400212070329156
356,356,356,356,2020-07-06,416.8500061035156,416.3699951171875,422.4299926757813,0.0011528472079094243,-0.013209257555129028
357,357,357,357,2020-07-07,409.7999877929688,406.2000122070313,423.989990234375,0.008862568876789378,-0.03346777699530634
358,358,358,358,2020-07-08,422.0,406.0299987792969,421.8999938964844,0.03933207218362167,0.00023703746139469573
359,359,359,359,2020-07-09,421.760009765625,418.0400085449219,428.4700012207031,0.00889867272190381,-0.015660352967445723
360,360,360,360,2020-07-10,412.1700134277344,423.5700073242188,425.5299987792969,-0.026914072524871657,-0.03139610694871764
361,361,361,361,2020-07-13,399.6199951171875,418.7699890136719,409.05999755859375,-0.045729145829165874,-0.023077305279781246
362,362,362,362,2020-07-14,408.5899963378906,416.8500061035156,416.3699951171875,-0.019815304413294932,-0.018685301223752226
363,363,363,363,2020-07-15,406.010009765625,409.7999877929688,406.2000122070313,-0.009248360517908338,-0.0004677558732062437
364,364,364,364,2020-07-16,400.2900085449219,422.0,406.0299987792969,-0.05144547738170169,-0.014136862427977959
365,365,365,365,2020-07-17,413.1499938964844,421.760009765625,418.0400085449219,-0.02041449087106495,-0.011697480022207052
366,366,366,366,2020-07-20,415.7300109863281,412.1700134277344,423.5700073242188,0.00863720659585998,-0.018509328333744857
367,367,367,367,2020-07-21,416.9100036621094,399.6199951171875,418.7699890136719,0.04326612470892921,-0.004441544046514201
368,368,368,368,2020-07-22,422.1000061035156,408.5899963378906,416.8500061035156,0.03306495481218952,0.01259445825387906
369,369,369,369,2020-07-23,420.5700073242188,406.010009765625,409.7999877929688,0.0358611788093568,0.026281161181222368
370,370,370,370,2020-07-24,414.3299865722656,400.2900085449219,422.0,0.035074515295497655,-0.018175387269512733
371,371,371,371,2020-07-27,425.7200012207031,413.1499938964844,421.760009765625,0.03042480336419473,0.009389205622597263
372,372,372,372,2020-07-28,416.2999877929688,415.7300109863281,412.1700134277344,0.001371026367060768,0.01002007480090139
373,373,373,373,2020-07-29,438.3900146484375,416.9100036621094,399.6199951171875,0.05152193710308972,0.09701721636796679
374,374,374,374,2020-07-30,439.1000061035156,422.1000061035156,408.5899963378906,0.04027481581185044,0.07467145558892785
375,375,375,375,2020-07-31,439.1900024414063,420.5700073242188,406.010009765625,0.0442732358297564,0.0817221050656729
376,376,376,376,2020-08-03,438.1700134277344,414.3299865722656,400.2900085449219,0.05753874358140543,0.09463140241873291
377,377,377,377,2020-08-04,435.7699890136719,425.7200012207031,413.1499938964844,0.023607036935430648,0.05475007975639712
378,378,378,378,2020-08-05,437.4400024414063,416.2999877929688,415.7300109863281,0.05078072368080555,0.052221371758971014
379,379,379,379,2020-08-06,441.05999755859375,438.3900146484375,416.9100036621094,0.006090428205344445,0.05792615596736095
380,380,380,380,2020-08-07,441.7200012207031,439.1000061035156,422.1000061035156,0.005966738967819296,0.046481864092595915
381,381,381,381,2020-08-10,437.260009765625,439.1900024414063,420.5700073242188,-0.004394436724544537,0.03968424317176722
382,382,382,382,2020-08-11,429.4200134277344,438.1700134277344,414.3299865722656,-0.01996941765035476,0.036420310729396776
383,383,383,383,2020-08-12,431.7000122070313,435.7699890136719,425.7200012207031,-0.009339736350024053,0.014046817084424568
384,384,384,384,2020-08-13,434.7999877929688,437.4400024414063,416.2999877929688,-0.006035146840031258,0.04443910771671766
385,385,385,385,2020-08-14,429.6700134277344,441.05999755859375,438.3900146484375,-0.025824115072567322,-0.019890966786038744
386,386,386,386,2020-08-17,434.55999755859375,441.7200012207031,439.1000061035156,-0.01620937164339975,-0.010339349765009054
387,387,387,387,2020-08-18,430.1400146484375,437.260009765625,439.1900024414063,-0.016283206692063734,-0.0206060878951273
388,388,388,388,2020-08-19,426.5,429.4200134277344,438.1700134277344,-0.006799900648379431,-0.026633528242705817
389,389,389,389,2020-08-20,428.510009765625,431.7000122070313,435.7699890136719,-0.0073893962270180635,-0.016660117564495924
390,390,390,390,2020-08-21,421.6000061035156,434.7999877929688,437.4400024414063,-0.030358744388324088,-0.03621067174809278
391,391,391,391,2020-08-24,420.6600036621094,429.6700134277344,441.05999755859375,-0.020969603379455748,-0.04625219700132588
392,392,392,392,2020-08-25,423.4200134277344,434.55999755859375,441.7200012207031,-0.025635088810394557,-0.04142893177215501
393,393,393,393,2020-08-26,425.3800048828125,430.1400146484375,437.260009765625,-0.011066186831084401,-0.02716920051568461
394,394,394,394,2020-08-27,425.010009765625,426.5,429.4200134277344,-0.0034935292716881117,-0.010269674268107987
395,395,395,395,2020-08-28,425.4800109863281,428.510009765625,431.7000122070313,-0.007071010502074704,-0.014408156230767633
396,396,396,396,2020-08-31,420.7900085449219,421.6000061035156,434.7999877929688,-0.0019212465532907341,-0.03222166430859663
397,397,397,397,2020-09-01,444.7099914550781,420.6600036621094,429.6700134277344,0.0571720334322221,0.03500355518729559
398,398,398,398,2020-09-02,451.0199890136719,423.4200134277344,434.55999755859375,0.06518344601263881,0.03787737377474265
399,399,399,399,2020-09-03,419.3399963378906,425.3800048828125,430.1400146484375,-0.014199088992407738,-0.02510814605187095
400,400,400,400,2020-09-04,419.4299926757813,425.010009765625,426.5,-0.013129142753416145,-0.016576804980583115
401,401,401,401,2020-09-08,406.3200073242188,425.4800109863281,428.510009765625,-0.045031501286496356,-0.051784093570050094
402,402,402,402,2020-09-09,419.7000122070313,420.7900085449219,421.6000061035156,-0.0025903569850903585,-0.004506626823951754
403,403,403,403,2020-09-10,413.3699951171875,444.7099914550781,420.6600036621094,-0.07047288556604514,-0.017329930303470187
404,404,404,404,2020-09-11,417.3900146484375,451.0199890136719,423.4200134277344,-0.07456426585167364,-0.014241175636649506
405,405,405,405,2020-09-14,424.6300048828125,419.3399963378906,425.3800048828125,0.01261508225096497,-0.0017631294169706546
406,406,406,406,2020-09-15,435.7200012207031,419.4299926757813,425.010009765625,0.03883844462576125,0.02519938638853292
407,407,407,407,2020-09-16,431.25,406.3200073242188,425.4800109863281,0.06135556267572273,0.013561128289660829
408,408,408,408,2020-09-17,443.260009765625,419.7000122070313,420.7900085449219,0.05613532731319504,0.05339955979088873
409,409,409,409,2020-09-18,437.010009765625,413.3699951171875,444.7099914550781,0.05718851132805547,-0.017314613652504196
410,410,410,410,2020-09-21,424.239990234375,417.3900146484375,451.0199890136719,0.016411450551128137,-0.05937652306245145
411,411,411,411,2020-09-22,428.3299865722656,424.6300048828125,419.3399963378906,0.008713424974465145,0.021438427798170512
412,412,412,412,2020-09-23,417.4200134277344,435.7200012207031,419.4299926757813,-0.041999421054117136,-0.004792168617280157
413,413,413,413,2020-09-24,410.0,431.25,406.3200073242188,-0.049275362318840554,0.009056882775759556
414,414,414,414,2020-09-25,420.2000122070313,443.260009765625,419.7000122070313,-0.05202363635462337,0.0011913271037822248
415,415,415,415,2020-09-28,427.5199890136719,437.010009765625,413.3699951171875,-0.02171579721261485,0.03423082000054922
416,416,416,416,2020-09-29,427.2099914550781,424.239990234375,417.3900146484375,0.007000757328563756,0.023527100462410022
417,417,417,417,2020-09-30,425.3800048828125,428.3299865722656,424.6300048828125,-0.00688717059727828,0.0017662435329011128
418,418,418,418,2020-10-01,436.989990234375,417.4200134277344,435.7200012207031,0.04688317803915898,0.0029146906502202086
419,419,419,419,2020-10-02,433.7200012207031,410.0,431.25,0.057853661513910026,0.005727539062500009
420,420,420,420,2020-10-05,437.3500061035156,420.2000122070313,443.260009765625,0.04081388243281281,-0.01333304049971551
421,421,421,421,2020-10-06,435.8299865722656,427.5199890136719,437.010009765625,0.0194376819146298,-0.0027002200567264323
422,422,422,422,2020-10-07,446.4400024414063,427.2099914550781,424.239990234375,0.04501301788572576,0.05232890042913385
423,423,423,423,2020-10-08,439.1900024414063,425.3800048828125,428.3299865722656,0.03246508392513259,0.025354320756406867
424,424,424,424,2020-10-09,442.2999877929688,436.989990234375,417.4200134277344,0.012151302494928684,0.059604172212365025
425,425,425,425,2020-10-12,444.5199890136719,433.7200012207031,410.0,0.02490082948116812,0.08419509515529722
426,426,426,426,2020-10-13,440.1700134277344,437.3500061035156,420.2000122070313,0.006447941659685874,0.047524989625330916
427,427,427,427,2020-10-14,437.7300109863281,435.8299865722656,427.5199890136719,0.004359554121105447,0.023881975662030985
428,428,428,428,2020-10-15,437.010009765625,446.4400024414063,427.2099914550781,-0.021122642738581554,0.022939581251758545
429,429,429,429,2020-10-16,437.3999938964844,439.1900024414063,425.3800048828125,-0.0040757042167888224,0.028257061628891744
430,430,430,430,2020-10-19,432.4299926757813,442.2999877929688,436.989990234375,-0.022315160274902435,-0.01043501604269692
431,431,431,431,2020-10-20,434.80999755859375,444.5199890136719,433.7200012207031,-0.02184376787334863,0.002513133668778922
432,432,432,432,2020-10-21,431.7699890136719,440.1700134277344,437.3500061035156,-0.019083590789497507,-0.012758699009879582
433,433,433,433,2020-10-22,433.05999755859375,437.7300109863281,435.8299865722656,-0.010668707446426895,-0.006355664132836281
434,434,434,434,2020-10-23,435.6000061035156,437.010009765625,446.4400024414063,-0.00322647909796292,-0.024280970071254737
435,435,435,435,2020-10-26,415.5899963378906,437.3999938964844,439.1900024414063,-0.04986282090290872,-0.05373529901028251
436,436,436,436,2020-10-27,405.8399963378906,432.4299926757813,442.2999877929688,-0.061489713452477335,-0.08243272091642995
437,437,437,437,2020-10-28,390.1499938964844,434.80999755859375,444.5199890136719,-0.10271153817269607,-0.12231169904828565
438,438,438,438,2020-10-29,393.4299926757813,431.7699890136719,440.1700134277344,-0.08879727010548788,-0.10618629012906777
439,439,439,439,2020-10-30,391.4500122070313,433.05999755859375,437.7300109863281,-0.09608365027049759,-0.10572726936180377
440,440,440,440,2020-11-02,390.8500061035156,435.6000061035156,437.010009765625,-0.10273186265604795,-0.10562687954645633
441,441,441,441,2020-11-03,402.7099914550781,415.5899963378906,437.3999938964844,-0.030992095566084177,-0.07930956315837545
442,442,442,442,2020-11-04,441.6499938964844,405.8399963378906,432.4299926757813,0.08823673832477419,0.021321373116725217
443,443,443,443,2020-11-05,444.6000061035156,390.1499938964844,434.80999755859375,0.1395617405071088,0.022515601296869026
444,444,444,444,2020-11-06,443.8500061035156,393.4299926757813,431.7699890136719,0.128154981486845,0.027977898874905982
445,445,445,445,2020-11-09,430.5,391.4500122070313,433.05999755859375,0.09975727826089797,-0.005911415445956525
446,446,446,446,2020-11-10,432.8900146484375,390.8500061035156,435.6000061035156,0.1075604653663167,-0.006221284244964265
447,447,447,447,2020-11-11,471.7799987792969,402.7099914550781,415.5899963378906,0.17151302125545453,0.13520537774379338
448,448,448,448,2020-11-12,461.7200012207031,441.6499938964844,405.8399963378906,0.04544324148439327,0.13768974321665528
449,449,449,449,2020-11-13,473.25,444.6000061035156,390.1499938964844,0.0644399314061499,0.21299502089845967
450,450,450,450,2020-11-16,473.25,443.8500061035156,393.4299926757813,0.06623857945746581,0.20288236486839728
451,451,451,451,2020-11-17,478.0199890136719,430.5,391.4500122070313,0.11038324974139813,0.2211520605620907
452,452,452,452,2020-11-18,474.2799987792969,432.8900146484375,390.8500061035156,0.09561316438419909,0.2134578262068263
453,453,453,453,2020-11-19,479.2999877929688,471.7799987792969,402.7099914550781,0.015939609634002094,0.19018648149541684
454,454,454,454,2020-11-20,482.7900085449219,461.7200012207031,441.6499938964844,0.04563373314674157,0.09315071938635655
455,455,455,455,2020-11-23,486.1700134277344,473.25,444.6000061035156,0.027300609461667902,0.0934997902688739
456,456,456,456,2020-11-24,480.0199890136719,473.25,443.8500061035156,0.014305312231742029,0.08149145525013379
457,457,457,457,2020-11-25,475.5700073242188,478.0199890136719,430.5,-0.005125270377308366,0.10469223536403893
458,458,458,458,2020-11-27,473.5199890136719,474.2799987792969,432.8900146484375,-0.00160244953947275,0.09385749957349132
459,459,459,459,2020-11-30,472.7799987792969,479.2999877929688,471.7799987792969,-0.013603148716307079,0.002119632037363761
460,460,460,460,2020-12-01,477.3500061035156,482.7900085449219,461.7200012207031,-0.011267843876475059,0.033851695489668154
461,461,461,461,2020-12-02,476.010009765625,486.1700134277344,473.25,-0.020898046735701392,0.005832033313523555
462,462,462,462,2020-12-03,483.5199890136719,480.0199890136719,473.25,0.007291363026759923,0.021700980483194687
463,463,463,463,2020-12-04,494.80999755859375,475.5700073242188,478.0199890136719,0.04045669394213536,0.03512407206980139
464,464,464,464,2020-12-07,501.6400146484375,473.5199890136719,474.2799987792969,0.05938508676970278,0.057687475625284534
465,465,465,465,2020-12-08,509.9700012207031,472.7799987792969,479.2999877929688,0.0786623853323527,0.06398918048999014
466,466,466,466,2020-12-09,498.3200073242188,477.3500061035156,482.7900085449219,0.04393003237158388,0.03216719174885729
467,467,467,467,2020-12-10,506.9100036621094,476.010009765625,486.1700134277344,0.064914588480395,0.04265995364080144
468,468,468,468,2020-12-11,511.9100036621094,483.5199890136719,480.0199890136719,0.05871528642766144,0.06643476392298564
469,469,469,469,2020-12-14,517.6400146484375,494.80999755859375,475.5700073242188,0.04613895677631352,0.08846228037155757
470,470,470,470,2020-12-15,518.3300170898438,501.6400146484375,473.5199890136719,0.03327087543664753,0.09463175603105967
471,471,471,471,2020-12-16,522.4099731445312,509.9700012207031,472.7799987792969,0.024393536666962534,0.10497477578023062
472,472,472,472,2020-12-17,527.4299926757812,498.3200073242188,477.3500061035156,0.05841624844218396,0.10491250849885936
473,473,473,473,2020-12-18,521.97998046875,506.9100036621094,476.010009765625,0.02972909727125006,0.09657353786690215
474,474,474,474,2020-12-21,516.22998046875,511.9100036621094,483.5199890136719,0.008438938047188538,0.06764971913943607
475,475,475,475,2020-12-22,515.6199951171875,517.6400146484375,494.80999755859375,-0.0039023635617155827,0.0420565422308985
476,476,476,476,2020-12-23,514.0700073242188,518.3300170898438,501.6400146484375,-0.008218720940652346,0.02477871045533031
477,477,477,477,2020-12-24,518.4500122070312,522.4099731445312,509.9700012207031,-0.007580178673971094,0.016628450626565705
478,478,478,478,2020-12-28,508.4200134277344,527.4299926757812,498.3200073242188,-0.036042658764255386,0.02026811276903895
479,479,479,479,2020-12-29,507.510009765625,521.97998046875,506.9100036621094,-0.027721313545647108,0.001183654098717568
480,480,480,480,2020-12-30,503.9500122070313,516.22998046875,511.9100036621094,-0.023787785921631666,-0.015549591526115458
481,481,481,481,2020-12-31,511.0400085449219,515.6199951171875,517.6400146484375,-0.008882484418054282,-0.012750185296239391
482,482,482,482,2021-01-04,505.260009765625,514.0700073242188,518.3300170898438,-0.01713773889367831,-0.025215609540809814
483,483,483,483,2021-01-05,505.010009765625,518.4500122070312,522.4099731445312,-0.02592342969420025,-0.0333071041392472
484,484,484,484,2021-01-06,497.010009765625,508.4200134277344,527.4299926757812,-0.02244208205964171,-0.05767586851826201
485,485,485,485,2021-01-07,490.1099853515625,507.510009765625,521.97998046875,-0.03428508616430648,-0.061055972086453414
486,486,486,486,2021-01-08,500.3599853515625,503.9500122070313,516.22998046875,-0.0071237757089168685,-0.030742102779031
487,487,487,487,2021-01-11,495.6700134277344,511.0400085449219,515.6199951171875,-0.030075913549215683,-0.03869124913381028
488,488,488,488,2021-01-12,492.2799987792969,505.260009765625,514.0700073242188,-0.025689765141613252,-0.04238723954805468
489,489,489,489,2021-01-13,488.9599914550781,505.010009765625,518.4500122070312,-0.031781584523434825,-0.05688112654567157
490,490,490,490,2021-01-14,481.3800048828125,497.010009765625,508.4200134277344,-0.03144806860164273,-0.05318439052510915
491,491,491,491,2021-01-15,483.2999877929688,490.1099853515625,507.510009765625,-0.013894835367838532,-0.04770353590431986
492,492,492,492,2021-01-19,483.7200012207031,500.3599853515625,503.9500122070313,-0.033256024898089764,-0.04014289214466249
493,493,493,493,2021-01-20,503.0499877929688,495.6700134277344,511.0400085449219,0.01488888608410921,-0.015634824315816198
