,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NDAQ,NDAQ_6m,NDAQ_12m,NDAQ_6m_ret,NDAQ_12m_ret
0,0,0,0,2019-02-05,26.775522232055664,,,,
1,1,1,1,2019-02-06,26.812536239624023,,,,
2,2,2,2,2019-02-07,26.77860450744629,,,,
3,3,3,3,2019-02-08,26.85263061523437,,,,
4,4,4,4,2019-02-11,26.741594314575195,,,,
5,5,5,5,2019-02-12,27.009933471679688,,,,
6,6,6,6,2019-02-13,27.13947868347168,26.775522232055664,,0.01359287965559397,
7,7,7,7,2019-02-14,26.88347625732422,26.812536239624023,,0.002645777969909391,
8,8,8,8,2019-02-15,27.068538665771484,26.77860450744629,,0.010827082428607193,
9,9,9,9,2019-02-19,27.087047576904297,26.85263061523437,,0.0087297578039498,
10,10,10,10,2019-02-20,27.167240142822266,26.741594314575195,,0.015916995196321393,
11,11,11,11,2019-02-21,27.16415023803711,27.009933471679688,,0.00570963147758663,
12,12,12,12,2019-02-22,27.46333885192871,27.13947868347168,26.775522232055664,0.011933175733926937,0.025688261611181318
13,13,13,13,2019-02-25,27.802621841430664,26.88347625732422,26.812536239624023,0.03418998254944916,0.036926219621979506
14,14,14,14,2019-02-26,28.098722457885746,27.068538665771484,26.77860450744629,0.03805834532977359,0.04929748860036276
15,15,15,15,2019-02-27,28.00619125366211,27.087047576904297,26.85263061523437,0.03393295907013205,0.0429589433883355
16,16,16,16,2019-02-28,28.243688583374023,27.167240142822266,26.741594314575195,0.03962303255290944,0.05617070736803931
17,17,17,17,2019-03-01,28.373231887817383,27.16415023803711,27.009933471679688,0.044510195945214326,0.050473964238643365
18,18,18,18,2019-03-04,27.80570602416992,27.46333885192871,27.13947868347168,0.012466334632038611,0.02454827332788745
19,19,19,19,2019-03-05,27.37080955505371,27.802621841430664,26.88347625732422,-0.0155313512818952,0.018127614638256517
20,20,20,20,2019-03-06,27.04077911376953,28.098722457885746,27.068538665771484,-0.03765094109534184,-0.0010255282837656754
21,21,21,21,2019-03-07,26.516433715820312,28.00619125366211,27.087047576904297,-0.05319386432623163,-0.021065930477063732
22,22,22,22,2019-03-08,25.736082077026367,28.243688583374023,27.167240142822266,-0.08878466773011329,-0.05267955295687321
23,23,23,23,2019-03-11,25.914979934692383,28.373231887817383,27.16415023803711,-0.08663982879512921,-0.04598598860624592
24,24,24,24,2019-03-12,25.8532943725586,27.80570602416992,27.46333885192871,-0.07021622288296503,-0.058625227181983375
25,25,25,25,2019-03-13,26.232669830322266,27.37080955505371,27.802621841430664,-0.0415822455832805,-0.056467768401931795
26,26,26,26,2019-03-14,26.04044914245605,27.04077911376953,28.098722457885746,-0.03699338569738542,-0.07325149100691775
27,27,27,27,2019-03-15,25.904027938842773,26.516433715820312,28.00619125366211,-0.023095329618634364,-0.07506066411456269
28,28,28,28,2019-03-18,26.117956161499023,25.736082077026367,28.243688583374023,0.014838081543637083,-0.07526398032608028
29,29,29,29,2019-03-19,26.086950302124023,25.914979934692383,28.373231887817383,0.00663594445625737,-0.08057882143045614
30,30,30,30,2019-03-20,25.845115661621094,25.8532943725586,27.80570602416992,-0.000316350822438638,-0.07051036074554606
31,31,31,31,2019-03-21,26.15205955505371,26.232669830322266,27.37080955505371,-0.0030728963460432412,-0.04452736399881063
32,32,32,32,2019-03-22,26.009441375732425,26.04044914245605,27.04077911376953,-0.001190753913421272,-0.03814008959201676
33,33,33,33,2019-03-25,26.32567977905273,25.904027938842773,26.516433715820312,0.016277462377875862,-0.0071938005997305154
34,34,34,34,2019-03-26,26.60782241821289,26.117956161499023,25.736082077026367,0.01875591848323821,0.03387230187475554
35,35,35,35,2019-03-27,26.694637298583984,26.086950302124023,25.914979934692383,0.02329467375151495,0.030085200368913823
36,36,36,36,2019-03-28,26.8930606842041,25.845115661621094,25.8532943725586,0.040547120635995526,0.04021794269859624
37,37,37,37,2019-03-29,27.12559700012207,26.15205955505371,26.232669830322266,0.03722603349915632,0.03403874541079577
38,38,38,38,2019-04-01,27.40772819519043,26.009441375732425,26.04044914245605,0.05376074015809684,0.05250597043294403
39,39,39,39,2019-04-02,27.596853256225582,26.32567977905273,25.904027938842773,0.04828644456065745,0.0653498877232308
40,40,40,40,2019-04-03,27.686767578125,26.60782241821289,26.117956161499023,0.0405499233628972,0.06006639290323146
41,41,41,41,2019-04-04,27.649560928344727,26.694637298583984,26.086950302124023,0.035772114791437826,0.059900088286420905
42,42,42,42,2019-04-05,27.466636657714844,26.8930606842041,25.845115661621094,0.021328028826694156,0.06273993962045377
43,43,43,43,2019-04-08,27.519344329833984,27.12559700012207,26.15205955505371,0.014515711108962659,0.05228210695612523
44,44,44,44,2019-04-09,27.190698623657227,27.40772819519043,26.009441375732425,-0.007918553846841148,0.045416478995467635
45,45,45,45,2019-04-10,27.12869644165039,27.596853256225582,26.32567977905273,-0.016964137549616454,0.030503169123732077
46,46,46,46,2019-04-11,26.982973098754883,27.686767578125,26.60782241821289,-0.02541988613817736,0.01409926278992324
47,47,47,47,2019-04-12,27.221704483032227,27.649560928344727,26.694637298583984,-0.015474258214129066,0.019744309636160473
48,48,48,48,2019-04-15,27.429431915283203,27.466636657714844,26.8930606842041,-0.0013545430733030717,0.019944596019676686
49,49,49,49,2019-04-16,27.82628631591797,27.519344329833984,27.12559700012207,0.011153680930952481,0.02583129565011033
50,50,50,50,2019-04-17,27.96581077575684,27.190698623657227,27.40772819519043,0.028506518454263885,0.02036223420605654
