,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BBWI,BBWI_6m,BBWI_12m,BBWI_6m_ret,BBWI_12m_ret
35,35,35,35,2019-03-27,20.64829063415528,20.44514274597168,19.037635803222656,0.009936242104429782,0.08460372115428205
36,36,36,36,2019-03-28,20.27102279663086,19.98806571960449,19.05940055847168,0.014156301114661929,0.0635708470705616
37,37,37,37,2019-03-29,20.009828567504883,20.234739303588867,19.64706802368164,-0.01111507950310453,0.018463851368865303
38,38,38,38,2019-04-01,19.74138641357422,19.34961128234864,19.030378341674805,0.020247183548486536,0.037361741271447535
39,39,39,39,2019-04-02,19.6035385131836,19.857471466064453,19.28430938720703,-0.012787778812363482,0.016553827236786667
40,40,40,40,2019-04-03,19.57451820373535,20.26376342773437,19.915515899658203,-0.03401368292010709,-0.0171222125322249
41,41,41,41,2019-04-04,20.111404418945312,20.64829063415528,20.44514274597168,-0.026001484806780106,-0.016323599750465156
42,42,42,42,2019-04-05,19.92276763916016,20.27102279663086,19.98806571960449,-0.017179949969203356,-0.003266853399440439
43,43,43,43,2019-04-08,19.937280654907227,20.009828567504883,20.234739303588867,-0.0036256139003345567,-0.014700394416689244
44,44,44,44,2019-04-09,19.58902931213379,19.74138641357422,19.34961128234864,-0.007717649523119041,0.01237327335890992
45,45,45,45,2019-04-10,19.734130859375,19.6035385131836,19.857471466064453,0.00666167213146629,-0.00621129467063497
46,46,46,46,2019-04-11,19.28430938720703,19.57451820373535,20.26376342773437,-0.014825847231986544,-0.04833524848532289
47,47,47,47,2019-04-12,18.74017143249512,20.111404418945312,20.64829063415528,-0.0681818612905255,-0.09241051646686205
48,48,48,48,2019-04-15,18.304861068725582,19.92276763916016,20.27102279663086,-0.08120892637699706,-0.0969937110539909
49,49,49,49,2019-04-16,18.62409400939941,19.937280654907227,20.009828567504883,-0.06586588553562833,-0.06925269516580701
50,50,50,50,2019-04-17,18.62409400939941,19.58902931213379,19.74138641357422,-0.04925896466634416,-0.056596450764296646
51,51,51,51,2019-04-18,18.6313419342041,19.734130859375,19.6035385131836,-0.055882315417352224,-0.0495929129491437
52,52,52,52,2019-04-22,18.036422729492188,19.28430938720703,19.57451820373535,-0.0647099480027361,-0.07857641543124438
53,53,53,53,2019-04-23,18.36290168762207,18.74017143249512,20.111404418945312,-0.02013160585174112,-0.08694085678452768
54,54,54,54,2019-04-24,18.957826614379883,18.304861068725582,19.92276763916016,0.03567170180657153,-0.04843408517617753
55,55,55,55,2019-04-25,18.79096031188965,18.62409400939941,19.937280654907227,0.00895970039702454,-0.057496323739387734
56,56,56,56,2019-04-26,18.98684883117676,18.62409400939941,19.58902931213379,0.0194777164244484,-0.030740700387028697
57,57,57,57,2019-04-29,18.72566032409668,18.6313419342041,19.734130859375,0.005062350861556819,-0.05110286044339429
58,58,58,58,2019-04-30,18.602325439453125,18.036422729492188,19.28430938720703,0.031375551485362196,-0.035364706822549
59,59,59,59,2019-05-01,18.079952239990234,18.36290168762207,18.74017143249512,-0.015408754697116556,-0.03523015757262915
60,60,60,60,2019-05-02,18.478984832763672,18.957826614379883,18.304861068725582,-0.0252582635845503,0.00951243297528137
61,61,61,61,2019-05-03,18.80546760559082,18.79096031188965,18.62409400939941,0.000772035779991187,0.0097386533863002
62,62,62,62,2019-05-06,18.602325439453125,18.98684883117676,18.62409400939941,-0.020252091073282408,-0.0011688391357613792
63,63,63,63,2019-05-07,17.659147262573242,18.72566032409668,18.6313419342041,-0.0569546303342382,-0.052180603794623526
64,64,64,64,2019-05-08,17.688167572021484,18.602325439453125,18.036422729492188,-0.049142128515439754,-0.01930843841341412
65,65,65,65,2019-05-09,17.593849182128906,18.079952239990234,18.36290168762207,-0.026886302099080717,-0.04188077236243992
66,66,66,66,2019-05-10,17.368934631347656,18.478984832763672,18.957826614379883,-0.06007095148689501,-0.08381192714501462
67,67,67,67,2019-05-13,16.273401260375977,18.80546760559082,18.79096031188965,-0.13464522118354916,-0.13397713633191655
68,68,68,68,2019-05-14,16.33144760131836,18.602325439453125,18.98684883117676,-0.1220749440991139,-0.1398547622867352
69,69,69,69,2019-05-15,16.29517364501953,17.659147262573242,18.72566032409668,-0.07723892877004956,-0.12979444446877708
70,70,70,70,2019-05-16,16.215364456176758,17.688167572021484,18.602325439453125,-0.08326487805183136,-0.12831519322922558
71,71,71,71,2019-05-17,16.28066062927246,17.593849182128906,18.079952239990234,-0.07463907069240583,-0.09951860418845582
72,72,72,72,2019-05-20,16.186344146728516,17.368934631347656,18.478984832763672,-0.06808652975668339,-0.12406745861765367
73,73,73,73,2019-05-21,16.454782485961914,16.273401260375977,18.80546760559082,0.011145870656282586,-0.12500008874706492
74,74,74,74,2019-05-22,15.598671913146973,16.33144760131836,18.602325439453125,-0.04486899790268639,-0.16146656159104666
75,75,75,75,2019-05-23,17.601106643676758,16.29517364501953,17.659147262573242,0.08014231864637855,-0.0032867169650652173
76,76,76,76,2019-05-24,18.021907806396484,16.215364456176758,17.688167572021484,0.11140935839598587,0.018867993703479913
77,77,77,77,2019-05-28,17.67365837097168,16.28066062927246,17.593849182128906,0.08556149983217654,0.00453619830524854
78,78,78,78,2019-05-29,16.425764083862305,16.186344146728516,17.368934631347656,0.014791476998354813,-0.054302153097122385
79,79,79,79,2019-05-30,16.83016014099121,16.454782485961914,16.273401260375977,0.02281267803749709,0.03421281585250924
80,80,80,80,2019-05-31,16.51399803161621,15.598671913146973,16.33144760131836,0.058679746812148714,0.011177847472817692
81,81,81,81,2019-06-03,16.749279022216797,17.601106643676758,16.29517364501953,-0.0483962536393121,0.02786747702661385
82,82,82,82,2019-06-04,17.668357849121094,18.021907806396484,16.215364456176758,-0.01961778747696763,0.08960596580306035
83,83,83,83,2019-06-05,17.418371200561523,17.67365837097168,16.28066062927246,-0.014444500682974426,0.06988110600643993
84,84,84,84,2019-06-06,16.697813034057617,16.425764083862305,16.186344146728516,0.016562331518117368,0.03159878986216147
85,85,85,85,2019-06-07,16.690458297729492,16.83016014099121,16.454782485961914,-0.008300684134398884,0.014322633068449386
86,86,86,86,2019-06-10,16.043432235717773,16.51399803161621,15.598671913146973,-0.028494964998635353,0.028512704481972184
87,87,87,87,2019-06-11,16.308124542236328,16.749279022216797,17.601106643676758,-0.026338714603494684,-0.07346027313032255
88,88,88,88,2019-06-12,16.058135986328125,17.668357849121094,18.021907806396484,-0.09113590954764761,-0.10896581211958933
89,89,89,89,2019-06-13,16.33017921447754,17.418371200561523,17.67365837097168,-0.06247380846085682,-0.07601590617485032
90,90,90,90,2019-06-14,16.550758361816406,16.697813034057617,16.425764083862305,-0.00880682230309271,0.007609647704419631
91,91,91,91,2019-06-17,16.56546401977539,16.690458297729492,16.83016014099121,-0.0074889661940023,-0.015727486785531597
92,92,92,92,2019-06-18,16.808095932006836,16.043432235717773,16.51399803161621,0.047662101541257496,0.01780900662744256
93,93,93,93,2019-06-19,17.116910934448242,16.308124542236328,16.749279022216797,0.049594077486791566,0.021949118630348652
94,94,94,94,2019-06-20,17.587480545043945,16.058135986328125,17.668357849121094,0.09523798777254733,-0.0045775224142390325
95,95,95,95,2019-06-21,18.08010482788086,16.33017921447754,17.418371200561523,0.10715899626208159,0.037990557193889885
96,96,96,96,2019-06-24,17.991872787475586,16.550758361816406,16.697813034057617,0.08707241046935454,0.07749875691975627
97,97,97,97,2019-06-25,17.61688804626465,16.56546401977539,16.690458297729492,0.06347084665024161,0.0555065494313709
98,98,98,98,2019-06-26,18.234508514404297,16.808095932006836,16.043432235717773,0.0848646145385934,0.1365715419552489
99,99,99,99,2019-06-27,19.352109909057617,17.116910934448242,16.308124542236328,0.1305842498783456,0.18665453277215827
100,100,100,100,2019-06-28,19.190353393554688,17.587480545043945,16.058135986328125,0.0911371497700062,0.19505485629797437
101,101,101,101,2019-07-01,19.565336227416992,18.08010482788086,16.33017921447754,0.08214727810901823,0.1981090942389243
102,102,102,102,2019-07-02,19.25652313232422,17.991872787475586,16.550758361816406,0.07029008929681702,0.16348282727335173
103,103,103,103,2019-07-03,20.06531524658203,17.61688804626465,16.56546401977539,0.13898182209522125,0.2112739626628397
104,104,104,104,2019-07-05,20.43294143676757,18.234508514404297,16.808095932006836,0.1205644188669317,0.215660686339737
105,105,105,105,2019-07-08,20.256481170654297,19.352109909057617,17.116910934448242,0.046732437230185164,0.18341920736922135
106,106,106,106,2019-07-09,19.41093063354492,19.190353393554688,17.587480545043945,0.01149417290378385,0.10367886883120447
107,107,107,107,2019-07-10,18.955066680908203,19.565336227416992,18.08010482788086,-0.03119136514779719,0.04839362721382501
108,108,108,108,2019-07-11,18.727134704589844,19.25652313232422,17.991872787475586,-0.027491381704609852,0.04086633591729738
109,109,109,109,2019-07-12,19.48445510864257,20.06531524658203,17.61688804626465,-0.028948468080430723,0.1060100431741069
110,110,110,110,2019-07-15,19.63150787353516,20.43294143676757,18.234508514404297,-0.039222623219106856,0.07661294287297671
111,111,111,111,2019-07-16,19.41828155517578,20.256481170654297,19.352109909057617,-0.04137932982619019,0.0034193504702653144
112,112,112,112,2019-07-17,19.403579711914062,19.41093063354492,19.190353393554688,-0.0003787001133347401,0.011111119945867776
113,113,113,113,2019-07-18,19.38887023925781,18.955066680908203,19.565336227416992,0.02288588933250968,-0.009019317946190042
114,114,114,114,2019-07-19,18.99917984008789,18.727134704589844,19.25652313232422,0.014526789057130562,-0.013363954150391155
115,115,115,115,2019-07-22,18.45509147644043,19.48445510864257,20.06531524658203,-0.052829993267071385,-0.08024911397372092
116,116,116,116,2019-07-23,18.580081939697266,19.63150787353516,20.43294143676757,-0.053558083291976755,-0.09068001798978498
117,117,117,117,2019-07-24,19.006534576416016,19.41828155517578,20.256481170654297,-0.02120408943447516,-0.061706008250292155
118,118,118,118,2019-07-25,19.271228790283203,19.403579711914062,19.41093063354492,-0.006820953844387523,-0.007197070861728272
119,119,119,119,2019-07-26,19.41093063354492,19.38887023925781,18.955066680908203,0.001137786473109914,0.024049715060927124
120,120,120,120,2019-07-29,19.234468460083008,18.99917984008789,18.727134704589844,0.012384146156596776,0.027090837092597075
121,121,121,121,2019-07-30,18.93301010131836,18.45509147644043,19.48445510864257,0.025896302139062133,-0.028301792595658015
122,122,122,122,2019-07-31,19.080060958862305,18.580081939697266,19.63150787353516,0.026909408730690698,-0.028089890915422244
123,123,123,123,2019-08-01,17.874229431152344,19.006534576416016,19.41828155517578,-0.05957451847475004,-0.07951538449147078
124,124,124,124,2019-08-02,17.763940811157227,19.271228790283203,19.403579711914062,-0.07821441982391752,-0.08450187672072051
125,125,125,125,2019-08-05,17.477188110351562,19.41093063354492,19.38887023925781,-0.09962131953898012,-0.09859688085567508
126,126,126,126,2019-08-06,17.543363571166992,19.234468460083008,18.99917984008789,-0.08792054183485964,-0.07662521651851284
127,127,127,127,2019-08-07,17.46248435974121,18.93301010131836,18.45509147644043,-0.07766993910148245,-0.053785001172514946
128,128,128,128,2019-08-08,17.4110164642334,19.080060958862305,18.580081939697266,-0.08747584707551304,-0.06292036166784065
129,129,129,129,2019-08-09,16.7786922454834,17.874229431152344,19.006534576416016,-0.06129143580083929,-0.11721454650112828
130,130,130,130,2019-08-12,16.212539672851562,17.763940811157227,19.271228790283203,-0.08733428887194084,-0.15871790796100504
131,131,131,131,2019-08-13,16.668399810791016,17.477188110351562,19.41093063354492,-0.04627679775795912,-0.1412879616402528
132,132,132,132,2019-08-14,15.330223083496094,17.543363571166992,19.234468460083008,-0.1261525749433966,-0.20298171403537002
133,133,133,133,2019-08-15,14.477319717407228,17.46248435974121,18.93301010131836,-0.1709473051392455,-0.2353397774610002
134,134,134,134,2019-08-16,14.969945907592772,17.4110164642334,19.080060958862305,-0.14020264478269828,-0.21541414674361758
135,135,135,135,2019-08-19,14.874359130859377,16.7786922454834,17.874229431152344,-0.11349711209684077,-0.16783214693801585
136,136,136,136,2019-08-20,14.646430015563965,16.212539672851562,17.763940811157227,-0.096598663065115,-0.17549657639228378
137,137,137,137,2019-08-21,14.947887420654297,16.668399810791016,17.477188110351562,-0.10322000969900358,-0.1447201159435474
138,138,138,138,2019-08-22,14.425493240356444,15.330223083496094,17.543363571166992,-0.0590160911691916,-0.17772363424850046
139,139,139,139,2019-08-23,13.082198143005373,14.477319717407228,17.46248435974121,-0.0963660126069047,-0.2508398075839853
140,140,140,140,2019-08-26,12.626973152160645,14.969945907592772,17.4110164642334,-0.1565117716453317,-0.27477105210372876
141,141,141,141,2019-08-27,12.052339553833008,14.874359130859377,16.7786922454834,-0.18972377580769928,-0.2816877872542577
142,142,142,142,2019-08-28,12.440403938293455,14.646430015563965,16.212539672851562,-0.1506186883033125,-0.23266778744570626
143,143,143,143,2019-08-29,12.39562702178955,14.947887420654297,16.668399810791016,-0.1707438868811757,-0.25633971092025876
144,144,144,144,2019-08-30,12.32099723815918,14.425493240356444,15.330223083496094,-0.14588728212840385,-0.19629367615507998
145,145,145,145,2019-09-03,11.835919380187988,13.082198143005373,14.477319717407228,-0.09526524129920244,-0.1824509224620684
146,146,146,146,2019-09-04,12.029953002929688,12.626973152160645,14.969945907592772,-0.04728133512573429,-0.19639302124478064
147,147,147,147,2019-09-05,12.552343368530272,12.052339553833008,14.874359130859377,0.04148603783223548,-0.15610862571629658
148,148,148,148,2019-09-06,12.47025203704834,12.440403938293455,14.646430015563965,0.002399286944614998,-0.14858077881115872
149,149,149,149,2019-09-09,13.335932731628418,12.39562702178955,14.947887420654297,0.07585785762882002,-0.10783829471437911
150,150,150,150,2019-09-10,13.84340000152588,12.32099723815918,14.425493240356444,0.12356165121534879,-0.040351704384160136
151,151,151,151,2019-09-11,13.9180269241333,11.835919380187988,13.082198143005373,0.175914306025988,0.06389054591523813
152,152,152,152,2019-09-12,14.186684608459473,12.029953002929688,12.626973152160645,0.17928013559193046,0.12352219629388705
153,153,153,153,2019-09-13,14.082207679748535,12.552343368530272,12.052339553833008,0.1218787812205453,0.16842108678144307
154,154,154,154,2019-09-16,14.507583618164062,12.47025203704834,12.440403938293455,0.16337533315789754,0.1661666044064305
155,155,155,155,2019-09-17,14.447881698608398,13.335932731628418,12.39562702178955,0.08337991720240212,0.16556279671946483
156,156,156,156,2019-09-18,14.149374008178713,13.84340000152588,12.32099723815918,0.02210251864564383,0.1483951935608665
157,157,157,157,2019-09-19,14.067279815673828,13.9180269241333,11.835919380187988,0.010723710505382789,0.18852447062294875
158,158,158,158,2019-09-20,14.082207679748535,14.186684608459473,12.029953002929688,-0.00736443584913693,0.17059540268520212
159,159,159,159,2019-09-23,13.82101058959961,14.082207679748535,12.552343368530272,-0.018548021452953756,0.10107014951885307
160,160,160,160,2019-09-24,13.753847122192385,14.507583618164062,12.47025203704834,-0.05195465460064419,0.10293256955276964
161,161,161,161,2019-09-25,13.828474044799805,14.447881698608398,13.335932731628418,-0.04287186639050722,0.036933398141941964
162,162,162,162,2019-09-26,14.17922306060791,14.149374008178713,13.84340000152588,0.0021095669965289776,0.02425871238604782
163,163,163,163,2019-09-27,14.134446144104004,14.067279815673828,13.9180269241333,0.004774649350142157,0.015549561812920443
164,164,164,164,2019-09-30,14.619526863098145,14.082207679748535,14.186684608459473,0.038155891147829246,0.030510458686067388
165,165,165,165,2019-10-01,14.24638843536377,13.82101058959961,14.082207679748535,0.03077762244710658,0.01165873699273301
166,166,166,166,2019-10-02,13.544888496398926,13.753847122192385,14.507583618164062,-0.015192740179312825,-0.06635806121150356
167,167,167,167,2019-10-03,13.85086154937744,13.828474044799805,14.447881698608398,0.001618942517092492,-0.04132233096070148
168,168,168,168,2019-10-04,13.776233673095703,14.17922306060791,14.149374008178713,-0.02842111911136902,-0.026371508369721797
169,169,169,169,2019-10-07,13.783697128295898,14.134446144104004,14.067279815673828,-0.024815193480673847,-0.020159027977957766
170,170,170,170,2019-10-08,13.209065437316896,14.619526863098145,14.082207679748535,-0.0964779119727508,-0.06200322153232374
171,171,171,171,2019-10-09,12.821002960205078,14.24638843536377,13.82101058959961,-0.10005240848413632,-0.07235416129027805
172,172,172,172,2019-10-10,12.567267417907717,13.544888496398926,13.753847122192385,-0.07217638437932672,-0.08627256750368217
173,173,173,173,2019-10-11,13.059809684753418,13.85086154937744,13.828474044799805,-0.05711210539531941,-0.05558562409389223
174,174,174,174,2019-10-14,13.044885635375977,13.776233673095703,14.17922306060791,-0.05308766206165716,-0.07999997040622764
175,175,175,175,2019-10-15,13.35085678100586,13.783697128295898,14.134446144104004,-0.03140234026192301,-0.055438278593251344
176,176,176,176,2019-10-16,13.291155815124512,13.209065437316896,14.619526863098145,0.006214699911751609,-0.09086279333202218
177,177,177,177,2019-10-17,13.507576942443848,12.821002960205078,14.24638843536377,0.05355072332249011,-0.0518595640061289
178,178,178,178,2019-10-18,12.171745300292969,12.567267417907717,13.544888496398926,-0.03147240402087326,-0.10137722407024785
179,179,179,179,2019-10-21,12.388163566589355,13.059809684753418,13.85086154937744,-0.0514284767065305,-0.1056033935198658
180,180,180,180,2019-10-22,13.231452941894531,13.044885635375977,13.776233673095703,0.014301950337733071,-0.03954496883027625
181,181,181,181,2019-10-23,13.156827926635742,13.35085678100586,13.783697128295898,-0.014533063873935048,-0.04547903191904057
182,182,182,182,2019-10-24,13.089661598205566,13.291155815124512,13.209065437316896,-0.015160022177277965,-0.00903953725401363
183,183,183,183,2019-10-25,13.253843307495115,13.507576942443848,12.821002960205078,-0.018784541152709888,0.03376025640377156
184,184,184,184,2019-10-28,13.395636558532717,12.171745300292969,12.567267417907717,0.10055182950716923,0.06591481768300844
185,185,185,185,2019-10-29,13.246378898620604,12.388163566589355,13.059809684753418,0.06927704234918552,0.014285752883902658
186,186,186,186,2019-10-30,12.582195281982422,13.231452941894531,13.044885635375977,-0.049069264181590744,-0.035469100023291955
187,187,187,187,2019-10-31,12.716525077819824,13.156827926635742,13.35085678100586,-0.033465729830252866,-0.047512434114977076
188,188,188,188,2019-11-01,13.089661598205566,13.089661598205566,13.291155815124512,0.0,-0.015160022177277965
189,189,189,189,2019-11-04,13.074737548828123,13.253843307495115,13.507576942443848,-0.01351349601105567,-0.03204419234182898
190,190,190,190,2019-11-05,13.253843307495115,13.395636558532717,12.171745300292969,-0.010585032702106423,0.08890245240147276
191,191,191,191,2019-11-06,13.395636558532717,13.246378898620604,12.388163566589355,0.01126780843688957,0.0813254512283399
192,192,192,192,2019-11-07,13.492650985717772,12.582195281982422,13.231452941894531,0.07236064004181464,0.01974069249766308
193,193,193,193,2019-11-08,13.246378898620604,12.716525077819824,13.156827926635742,0.04166655729912816,0.0068064257193458655
194,194,194,194,2019-11-11,13.067275047302246,13.089661598205566,13.089661598205566,-0.001710246726805309,-0.001710246726805309
195,195,195,195,2019-11-12,13.082198143005373,13.074737548828123,13.253843307495115,0.0005706113908128252,-0.012950595574996449
196,196,196,196,2019-11-13,12.82846736907959,13.253843307495115,13.395636558532717,-0.03209453503761983,-0.04233984603679419
197,197,197,197,2019-11-14,13.119513511657717,13.395636558532717,13.246378898620604,-0.02061290970895413,-0.00957736358999195
198,198,198,198,2019-11-15,13.485187530517578,13.492650985717772,12.582195281982422,-0.000553149652213869,0.07176746412672763
199,199,199,199,2019-11-18,13.335932731628418,13.246378898620604,12.716525077819824,0.006760627466057212,0.048708876836877746
200,200,200,200,2019-11-19,12.821002960205078,13.067275047302246,13.089661598205566,-0.018846476117299726,-0.02052449072001361
201,201,201,201,2019-11-20,11.858306884765623,13.082198143005373,13.074737548828123,-0.09355394597001454,-0.09303671752642773
202,202,202,202,2019-11-21,13.06011199951172,12.82846736907959,13.253843307495115,0.018057077573464753,-0.014616990973013722
203,203,203,203,2019-11-22,13.699045181274414,13.119513511657717,13.395636558532717,0.04417325910002212,0.022649809989689018
204,204,204,204,2019-11-25,14.581384658813477,13.485187530517578,13.492650985717772,0.0812889791717879,0.0806908645490163
205,205,205,205,2019-11-26,14.51292610168457,13.335932731628418,13.246378898620604,0.08825729656424519,0.0956145987335344
206,206,206,206,2019-11-27,14.66505241394043,12.821002960205078,13.067275047302246,0.14383035862787574,0.12227318709175306
207,207,207,207,2019-11-29,14.558563232421877,11.858306884765623,13.082198143005373,0.22771010852529683,0.11285298336548033
208,208,208,208,2019-12-02,13.81314182281494,13.06011199951172,12.82846736907959,0.05765875693342992,0.07675698315363122
209,209,209,209,2019-12-03,13.18181324005127,13.699045181274414,13.119513511657717,-0.03775678774533586,0.004748630986826985
210,210,210,210,2019-12-04,14.223884582519531,14.581384658813477,13.485187530517578,-0.02451756706643493,0.054778404106746725
211,211,211,211,2019-12-05,13.744683265686035,14.51292610168457,13.335932731628418,-0.05293507529879604,0.03065031462615253
212,212,212,212,2019-12-06,13.554525375366213,14.66505241394043,12.821002960205078,-0.07572608724661378,0.05721256109509554
213,213,213,213,2019-12-09,13.227452278137209,14.558563232421877,11.858306884765623,-0.09143147802664264,0.115458758714579
214,214,214,214,2019-12-10,13.56213092803955,13.81314182281494,13.06011199951172,-0.018171890073610752,0.03843909826704395
215,215,215,215,2019-12-11,13.158994674682615,13.18181324005127,13.699045181274414,-0.001731064228654322,-0.039422492549335275
216,216,216,216,2019-12-12,14.056544303894045,14.223884582519531,14.581384658813477,-0.01176473822285784,-0.03599386253089487
217,217,217,217,2019-12-13,13.463248252868652,13.744683265686035,14.51292610168457,-0.020475918388020875,-0.07232709940513493
218,218,218,218,2019-12-16,13.600165367126465,13.554525375366213,14.66505241394043,0.0033671405302908575,-0.07261392709389125
219,219,219,219,2019-12-17,13.622980117797852,13.227452278137209,14.558563232421877,0.02990204246016326,-0.06426342350462744
220,220,220,220,2019-12-18,14.071757316589355,13.56213092803955,13.81314182281494,0.0375771618231584,0.01872242369561894
221,221,221,221,2019-12-19,13.995692253112791,13.158994674682615,13.18181324005127,0.06358370066369501,0.061742568965296396
222,222,222,222,2019-12-20,14.056544303894045,14.056544303894045,14.223884582519531,0.0,-0.01176473822285784
223,223,223,223,2019-12-23,13.896810531616213,13.463248252868652,13.744683265686035,0.03220339331224764,0.011068080870948016
224,224,224,224,2019-12-24,13.858779907226562,13.600165367126465,13.554525375366213,0.019015543790754652,0.022446712329248886
225,225,225,225,2019-12-26,13.98808765411377,13.622980117797852,13.227452278137209,0.026800856579018317,0.05750429939057611
226,226,226,226,2019-12-27,13.851171493530272,14.071757316589355,13.56213092803955,-0.015675783635000107,0.021312326729801212
227,227,227,227,2019-12-30,13.744683265686035,13.995692253112791,13.158994674682615,-0.017934731836571238,0.04450861220654345
228,228,228,228,2019-12-31,13.782715797424316,14.056544303894045,14.056544303894045,-0.01948049965551424,-0.01948049965551424
229,229,229,229,2020-01-02,13.30351448059082,13.896810531616213,13.463248252868652,-0.04269296538767675,-0.01186443043147456
230,230,230,230,2020-01-03,14.34558391571045,13.858779907226562,13.600165367126465,0.03512603647237711,0.05480952094786784
231,231,231,231,2020-01-06,13.81314182281494,13.98808765411377,13.622980117797852,-0.01250677259284827,0.013958891767642756
232,232,232,232,2020-01-07,13.70665168762207,13.851171493530272,14.071757316589355,-0.010433760492800537,-0.025945986755816053
233,233,233,233,2020-01-08,13.805534362792969,13.744683265686035,13.995692253112791,0.004427246225371384,-0.013586887085026422
234,234,234,234,2020-01-09,14.421649932861328,13.782715797424316,14.056544303894045,0.046357636972853555,0.025974067386259403
235,235,235,235,2020-01-10,14.763935089111328,13.30351448059082,13.896810531616213,0.10977705257142323,0.062397379277953524
236,236,236,236,2020-01-13,15.357233047485352,14.34558391571045,13.858779907226562,0.07051989920514856,0.1081230202290342
237,237,237,237,2020-01-14,15.235528945922852,13.81314182281494,13.98808765411377,0.10297346840807631,0.0891788300627514
238,238,238,238,2020-01-15,15.052974700927734,13.70665168762207,13.851171493530272,0.09822406259301641,0.08676545575649053
239,239,239,239,2020-01-16,15.425688743591309,13.805534362792969,13.744683265686035,0.11735542704995083,0.12230223464675594
240,240,240,240,2020-01-17,15.334412574768066,14.421649932861328,13.782715797424316,0.06329113840344358,0.11258280299400258
241,241,241,241,2020-01-21,15.433298110961914,14.763935089111328,13.30351448059082,0.04533771097004169,0.1600918038220911
242,242,242,242,2020-01-22,15.197498321533203,15.357233047485352,14.34558391571045,-0.010401269907036048,0.05938513279266289
