,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FDX,FDX_6m,FDX_12m,FDX_6m_ret,FDX_12m_ret
244,244,244,244,2020-01-24,144.0422821044922,148.79165649414062,144.72479248046875,-0.03191962843585561,-0.0047159188434743315
245,245,245,245,2020-01-27,138.8254852294922,149.1562957763672,146.90313720703125,-0.06926164593390127,-0.05498624557047538
246,246,246,246,2020-01-28,138.74131774902344,149.56764221191406,147.7632598876953,-0.07238413538371757,-0.06105673457345784
247,247,247,247,2020-01-29,138.42344665527344,147.2771453857422,146.43569946289062,-0.06011590398007449,-0.05471516055856063
248,248,248,248,2020-01-30,138.61045837402344,145.41664123535156,148.91323852539062,-0.046804704079999815,-0.06918646222048619
249,249,249,249,2020-01-31,135.22604370117188,144.79959106445312,151.57774353027344,-0.06611584530663406,-0.10787665423872583
250,250,250,250,2020-02-03,134.47811889648438,144.0422821044922,148.79165649414062,-0.06639830380547362,-0.09619852305508747
251,251,251,251,2020-02-04,137.9092559814453,138.8254852294922,149.1562957763672,-0.00659986346550312,-0.07540439199284465
252,252,252,252,2020-02-05,140.19046020507812,138.74131774902344,149.56764221191406,0.01044492354235893,-0.06269525860112124
253,253,253,253,2020-02-06,138.95639038085938,138.42344665527344,147.2771453857422,0.0038500972086987773,-0.05649725884548773
254,254,254,254,2020-02-07,145.52883911132812,138.61045837402344,145.41664123535156,0.04991240068362135,0.0007715614597023635
255,255,255,255,2020-02-10,146.575927734375,135.22604370117188,144.79959106445312,0.08393267836988993,0.012267553083980642
256,256,256,256,2020-02-11,147.71653747558594,134.47811889648438,144.0422821044922,0.09844291909892,0.025508172443618582
257,257,257,257,2020-02-12,148.19334411621094,137.9092559814453,138.8254852294922,0.07457141336582418,0.0674793887536771
258,258,258,258,2020-02-13,150.96070861816406,140.19046020507812,138.74131774902344,0.07682582964155071,0.08807319310059403
259,259,259,259,2020-02-14,148.29617309570312,138.95639038085938,138.42344665527344,0.06721376893315067,0.07132264568600499
260,260,260,260,2020-02-18,148.2494354248047,145.52883911132812,138.61045837402344,0.018694551060050246,0.0695400416667813
261,261,261,261,2020-02-19,150.6521453857422,146.575927734375,135.22604370117188,0.0278095981678117,0.11407641059631635
262,262,262,262,2020-02-20,154.17678833007812,147.71653747558594,134.47811889648438,0.043734106992319166,0.14648233924774745
263,263,263,263,2020-02-21,152.62486267089844,148.19334411621094,137.9092559814453,0.02990362746124675,0.10670499659162114
264,264,264,264,2020-02-24,144.77154541015625,150.96070861816406,140.19046020507812,-0.04099850394623228,0.03267758161558687
265,265,265,265,2020-02-25,136.1235809326172,148.29617309570312,138.95639038085938,-0.08208298237898792,-0.02038632005680252
266,266,266,266,2020-02-26,135.1232452392578,148.2494354248047,145.52883911132812,-0.0885412490640125,-0.0715019369055101
267,267,267,267,2020-02-27,129.72874450683594,150.6521453857422,146.575927734375,-0.13888551553867523,-0.11493826774932336
268,268,268,268,2020-02-28,131.9818878173828,154.17678833007812,147.71653747558594,-0.14395747085597677,-0.10651921529641661
269,269,269,269,2020-03-02,130.65431213378906,152.62486267089844,148.19334411621094,-0.1439513205950198,-0.11835235979740111
270,270,270,270,2020-03-03,124.42781066894533,144.77154541015625,150.96070861816406,-0.14052301979352733,-0.17576029015821815
271,271,271,271,2020-03-04,127.53173828125,136.1235809326172,148.29617309570312,-0.06311795937560771,-0.14002003140736996
272,272,272,272,2020-03-05,121.47345733642578,135.1232452392578,148.2494354248047,-0.10101731851290907,-0.18061436801869146
273,273,273,273,2020-03-06,119.97007751464844,129.72874450683594,150.6521453857422,-0.07522362934510074,-0.20366167234149135
274,274,274,274,2020-03-09,108.71348571777344,131.9818878173828,154.17678833007812,-0.17629996421785377,-0.294877738113029
275,275,275,275,2020-03-10,113.38337707519533,130.65431213378906,152.62486267089844,-0.13218802178460387,-0.2571107020768867
276,276,276,276,2020-03-11,104.30669403076172,124.42781066894533,144.77154541015625,-0.16170915915026574,-0.2795083195717255
277,277,277,277,2020-03-12,91.14269256591795,127.53173828125,136.1235809326172,-0.2853332527710245,-0.33044155948972065
278,278,278,278,2020-03-13,100.1911849975586,121.47345733642578,135.1232452392578,-0.17520100938532646,-0.2585199917293749
279,279,279,279,2020-03-16,85.02579498291016,119.97007751464844,129.72874450683594,-0.2912749850267585,-0.3445878528607066
280,280,280,280,2020-03-17,89.22586822509766,108.71348571777344,131.9818878173828,-0.1792566705410107,-0.32395369015667264
281,281,281,281,2020-03-18,93.66085815429688,113.38337707519533,130.65431213378906,-0.173945418011483,-0.28313993909065294
282,282,282,282,2020-03-19,104.9362335205078,104.30669403076172,124.42781066894533,0.0060354658499715,-0.15664968340797325
283,283,283,283,2020-03-20,104.35367584228516,91.14269256591795,127.53173828125,0.1449483541076264,-0.1817434840247334
284,284,284,284,2020-03-23,105.01139831542967,100.1911849975586,121.47345733642578,0.048110153782376486,-0.1355198031073056
285,285,285,285,2020-03-24,112.79141998291016,85.02579498291016,119.97007751464844,0.3265553118977691,-0.059837066712420506
286,286,286,286,2020-03-25,111.16588592529295,89.22586822509766,108.71348571777344,0.24589301439853029,0.022558380787146337
287,287,287,287,2020-03-26,118.0156707763672,93.66085815429688,113.38337707519533,0.2600319183702995,0.04085513962156684
288,288,288,288,2020-03-27,113.2988052368164,104.9362335205078,104.30669403076172,0.07969193705312771,0.08620838086770122
289,289,289,289,2020-03-30,116.8035659790039,104.35367584228516,91.14269256591795,0.11930475890025072,0.28154614144767565
290,290,290,290,2020-03-31,113.937744140625,105.01139831542967,100.1911849975586,0.08500358978539335,0.13720327934439913
291,291,291,291,2020-04-01,106.62754821777344,112.79141998291016,85.02579498291016,-0.05464841001266452,0.2540611733087017
292,292,292,292,2020-04-02,109.59671020507812,111.16588592529295,89.22586822509766,-0.014115622856362253,0.2283064584879042
293,293,293,293,2020-04-03,102.62478637695312,118.0156707763672,93.66085815429688,-0.13041390434138955,0.09570623630085762
294,294,294,294,2020-04-06,111.83299255371094,113.2988052368164,104.9362335205078,-0.012937582881316634,0.06572333313121348
295,295,295,295,2020-04-07,108.94837951660156,116.8035659790039,104.35367584228516,-0.06725125552942757,0.044030108544145685
296,296,296,296,2020-04-08,117.95931243896484,113.937744140625,105.01139831542967,0.035296190289464624,0.12330008295521089
297,297,297,297,2020-04-09,114.90555572509766,106.62754821777344,112.79141998291016,0.07763479181212563,0.018743763865264107
298,298,298,298,2020-04-13,116.07068634033205,109.59671020507812,111.16588592529295,0.05907089841601798,0.044121453035828484
299,299,299,299,2020-04-14,117.52709197998048,102.62478637695312,118.0156707763672,0.14521156271438573,-0.0041399484761015515
300,300,300,300,2020-04-15,112.6598663330078,111.83299255371094,113.2988052368164,0.007393826816355142,-0.0056394143122083795
301,301,301,301,2020-04-16,111.88938903808594,108.94837951660156,116.8035659790039,0.026994522860583015,-0.042072148223636585
302,302,302,302,2020-04-17,117.31096649169922,117.95931243896484,113.937744140625,-0.005496352376596736,0.029605837613485564
303,303,303,303,2020-04-20,115.2344207763672,114.90555572509766,106.62754821777344,0.0028620465668025563,0.08071903276829828
304,304,304,304,2020-04-21,113.2048568725586,116.07068634033205,109.59671020507812,-0.02469038099223886,0.03292203443633368
305,305,305,305,2020-04-22,111.38198852539062,117.52709197998048,102.62478637695312,-0.05228669705906286,0.08533223266620249
306,306,306,306,2020-04-23,113.58068084716795,112.6598663330078,111.83299255371094,0.008173403219193798,0.015627662763451955
307,307,307,307,2020-04-24,115.6290512084961,111.88938903808594,108.94837951660156,0.033422849141997,0.06131960586780938
308,308,308,308,2020-04-27,119.60363006591795,117.31096649169922,117.95931243896484,0.019543471874651663,0.01393970168996983
309,309,309,309,2020-04-28,120.02645111083984,115.2344207763672,114.90555572509766,0.04158506028135833,0.044566125227169406
310,310,310,310,2020-04-29,121.66138458251952,113.2048568725586,116.07068634033205,0.07470110332351676,0.04816632362967965
311,311,311,311,2020-04-30,119.1150131225586,111.38198852539062,117.52709197998048,0.06942796317023148,0.013511107233459052
312,312,312,312,2020-05-01,111.06253051757812,113.58068084716795,112.6598663330078,-0.022170586677308313,-0.014178392602634204
313,313,313,313,2020-05-04,108.85443115234376,115.6290512084961,111.88938903808594,-0.05858925577393781,-0.027124626489015036
314,314,314,314,2020-05-05,110.56453704833984,119.60363006591795,117.31096649169922,-0.07557540697214904,-0.057508940938072906
315,315,315,315,2020-05-06,108.1685028076172,120.02645111083984,115.2344207763672,-0.09879445900031048,-0.061317772251944236
316,316,316,316,2020-05-07,109.69068908691406,121.66138458251952,113.2048568725586,-0.09839354974203884,-0.031042553144169704
317,317,317,317,2020-05-08,113.1672592163086,119.1150131225586,111.38198852539062,-0.04993286530666208,0.01602836073007441
318,318,318,318,2020-05-11,110.46117401123048,111.06253051757812,113.58068084716795,-0.0054145759469478305,-0.027465118298903524
319,319,319,319,2020-05-12,106.30807495117188,108.85443115234376,115.6290512084961,-0.02339230635093037,-0.08061102430493128
320,320,320,320,2020-05-13,102.73753356933594,110.56453704833984,119.60363006591795,-0.07079126533656865,-0.14101659362083319
321,321,321,321,2020-05-14,102.52141571044922,108.1685028076172,120.02645111083984,-0.05220639049808795,-0.14584314739278093
322,322,322,322,2020-05-15,101.02742767333984,109.69068908691406,121.66138458251952,-0.07897900437757144,-0.16960152952380902
323,323,323,323,2020-05-18,111.99275207519533,113.1672592163086,119.1150131225586,-0.01037850655080641,-0.059793143287782735
324,324,324,324,2020-05-19,107.8584442138672,110.46117401123048,111.06253051757812,-0.023562394847429946,-0.0288493904179844
325,325,325,325,2020-05-20,109.9443817138672,106.30807495117188,108.85443115234376,0.03420536741320457,0.010012918628898415
326,326,326,326,2020-05-21,108.7792510986328,102.73753356933594,110.56453704833984,0.05880730556198732,-0.016147003346348776
327,327,327,327,2020-05-22,109.93499755859376,102.52141571044922,108.1685028076172,0.07231251926019722,0.016330953143711024
328,328,328,328,2020-05-26,117.27337646484376,101.02742767333984,109.69068908691406,0.1608073091203832,0.0691279035718475
329,329,329,329,2020-05-27,122.5540008544922,111.99275207519533,113.1672592163086,0.09430296678668748,0.08294573627732493
330,330,330,330,2020-05-28,123.23054504394533,107.8584442138672,110.46117401123048,0.14252106955666388,0.11560053699426187
331,331,331,331,2020-05-29,122.67616271972656,109.9443817138672,106.30807495117188,0.1158020155954318,0.15396843349926792
332,332,332,332,2020-06-01,121.87750244140624,108.7792510986328,102.73753356933594,0.12041130280348167,0.18629967264255032
333,333,333,333,2020-06-02,126.09635162353516,109.93499755859376,102.52141571044922,0.14700827237775327,0.22995133016567504
334,334,334,334,2020-06-03,129.7421112060547,117.27337646484376,101.02742767333984,0.10632195573348069,0.2842266124557813
335,335,335,335,2020-06-04,130.80384826660156,122.5540008544922,111.99275207519533,0.06731601869044135,0.16796708575190555
336,336,336,336,2020-06-05,133.62271118164062,123.23054504394533,107.8584442138672,0.0843310896173457,0.2388711162631525
337,337,337,337,2020-06-08,140.3597412109375,122.67616271972656,109.9443817138672,0.14414844823286432,0.2766431446786155
338,338,338,338,2020-06-09,135.9529266357422,121.87750244140624,108.7792510986328,0.11548828875208406,0.24980568686274873
339,339,339,339,2020-06-10,131.92198181152344,126.09635162353516,109.93499755859376,0.04619983142241013,0.1999998612017153
340,340,340,340,2020-06-11,121.03185272216795,129.7421112060547,117.27337646484376,-0.06713516839612099,0.03204884493498761
341,341,341,341,2020-06-12,124.70573425292967,130.80384826660156,122.5540008544922,-0.046620295155558766,0.017557430874837188
342,342,342,342,2020-06-15,125.60777282714844,133.62271118164062,123.23054504394533,-0.059981857003313155,0.019290897255671124
343,343,343,343,2020-06-16,127.35545349121094,140.3597412109375,122.67616271972656,-0.09264969860683392,0.03814343934261277
344,344,344,344,2020-06-17,127.46820831298828,135.9529266357422,121.87750244140624,-0.062409236290197456,0.04587151656040733
345,345,345,345,2020-06-18,130.03335571289062,131.92198181152344,126.09635162353516,-0.01431623504057944,0.031222188736352408
346,346,346,346,2020-06-19,129.31927490234375,121.03185272216795,129.7421112060547,0.06847306716191315,-0.0032590521287216845
347,347,347,347,2020-06-22,129.08438110351562,124.70573425292967,130.80384826660156,0.03511183248161731,-0.013145386667687053
348,348,348,348,2020-06-23,130.6722869873047,125.60777282714844,133.62271118164062,0.04032006973904112,-0.02208025992172291
349,349,349,349,2020-06-24,126.93262481689452,127.35545349121094,140.3597412109375,-0.0033200672819684307,-0.09566216265577354
350,350,350,350,2020-06-25,127.89104461669922,127.46820831298828,135.9529266357422,0.0033171902963655686,-0.059299069306857355
351,351,351,351,2020-06-26,122.81165313720705,130.03335571289062,131.92198181152344,-0.05553730837823534,-0.06905845825855084
352,352,352,352,2020-06-29,127.0318374633789,129.31927490234375,121.03185272216795,-0.017688294654390924,0.04957360071967232
353,353,353,353,2020-06-30,132.3850860595703,129.08438110351562,124.70573425292967,0.025570134262856925,0.061579781015244084
354,354,354,354,2020-07-01,147.906494140625,130.6722869873047,125.60777282714844,0.13188876961336637,0.1775266037410146
355,355,355,355,2020-07-02,146.79237365722656,126.93262481689452,127.35545349121094,0.1564589786824353,0.15261945706437308
356,356,356,356,2020-07-06,147.53826904296875,127.89104461669922,127.46820831298828,0.15362470832225972,0.15745150101035388
357,357,357,357,2020-07-07,149.68141174316406,122.81165313720705,130.03335571289062,0.2187883471932237,0.15110012290735386
358,358,358,358,2020-07-08,149.7003173828125,127.0318374633789,129.31927490234375,0.1784472331667919,0.15760251127188596
359,359,359,359,2020-07-09,147.03787231445312,132.3850860595703,129.08438110351562,0.11068305872679174,0.1390833736619166
360,360,360,360,2020-07-10,149.7285919189453,147.906494140625,130.6722869873047,0.012319254735278395,0.14583279569823415
361,361,361,361,2020-07-13,147.50047302246094,146.79237365722656,126.93262481689452,0.004823815758220773,0.16203752372753955
362,362,362,362,2020-07-14,149.64364624023438,147.53826904296875,127.89104461669922,0.014270041331801542,0.17008698059140603
363,363,363,363,2020-07-15,152.23995971679688,149.68141174316406,122.81165313720705,0.0170932913034183,0.23962145144900937
364,364,364,364,2020-07-16,156.81900024414062,149.7003173828125,127.0318374633789,0.04755289090753423,0.23448580588585788
365,365,365,365,2020-07-17,156.70567321777344,147.03787231445312,132.3850860595703,0.06575041348969535,0.18371092909407793
366,366,366,366,2020-07-20,154.9590606689453,149.7285919189453,147.906494140625,0.03493299898813906,0.047682602236619465
367,367,367,367,2020-07-21,156.25250244140625,147.50047302246094,146.79237365722656,0.059335602385577335,0.06444564215760917
368,368,368,368,2020-07-22,155.91262817382812,149.64364624023438,147.53826904296875,0.04189273711982189,0.0567605895418255
369,369,369,369,2020-07-23,156.7151641845703,152.23995971679688,149.68141174316406,0.029395728139303134,0.046991489186882784
370,370,370,370,2020-07-24,155.8181915283203,156.81900024414062,149.7003173828125,-0.006381935315632803,0.04086747611805808
371,371,371,371,2020-07-27,161.10533142089844,156.70567321777344,147.03787231445312,0.028075934411199155,0.09567235219754022
372,372,372,372,2020-07-28,157.60260009765625,154.9590606689453,149.7285919189453,0.0170595989501936,0.05258854089119791
373,373,373,373,2020-07-29,160.07623291015625,156.25250244140625,147.50047302246094,0.0244714830739039,0.08525911564893973
374,374,374,374,2020-07-30,163.05966186523438,155.91262817382812,149.64364624023438,0.04583999240547709,0.08965309227671625
375,375,375,375,2020-07-31,158.99049377441406,156.7151641845703,152.23995971679688,0.014518885914345914,0.044341407276872635
376,376,376,376,2020-08-03,159.76466369628906,155.8181915283203,156.81900024414062,0.02532741606907596,0.018783842822378327
377,377,377,377,2020-08-04,161.1241912841797,161.10533142089844,156.70567321777344,0.0001170654199640353,0.028196286552215843
378,378,378,378,2020-08-05,162.10610961914062,157.60260009765625,154.9590606689453,0.028575096595448546,0.04612217523352369
379,379,379,379,2020-08-06,162.61595153808594,160.07623291015625,156.25250244140625,0.015865682130058012,0.040725421975663645
380,380,380,380,2020-08-07,173.27505493164062,163.05966186523438,155.91262817382812,0.06264819238279218,0.11135997745131343
381,381,381,381,2020-08-10,188.8059234619141,158.99049377441406,156.7151641845703,0.18752963765119235,0.20477124498015442
382,382,382,382,2020-08-11,185.47317504882807,159.76466369628906,155.8181915283203,0.16091487790698578,0.19031785204051666
383,383,383,383,2020-08-12,190.6752777099609,161.1241912841797,161.10533142089844,0.18340564623012479,0.18354418210908863
384,384,384,384,2020-08-13,192.46913146972656,162.10610961914062,157.60260009765625,0.18730337753414839,0.22123068623528908
385,385,385,385,2020-08-14,196.9442596435547,162.61595153808594,160.07623291015625,0.2111004964812988,0.23031543198602655
386,386,386,386,2020-08-17,195.09376525878903,173.27505493164062,163.05966186523438,0.12591951181753314,0.19645633400141738
387,387,387,387,2020-08-18,195.40533447265625,188.8059234619141,158.99049377441406,0.034953410834450915,0.22903784895410095
388,388,388,388,2020-08-19,196.2645263671875,185.47317504882807,159.76466369628906,0.05818281439091377,0.22846017277189845
389,389,389,389,2020-08-20,197.1519775390625,190.6752777099609,161.1241912841797,0.03396717134432814,0.2236025885854689
390,390,390,390,2020-08-21,198.7286529541016,192.46913146972656,162.10610961914062,0.032522209855555984,0.22591710714052438
391,391,391,391,2020-08-24,205.2525177001953,196.9442596435547,162.61595153808594,0.042185835076775424,0.2621917822872595
392,392,392,392,2020-08-25,202.3352203369141,195.09376525878903,173.27505493164062,0.03711781905751499,0.16771118853050204
393,393,393,393,2020-08-26,203.713623046875,195.40533447265625,188.8059234619141,0.042518228054727825,0.07895779598232822
394,394,394,394,2020-08-27,206.017318725586,196.2645263671875,185.47317504882807,0.04969207904719464,0.11076611845000994
395,395,395,395,2020-08-28,209.5011138916016,197.1519775390625,190.6752777099609,0.06263764891778623,0.09873244401551085
396,396,396,396,2020-08-31,207.55621337890625,198.7286529541016,192.46913146972656,0.04442016937961868,0.07838702130555797
397,397,397,397,2020-09-01,212.86219787597656,205.2525177001953,196.9442596435547,0.03707472269303125,0.08082458590685215
398,398,398,398,2020-09-02,215.17530822753903,202.3352203369141,195.09376525878903,0.0634594801105044,0.1029327766682453
399,399,399,399,2020-09-03,209.21978759765625,203.713623046875,195.40533447265625,0.02702894616681717,0.07069639711874443
400,400,400,400,2020-09-04,214.09591674804688,206.017318725586,196.2645263671875,0.03921319854289296,0.09085386295177433
401,401,401,401,2020-09-08,209.2955474853516,209.5011138916016,197.1519775390625,-0.0009812186791348099,0.061594969007516154
402,402,402,402,2020-09-09,213.74560546875,207.55621337890625,198.7286529541016,0.029820317055720524,0.07556510996990817
403,403,403,403,2020-09-10,212.5052490234375,212.86219787597656,205.2525177001953,-0.0016769010942330187,0.03533565095574609
404,404,404,404,2020-09-11,220.4112091064453,215.17530822753903,202.3352203369141,0.024333186377358595,0.08933683784480229
405,405,405,405,2020-09-14,223.7724456787109,209.21978759765625,203.713623046875,0.06955679598069575,0.09846578904161118
406,406,406,406,2020-09-15,224.0849151611328,214.09591674804688,206.017318725586,0.04665665074239245,0.08769940579419333
407,407,407,407,2020-09-16,236.99012756347656,209.2955474853516,209.5011138916016,0.1323228344361378,0.13121177812017804
408,408,408,408,2020-09-17,231.10086059570312,213.74560546875,207.55621337890625,0.08119584535500768,0.11343744826282176
409,409,409,409,2020-09-18,229.8700256347656,212.5052490234375,212.86219787597656,0.0817145773628063,0.07990064900437877
410,410,410,410,2020-09-21,226.0448455810547,220.4112091064453,215.17530822753903,0.025559664127102755,0.05051479857540886
411,411,411,411,2020-09-22,230.4759979248047,223.7724456787109,209.21978759765625,0.029957004875026616,0.10159751413200735
412,412,412,412,2020-09-23,228.58233642578125,224.0849151611328,214.09591674804688,0.02007016519346916,0.06766322262363533
413,413,413,413,2020-09-24,231.23342895507807,236.99012756347656,209.2955474853516,-0.0242908794032215,0.1048177170193354
414,414,414,414,2020-09-25,236.8670349121093,231.10086059570312,213.74560546875,0.02495089936724093,0.10817265408873955
415,415,415,415,2020-09-28,240.90997314453125,229.8700256347656,212.5052490234375,0.04802691207468146,0.13366598825971088
416,416,416,416,2020-09-29,240.0199584960937,226.0448455810547,220.4112091064453,0.0618245148617107,0.0889643928235
417,417,417,417,2020-09-30,238.1452789306641,230.4759979248047,223.7724456787109,0.033275833817461464,0.06422968300837839
418,418,418,418,2020-10-01,240.56912231445312,228.58233642578125,224.0849151611328,0.05243968574345148,0.0735623240924852
419,419,419,419,2020-10-02,241.6295623779297,231.23342895507807,236.99012756347656,0.044959474371118135,0.019576489797915597
420,420,420,420,2020-10-05,245.4263610839844,236.8670349121093,231.10086059570312,0.03613557359322339,0.06198808802076616
421,421,421,421,2020-10-06,245.483154296875,240.90997314453125,229.8700256347656,0.01898294658644173,0.06792155096774866
422,422,422,422,2020-10-07,253.9951019287109,240.0199584960937,226.0448455810547,0.05822492229472109,0.12364916473016363
423,423,423,423,2020-10-08,256.6462097167969,238.1452789306641,230.4759979248047,0.07768758158552158,0.11354853445750357
424,424,424,424,2020-10-09,257.11016845703125,240.56912231445312,228.58233642578125,0.06875797684857066,0.12480330929031669
425,425,425,425,2020-10-12,258.9564208984375,241.6295623779297,231.23342895507807,0.07170835534356956,0.11989179967895214
426,426,426,426,2020-10-13,258.2368469238281,245.4263610839844,236.8670349121093,0.05219686175218974,0.09021859888459449
427,427,427,427,2020-10-14,261.5507202148437,245.483154296875,240.90997314453125,0.06545282491578774,0.08567825898153769
428,428,428,428,2020-10-15,267.1086730957031,253.9951019287109,240.0199584960937,0.051629228545803985,0.11286025866074101
429,429,429,429,2020-10-16,268.7750244140625,256.6462097167969,238.1452789306641,0.04725888884409968,0.12861789921233857
430,430,430,430,2020-10-19,266.97607421875,257.11016845703125,240.56912231445312,0.038372289283329364,0.10976866711006972
431,431,431,431,2020-10-20,272.11724853515625,258.9564208984375,241.6295623779297,0.0508225576761443,0.126175315045024
432,432,432,432,2020-10-21,267.2695617675781,258.2368469238281,245.4263610839844,0.03497841207151353,0.08900103716291108
433,433,433,433,2020-10-22,261.2762451171875,261.5507202148437,245.483154296875,-0.0010494144211521395,0.06433472335626389
434,434,434,434,2020-10-23,268.4815368652344,267.1086730957031,253.9951019287109,0.005139719926051889,0.0570343082465794
435,435,435,435,2020-10-26,262.8573608398437,268.7750244140625,256.6462097167969,-0.022017163191109357,0.02420121898507932
436,436,436,436,2020-10-27,259.8180847167969,266.97607421875,257.11016845703125,-0.026811352001858246,0.010532124326378733
437,437,437,437,2020-10-28,246.1648406982422,272.11724853515625,258.9564208984375,-0.09537215291062717,-0.04939665197648124
438,438,438,438,2020-10-29,252.821029663086,267.2695617675781,258.2368469238281,-0.0540597739934815,-0.020972286973204968
439,439,439,439,2020-10-30,245.67254638671875,261.2762451171875,261.5507202148437,-0.05972107691409212,-0.06070781917588397
440,440,440,440,2020-11-02,252.7831878662109,268.4815368652344,267.1086730957031,-0.05847086984943528,-0.053631673818242076
441,441,441,441,2020-11-03,259.8843688964844,262.8573608398437,268.7750244140625,-0.011310286057276242,-0.03307842883452439
442,442,442,442,2020-11-04,254.7903289794922,259.8180847167969,266.97607421875,-0.01935106150437904,-0.045643585384633645
443,443,443,443,2020-11-05,264.23028564453125,246.1648406982422,272.11724853515625,0.07338759221279023,-0.028983693364097896
444,444,444,444,2020-11-06,264.8930053710937,252.821029663086,267.2695617675781,0.047749096363127075,-0.008891982988138092
445,445,445,445,2020-11-09,249.8480224609375,245.67254638671875,261.2762451171875,0.016996103698319054,-0.04373999883198043
446,446,446,446,2020-11-10,253.0577545166016,252.7831878662109,268.4815368652344,0.0010861744909080873,-0.057448204925818924
447,447,447,447,2020-11-11,253.5690155029297,259.8843688964844,262.8573608398437,-0.024300628084600873,-0.03533606708686887
448,448,448,448,2020-11-12,252.95361328125,254.7903289794922,259.8180847167969,-0.0072087339641138115,-0.026420298814184506
449,449,449,449,2020-11-13,257.45098876953125,264.23028564453125,246.1648406982422,-0.025656774576250485,0.04584792872644239
450,450,450,450,2020-11-16,264.9498291015625,264.8930053710937,252.821029663086,0.00021451578303932628,0.04797385508096208
451,451,451,451,2020-11-17,269.8922119140625,249.8480224609375,245.67254638671875,0.08022552772559499,0.09858515281239044
452,452,452,452,2020-11-18,267.47784423828125,253.0577545166016,252.7831878662109,0.05698339396563967,0.0581314623654785
453,453,453,453,2020-11-19,264.9688415527344,253.5690155029297,259.8843688964844,0.04495748830823931,0.01956436502064207
454,454,454,454,2020-11-20,261.9767761230469,252.95361328125,254.7903289794922,0.03567121546417429,0.028205337197602542
455,455,455,455,2020-11-23,271.1231384277344,257.45098876953125,264.23028564453125,0.05310583472041874,0.02608653571406294
456,456,456,456,2020-11-24,276.16973876953125,264.9498291015625,264.8930053710937,0.042347299132122984,0.04257089907919531
457,457,457,457,2020-11-25,272.9694519042969,269.8922119140625,249.8480224609375,0.011401736894928405,0.09254197497990724
458,458,458,458,2020-11-27,272.1267395019531,267.47784423828125,253.0577545166016,0.017380487258340738,0.0753542803767373
459,459,459,459,2020-11-30,271.3409118652344,264.9688415527344,253.5690155029297,0.024048375934163646,0.07008701882229507
460,460,460,460,2020-12-01,272.45819091796875,261.9767761230469,252.95361328125,0.040008946403703005,0.07710732961553823
461,461,461,461,2020-12-02,276.2076110839844,271.1231384277344,257.45098876953125,0.018753370463824304,0.07285511857654559
462,462,462,462,2020-12-03,277.1355285644531,276.16973876953125,264.9498291015625,0.0034970876940569884,0.0459924790448516
463,463,463,463,2020-12-04,279.1995544433594,272.9694519042969,269.8922119140625,0.02282344231414868,0.03448540609337947
464,464,464,464,2020-12-07,281.2447204589844,272.1267395019531,267.47784423828125,0.0335063763807959,0.051469220786896086
465,465,465,465,2020-12-08,285.4201965332031,271.3409118652344,264.9688415527344,0.051887806269927506,0.07718399967566936
466,466,466,466,2020-12-09,279.6162109375,272.45819091796875,261.9767761230469,0.026271994229332574,0.06733205544207532
467,467,467,467,2020-12-10,275.4311828613281,276.2076110839844,271.1231384277344,-0.002811031237007322,0.015889622916643864
468,468,468,468,2020-12-11,274.69097900390625,277.1355285644531,276.16973876953125,-0.008820772902014773,-0.00535453222432547
469,469,469,469,2020-12-14,270.96173095703125,279.1995544433594,272.9694519042969,-0.02950514553202599,-0.00735511220489804
470,470,470,470,2020-12-15,271.15142822265625,281.2447204589844,272.1267395019531,-0.03588793496232079,-0.003584033237901907
471,471,471,471,2020-12-16,274.064697265625,285.4201965332031,271.3409118652344,-0.039785198824418666,0.010038240756496952
472,472,472,472,2020-12-17,277.33856201171875,279.6162109375,272.45819091796875,-0.008145625456209116,0.017912366948143577
473,473,473,473,2020-12-18,261.500732421875,275.4311828613281,276.2076110839844,-0.05057688201726496,-0.05324574005905136
474,474,474,474,2020-12-21,258.0560607910156,274.69097900390625,277.1355285644531,-0.06055866222186379,-0.06884526091716969
475,475,475,475,2020-12-22,259.32763671875,270.96173095703125,279.1995544433594,-0.042936300256091076,-0.07117460400045428
476,476,476,476,2020-12-23,256.8888244628906,271.15142822265625,281.2447204589844,-0.05260014248589495,-0.08660036695567308
477,477,477,477,2020-12-24,255.0953063964844,274.064697265625,285.4201965332031,-0.06921501039134337,-0.10624647626570816
478,478,478,478,2020-12-28,249.5155487060547,277.33856201171875,279.6162109375,-0.10032147388320423,-0.107649918187946
479,479,479,479,2020-12-29,248.2059936523437,261.500732421875,275.4311828613281,-0.05084015882633597,-0.09884570412890237
480,480,480,480,2020-12-30,246.7066802978516,258.0560607910156,274.69097900390625,-0.04398029040036855,-0.1018755650714569
481,481,481,481,2020-12-31,246.36502075195312,259.32763671875,270.96173095703125,-0.04998547833471101,-0.09077558708457856
482,482,482,482,2021-01-04,240.2633209228516,256.8888244628906,271.15142822265625,-0.06471867187994662,-0.11391460300345846
483,483,483,483,2021-01-05,240.2538146972656,255.0953063964844,274.064697265625,-0.05818018335528008,-0.12336825175111743
484,484,484,484,2021-01-06,240.61441040039065,249.5155487060547,277.33856201171875,-0.035673681868019114,-0.1324163194073832
