,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BALL,BALL_6m,BALL_12m,BALL_6m_ret,BALL_12m_ret
244,244,244,244,2020-01-24,68.95281982421875,65.38679504394531,61.27436447143555,0.05453738446542267,0.12531268857733635
245,245,245,245,2020-01-27,70.89881896972656,66.3166732788086,61.80159378051758,0.06909492687689123,0.1472004948855672
246,246,246,246,2020-01-28,69.66220092773438,66.37415313720703,63.95848083496094,0.049538075216272404,0.08917847982492533
247,247,247,247,2020-01-29,69.58551788330078,66.39335632324219,63.52708053588867,0.04807953290563072,0.09536779112632887
248,248,248,248,2020-01-30,70.07441711425781,68.87614440917969,64.7061767578125,0.017397499749106426,0.08296333712526383
249,249,249,249,2020-01-31,69.1924819946289,68.89532470703125,63.79551696777344,0.004313170579589798,0.08459787275619646
250,250,250,250,2020-02-03,71.08094787597656,68.95281982421875,65.38679504394531,0.030863539115340677,0.08708414027946021
251,251,251,251,2020-02-04,71.90533447265625,70.89881896972656,66.3166732788086,0.014196505915838431,0.08427233933089195
252,252,252,252,2020-02-05,73.45829772949219,69.66220092773438,66.37415313720703,0.05449292085525381,0.10673047048360806
253,253,253,253,2020-02-06,74.77159881591797,69.58551788330078,66.39335632324219,0.07452816462923462,0.12619097687855296
254,254,254,254,2020-02-07,73.7363052368164,70.07441711425781,68.87614440917969,0.05225713282192279,0.07056377602618769
255,255,255,255,2020-02-10,73.54457092285156,69.1924819946289,68.89532470703125,0.06289829187743967,0.06748275351906163
256,256,256,256,2020-02-11,74.4264907836914,71.08094787597656,68.95281982421875,0.047066661428772916,0.07938284429014897
257,257,257,257,2020-02-12,73.36243438720703,71.90533447265625,70.89881896972656,0.020264142086772186,0.034748328015624885
258,258,258,258,2020-02-13,73.97594451904297,73.45829772949219,69.66220092773438,0.007046811667988706,0.061923733873748166
259,259,259,259,2020-02-14,74.02387237548828,74.77159881591797,69.58551788330078,-0.010000139789314022,0.06378273277538726
260,260,260,260,2020-02-18,74.80994415283203,73.7363052368164,70.07441711425781,0.014560519578075581,0.06757854340554625
261,261,261,261,2020-02-19,73.82257843017578,73.54457092285156,69.1924819946289,0.003780122772296224,0.0669161779152001
262,262,262,262,2020-02-20,73.42953491210938,74.4264907836914,71.08094787597656,-0.013395175038945828,0.033041020221489914
263,263,263,263,2020-02-21,73.67877197265625,73.36243438720703,71.90533447265625,0.004311983211729098,0.024663503938979536
264,264,264,264,2020-02-24,73.20906066894531,73.97594451904297,73.45829772949219,-0.010366665205609471,-0.003392905474949637
265,265,265,265,2020-02-25,71.44522094726562,74.02387237548828,74.77159881591797,-0.034835403032448364,-0.04448718392182083
266,266,266,266,2020-02-26,72.53802490234375,74.80994415283203,73.7363052368164,-0.0303692146307033,-0.01625088659682883
267,267,267,267,2020-02-27,69.02951049804688,73.82257843017578,73.54457092285156,-0.06492685617398708,-0.061392164889247924
268,268,268,268,2020-02-28,67.6846694946289,73.42953491210938,74.4264907836914,-0.07823644020565723,-0.09058362443362422
269,269,269,269,2020-03-02,72.20913696289062,73.67877197265625,73.36243438720703,-0.01994651879256404,-0.015720544635000833
270,270,270,270,2020-03-03,73.15054321289062,73.20906066894531,73.97594451904297,-0.0007993198590445783,-0.011157698783283099
271,271,271,271,2020-03-04,75.46560668945312,71.44522094726562,74.02387237548828,0.05627228370047299,0.0194766129857622
272,272,272,272,2020-03-05,73.9958724975586,72.53802490234375,74.80994415283203,0.020097701821596425,-0.0108818642293107
273,273,273,273,2020-03-06,73.05448913574219,69.02951049804688,73.82257843017578,0.05830808604399995,-0.010404530846346405
274,274,274,274,2020-03-09,69.6539306640625,67.6846694946289,73.42953491210938,0.029094641137161315,-0.051418060220128625
275,275,275,275,2020-03-10,70.08618927001953,72.20913696289062,73.67877197265625,-0.029399987067593836,-0.04876007846561292
276,276,276,276,2020-03-11,67.01223754882812,73.15054321289062,73.20906066894531,-0.08391332988735489,-0.08464557615538193
277,277,277,277,2020-03-12,60.69141387939453,75.46560668945312,71.44522094726562,-0.19577385590836838,-0.1505182141687067
278,278,278,278,2020-03-13,61.32542419433594,73.9958724975586,72.53802490234375,-0.1712318251756637,-0.1545754895188155
279,279,279,279,2020-03-16,56.12852096557617,73.05448913574219,69.02951049804688,-0.2316896383836996,-0.18689093171007964
280,280,280,280,2020-03-17,62.08429718017578,69.6539306640625,67.6846694946289,-0.10867489331499025,-0.08274210919944791
281,281,281,281,2020-03-18,61.91138458251953,70.08618927001953,72.20913696289062,-0.11663930900858521,-0.14261010189975354
282,282,282,282,2020-03-19,57.74234008789063,67.01223754882812,73.15054321289062,-0.13833141229141965,-0.2106368927453809
283,283,283,283,2020-03-20,52.72794723510742,60.69141387939453,75.46560668945312,-0.13121240938812273,-0.3012983059675509
284,284,284,284,2020-03-23,49.894134521484375,61.32542419433594,73.9958724975586,-0.186403760316873,-0.32571732939387166
285,285,285,285,2020-03-24,55.926788330078125,56.12852096557617,73.05448913574219,-0.0035941199238399557,-0.23445103796207745
286,286,286,286,2020-03-25,53.813438415527344,62.08429718017578,69.6539306640625,-0.13321981789767956,-0.22741706171519704
287,287,287,287,2020-03-26,60.09584045410156,61.91138458251953,70.08618927001953,-0.02932488330959704,-0.14254375819219345
288,288,288,288,2020-03-27,61.844146728515625,57.74234008789063,67.01223754882812,0.0710363770221567,-0.0771215976268036
289,289,289,289,2020-03-30,63.39073944091797,52.72794723510742,60.69141387939453,0.20222278250785064,0.044476234593702424
290,290,290,290,2020-03-31,62.11313629150391,49.894134521484375,61.32542419433594,0.24489856146834343,0.01284478839757841
291,291,291,291,2020-04-01,61.64241790771485,55.926788330078125,56.12852096557617,0.10219842312244465,0.09823698980987539
292,292,292,292,2020-04-02,62.017051696777344,53.813438415527344,62.08429718017578,0.15244543970420077,-0.0010831319102040382
293,293,293,293,2020-04-03,59.72119522094727,60.09584045410156,61.91138458251953,-0.006234129189697013,-0.03537619738826925
294,294,294,294,2020-04-06,63.03532028198242,61.844146728515625,57.74234008789063,0.019260893980732385,0.09166549512948818
295,295,295,295,2020-04-07,63.26585388183594,63.39073944091797,52.72794723510742,-0.001970091533613161,0.19985429358251494
296,296,296,296,2020-04-08,64.92770385742188,62.11313629150391,49.894134521484375,0.0453135638282518,0.301309351893138
297,297,297,297,2020-04-09,67.18515014648438,61.64241790771485,55.926788330078125,0.08991750205301119,0.20130535209638278
298,298,298,298,2020-04-13,64.66834259033203,62.017051696777344,53.813438415527344,0.04275099865304388,0.2017136331447018
299,299,299,299,2020-04-14,65.28313446044922,59.72119522094727,60.09584045410156,0.09313174692711268,0.08631702239540973
300,300,300,300,2020-04-15,64.9757308959961,63.03532028198242,61.844146728515625,0.030782910364117066,0.05063671071779097
301,301,301,301,2020-04-16,65.12944030761719,63.26585388183594,63.39073944091797,0.029456433627876866,0.02742831022376291
302,302,302,302,2020-04-17,67.43489837646484,64.92770385742188,62.11313629150391,0.038615173032279904,0.08567852796846886
303,303,303,303,2020-04-20,65.84027862548828,67.18515014648438,61.64241790771485,-0.020017392505097598,0.06810019561624059
304,304,304,304,2020-04-21,62.958457946777344,64.66834259033203,62.017051696777344,-0.026440829856838155,0.0151797969146108
305,305,305,305,2020-04-22,63.99591064453125,65.28313446044922,59.72119522094727,-0.019717555331198344,0.07157786122278775
306,306,306,306,2020-04-23,62.343658447265625,64.9757308959961,63.03532028198242,-0.04050854699800943,-0.01097260760511276
307,307,307,307,2020-04-24,62.699100494384766,65.12944030761719,63.26585388183594,-0.03731553352452477,-0.008958282433201958
308,308,308,308,2020-04-27,64.90850067138672,67.43489837646484,64.92770385742188,-0.03746424723552122,-0.000295762592765092
309,309,309,309,2020-04-28,64.37055206298828,65.84027862548828,67.18515014648438,-0.022322605450382116,-0.04189315760044299
310,310,310,310,2020-04-29,64.17843627929688,62.958457946777344,64.66834259033203,0.019377512923694162,-0.007575674455408077
311,311,311,311,2020-04-30,63.00648498535156,63.99591064453125,65.28313446044922,-0.015460763808417433,-0.03487347067376079
312,312,312,312,2020-05-01,63.02570343017578,62.343658447265625,64.9757308959961,0.010940085966996582,-0.03001162801756918
313,313,313,313,2020-05-04,63.5444221496582,62.699100494384766,65.12944030761719,0.013482197489406378,-0.024336431427518512
314,314,314,314,2020-05-05,63.65009689331055,64.90850067138672,67.43489837646484,-0.019387349346538074,-0.05612526413289909
315,315,315,315,2020-05-06,63.13136672973633,64.37055206298828,65.84027862548828,-0.01925081102363979,-0.0411436882149413
316,316,316,316,2020-05-07,63.29466247558594,64.17843627929688,62.958457946777344,-0.013770572406358705,0.0053401010725644404
317,317,317,317,2020-05-08,62.017051696777344,63.00648498535156,63.99591064453125,-0.015703673817135666,-0.03092164683374199
318,318,318,318,2020-05-11,60.873931884765625,63.02570343017578,62.343658447265625,-0.03414117460496158,-0.02357459602315759
319,319,319,319,2020-05-12,59.49064636230469,63.5444221496582,62.699100494384766,-0.06379436070417266,-0.05117225138449033
320,320,320,320,2020-05-13,58.76058578491211,63.65009689331055,64.90850067138672,-0.07681859646803324,-0.09471663684853471
321,321,321,321,2020-05-14,59.596317291259766,63.13136672973633,64.37055206298828,-0.05599513556565339,-0.07416799481627567
322,322,322,322,2020-05-15,59.77883529663086,63.29466247558594,64.17843627929688,-0.05554697728755886,-0.06855263602122497
323,323,323,323,2020-05-18,61.81533050537109,62.017051696777344,63.00648498535156,-0.003252673029226605,-0.01890526793007752
324,324,324,324,2020-05-19,61.748085021972656,60.873931884765625,63.02570343017578,0.014360057090805345,-0.02027138673063056
325,325,325,325,2020-05-20,61.66163635253906,59.49064636230469,63.5444221496582,0.03649296356628584,-0.029629442418798835
326,326,326,326,2020-05-21,61.517539978027344,58.76058578491211,63.65009689331055,0.04691842595318607,-0.03350437814506024
327,327,327,327,2020-05-22,61.96903610229492,59.596317291259766,63.13136672973633,0.039813178378777625,-0.018411301507494926
328,328,328,328,2020-05-26,63.91905212402344,59.77883529663086,63.29466247558594,0.06925890755228425,0.009864807299957423
329,329,329,329,2020-05-27,65.89791870117188,61.81533050537109,62.017051696777344,0.06604491414061209,0.06257741860044264
330,330,330,330,2020-05-28,67.77112579345703,61.748085021972656,60.873931884765625,0.09754214676197837,0.1133029146490454
331,331,331,331,2020-05-29,68.5989990234375,61.66163635253906,59.49064636230469,0.11250695053299165,0.15310562614603196
332,332,332,332,2020-06-01,68.51236724853516,61.517539978027344,58.76058578491211,0.11370459990770443,0.1659578667121968
333,333,333,333,2020-06-02,69.29210662841797,61.96903610229492,59.596317291259766,0.11817305846156034,0.162691081896434
334,334,334,334,2020-06-03,71.18856048583984,63.91905212402344,59.77883529663086,0.11372991495104201,0.19086563216884955
335,335,335,335,2020-06-04,72.58440399169922,65.89791870117188,61.81533050537109,0.10146732131023195,0.17421363597485606
336,336,336,336,2020-06-05,71.16927337646484,67.77112579345703,61.748085021972656,0.050141524775081825,0.15257458350554054
337,337,337,337,2020-06-08,71.31370544433594,68.5989990234375,61.66163635253906,0.03957355733384582,0.156532808124211
338,338,338,338,2020-06-09,69.73495483398438,68.51236724853516,61.517539978027344,0.017844772185642954,0.13357840477516003
339,339,339,339,2020-06-10,70.10073852539062,69.29210662841797,61.96903610229492,0.011669899160505759,0.13122202529780136
340,340,340,340,2020-06-11,64.65210723876953,71.18856048583984,63.91905212402344,-0.09181887093180485,0.011468491637262268
341,341,341,341,2020-06-12,65.77841186523438,72.58440399169922,65.89791870117188,-0.09376659106056973,-0.001813514573645758
342,342,342,342,2020-06-15,65.65326690673828,71.16927337646484,67.77112579345703,-0.07750544874258425,-0.03125016534583258
343,343,343,343,2020-06-16,67.55933380126953,71.31370544433594,68.5989990234375,-0.052645864068820436,-0.01515569085509183
344,344,344,344,2020-06-17,67.00099182128906,69.73495483398438,68.51236724853516,-0.039205058914915214,-0.022059892074133614
345,345,345,345,2020-06-18,67.83850860595703,70.10073852539062,69.29210662841797,-0.032271128193809395,-0.020977829845121088
346,346,346,346,2020-06-19,68.04065704345703,64.65210723876953,71.18856048583984,0.052412055065322205,-0.044219231585796215
347,347,347,347,2020-06-22,68.42574310302734,65.77841186523438,72.58440399169922,0.040246201796674264,-0.05729413840950548
348,348,348,348,2020-06-23,67.93477630615234,65.65326690673828,71.16927337646484,0.034750889131762275,-0.04544794286718301
349,349,349,349,2020-06-24,66.4041519165039,67.55933380126953,71.31370544433594,-0.01709877554689443,-0.06884445980252973
350,350,350,350,2020-06-25,66.61592102050781,67.00099182128906,69.73495483398438,-0.005747240306656076,-0.044726978326750766
351,351,351,351,2020-06-26,64.82537078857422,67.83850860595703,70.10073852539062,-0.044416333426266164,-0.07525409643017755
352,352,352,352,2020-06-29,65.83616638183594,68.04065704345703,64.65210723876953,-0.032399608666522806,0.018314316325274582
353,353,353,353,2020-06-30,66.89511108398438,68.42574310302734,65.77841186523438,-0.02236924218328651,0.016976682578440316
354,354,354,354,2020-07-01,68.04065704345703,67.93477630615234,65.65326690673828,0.0015585645977183038,0.03636361523502063
355,355,355,355,2020-07-02,69.12847137451172,66.4041519165039,67.55933380126953,0.041026342169588226,0.023226066406426105
356,356,356,356,2020-07-06,69.73495483398438,66.61592102050781,67.00099182128906,0.04682114674232851,0.04080481405391101
357,357,357,357,2020-07-07,69.96597290039062,64.82537078857422,67.83850860595703,0.07929923191002342,0.031360717358794865
358,358,358,358,2020-07-08,69.4461441040039,65.83616638183594,68.04065704345703,0.054832744987471704,0.020656576841243668
359,359,359,359,2020-07-09,69.07070922851562,66.89511108398438,68.42574310302734,0.0325225283175008,0.009425781821867263
360,360,360,360,2020-07-10,69.69642639160156,68.04065704345703,67.93477630615234,0.02433499939730166,0.02593149166356623
361,361,361,361,2020-07-13,68.9551773071289,69.12847137451172,66.4041519165039,-0.002506840726217874,0.03841665493797186
362,362,362,362,2020-07-14,70.86125183105469,69.73495483398438,66.61592102050781,0.016151111013861685,0.0637284712950219
363,363,363,363,2020-07-15,66.92398071289062,69.96597290039062,64.82537078857422,-0.04347816604838517,0.0323732806891448
364,364,364,364,2020-07-16,66.87584686279297,69.4461441040039,65.83616638183594,-0.03701137441643432,0.015791935316025185
365,365,365,365,2020-07-17,67.66522979736328,69.07070922851562,66.89511108398438,-0.020348414644222212,0.011512331781795782
366,366,366,366,2020-07-20,70.04299926757812,69.69642639160156,68.04065704345703,0.0049726061136805555,0.029428613877761522
367,367,367,367,2020-07-21,69.96597290039062,68.9551773071289,69.12847137451172,0.01465873387228922,0.01211514603500552
368,368,368,368,2020-07-22,70.44731903076172,70.86125183105469,69.73495483398438,-0.005841454809179192,0.010215310219577
369,369,369,369,2020-07-23,70.26438903808594,66.92398071289062,69.96597290039062,0.049913473311247625,0.004265160982184435
370,370,370,370,2020-07-24,70.42805480957031,66.87584686279297,69.4461441040039,0.05311645554284028,0.014139168102636157
371,371,371,371,2020-07-27,71.785400390625,67.66522979736328,69.07070922851562,0.06089051357100783,0.03930307350874318
372,372,372,372,2020-07-28,71.31370544433594,70.04299926757812,69.69642639160156,0.018141801322691276,0.023204619468542242
373,373,373,373,2020-07-29,71.0152816772461,69.96597290039062,68.9551773071289,0.014997415648737578,0.02987599264579366
374,374,374,374,2020-07-30,70.70722961425781,70.44731903076172,70.86125183105469,0.00368943186301518,-0.0021735745956632524
375,375,375,375,2020-07-31,70.88048553466797,70.26438903808594,66.92398071289062,0.008768260921589777,0.059119388590333166
376,376,376,376,2020-08-03,71.40998077392578,70.42805480957031,66.87584686279297,0.013942255923587332,0.06779927468336
377,377,377,377,2020-08-04,72.32449340820312,71.785400390625,67.66522979736328,0.0075097863165018985,0.06885757463313014
378,378,378,378,2020-08-05,72.23785400390625,71.31370544433594,70.04299926757812,0.012958919380394063,0.03133581884384107
379,379,379,379,2020-08-06,71.66024780273438,71.0152816772461,69.96597290039062,0.009082075156999991,0.024215698461820256
380,380,380,380,2020-08-07,72.70954895019531,70.70722961425781,70.44731903076172,0.02831845267960742,0.03211236354425018
381,381,381,381,2020-08-10,72.51702880859375,70.88048553466797,70.26438903808594,0.023088770647957002,0.03205947993494673
382,382,382,382,2020-08-11,71.18856048583984,71.40998077392578,70.42805480957031,-0.0031006910474731253,0.010798334247990482
383,383,383,383,2020-08-12,71.60250854492188,72.32449340820312,71.785400390625,-0.009982577537132942,-0.0025477582448228953
384,384,384,384,2020-08-13,72.42076110839844,72.23785400390625,71.31370544433594,0.00253201187956531,0.015523743397776624
385,385,385,385,2020-08-14,72.68067169189453,71.66024780273438,71.0152816772461,0.014239748262790952,0.023451149883730427
386,386,386,386,2020-08-17,73.36416625976562,72.70954895019531,70.70722961425781,0.009003182099488916,0.03757659096534671
387,387,387,387,2020-08-18,73.50855255126953,72.51702880859375,70.88048553466797,0.01367297804344525,0.03707744094552168
388,388,388,388,2020-08-19,73.0464859008789,71.18856048583984,71.40998077392578,0.026098651277105533,0.02291703637526621
389,389,389,389,2020-08-20,72.93096160888672,71.60250854492188,72.32449340820312,0.018553163722349275,0.008385377789798865
390,390,390,390,2020-08-21,73.75886535644531,72.42076110839844,72.23785400390625,0.018476804545647152,0.021055599913818224
391,391,391,391,2020-08-24,74.3653335571289,72.68067169189453,71.66024780273438,0.023178952891023563,0.03774876360797785
392,392,392,392,2020-08-25,74.57711029052734,73.36416625976562,72.70954895019531,0.016533194508978166,0.025685227969317603
393,393,393,393,2020-08-26,75.97297668457031,73.50855255126953,72.51702880859375,0.033525678955274474,0.047657052870966554
394,394,394,394,2020-08-27,76.37728881835938,73.0464859008789,71.18856048583984,0.045598400476105416,0.07288710850603053
395,395,395,395,2020-08-28,77.27254486083984,72.93096160888672,71.60250854492188,0.05953004260709083,0.07918767695632778
396,396,396,396,2020-08-31,77.51366424560547,73.75886535644531,72.42076110839844,0.050906407941808896,0.0703238002371176
397,397,397,397,2020-09-01,79.05679321289062,74.3653335571289,72.68067169189453,0.06308664846043688,0.08772788380417751
398,398,398,398,2020-09-02,81.58367919921875,74.57711029052734,73.36416625976562,0.09395066236002125,0.11203716144404496
399,399,399,399,2020-09-03,80.28167724609375,75.97297668457031,73.50855255126953,0.05671359409033805,0.092140634793485
400,400,400,400,2020-09-04,79.53903198242188,76.37728881835938,73.0464859008789,0.04139637859602163,0.08888238772160917
401,401,401,401,2020-09-08,77.68727111816406,77.27254486083984,72.93096160888672,0.005367058352628407,0.06521660217212588
402,402,402,402,2020-09-09,78.71924591064453,77.51366424560547,73.75886535644531,0.015553150231927049,0.06725131318422273
403,403,403,403,2020-09-10,78.12127685546875,79.05679321289062,74.3653335571289,-0.011833472107863563,0.050506642257638124
404,404,404,404,2020-09-11,78.77710723876953,81.58367919921875,74.57711029052734,-0.034401144787744475,0.056317507233525355
405,405,405,405,2020-09-14,80.32023620605469,80.28167724609375,75.97297668457031,0.00048029589420184315,0.05722112929092682
406,406,406,406,2020-09-15,81.42935943603516,79.53903198242188,76.37728881835938,0.023766035448244294,0.06614624184540818
407,407,407,407,2020-09-16,81.66085052490234,77.68727111816406,77.27254486083984,0.05114839727983722,0.05678997206530978
408,408,408,408,2020-09-17,81.11109924316406,78.71924591064453,77.51366424560547,0.03038460677373056,0.046410333359547584
409,409,409,409,2020-09-18,79.9441146850586,78.12127685546875,79.05679321289062,0.023333436202819025,0.011223848528468805
410,410,410,410,2020-09-21,78.15021514892578,78.77710723876953,81.58367919921875,-0.007957795250638888,-0.042085182771774865
411,411,411,411,2020-09-22,78.6806640625,80.32023620605469,80.28167724609375,-0.02041293976462555,-0.01994244812158119
412,412,412,412,2020-09-23,77.01214599609375,81.42935943603516,79.53903198242188,-0.05424595588782988,-0.03176913175013951
413,413,413,413,2020-09-24,77.25326538085938,81.66085052490234,77.68727111816406,-0.05397427427845469,-0.00558657462230272
414,414,414,414,2020-09-25,78.57457733154297,81.11109924316406,78.71924591064453,-0.03127219252715119,-0.0018377790263105487
415,415,415,415,2020-09-28,79.31719970703125,79.9441146850586,78.12127685546875,-0.00784191532418721,0.015308542047707041
416,416,416,416,2020-09-29,79.43293762207031,78.15021514892578,78.77710723876953,0.01641355011883361,0.008325139197013165
417,417,417,417,2020-09-30,80.16593170166016,78.6806640625,80.32023620605469,0.01887716196676137,-0.0019211161680187105
418,418,418,418,2020-10-01,79.66439819335938,77.01214599609375,81.42935943603516,0.03443940125237077,-0.02167475287659859
419,419,419,419,2020-10-02,79.73192596435547,77.25326538085938,81.66085052490234,0.03208486490863871,-0.02362116666858194
420,420,420,420,2020-10-05,82.3359603881836,78.57457733154297,81.11109924316406,0.04787022958799492,0.015101030024849083
421,421,421,421,2020-10-06,81.31363677978516,79.31719970703125,79.9441146850586,0.02517029194333653,0.01713099332104462
422,422,422,422,2020-10-07,83.47404479980469,79.43293762207031,78.15021514892578,0.05087445206875452,0.06812303255638685
423,423,423,423,2020-10-08,85.83694458007812,80.16593170166016,78.6806640625,0.07074093393591196,0.09095348397026148
424,424,424,424,2020-10-09,87.05218505859375,79.66439819335938,77.01214599609375,0.09273636696913123,0.13036955317423904
425,425,425,425,2020-10-12,86.49280548095703,79.73192596435547,77.25326538085938,0.08479513613685996,0.11960064153335948
426,426,426,426,2020-10-13,87.05218505859375,82.3359603881836,78.57457733154297,0.05728025334464926,0.10789250181111099
427,427,427,427,2020-10-14,86.85928344726562,81.31363677978516,79.31719970703125,0.06820069655105043,0.09508761993731585
428,428,428,428,2020-10-15,87.5826187133789,83.47404479980469,79.43293762207031,0.049219777518003216,0.10259825879893203
429,429,429,429,2020-10-16,88.17095184326172,85.83694458007812,80.16593170166016,0.027191173621122777,0.09985563657380636
430,430,430,430,2020-10-19,87.93948364257812,87.05218505859375,79.66439819335938,0.010192720416921652,0.10387432324705048
431,431,431,431,2020-10-20,88.14202880859375,86.49280548095703,79.73192596435547,0.01906775157154339,0.10547974029873619
432,432,432,432,2020-10-21,89.48262786865234,87.05218505859375,82.3359603881836,0.027919377421976144,0.08679885977858093
433,433,433,433,2020-10-22,87.89124298095703,86.85928344726562,81.31363677978516,0.011880820250122603,0.08089179701782934
434,434,434,434,2020-10-23,89.42475891113281,87.5826187133789,83.47404479980469,0.02103317101972557,0.07128819653581764
435,435,435,435,2020-10-26,88.30596923828125,88.17095184326172,85.83694458007812,0.0015313137966292967,0.028764125637064764
436,436,436,436,2020-10-27,87.8623275756836,87.93948364257812,87.05218505859375,-0.0008773768471068699,0.009306400712912
437,437,437,437,2020-10-28,85.57656860351562,88.14202880859375,86.49280548095703,-0.02910598087830707,-0.010593214919397353
438,438,438,438,2020-10-29,86.04913330078125,89.48262786865234,87.05218505859375,-0.03837051559226634,-0.011522419076986479
439,439,439,439,2020-10-30,85.83694458007812,87.89124298095703,86.85928344726562,-0.023373186351727915,-0.01177005872732284
440,440,440,440,2020-11-02,86.99430847167969,89.42475891113281,87.5826187133789,-0.02717871950729467,-0.006717203143063233
441,441,441,441,2020-11-03,90.41814422607422,88.30596923828125,88.17095184326172,0.02391882458244199,0.025486765605153616
442,442,442,442,2020-11-04,90.76534271240234,87.8623275756836,87.93948364257812,0.033040498889790104,0.03213413307394042
443,443,443,443,2020-11-05,93.70694732666016,85.57656860351562,88.14202880859375,0.09500706625447153,0.06313581152245762
444,444,444,444,2020-11-06,93.99628448486328,86.04913330078125,89.48262786865234,0.09235597012119912,0.05044170833735828
445,445,445,445,2020-11-09,89.6755142211914,85.83694458007812,87.89124298095703,0.04471931823635966,0.0203008989259712
446,446,446,446,2020-11-10,91.6044464111328,86.99430847167969,89.42475891113281,0.05299355808953754,0.024374541531233973
447,447,447,447,2020-11-11,92.40492248535156,90.41814422607422,88.30596923828125,0.021973225355187198,0.046417623660410356
448,448,448,448,2020-11-12,90.8521499633789,90.76534271240234,87.8623275756836,0.0009563920366788548,0.03402849059649493
449,449,449,449,2020-11-13,91.28617095947266,93.70694732666016,85.57656860351562,-0.02583347805311309,0.06671922524038276
450,450,450,450,2020-11-16,93.32118225097656,93.99628448486328,86.04913330078125,-0.007182222548333117,0.08451042644178841
451,451,451,451,2020-11-17,93.68766784667967,89.6755142211914,85.83694458007812,0.04474079307303436,0.091460889072974
452,452,452,452,2020-11-18,93.12828063964844,91.6044464111328,86.99430847167969,0.016634937366211133,0.07051003997538086
453,453,453,453,2020-11-19,94.43030548095705,92.40492248535156,90.41814422607422,0.021918561707862994,0.04437340855891869
454,454,454,454,2020-11-20,93.79376220703124,90.8521499633789,90.76534271240234,0.032378014662702403,0.033365372774768254
455,455,455,455,2020-11-23,92.0480728149414,91.28617095947266,93.70694732666016,0.00834630095074318,-0.017702791084805658
456,456,456,456,2020-11-24,92.69425964355467,93.32118225097656,93.99628448486328,-0.006717902541524268,-0.013851875618746234
457,457,457,457,2020-11-25,92.87751007080078,93.68766784667967,89.6755142211914,-0.00864743241559518,0.0357064676731198
458,458,458,458,2020-11-27,92.9354019165039,93.12828063964844,91.6044464111328,-0.0020711079579667224,0.014529376657085091
459,459,459,459,2020-11-30,92.7421875,94.43030548095705,92.40492248535156,-0.01787686667282329,0.003649859829728319
460,460,460,460,2020-12-01,93.52462005615234,93.79376220703124,90.8521499633789,-0.0028695101310128868,0.029415595490592805
461,461,461,461,2020-12-02,90.80059814453124,92.0480728149414,91.28617095947266,-0.013552425729957074,-0.005319237402968691
462,462,462,462,2020-12-03,89.48690032958984,92.69425964355467,93.32118225097656,-0.03460148801337182,-0.041086941130630605
463,463,463,463,2020-12-04,90.95515441894533,92.87751007080078,93.68766784667967,-0.020697751806546427,-0.029166201812239723
464,464,464,464,2020-12-07,92.24954986572266,92.9354019165039,93.12828063964844,-0.00737987932087969,-0.009435702752056074
465,465,465,465,2020-12-08,92.62627410888672,92.7421875,94.43030548095705,-0.00124984534264172,-0.01910436869691301
466,466,466,466,2020-12-09,90.1823959350586,93.52462005615234,93.79376220703124,-0.035736302580936186,-0.038503267029648125
467,467,467,467,2020-12-10,90.08578491210938,90.80059814453124,92.0480728149414,-0.007872340568550684,-0.02131807698763155
468,468,468,468,2020-12-11,89.4289321899414,89.48690032958984,92.69425964355467,-0.0006477835240122909,-0.03522685726354269
469,469,469,469,2020-12-14,87.22654724121094,90.95515441894533,92.87751007080078,-0.04099390739924624,-0.060843177484862565
470,470,470,470,2020-12-15,88.90731811523438,92.24954986572266,92.9354019165039,-0.0362303312628971,-0.043342835111301214
471,471,471,471,2020-12-16,87.35211181640625,92.62627410888672,92.7421875,-0.056940240155621824,-0.05811891900429622
472,472,472,472,2020-12-17,88.849365234375,90.1823959350586,93.52462005615234,-0.014781495732753891,-0.04998956230958562
473,473,473,473,2020-12-18,89.05221557617188,90.08578491210938,90.80059814453124,-0.011473167902637305,-0.01925518778605828
474,474,474,474,2020-12-21,89.57383728027344,89.4289321899414,89.48690032958984,0.0016203379240207205,0.0009715047717977487
475,475,475,475,2020-12-22,89.34200286865234,87.22654724121094,90.95515441894533,0.02425242881151135,-0.01773568040864071
476,476,476,476,2020-12-23,88.49195098876953,88.90731811523438,92.24954986572266,-0.0046719115509308295,-0.040732977910706736
477,477,477,477,2020-12-24,89.19709014892578,87.35211181640625,92.62627410888672,0.021121164607871723,-0.037021719732888814
478,478,478,478,2020-12-28,88.26010131835938,88.849365234375,90.1823959350586,-0.006632167989734206,-0.021315630359649007
479,479,479,479,2020-12-29,89.10050964355469,89.05221557617188,90.08578491210938,0.0005423118006704364,-0.010937078136311507
480,480,480,480,2020-12-30,89.69939422607422,89.57383728027344,89.4289321899414,0.001401714491787498,0.0030243236669578177
481,481,481,481,2020-12-31,90.00850677490234,89.34200286865234,87.22654724121094,0.0074601406376557655,0.031893495978905895
482,482,482,482,2021-01-04,86.70491790771484,88.49195098876953,88.90731811523438,-0.020194300849819435,-0.024771866413346944
483,483,483,483,2021-01-05,87.53565979003906,89.19709014892578,87.35211181640625,-0.01862650851179959,0.0021012425437245685
