,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SNA,SNA_6m,SNA_12m,SNA_6m_ret,SNA_12m_ret
31,31,31,31,2019-03-21,138.33560180664062,140.4298553466797,141.88787841796875,-0.014913164546591418,-0.025035800456920887
32,32,32,32,2019-03-22,132.51235961914062,138.38864135742188,142.16180419921875,-0.04246216799762015,-0.06787649210301139
33,33,33,33,2019-03-25,133.50204467773438,137.5668487548828,141.83489990234375,-0.029547846112191745,-0.058750386754929274
34,34,34,34,2019-03-26,134.79214477539062,140.45639038085938,139.2722625732422,-0.040327432522718754,-0.032168054967122384
35,35,35,35,2019-03-27,135.74647521972656,140.28846740722656,141.2693328857422,-0.032376091003372354,-0.03909452641418276
36,36,36,36,2019-03-28,136.6478271484375,137.13389587402344,141.62278747558594,-0.0035444827297290704,-0.035128247479284114
37,37,37,37,2019-03-29,138.30909729003906,138.33560180664062,140.4298553466797,-0.0001915957732891993,-0.015101903020587004
38,38,38,38,2019-04-01,140.73031616210938,132.51235961914062,138.38864135742188,0.062016528621091194,0.016921004366532877
39,39,39,39,2019-04-02,140.5182342529297,133.50204467773438,137.5668487548828,0.05255492222708624,0.021454191360490205
40,40,40,40,2019-04-03,140.58006286621094,134.79214477539062,140.45639038085938,0.042939580050936454,0.0008805045111597298
41,41,41,41,2019-04-04,142.44456481933594,135.74647521972656,140.28846740722656,0.04934264104292563,0.01536902820280095
42,42,42,42,2019-04-05,142.45343017578125,136.6478271484375,137.13389587402344,0.04248587883536015,0.038790805641841786
43,43,43,43,2019-04-08,141.4195556640625,138.30909729003906,138.33560180664062,0.022489181369615086,0.022293276764230763
44,44,44,44,2019-04-09,138.9453582763672,140.73031616210938,132.51235961914062,-0.01268353496545882,0.04854640484643036
45,45,45,45,2019-04-10,135.9055633544922,140.5182342529297,133.50204467773438,-0.03282613763943831,0.018003609476991533
46,46,46,46,2019-04-11,137.19570922851562,140.58006286621094,134.79214477539062,-0.02407420774108049,0.017831635939395074
47,47,47,47,2019-04-12,137.82310485839844,142.44456481933594,135.74647521972656,-0.03244391926641044,0.015297853114127236
48,48,48,48,2019-04-15,138.2030487060547,142.45343017578125,136.6478271484375,-0.029836989284721227,0.01138123883907638
49,49,49,49,2019-04-16,138.5653533935547,141.4195556640625,138.30909729003906,-0.02018251476682531,0.0018527783677038112
50,50,50,50,2019-04-17,139.4755096435547,138.9453582763672,140.73031616210938,0.00381553852366201,-0.008916390958073728
51,51,51,51,2019-04-18,148.5153045654297,135.9055633544922,140.5182342529297,0.09278311277108364,0.056911263901206155
52,52,52,52,2019-04-22,148.81570434570312,137.19570922851562,140.58006286621094,0.084696490746901,0.0585832820926393
53,53,53,53,2019-04-23,151.28994750976562,137.82310485839844,142.44456481933594,0.09771106713350597,0.06209701789358113
54,54,54,54,2019-04-24,150.15884399414062,138.2030487060547,142.45343017578125,0.0865089113447477,0.054090756599200374
55,55,55,55,2019-04-25,148.5948028564453,138.5653533935547,141.4195556640625,0.07238064362600727,0.0507373054503677
56,56,56,56,2019-04-26,150.01748657226562,139.4755096435547,138.9453582763672,0.07558299629556564,0.07968692465332738
57,57,57,57,2019-04-29,149.36355590820312,148.5153045654297,135.9055633544922,0.005711541616909566,0.09902458899793154
58,58,58,58,2019-04-30,148.7008514404297,148.81570434570312,137.19570922851562,-0.0007717794689640067,0.0838593442652853
59,59,59,59,2019-05-01,147.33998107910156,151.28994750976562,137.82310485839844,-0.026108584844403482,0.06905138460260996
60,60,60,60,2019-05-02,149.69053649902344,150.15884399414062,138.2030487060547,-0.0031187473388877285,0.08312036456881344
61,61,61,61,2019-05-03,151.51083374023438,148.5948028564453,138.5653533935547,0.019624043558281068,0.09342508808758132
62,62,62,62,2019-05-06,150.6802215576172,150.01748657226562,139.4755096435547,0.004417718230683043,0.0803346189069134
63,63,63,63,2019-05-07,148.95709228515625,149.36355590820312,148.5153045654297,-0.002721303872121772,0.002974694904469777
64,64,64,64,2019-05-08,148.34738159179688,148.7008514404297,148.81570434570312,-0.0023770532932988475,-0.003146998201334461
65,65,65,65,2019-05-09,148.18832397460938,147.33998107910156,151.28994750976562,0.0057577236626111805,-0.02050118719854832
66,66,66,66,2019-05-10,148.7008514404297,149.69053649902344,150.15884399414062,-0.00661154059395197,-0.009709668208206401
67,67,67,67,2019-05-13,141.7376251220703,151.51083374023438,148.5948028564453,-0.06450501509958195,-0.04614682076734267
68,68,68,68,2019-05-14,143.36358642578125,150.6802215576172,150.01748657226562,-0.048557369084025415,-0.04435416362797873
69,69,69,69,2019-05-15,144.4328155517578,148.95709228515625,149.36355590820312,-0.030373019934743173,-0.033011669590108594
70,70,70,70,2019-05-16,146.17361450195312,148.34738159179688,148.7008514404297,-0.014653221826491314,-0.016995443630590024
71,71,71,71,2019-05-17,144.1588897705078,148.18832397460938,147.33998107910156,-0.027191306953387007,-0.021590143322238742
72,72,72,72,2019-05-20,138.58592224121094,148.7008514404297,149.69053649902344,-0.06802199921007746,-0.07418380959497028
73,73,73,73,2019-05-21,141.2612762451172,141.7376251220703,151.51083374023438,-0.0033607793029047928,-0.06764900728280643
74,74,74,74,2019-05-22,141.6879119873047,143.36358642578125,150.6802215576172,-0.011688284872421573,-0.059678101593937605
75,75,75,75,2019-05-23,139.8302459716797,144.4328155517578,148.95709228515625,-0.031866508746613675,-0.061271646575945304
76,76,76,76,2019-05-24,140.7013397216797,146.17361450195312,148.34738159179688,-0.03743681647962749,-0.05154146832976514
77,77,77,77,2019-05-28,137.88380432128906,144.1588897705078,148.18832397460938,-0.04352895238863386,-0.0695366502362621
78,78,78,78,2019-05-29,139.19033813476562,138.58592224121094,148.7008514404297,0.004361308015850884,-0.0639573560846356
79,79,79,79,2019-05-30,139.60809326171875,141.2612762451172,141.7376251220703,-0.011703016051828885,-0.015024464100605095
80,80,80,80,2019-05-31,138.58592224121094,141.6879119873047,143.36358642578125,-0.021893114963622895,-0.03332550687160496
81,81,81,81,2019-06-03,138.84368896484375,139.8302459716797,144.4328155517578,-0.007055390627259239,-0.0386970687067385
82,82,82,82,2019-06-04,142.03460693359375,140.7013397216797,146.17361450195312,0.00947586721314364,-0.02831569556832758
83,83,83,83,2019-06-05,143.64337158203125,137.88380432128906,144.1588897705078,0.041771165867468874,-0.0035760416114277715
84,84,84,84,2019-06-06,144.16775512695312,139.19033813476562,138.58592224121094,0.03575978806350988,0.04027705552968741
85,85,85,85,2019-06-07,144.3810272216797,139.60809326171875,141.2612762451172,0.03418808930377182,0.022084969494039486
86,86,86,86,2019-06-10,144.89659118652344,138.58592224121094,141.6879119873047,0.045536147129927596,0.02264610406218881
87,87,87,87,2019-06-11,144.42550659179688,138.84368896484375,139.8302459716797,0.04020217028637485,0.03286313764368187
88,88,88,88,2019-06-12,143.97219848632812,142.03460693359375,140.7013397216797,0.013641686308466072,0.023246820329632323
89,89,89,89,2019-06-13,146.80760192871094,143.64337158203125,137.88380432128906,0.022028377027287105,0.06471969388535403
90,90,90,90,2019-06-14,145.84765625,144.16775512695312,139.19033813476562,0.011652405363235196,0.04782888097296434
91,91,91,91,2019-06-17,143.6789093017578,144.3810272216797,139.60809326171875,-0.0048629514101175,0.029158882876565206
92,92,92,92,2019-06-18,147.45643615722656,144.89659118652344,138.58592224121094,0.01766670250653357,0.06400732320109936
93,93,93,93,2019-06-19,146.7097625732422,144.42550659179688,138.84368896484375,0.015816153499128793,0.05665416748175134
94,94,94,94,2019-06-20,149.31407165527344,143.97219848632812,142.03460693359375,0.03710350487877423,0.05125134556174116
95,95,95,95,2019-06-21,143.83001708984375,146.80760192871094,143.64337158203125,-0.02028222516919176,0.0012993673551160434
96,96,96,96,2019-06-24,144.51441955566406,145.84765625,144.16775512695312,-0.009141296669523569,0.0024045905993728134
97,97,97,97,2019-06-25,145.7498779296875,143.6789093017578,144.3810272216797,0.014413866572303924,0.009480821229413294
98,98,98,98,2019-06-26,145.3498992919922,147.45643615722656,144.89659118652344,-0.014285825157121401,0.0031284939263009903
99,99,99,99,2019-06-27,145.30545043945312,146.7097625732422,144.42550659179688,-0.009572042849486428,0.006092717750634691
100,100,100,100,2019-06-28,147.22531127929688,149.31407165527344,143.97219848632812,-0.013989039029080663,0.022595423471828635
101,101,101,101,2019-07-01,146.96754455566406,143.83001708984375,146.80760192871094,0.02181413538914101,0.001089471014115384
102,102,102,102,2019-07-02,144.84326171875,144.51441955566406,145.84765625,0.0022754972417078356,-0.006886600423172684
103,103,103,103,2019-07-03,144.7099609375,145.7498779296875,143.6789093017578,-0.007134942457304616,0.007176082006418616
104,104,104,104,2019-07-05,143.72337341308594,145.3498992919922,147.45643615722656,-0.011190416277060744,-0.025316377103812626
105,105,105,105,2019-07-08,142.1234588623047,145.30545043945312,146.7097625732422,-0.02189863881585319,-0.03126106695624886
106,106,106,106,2019-07-09,139.72360229492188,147.22531127929688,149.31407165527344,-0.05095393529271419,-0.06423017773229978
107,107,107,107,2019-07-10,139.25254821777344,146.96754455566406,143.83001708984375,-0.05249455831364569,-0.03182554632675172
108,108,108,108,2019-07-11,139.1014404296875,144.84326171875,144.51441955566406,-0.03964161826327628,-0.037456325414583214
109,109,109,109,2019-07-12,141.99900817871094,144.7099609375,145.7498779296875,-0.018733698366209306,-0.025734976963658562
110,110,110,110,2019-07-15,140.754638671875,143.72337341308594,145.3498992919922,-0.020655893823743443,-0.03161516205034176
111,111,111,111,2019-07-16,142.24790954589844,142.1234588623047,145.30545043945312,0.0008756519478907432,-0.02104216245369761
112,112,112,112,2019-07-17,136.65716552734375,139.72360229492188,147.22531127929688,-0.02194644796736367,-0.07178212537044393
113,113,113,113,2019-07-18,134.5062255859375,139.25254821777344,146.96754455566406,-0.0340842784752009,-0.08478959764485161
114,114,114,114,2019-07-19,133.32406616210938,139.1014404296875,144.84326171875,-0.041533533008225376,-0.07952869481086433
115,115,115,115,2019-07-22,134.03518676757812,141.99900817871094,144.7099609375,-0.05608364109916919,-0.07376668544974796
116,116,116,116,2019-07-23,137.62599182128906,140.754638671875,143.72337341308594,-0.022227664253960278,-0.042424425804924115
117,117,117,117,2019-07-24,137.5548553466797,142.24790954589844,142.1234588623047,-0.032992078507167566,-0.0321453161370866
118,118,118,118,2019-07-25,136.98602294921875,136.65716552734375,139.72360229492188,0.002406441115663238,-0.019592819686431895
119,119,119,119,2019-07-26,138.06153869628906,134.5062255859375,139.25254821777344,0.02643233125354505,-0.008552874160850488
120,120,120,120,2019-07-29,137.40379333496094,133.32406616210938,139.1014404296875,0.030600080617785963,-0.012204381848832657
121,121,121,121,2019-07-30,138.4881591796875,134.03518676757812,141.99900817871094,0.03322241360271305,-0.024724461417398813
122,122,122,122,2019-07-31,135.64389038085938,137.62599182128906,140.754638671875,-0.01440208651141639,-0.0363096260218444
123,123,123,123,2019-08-01,133.12850952148438,137.5548553466797,142.24790954589844,-0.032178768346923015,-0.06410920240252493
124,124,124,124,2019-08-02,132.65745544433594,136.98602294921875,136.65716552734375,-0.0315986070088875,-0.029268206080328096
125,125,125,125,2019-08-05,131.2264404296875,138.06153869628906,134.5062255859375,-0.04950762052303048,-0.02438389109472494
126,126,126,126,2019-08-06,134.6751251220703,137.40379333496094,133.32406616210938,-0.01985875459958164,0.010133646526488072
127,127,127,127,2019-08-07,134.92396545410156,138.4881591796875,134.03518676757812,-0.025736451020057394,0.006630935562201401
128,128,128,128,2019-08-08,137.29714965820312,135.64389038085938,137.62599182128906,0.012188232530796261,-0.0023893899599499724
129,129,129,129,2019-08-09,135.99058532714844,133.12850952148438,137.5548553466797,0.02149859422261602,-0.011371972407581143
130,130,130,130,2019-08-12,133.20851135253906,132.65745544433594,136.98602294921875,0.0041539761663402786,-0.027575890702951633
131,131,131,131,2019-08-13,134.5684356689453,131.2264404296875,138.06153869628906,0.025467392305352332,-0.025301058211642524
132,132,132,132,2019-08-14,130.1420440673828,134.6751251220703,137.40379333496094,-0.033659378824253516,-0.05284970007978995
133,133,133,133,2019-08-15,128.00889587402344,134.92396545410156,138.4881591796875,-0.05125160349982816,-0.07566902013671284
134,134,134,134,2019-08-16,131.0308837890625,137.29714965820312,135.64389038085938,-0.045640174502823205,-0.03400821503161344
135,135,135,135,2019-08-19,133.3031463623047,135.99058532714844,133.12850952148438,-0.01976194865533276,0.0013117914520941465
136,136,136,136,2019-08-20,131.3350830078125,133.20851135253906,132.65745544433594,-0.014063878694421383,-0.009968323544984004
137,137,137,137,2019-08-21,132.72166442871094,134.5684356689453,131.2264404296875,-0.013723658382844395,0.01139422813060742
138,138,138,138,2019-08-22,133.795166015625,130.1420440673828,134.6751251220703,0.02807026717938088,-0.006533939401561439
139,139,139,139,2019-08-23,129.7784881591797,128.00889587402344,134.92396545410156,0.013823978974849993,-0.03813612561418722
140,140,140,140,2019-08-26,130.64620971679688,131.0308837890625,137.29714965820312,-0.0029357511843153272,-0.04844193749078951
141,141,141,141,2019-08-27,129.80531311035156,133.3031463623047,135.99058532714844,-0.026239690115388292,-0.04548309136192885
142,142,142,142,2019-08-28,130.8520050048828,131.3350830078125,133.20851135253906,-0.003678209902992613,-0.01769035869952562
143,143,143,143,2019-08-29,132.90057373046875,132.72166442871094,134.5684356689453,0.001348003753026461,-0.012394154172823302
144,144,144,144,2019-08-30,133.00794982910156,133.795166015625,130.1420440673828,-0.0058837416176269475,0.022021367362532684
145,145,145,145,2019-09-03,131.8002471923828,129.7784881591797,128.00889587402344,0.015578537413098337,0.029617873761605962
146,146,146,146,2019-09-04,133.1600341796875,130.64620971679688,131.0308837890625,0.019241464932965746,0.01624922559518538
147,147,147,147,2019-09-05,135.7454071044922,129.80531311035156,133.3031463623047,0.045761562849825355,0.018321103506061975
148,148,148,148,2019-09-06,135.14601135253906,130.8520050048828,131.3350830078125,0.0328157474354025,0.029016834325218843
149,149,149,149,2019-09-09,136.33580017089844,132.90057373046875,132.72166442871094,0.025848093382926596,0.027230940462841913
150,150,150,150,2019-09-10,141.3634490966797,133.00794982910156,133.795166015625,0.06281954784141774,0.05656619223575565
151,151,151,151,2019-09-11,144.55711364746094,131.8002471923828,129.7784881591797,0.09678939703699885,0.1138757716930292
152,152,152,152,2019-09-12,145.6932830810547,133.1600341796875,130.64620971679688,0.09412170084347293,0.11517420518264943
153,153,153,153,2019-09-13,145.3264617919922,135.7454071044922,129.80531311035156,0.07058105973430706,0.11957252218517134
154,154,154,154,2019-09-16,144.96865844726562,135.14601135253906,130.8520050048828,0.07268173878327344,0.10788259180175386
155,155,155,155,2019-09-17,141.20237731933594,136.33580017089844,132.90057373046875,0.035695519022422406,0.06246627351439282
156,156,156,156,2019-09-18,138.83175659179688,141.3634490966797,133.00794982910156,-0.017909102537186694,0.04378540358059935
157,157,157,157,2019-09-19,138.78701782226562,144.55711364746094,131.8002471923828,-0.03991568231825071,0.05301029989484429
158,158,158,158,2019-09-20,139.29693603515625,145.6932830810547,133.1600341796875,-0.04390282730014328,0.04608666476600298
159,159,159,159,2019-09-23,138.97483825683594,145.3264617919922,135.7454071044922,-0.04370589813331738,0.023790352994100594
160,160,160,160,2019-09-24,137.18568420410156,144.96865844726562,135.14601135253906,-0.053687288870064465,0.015092364407572889
161,161,161,161,2019-09-25,139.18955993652344,141.20237731933594,136.33580017089844,-0.014254840612636599,0.020931844475535977
162,162,162,162,2019-09-26,138.59019470214844,138.83175659179688,141.3634490966797,-0.0017399613429850413,-0.019617902734069492
163,163,163,163,2019-09-27,138.96592712402344,138.78701782226562,144.55711364746094,0.0012890924854869201,-0.038678044838893366
164,164,164,164,2019-09-30,140.0394287109375,139.29693603515625,145.6932830810547,0.005330287204550199,-0.03880655477419459
165,165,165,165,2019-10-01,138.46490478515625,138.97483825683594,145.3264617919922,-0.003669250333915075,-0.04721478058591266
166,166,166,166,2019-10-02,136.6846923828125,137.18568420410156,144.96865844726562,-0.0036519249380547736,-0.057143151859038066
167,167,167,167,2019-10-03,136.07640075683594,139.18955993652344,141.20237731933594,-0.0223663267640708,-0.03630233895359536
168,168,168,168,2019-10-04,139.06434631347656,138.59019470214844,138.83175659179688,0.003421249334032206,0.0016753351494611657
169,169,169,169,2019-10-07,138.19656372070312,138.96592712402344,138.78701782226562,-0.005536345629772121,-0.004254390005833608
170,170,170,170,2019-10-08,135.8795623779297,140.0394287109375,139.29693603515625,-0.029704965032343877,-0.02453301382281714
171,171,171,171,2019-10-09,135.83485412597656,138.46490478515625,138.97483825683594,-0.018994348519290938,-0.02259390383355908
172,172,172,172,2019-10-10,137.00677490234375,136.6846923828125,137.18568420410156,0.002356390565149802,-0.0013041397343737104
173,173,173,173,2019-10-11,139.9678497314453,136.07640075683594,139.18955993652344,0.02859753015927624,0.0055915816910177
174,174,174,174,2019-10-14,141.30081176757812,139.06434631347656,138.59019470214844,0.01608223468767589,0.019558505356423117
175,175,175,175,2019-10-15,141.61392211914062,138.19656372070312,138.96592712402344,0.024728244367522967,0.01905499463011484
176,176,176,176,2019-10-16,141.3723602294922,135.8795623779297,140.0394287109375,0.04042401782458693,0.009518258756296749
177,177,177,177,2019-10-17,139.25218200683594,135.83485412597656,138.46490478515625,0.02515796039866225,0.005685752811524614
178,178,178,178,2019-10-18,140.91615295410156,137.00677490234375,136.6846923828125,0.028534195148702368,0.03095782342208464
179,179,179,179,2019-10-21,142.5621795654297,139.9678497314453,136.07640075683594,0.018535183893744867,0.04766277453343015
180,180,180,180,2019-10-22,145.49647521972656,141.30081176757812,139.06434631347656,0.029693130560705994,0.046252897142671
181,181,181,181,2019-10-23,147.54507446289062,141.61392211914062,138.19656372070312,0.04188255119973361,0.06764647752805897
182,182,182,182,2019-10-24,148.0996856689453,141.3723602294922,135.8795623779297,0.04758586069110349,0.0899334901964659
183,183,183,183,2019-10-25,149.07479858398438,139.25218200683594,135.83485412597656,0.07053833150468147,0.09747089245392626
184,184,184,184,2019-10-28,148.79747009277344,140.91615295410156,137.00677490234375,0.05592912503961789,0.08605921275669703
185,185,185,185,2019-10-29,148.23390197753906,142.5621795654297,139.9678497314453,0.03978420103703817,0.05905679241307005
186,186,186,186,2019-10-30,147.4913787841797,145.49647521972656,141.30081176757812,0.013711009572159316,0.04381126293021054
187,187,187,187,2019-10-31,145.5232696533203,147.54507446289062,141.61392211914062,-0.013702963768396192,0.027605672349719557
188,188,188,188,2019-11-01,149.2805938720703,148.0996856689453,141.3723602294922,0.007973738754346371,0.05593903666700162
189,189,189,189,2019-11-04,150.74771118164062,149.07479858398438,139.25218200683594,0.011221967854706083,0.08255187824805765
190,190,190,190,2019-11-05,150.35406494140625,148.79747009277344,140.91615295410156,0.010461164747372909,0.06697537357820682
191,191,191,191,2019-11-06,149.22691345214844,148.23390197753906,142.5621795654297,0.006698949844549329,0.04674966324893992
192,192,192,192,2019-11-07,149.37002563476562,147.4913787841797,145.49647521972656,0.012737333300917308,0.026622984571889274
193,193,193,193,2019-11-08,149.34323120117188,145.5232696533203,147.54507446289062,0.026249833150064905,0.012187168869086884
194,194,194,194,2019-11-11,150.24671936035156,149.2805938720703,148.0996856689453,0.006471875970088803,0.014497219772671377
195,195,195,195,2019-11-12,151.13233947753906,150.74771118164062,149.07479858398438,0.00255147022056601,0.013802070592069393
196,196,196,196,2019-11-13,146.99038696289062,150.35406494140625,148.79747009277344,-0.022371712928589416,-0.012144582355843259
197,197,197,197,2019-11-14,147.19615173339844,149.22691345214844,148.23390197753906,-0.013608548697894185,-0.007000761838529157
198,198,198,198,2019-11-15,146.4178924560547,149.37002563476562,147.4913787841797,-0.019763892830341967,-0.007278298819728302
199,199,199,199,2019-11-18,144.96865844726562,149.34323120117188,145.5232696533203,-0.029292072487794973,-0.0038111513531542407
200,200,200,200,2019-11-19,145.36488342285156,150.24671936035156,149.2805938720703,-0.03249212999979989,-0.026230539065073777
201,201,201,201,2019-11-20,142.915283203125,151.13233947753906,150.74771118164062,-0.05436994029749176,-0.051957193360488874
202,202,202,202,2019-11-21,142.27584838867188,146.99038696289062,150.35406494140625,-0.03207378844038955,-0.05372795578145828
203,203,203,203,2019-11-22,143.09536743164062,147.19615173339844,149.22691345214844,-0.02785931733585778,-0.04108874115709682
204,204,204,204,2019-11-25,146.31051635742188,146.4178924560547,149.37002563476562,-0.000733353668951664,-0.02048275257597365
205,205,205,205,2019-11-26,146.706787109375,144.96865844726562,149.34323120117188,0.01198968577571291,-0.017653589456930074
206,206,206,206,2019-11-27,146.2384490966797,145.36488342285156,150.24671936035156,0.0060094684029499135,-0.026677922025428402
207,207,207,207,2019-11-29,144.5093231201172,142.915283203125,151.13233947753906,0.011153740042809668,-0.043822628434903366
208,208,208,208,2019-12-02,142.14076232910156,142.27584838867188,146.99038696289062,-0.0009494658517255061,-0.032992801325255394
209,209,209,209,2019-12-03,141.0060272216797,143.09536743164062,147.19615173339844,-0.014601033195285384,-0.04205357571392421
210,210,210,210,2019-12-04,143.3475799560547,146.31051635742188,146.4178924560547,-0.020251014589607652,-0.02096951710271
211,211,211,211,2019-12-05,146.06739807128906,146.706787109375,144.96865844726562,-0.004358278513789893,0.007579152872019712
212,212,212,212,2019-12-06,148.571044921875,146.2384490966797,145.36488342285156,0.015950632953261268,0.022055956180950798
213,213,213,213,2019-12-09,149.2644805908203,144.5093231201172,142.915283203125,0.0329055410961312,0.04442630099029521
214,214,214,214,2019-12-10,148.74212646484375,142.14076232910156,142.27584838867188,0.0464424421789571,0.04544888081431209
215,215,215,215,2019-12-11,151.01161193847656,141.0060272216797,143.09536743164062,0.07095856052356408,0.055321459030584386
216,216,216,216,2019-12-12,153.479248046875,143.3475799560547,146.31051635742188,0.07067903130228159,0.04899669461859202
217,217,217,217,2019-12-13,153.4432373046875,146.06739807128906,146.706787109375,0.050496136241152234,0.045917781501753074
218,218,218,218,2019-12-16,154.127685546875,148.571044921875,146.2384490966797,0.037400562323041564,0.05394775791816331
219,219,219,219,2019-12-17,154.76712036132812,149.2644805908203,144.5093231201172,0.0368650314443677,0.07098363634770188
220,220,220,220,2019-12-18,154.55995178222656,148.74212646484375,142.14076232910156,0.0391135010346777,0.08737246972385426
221,221,221,221,2019-12-19,151.07467651367188,151.01161193847656,141.0060272216797,0.00041761407871732104,0.07140580789616147
222,222,222,222,2019-12-20,152.8128204345703,153.479248046875,143.3475799560547,-0.004342134984275825,0.06602999842353352
223,223,223,223,2019-12-23,152.9389190673828,153.4432373046875,146.06739807128906,-0.0032866762078492817,0.04704349558373089
224,224,224,224,2019-12-24,152.1283721923828,154.127685546875,148.571044921875,-0.01297179898211176,0.023943610764657564
225,225,225,225,2019-12-26,152.90284729003906,154.76712036132812,149.2644805908203,-0.01204566620440195,0.024375301376572178
226,226,226,226,2019-12-27,152.38052368164062,154.55995178222656,148.74212646484375,-0.014100859087072815,0.024461107981112784
227,227,227,227,2019-12-30,152.05630493164062,151.07467651367188,151.01161193847656,0.006497637066791295,0.006917964650226205
228,228,228,228,2019-12-31,152.56063842773438,152.8128204345703,153.479248046875,-0.001650267340912781,-0.005985236641634195
229,229,229,229,2020-01-02,152.20040893554688,152.9389190673828,153.4432373046875,-0.004828791365463769,-0.008099596899619477
230,230,230,230,2020-01-03,150.48025512695312,152.1283721923828,154.127685546875,-0.010833725765141744,-0.02366499183440074
231,231,231,231,2020-01-06,149.37254333496094,152.90284729003906,154.76712036132812,-0.023088542938520584,-0.034856092261539184
232,232,232,232,2020-01-07,148.4088897705078,152.38052368164062,154.55995178222656,-0.02606392086846021,-0.039797256280110216
233,233,233,233,2020-01-08,150.04795837402344,152.05630493164062,151.07467651367188,-0.013207913729852083,-0.006796096892886738
234,234,234,234,2020-01-09,150.093017578125,152.56063842773438,152.8128204345703,-0.016174688799419523,-0.017798263579657192
235,235,235,235,2020-01-10,149.99395751953125,152.20040893554688,152.9389190673828,-0.014497013716632035,-0.01925580202743593
236,236,236,236,2020-01-13,150.8314971923828,150.48025512695312,152.1283721923828,0.0023341405497576684,-0.008524872653997484
237,237,237,237,2020-01-14,151.7230987548828,149.37254333496094,152.90284729003906,0.01573619466765641,-0.007715674077137358
238,238,238,238,2020-01-15,150.55235290527344,148.4088897705078,152.38052368164062,0.014442956470331225,-0.011997404472678386
239,239,239,239,2020-01-16,151.90321350097656,150.04795837402344,152.05630493164062,0.01236441433164015,-0.0010068075160243328
240,240,240,240,2020-01-17,153.10098266601562,150.093017578125,152.56063842773438,0.02004067302014856,0.0035418325712972543
241,241,241,241,2020-01-21,152.029296875,149.99395751953125,152.20040893554688,0.013569475658402608,-0.0011242549329768536
242,242,242,242,2020-01-22,150.98460388183594,150.8314971923828,150.48025512695312,0.0010150843312113356,0.003351594230467825
