,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ANSS,ANSS_6m,ANSS_12m,ANSS_6m_ret,ANSS_12m_ret
37,37,37,37,2019-03-29,182.7100067138672,182.3300018310547,180.8099975585937,0.0020841599242926723,0.010508319124653331
38,38,38,38,2019-04-01,187.4499969482422,177.17999267578125,180.6199951171875,0.05796367929224289,0.03781420670852831
39,39,39,39,2019-04-02,187.6100006103516,177.44000244140625,180.3800048828125,0.05731513767479601,0.04008202423675611
40,40,40,40,2019-04-03,188.5399932861328,179.69000244140625,180.8999938964844,0.049251437055394254,0.04223327610514027
41,41,41,41,2019-04-04,184.97999572753903,178.5500030517578,181.1199951171875,0.03601227984251176,0.021311841400249998
42,42,42,42,2019-04-05,185.8300018310547,180.2899932861328,180.22999572753903,0.030728319658481995,0.031071443357194584
43,43,43,43,2019-04-08,186.4100036621093,182.7100067138672,182.3300018310547,0.02025065301451434,0.022377018538260574
44,44,44,44,2019-04-09,186.6600036621093,187.4499969482422,177.17999267578125,-0.004214421440353666,0.053504974479118284
45,45,45,45,2019-04-10,187.9199981689453,187.6100006103516,177.44000244140625,0.0016523509279100512,0.05906219332362639
46,46,46,46,2019-04-11,188.58999633789065,188.5399932861328,179.69000244140625,0.0002652119101433925,0.049529711033236445
47,47,47,47,2019-04-12,189.5500030517578,184.97999572753903,178.5500030517578,0.024705413719168012,0.06160739183415931
48,48,48,48,2019-04-15,189.9600067138672,185.8300018310547,180.2899932861328,0.022224639951127223,0.053635885450322274
49,49,49,49,2019-04-16,189.3999938964844,186.4100036621093,182.7100067138672,0.016039859318895955,0.03661532995887895
50,50,50,50,2019-04-17,187.08999633789065,186.6600036621093,187.4499969482422,0.002303614418436073,-0.0019205154239129163
51,51,51,51,2019-04-18,186.58999633789065,187.9199981689453,187.6100006103516,-0.007077489591389541,-0.00543683315997312
52,52,52,52,2019-04-22,189.0399932861328,188.58999633789065,188.5399932861328,0.0023861125032098585,0.002651957238808178
53,53,53,53,2019-04-23,192.1999969482422,189.5500030517578,184.97999572753903,0.013980447659295292,0.039031254121865366
54,54,54,54,2019-04-24,192.9100036621093,189.9600067138672,185.8300018310547,0.015529568561690077,0.038099347582697174
55,55,55,55,2019-04-25,191.92999267578125,189.3999938964844,186.4100036621093,0.013357966530239684,0.029612085753067285
56,56,56,56,2019-04-26,194.6600036621093,187.08999633789065,186.6600036621093,0.040461849764254376,0.04285867268320409
57,57,57,57,2019-04-29,193.58999633789065,186.58999633789065,187.9199981689453,0.0375154088503431,0.030172404343298487
58,58,58,58,2019-04-30,195.8000030517578,189.0399932861328,188.58999633789065,0.03575968052111067,0.038231119645122824
59,59,59,59,2019-05-01,192.509994506836,192.1999969482422,189.5500030517578,0.0016128905489904977,0.015615887140186135
60,60,60,60,2019-05-02,191.3800048828125,192.9100036621093,189.9600067138672,-0.00793115312970838,0.00747524804568056
61,61,61,61,2019-05-03,192.4900054931641,191.92999267578125,189.3999938964844,0.0029177973154452808,0.01631473968456687
62,62,62,62,2019-05-06,192.6000061035156,194.6600036621093,187.08999633789065,-0.010582541456073513,0.029451119105661228
63,63,63,63,2019-05-07,188.9199981689453,193.58999633789065,186.58999633789065,-0.0241231378546769,0.012487281616294865
64,64,64,64,2019-05-08,190.92999267578125,195.8000030517578,189.0399932861328,-0.02487237129761033,0.009997881172095324
65,65,65,65,2019-05-09,190.509994506836,192.509994506836,192.1999969482422,-0.01038907099407238,-0.008792936879501112
66,66,66,66,2019-05-10,191.8800048828125,191.3800048828125,192.9100036621093,0.0026126031311690667,-0.005339270954039632
67,67,67,67,2019-05-13,183.97000122070312,192.4900054931641,191.92999267578125,-0.04426206051910331,-0.041473410925016774
68,68,68,68,2019-05-14,186.02999877929688,192.6000061035156,194.6600036621093,-0.034112186479825835,-0.04433373430831933
69,69,69,69,2019-05-15,186.9499969482422,188.9199981689453,193.58999633789065,-0.010427700824670816,-0.03429928981484687
70,70,70,70,2019-05-16,191.44000244140625,190.92999267578125,195.8000030517578,0.0026711872685767357,-0.02226762279058314
71,71,71,71,2019-05-17,187.52999877929688,190.509994506836,192.509994506836,-0.015642201529916022,-0.025868764581790438
72,72,72,72,2019-05-20,184.6699981689453,191.8800048828125,191.3800048828125,-0.03757560209710531,-0.035061169101630596
73,73,73,73,2019-05-21,185.8600006103516,183.97000122070312,192.4900054931641,0.010273410757773993,-0.03444337209002757
74,74,74,74,2019-05-22,185.52999877929688,186.02999877929688,192.6000061035156,-0.002687738554431718,-0.03670824039547982
75,75,75,75,2019-05-23,180.11000061035156,186.9499969482422,188.9199981689453,-0.03658730382212472,-0.04663348318855709
76,76,76,76,2019-05-24,182.1499938964844,191.44000244140625,190.92999267578125,-0.048526997630838564,-0.045985435060515556
77,77,77,77,2019-05-28,180.3999938964844,187.52999877929688,190.509994506836,-0.03802060965831788,-0.05306808514966821
78,78,78,78,2019-05-29,179.36000061035156,184.6699981689453,191.8800048828125,-0.028753980674954605,-0.06524913463550996
79,79,79,79,2019-05-30,180.69000244140625,185.8600006103516,183.97000122070312,-0.027816626234625108,-0.017828987104054894
80,80,80,80,2019-05-31,179.5,185.52999877929688,186.02999877929688,-0.032501475874368135,-0.03510185895901641
81,81,81,81,2019-06-03,175.24000549316406,180.11000061035156,186.9499969482422,-0.027039004501050456,-0.06263702405044747
82,82,82,82,2019-06-04,182.3600006103516,182.1499938964844,191.44000244140625,0.0011529328624986235,-0.047430013138626825
83,83,83,83,2019-06-05,185.8500061035156,180.3999938964844,187.52999877929688,0.030210711704117266,-0.008958527631402924
84,84,84,84,2019-06-06,189.1999969482422,179.36000061035156,184.6699981689453,0.05486170999334128,0.024530236769443325
85,85,85,85,2019-06-07,193.2899932861328,180.69000244140625,185.8600006103516,0.06973263973922661,0.039976286728621746
86,86,86,86,2019-06-10,195.0800018310547,179.5,185.52999877929688,0.0867966675824774,0.051474171910701694
87,87,87,87,2019-06-11,194.8099975585937,175.24000549316406,180.11000061035156,0.11167536779261877,0.08161677251916721
88,88,88,88,2019-06-12,197.7700042724609,182.3600006103516,182.1499938964844,0.08450320032097314,0.08575355970010823
89,89,89,89,2019-06-13,198.47000122070312,185.8500061035156,180.3999938964844,0.067904195333512,0.10016634110635003
90,90,90,90,2019-06-14,197.1300048828125,189.1999969482422,179.36000061035156,0.04191336185242989,0.09907451054856531
91,91,91,91,2019-06-17,198.72000122070312,193.2899932861328,180.69000244140625,0.028092545518029644,0.09978415261322282
92,92,92,92,2019-06-18,201.88999938964844,195.0800018310547,179.5,0.03490874253984999,0.12473537264428103
93,93,93,93,2019-06-19,204.0500030517578,194.8099975585937,175.24000549316406,0.04743085883148779,0.16440308522883273
94,94,94,94,2019-06-20,203.6999969482422,197.7700042724609,182.3600006103516,0.029984287544494004,0.11702125612232117
95,95,95,95,2019-06-21,200.9600067138672,198.47000122070312,185.8500061035156,0.012546004322311344,0.08130212598398057
96,96,96,96,2019-06-24,201.38999938964844,197.1300048828125,189.1999969482422,0.021610076605884432,0.06442918941875542
97,97,97,97,2019-06-25,196.4499969482422,198.72000122070312,193.2899932861328,-0.011423129320232928,0.01634851141740956
98,98,98,98,2019-06-26,198.67999267578125,201.88999938964844,195.0800018310547,-0.015899780690334597,0.018453920498956444
99,99,99,99,2019-06-27,200.8699951171875,204.0500030517578,194.8099975585937,-0.015584454236757361,0.031107220545860903
100,100,100,100,2019-06-28,204.82000732421875,203.6999969482422,197.7700042724609,0.005498332806853856,0.03564748394324391
101,101,101,101,2019-07-01,208.1100006103516,200.9600067138672,198.47000122070312,0.035579188184765353,0.048571569155827055
102,102,102,102,2019-07-02,206.58999633789065,201.38999938964844,197.1300048828125,0.02582053212176283,0.04798859240480313
103,103,103,103,2019-07-03,209.3300018310547,196.4499969482422,198.72000122070312,0.06556378255483475,0.053391709667754306
104,104,104,104,2019-07-05,209.509994506836,198.67999267578125,201.88999938964844,0.05450977567090942,0.03774330150192795
105,105,105,105,2019-07-08,207.92999267578125,200.8699951171875,204.0500030517578,0.035147098771396657,0.019014896182281804
106,106,106,106,2019-07-09,206.72000122070312,204.82000732421875,203.6999969482422,0.009276407716736434,0.014825745300468984
107,107,107,107,2019-07-10,209.5500030517578,208.1100006103516,200.9600067138672,0.006919429326716298,0.0427448051896282
108,108,108,108,2019-07-11,211.3000030517578,206.58999633789065,201.38999938964844,0.022798813095304293,0.04920802270293256
109,109,109,109,2019-07-12,212.27999877929688,209.3300018310547,196.4499969482422,0.014092566390091932,0.08058031090336626
110,110,110,110,2019-07-15,210.9199981689453,209.509994506836,198.67999267578125,0.006730006677859501,0.06160663350304274
111,111,111,111,2019-07-16,209.7400054931641,207.92999267578125,200.8699951171875,0.008704914544026998,0.04415796580669906
112,112,112,112,2019-07-17,209.6999969482422,206.72000122070312,204.82000732421875,0.014415613921932469,0.02382574675089577
113,113,113,113,2019-07-18,207.5599975585937,209.5500030517578,208.1100006103516,-0.009496566280996932,-0.0026428477735084277
114,114,114,114,2019-07-19,208.1000061035156,211.3000030517578,206.58999633789065,-0.015144329872339712,0.007309210476751371
115,115,115,115,2019-07-22,211.5,212.27999877929688,209.3300018310547,-0.003674386582731337,0.010366398270500454
116,116,116,116,2019-07-23,213.2400054931641,210.9199981689453,209.509994506836,0.010999465884503179,0.017803499041218362
117,117,117,117,2019-07-24,214.9499969482422,209.7400054931641,207.92999267578125,0.024840237048853853,0.03376138373364457
118,118,118,118,2019-07-25,213.2400054931641,209.6999969482422,206.72000122070312,0.01688129993533405,0.03154026815963462
119,119,119,119,2019-07-26,213.1499938964844,207.5599975585937,209.5500030517578,0.02693195415129379,0.017179626782622526
120,120,120,120,2019-07-29,210.6600036621093,208.1000061035156,211.3000030517578,0.012301765898652839,-0.0030288659744682755
121,121,121,121,2019-07-30,207.8000030517578,211.5,212.27999877929688,-0.017494075405400378,-0.02110418199218489
122,122,122,122,2019-07-31,203.1199951171875,213.2400054931641,210.9199981689453,-0.047458310426187866,-0.036980860608153754
123,123,123,123,2019-08-01,201.2100067138672,214.9499969482422,209.7400054931641,-0.06392179776435847,-0.04066939332456021
124,124,124,124,2019-08-02,195.3500061035156,213.2400054931641,209.6999969482422,-0.08389607451131864,-0.06843104937320732
125,125,125,125,2019-08-05,190.1499938964844,213.1499938964844,207.5599975585937,-0.1079052341477893,-0.08387937881524832
126,126,126,126,2019-08-06,198.33999633789065,210.6600036621093,208.1000061035156,-0.058482897133047884,-0.04690057414400073
127,127,127,127,2019-08-07,201.88999938964844,207.8000030517578,211.5,-0.028440825675239978,-0.0454373551316859
128,128,128,128,2019-08-08,211.3300018310547,203.1199951171875,213.2400054931641,0.04041949050427318,-0.008957060649534831
129,129,129,129,2019-08-09,208.2700042724609,201.2100067138672,214.9499969482422,0.03508770599383482,-0.031076961017076687
130,130,130,130,2019-08-12,207.0399932861328,195.3500061035156,213.2400054931641,0.059841242986307996,-0.029075276905439984
131,131,131,131,2019-08-13,213.4199981689453,190.1499938964844,213.1499938964844,0.12237709713064127,0.0012667336626432935
132,132,132,132,2019-08-14,205.0599975585937,198.33999633789065,210.6600036621093,0.03388122085701206,-0.026583148230158615
133,133,133,133,2019-08-15,204.1199951171875,201.88999938964844,207.8000030517578,0.011045597772454174,-0.01770937382351101
134,134,134,134,2019-08-16,209.57000732421875,211.3300018310547,203.1199951171875,-0.008328181004053303,0.03175468866720865
135,135,135,135,2019-08-19,212.9900054931641,208.2700042724609,201.2100067138672,0.022662894914663,0.0585457899022328
136,136,136,136,2019-08-20,213.17999267578125,207.0399932861328,195.3500061035156,0.02965610311415956,0.0912720041729489
137,137,137,137,2019-08-21,218.0399932861328,213.4199981689453,190.1499938964844,0.021647433027950136,0.14667368017288185
138,138,138,138,2019-08-22,217.1000061035156,205.0599975585937,198.33999633789065,0.05871456494815175,0.09458510694769551
139,139,139,139,2019-08-23,210.7100067138672,204.1199951171875,201.88999938964844,0.03228498801842661,0.04368719278262079
140,140,140,140,2019-08-26,211.8000030517578,209.57000732421875,211.3300018310547,0.010640815238838641,0.002224015599445517
141,141,141,141,2019-08-27,211.0399932861328,212.9900054931641,208.2700042724609,-0.009155416483116907,0.013299990189889144
142,142,142,142,2019-08-28,204.13999938964844,213.17999267578125,207.0399932861328,-0.042405448901020715,-0.014006926152072108
143,143,143,143,2019-08-29,209.17999267578125,218.0399932861328,213.4199981689453,-0.040634749968665784,-0.019866954969269712
144,144,144,144,2019-08-30,206.5599975585937,217.1000061035156,205.0599975585937,-0.04854909372916516,0.007314932302051602
145,145,145,145,2019-09-03,206.009994506836,210.7100067138672,204.1199951171875,-0.022305595639857567,0.009259256490592227
146,146,146,146,2019-09-04,212.4900054931641,211.8000030517578,209.57000732421875,0.0032578018482731785,0.013933282754663878
147,147,147,147,2019-09-05,218.08999633789065,211.0399932861328,212.9900054931641,0.033406004909217746,0.023944742538119845
148,148,148,148,2019-09-06,217.58999633789065,204.13999938964844,213.17999267578125,0.06588614180687724,0.02068676148617965
149,149,149,149,2019-09-09,214.5800018310547,209.17999267578125,218.0399932861328,0.025815132155794673,-0.01586860925342992
150,150,150,150,2019-09-10,210.3800048828125,206.5599975585937,217.1000061035156,0.018493451633272873,-0.030953482412611866
151,151,151,151,2019-09-11,214.58999633789065,206.009994506836,210.7100067138672,0.04164847366553359,0.0184138840130752
152,152,152,152,2019-09-12,211.0800018310547,212.4900054931641,211.8000030517578,-0.006635623444203653,-0.0033994391422514925
153,153,153,153,2019-09-13,212.1300048828125,218.08999633789065,211.0399932861328,-0.027328128548565922,0.005164952764198594
154,154,154,154,2019-09-16,212.1300048828125,217.58999633789065,204.13999938964844,-0.02509302609022268,0.03913983304131041
155,155,155,155,2019-09-17,216.1300048828125,214.5800018310547,209.17999267578125,0.007223427339599686,0.03322503322678383
156,156,156,156,2019-09-18,217.58999633789065,210.3800048828125,206.5599975585937,0.03427127715437739,0.05339852299411518
157,157,157,157,2019-09-19,219.0500030517578,214.58999633789065,206.009994506836,0.0207838519501371,0.06329794132628419
158,158,158,158,2019-09-20,216.57000732421875,211.0800018310547,212.4900054931641,0.026009121875781416,0.019200911692695666
159,159,159,159,2019-09-23,216.72999572753903,212.1300048828125,218.08999633789065,0.021684772256841844,-0.006235960535505458
160,160,160,160,2019-09-24,213.8600006103516,212.1300048828125,217.58999633789065,0.008155356091632537,-0.017142312561772566
161,161,161,161,2019-09-25,215.63999938964844,216.1300048828125,214.5800018310547,-0.0022671793924667893,0.004939871141525609
162,162,162,162,2019-09-26,220.0800018310547,217.58999633789065,210.3800048828125,0.011443566041967168,0.04610702881980333
163,163,163,163,2019-09-27,217.08999633789065,219.0500030517578,214.58999633789065,-0.00894775935430614,0.011650123690125413
164,164,164,164,2019-09-30,221.3600006103516,216.57000732421875,211.0800018310547,0.02211752839331038,0.04870190776066452
165,165,165,165,2019-10-01,216.72999572753903,216.72999572753903,212.1300048828125,0.0,0.021684772256841844
166,166,166,166,2019-10-02,216.0399932861328,213.8600006103516,212.1300048828125,0.010193550311229593,0.01843203843548835
167,167,167,167,2019-10-03,220.2400054931641,215.63999938964844,216.1300048828125,0.021331877743162586,0.019016335157074016
168,168,168,168,2019-10-04,224.6300048828125,220.0800018310547,217.58999633789065,0.020674313949027745,0.03235446786804297
169,169,169,169,2019-10-07,223.1199951171875,217.08999633789065,219.0500030517578,0.027776493072077857,0.01858019634205621
170,170,170,170,2019-10-08,216.6300048828125,221.3600006103516,216.57000732421875,-0.021367888121147316,0.00027703539993839676
171,171,171,171,2019-10-09,220.4900054931641,216.72999572753903,216.72999572753903,0.017348820374416096,0.017348820374416096
172,172,172,172,2019-10-10,220.6699981689453,216.0399932861328,213.8600006103516,0.02143123970884564,0.03184325044027925
173,173,173,173,2019-10-11,224.1600036621093,220.2400054931641,215.63999938964844,0.017798756225815948,0.03951031486076806
174,174,174,174,2019-10-14,225.259994506836,224.6300048828125,220.0800018310547,0.002804565776295842,0.023536862198673347
175,175,175,175,2019-10-15,226.82000732421875,223.1199951171875,217.08999633789065,0.016583059734686323,0.04482017205059874
176,176,176,176,2019-10-16,222.17999267578125,216.6300048828125,221.3600006103516,0.025619663333207532,0.0037043371122547075
177,177,177,177,2019-10-17,220.8699951171875,220.4900054931641,216.72999572753903,0.0017233870676971463,0.01910210617478647
178,178,178,178,2019-10-18,218.42999267578125,220.6699981689453,216.0399932861328,-0.010150929042239354,0.011062763673034492
179,179,179,179,2019-10-21,218.77999877929688,224.1600036621093,220.2400054931641,-0.024000735166484155,-0.006629162175136871
180,180,180,180,2019-10-22,214.32000732421875,225.259994506836,224.6300048828125,-0.0485660456778767,-0.0458976865711791
181,181,181,181,2019-10-23,216.0800018310547,226.82000732421875,223.1199951171875,-0.047350344530287414,-0.031552498387404704
182,182,182,182,2019-10-24,221.5200042724609,222.17999267578125,216.6300048828125,-0.0029705123101855246,0.022573047497707943
183,183,183,183,2019-10-25,220.25,220.8699951171875,220.4900054931641,-0.002807059043300808,-0.0010885096248570703
184,184,184,184,2019-10-28,223.6300048828125,218.42999267578125,220.6699981689453,0.02380631040330483,0.013413725193403891
185,185,185,185,2019-10-29,222.3000030517578,218.77999877929688,224.1600036621093,0.016089241667890608,-0.00829764712689407
186,186,186,186,2019-10-30,225.19000244140625,214.32000732421875,225.259994506836,0.05071852718231584,-0.00031071680341188124
187,187,187,187,2019-10-31,220.1499938964844,216.0800018310547,226.82000732421875,0.01883557955822268,-0.029406636153574195
188,188,188,188,2019-11-01,220.0,221.5200042724609,222.17999267578125,-0.006861702072700204,-0.00981183161240995
189,189,189,189,2019-11-04,217.47000122070312,220.25,220.8699951171875,-0.01262201488897563,-0.015393643191237594
190,190,190,190,2019-11-05,217.9600067138672,223.6300048828125,218.42999267578125,-0.025354371261211206,-0.0021516548902313914
191,191,191,191,2019-11-06,218.72999572753903,222.3000030517578,218.77999877929688,-0.016059411944261526,-0.00022855403618626813
192,192,192,192,2019-11-07,225.22000122070312,225.19000244140625,214.32000732421875,0.00013321541352473432,0.0508584990854124
193,193,193,193,2019-11-08,224.3099975585937,220.1499938964844,216.0800018310547,0.018896224289996377,0.03808772518418313
194,194,194,194,2019-11-11,227.3500061035156,220.0,221.5200042724609,0.03340911865234353,0.02631817316093943
195,195,195,195,2019-11-12,230.2100067138672,217.47000122070312,220.25,0.05858281795949716,0.045221369869998584
196,196,196,196,2019-11-13,229.0,217.9600067138672,223.6300048828125,0.050651463323846624,0.024012856056598864
197,197,197,197,2019-11-14,229.3699951171875,218.72999572753903,222.3000030517578,0.04864444565208226,0.031803832516293706
198,198,198,198,2019-11-15,235.1499938964844,225.22000122070312,225.19000244140625,0.044090190133914575,0.044229279040350455
199,199,199,199,2019-11-18,238.6699981689453,224.3099975585937,220.1499938964844,0.06401854918036154,0.0841244823343903
200,200,200,200,2019-11-19,242.4199981689453,227.3500061035156,220.0,0.06628542626283518,0.10190908258611509
201,201,201,201,2019-11-20,245.4900054931641,230.2100067138672,217.47000122070312,0.06637417285812752,0.12884537690338438
202,202,202,202,2019-11-21,246.3800048828125,229.0,217.9600067138672,0.07589521782887565,0.13039088499503682
203,203,203,203,2019-11-22,246.3800048828125,229.3699951171875,218.72999572753903,0.0741596988609361,0.12641160195383394
204,204,204,204,2019-11-25,249.4199981689453,235.1499938964844,225.22000122070312,0.06068468910419256,0.10745047871892832
205,205,205,205,2019-11-26,252.47999572753903,238.6699981689453,224.3099975585937,0.05786231057335556,0.125585120928847
206,206,206,206,2019-11-27,255.4499969482422,242.4199981689453,227.3500061035156,0.05374968599008123,0.12359793310026257
207,207,207,207,2019-11-29,254.69000244140625,245.4900054931641,230.2100067138672,0.03747605500175166,0.10633767001260619
208,208,208,208,2019-12-02,250.6999969482422,246.3800048828125,229.0,0.017533858185790896,0.09475981200105754
209,209,209,209,2019-12-03,250.3699951171875,246.3800048828125,229.3699951171875,0.01619445634913763,0.09155513121614223
210,210,210,210,2019-12-04,252.13999938964844,249.4199981689453,235.1499938964844,0.010905305270913823,0.07225177943505812
211,211,211,211,2019-12-05,252.9900054931641,252.47999572753903,238.6699981689453,0.002020000690175161,0.05999919317082414
212,212,212,212,2019-12-06,256.6300048828125,255.4499969482422,242.4199981689453,0.004619330392121368,0.05861730394026354
213,213,213,213,2019-12-09,255.0800018310547,254.69000244140625,245.4900054931641,0.0015312709015273818,0.03906471189580718
214,214,214,214,2019-12-10,252.57000732421875,250.6999969482422,246.3800048828125,0.007459155958277286,0.025123801926826284
215,215,215,215,2019-12-11,251.6300048828125,250.3699951171875,246.3800048828125,0.00503259092622188,0.021308547349437212
216,216,216,216,2019-12-12,251.0200042724609,252.13999938964844,249.4199981689453,-0.004441957324893608,0.006414907045391827
217,217,217,217,2019-12-13,253.92999267578125,252.9900054931641,252.47999572753903,0.0037155111356466097,0.005743017160880104
218,218,218,218,2019-12-16,257.94000244140625,256.6300048828125,255.4499969482422,0.005104615725631811,0.009747526024314501
219,219,219,219,2019-12-17,257.07000732421875,255.0800018310547,254.69000244140625,0.007801495526419622,0.009344712631034868
220,220,220,220,2019-12-18,254.6699981689453,252.57000732421875,250.6999969482422,0.008314490176305256,0.0158356652135212
221,221,221,221,2019-12-19,255.75,251.6300048828125,250.3699951171875,0.016373226710805877,0.0214882173892057
222,222,222,222,2019-12-20,258.8900146484375,251.0200042724609,252.13999938964844,0.031352124300955575,0.02677090217787237
223,223,223,223,2019-12-23,255.72999572753903,253.92999267578125,252.9900054931641,0.007088579938077766,0.010830428771420264
224,224,224,224,2019-12-24,256.489990234375,257.94000244140625,256.6300048828125,-0.005621509627459331,-0.0005455895482737727
225,225,225,225,2019-12-26,258.3299865722656,257.07000732421875,255.0800018310547,0.0049013078622499595,0.012741040920030589
226,226,226,226,2019-12-27,258.67999267578125,254.6699981689453,252.57000732421875,0.015745845744168596,0.024191254600231415
227,227,227,227,2019-12-30,256.79998779296875,255.75,251.6300048828125,0.004105524117179904,0.02054597150512305
228,228,228,228,2019-12-31,257.4100036621094,258.8900146484375,251.0200042724609,-0.0057167557749877584,0.025456136088312098
229,229,229,229,2020-01-02,259.5899963378906,255.72999572753903,253.92999267578125,0.015094047138936917,0.022289622436748147
230,230,230,230,2020-01-03,256.9700012207031,256.489990234375,257.94000244140625,0.0018714608936181154,-0.0037605691692721432
231,231,231,231,2020-01-06,254.58999633789065,258.3299865722656,257.07000732421875,-0.014477569112282485,-0.009647220273348633
232,232,232,232,2020-01-07,256.6700134277344,258.67999267578125,254.6699981689453,-0.007770138027513029,0.007853360321863567
233,233,233,233,2020-01-08,257.7300109863281,256.79998779296875,255.75,0.003621585816075523,0.007741978441165642
234,234,234,234,2020-01-09,261.42999267578125,257.4100036621094,258.8900146484375,0.015617065989978807,0.009811031262804581
235,235,235,235,2020-01-10,260.79998779296875,259.5899963378906,255.72999572753903,0.004661163650941269,0.01982556661374768
236,236,236,236,2020-01-13,264.04998779296875,256.9700012207031,256.489990234375,0.02755180191708395,0.029474824930538546
237,237,237,237,2020-01-14,262.8699951171875,254.58999633789065,258.3299865722656,0.032522875597624346,0.017574454306147125
238,238,238,238,2020-01-15,264.2799987792969,256.6700134277344,258.67999267578125,0.029648906975668465,0.02164839284858977
239,239,239,239,2020-01-16,266.8099975585937,257.7300109863281,256.79998779296875,0.035230614151284145,0.03897979065986168
240,240,240,240,2020-01-17,270.2799987792969,261.42999267578125,257.4100036621094,0.03385229832634851,0.04999803789320234
241,241,241,241,2020-01-21,273.82000732421875,260.79998779296875,259.5899963378906,0.0499233901099172,0.05481725485217037
242,242,242,242,2020-01-22,274.7300109863281,264.04998779296875,256.9700012207031,0.04044697476650949,0.06911316372050558
243,243,243,243,2020-01-23,277.7099914550781,262.8699951171875,254.58999633789065,0.0564537475312652,0.0908126613368685
244,244,244,244,2020-01-24,277.3399963378906,264.2799987792969,256.6700134277344,0.04941727568835175,0.08053135087389518
245,245,245,245,2020-01-27,270.70001220703125,266.8099975585937,257.7300109863281,0.014579718466446456,0.05032398505345648
