,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CMG,CMG_6m,CMG_12m,CMG_6m_ret,CMG_12m_ret
250,250,250,250,2020-02-03,867.3300170898438,869.7100219726562,865.0900268554688,-0.002736549910525632,0.0025893145971376264
251,251,251,251,2020-02-04,884.8200073242188,865.030029296875,870.239990234375,0.022877793090523957,0.016754018722946684
252,252,252,252,2020-02-05,854.010009765625,877.8200073242188,878.1500244140625,-0.027124008748868333,-0.02748962475352057
253,253,253,253,2020-02-06,857.0,879.2999877929688,870.72998046875,-0.025361069148813975,-0.015768356180131282
254,254,254,254,2020-02-07,864.219970703125,879.9500122070312,879.1799926757812,-0.017876062600934772,-0.01701588081767591
255,255,255,255,2020-02-10,890.510009765625,866.760009765625,879.8400268554688,0.02740089497947884,0.012127185152385644
256,256,256,256,2020-02-11,890.75,867.3300170898438,869.7100219726562,0.027002389458095077,0.024191946161113975
257,257,257,257,2020-02-12,900.3699951171875,884.8200073242188,865.030029296875,0.017574181940113842,0.040854033528799016
258,258,258,258,2020-02-13,912.9500122070312,854.010009765625,877.8200073242188,0.06901558736715718,0.040019599222733904
259,259,259,259,2020-02-14,921.9400024414062,857.0,879.2999877929688,0.0757759655092256,0.048493136859314
260,260,260,260,2020-02-18,927.5599975585938,864.219970703125,879.9500122070312,0.0732915565512049,0.054105329497240895
261,261,261,261,2020-02-19,933.8400268554688,890.510009765625,866.760009765625,0.04865752952204083,0.0773916843579141
262,262,262,262,2020-02-20,927.5900268554688,890.75,867.3300170898438,0.041358435987054465,0.06947760204104969
263,263,263,263,2020-02-21,920.1400146484376,900.3699951171875,884.8200073242188,0.02195766144858813,0.03991773132597887
264,264,264,264,2020-02-24,885.0,912.9500122070312,854.010009765625,-0.030615052120392505,0.036287619442399555
265,265,265,265,2020-02-25,856.010009765625,921.9400024414062,857.0,-0.07151223778249216,-0.001155181136960337
266,266,266,266,2020-02-26,847.2899780273438,927.5599975585938,864.219970703125,-0.08653889747566368,-0.0195899114226753
267,267,267,267,2020-02-27,755.5499877929688,933.8400268554688,890.510009765625,-0.19092139331707414,-0.15155362712674803
268,268,268,268,2020-02-28,773.5800170898438,927.5900268554688,890.75,-0.16603241227993693,-0.13154081718793853
269,269,269,269,2020-03-02,768.8099975585938,920.1400146484376,900.3699951171875,-0.16446411924348625,-0.1461177052456869
270,270,270,270,2020-03-03,736.0700073242188,885.0,912.9500122070312,-0.1682824775997528,-0.19374555289748008
271,271,271,271,2020-03-04,769.760009765625,856.010009765625,921.9400024414062,-0.1007581675635022,-0.16506496330866505
272,272,272,272,2020-03-05,727.5499877929688,847.2899780273438,927.5599975585938,-0.14132114546327224,-0.21563026682054642
273,273,273,273,2020-03-06,723.0800170898438,755.5499877929688,933.8400268554688,-0.04297527791373912,-0.22569177129333362
274,274,274,274,2020-03-09,657.8599853515625,773.5800170898438,927.5900268554688,-0.14959025463663378,-0.2907858360856804
275,275,275,275,2020-03-10,701.2100219726562,768.8099975585938,920.1400146484376,-0.08792806519244756,-0.23793117263727415
276,276,276,276,2020-03-11,646.3900146484375,736.0700073242188,885.0,-0.12183622723847742,-0.2696158026571328
277,277,277,277,2020-03-12,603.0,769.760009765625,856.010009765625,-0.216638962338924,-0.2955689850342976
278,278,278,278,2020-03-13,630.3599853515625,727.5499877929688,847.2899780273438,-0.13358532619350771,-0.25602804034202853
279,279,279,279,2020-03-16,571.510009765625,723.0800170898438,755.5499877929688,-0.2096171982932643,-0.24358411885485098
280,280,280,280,2020-03-17,524.4099731445312,657.8599853515625,773.5800170898438,-0.2028547338013197,-0.3220998971543675
281,281,281,281,2020-03-18,465.2099914550781,701.2100219726562,768.8099975585938,-0.3365611202384968,-0.39489601730937063
282,282,282,282,2020-03-19,536.1500244140625,646.3900146484375,736.0700073242188,-0.17054717389830498,-0.27160457690282847
283,283,283,283,2020-03-20,566.0,603.0,769.760009765625,-0.06135986733001664,-0.26470589168131176
284,284,284,284,2020-03-23,588.7100219726562,630.3599853515625,727.5499877929688,-0.06607329834820874,-0.19083220142919
285,285,285,285,2020-03-24,664.0499877929688,571.510009765625,723.0800170898438,0.16192188491203185,-0.08163692523885702
286,286,286,286,2020-03-25,649.47998046875,524.4099731445312,657.8599853515625,0.23849662235494629,-0.012738280286699877
287,287,287,287,2020-03-26,661.0999755859375,465.2099914550781,701.2100219726562,0.42107862627403403,-0.05720118813173902
288,288,288,288,2020-03-27,635.030029296875,536.1500244140625,646.3900146484375,0.18442600089569083,-0.017574506248740573
289,289,289,289,2020-03-30,639.969970703125,566.0,603.0,0.13068899417513258,0.061310067501036514
290,290,290,290,2020-03-31,654.4000244140625,588.7100219726562,630.3599853515625,0.11158295253967565,0.038137000477738825
291,291,291,291,2020-04-01,619.3599853515625,664.0499877929688,571.510009765625,-0.06729915407413467,0.08372552495722818
292,292,292,292,2020-04-02,630.1599731445312,649.47998046875,524.4099731445312,-0.02974688659421787,0.20165520378243174
293,293,293,293,2020-04-03,611.010009765625,661.0999755859375,465.2099914550781,-0.07576761105749164,0.3134068936363885
294,294,294,294,2020-04-06,689.989990234375,635.030029296875,536.1500244140625,0.08654702675770065,0.28693454968772625
295,295,295,295,2020-04-07,704.2999877929688,639.969970703125,566.0,0.10052036819659738,0.24434626818545713
296,296,296,296,2020-04-08,725.1199951171875,654.4000244140625,588.7100219726562,0.10806841085687058,0.23170995575622633
297,297,297,297,2020-04-09,771.0,619.3599853515625,664.0499877929688,0.2448334058299928,0.1610571706544104
298,298,298,298,2020-04-13,744.0800170898438,630.1599731445312,649.47998046875,0.1807795620163648,0.14565504629229364
299,299,299,299,2020-04-14,785.3300170898438,611.010009765625,661.0999755859375,0.2852981203877256,0.18791415230926356
300,300,300,300,2020-04-15,770.0999755859375,689.989990234375,635.030029296875,0.11610311234276138,0.21269851827104325
301,301,301,301,2020-04-16,786.75,704.2999877929688,639.969970703125,0.11706661030252308,0.22935455727025755
302,302,302,302,2020-04-17,820.27001953125,725.1199951171875,654.4000244140625,0.13121969474677808,0.2534688094880564
303,303,303,303,2020-04-20,808.72998046875,771.0,619.3599853515625,0.04893642084143979,0.305751097255172
304,304,304,304,2020-04-21,786.6900024414062,744.0800170898438,630.1599731445312,0.05726532681016416,0.2483972895259945
305,305,305,305,2020-04-22,882.260009765625,785.3300170898438,611.010009765625,0.12342580898024202,0.44393708067736526
306,306,306,306,2020-04-23,867.02001953125,770.0999755859375,689.989990234375,0.12585384627699803,0.2565689818728263
307,307,307,307,2020-04-24,882.469970703125,786.75,704.2999877929688,0.1216650406140769,0.2529745648136088
308,308,308,308,2020-04-27,883.0700073242188,820.27001953125,725.1199951171875,0.07656014031679015,0.21782603330570782
309,309,309,309,2020-04-28,868.3599853515625,808.72998046875,771.0,0.073732897657943,0.12627754260903057
310,310,310,310,2020-04-29,882.3400268554688,786.6900024414062,744.0800170898438,0.12158540736150591,0.1858133622595739
311,311,311,311,2020-04-30,878.5499877929688,882.260009765625,785.3300170898438,-0.004205134463299398,0.11870165239393926
312,312,312,312,2020-05-01,874.9199829101562,867.02001953125,770.0999755859375,0.009111627414528867,0.13611220704748828
313,313,313,313,2020-05-04,875.0,882.469970703125,786.75,-0.008464844075286915,0.11217032094057844
314,314,314,314,2020-05-05,870.22998046875,883.0700073242188,820.27001953125,-0.014540213968284532,0.06090672552685761
315,315,315,315,2020-05-06,867.0399780273438,868.3599853515625,808.72998046875,-0.0015201153283039837,0.07210069982170886
316,316,316,316,2020-05-07,897.510009765625,882.3400268554688,786.6900024414062,0.017192898937408385,0.14086871191994432
317,317,317,317,2020-05-08,925.8300170898438,878.5499877929688,882.260009765625,0.05381598082500516,0.049384542926062425
318,318,318,318,2020-05-11,933.9299926757812,874.9199829101562,867.02001953125,0.0674461789858154,0.0771723508537967
319,319,319,319,2020-05-12,929.8499755859376,875.0,882.469970703125,0.06268568638392868,0.05369021774764948
320,320,320,320,2020-05-13,902.5900268554688,870.22998046875,883.0700073242188,0.03718562576905016,0.022104724845539048
321,321,321,321,2020-05-14,932.1799926757812,867.0399780273438,868.3599853515625,0.07512919392326234,0.07349487355567264
322,322,322,322,2020-05-15,971.75,897.510009765625,882.3400268554688,0.08271772952567069,0.1013327860271458
323,323,323,323,2020-05-18,998.5800170898438,925.8300170898438,878.5499877929688,0.07857813924490653,0.13662287970478038
324,324,324,324,2020-05-19,1009.0800170898438,933.9299926757812,874.9199829101562,0.08046644288481608,0.15333977597979276
325,325,325,325,2020-05-20,1029.9599609375,929.8499755859376,875.0,0.10766251328713405,0.17709709821428565
326,326,326,326,2020-05-21,1026.7099609375,902.5900268554688,870.22998046875,0.13751529530461615,0.1798145133823843
327,327,327,327,2020-05-22,1055.699951171875,932.1799926757812,867.0399780273438,0.13250655395588917,0.2175908584674069
328,328,328,328,2020-05-26,1017.0,971.75,897.510009765625,0.0465654746591202,0.13313499452287836
329,329,329,329,2020-05-27,990.0,998.5800170898438,925.8300170898438,-0.008592217892411269,0.06931076085852284
330,330,330,330,2020-05-28,995.0900268554688,1009.0800170898438,933.9299926757812,-0.013864103933721394,0.06548674382376274
331,331,331,331,2020-05-29,1003.9099731445312,1029.9599609375,929.8499755859376,-0.025292233466296388,0.07964725439921128
332,332,332,332,2020-06-01,1047.8800048828125,1026.7099609375,902.5900268554688,0.020619303163263325,0.16097006803135105
333,333,333,333,2020-06-02,1058.8900146484375,1055.699951171875,932.1799926757812,0.003021752035719416,0.13592870794077094
334,334,334,334,2020-06-03,1049.7099609375,1017.0,971.75,0.03216318676253693,0.08022635547980439
335,335,335,335,2020-06-04,1041.56005859375,990.0,998.5800170898438,0.052080867266414144,0.043041159214423974
336,336,336,336,2020-06-05,1053.4599609375,995.0900268554688,1009.0800170898438,0.05865794300690852,0.04398059925480102
337,337,337,337,2020-06-08,1049.22998046875,1003.9099731445312,1029.9599609375,0.04514349746149415,0.01870948411791651
338,338,338,338,2020-06-09,1039.469970703125,1047.8800048828125,1026.7099609375,-0.008025760717352393,0.012428056852564096
339,339,339,339,2020-06-10,1028.9599609375,1058.8900146484375,1055.699951171875,-0.028265498113016596,-0.025329157403760738
340,340,340,340,2020-06-11,1000.739990234375,1049.7099609375,1017.0,-0.04665095362093141,-0.015988210192354968
341,341,341,341,2020-06-12,991.8300170898438,1041.56005859375,990.0,-0.04774572632042806,0.0018485021109533317
342,342,342,342,2020-06-15,1023.25,1053.4599609375,995.0900268554688,-0.02867689523825412,0.028298920082153955
343,343,343,343,2020-06-16,1031.800048828125,1049.22998046875,1003.9099731445312,-0.016612117424282924,0.027781450956438025
344,344,344,344,2020-06-17,1022.8800048828124,1039.469970703125,1047.8800048828125,-0.0159600241352722,-0.023857693517871814
345,345,345,345,2020-06-18,1030.0,1028.9599609375,1058.8900146484375,0.001010767281510505,-0.02728330067219431
346,346,346,346,2020-06-19,1010.8300170898438,1000.739990234375,1049.7099609375,0.0100825658551984,-0.037038749077823785
347,347,347,347,2020-06-22,1070.25,991.8300170898438,1041.56005859375,0.07906595037348296,0.027545162825257874
348,348,348,348,2020-06-23,1039.1600341796875,1023.25,1053.4599609375,0.015548530837710794,-0.013574247990485233
349,349,349,349,2020-06-24,1047.949951171875,1031.800048828125,1049.22998046875,0.01565216280236892,-0.0012199701883309766
350,350,350,350,2020-06-25,1048.9000244140625,1022.8800048828124,1039.469970703125,0.025437998012514784,0.009071982815009871
351,351,351,351,2020-06-26,1033.1500244140625,1030.0,1028.9599609375,0.0030582761301578554,0.004072134617118417
352,352,352,352,2020-06-29,1045.949951171875,1010.8300170898438,1000.739990234375,0.03474365965421233,0.04517653074592509
353,353,353,353,2020-06-30,1052.3599853515625,1070.25,991.8300170898438,-0.01671573431295259,0.06102857064088596
354,354,354,354,2020-07-01,1068.3599853515625,1039.1600341796875,1023.25,0.02809957101066285,0.0440850088947593
355,355,355,355,2020-07-02,1056.449951171875,1047.949951171875,1031.800048828125,0.008111074379549166,0.023890193038608842
356,356,356,356,2020-07-06,1125.9200439453125,1048.9000244140625,1022.8800048828124,0.07342932380450184,0.10073521681001574
357,357,357,357,2020-07-07,1109.0999755859375,1033.1500244140625,1030.0,0.07351299363802366,0.07679609280188116
358,358,358,358,2020-07-08,1114.4300537109375,1045.949951171875,1010.8300170898438,0.0654716819503054,0.1024900674391882
359,359,359,359,2020-07-09,1115.5799560546875,1052.3599853515625,1070.25,0.06007447221779816,0.042354548988262186
360,360,360,360,2020-07-10,1118.0400390625,1068.3599853515625,1039.1600341796875,0.04650123028951647,0.07590746592278297
361,361,361,361,2020-07-13,1088.9200439453125,1056.449951171875,1047.949951171875,0.030735097992498295,0.03909546703792732
362,362,362,362,2020-07-14,1103.02001953125,1125.9200439453125,1048.9000244140625,-0.020338943726251668,0.05159690519353366
363,363,363,363,2020-07-15,1133.6500244140625,1109.0999755859375,1033.1500244140625,0.02213510897893145,0.09727532074250034
364,364,364,364,2020-07-16,1129.510009765625,1114.4300537109375,1045.949951171875,0.013531541081894582,0.07988915578621136
365,365,365,365,2020-07-17,1136.219970703125,1115.5799560546875,1052.3599853515625,0.018501600478223024,0.07968754657993515
366,366,366,366,2020-07-20,1163.719970703125,1118.0400390625,1068.3599853515625,0.0408571518412959,0.08925828995755825
367,367,367,367,2020-07-21,1163.0999755859375,1088.9200439453125,1056.449951171875,0.06812247791110582,0.1009513269376936
368,368,368,368,2020-07-22,1185.27001953125,1103.02001953125,1125.9200439453125,0.0745680028862521,0.05271242474551796
369,369,369,369,2020-07-23,1121.030029296875,1133.6500244140625,1109.0999755859375,-0.011132179107666174,0.010756517873544036
370,370,370,370,2020-07-24,1130.260009765625,1129.510009765625,1114.4300537109375,0.0006640047396797577,0.01420453082898776
371,371,371,371,2020-07-27,1142.9300537109375,1136.219970703125,1115.5799560546875,0.005905619669455575,0.0245164835633791
372,372,372,372,2020-07-28,1112.22998046875,1163.719970703125,1118.0400390625,-0.044246031288149634,-0.005196646265568372
373,373,373,373,2020-07-29,1153.0699462890625,1163.0999755859375,1088.9200439453125,-0.008623531516989469,0.05891149005883456
374,374,374,374,2020-07-30,1148.4000244140625,1185.27001953125,1103.02001953125,-0.031106831784852518,0.041141596779084466
375,375,375,375,2020-07-31,1155.1600341796875,1121.030029296875,1133.6500244140625,0.030445219120686096,0.018974118380796323
376,376,376,376,2020-08-03,1146.7099609375,1130.260009765625,1129.510009765625,0.014554130049497349,0.015227798800511838
377,377,377,377,2020-08-04,1164.5699462890625,1142.9300537109375,1136.219970703125,0.018933698092777673,0.024951132982105273
378,378,378,378,2020-08-05,1170.239990234375,1112.22998046875,1163.719970703125,0.05215648812233664,0.005602739228846021
379,379,379,379,2020-08-06,1186.800048828125,1153.0699462890625,1163.0999755859375,0.029252434032832397,0.020376643229012226
380,380,380,380,2020-08-07,1180.6199951171875,1148.4000244140625,1185.27001953125,0.02805640022479472,-0.003923177282339041
381,381,381,381,2020-08-10,1161.0,1155.1600341796875,1121.030029296875,0.005055546978353975,0.035654683334571
382,382,382,382,2020-08-11,1147.1600341796875,1146.7099609375,1130.260009765625,0.0003924909153310008,0.0149523333286532
383,383,383,383,2020-08-12,1160.9200439453125,1164.5699462890625,1142.9300537109375,-0.00313412032946625,0.015740237275206903
384,384,384,384,2020-08-13,1194.9300537109375,1170.239990234375,1112.22998046875,0.02109829067763913,0.07435519154710568
385,385,385,385,2020-08-14,1186.530029296875,1186.800048828125,1153.0699462890625,-0.00022751897551454014,0.029018259573495575
386,386,386,386,2020-08-17,1216.219970703125,1180.6199951171875,1148.4000244140625,0.030153627528901827,0.05905602999587667
387,387,387,387,2020-08-18,1236.9300537109375,1161.0,1155.1600341796875,0.06540056305851638,0.07078674565582355
388,388,388,388,2020-08-19,1219.3699951171875,1147.1600341796875,1146.7099609375,0.06294671953868747,0.06336391646958739
389,389,389,389,2020-08-20,1239.8900146484375,1160.9200439453125,1164.5699462890625,0.06802360861541379,0.06467629411130238
390,390,390,390,2020-08-21,1253.239990234375,1194.9300537109375,1170.239990234375,0.04879778221524522,0.07092562268648561
391,391,391,391,2020-08-24,1241.75,1186.530029296875,1186.800048828125,0.0465390418612901,0.04630093437064975
392,392,392,392,2020-08-25,1269.6500244140625,1216.219970703125,1180.6199951171875,0.04393124187892461,0.07540955571232555
393,393,393,393,2020-08-26,1277.280029296875,1236.9300537109375,1161.0,0.03262106492188677,0.10015506399386309
394,394,394,394,2020-08-27,1279.6300048828125,1219.3699951171875,1147.1600341796875,0.04941897045763688,0.11547645206961188
395,395,395,395,2020-08-28,1301.510009765625,1239.8900146484375,1160.9200439453125,0.049697952551589264,0.12110219524035992
396,396,396,396,2020-08-31,1310.280029296875,1253.239990234375,1194.9300537109375,0.04551405916422491,0.09653282652629769
397,397,397,397,2020-09-01,1372.219970703125,1241.75,1186.530029296875,0.10506943483239373,0.15649830751969063
398,398,398,398,2020-09-02,1379.030029296875,1269.6500244140625,1216.219970703125,0.08614972849174785,0.13386563493084713
399,399,399,399,2020-09-03,1328.72998046875,1277.280029296875,1236.9300537109375,0.04028087028041738,0.07421594008683163
400,400,400,400,2020-09-04,1313.72998046875,1279.6300048828125,1219.3699951171875,0.026648308851635827,0.07738421129715767
401,401,401,401,2020-09-08,1299.75,1301.510009765625,1239.8900146484375,-0.0013522829270763426,0.048278463931766824
402,402,402,402,2020-09-09,1321.030029296875,1310.280029296875,1253.239990234375,0.008204353084560578,0.05409182566048032
403,403,403,403,2020-09-10,1308.489990234375,1372.219970703125,1241.75,-0.04644297694931143,0.05374672054308438
404,404,404,404,2020-09-11,1297.469970703125,1379.030029296875,1269.6500244140625,-0.059143062051618234,0.021911507702212063
405,405,405,405,2020-09-14,1267.18994140625,1328.72998046875,1277.280029296875,-0.046314932279009624,-0.007899667777769515
406,406,406,406,2020-09-15,1277.3599853515625,1313.72998046875,1279.6300048828125,-0.027684528524050567,-0.0017739655389354958
407,407,407,407,2020-09-16,1265.8699951171875,1299.75,1301.510009765625,-0.02606655501658972,-0.027383588586349372
408,408,408,408,2020-09-17,1225.3699951171875,1321.030029296875,1310.280029296875,-0.07241321700355519,-0.06480296751928061
409,409,409,409,2020-09-18,1215.47998046875,1308.489990234375,1372.219970703125,-0.07108194213160557,-0.11422366208098655
410,410,410,410,2020-09-21,1206.52001953125,1297.469970703125,1379.030029296875,-0.07009792382523305,-0.12509518001836595
411,411,411,411,2020-09-22,1234.5799560546875,1267.18994140625,1328.72998046875,-0.025734094223770376,-0.07085715367154444
412,412,412,412,2020-09-23,1248.3900146484375,1277.3599853515625,1313.72998046875,-0.02267956647722269,-0.04973622189622151
413,413,413,413,2020-09-24,1229.280029296875,1265.8699951171875,1299.75,-0.028904994953233842,-0.054218096328620846
414,414,414,414,2020-09-25,1244.5,1225.3699951171875,1321.030029296875,0.015611615233799725,-0.05793208905145664
415,415,415,415,2020-09-28,1263.3499755859375,1215.47998046875,1308.489990234375,0.03938361461019402,-0.034497791336066785
416,416,416,416,2020-09-29,1261.6099853515625,1206.52001953125,1297.469970703125,0.04566021692844835,-0.027638393304878717
417,417,417,417,2020-09-30,1243.7099609375,1234.5799560546875,1267.18994140625,0.007395231745045416,-0.018529172069258526
418,418,418,418,2020-10-01,1238.02001953125,1248.3900146484375,1277.3599853515625,-0.008306695019591137,-0.030797869254911014
419,419,419,419,2020-10-02,1254.800048828125,1229.280029296875,1265.8699951171875,0.020760135138489844,-0.008744931416150403
420,420,420,420,2020-10-05,1253.010009765625,1244.5,1225.3699951171875,0.006838095432402547,0.022556464381024988
421,421,421,421,2020-10-06,1256.4100341796875,1263.3499755859375,1215.47998046875,-0.005493284949035004,0.03367398424378232
422,422,422,422,2020-10-07,1278.6800537109375,1261.6099853515625,1206.52001953125,0.013530384633582582,0.05980840185952552
423,423,423,423,2020-10-08,1281.75,1243.7099609375,1234.5799560546875,0.030585940659207722,0.03820736252356838
424,424,424,424,2020-10-09,1281.989990234375,1238.02001953125,1248.3900146484375,0.035516364848262594,0.026914646217672367
425,425,425,425,2020-10-12,1278.9300537109375,1254.800048828125,1229.280029296875,0.019230159343194053,0.040389515188383296
426,426,426,426,2020-10-13,1325.219970703125,1253.010009765625,1244.5,0.05762919719293125,0.06486136657543184
427,427,427,427,2020-10-14,1321.3699951171875,1256.4100341796875,1263.3499755859375,0.05170283519735852,0.04592553184191139
428,428,428,428,2020-10-15,1343.25,1278.6800537109375,1261.6099853515625,0.05049734380517634,0.0647109769234171
429,429,429,429,2020-10-16,1339.6800537109375,1281.75,1243.7099609375,0.0451960629693291,0.07716436772854651
430,430,430,430,2020-10-19,1335.5899658203125,1281.989990234375,1238.02001953125,0.04180997979253975,0.07881128313741259
431,431,431,431,2020-10-20,1348.469970703125,1278.9300537109375,1254.800048828125,0.05437351072516505,0.07464928134365278
432,432,432,432,2020-10-21,1366.6600341796875,1325.219970703125,1253.010009765625,0.03127032824186582,0.0907016093473354
433,433,433,433,2020-10-22,1300.2900390625,1321.3699951171875,1256.4100341796875,-0.015953106346128232,0.03492490802293036
434,434,434,434,2020-10-23,1339.0799560546875,1343.25,1278.6800537109375,-0.003104443659268541,0.0472361339871219
435,435,435,435,2020-10-26,1311.97998046875,1339.6800537109375,1281.75,-0.02067663332409686,0.023584927223522456
436,436,436,436,2020-10-27,1310.1500244140625,1335.5899658203125,1281.989990234375,-0.0190477182797828,0.021965876796385286
437,437,437,437,2020-10-28,1253.5400390625,1348.469970703125,1278.9300537109375,-0.07039825409766165,-0.019852543596708738
438,438,438,438,2020-10-29,1242.800048828125,1366.6600341796875,1325.219970703125,-0.09062969740379301,-0.06219338954820475
439,439,439,439,2020-10-30,1201.47998046875,1300.2900390625,1321.3699951171875,-0.0759907833063086,-0.09073160060502572
440,440,440,440,2020-11-02,1188.5400390625,1339.0799560546875,1343.25,-0.11242040948452481,-0.11517585031639677
441,441,441,441,2020-11-03,1209.550048828125,1311.97998046875,1339.6800537109375,-0.07807278553444719,-0.09713513649945749
442,442,442,442,2020-11-04,1277.3699951171875,1310.1500244140625,1335.5899658203125,-0.025020057768983528,-0.04359120103703873
443,443,443,443,2020-11-05,1310.3199462890625,1253.5400390625,1348.469970703125,0.045295647093193114,-0.028291341478053234
444,444,444,444,2020-11-06,1326.1700439453125,1242.800048828125,1366.6600341796875,0.06708238802838773,-0.029626965903541858
445,445,445,445,2020-11-09,1278.1300048828125,1201.47998046875,1300.2900390625,0.06379633923168493,-0.01704237786491447
446,446,446,446,2020-11-10,1243.050048828125,1188.5400390625,1339.0799560546875,0.04586299827864582,-0.07171334825255249
447,447,447,447,2020-11-11,1303.9300537109375,1209.550048828125,1311.97998046875,0.07802901994361688,-0.006135708530351502
448,448,448,448,2020-11-12,1259.27001953125,1277.3699951171875,1310.1500244140625,-0.014169720327802948,-0.03883525087561446
449,449,449,449,2020-11-13,1251.4300537109375,1310.3199462890625,1253.5400390625,-0.044943139837645085,-0.0016832213457980139
450,450,450,450,2020-11-16,1260.6700439453125,1326.1700439453125,1242.800048828125,-0.04939034801686493,0.014378817520998455
451,451,451,451,2020-11-17,1268.47998046875,1278.1300048828125,1201.47998046875,-0.007550111786122526,0.05576455795281787
452,452,452,452,2020-11-18,1296.0,1243.050048828125,1188.5400390625,0.042596797467481906,0.09041341259505442
453,453,453,453,2020-11-19,1310.4599609375,1303.9300537109375,1209.550048828125,0.005007866187284105,0.08342764502150346
454,454,454,454,2020-11-20,1292.5699462890625,1259.27001953125,1277.3699951171875,0.026443833523653648,0.011899411470425614
455,455,455,455,2020-11-23,1281.0,1251.4300537109375,1310.3199462890625,0.02362892452628662,-0.02237617337055664
456,456,456,456,2020-11-24,1262.8199462890625,1260.6700439453125,1326.1700439453125,0.0017053648209341965,-0.04776921175793225
457,457,457,457,2020-11-25,1276.6800537109375,1268.47998046875,1278.1300048828125,0.006464487708475408,-0.001134431682485948
458,458,458,458,2020-11-27,1297.77001953125,1296.0,1243.050048828125,0.001365755811149727,0.044020730102309
459,459,459,459,2020-11-30,1289.4300537109375,1310.4599609375,1303.9300537109375,-0.01604772969295276,-0.011120228388580733
460,460,460,460,2020-12-01,1321.06005859375,1292.5699462890625,1259.27001953125,0.022041447262859393,0.049068141148552735
461,461,461,461,2020-12-02,1297.0,1281.0,1251.4300537109375,0.012490241998438734,0.036414297510221516
462,462,462,462,2020-12-03,1308.760009765625,1262.8199462890625,1260.6700439453125,0.0363789498349012,0.038146354037106533
463,463,463,463,2020-12-04,1334.6199951171875,1276.6800537109375,1268.47998046875,0.045383290228303785,0.052141157658630366
464,464,464,464,2020-12-07,1347.0999755859375,1297.77001953125,1296.0,0.03801132351054415,0.03942899350766793
465,465,465,465,2020-12-08,1346.0,1289.4300537109375,1310.4599609375,0.04387205504188163,0.027120278468542258
466,466,466,466,2020-12-09,1313.97998046875,1321.06005859375,1292.5699462890625,-0.005359391557516857,0.01656392695896658
467,467,467,467,2020-12-10,1317.22998046875,1297.0,1281.0,0.015597517709136532,0.028282576478337207
468,468,468,468,2020-12-11,1300.0,1308.760009765625,1262.8199462890625,-0.006693366010773638,0.029442086197795092
469,469,469,469,2020-12-14,1309.52001953125,1334.6199951171875,1276.6800537109375,-0.01880683316432219,0.025722941096209873
470,470,470,470,2020-12-15,1346.4599609375,1347.0999755859375,1297.77001953125,-0.0004751055304259566,0.03751815859009944
471,471,471,471,2020-12-16,1400.6199951171875,1346.0,1289.4300537109375,0.040579491171758963,0.08623185188389937
472,472,472,472,2020-12-17,1409.6800537109375,1313.97998046875,1321.06005859375,0.07283221560806985,0.06708248768910807
473,473,473,473,2020-12-18,1418.5699462890625,1317.22998046875,1297.0,0.07693414766057005,0.09373164710027959
474,474,474,474,2020-12-21,1417.989990234375,1300.0,1308.760009765625,0.09076153094951933,0.08346066479240233
475,475,475,475,2020-12-22,1426.300048828125,1309.52001953125,1334.6199951171875,0.0891777350136862,0.06869375106498943
476,476,476,476,2020-12-23,1410.989990234375,1346.4599609375,1347.0999755859375,0.04792569491033705,0.047427819617209765
477,477,477,477,2020-12-24,1412.550048828125,1400.6199951171875,1346.0,0.008517694844088819,0.049442829738577165
478,478,478,478,2020-12-28,1401.489990234375,1409.6800537109375,1313.97998046875,-0.0058098739887837425,0.0665991956242793
479,479,479,479,2020-12-29,1392.2099609375,1418.5699462890625,1317.22998046875,-0.018582083612104894,0.05692246728401029
480,480,480,480,2020-12-30,1374.1700439453125,1417.989990234375,1300.0,-0.0309028600983422,0.05705387995793276
481,481,481,481,2020-12-31,1386.7099609375,1426.300048828125,1309.52001953125,-0.027757194513982508,0.05894521676261233
482,482,482,482,2021-01-04,1319.1199951171875,1410.989990234375,1346.4599609375,-0.06511030960746023,-0.020305071530887897
483,483,483,483,2021-01-05,1355.1099853515625,1412.550048828125,1400.6199951171875,-0.04066409082227973,-0.032492760294927314
484,484,484,484,2021-01-06,1343.4100341796875,1401.489990234375,1409.6800537109375,-0.04144157750636135,-0.04701068115193674
485,485,485,485,2021-01-07,1368.1400146484375,1392.2099609375,1418.5699462890625,-0.0172890203090158,-0.03554983790016719
486,486,486,486,2021-01-08,1402.43994140625,1374.1700439453125,1417.989990234375,0.02057234298294941,-0.010966261352490125
487,487,487,487,2021-01-11,1402.6199951171875,1386.7099609375,1426.300048828125,0.011473224126068438,-0.016602434901683893
488,488,488,488,2021-01-12,1401.6400146484375,1319.1199951171875,1410.989990234375,0.06255687112370634,-0.0066265357306924955
489,489,489,489,2021-01-13,1395.0,1355.1099853515625,1412.550048828125,0.029436735821918303,-0.012424373099335306
490,490,490,490,2021-01-14,1411.800048828125,1343.4100341796875,1401.489990234375,0.05090777417796932,0.007356498202335304
491,491,491,491,2021-01-15,1405.739990234375,1368.1400146484375,1392.2099609375,0.027482549434532322,0.00971838277019943
492,492,492,492,2021-01-19,1429.47998046875,1402.43994140625,1374.1700439453125,0.019280710898312403,0.04024970327881672
