,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,APD,APD_6m,APD_12m,APD_6m_ret,APD_12m_ret
71,71,71,71,2019-05-17,188.3494415283203,183.43251037597656,181.37782287597656,0.026805123815105913,0.03843699599984074
72,72,72,72,2019-05-20,184.30284118652344,186.8868865966797,186.31265258789065,-0.013826788263281764,-0.01078730495997371
73,73,73,73,2019-05-21,185.7115020751953,183.5312347412109,188.04432678222656,0.01187954375754452,-0.012405717029330465
74,74,74,74,2019-05-22,185.0655212402344,184.62586975097656,184.8232269287109,0.002381310321521335,0.001310951634974744
75,75,75,75,2019-05-23,183.2261505126953,183.9529266357422,180.49856567382807,-0.003950881001670736,0.015111393426783026
76,76,76,76,2019-05-24,183.4774169921875,187.9097900390625,184.213119506836,-0.02358777073804197,-0.003993757429536338
77,77,77,77,2019-05-28,181.4586181640625,188.3494415283203,183.43251037597656,-0.03658531349147487,-0.010760863534322374
78,78,78,78,2019-05-29,182.12252807617188,184.30284118652344,186.8868865966797,-0.011830056966647517,-0.02549327353710895
79,79,79,79,2019-05-30,183.25308227539065,185.7115020751953,183.5312347412109,-0.013237843495602308,-0.001515559279119283
80,80,80,80,2019-05-31,182.6698608398437,185.0655212402344,184.62586975097656,-0.01294493098625804,-0.010594446562505744
81,81,81,81,2019-06-03,187.48806762695312,183.2261505126953,183.9529266357422,0.023260419445217284,0.019217639294269562
82,82,82,82,2019-06-04,191.69615173339844,183.4774169921875,187.9097900390625,0.04479425793072345,0.02014989050623095
83,83,83,83,2019-06-05,194.953125,181.4586181640625,188.3494415283203,0.07436685549835209,0.035060807285094864
84,84,84,84,2019-06-06,198.73052978515625,182.12252807617188,184.30284118652344,0.09119136377262538,0.07828250777768142
85,85,85,85,2019-06-07,200.1392059326172,183.25308227539065,185.7115020751953,0.09214646459179465,0.0776888006192531
86,86,86,86,2019-06-10,198.58697509765625,182.6698608398437,185.0655212402344,0.08713596312293648,0.07306306310763078
87,87,87,87,2019-06-11,196.541259765625,187.48806762695312,183.2261505126953,0.04828676434323853,0.07267035418073209
88,88,88,88,2019-06-12,197.34878540039065,191.69615173339844,183.4774169921875,0.02948746553271242,0.0756025926002315
89,89,89,89,2019-06-13,197.5551300048828,194.953125,181.4586181640625,0.013346823780756578,0.08870624059457421
90,90,90,90,2019-06-14,196.720703125,198.73052978515625,182.12252807617188,-0.010113326132270894,0.08015578963807557
91,91,91,91,2019-06-17,194.5852508544922,200.1392059326172,183.25308227539065,-0.027750460247128683,0.06183889754209804
92,92,92,92,2019-06-18,196.42462158203125,198.58697509765625,182.6698608398437,-0.010888697582314477,0.0752984683896325
93,93,93,93,2019-06-19,197.7435760498047,196.541259765625,187.48806762695312,0.0061173734492872,0.054699525962671025
94,94,94,94,2019-06-20,199.2329864501953,197.34878540039065,191.69615173339844,0.009547568514201465,0.039316567644397615
95,95,95,95,2019-06-21,199.31375122070312,197.5551300048828,194.953125,0.008901926342165023,0.022367562565119847
96,96,96,96,2019-06-24,200.6596221923828,196.720703125,198.73052978515625,0.020022900512306263,0.00970707625704037
97,97,97,97,2019-06-25,201.6106872558593,194.5852508544922,200.1392059326172,0.036104670680413564,0.00735228920483233
98,98,98,98,2019-06-26,200.9197998046875,196.42462158203125,198.58697509765625,0.022885003857721298,0.011747118389230149
99,99,99,99,2019-06-27,200.53396606445312,197.7435760498047,196.541259765625,0.014111153800240972,0.020314850447124444
100,100,100,100,2019-06-28,204.16873168945312,199.2329864501953,197.34878540039065,0.024773735148981846,0.03455783259687073
101,101,101,101,2019-07-01,206.37844848632807,199.31375122070312,197.5551300048828,0.03544510713564408,0.04466256321072093
102,102,102,102,2019-07-02,207.686279296875,200.6596221923828,196.720703125,0.03501779295565188,0.055741851252469665
103,103,103,103,2019-07-03,208.7053985595703,201.6106872558593,194.5852508544922,0.0351901548488216,0.07256535448124457
104,104,104,104,2019-07-05,207.96583557128903,200.9197998046875,196.42462158203125,0.03506889700990601,0.058756452710985174
105,105,105,105,2019-07-08,205.91845703125,200.53396606445312,197.7435760498047,0.026850767839829537,0.04134081695471292
106,106,106,106,2019-07-09,203.880126953125,204.16873168945312,199.2329864501953,-0.0014135599214433192,0.023325156068427333
107,107,107,107,2019-07-10,204.0695037841797,206.37844848632807,199.31375122070312,-0.011187915788122282,0.02386063447378728
108,108,108,108,2019-07-11,205.4224090576172,207.686279296875,200.6596221923828,-0.010900432358469603,0.023735651513726364
109,109,109,109,2019-07-12,204.8812561035156,208.7053985595703,201.6106872558593,-0.018323160217454504,0.01622219978599504
110,110,110,110,2019-07-15,205.3322296142578,207.96583557128903,200.9197998046875,-0.012663647131254119,0.02196114974163632
111,111,111,111,2019-07-16,204.82716369628903,205.91845703125,200.53396606445312,-0.005299638267954543,0.021408830215106978
112,112,112,112,2019-07-17,204.2228546142578,203.880126953125,204.16873168945312,0.0016810253468775294,0.000265089195377044
113,113,113,113,2019-07-18,203.42010498046875,204.0695037841797,206.37844848632807,-0.0031822432635388864,-0.01433455638201142
114,114,114,114,2019-07-19,202.5092163085937,205.4224090576172,207.686279296875,-0.014181474953915085,-0.024927323103906218
115,115,115,115,2019-07-22,203.8440093994141,204.8812561035156,208.7053985595703,-0.005062672514939304,-0.023293068572774134
116,116,116,116,2019-07-23,206.41455078125,205.3322296142578,207.96583557128903,0.005271072977805158,-0.007459325161643049
117,117,117,117,2019-07-24,202.8068389892578,204.82716369628903,205.91845703125,-0.009863558478146461,-0.015110923454132008
118,118,118,118,2019-07-25,205.3232269287109,204.2228546142578,203.880126953125,0.00538809584525457,0.00707817871781935
119,119,119,119,2019-07-26,207.9387969970703,203.42010498046875,204.0695037841797,0.02221359593259198,0.018960663603037498
120,120,120,120,2019-07-29,208.5160675048828,202.5092163085937,205.4224090576172,0.029662112696814624,0.015059985234609385
121,121,121,121,2019-07-30,209.07522583007807,203.8440093994141,204.8812561035156,0.025662841140520642,0.020470246065084075
122,122,122,122,2019-07-31,205.8824157714844,206.41455078125,205.3322296142578,-0.0025779917537379626,0.002679492441396869
123,123,123,123,2019-08-01,204.16873168945312,202.8068389892578,204.82716369628903,0.006715220783394926,-0.0032145736676421066
124,124,124,124,2019-08-02,200.9849548339844,205.3232269287109,204.2228546142578,-0.021128988471590615,-0.01585473764133427
125,125,125,125,2019-08-05,198.47760009765625,207.9387969970703,203.42010498046875,-0.04549991168578016,-0.024297032406344732
126,126,126,126,2019-08-06,199.7041931152344,208.5160675048828,202.5092163085937,-0.042259929870594126,-0.013851335976160506
127,127,127,127,2019-08-07,201.5531616210937,209.07522583007807,203.8440093994141,-0.03597778827749676,-0.011238239402128758
128,128,128,128,2019-08-08,205.62081909179688,205.8824157714844,206.41455078125,-0.0012706120564365264,-0.003845328182770835
129,129,129,129,2019-08-09,207.32546997070312,204.16873168945312,202.8068389892578,0.015461418872168453,0.02228046649691451
130,130,130,130,2019-08-12,204.85418701171875,200.9849548339844,205.3232269287109,0.019251352326000504,-0.002284397746948552
131,131,131,131,2019-08-13,207.14508056640625,198.47760009765625,207.9387969970703,0.04366981696919647,-0.0038170675320163827
132,132,132,132,2019-08-14,200.7594757080078,199.7041931152344,208.5160675048828,0.0052842285197511885,-0.03719901247750779
133,133,133,133,2019-08-15,204.14166259765625,201.5531616210937,209.07522583007807,0.01284277039240278,-0.023597072359168414
134,134,134,134,2019-08-16,206.32432556152344,205.62081909179688,205.8824157714844,0.0034213776252514094,0.0021464183251547198
135,135,135,135,2019-08-19,206.1529998779297,207.32546997070312,204.16873168945312,-0.005655214928195318,0.009718766297156067
136,136,136,136,2019-08-20,203.5915069580078,204.85418701171875,200.9849548339844,-0.0061637991008633986,0.012968891756979684
137,137,137,137,2019-08-21,206.21612548828125,207.14508056640625,198.47760009765625,-0.004484562585724494,0.03898941435616643
138,138,138,138,2019-08-22,203.1856384277344,200.7594757080078,199.7041931152344,0.012084922572996204,0.017433010585266473
139,139,139,139,2019-08-23,199.000732421875,204.14166259765625,201.5531616210937,-0.02518315032004781,-0.0126638013449627
140,140,140,140,2019-08-26,200.93983459472656,206.32432556152344,205.62081909179688,-0.026097218309778403,-0.022765129123333283
141,141,141,141,2019-08-27,203.42010498046875,206.1529998779297,207.32546997070312,-0.013256634145897395,-0.018836879958773256
142,142,142,142,2019-08-28,203.6456451416016,203.5915069580078,204.85418701171875,0.0002659157270492596,-0.005899522424933523
143,143,143,143,2019-08-29,202.4280242919922,206.21612548828125,207.14508056640625,-0.018369568273671866,-0.022771751380800342
144,144,144,144,2019-08-30,203.76290893554688,203.1856384277344,200.7594757080078,0.002841098968802358,0.01496035600285861
145,145,145,145,2019-09-03,203.43820190429688,199.000732421875,204.14166259765625,0.02229875954935978,-0.0034459437843701313
146,146,146,146,2019-09-04,205.11575317382807,200.93983459472656,206.32432556152344,0.020781934988270745,-0.005857634015796087
147,147,147,147,2019-09-05,202.5452575683593,203.42010498046875,206.1529998779297,-0.0043006929535970295,-0.017500314386434623
148,148,148,148,2019-09-06,203.4652557373047,203.6456451416016,203.5915069580078,-0.0008858004509326722,-0.0006201202721544119
149,149,149,149,2019-09-09,195.1405029296875,202.4280242919922,206.21612548828125,-0.03600055569278693,-0.05370880930076993
150,150,150,150,2019-09-10,192.81350708007807,203.76290893554688,203.1856384277344,-0.05373599107250804,-0.051047561372529415
151,151,151,151,2019-09-11,195.12242126464844,203.43820190429688,199.000732421875,-0.040876200053913236,-0.019488929060847204
152,152,152,152,2019-09-12,199.0277557373047,205.11575317382807,200.93983459472656,-0.02968078922423878,-0.00951567846802659
153,153,153,153,2019-09-13,200.4438018798828,202.5452575683593,203.42010498046875,-0.010375240149808174,-0.014631312381200967
154,154,154,154,2019-09-16,194.13034057617188,203.4652557373047,203.6456451416016,-0.04587965216619183,-0.046724812400547044
155,155,155,155,2019-09-17,199.8394927978516,195.1405029296875,202.4280242919922,0.02408003360459321,-0.012787416679060026
156,156,156,156,2019-09-18,199.8845977783203,192.81350708007807,203.76290893554688,0.03667321239743604,-0.019033450089060766
157,157,157,157,2019-09-19,200.47987365722656,195.12242126464844,203.43820190429688,0.027456877368858157,-0.014541655497240402
158,158,158,158,2019-09-20,199.8214263916016,199.0277557373047,205.11575317382807,0.003987738551121778,-0.02581140990053421
159,159,159,159,2019-09-23,198.83837890625,200.4438018798828,202.5452575683593,-0.008009342062843539,-0.01830148336530768
160,160,160,160,2019-09-24,198.79324340820312,194.13034057617188,203.4652557373047,0.024019443937469687,-0.022962211961798706
161,161,161,161,2019-09-25,198.99169921875,199.8394927978516,195.1405029296875,-0.004242372552252127,0.01973550457871953
162,162,162,162,2019-09-26,201.3908233642578,199.8845977783203,192.81350708007807,0.007535475983036832,0.04448503849171459
163,163,163,163,2019-09-27,199.3795166015625,200.47987365722656,195.12242126464844,-0.005488616066994356,0.021817561043587563
164,164,164,164,2019-09-30,201.15663146972656,199.8214263916016,199.0277557373047,0.006681991527316411,0.010696376113650041
165,165,165,165,2019-10-01,196.27867126464844,198.83837890625,200.4438018798828,-0.0128733077370764,-0.020779543074773477
166,166,166,166,2019-10-02,190.8295135498047,198.79324340820312,194.13034057617188,-0.04006036483868658,-0.017003148588574324
167,167,167,167,2019-10-03,191.1558837890625,198.99169921875,199.8394927978516,-0.039377599469984204,-0.043452917575071304
168,168,168,168,2019-10-04,193.9212951660156,201.3908233642578,199.8845977783203,-0.037089714781750494,-0.0298337274536693
169,169,169,169,2019-10-07,193.99383544921875,199.3795166015625,200.47987365722656,-0.027012208897599144,-0.03235256532083319
170,170,170,170,2019-10-08,188.3724060058593,201.15663146972656,199.8214263916016,-0.06355358692607282,-0.057296259928127036
171,171,171,171,2019-10-09,191.9810028076172,196.27867126464844,198.83837890625,-0.021895748678859683,-0.034487185705059376
172,172,172,172,2019-10-10,194.63755798339844,190.8295135498047,198.79324340820312,0.01995521742290607,-0.02090456070617741
173,173,173,173,2019-10-11,197.0130615234375,191.1558837890625,198.99169921875,0.030640844625207997,-0.009943317751849534
174,174,174,174,2019-10-14,193.9031677246093,193.9212951660156,201.3908233642578,-9.347834331852045e-05,-0.0371797260399771
175,175,175,175,2019-10-15,195.13624572753903,193.99383544921875,199.3795166015625,0.005888899900735822,-0.021282381191158994
176,176,176,176,2019-10-16,194.2205047607422,188.3724060058593,201.15663146972656,0.031045410943580487,-0.034481223205550804
177,177,177,177,2019-10-17,194.36553955078125,191.9810028076172,196.27867126464844,0.012420691153246954,-0.009747017857521856
178,178,178,178,2019-10-18,194.8279724121093,194.63755798339844,190.8295135498047,0.0009783025983458593,0.02095304226230721
179,179,179,179,2019-10-21,193.5767517089844,197.0130615234375,191.1558837890625,-0.017442040582899665,0.012664365186861204
180,180,180,180,2019-10-22,187.65611267089844,193.9031677246093,193.9212951660156,-0.03221739555376024,-0.03230786226831639
181,181,181,181,2019-10-23,190.4577789306641,195.13624572753903,193.99383544921875,-0.02397538591270887,-0.018227674659694437
182,182,182,182,2019-10-24,191.73619079589844,194.2205047607422,188.3724060058593,-0.0127912033176113,0.017857099462511128
183,183,183,183,2019-10-25,193.3591461181641,194.36553955078125,191.9810028076172,-0.005177838802820411,0.007178540013815571
184,184,184,184,2019-10-28,191.7452545166016,194.8279724121093,194.63755798339844,-0.01582276845229902,-0.014859945309443012
185,185,185,185,2019-10-29,197.49365234375,193.5767517089844,197.0130615234375,0.02023435459157885,0.0024393855747240067
186,186,186,186,2019-10-30,196.5053558349609,187.65611267089844,193.9031677246093,0.04715670082957435,0.01342003919217749
187,187,187,187,2019-10-31,193.3591461181641,190.4577789306641,195.13624572753903,0.015233650228359652,-0.009106968327433296
188,188,188,188,2019-11-01,193.6311187744141,191.73619079589844,194.2205047607422,0.009882995853050858,-0.0030346228739038805
189,189,189,189,2019-11-04,194.410873413086,193.3591461181641,194.36553955078125,0.005439242549608592,0.00023324022565685
190,190,190,190,2019-11-05,196.36932373046875,191.7452545166016,194.8279724121093,0.02411569050574225,0.007911345066503594
191,191,191,191,2019-11-06,198.4275360107422,197.49365234375,193.5767517089844,0.0047286768759873254,0.02505871319222397
192,192,192,192,2019-11-07,206.34283447265625,196.5053558349609,187.65611267089844,0.050062140015957324,0.0995796062051526
193,193,193,193,2019-11-08,212.04586791992188,193.3591461181641,190.4577789306641,0.09664255442221537,0.11334842352181851
194,194,194,194,2019-11-11,213.0976409912109,193.6311187744141,191.73619079589844,0.1005340584716441,0.11141063200766066
195,195,195,195,2019-11-12,214.89288330078125,194.410873413086,193.3591461181641,0.10535424036789798,0.11136653018449727
196,196,196,196,2019-11-13,215.35525512695312,196.36932373046875,191.7452545166016,0.09668481326820655,0.12313212480733049
197,197,197,197,2019-11-14,215.95367431640625,198.4275360107422,197.49365234375,0.08832513197520764,0.09347146986033472
198,198,198,198,2019-11-15,218.43795776367188,206.34283447265625,196.5053558349609,0.05861663828514696,0.11161325265419997
199,199,199,199,2019-11-18,218.6828155517578,212.04586791992188,193.3591461181641,0.031299584834835636,0.13096701108784448
200,200,200,200,2019-11-19,218.7915954589844,213.0976409912109,193.6311187744141,0.026719931958366194,0.129940253631871
201,201,201,201,2019-11-20,215.6997985839844,214.89288330078125,194.410873413086,0.00375496512871365,0.10950480699535525
202,202,202,202,2019-11-21,215.4640655517578,215.35525512695312,196.36932373046875,0.0005052601328003892,0.09723892438259862
203,203,203,203,2019-11-22,215.4278259277344,215.95367431640625,198.4275360107422,-0.0024350055183659514,0.08567505427307154
204,204,204,204,2019-11-25,212.834716796875,218.43795776367188,206.34283447265625,-0.02565140703640445,0.031461632000984396
205,205,205,205,2019-11-26,212.5264129638672,218.6828155517578,212.04586791992188,-0.02815220104221461,0.002266231587812806
206,206,206,206,2019-11-27,214.013412475586,218.7915954589844,213.0976409912109,-0.021838969515143636,0.004297426663737003
207,207,207,207,2019-11-29,214.27633666992188,215.6997985839844,214.89288330078125,-0.006599273265006311,-0.002869088177277601
208,208,208,208,2019-12-02,209.41650390625,215.4640655517578,215.35525512695312,-0.028067611320807928,-0.027576532633030948
209,209,209,209,2019-12-03,208.2559356689453,215.4278259277344,215.95367431640625,-0.03329138298594214,-0.03564532380302332
210,210,210,210,2019-12-04,207.5577850341797,212.834716796875,218.43795776367188,-0.024793566773843145,-0.04980898393704747
211,211,211,211,2019-12-05,208.9541015625,212.5264129638672,218.6828155517578,-0.01680878791275009,-0.044487784578368994
212,212,212,212,2019-12-06,210.37762451171875,214.013412475586,218.7915954589844,-0.016988598620107487,-0.03845655464788167
213,213,213,213,2019-12-09,209.280517578125,214.27633666992188,215.6997985839844,-0.023314842737360175,-0.029760254984012025
214,214,214,214,2019-12-10,208.08370971679688,209.41650390625,215.4640655517578,-0.00636432260396147,-0.03425330259160109
215,215,215,215,2019-12-11,208.08370971679688,208.2559356689453,215.4278259277344,-0.0008269918050365366,-0.034090843090071044
216,216,216,216,2019-12-12,210.7130584716797,207.5577850341797,212.834716796875,0.015201903590271959,-0.00996857259532602
217,217,217,217,2019-12-13,209.2079620361328,208.9541015625,212.5264129638672,0.0012149102206393536,-0.01561429886034238
218,218,218,218,2019-12-16,212.56268310546875,210.37762451171875,214.013412475586,0.010386364038578177,-0.0067786843513031325
219,219,219,219,2019-12-17,213.6234893798828,209.280517578125,214.27633666992188,0.020751916384842417,-0.003046754019529141
220,220,220,220,2019-12-18,211.35679626464844,208.08370971679688,209.41650390625,0.015729662606968287,0.009265231355724657
221,221,221,221,2019-12-19,211.3114624023437,208.08370971679688,208.2559356689453,0.015511799025208717,0.014671979089496912
222,222,222,222,2019-12-20,213.0704345703125,210.7130584716797,207.5577850341797,0.011187612745650721,0.026559589346287327
223,223,223,223,2019-12-23,213.1973419189453,209.2079620361328,208.9541015625,0.0190689677581366,0.020307045062602613
224,224,224,224,2019-12-24,213.1157684326172,212.56268310546875,210.37762451171875,0.002601986948358226,0.013015376170605553
225,225,225,225,2019-12-26,214.04966735839844,213.6234893798828,209.280517578125,0.001994995867508509,0.022788312239781616
226,226,226,226,2019-12-27,213.5147247314453,211.35679626464844,208.08370971679688,0.010209884446274575,0.026100145090839133
227,227,227,227,2019-12-30,213.36965942382807,211.3114624023437,208.08370971679688,0.009740110631412335,0.025402996295218916
228,228,228,228,2019-12-31,214.1168212890625,213.0704345703125,210.7130584716797,0.004910989743181382,0.01615354474027675
229,229,229,229,2020-01-02,210.6087951660156,213.1973419189453,209.2079620361328,-0.012141552655538512,0.006695888226476043
230,230,230,230,2020-01-03,205.92530822753903,213.1157684326172,212.56268310546875,-0.03373969114515163,-0.031225494432794654
231,231,231,231,2020-01-06,205.834213256836,214.04966735839844,213.6234893798828,-0.03838106455828649,-0.03646263875596234
232,232,232,232,2020-01-07,206.708984375,213.5147247314453,211.35679626464844,-0.031874805660384475,-0.02199035929664983
233,233,233,233,2020-01-08,207.8297271728516,213.36965942382807,211.3114624023437,-0.02596401131227477,-0.016476793023479153
234,234,234,234,2020-01-09,212.7591552734375,214.1168212890625,213.0704345703125,-0.006340772329102129,-0.0014609220537928902
235,235,235,235,2020-01-10,211.3923797607422,210.6087951660156,213.1973419189453,0.0037205691913717587,-0.008466156950912351
236,236,236,236,2020-01-13,215.8206787109375,205.92530822753903,213.1157684326172,0.04805320224391507,0.012692210896518175
237,237,237,237,2020-01-14,213.6885681152344,205.834213256836,214.04966735839844,0.038158645903039856,-0.0016869881071079895
238,238,238,238,2020-01-15,214.54507446289065,206.708984375,213.5147247314453,0.0379088026172818,0.004825661240653423
239,239,239,239,2020-01-16,214.82752990722656,207.8297271728516,213.36965942382807,0.03367084598323555,0.006832604444958257
240,240,240,240,2020-01-17,215.94825744628903,212.7591552734375,214.1168212890625,0.01498925942224627,0.008553443611765799
241,241,241,241,2020-01-21,216.1122436523437,211.3923797607422,210.6087951660156,0.022327502518981746,0.026131142728345713
242,242,242,242,2020-01-22,216.8958740234375,215.8206787109375,205.92530822753903,0.004981891999052079,0.05327449010675478
243,243,243,243,2020-01-23,216.21250915527344,213.6885681152344,205.834213256836,0.011811305875183642,0.050420655216767196
244,244,244,244,2020-01-24,222.2809295654297,214.54507446289065,206.708984375,0.03605701562669572,0.07533269653233798
