,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HUM,HUM_6m,HUM_12m,HUM_6m_ret,HUM_12m_ret
92,92,92,92,2019-06-18,249.5273895263672,241.50833129882807,236.8555908203125,0.033204064573726155,0.05350010384879611
93,93,93,93,2019-06-19,248.3955993652344,235.2595367431641,242.13710021972656,0.055836472365458745,0.025846923663612742
94,94,94,94,2019-06-20,250.368881225586,238.0357208251953,244.5650177001953,0.05181222531490426,0.02373137245861323
95,95,95,95,2019-06-21,261.3768920898437,246.40293884277344,243.6944732666016,0.0607701893386301,0.07255978597388024
96,96,96,96,2019-06-24,258.54266357421875,243.5977478027344,238.78057861328125,0.061350796164120425,0.0827625306702322
97,97,97,97,2019-06-25,253.2805328369141,246.44161987304688,240.7345428466797,0.02775064117574888,0.05211545398461892
98,98,98,98,2019-06-26,253.3869781494141,249.5273895263672,241.50833129882807,0.015467595081938068,0.04918524668156521
99,99,99,99,2019-06-27,256.48883056640625,248.3955993652344,235.2595367431641,0.032582023280016914,0.0902377608879612
100,100,100,100,2019-06-28,257.1673278808594,250.368881225586,238.0357208251953,0.027153720630112455,0.08037284063644212
101,101,101,101,2019-07-01,253.1348876953125,261.3768920898437,246.40293884277344,-0.03153302623132481,0.027320895132807888
102,102,102,102,2019-07-02,251.4773406982422,258.54266357421875,243.5977478027344,-0.027327493181597662,0.03234673951866207
103,103,103,103,2019-07-03,254.46295166015625,253.2805328369141,246.44161987304688,0.0046684157285925565,0.032548608434084914
104,104,104,104,2019-07-05,256.5373229980469,253.3869781494141,249.5273895263672,0.012432939023311329,0.02809284177174054
105,105,105,105,2019-07-08,256.0526123046875,256.48883056640625,248.3955993652344,-0.001700730050331778,0.03082588000359232
106,106,106,106,2019-07-09,252.1656036376953,257.1673278808594,250.368881225586,-0.019449298961807693,0.007176300837844263
107,107,107,107,2019-07-10,259.6973876953125,253.1348876953125,261.3768920898437,0.0259249132340027,-0.0064256039663747044
108,108,108,108,2019-07-11,271.6008605957031,251.4773406982422,258.54266357421875,0.0800212052568503,0.05050693313421295
109,109,109,109,2019-07-12,282.3218688964844,254.46295166015625,253.2805328369141,0.10948123117558839,0.11466075080578664
110,110,110,110,2019-07-15,276.5736389160156,256.5373229980469,253.3869781494141,0.078102927417393,0.09150691537482691
111,111,111,111,2019-07-16,275.5849609375,256.0526123046875,256.48883056640625,0.07628255949824148,0.07445209340665482
112,112,112,112,2019-07-17,273.3360900878906,252.1656036376953,257.1673278808594,0.08395469542552081,0.06287253649313462
113,113,113,113,2019-07-18,274.6446533203125,259.6973876953125,253.1348876953125,0.057556472776448375,0.0849735325732357
114,114,114,114,2019-07-19,273.0355529785156,271.6008605957031,251.4773406982422,0.005282355805742878,0.08572626154076435
115,115,115,115,2019-07-22,273.53961181640625,282.3218688964844,254.46295166015625,-0.03110725043867646,0.07496832066039816
116,116,116,116,2019-07-23,273.0355529785156,276.5736389160156,256.5373229980469,-0.012792563858822326,0.06431122687202273
117,117,117,117,2019-07-24,267.6265869140625,275.5849609375,256.0526123046875,-0.028878114380277764,0.04520154863955317
118,118,118,118,2019-07-25,266.0272216796875,273.3360900878906,252.1656036376953,-0.026739492782870244,0.05497029667023168
119,119,119,119,2019-07-26,268.3826904296875,274.6446533203125,259.6973876953125,-0.022800235922749934,0.03344393569551407
120,120,120,120,2019-07-29,272.4053955078125,273.0355529785156,271.6008605957031,-0.002307968555116058,0.002962195739530271
121,121,121,121,2019-07-30,275.7981872558594,273.53961181640625,282.3218688964844,0.00825684961843498,-0.023107248709156702
122,122,122,122,2019-07-31,287.6532897949219,273.0355529785156,276.5736389160156,0.05353785123198396,0.04006040099241237
123,123,123,123,2019-08-01,289.04913330078125,267.6265869140625,275.5849609375,0.08004640582887124,0.04885670218533722
124,124,124,124,2019-08-02,284.919677734375,266.0272216796875,273.3360900878906,0.07101700320516491,0.04237855177762917
125,125,125,125,2019-08-05,277.8919677734375,268.3826904296875,274.6446533203125,0.035431783355794666,0.011823694413368946
126,126,126,126,2019-08-06,283.2911376953125,272.4053955078125,273.0355529785156,0.03996155130190071,0.03756135274296635
127,127,127,127,2019-08-07,284.8808898925781,275.7981872558594,273.53961181640625,0.03293242325879642,0.04146119094364975
128,128,128,128,2019-08-08,286.19927978515625,287.6532897949219,273.0355529785156,-0.005054731029852766,0.04821250076423733
129,129,129,129,2019-08-09,288.6517333984375,289.04913330078125,267.6265869140625,-0.0013748524266641304,0.07856150140690765
130,130,130,130,2019-08-12,286.44158935546875,284.919677734375,266.0272216796875,0.005341546197144664,0.07673789000571296
131,131,131,131,2019-08-13,295.5243530273437,277.8919677734375,268.3826904296875,0.06345050342830238,0.10113045127538478
132,132,132,132,2019-08-14,287.21697998046875,283.2911376953125,272.4053955078125,0.013857977757774309,0.05437331534878309
133,133,133,133,2019-08-15,282.1377258300781,284.8808898925781,275.7981872558594,-0.009629161378758577,0.02298615026188533
134,134,134,134,2019-08-16,287.8955993652344,286.19927978515625,287.6532897949219,0.005927057473210651,0.0008423667620323094
135,135,135,135,2019-08-19,289.41754150390625,288.6517333984375,289.04913330078125,0.0026530521623844283,0.0012745521805168636
136,136,136,136,2019-08-20,285.3946838378906,286.44158935546875,284.919677734375,-0.0036548656217618714,0.00166715794181993
137,137,137,137,2019-08-21,288.8649597167969,295.5243530273437,277.8919677734375,-0.022534160864673858,0.039486538712430574
138,138,138,138,2019-08-22,279.9664001464844,287.21697998046875,283.2911376953125,-0.025244259007519032,-0.011736115629582322
139,139,139,139,2019-08-23,278.16339111328125,282.1377258300781,284.8808898925781,-0.01408650581946802,-0.023580025960428186
140,140,140,140,2019-08-26,279.9372863769531,287.8955993652344,286.19927978515625,-0.027643051876541702,-0.021879836360538252
141,141,141,141,2019-08-27,263.7201843261719,289.41754150390625,288.6517333984375,-0.0887899090158899,-0.08637242111361798
142,142,142,142,2019-08-28,267.616943359375,285.3946838378906,286.44158935546875,-0.06229177165967714,-0.06571896922668141
143,143,143,143,2019-08-29,270.92236328125,288.8649597167969,295.5243530273437,-0.0621141326837904,-0.08324860369059794
144,144,144,144,2019-08-30,274.5283508300781,279.9664001464844,287.21697998046875,-0.019423935563556705,-0.04417785171076405
145,145,145,145,2019-09-03,271.7655944824219,278.16339111328125,282.1377258300781,-0.02300013889410013,-0.03676265312318794
146,146,146,146,2019-09-04,265.77520751953125,279.9372863769531,287.8955993652344,-0.05059018411127891,-0.07683476890398877
147,147,147,147,2019-09-05,266.2889404296875,263.7201843261719,289.41754150390625,0.00974046074660162,-0.07991430289275192
148,148,148,148,2019-09-06,265.125732421875,267.616943359375,285.3946838378906,-0.009308868512688417,-0.07102077426056319
149,149,149,149,2019-09-09,267.2389221191406,270.92236328125,288.8649597167969,-0.01359592880225069,-0.0748655621604587
150,150,150,150,2019-09-10,268.36328125,274.5283508300781,279.9664001464844,-0.022456950480477134,-0.04144468368494714
151,151,151,151,2019-09-11,268.3245544433594,271.7655944824219,278.16339111328125,-0.012661794240790392,-0.03537071010870385
152,152,152,152,2019-09-12,260.1529846191406,265.77520751953125,279.9372863769531,-0.021154053280073026,-0.07067404994121329
153,153,153,153,2019-09-13,266.2695617675781,266.2889404296875,263.7201843261719,-7.277306401876071e-05,0.009666978839409479
154,154,154,154,2019-09-16,269.7494506835937,265.125732421875,267.616943359375,0.017439718957046768,0.007968506393688957
155,155,155,155,2019-09-17,265.3874206542969,267.2389221191406,270.92236328125,-0.006928262732695423,-0.02042999536810919
156,156,156,156,2019-09-18,264.75732421875,268.36328125,274.5283508300781,-0.0134368495363969,-0.03559204935222149
157,157,157,157,2019-09-19,269.8755187988281,268.3245544433594,271.7655944824219,0.0057801804933068635,-0.006954801203564398
158,158,158,158,2019-09-20,268.7801208496094,260.1529846191406,265.77520751953125,0.0331617807233644,0.011306221367007208
159,159,159,159,2019-09-23,268.7994689941406,266.2695617675781,266.2889404296875,0.009501300898864251,0.009427836396066924
160,160,160,160,2019-09-24,266.5409545898437,269.7494506835937,265.125732421875,-0.011894356357794567,0.005337928367197264
161,161,161,161,2019-09-25,259.484130859375,265.3874206542969,267.2389221191406,-0.022244045254170897,-0.029018195397107482
162,162,162,162,2019-09-26,255.82960510253903,264.75732421875,268.36328125,-0.03372038580067627,-0.04670413958676012
163,163,163,163,2019-09-27,250.21514892578125,269.8755187988281,268.3245544433594,-0.07284977148187421,-0.06749067581662882
164,164,164,164,2019-09-30,248.35011291503903,268.7801208496094,260.1529846191406,-0.07601011514538891,-0.04536896519323341
165,165,165,165,2019-10-01,247.0970916748047,268.7994689941406,266.2695617675781,-0.08073817035631503,-0.0720039871080298
166,166,166,166,2019-10-02,248.17526245117188,266.5409545898437,269.7494506835937,-0.06890382818255136,-0.07997861785352645
167,167,167,167,2019-10-03,246.300521850586,259.484130859375,265.3874206542969,-0.05080699526836863,-0.07192088742056146
168,168,168,168,2019-10-04,248.7289886474609,255.82960510253903,264.75732421875,-0.027755257067422434,-0.06053972489178816
169,169,169,169,2019-10-07,247.9324493408203,250.21514892578125,269.8755187988281,-0.009122947170708828,-0.08130811403595561
170,170,170,170,2019-10-08,245.92169189453125,248.35011291503903,268.7801208496094,-0.009778215890477782,-0.08504508772011499
171,171,171,171,2019-10-09,246.5336761474609,247.0970916748047,268.7994689941406,-0.002280138238475393,-0.0828342144052564
172,172,172,172,2019-10-10,253.6732177734375,248.17526245117188,266.5409545898437,0.02215351871884219,-0.04827677171115119
173,173,173,173,2019-10-11,258.6369323730469,246.300521850586,259.484130859375,0.05008682251166552,-0.0032649337110609578
174,174,174,174,2019-10-14,256.441650390625,248.7289886474609,255.82960510253903,0.031008294550241233,0.0023923942963546274
175,175,175,175,2019-10-15,268.71978759765625,247.9324493408203,250.21514892578125,0.08384274955578985,0.07395490941023652
176,176,176,176,2019-10-16,267.486083984375,245.92169189453125,248.35011291503903,0.08768804379847905,0.07705239528472618
177,177,177,177,2019-10-17,277.3260498046875,246.5336761474609,247.0970916748047,0.1249012878825062,0.12233635744149529
178,178,178,178,2019-10-18,280.9784240722656,253.6732177734375,248.17526245117188,0.10763929491056934,0.13217740276409584
179,179,179,179,2019-10-21,278.9288330078125,258.6369323730469,246.300521850586,0.07845708827653985,0.1324735770434946
180,180,180,180,2019-10-22,281.80401611328125,256.441650390625,248.7289886474609,0.09890111720940409,0.1329761667334226
181,181,181,181,2019-10-23,281.9012145996094,268.71978759765625,247.9324493408203,0.04905268465636459,0.1370081461668371
182,182,182,182,2019-10-24,278.40435791015625,267.486083984375,245.92169189453125,0.040818100751809805,0.13208540395678425
183,183,183,183,2019-10-25,279.8418884277344,277.3260498046875,246.5336761474609,0.009071771745996049,0.13510613560295348
184,184,184,184,2019-10-28,281.08526611328125,280.9784240722656,253.6732177734375,0.0003802499831380146,0.10806047473378211
185,185,185,185,2019-10-29,287.3700256347656,278.9288330078125,258.6369323730469,0.03026289012838168,0.11109431664722713
186,186,186,186,2019-10-30,285.7673034667969,281.80401611328125,256.441650390625,0.014063984637899596,0.11435604564040802
187,187,187,187,2019-10-31,285.7770080566406,281.9012145996094,268.71978759765625,0.013748764660471924,0.06347586313414144
188,188,188,188,2019-11-01,287.7197265625,278.40435791015625,267.486083984375,0.03345985214552538,0.07564372051335178
189,189,189,189,2019-11-04,288.4871520996094,279.8418884277344,277.3260498046875,0.030893386692205427,0.04024541619073396
190,190,190,190,2019-11-05,286.3112487792969,281.08526611328125,280.9784240722656,0.01859216151126719,0.01897948116350623
191,191,191,191,2019-11-06,296.2095642089844,287.3700256347656,278.9288330078125,0.030760127312141394,0.061953907793705465
192,192,192,192,2019-11-07,306.1175231933594,285.7673034667969,281.80401611328125,0.07121255468936805,0.0862780716024445
193,193,193,193,2019-11-08,308.48760986328125,285.7770080566406,281.9012145996094,0.07946966049185944,0.0943110348120817
194,194,194,194,2019-11-11,308.4681701660156,287.7197265625,278.40435791015625,0.0721133856597369,0.10798614102715032
195,195,195,195,2019-11-12,311.1199951171875,288.4871520996094,279.8418884277344,0.07845355626015338,0.11177063900328243
196,196,196,196,2019-11-13,309.7698059082031,286.3112487792969,281.08526611328125,0.08193375995153196,0.10204924716104324
197,197,197,197,2019-11-14,308.8955993652344,296.2095642089844,287.3700256347656,0.04282790527080893,0.07490542440159298
198,198,198,198,2019-11-15,325.9431457519531,306.1175231933594,285.7673034667969,0.06476474248117725,0.14058935993642896
199,199,199,199,2019-11-18,324.9620666503906,308.48760986328125,285.7770080566406,0.053403949657526484,0.1371176038975941
200,200,200,200,2019-11-19,326.50653076171875,308.4681701660156,287.7197265625,0.058477218527911656,0.1348075943996605
201,201,201,201,2019-11-20,328.099609375,311.1199951171875,288.4871520996094,0.05457577309171957,0.13731099283656545
202,202,202,202,2019-11-21,328.7795104980469,309.7698059082031,286.3112487792969,0.06136719663205992,0.14832900174134145
203,203,203,203,2019-11-22,328.55615234375,308.8955993652344,296.2095642089844,0.06364788950997391,0.10920170056340317
204,204,204,204,2019-11-25,334.9477233886719,325.9431457519531,306.1175231933594,0.027626221793819683,0.09418016941520158
205,205,205,205,2019-11-26,332.29595947265625,324.9620666503906,308.48760986328125,0.02256845821378839,0.07717765267761201
206,206,206,206,2019-11-27,332.1501770019531,326.50653076171875,308.4681701660156,0.017284941367231133,0.07677293518871653
207,207,207,207,2019-11-29,331.4606018066406,328.099609375,311.1199951171875,0.01024381722990464,0.06537865456635661
208,208,208,208,2019-12-02,328.5658569335937,328.7795104980469,309.7698059082031,-0.0006498384407517266,0.06067747942793544
209,209,209,209,2019-12-03,332.052978515625,328.55615234375,308.8955993652344,0.010643009260153713,0.07496830384757147
210,210,210,210,2019-12-04,334.26776123046875,334.9477233886719,325.9431457519531,-0.002030054574857054,0.025540084481024072
211,211,211,211,2019-12-05,335.3265686035156,332.29595947265625,324.9620666503906,0.00912021059680912,0.03189449790235255
212,212,212,212,2019-12-06,338.1727294921875,332.1501770019531,326.50653076171875,0.018132016501074988,0.03573036871039692
213,213,213,213,2019-12-09,332.4804992675781,331.4606018066406,328.099609375,0.003076979452093287,0.013352316697125444
214,214,214,214,2019-12-10,334.69512939453125,328.5658569335937,328.7795104980469,0.018654623819225113,0.01799266288681789
215,215,215,215,2019-12-11,334.9088439941406,332.052978515625,328.55615234375,0.008600632017463639,0.01933517788382222
216,216,216,216,2019-12-12,337.0944519042969,334.26776123046875,334.9477233886719,0.008456366427390005,0.006409144967180369
217,217,217,217,2019-12-13,343.0198669433594,335.3265686035156,332.29595947265625,0.02294270439674051,0.0322721572893081
218,218,218,218,2019-12-16,355.4048156738281,338.1727294921875,332.1501770019531,0.050956463010831676,0.07001242294005539
219,219,219,219,2019-12-17,353.5008850097656,332.4804992675781,331.4606018066406,0.06322291318887374,0.06649442824575069
220,220,220,220,2019-12-18,357.0269775390625,334.69512939453125,328.5658569335937,0.06672295526059768,0.08662227071031636
221,221,221,221,2019-12-19,355.1327819824219,334.9088439941406,332.052978515625,0.060386395734103315,0.06950638892013683
222,222,222,222,2019-12-20,358.23150634765625,337.0944519042969,334.26776123046875,0.06270365567855829,0.07169026719470306
223,223,223,223,2019-12-23,357.2309875488281,343.0198669433594,335.3265686035156,0.041429438860505874,0.06532264662634568
224,224,224,224,2019-12-24,357.7944030761719,355.4048156738281,338.1727294921875,0.0067235650642865075,0.05802263716961731
225,225,225,225,2019-12-26,359.0279846191406,353.5008850097656,332.4804992675781,0.01563532042988336,0.07984674412497572
226,226,226,226,2019-12-27,360.378173828125,357.0269775390625,334.69512939453125,0.009386395146276705,0.07673563843027775
227,227,227,227,2019-12-30,357.77105712890625,355.1327819824219,334.9088439941406,0.007428982285884622,0.06826398748420504
228,228,228,228,2019-12-31,356.5550231933594,358.23150634765625,337.0944519042969,-0.0046798875157281206,0.05773032210742968
229,229,229,229,2020-01-02,353.3642272949219,357.2309875488281,343.0198669433594,-0.010824257661515735,0.030156738277991924
230,230,230,230,2020-01-03,354.940185546875,357.7944030761719,355.4048156738281,-0.007977255945753936,-0.0013073264808531881
231,231,231,231,2020-01-06,360.4754943847656,359.0279846191406,353.5008850097656,0.004031746347462395,0.01973010442338019
232,232,232,232,2020-01-07,356.8955383300781,360.378173828125,357.0269775390625,-0.009663835800743703,-0.00036814923592154436
233,233,233,233,2020-01-08,364.8045349121094,357.77105712890625,355.1327819824219,0.01965915812096819,0.027234187944289
234,234,234,234,2020-01-09,354.5997314453125,356.5550231933594,358.23150634765625,-0.005483842943888373,-0.010138066691485204
235,235,235,235,2020-01-10,354.2203369140625,353.3642272949219,357.2309875488281,0.002422739918226391,-0.008427742104411107
236,236,236,236,2020-01-13,347.1772155761719,354.940185546875,357.7944030761719,-0.02187120615475624,-0.029673989891171315
237,237,237,237,2020-01-14,347.537109375,360.4754943847656,359.0279846191406,-0.035892550842736126,-0.03200551415603503
238,238,238,238,2020-01-15,354.17169189453125,356.8955383300781,360.378173828125,-0.007632055161831963,-0.01722213603466949
239,239,239,239,2020-01-16,357.1484680175781,364.8045349121094,357.77105712890625,-0.02098676458716664,-0.0017401885896650704
240,240,240,240,2020-01-17,356.5842590332031,354.5997314453125,356.5550231933594,0.0055965287390429275,8.199531051866771e-05
241,241,241,241,2020-01-21,354.949951171875,354.2203369140625,353.3642272949219,0.00205977517883027,0.004487505396604918
242,242,242,242,2020-01-22,355.7767333984375,347.1772155761719,354.940185546875,0.024769821971162287,0.0023568699336582455
243,243,243,243,2020-01-23,353.6949768066406,347.537109375,360.4754943847656,0.01771858965712969,-0.018809926565736546
244,244,244,244,2020-01-24,347.1965637207031,354.17169189453125,356.8955383300781,-0.019694200111016302,-0.027175948051232912
