,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PFG,PFG_6m,PFG_12m,PFG_6m_ret,PFG_12m_ret
58,58,58,58,2019-04-30,47.35486602783203,45.590240478515625,44.28955459594727,0.038706212794556105,0.06921070802923013
59,59,59,59,2019-05-01,47.122894287109375,46.02103805541992,45.45767974853516,0.023942446286469243,0.03663219389519923
60,60,60,60,2019-05-02,46.84122085571289,45.63994598388672,44.977176666259766,0.026320690043110107,0.04144422410692261
61,61,61,61,2019-05-03,47.70281600952149,46.211570739746094,45.91333770751953,0.03226995416740497,0.03897512991543817
62,62,62,62,2019-05-06,47.47084426879883,47.5371208190918,46.12044525146485,-0.001394206236115858,0.029279834788478842
63,63,63,63,2019-05-07,46.76665878295898,47.57854461669922,45.74764633178711,-0.017064116615607583,0.022274642148394364
64,64,64,64,2019-05-08,46.418701171875,47.35486602783203,45.590240478515625,-0.01976913746111786,0.01817188689210325
65,65,65,65,2019-05-09,46.30270767211914,47.122894287109375,46.02103805541992,-0.01740526823316535,0.006120453353529731
66,66,66,66,2019-05-10,46.79150390625,46.84122085571289,45.63994598388672,-0.0010613931181691072,0.025231360325663976
67,67,67,67,2019-05-13,44.93574523925781,47.70281600952149,46.211570739746094,-0.05800644493841556,-0.027608356090587427
68,68,68,68,2019-05-14,45.79734802246094,47.47084426879883,47.5371208190918,-0.03525313847088729,-0.03659819456150437
69,69,69,69,2019-05-15,45.38311767578125,46.76665878295898,47.57854461669922,-0.02958392032235302,-0.04614321347163308
70,70,70,70,2019-05-16,45.996185302734375,46.418701171875,47.35486602783203,-0.009102276851223667,-0.02869147015006046
71,71,71,71,2019-05-17,45.35826873779297,46.30270767211914,47.122894287109375,-0.020397056280465842,-0.03744730827790277
72,72,72,72,2019-05-20,45.45767974853516,46.79150390625,46.84122085571289,-0.028505691126902932,-0.02953682850068129
73,73,73,73,2019-05-21,45.83049774169922,44.93574523925781,47.70281600952149,0.01991182070481634,-0.03924963816493676
74,74,74,74,2019-05-22,45.49910736083984,45.79734802246094,47.47084426879883,-0.006512181916621729,-0.04153574553665473
75,75,75,75,2019-05-23,44.39725112915039,45.38311767578125,46.76665878295898,-0.02172320010436324,-0.05066446300568217
76,76,76,76,2019-05-24,44.91918563842773,45.996185302734375,46.418701171875,-0.023414977942586512,-0.032304125182111454
77,77,77,77,2019-05-28,44.83633804321289,45.35826873779297,46.30270767211914,-0.011506847794329533,-0.03166919825272363
78,78,78,78,2019-05-29,44.77006912231445,45.45767974853516,46.79150390625,-0.015126390744632512,-0.04320089364910418
79,79,79,79,2019-05-30,44.83633804321289,45.83049774169922,44.93574523925781,-0.02169209909282277,-0.0022122075758538307
80,80,80,80,2019-05-31,43.15435409545898,45.49910736083984,45.79734802246094,-0.051534049817402394,-0.05771063262671294
81,81,81,81,2019-06-03,44.35935974121094,44.39725112915039,45.38311767578125,-0.000853462477422906,-0.022558122645607526
82,82,82,82,2019-06-04,45.85724639892578,44.91918563842773,45.996185302734375,0.020883298465134148,-0.003020661450381934
83,83,83,83,2019-06-05,45.63968276977539,44.83633804321289,45.35826873779297,0.017917268930130792,0.006204249849332211
84,84,84,84,2019-06-06,46.14176177978516,44.77006912231445,45.45767974853516,0.030638609328995425,0.01504876700778035
85,85,85,85,2019-06-07,46.33422470092773,44.83633804321289,45.83049774169922,0.03340787234388287,0.01099108637369639
86,86,86,86,2019-06-10,45.76519012451172,43.15435409545898,45.49910736083984,0.06049994453114693,0.0058480875583264424
87,87,87,87,2019-06-11,45.84050750732422,44.35935974121094,44.39725112915039,0.03338974626221347,0.032507786889225176
88,88,88,88,2019-06-12,45.539249420166016,45.85724639892578,44.91918563842773,-0.006934497897963965,0.013803985377861094
89,89,89,89,2019-06-13,46.40117263793945,45.63968276977539,44.83633804321289,0.016684819480567326,0.03490103480838225
90,90,90,90,2019-06-14,46.78611373901367,46.14176177978516,44.77006912231445,0.013964615445412054,0.04503108117146892
91,91,91,91,2019-06-17,45.9074592590332,46.33422470092773,44.83633804321289,-0.009210587738311293,0.023889578466198103
92,92,92,92,2019-06-18,46.8530502319336,45.76519012451172,43.15435409545898,0.023770470623244,0.08570852730857648
93,93,93,93,2019-06-19,47.003665924072266,45.84050750732422,44.35935974121094,0.025374030088174848,0.05961100877668213
94,94,94,94,2019-06-20,48.30073928833008,45.539249420166016,45.85724639892578,0.06063977565122536,0.053284771356475025
95,95,95,95,2019-06-21,48.22542190551758,46.40117263793945,45.63968276977539,0.039314723397454454,0.056655501940836794
96,96,96,96,2019-06-24,48.12500381469727,46.78611373901367,46.14176177978516,0.02861725346867483,0.042981497853880724
97,97,97,97,2019-06-25,47.22125244140625,45.9074592590332,46.33422470092773,0.028618294359527896,0.0191441153100973
98,98,98,98,2019-06-26,46.99531936645508,46.8530502319336,45.76519012451172,0.0030364967449763025,0.0268791463248943
99,99,99,99,2019-06-27,47.53086853027344,47.003665924072266,45.84050750732422,0.011216201882057408,0.036874832214262465
100,100,100,100,2019-06-28,48.46809768676758,48.30073928833008,45.539249420166016,0.0034649241585817947,0.06431481203343226
101,101,101,101,2019-07-01,49.13754653930664,48.22542190551758,46.40117263793945,0.018913771984744532,0.05897208509618168
102,102,102,102,2019-07-02,48.34257507324219,48.12500381469727,46.78611373901367,0.004520960858157341,0.0332675918096319
103,103,103,103,2019-07-03,49.0789680480957,47.22125244140625,45.9074592590332,0.039340667827363784,0.06908482499907564
104,104,104,104,2019-07-05,49.21285629272461,46.99531936645508,46.8530502319336,0.047186335919495725,0.05036611381989897
105,105,105,105,2019-07-08,48.74424362182617,47.53086853027344,47.003665924072266,0.025528148949769625,0.03703067970412266
106,106,106,106,2019-07-09,48.928348541259766,48.46809768676758,48.30073928833008,0.009495954585769573,0.012993781506804414
107,107,107,107,2019-07-10,48.60198593139648,49.13754653930664,48.22542190551758,-0.010899213445297873,0.00780841330152926
108,108,108,108,2019-07-11,48.71913909912109,48.34257507324219,48.12500381469727,0.007789490429675805,0.012345667269170413
109,109,109,109,2019-07-12,49.4722785949707,49.0789680480957,47.22125244140625,0.008013830822391599,0.047669768106163746
110,110,110,110,2019-07-15,49.1124382019043,49.21285629272461,46.99531936645508,-0.002040484913596763,0.045049567999327245
111,111,111,111,2019-07-16,49.36349105834961,48.74424362182617,47.53086853027344,0.01270401160243173,0.03855647045264776
112,112,112,112,2019-07-17,48.86976623535156,48.928348541259766,48.46809768676758,-0.0011973080566739513,0.008287276946164157
113,113,113,113,2019-07-18,49.95762252807617,48.60198593139648,49.13754653930664,0.02789261736327453,0.01668939632778632
114,114,114,114,2019-07-19,49.68147659301758,48.71913909912109,48.34257507324219,0.019752760654053736,0.02769611502380398
115,115,115,115,2019-07-22,49.23795318603516,49.4722785949707,49.0789680480957,-0.004736499219167967,0.003239374099790693
116,116,116,116,2019-07-23,50.05804061889648,49.1124382019043,49.21285629272461,0.019253827576320992,0.017174055518025533
117,117,117,117,2019-07-24,50.69402313232422,49.36349105834961,48.74424362182617,0.026953767763342906,0.04000020034416929
118,118,118,118,2019-07-25,50.28397750854492,48.86976623535156,48.928348541259766,0.028938367873148074,0.02770641167547261
119,119,119,119,2019-07-26,50.77770233154297,49.95762252807617,48.60198593139648,0.016415509024792163,0.044765997900118704
120,120,120,120,2019-07-29,49.79862594604492,49.68147659301758,48.71913909912109,0.002358008679713919,0.02215734651483836
121,121,121,121,2019-07-30,49.73168182373047,49.23795318603516,49.4722785949707,0.010027399713994134,0.005243405723910577
122,122,122,122,2019-07-31,48.56851577758789,50.05804061889648,49.1124382019043,-0.029755955744426466,-0.011075044209377438
123,123,123,123,2019-08-01,46.61037826538086,50.69402313232422,49.36349105834961,-0.0805547600016675,-0.05577224653164137
124,124,124,124,2019-08-02,46.26728439331055,50.28397750854492,48.86976623535156,-0.07988017882141096,-0.05325341294876962
125,125,125,125,2019-08-05,44.95349884033203,50.77770233154297,49.95762252807617,-0.1147000203589944,-0.10016737055354918
126,126,126,126,2019-08-06,45.46394348144531,49.79862594604492,49.68147659301758,-0.08704421823397468,-0.08489146057637531
127,127,127,127,2019-08-07,45.05390930175781,49.73168182373047,49.23795318603516,-0.09406021172886547,-0.08497599135505951
128,128,128,128,2019-08-08,46.60200119018555,48.56851577758789,50.05804061889648,-0.04048949316070716,-0.06904064533852938
129,129,129,129,2019-08-09,46.01624298095703,46.61037826538086,50.69402313232422,-0.012746845370811166,-0.09227478630285468
130,130,130,130,2019-08-12,44.25057601928711,46.26728439331055,50.28397750854492,-0.04358821574397431,-0.1199865600972504
131,131,131,131,2019-08-13,45.238014221191406,44.95349884033203,50.77770233154297,0.006329104256599161,-0.1090968644894813
132,132,132,132,2019-08-14,43.87400436401367,45.46394348144531,49.79862594604492,-0.03497143000981695,-0.11897158745806302
133,133,133,133,2019-08-15,43.66480255126953,45.05390930175781,49.73168182373047,-0.030832102519327553,-0.12199224015717891
134,134,134,134,2019-08-16,44.593658447265625,46.60200119018555,48.56851577758789,-0.043095633054978766,-0.08184020587585006
135,135,135,135,2019-08-19,45.08738327026367,46.01624298095703,46.61037826538086,-0.020185474748074306,-0.03267501899353531
136,136,136,136,2019-08-20,44.57693099975586,44.25057601928711,46.26728439331055,0.007375157790635356,-0.03653452792226297
137,137,137,137,2019-08-21,44.97023391723633,45.238014221191406,44.95349884033203,-0.005919364688418138,0.00037227529193528675
138,138,138,138,2019-08-22,45.26311492919922,43.87400436401367,45.46394348144531,0.031661358139557505,-0.004417314840452713
139,139,139,139,2019-08-23,43.77359390258789,43.66480255126953,45.05390930175781,0.002491511353809983,-0.028417409699006302
140,140,140,140,2019-08-26,44.41794204711914,44.593658447265625,46.60200119018555,-0.003940389873019257,-0.04686620933193686
141,141,141,141,2019-08-27,43.940948486328125,45.08738327026367,46.01624298095703,-0.02542695319139643,-0.04509917281790532
142,142,142,142,2019-08-28,43.940948486328125,44.57693099975586,44.25057601928711,-0.014267077144256901,-0.006997141298771603
143,143,143,143,2019-08-29,44.51835250854492,44.97023391723633,45.238014221191406,-0.010048455819088087,-0.015908340032957602
144,144,144,144,2019-08-30,44.53509140014648,45.26311492919922,43.87400436401367,-0.016084256025938992,0.015067852723172903
145,145,145,145,2019-09-03,44.07483673095703,43.77359390258789,43.66480255126953,0.006881839061227524,0.009390496595193643
146,146,146,146,2019-09-04,44.44692993164063,44.41794204711914,44.593658447265625,0.0006526165595592825,-0.003290344877142304
147,147,147,147,2019-09-05,45.58008575439453,43.940948486328125,45.08738327026367,0.03730318358003615,0.010927724085859847
148,148,148,148,2019-09-06,46.08746337890625,43.940948486328125,44.57693099975586,0.04884998996428114,0.033885966244707744
149,149,149,149,2019-09-09,47.364376068115234,44.51835250854492,44.97023391723633,0.06392922018001546,0.05323837441639978
150,150,150,150,2019-09-10,47.90559768676758,44.53509140014648,45.26311492919922,0.07568203366503057,0.05838048843305943
151,151,151,151,2019-09-11,47.93096160888672,44.07483673095703,43.77359390258789,0.08749039506302347,0.09497432894247781
152,152,152,152,2019-09-12,48.50600051879883,44.44692993164063,44.41794204711914,0.09132398105788297,0.09203619715976541
153,153,153,153,2019-09-13,48.9034538269043,45.58008575439453,43.940948486328125,0.07291272092855472,0.11293578112270874
154,154,154,154,2019-09-16,48.133914947509766,46.08746337890625,43.940948486328125,0.04440364946490316,0.09542275725992244
155,155,155,155,2019-09-17,48.34532165527344,47.364376068115234,44.51835250854492,0.020710619849557244,0.08596385380599969
156,156,156,156,2019-09-18,48.32841491699219,47.90559768676758,44.53509140014648,0.008826050621249193,0.08517605774652637
157,157,157,157,2019-09-19,48.11700439453125,47.93096160888672,44.07483673095703,0.003881474091060877,0.09171146085573811
158,158,158,158,2019-09-20,47.82949066162109,48.50600051879883,44.44692993164063,-0.013946931306273225,0.07610336046117983
159,159,159,159,2019-09-23,48.30304718017578,48.9034538269043,45.58008575439453,-0.01227738737745765,0.05974015583151293
160,160,160,160,2019-09-24,47.82102966308594,48.133914947509766,46.08746337890625,-0.006500308249703601,0.03761470380626597
161,161,161,161,2019-09-25,48.01552963256836,48.34532165527344,47.364376068115234,-0.0068215912401340395,0.0137477492264797
162,162,162,162,2019-09-26,47.96479034423828,48.32841491699219,47.90559768676758,-0.007524032670602976,0.0012356104574196003
163,163,163,163,2019-09-27,48.514461517333984,48.11700439453125,47.93096160888672,0.008260221678469737,0.012173757605962177
164,164,164,164,2019-09-30,48.31995391845703,47.82949066162109,48.50600051879883,0.010254411034936961,-0.0038355378376268012
165,165,165,165,2019-10-01,46.662506103515625,48.30304718017578,48.9034538269043,-0.03396351105015705,-0.045823915245753244
166,166,166,166,2019-10-02,45.41940689086914,47.82102966308594,48.133914947509766,-0.050221059419610525,-0.05639491530245999
167,167,167,167,2019-10-03,45.12343597412109,48.01552963256836,48.34532165527344,-0.06023246396694126,-0.06664317395850672
168,168,168,168,2019-10-04,46.29887771606445,47.96479034423828,48.32841491699219,-0.03473199019984763,-0.04199469824147184
169,169,169,169,2019-10-07,45.90988159179688,48.514461517333984,48.11700439453125,-0.05368667082095713,-0.045869912944647484
170,170,170,170,2019-10-08,44.286251068115234,48.31995391845703,47.82949066162109,-0.08347902932914475,-0.07408064657374636
171,171,171,171,2019-10-09,45.072696685791016,46.662506103515625,48.30304718017578,-0.034070382207886385,-0.06687674345544281
172,172,172,172,2019-10-10,45.622371673583984,45.41940689086914,47.82102966308594,0.004468679725442293,-0.04597680152418682
173,173,173,173,2019-10-11,46.806270599365234,45.12343597412109,48.01552963256836,0.03729402668292536,-0.025184748402377277
174,174,174,174,2019-10-14,46.73014831542969,46.29887771606445,47.96479034423828,0.00931492555845681,-0.02574059054459943
175,175,175,175,2019-10-15,47.21216583251953,45.90988159179688,48.514461517333984,0.028366098878271462,-0.02684345335563809
176,176,176,176,2019-10-16,46.84854888916016,44.286251068115234,48.31995391845703,0.057857636608344754,-0.030451292064142987
177,177,177,177,2019-10-17,46.924652099609375,45.072696685791016,46.662506103515625,0.04108818752799803,0.005617915066803425
178,178,178,178,2019-10-18,47.35593032836914,45.622371673583984,45.41940689086914,0.03799799508864443,0.04263647568434692
179,179,179,179,2019-10-21,48.05780792236328,46.806270599365234,45.12343597412109,0.026738667853084985,0.0650298871283892
180,180,180,180,2019-10-22,48.00707626342773,46.73014831542969,46.29887771606445,0.0273255701946149,0.036895031405276946
181,181,181,181,2019-10-23,48.48062896728516,47.21216583251953,45.90988159179688,0.026867293893387156,0.05599551308683015
182,182,182,182,2019-10-24,48.539825439453125,46.84854888916016,44.286251068115234,0.0361009378176127,0.09604728936742934
183,183,183,183,2019-10-25,46.09591674804688,46.924652099609375,45.072696685791016,-0.017660980198708653,0.022701549662956566
184,184,184,184,2019-10-28,46.577938079833984,47.35593032836914,45.622371673583984,-0.016428612913747198,0.020945127822087573
185,185,185,185,2019-10-29,46.51028823852539,48.05780792236328,46.806270599365234,-0.03220121247181906,-0.006323562143484618
186,186,186,186,2019-10-30,45.935245513916016,48.00707626342773,46.73014831542969,-0.04315677834957121,-0.017010491731120903
187,187,187,187,2019-10-31,45.14035034179688,48.48062896728516,47.21216583251953,-0.06889924278297443,-0.043883085094469254
188,188,188,188,2019-11-01,46.12974548339844,48.539825439453125,46.84854888916016,-0.04965159916079498,-0.015343130637031188
189,189,189,189,2019-11-04,46.865455627441406,46.09591674804688,46.924652099609375,0.016694296017599752,-0.0012615218125071603
190,190,190,190,2019-11-05,47.58425521850586,46.577938079833984,47.35593032836914,0.021605016884754802,0.0048214635116130555
191,191,191,191,2019-11-06,47.61808776855469,46.51028823852539,48.05780792236328,0.023818375933256197,-0.009149817122723447
192,192,192,192,2019-11-07,47.23753356933594,45.935245513916016,48.00707626342773,0.028350519102491756,-0.016029776316081046
193,193,193,193,2019-11-08,46.76397705078125,45.14035034179688,48.48062896728516,0.03596841177993704,-0.03540902733878126
194,194,194,194,2019-11-11,46.983848571777344,46.12974548339844,48.539825439453125,0.018515235222493986,-0.03205567497593609
195,195,195,195,2019-11-12,47.24599456787109,46.865455627441406,46.09591674804688,0.008119817365156656,0.024949668017459237
196,196,196,196,2019-11-13,46.00290298461914,47.58425521850586,46.577938079833984,-0.03323267804918206,-0.012345653734805562
197,197,197,197,2019-11-14,46.16357803344727,47.61808776855469,46.51028823852539,-0.030545320135008103,-0.0074544841197292655
198,198,198,198,2019-11-15,46.188941955566406,47.23753356933594,45.935245513916016,-0.022198271893903887,0.005522914677217328
199,199,199,199,2019-11-18,45.90142059326172,46.76397705078125,45.14035034179688,-0.01844489095918589,0.016860087387495115
200,200,200,200,2019-11-19,46.33270263671875,46.983848571777344,46.12974548339844,-0.01385893141690675,0.004399702430470942
201,201,201,201,2019-11-20,45.90142059326172,47.24599456787109,46.865455627441406,-0.028459004554932665,-0.02057026910915616
202,202,202,202,2019-11-21,45.9521598815918,46.00290298461914,47.58425521850586,-0.0011030413242466564,-0.03429906235622515
203,203,203,203,2019-11-22,46.188941955566406,46.16357803344727,47.61808776855469,0.0005494357933164551,-0.03001266703389205
204,204,204,204,2019-11-25,46.38344192504883,46.188941955566406,47.23753356933594,0.004210963950408875,-0.018080784066201505
205,205,205,205,2019-11-26,46.20586013793945,45.90142059326172,46.76397705078125,0.00663246454560551,-0.011934761498914703
206,206,206,206,2019-11-27,46.6878662109375,46.33270263671875,46.983848571777344,0.0076655052264809065,-0.006299661901635667
207,207,207,207,2019-11-29,46.5948486328125,45.90142059326172,47.24599456787109,0.01510689714149227,-0.013782034668000986
208,208,208,208,2019-12-02,45.99694442749024,45.9521598815918,46.00290298461914,0.0009745906615454825,-0.00012952567647506186
209,209,209,209,2019-12-03,44.7156867980957,46.188941955566406,46.16357803344727,-0.031896274196710706,-0.031364363358111436
210,210,210,210,2019-12-04,45.10005569458008,46.38344192504883,46.188941955566406,-0.02766905984559276,-0.023574609308735228
211,211,211,211,2019-12-05,45.09152221679688,46.20586013793945,45.90142059326172,-0.024116809379068238,-0.01764429871662243
212,212,212,212,2019-12-06,45.83464813232422,46.6878662109375,46.33270263671875,-0.018274942674792904,-0.010749524116899334
213,213,213,213,2019-12-09,45.48443603515625,46.5948486328125,45.90142059326172,-0.023831230924404978,-0.009084349737242814
214,214,214,214,2019-12-10,45.47589111328125,45.99694442749024,45.9521598815918,-0.011327998428903974,-0.01036444792884128
215,215,215,215,2019-12-11,45.71506118774414,44.7156867980957,46.188941955566406,0.022349525663351688,-0.010259615132083733
216,216,216,216,2019-12-12,46.859649658203125,45.10005569458008,46.38344192504883,0.03901533903947052,0.010266761443098682
217,217,217,217,2019-12-13,46.37277603149414,45.09152221679688,46.20586013793945,0.02841451678071727,0.0036124399168502297
218,218,218,218,2019-12-16,46.44964599609375,45.83464813232422,46.6878662109375,0.013417750300908526,-0.005102400991458089
219,219,219,219,2019-12-17,46.68881988525391,45.48443603515625,46.5948486328125,0.026479032281872428,0.0020167734245033486
220,220,220,220,2019-12-18,46.75714874267578,45.47589111328125,45.99694442749024,0.02817443700449762,0.016527278597471273
221,221,221,221,2019-12-19,47.06464385986328,45.71506118774414,44.7156867980957,0.029521620163136753,0.052530940033948204
222,222,222,222,2019-12-20,47.021934509277344,46.859649658203125,45.10005569458008,0.0034632109343097905,0.04261366832254776
223,223,223,223,2019-12-23,46.79985046386719,46.37277603149414,45.09152221679688,0.009209593837621322,0.03788579677698123
224,224,224,224,2019-12-24,46.74006652832031,46.44964599609375,45.83464813232422,0.006252373424998403,0.0197540165113117
225,225,225,225,2019-12-26,46.9536018371582,46.68881988525391,45.48443603515625,0.005671206780446303,0.032300407129735476
226,226,226,226,2019-12-27,46.77423095703125,46.75714874267578,45.47589111328125,0.00036533909391001096,0.028550069321694238
227,227,227,227,2019-12-30,46.68027114868164,47.06464385986328,45.71506118774414,-0.00816691001266523,0.02111360973517118
228,228,228,228,2019-12-31,46.97922897338867,47.021934509277344,46.859649658203125,-0.0009082045716397591,0.0025518610586670043
229,229,229,229,2020-01-02,47.6027717590332,46.79985046386719,46.37277603149414,0.017156492749606622,0.02652409091713004
230,230,230,230,2020-01-03,46.90235900878906,46.74006652832031,46.44964599609375,0.0034722346912026136,0.00974631782410973
231,231,231,231,2020-01-06,46.97922897338867,46.9536018371582,46.68881988525391,0.0005457970257392031,0.006220099133978696
232,232,232,232,2020-01-07,47.27819061279297,46.77423095703125,46.75714874267578,0.010774301264828479,0.011143576632200114
233,233,233,233,2020-01-08,47.48318099975586,46.68027114868164,47.06464385986328,0.01720019681370033,0.0088928143414575
234,234,234,234,2020-01-09,47.98714828491211,46.97922897338867,47.021934509277344,0.021454573298645974,0.020526883585453737
235,235,235,235,2020-01-10,47.577144622802734,47.6027717590332,46.79985046386719,-0.0005383538664553988,0.016608902618944654
236,236,236,236,2020-01-13,47.876102447509766,46.90235900878906,46.74006652832031,0.020761075973561027,0.0243053979929857
237,237,237,237,2020-01-14,47.619850158691406,46.97922897338867,46.9536018371582,0.013636264351328808,0.014189504009593179
238,238,238,238,2020-01-15,47.158599853515625,47.27819061279297,46.77423095703125,-0.002529512185793892,0.008217535352691874
239,239,239,239,2020-01-16,47.91881561279297,47.48318099975586,46.68027114868164,0.009174503558204039,0.026532503638773575
240,240,240,240,2020-01-17,48.755897521972656,47.98714828491211,46.97922897338867,0.01601989833811923,0.03781817171989732
241,241,241,241,2020-01-21,47.5088119506836,47.577144622802734,47.6027717590332,-0.0014362499612131652,-0.0019738306169487796
242,242,242,242,2020-01-22,47.500267028808594,47.876102447509766,46.90235900878906,-0.007850167400598851,0.012747930651153094
243,243,243,243,2020-01-23,47.26110458374024,47.619850158691406,46.97922897338867,-0.007533530108886466,0.006000005034378919
244,244,244,244,2020-01-24,46.43255615234375,47.158599853515625,47.27819061279297,-0.01539578578301981,-0.017886354141065652
245,245,245,245,2020-01-27,45.19401168823242,47.91881561279297,47.48318099975586,-0.0568629230442228,-0.048210108575817756
246,246,246,246,2020-01-28,45.99694442749024,48.755897521972656,47.98714828491211,-0.05658706402110736,-0.04147368469585888
247,247,247,247,2020-01-29,46.53505706787109,47.5088119506836,47.577144622802734,-0.02049630042997741,-0.021903112580493045
248,248,248,248,2020-01-30,46.49235916137695,47.500267028808594,47.876102447509766,-0.021218993712611156,-0.02890258846049376
249,249,249,249,2020-01-31,45.22819137573242,47.26110458374024,47.619850158691406,-0.04301450899027914,-0.05022398800056849
250,250,250,250,2020-02-03,46.01401138305664,46.43255615234375,47.158599853515625,-0.00901403678733248,-0.024271044390934304
251,251,251,251,2020-02-04,46.6204833984375,45.19401168823242,47.91881561279297,0.03156329028822413,-0.027094413702680287
252,252,252,252,2020-02-05,47.95298385620117,45.99694442749024,48.755897521972656,0.0425254210482271,-0.016468031696260654
253,253,253,253,2020-02-06,47.93589401245117,46.53505706787109,47.5088119506836,0.03010283070109865,0.008989533609278677
254,254,254,254,2020-02-07,47.48318099975586,46.49235916137695,47.500267028808594,0.021311498410732765,-0.00035970385266193006
255,255,255,255,2020-02-10,47.662559509277344,45.22819137573242,47.26110458374024,0.05382413179694612,0.00849440420559322
256,256,256,256,2020-02-11,48.12381362915039,46.01401138305664,46.43255615234375,0.045851300129651884,0.036423958036203796
257,257,257,257,2020-02-12,48.277565002441406,46.6204833984375,45.19401168823242,0.03554406739719562,0.06822924540270181
258,258,258,258,2020-02-13,47.82485961914063,47.95298385620117,45.99694442749024,-0.002671872045434176,0.039739926519073876
259,259,259,259,2020-02-14,48.140899658203125,47.93589401245117,46.53505706787109,0.004276662613170501,0.03450823296487915
260,260,260,260,2020-02-18,47.20130920410156,47.48318099975586,46.49235916137695,-0.005936244997060025,0.015248743137852294
261,261,261,261,2020-02-19,47.75652313232422,47.662559509277344,45.22819137573242,0.001971434686141471,0.05590167724346351
262,262,262,262,2020-02-20,47.81631088256836,48.12381362915039,46.01401138305664,-0.00638982498252727,0.0391684933640748
263,263,263,263,2020-02-21,46.47526550292969,48.277565002441406,46.6204833984375,-0.03733202988635764,-0.003114894675516844
264,264,264,264,2020-02-24,44.18609619140625,47.82485961914063,47.95298385620117,-0.076085187843982,-0.07855377000294417
265,265,265,265,2020-02-25,42.26422500610352,48.140899658203125,47.93589401245117,-0.12207238946142607,-0.11831778927236558
266,266,266,266,2020-02-26,41.8115119934082,47.20130920410156,47.48318099975586,-0.11418745161045263,-0.11944585191916313
267,267,267,267,2020-02-27,39.98359680175781,47.75652313232422,47.662559509277344,-0.16276156262525876,-0.1611110017292472
268,268,268,268,2020-02-28,38.37560272216797,47.81631088256836,48.12381362915039,-0.19743698303254176,-0.20256522024841284
269,269,269,269,2020-03-02,40.70113754272461,46.47526550292969,48.277565002441406,-0.12424088163285674,-0.15693474721298917
270,270,270,270,2020-03-03,38.686824798583984,44.18609619140625,47.82485961914063,-0.12445705474863422,-0.1910729042035576
271,271,271,271,2020-03-04,39.97494888305664,42.26422500610352,48.140899658203125,-0.05416581334961845,-0.16962605254833496
272,272,272,272,2020-03-05,37.94334411621094,41.8115119934082,47.20130920410156,-0.09251442229133211,-0.19613788778312435
273,273,273,273,2020-03-06,36.55149459838867,39.98359680175781,47.75652313232422,-0.08583775542720196,-0.23462823084688456
274,274,274,274,2020-03-09,30.612302780151367,38.37560272216797,47.81631088256836,-0.202297798375218,-0.35979371442243124
275,275,275,275,2020-03-10,32.47964096069336,40.70113754272461,46.47526550292969,-0.20199672732490626,-0.3011413574679649
276,276,276,276,2020-03-11,31.053199768066406,38.686824798583984,44.18609619140625,-0.19731846876192805,-0.2972178480409423
277,277,277,277,2020-03-12,26.78252220153809,39.97494888305664,42.26422500610352,-0.33001734961842955,-0.36630750480648033
278,278,278,278,2020-03-13,30.733333587646484,37.94334411621094,41.8115119934082,-0.1900204290502704,-0.2649552211244657
279,279,279,279,2020-03-16,25.33879470825196,36.55149459838867,39.98359680175781,-0.30676447060063616,-0.36627025242666555
280,280,280,280,2020-03-17,24.77685737609864,30.612302780151367,38.37560272216797,-0.1906241894300208,-0.3543591339664851
281,281,281,281,2020-03-18,23.52331924438477,32.47964096069336,40.70113754272461,-0.2757518695218174,-0.422047621649592
282,282,282,282,2020-03-19,23.24667930603028,31.053199768066406,38.686824798583984,-0.2513918217878458,-0.39910604121532467
283,283,283,283,2020-03-20,22.20062065124512,26.78252220153809,39.97494888305664,-0.17107804544374972,-0.4446366719269317
284,284,284,284,2020-03-23,20.88656616210937,30.733333587646484,37.94334411621094,-0.3203937313684416,-0.44953280611906365
285,285,285,285,2020-03-24,25.59814453125,25.33879470825196,36.55149459838867,0.010235286483992745,-0.2996690063563512
286,286,286,286,2020-03-25,28.17438697814941,24.77685737609864,30.612302780151367,0.1371251224672363,-0.07963843228359391
287,287,287,287,2020-03-26,29.26366806030273,23.52331924438477,32.47964096069336,0.2440280113652853,-0.09901503850620075
288,288,288,288,2020-03-27,28.18302726745605,23.24667930603028,31.053199768066406,0.21234636983808963,-0.0924275927133893
289,289,289,289,2020-03-30,28.710384368896484,22.20062065124512,26.78252220153809,0.29322440214239065,0.07198209910370879
290,290,290,290,2020-03-31,27.09374618530273,20.88656616210937,30.733333587646484,0.2971852804820496,-0.11842475180781287
291,291,291,291,2020-04-01,23.687578201293945,25.59814453125,25.33879470825196,-0.07463690689079638,-0.06516555053110995
292,292,292,292,2020-04-02,22.995969772338867,28.17438697814941,24.77685737609864,-0.18379875345031127,-0.07187705755927432
293,293,293,293,2020-04-03,22.83171272277832,29.26366806030273,23.52331924438477,-0.2197932031032569,-0.02940089000286561
294,294,294,294,2020-04-06,24.43105697631836,28.18302726745605,23.24667930603028,-0.13312871805897963,0.05094825177808704
295,295,295,295,2020-04-07,24.906538009643555,28.710384368896484,22.20062065124512,-0.1324902624213503,0.12188476173285157
296,296,296,296,2020-04-08,26.315689086914062,27.09374618530273,20.88656616210937,-0.02871722105416097,0.25993372403424275
