,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PFG,PFG_6m,PFG_12m,PFG_6m_ret,PFG_12m_ret
22,22,22,22,2019-03-08,41.34851837158203,43.162845611572266,42.81846237182617,-0.04203446770673058,-0.0343296774059626
23,23,23,23,2019-03-11,41.911869049072266,42.58292388916016,42.67906951904297,-0.015758777904368415,-0.01797603552786886
24,24,24,24,2019-03-12,42.05270004272461,42.54977798461914,43.35143661499024,-0.011682268755296765,-0.029958328343299923
25,25,25,25,2019-03-13,42.34267044067383,42.7320556640625,43.53182220458984,-0.009112251150513728,-0.02731683866407575
26,26,26,26,2019-03-14,42.82317352294922,42.21011734008789,43.1136474609375,0.014523915627192352,-0.0067374011500989095
27,27,27,27,2019-03-15,43.22083282470703,41.42308044433594,42.982452392578125,0.043399775224030046,0.005545994210653049
28,28,28,28,2019-03-18,43.73448944091797,41.34851837158203,43.162845611572266,0.05770390725718877,0.013243886524303639
29,29,29,29,2019-03-19,43.02200698852539,41.911869049072266,42.58292388916016,0.026487435770361945,0.010311248248432214
30,30,30,30,2019-03-20,41.99471664428711,42.05270004272461,42.54977798461914,-0.0013788270046534157,-0.013044987932314789
31,31,31,31,2019-03-21,42.60777282714844,42.34267044067383,42.7320556640625,0.006260880188131868,-0.002908421675079431
32,32,32,32,2019-03-22,40.967430114746094,42.82317352294922,42.21011734008789,-0.04333502763891661,-0.029440506296853797
33,33,33,33,2019-03-25,40.60290145874024,43.22083282470703,41.42308044433594,-0.06057105323686074,-0.01980004810839331
34,34,34,34,2019-03-26,41.5473518371582,43.73448944091797,41.34851837158203,-0.05000944635959281,0.004808720442878611
35,35,35,35,2019-03-27,41.34851837158203,43.02200698852539,41.911869049072266,-0.03889843208360089,-0.013441316034621065
36,36,36,36,2019-03-28,41.43135833740234,41.99471664428711,42.05270004272461,-0.013414980547592603,-0.014775310614800086
37,37,37,37,2019-03-29,41.58048248291016,42.60777282714844,42.34267044067383,-0.024110397612327583,-0.018000469734934743
38,38,38,38,2019-04-01,43.06342697143555,40.967430114746094,42.82317352294922,0.0511625174149013,0.005610360669733527
39,39,39,39,2019-04-02,42.84803771972656,40.60290145874024,43.22083282470703,0.055294971056878195,-0.008625356815599394
40,40,40,40,2019-04-03,43.29539489746094,41.5473518371582,43.73448944091797,0.04207351330486864,-0.010040006161503578
41,41,41,41,2019-04-04,43.58536148071289,41.34851837158203,43.02200698852539,0.05409729773215277,0.013094565586811324
42,42,42,42,2019-04-05,44.06587219238281,41.43135833740234,41.99471664428711,0.06358743620052043,0.04931943143322681
43,43,43,43,2019-04-08,44.173561096191406,41.58048248291016,42.60777282714844,0.06236287937127738,0.036748887941058905
44,44,44,44,2019-04-09,42.914306640625,43.06342697143555,40.967430114746094,-0.00346280687111733,0.04752254462693606
45,45,45,45,2019-04-10,43.70134735107422,42.84803771972656,40.60290145874024,0.01991478902556154,0.07631094776521197
46,46,46,46,2019-04-11,44.28955459594727,43.29539489746094,41.5473518371582,0.02296225039270028,0.06600186624497595
47,47,47,47,2019-04-12,45.45767974853516,43.58536148071289,41.34851837158203,0.042957502340569054,0.09937868486666912
48,48,48,48,2019-04-15,44.977176666259766,44.06587219238281,41.43135833740234,0.020680504629486895,0.08558296109872954
49,49,49,49,2019-04-16,45.91333770751953,44.173561096191406,41.58048248291016,0.039385020545199545,0.10420406320177267
50,50,50,50,2019-04-17,46.12044525146485,42.914306640625,43.06342697143555,0.07471025077228544,0.07098873673145101
51,51,51,51,2019-04-18,45.74764633178711,43.70134735107422,42.84803771972656,0.04682461994304132,0.06767191139597073
52,52,52,52,2019-04-22,45.590240478515625,44.28955459594727,43.29539489746094,0.02936777970414206,0.053004380407886575
53,53,53,53,2019-04-23,46.02103805541992,45.45767974853516,43.58536148071289,0.012393028196801215,0.05588290407514118
54,54,54,54,2019-04-24,45.63994598388672,44.977176666259766,44.06587219238281,0.014735680777493876,0.03572092672151861
55,55,55,55,2019-04-25,46.211570739746094,45.91333770751953,44.173561096191406,0.006495564189351377,0.046136412663601245
56,56,56,56,2019-04-26,47.5371208190918,46.12044525146485,42.914306640625,0.03071686667166218,0.10772198225592655
57,57,57,57,2019-04-29,47.57854461669922,45.74764633178711,43.70134735107422,0.040021693610932996,0.08872031414678339
