,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ICE,ICE_6m,ICE_12m,ICE_6m_ret,ICE_12m_ret
21,21,21,21,2019-03-07,68.93113708496094,71.32710266113281,70.0635986328125,-0.03359123652554408,-0.016163336881774182
22,22,22,22,2019-03-08,67.85481262207031,72.20687866210938,69.70794677734375,-0.060272180721236635,-0.026584259628139484
23,23,23,23,2019-03-11,67.901611328125,72.24430084228516,70.07295989990234,-0.0601111708955504,-0.030986968081255117
24,24,24,24,2019-03-12,68.43509674072266,71.29901885986328,70.36309814453125,-0.04016776338492967,-0.027400746337921777
25,25,25,25,2019-03-13,69.30547332763672,70.55028533935547,70.5128173828125,-0.017644322850447036,-0.01712233463344881
26,26,26,26,2019-03-14,69.41351318359375,70.0916748046875,70.47541809082031,-0.00967535192993274,-0.015067734764738883
27,27,27,27,2019-03-15,70.10868835449219,68.93113708496094,71.32710266113281,0.017083009498013446,-0.017082066440146537
28,28,28,28,2019-03-18,70.08991241455078,67.85481262207031,72.20687866210938,0.03293944388188441,-0.029318068953858134
29,29,29,29,2019-03-19,69.751708984375,67.901611328125,72.24430084228516,0.02724674157303375,-0.03450226286156022
30,30,30,30,2019-03-20,68.76533508300781,68.43509674072266,71.29901885986328,0.004825569890495096,-0.03553602584399329
31,31,31,31,2019-03-21,68.94380950927734,69.30547332763672,70.55028533935547,-0.005218401967325703,-0.022770649648697794
32,32,32,32,2019-03-22,68.35199737548828,69.41351318359375,70.0916748046875,-0.015292639133504649,-0.024820029397883303
33,33,33,33,2019-03-25,69.31018829345703,70.10868835449219,68.93113708496094,-0.01138945942045988,0.005498983834096638
34,34,34,34,2019-03-26,69.50746154785156,70.08991241455078,67.85481262207031,-0.008310052711355653,0.02435566265558764
35,35,35,35,2019-03-27,69.38534545898438,69.751708984375,67.901611328125,-0.005252394969601282,0.021851235955056225
36,36,36,36,2019-03-28,70.24021911621094,68.76533508300781,68.43509674072266,0.0214480745483574,0.02637714362160226
37,37,37,37,2019-03-29,71.52720642089844,68.94380950927734,69.30547332763672,0.03747104968537407,0.03205710871865253
38,38,38,38,2019-04-01,72.3351058959961,68.35199737548828,69.41351318359375,0.058273476612933583,0.042089682230532555
39,39,39,39,2019-04-02,72.68269348144531,69.31018829345703,70.10868835449219,0.04865814494269172,0.036714495554932114
40,40,40,40,2019-04-03,72.72966003417969,69.50746154785156,70.08991241455078,0.0463575911790397,0.03766230444141483
41,41,41,41,2019-04-04,72.5793685913086,69.38534545898438,69.751708984375,0.04603310844956865,0.040538929412711866
42,42,42,42,2019-04-05,72.5793685913086,70.24021911621094,68.76533508300781,0.0333021380703209,0.0554644793586303
43,43,43,43,2019-04-08,72.3351058959961,71.52720642089844,68.94380950927734,0.011294995506235805,0.04918928052942029
44,44,44,44,2019-04-09,72.30693054199219,72.3351058959961,68.35199737548828,-0.0003895114779318698,0.057861266947002
45,45,45,45,2019-04-10,72.19420623779297,72.68269348144531,69.31018829345703,-0.006720819224689922,0.041610303122033176
46,46,46,46,2019-04-11,72.39147186279297,72.72966003417969,69.50746154785156,-0.004649934720274862,0.041492096685993074
47,47,47,47,2019-04-12,72.59815979003906,72.5793685913086,69.38534545898438,0.0002589055139936569,0.046303932189166286
48,48,48,48,2019-04-15,73.87577056884766,72.5793685913086,70.24021911621094,0.017861852516781296,0.05175882846580793
49,49,49,49,2019-04-16,74.62728118896484,72.3351058959961,71.52720642089844,0.03168828281338887,0.043341197331602244
50,50,50,50,2019-04-17,75.30368041992188,72.30693054199219,72.3351058959961,0.04144484982928898,0.04103919510664733
51,51,51,51,2019-04-18,75.0218505859375,72.19420623779297,72.68269348144531,0.03916719215432396,0.03218313731162614
52,52,52,52,2019-04-22,75.62310028076172,72.39147186279297,72.72966003417969,0.04464100998103482,0.039783497478501184
53,53,53,53,2019-04-23,75.6512680053711,72.59815979003906,72.5793685913086,0.04205489814289942,0.04232469190191268
54,54,54,54,2019-04-24,75.59488677978516,73.87577056884766,72.5793685913086,0.023270365881806754,0.04154787024198048
55,55,55,55,2019-04-25,75.92367553710938,74.62728118896484,72.3351058959961,0.01737158754131629,0.04961034613363191
56,56,56,56,2019-04-26,76.27127838134766,75.30368041992188,72.30693054199219,0.012849278495155714,0.05482666474209097
57,57,57,57,2019-04-29,76.7409896850586,75.0218505859375,72.19420623779297,0.02291517852058078,0.06297989387527103
58,58,58,58,2019-04-30,76.42157745361328,75.62310028076172,72.39147186279297,0.010558641075109287,0.055670999457764436
59,59,59,59,2019-05-01,75.78277587890625,75.6512680053711,72.59815979003906,0.0017383432823072642,0.04386634727488148
60,60,60,60,2019-05-02,74.89031982421875,75.59488677978516,73.87577056884766,-0.009320299104605745,0.01373318000690893
61,61,61,61,2019-05-03,74.8621597290039,75.92367553710938,74.62728118896484,-0.013981354308731153,0.0031473549122649214
62,62,62,62,2019-05-06,76.04582214355469,76.27127838134766,75.30368041992188,-0.002955978221129474,0.009855318086637421
63,63,63,63,2019-05-07,75.17215728759766,76.7409896850586,75.0218505859375,-0.020443212993464743,0.002003505651836379
64,64,64,64,2019-05-08,75.53852081298828,76.42157745361328,75.62310028076172,-0.01155506952419294,-0.0011184342807875058
65,65,65,65,2019-05-09,75.90489959716797,75.78277587890625,75.6512680053711,0.0016114970301017717,0.003352641647445642
66,66,66,66,2019-05-10,76.43099212646484,74.89031982421875,75.59488677978516,0.020572382463612593,0.011060342601151518
67,67,67,67,2019-05-13,75.64185333251953,74.8621597290039,75.92367553710938,0.010415056235861586,-0.0037119146642485834
68,68,68,68,2019-05-14,76.38400268554688,76.04582214355469,76.27127838134766,0.0044470627374346705,0.0014779390957053717
69,69,69,69,2019-05-15,75.7264175415039,75.17215728759766,76.7409896850586,0.007373212022979914,-0.013220733114316707
70,70,70,70,2019-05-16,76.41217803955078,75.53852081298828,76.42157745361328,0.011565717956344646,-0.00012299424293105155
71,71,71,71,2019-05-17,76.29945373535156,75.90489959716797,75.78277587890625,0.005198006192979943,0.006817879794623893
72,72,72,72,2019-05-20,76.18672943115234,76.43099212646484,74.89031982421875,-0.0031958592779789408,0.01731077674626702
73,73,73,73,2019-05-21,76.85369873046875,75.64185333251953,74.8621597290039,0.016020831650197298,0.026602745748641077
74,74,74,74,2019-05-22,76.20552825927734,76.38400268554688,76.04582214355469,-0.0023365419458870607,0.00210013004292553
75,75,75,75,2019-05-23,76.32762908935547,75.7264175415039,75.17215728759766,0.00793925775667459,0.015371007610399445
76,76,76,76,2019-05-24,76.87249755859375,76.41217803955078,75.53852081298828,0.00602416435250297,0.01765955609467129
77,77,77,77,2019-05-28,77.09796905517578,76.29945373535156,75.90489959716797,0.010465544387695314,0.015717950545215187
78,78,78,78,2019-05-29,77.07917785644531,76.18672943115234,76.43099212646484,0.011713961630279046,0.008480666179341956
79,79,79,79,2019-05-30,77.60523223876953,76.85369873046875,75.64185333251953,0.00977875522863858,0.025956250670102543
80,80,80,80,2019-05-31,77.22947692871094,76.20552825927734,76.38400268554688,0.013436671758901397,0.01106873446583645
81,81,81,81,2019-06-03,77.52069091796875,76.32762908935547,75.7264175415039,0.015630799002240403,0.02369415370113659
82,82,82,82,2019-06-04,78.73253631591797,76.87249755859375,76.41217803955078,0.024196413755211532,0.030366341280916975
83,83,83,83,2019-06-05,79.80348205566406,77.09796905517578,76.29945373535156,0.03509188417858389,0.04592468423779805
84,84,84,84,2019-06-06,80.02894592285156,77.07917785644531,76.18672943115234,0.03826932445880504,0.050431571487411286
85,85,85,85,2019-06-07,80.20743560791016,77.60523223876953,76.85369873046875,0.03353128769893221,0.04363793718247955
86,86,86,86,2019-06-10,80.86503601074219,77.22947692871094,76.20552825927734,0.04707475987940679,0.061143959734936804
87,87,87,87,2019-06-11,79.79409790039062,77.52069091796875,76.32762908935547,0.029326454079563913,0.0454156489909705
88,88,88,88,2019-06-12,80.30137634277344,78.73253631591797,76.87249755859375,0.01992619697351583,0.04460475323526625
89,89,89,89,2019-06-13,79.70291137695312,79.80348205566406,77.09796905517578,-0.0012602292045450492,0.03378743115675453
90,90,90,90,2019-06-14,80.0422134399414,80.02894592285156,77.07917785644531,0.00016578397899480457,0.03844145287868206
91,91,91,91,2019-06-17,79.20342254638672,80.20743560791016,77.60523223876953,-0.012517705545798785,0.020593847367146534
92,92,92,92,2019-06-18,79.81603240966797,80.86503601074219,77.22947692871094,-0.01297227643520582,0.03349181664592438
93,93,93,93,2019-06-19,80.560546875,79.79409790039062,77.52069091796875,0.009605334163513612,0.03921347863434277
94,94,94,94,2019-06-20,81.45586395263672,80.30137634277344,78.73253631591797,0.014376934274890285,0.03458960887264273
95,95,95,95,2019-06-21,81.77629089355469,79.70291137695312,79.80348205566406,0.02601384919047134,0.02472083657345392
96,96,96,96,2019-06-24,81.6160888671875,80.0422134399414,80.02894592285156,0.019663067269210854,0.01983211106973659
97,97,97,97,2019-06-25,81.55010986328125,79.20342254638672,80.20743560791016,0.029628609994980515,0.016740022233533214
98,98,98,98,2019-06-26,79.65580749511719,79.81603240966797,80.86503601074219,-0.002007427702349407,-0.014953663230476533
99,99,99,99,2019-06-27,80.58882141113281,80.560546875,79.79409790039062,0.0003509724949692927,0.009959677866579364
100,100,100,100,2019-06-28,80.99407958984375,81.45586395263672,80.30137634277344,-0.005669135902376277,0.008626293578250177
101,101,101,101,2019-07-01,81.201416015625,81.77629089355469,79.70291137695312,-0.007029847791433563,0.018801127998759437
102,102,102,102,2019-07-02,82.3511734008789,81.6160888671875,80.0422134399414,0.009006613081981918,0.028846777990091388
103,103,103,103,2019-07-03,83.4915542602539,81.55010986328125,79.20342254638672,0.023806766173920302,0.05414073755910964
104,104,104,104,2019-07-05,84.3680419921875,79.65580749511719,79.81603240966797,0.05915745060219457,0.057031268594706086
105,105,105,105,2019-07-08,84.26437377929688,80.58882141113281,80.560546875,0.04560871227304375,0.04597569217155195
106,106,106,106,2019-07-09,84.44343566894531,80.99407958984375,81.45586395263672,0.04258775575411433,0.03667718407659071
107,107,107,107,2019-07-10,85.09373474121094,81.201416015625,81.77629089355469,0.047934123769922454,0.04056730638437056
108,108,108,108,2019-07-11,86.45085144042969,82.3511734008789,81.6160888671875,0.04978287339749099,0.059237861558273375
109,109,109,109,2019-07-12,86.28118896484375,83.4915542602539,81.55010986328125,0.03341217838506383,0.0580143804771589
110,110,110,110,2019-07-15,86.60163116455078,84.3680419921875,79.65580749511719,0.02647435118347441,0.08719795690803034
111,111,111,111,2019-07-16,86.4885482788086,84.26437377929688,80.58882141113281,0.02639519407498625,0.07320775715998717
112,112,112,112,2019-07-17,85.68746948242188,84.44343566894531,80.99407958984375,0.014732155360823063,0.05794732054917562
113,113,113,113,2019-07-18,86.27179718017578,85.09373474121094,81.201416015625,0.01384429115195851,0.06244202888746586
114,114,114,114,2019-07-19,85.54608917236328,86.45085144042969,82.3511734008789,-0.010465625878651408,0.03879623859069725
115,115,115,115,2019-07-22,85.48954772949219,86.28118896484375,83.4915542602539,-0.009175131275417692,0.023930485986765504
116,116,116,116,2019-07-23,85.66862487792969,86.60163116455078,84.3680419921875,-0.010773541722883917,0.015415586933528846
117,117,117,117,2019-07-24,84.11358642578125,86.4885482788086,84.26437377929688,-0.027459841797451645,-0.0017894555759776498
118,118,118,118,2019-07-25,84.43400573730469,85.68746948242188,84.44343566894531,-0.014628320251356297,-0.00011167157714420117
119,119,119,119,2019-07-26,84.43400573730469,86.27179718017578,85.09373474121094,-0.02130234332586034,-0.007752968017124107
120,120,120,120,2019-07-29,83.10516357421875,85.54608917236328,86.45085144042969,-0.02853345631296378,-0.03870046171281882
121,121,121,121,2019-07-30,82.81299591064453,85.48954772949219,86.28118896484375,-0.03130852706481568,-0.04019639849437373
122,122,122,122,2019-07-31,82.8035659790039,85.66862487792969,86.60163116455078,-0.03344350283441855,-0.04385673958415648
123,123,123,123,2019-08-01,84.06645965576172,84.11358642578125,86.4885482788086,-0.000560275361235707,-0.028004732085904815
124,124,124,124,2019-08-02,85.21623229980469,84.43400573730469,85.68746948242188,0.009264354517701134,-0.0054994876784622004
125,125,125,125,2019-08-05,83.33135986328125,84.43400573730469,86.27179718017578,-0.01305926284551806,-0.034083413270660445
126,126,126,126,2019-08-06,85.35762023925781,83.10516357421875,85.54608917236328,0.027103690891931986,-0.0022031274010169133
127,127,127,127,2019-08-07,85.62149047851562,82.81299591064453,85.48954772949219,0.033913693581397064,0.0015433787232204121
128,128,128,128,2019-08-08,86.6205062866211,82.8035659790039,85.66862487792969,0.046096327645901436,0.011111202147201071
129,129,129,129,2019-08-09,87.53467559814453,84.06645965576172,84.11358642578125,0.04125564412471494,0.040672254242564376
130,130,130,130,2019-08-12,85.37645721435547,85.21623229980469,84.43400573730469,0.0018802158958060033,0.011161989400135575
131,131,131,131,2019-08-13,86.7147445678711,83.33135986328125,84.43400573730469,0.040601577967056324,0.027012088442923687
132,132,132,132,2019-08-14,84.1324234008789,85.35762023925781,83.10516357421875,-0.014353690214706893,0.012360962694486943
133,133,133,133,2019-08-15,85.2916488647461,85.62149047851562,82.81299591064453,-0.003852322727928903,0.02993072436089661
134,134,134,134,2019-08-16,86.3943099975586,86.6205062866211,82.8035659790039,-0.0026113480370806297,0.04336460605410619
135,135,135,135,2019-08-19,87.50639343261719,87.53467559814453,84.06645965576172,-0.0003230967080655178,0.04091921785384356
136,136,136,136,2019-08-20,86.73360443115234,85.37645721435547,85.21623229980469,0.015896035758306004,0.01780613963322497
137,137,137,137,2019-08-21,87.38387298583984,86.7147445678711,83.33135986328125,0.007716431862923034,0.048631309139889334
138,138,138,138,2019-08-22,87.19538879394531,84.1324234008789,85.35762023925781,0.03640648003768798,0.021530222486711992
139,139,139,139,2019-08-23,86.17754364013672,85.2916488647461,85.62149047851562,0.010386653173928728,0.0064943177059106905
140,140,140,140,2019-08-26,87.18596649169922,86.3943099975586,86.6205062866211,0.009163294366990149,0.0065280177791509075
141,141,141,141,2019-08-27,87.76087188720703,87.50639343261719,87.53467559814453,0.002908112705910959,0.002584076396203505
142,142,142,142,2019-08-28,87.90223693847656,86.73360443115234,85.37645721435547,0.013473814618783164,0.029584030616070178
143,143,143,143,2019-08-29,87.4404296875,87.38387298583984,86.7147445678711,0.0006472212746775341,0.008368647376466809
144,144,144,144,2019-08-30,88.10015106201172,87.19538879394531,84.1324234008789,0.010376262788442725,0.04716050603020383
145,145,145,145,2019-09-03,88.37345123291016,86.17754364013672,85.2916488647461,0.025481204267589597,0.036132521872699774
146,146,146,146,2019-09-04,88.83525085449219,87.18596649169922,86.3943099975586,0.018916855878978955,0.028253490964886163
147,147,147,147,2019-09-05,89.27821350097656,87.76087188720703,87.50639343261719,0.017289500219638487,0.020247892740817175
148,148,148,148,2019-09-06,89.4289779663086,87.90223693847656,86.73360443115234,0.0173686254298695,0.03107646168787781
149,149,149,149,2019-09-09,86.87496948242188,87.4404296875,87.38387298583984,-0.006466804967667716,-0.005823769146744429
150,150,150,150,2019-09-10,84.93351745605469,88.10015106201172,87.19538879394531,-0.03594356613223182,-0.02594026323153098
151,151,151,151,2019-09-11,83.93450164794922,88.37345123291016,86.17754364013672,-0.05022944700057019,-0.0260281495322503
152,152,152,152,2019-09-12,85.1031494140625,88.83525085449219,87.18596649169922,-0.04201149211074651,-0.02388936157328736
153,153,153,153,2019-09-13,85.86415100097656,89.27821350097656,87.76087188720703,-0.03824071255595474,-0.02161237514445158
154,154,154,154,2019-09-16,86.85672760009766,89.4289779663086,87.90223693847656,-0.028763052253375943,-0.011894001504315188
155,155,155,155,2019-09-17,88.15182495117188,86.87496948242188,87.4404296875,0.014697622069477223,0.008135770446397572
156,156,156,156,2019-09-18,88.22746276855469,84.93351745605469,88.10015106201172,0.038782631535357215,0.0014450793217524183
157,157,157,157,2019-09-19,88.4165267944336,83.93450164794922,88.37345123291016,0.05339907974057634,0.00048742649429756035
158,158,158,158,2019-09-20,87.28215026855469,85.1031494140625,88.83525085449219,0.025604232857358022,-0.017482931280077163
159,159,159,159,2019-09-23,87.44282531738281,85.86415100097656,89.27821350097656,0.018385720909163794,-0.020558074715212316
160,160,160,160,2019-09-24,87.82096862792969,86.85672760009766,89.4289779663086,0.011101512277454706,-0.017980853353649073
161,161,161,161,2019-09-25,88.27471923828125,88.15182495117188,86.87496948242188,0.0013941207363257213,0.016112233065504578
162,162,162,162,2019-09-26,89.02152252197266,88.22746276855469,84.93351745605469,0.009000142682341616,0.048131823435113574
163,163,163,163,2019-09-27,87.34831237792969,88.4165267944336,83.93450164794922,-0.01208161477534031,0.04067231785445258
164,164,164,164,2019-09-30,87.22541046142578,87.28215026855469,85.1031494140625,-0.0006500734337355762,0.024937514792050752
165,165,165,165,2019-10-01,87.28215026855469,87.44282531738281,85.86415100097656,-0.0018374869321174936,0.01651445045513822
166,166,166,166,2019-10-02,85.48600006103516,87.82096862792969,86.85672760009766,-0.026587825246918828,-0.015781478037873442
167,167,167,167,2019-10-03,86.35569763183594,88.27471923828125,88.15182495117188,-0.02173919807397251,-0.02037538440447295
168,168,168,168,2019-10-04,88.86083221435547,89.02152252197266,88.22746276855469,-0.001805072560711607,0.007178824211031554
169,169,169,169,2019-10-07,89.20114135742188,87.34831237792969,88.4165267944336,0.02121196081586052,0.008874071301313347
170,170,170,170,2019-10-08,87.85877227783203,87.22541046142578,87.28215026855469,0.007261207634974065,0.00660641388305816
171,171,171,171,2019-10-09,88.98371887207031,87.28215026855469,87.44282531738281,0.01949503533403041,0.01762172652924554
172,172,172,172,2019-10-10,89.56036376953125,85.48600006103516,87.82096862792969,0.04766118084349591,0.01980614844924844
173,173,173,173,2019-10-11,88.80410766601562,86.35569763183594,88.27471923828125,0.02835261715582571,0.005997055921587169
174,174,174,174,2019-10-14,88.38816833496094,88.86083221435547,89.02152252197266,-0.005319147566099081,-0.007114618679492812
175,175,175,175,2019-10-15,88.19911193847656,89.20114135742188,87.34831237792969,-0.011233369928869585,0.009740309084229626
176,176,176,176,2019-10-16,88.4826889038086,87.85877227783203,87.22541046142578,0.007101358348186038,0.014414130420616678
177,177,177,177,2019-10-17,89.12550354003906,88.98371887207031,87.28215026855469,0.0015933776399319477,0.021119475927353415
178,178,178,178,2019-10-18,89.23896026611328,89.56036376953125,85.48600006103516,-0.003588680191664362,0.04390145991622707
179,179,179,179,2019-10-21,88.22746276855469,88.80410766601562,86.35569763183594,-0.006493448474586883,0.021675062422617852
180,180,180,180,2019-10-22,86.84728240966797,88.38816833496094,88.86083221435547,-0.017433169555607697,-0.022659587520295732
181,181,181,181,2019-10-23,87.84930419921875,88.19911193847656,89.20114135742188,-0.003966114074956062,-0.015154931177241537
182,182,182,182,2019-10-24,87.83042907714844,88.4826889038086,87.85877227783203,-0.007371609461023998,-0.000322599553223446
183,183,183,183,2019-10-25,86.932373046875,89.12550354003906,88.98371887207031,-0.024607215735716004,-0.02305304668311836
184,184,184,184,2019-10-28,86.59202575683594,89.23896026611328,89.56036376953125,-0.029661198442744174,-0.033143434079095924
185,185,185,185,2019-10-29,86.35569763183594,88.22746276855469,88.80410766601562,-0.0212152211792479,-0.027570909708230396
186,186,186,186,2019-10-30,88.08565521240234,86.84728240966797,88.38816833496094,0.014259200384565185,-0.0034225522290740606
187,187,187,187,2019-10-31,89.16332244873047,87.84930419921875,88.19911193847656,0.014957639807048118,0.010932202026325388
188,188,188,188,2019-11-01,87.84930419921875,87.83042907714844,88.4826889038086,0.00021490413138858244,-0.007158289518963579
189,189,189,189,2019-11-04,86.1855697631836,86.932373046875,89.12550354003906,-0.008590623464157843,-0.03298644787498706
190,190,190,190,2019-11-05,84.52176666259766,86.59202575683594,89.23896026611328,-0.023908195658245646,-0.052860248365162565
191,191,191,191,2019-11-06,86.12881469726562,86.35569763183594,88.22746276855469,-0.0026273070659169617,-0.023786789344655723
192,192,192,192,2019-11-07,85.68452453613281,88.08565521240234,86.84728240966797,-0.027259043149303275,-0.013388534923295614
193,193,193,193,2019-11-08,85.52381134033203,89.16332244873047,87.84930419921875,-0.040818477917208384,-0.026471386200317748
194,194,194,194,2019-11-11,86.19498443603516,87.84930419921875,87.83042907714844,-0.01883133598226383,-0.018620478782777394
195,195,195,195,2019-11-12,86.4029769897461,86.1855697631836,86.932373046875,0.0025225478831303327,-0.006089745840061833
196,196,196,196,2019-11-13,87.60352325439453,84.52176666259766,86.59202575683594,0.03646110006312253,0.011681185290652873
197,197,197,197,2019-11-14,88.07621002197266,86.12881469726562,86.35569763183594,0.022610265003087937,0.01992355382816613
198,198,198,198,2019-11-15,87.877685546875,85.68452453613281,88.08565521240234,0.025595765660312964,-0.002360993569564318
199,199,199,199,2019-11-18,87.74533081054688,85.52381134033203,89.16332244873047,0.02597544982384581,-0.015903306418386887
200,200,200,200,2019-11-19,88.8419189453125,86.19498443603516,87.84930419921875,0.030708683650167767,0.011299062128514503
201,201,201,201,2019-11-20,89.31458282470703,86.4029769897461,86.1855697631836,0.03369798051410289,0.036305533166644866
202,202,202,202,2019-11-21,88.75685119628906,87.60352325439453,84.52176666259766,0.013165314579247633,0.050106436494606665
203,203,203,203,2019-11-22,88.6244888305664,88.07621002197266,86.12881469726562,0.006225049970439933,0.028976065003017082
204,204,204,204,2019-11-25,89.16332244873047,87.877685546875,85.68452453613281,0.014629844810486015,0.040600072550214916
205,205,205,205,2019-11-26,89.30512237548828,87.74533081054688,85.52381134033203,0.017776348331390857,0.04421354679936984
206,206,206,206,2019-11-27,88.32199096679688,88.8419189453125,86.19498443603516,-0.005852282173639978,0.02467668559462588
207,207,207,207,2019-11-29,89.02152252197266,89.31458282470703,86.4029769897461,-0.003281214483300543,0.03030619572908133
208,208,208,208,2019-12-02,88.19911193847656,88.75685119628906,87.60352325439453,-0.006283900907875117,0.006798684139135425
209,209,209,209,2019-12-03,88.34090423583984,88.6244888305664,88.07621002197266,-0.003199844630627169,0.003005286147089503
210,210,210,210,2019-12-04,88.21800994873047,89.16332244873047,87.877685546875,-0.010602033145899914,0.0038727055649858677
211,211,211,211,2019-12-05,88.52996063232422,89.30512237548828,87.74533081054688,-0.00867992476293633,0.008942126202378331
212,212,212,212,2019-12-06,88.6717529296875,88.32199096679688,88.8419189453125,0.003960077881646873,-0.0019153797851861887
213,213,213,213,2019-12-09,87.80207061767578,89.02152252197266,89.31458282470703,-0.01369839416075913,-0.016934661274741414
214,214,214,214,2019-12-10,87.28215026855469,88.19911193847656,88.75685119628906,-0.0103964954948923,-0.01661506585528838
215,215,215,215,2019-12-11,87.26322174072266,88.34090423583984,88.6244888305664,-0.012199133622632474,-0.015359942921038927
216,216,216,216,2019-12-12,85.76013946533203,88.21800994873047,89.16332244873047,-0.027861323156426643,-0.038167969630733434
217,217,217,217,2019-12-13,87.14927673339844,88.52996063232422,89.30512237548828,-0.01559566828070702,-0.02414022381633918
218,218,218,218,2019-12-16,87.4906234741211,88.6717529296875,88.32199096679688,-0.01332024479659255,-0.009412916121742776
219,219,219,219,2019-12-17,87.80352020263672,87.80207061767578,89.02152252197266,1.6509689928057014e-05,-0.013682110627071142
220,220,220,220,2019-12-18,87.10187530517578,87.28215026855469,88.19911193847656,-0.002065427614056592,-0.012440449900064321
221,221,221,221,2019-12-19,88.64740753173828,87.26322174072266,88.34090423583984,0.015862189859644715,0.003469551263366899
222,222,222,222,2019-12-20,88.21124267578125,85.76013946533203,88.21800994873047,0.02858091446364841,-7.671078675608456e-05
223,223,223,223,2019-12-23,87.5759506225586,87.14927673339844,88.52996063232422,0.004895897076293787,-0.010776125991151742
224,224,224,224,2019-12-24,87.4147720336914,87.4906234741211,88.6717529296875,-0.0008669665092982948,-0.014175663099756486
225,225,225,225,2019-12-26,88.05953216552734,87.80352020263672,87.80207061767578,0.0029157368895893487,0.0029322947174292846
226,226,226,226,2019-12-27,88.18281555175781,87.10187530517578,87.28215026855469,0.012410068586867773,0.010319008874459579
227,227,227,227,2019-12-30,87.65182495117188,88.64740753173828,87.26322174072266,-0.011230814394769029,0.004453230154667365
228,228,228,228,2019-12-31,87.75611114501953,88.21124267578125,85.76013946533203,-0.0051595637580409415,0.02327388565516908
229,229,229,229,2020-01-02,87.86988830566406,87.5759506225586,87.14927673339844,0.003356374450016464,0.008268703990166992
230,230,230,230,2020-01-03,89.76630401611328,87.4147720336914,87.4906234741211,0.026900853571013794,0.0260105649225979
231,231,231,231,2020-01-06,89.79473876953125,88.05953216552734,87.80352020263672,0.01970492644387667,0.02267811771440509
232,232,232,232,2020-01-07,89.53875732421875,88.18281555175781,87.10187530517578,0.015376485361425996,0.027977377186253927
233,233,233,233,2020-01-08,88.75172424316406,87.65182495117188,88.64740753173828,0.012548504182370523,0.0011767598661971412
234,234,234,234,2020-01-09,89.53875732421875,87.75611114501953,88.21124267578125,0.02031364147681236,0.015049268190413745
235,235,235,235,2020-01-10,89.36807250976562,87.86988830566406,87.5759506225586,0.017050029685823365,0.020463630419849554
236,236,236,236,2020-01-13,90.107666015625,89.76630401611328,87.4147720336914,0.003802785502346584,0.030805937249321014
237,237,237,237,2020-01-14,88.91291809082031,89.79473876953125,88.05953216552734,-0.009820404745251698,0.00969101134547068
238,238,238,238,2020-01-15,90.809326171875,89.53875732421875,88.18281555175781,0.01419015503035781,0.029784835102884433
239,239,239,239,2020-01-16,91.2834243774414,88.75172424316406,87.65182495117188,0.02852564449723749,0.04143210284888621
240,240,240,240,2020-01-17,91.75753784179688,89.53875732421875,87.75611114501953,0.024780112924104536,0.045597128730611836
241,241,241,241,2020-01-21,91.748046875,89.36807250976562,87.86988830566406,0.02663114799722588,0.04413523954696941
242,242,242,242,2020-01-22,91.43514251708984,90.107666015625,89.76630401611328,0.014732115037078497,0.01859092361290715
243,243,243,243,2020-01-23,92.26009368896484,88.91291809082031,89.79473876953125,0.03764554881356563,0.027455449542107546
