,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ABBV,ABBV_6m,ABBV_12m,ABBV_6m_ret,ABBV_12m_ret
83,83,83,83,2019-06-05,61.98604965209961,62.76630783081055,63.916603088378906,-0.01243116260421373,-0.0302042559053064
84,84,84,84,2019-06-06,61.99409866333008,62.79045486450195,64.20616912841797,-0.012682758914398073,-0.03445261561491941
85,85,85,85,2019-06-07,62.28368377685547,62.428470611572266,65.0588150024414,-0.002319243660759418,-0.042655729672939735
86,86,86,86,2019-06-10,61.89757537841797,61.70451736450195,65.62992858886719,0.003128750084464338,-0.05686968263869696
87,87,87,87,2019-06-11,62.87892532348633,60.8920783996582,65.27600860595703,0.032628988466901765,-0.03672227107115045
88,88,88,88,2019-06-12,63.20068740844727,61.7366828918457,64.39921569824219,0.02371368930148554,-0.018610914384592836
89,89,89,89,2019-06-13,63.50634002685547,61.98604965209961,62.76630783081055,0.02452633105817492,0.011790277644492253
90,90,90,90,2019-06-14,63.29721832275391,61.99409866333008,62.79045486450195,0.021020059772151267,0.008070708507296631
91,91,91,91,2019-06-17,63.26504135131836,62.28368377685547,62.428470611572266,0.01575625452692897,0.013400468272740662
92,92,92,92,2019-06-18,62.94327545166016,61.89757537841797,61.70451736450195,0.01689403933593825,0.020075646647401912
93,93,93,93,2019-06-19,62.428470611572266,62.87892532348633,60.8920783996582,-0.0071638424097845155,0.02523139712574962
94,94,94,94,2019-06-20,63.01565170288086,63.20068740844727,61.7366828918457,-0.0029277483070806465,0.0207165132806979
95,95,95,95,2019-06-21,63.36961364746094,63.50634002685547,61.98604965209961,-0.0021529563715483313,0.022320570565904196
96,96,96,96,2019-06-24,63.10415267944336,63.29721832275391,61.99409866333008,-0.003050144199482907,0.017905801359281437
97,97,97,97,2019-06-25,52.84821701049805,63.26504135131836,62.28368377685547,-0.16465371899426162,-0.15149179037261162
98,98,98,98,2019-06-26,54.69831085205078,62.94327545166016,61.89757537841797,-0.1309903963599962,-0.11630931393279387
99,99,99,99,2019-06-27,56.30708312988281,62.428470611572266,62.87892532348633,-0.09805442007023546,-0.10451581606705396
100,100,100,100,2019-06-28,58.49501419067383,63.01565170288086,63.20068740844727,-0.07173832833661486,-0.0744560448743552
101,101,101,101,2019-07-01,59.04199981689453,63.36961364746094,63.50634002685547,-0.06829162403674849,-0.07029755152120343
102,102,102,102,2019-07-02,59.70965194702149,63.10415267944336,63.29721832275391,-0.05379203409425781,-0.056678104832969756
103,103,103,103,2019-07-03,60.29684066772461,52.84821701049805,63.26504135131836,0.14094370782172128,-0.046916916834227274
104,104,104,104,2019-07-05,58.71219253540039,54.69831085205078,62.94327545166016,0.0733821871429714,-0.06722057099664613
105,105,105,105,2019-07-08,57.28844833374024,56.30708312988281,62.428470611572266,0.017428805565966377,-0.08233458592655685
106,106,106,106,2019-07-09,57.30451965332031,58.49501419067383,63.01565170288086,-0.020352068527975886,-0.09063037349020153
107,107,107,107,2019-07-10,57.63431167602539,59.04199981689453,63.36961364746094,-0.02384214872861301,-0.09050555370815883
108,108,108,108,2019-07-11,57.30451965332031,59.70965194702149,63.10415267944336,-0.04028046078438341,-0.09190572695879518
109,109,109,109,2019-07-12,57.39436340332031,60.29684066772461,52.84821701049805,-0.04813647335851079,0.08602270142660062
110,110,110,110,2019-07-15,57.38618850708008,58.71219253540039,54.69831085205078,-0.022584815368984934,0.049140048625990085
111,111,111,111,2019-07-16,56.47970962524414,57.28844833374024,56.30708312988281,-0.01411695956198189,0.0030658042605959945
112,112,112,112,2019-07-17,55.7937126159668,57.30451965332031,58.49501419067383,-0.02636453540651884,-0.04618003110319302
113,113,113,113,2019-07-18,55.7365608215332,57.63431167602539,59.04199981689453,-0.03292744893284827,-0.055984536526750506
114,114,114,114,2019-07-19,55.973388671875,57.30451965332031,59.70965194702149,-0.02322907494030768,-0.06257385788250047
115,115,115,115,2019-07-22,55.53238677978516,57.39436340332031,60.29684066772461,-0.03244180287270915,-0.07901664225153571
116,116,116,116,2019-07-23,55.311893463134766,57.38618850708008,58.71219253540039,-0.036146241768424736,-0.0579147009407871
117,117,117,117,2019-07-24,55.09140396118164,56.47970962524414,57.28844833374024,-0.024580609094384975,-0.0383505651917726
118,118,118,118,2019-07-25,54.43806838989258,55.7937126159668,57.30451965332031,-0.024297437157574375,-0.05002138192186467
119,119,119,119,2019-07-26,55.33639526367188,55.7365608215332,57.63431167602539,-0.0071795882624089424,-0.03987063166938787
120,120,120,120,2019-07-29,54.862735748291016,55.973388671875,57.30451965332031,-0.019842517130681747,-0.04261066875355646
121,121,121,121,2019-07-30,54.862735748291016,55.53238677978516,57.39436340332031,-0.012058747522408209,-0.0441093428851036
122,122,122,122,2019-07-31,54.40541076660156,55.311893463134766,57.38618850708008,-0.016388567445035473,-0.051942424092353834
123,123,123,123,2019-08-01,53.73574447631836,55.09140396118164,56.47970962524414,-0.024607459374578644,-0.04858320212927125
124,124,124,124,2019-08-02,53.36825942993164,54.43806838989258,55.7937126159668,-0.019651853778110295,-0.04347180125348127
125,125,125,125,2019-08-05,53.270267486572266,55.33639526367188,55.7365608215332,-0.037337592505885975,-0.04424911222739303
126,126,126,126,2019-08-06,52.89459609985352,54.862735748291016,55.973388671875,-0.03587388819739634,-0.055004577086977036
127,127,127,127,2019-08-07,52.64143371582031,54.862735748291016,55.53238677978516,-0.04048835702729059,-0.05205886567470952
128,128,128,128,2019-08-08,53.44992065429688,54.40541076660156,55.311893463134766,-0.017562409672885693,-0.03366315438249978
129,129,129,129,2019-08-09,53.55608749389648,53.73574447631836,55.09140396118164,-0.0033433422049462536,-0.027868530422041404
130,130,130,130,2019-08-12,52.69860458374024,53.36825942993164,54.43806838989258,-0.012547811252315744,-0.031953077278460196
131,131,131,131,2019-08-13,53.090599060058594,53.270267486572266,55.33639526367188,-0.003372771247280859,-0.04058443259472022
132,132,132,132,2019-08-14,51.85744094848633,52.89459609985352,54.862735748291016,-0.019607960507142752,-0.0547784349215269
133,133,133,133,2019-08-15,51.43279647827149,52.64143371582031,54.862735748291016,-0.022959808505093715,-0.06251856060835181
134,134,134,134,2019-08-16,52.61693572998047,53.44992065429688,54.40541076660156,-0.015584399642124658,-0.03287310970398927
135,135,135,135,2019-08-19,54.356407165527344,53.55608749389648,53.73574447631836,0.014943579881971036,0.011550276175712249
136,136,136,136,2019-08-20,54.233917236328125,52.69860458374024,53.36825942993164,0.029133838831504777,0.016220461668476016
137,137,137,137,2019-08-21,55.1567268371582,53.090599060058594,53.270267486572266,0.03891701758276089,0.0354129881375469
138,138,138,138,2019-08-22,55.140403747558594,51.85744094848633,52.89459609985352,0.06330745866024245,0.042458168003882246
139,139,139,139,2019-08-23,53.87458801269531,51.43279647827149,52.64143371582031,0.047475379555832475,0.02342554542743014
140,140,140,140,2019-08-26,54.27474212646485,52.61693572998047,53.44992065429688,0.03150708747069397,0.015431668785866659
141,141,141,141,2019-08-27,53.62959289550781,54.356407165527344,53.55608749389648,-0.013371271353645908,0.0013724938667283304
142,142,142,142,2019-08-28,53.95624923706055,54.233917236328125,52.69860458374024,-0.005119821938319946,0.023864856825987824
143,143,143,143,2019-08-29,54.07874298095703,55.1567268371582,53.090599060058594,-0.019544014266541843,0.01861240856937041
144,144,144,144,2019-08-30,53.68675231933594,55.140403747558594,51.85744094848633,-0.02636272731838707,0.03527577407197535
145,145,145,145,2019-09-03,53.40909194946289,53.87458801269531,51.43279647827149,-0.008640364231142339,0.03842481075331605
146,146,146,146,2019-09-04,54.20940399169922,54.27474212646485,52.61693572998047,-0.0012038405380792039,0.03026531742348082
147,147,147,147,2019-09-05,54.74022674560547,53.62959289550781,54.356407165527344,0.02070934702528171,0.007061165373003941
148,148,148,148,2019-09-06,55.22206115722656,53.95624923706055,54.233917236328125,0.023459968735124237,0.01822003593420196
149,149,149,149,2019-09-09,54.470733642578125,54.07874298095703,55.1567268371582,0.00724851651524383,-0.01243716286148322
150,150,150,150,2019-09-10,55.67939376831055,53.68675231933594,55.140403747558594,0.037116073572901476,0.009774865327782711
151,151,151,151,2019-09-11,56.74920272827149,53.40909194946289,53.87458801269531,0.06253824315098089,0.05335752572063823
152,152,152,152,2019-09-12,57.8435173034668,54.20940399169922,54.27474212646485,0.06703842957439732,0.0657538854571873
153,153,153,153,2019-09-13,57.58218765258789,54.74022674560547,53.62959289550781,0.05191722935657328,0.07370174830119147
154,154,154,154,2019-09-16,57.63936233520508,55.22206115722656,53.95624923706055,0.043774193272070105,0.06826110321276246
155,155,155,155,2019-09-17,58.47234344482422,54.470733642578125,54.07874298095703,0.0734634827667926,0.08124450055013899
156,156,156,156,2019-09-18,58.20283889770508,55.67939376831055,53.68675231933594,0.045320987866622975,0.08411919855957861
157,157,157,157,2019-09-19,58.52949523925781,56.74920272827149,53.40909194946289,0.03137123387461105,0.09587137887758845
158,158,158,158,2019-09-20,59.11749649047852,57.8435173034668,54.20940399169922,0.022024580219214496,0.09053950306354319
159,159,159,159,2019-09-23,59.55847930908203,57.58218765258789,54.74022674560547,0.034321232607863905,0.08802032526953996
160,160,160,160,2019-09-24,59.5748176574707,57.63936233520508,55.22206115722656,0.03357870808857788,0.07882278221834405
161,161,161,161,2019-09-25,58.87249374389648,58.47234344482422,54.470733642578125,0.006843411354803042,0.0808096349537255
162,162,162,162,2019-09-26,60.45682144165039,58.20283889770508,55.67939376831055,0.038726333399421,0.08580243695215795
163,163,163,163,2019-09-27,61.1264762878418,58.52949523925781,56.74920272827149,0.044370467197231145,0.07713365737541222
164,164,164,164,2019-09-30,61.83695983886719,59.11749649047852,57.8435173034668,0.04600098972098143,0.06903872242846898
165,165,165,165,2019-10-01,59.80347442626953,59.55847930908203,57.58218765258789,0.004113522037997086,0.038575935792564575
166,166,166,166,2019-10-02,58.9051628112793,59.5748176574707,57.63936233520508,-0.011240568960556918,0.02196069534414491
167,167,167,167,2019-10-03,60.30979537963867,58.87249374389648,58.47234344482422,0.02441380591069664,0.03142429098208299
168,168,168,168,2019-10-04,60.97127532958984,60.45682144165039,58.20283889770508,0.008509443197174615,0.047565316130892654
169,169,169,169,2019-10-07,60.7017936706543,61.1264762878418,58.52949523925781,-0.006947605080124153,0.037114593633799986
170,170,170,170,2019-10-08,60.0484733581543,61.83695983886719,59.11749649047852,-0.02892261335895674,0.01574790752219557
171,171,171,171,2019-10-09,59.86065673828125,59.80347442626953,59.55847930908203,0.0009561703991332049,0.0050736256651391365
172,172,172,172,2019-10-10,60.799781799316406,58.9051628112793,59.5748176574707,0.03216388679048565,0.020561777442420714
173,173,173,173,2019-10-11,61.00691986083984,60.30979537963867,58.87249374389648,0.011559058968993341,0.03625506550186941
174,174,174,174,2019-10-14,61.11465835571289,60.97127532958984,60.45682144165039,0.002351648794419514,0.010881103213429943
175,175,175,175,2019-10-15,61.72777557373047,60.7017936706543,61.1264762878418,0.016902003071651794,0.00983696954912272
176,176,176,176,2019-10-16,61.9349250793457,60.0484733581543,61.83695983886719,0.031415481788184874,0.0015842505959833275
177,177,177,177,2019-10-17,62.25806427001953,59.86065673828125,59.80347442626953,0.04004980336617536,0.04104426820177842
178,178,178,178,2019-10-18,63.35175323486328,60.799781799316406,58.9051628112793,0.04197336503558913,0.07548727838729508
179,179,179,179,2019-10-21,64.04776763916016,61.00691986083984,60.30979537963867,0.04984430922355476,0.06197952150213171
180,180,180,180,2019-10-22,64.52005004882812,61.11465835571289,60.97127532958984,0.05572135694998792,0.0582040428063022
181,181,181,181,2019-10-23,64.42061614990234,61.72777557373047,60.7017936706543,0.043624455136171525,0.06126379888253419
182,182,182,182,2019-10-24,63.63349533081055,61.9349250793457,60.0484733581543,0.027425079618466963,0.05970213349594533
183,183,183,183,2019-10-25,63.40975570678711,62.25806427001953,59.86065673828125,0.018498670819133922,0.05928934231415117
184,184,184,184,2019-10-28,64.90116882324219,63.35175323486328,60.799781799316406,0.02445734347137596,0.06745726551229003
185,185,185,185,2019-10-29,65.01716613769531,64.04776763916016,61.00691986083984,0.015135554825215225,0.06573428532374792
186,186,186,186,2019-10-30,66.00314331054688,64.52005004882812,61.11465835571289,0.022986548531756634,0.07998874715753068
187,187,187,187,2019-10-31,65.91202545166016,64.42061614990234,61.72777557373047,0.023151118242759505,0.06778552829806461
188,188,188,188,2019-11-01,67.73484802246094,63.63349533081055,61.9349250793457,0.06445273311372812,0.09364543406946679
189,189,189,189,2019-11-04,68.76226806640625,63.40975570678711,62.25806427001953,0.08441149630617839,0.10447166760883109
190,190,190,190,2019-11-05,67.80941772460938,64.90116882324219,63.35175323486328,0.04481042412791947,0.07036371153329002
191,191,191,191,2019-11-06,68.00826263427734,65.01716613769531,64.04776763916016,0.04600471958816832,0.061836581368929
192,192,192,192,2019-11-07,67.95027160644531,66.00314331054688,64.52005004882812,0.029500538887021532,0.05316520298761751
193,193,193,193,2019-11-08,70.6016845703125,65.91202545166016,64.42061614990234,0.07115028079499308,0.09594860760144286
194,194,194,194,2019-11-11,70.97452545166016,67.73484802246094,63.63349533081055,0.0478288137315217,0.1153642446118337
195,195,195,195,2019-11-12,71.62079620361328,68.76226806640625,63.40975570678711,0.041571172935227274,0.12949175415207126
196,196,196,196,2019-11-13,71.8031005859375,67.80941772460938,64.90116882324219,0.058895696133941966,0.10634526138493228
197,197,197,197,2019-11-14,72.60677337646484,68.00826263427734,65.01716613769531,0.06761694188420231,0.11673235992316289
198,198,198,198,2019-11-15,73.43535614013672,67.95027160644531,66.00314331054688,0.08072203986850779,0.11260392243170969
199,199,199,199,2019-11-18,73.5182113647461,70.6016845703125,65.91202545166016,0.041309592146190344,0.11539906202191141
200,200,200,200,2019-11-19,73.75850677490234,70.97452545166016,67.73484802246094,0.03922507837179312,0.08892998107036365
201,201,201,201,2019-11-20,72.25048828125,71.62079620361328,68.76226806640625,0.008792028447248024,0.050728696317507316
202,202,202,202,2019-11-21,71.68709564208984,71.8031005859375,67.80941772460938,-0.0016155979741963034,0.057184946392382585
203,203,203,203,2019-11-22,71.29766845703125,72.60677337646484,68.00826263427734,-0.01803006604695001,0.04836773790918736
204,204,204,204,2019-11-25,72.7145004272461,73.43535614013672,67.95027160644531,-0.009816194143799306,0.07011346250967576
205,205,205,205,2019-11-26,72.68135070800781,73.5182113647461,70.6016845703125,-0.011383038858037042,0.029456324595543704
206,206,206,206,2019-11-27,73.18678283691406,73.75850677490234,70.97452545166016,-0.00775129490803117,0.03116973831351144
207,207,207,207,2019-11-29,72.68963623046875,72.25048828125,71.62079620361328,0.006078131230190076,0.014923598780119951
208,208,208,208,2019-12-02,72.10964965820312,71.68709564208984,71.8031005859375,0.0058944223130890094,0.004269301322144647
209,209,209,209,2019-12-03,71.21480560302734,71.29766845703125,72.60677337646484,-0.0011622098702125383,-0.01917132119644227
210,210,210,210,2019-12-04,72.25048828125,72.7145004272461,73.43535614013672,-0.006381287683608017,-0.016134841868617578
211,211,211,211,2019-12-05,71.85279846191406,72.68135070800781,73.5182113647461,-0.011399791528674208,-0.022653066116766873
212,212,212,212,2019-12-06,72.06822204589844,73.18678283691406,73.75850677490234,-0.015283644773786187,-0.02291647164390609
213,213,213,213,2019-12-09,71.62079620361328,72.68963623046875,72.25048828125,-0.014704159798882732,-0.008715402381579973
214,214,214,214,2019-12-10,71.7202377319336,72.10964965820312,71.68709564208984,-0.005400274833053942,0.00046231597956225556
215,215,215,215,2019-12-11,71.83621978759766,71.21480560302734,71.29766845703125,0.008725912811364811,0.007553561599156211
216,216,216,216,2019-12-12,73.5182113647461,72.25048828125,72.7145004272461,0.017546221674810347,0.011052966502934858
217,217,217,217,2019-12-13,72.78079986572266,71.85279846191406,72.68135070800781,0.012915313302661158,0.0013682898948090827
218,218,218,218,2019-12-16,74.09820556640625,72.06822204589844,73.18678283691406,0.028167526031306345,0.012453378795501457
219,219,219,219,2019-12-17,74.63674926757812,71.62079620361328,72.68963623046875,0.04211001865143582,0.02678666640916849
220,220,220,220,2019-12-18,74.01534271240234,71.7202377319336,72.10964965820312,0.032000799956172665,0.02642771200847771
221,221,221,221,2019-12-19,73.55134582519531,71.83621978759766,71.21480560302734,0.02387550517926562,0.0328097535671521
222,222,222,222,2019-12-20,73.9822006225586,73.5182113647461,72.25048828125,0.006311215264888759,0.023968174921774166
223,223,223,223,2019-12-23,74.77762603759766,72.78079986572266,71.85279846191406,0.0274361668951022,0.04070582688903768
224,224,224,224,2019-12-24,74.44621276855469,74.09820556640625,72.06822204589844,0.004696567204135027,0.03299638391442161
225,225,225,225,2019-12-26,74.42964172363281,74.63674926757812,71.62079620361328,-0.0027748735840948946,0.039218295088959465
226,226,226,226,2019-12-27,73.90762329101562,74.01534271240234,71.7202377319336,-0.001455366109771039,0.03049886096665988
227,227,227,227,2019-12-30,73.3442153930664,73.55134582519531,71.83621978759766,-0.0028161338151606596,0.020992134746615765
228,228,228,228,2019-12-31,73.36079406738281,73.9822006225586,73.5182113647461,-0.008399406207799442,-0.0021412014035854243
229,229,229,229,2020-01-02,74.19762420654297,74.77762603759766,72.78079986572266,-0.007756355233356382,0.019467007005065762
230,230,230,230,2020-01-03,73.49334716796875,74.44621276855469,74.09820556640625,-0.012799383140527198,-0.00816292909948313
231,231,231,231,2020-01-06,74.07334899902344,74.42964172363281,74.63674926757812,-0.004786973527728833,-0.007548563865433899
232,232,232,232,2020-01-07,73.6507797241211,73.90762329101562,74.01534271240234,-0.003475197218603454,-0.004925505644117756
233,233,233,233,2020-01-08,74.1727523803711,73.3442153930664,73.55134582519531,0.011296555329747493,0.00844860890312793
234,234,234,234,2020-01-09,74.74446868896484,73.36079406738281,73.9822006225586,0.018861227433158767,0.010303398114570594
235,235,235,235,2020-01-10,73.7916259765625,74.19762420654297,74.77762603759766,-0.0054718494604395485,-0.013185763085597269
236,236,236,236,2020-01-13,73.3442153930664,73.49334716796875,74.44621276855469,-0.0020291874115013764,-0.014802598204884831
237,237,237,237,2020-01-14,74.06639862060547,74.07334899902344,74.42964172363281,-9.383102710880387e-05,-0.004880355388194868
238,238,238,238,2020-01-15,74.95655822753906,73.6507797241211,73.90762329101562,0.017729323549718234,0.014192513435226983
239,239,239,239,2020-01-16,74.95655822753906,74.1727523803711,73.3442153930664,0.01056730163050279,0.021983231067805198
240,240,240,240,2020-01-17,73.89845275878906,74.74446868896484,73.36079406738281,-0.011318776426069932,0.00732896499065161
241,241,241,241,2020-01-21,73.89004516601562,73.7916259765625,74.19762420654297,0.0013337446919028384,-0.004145402818709343
242,242,242,242,2020-01-22,73.23505401611328,73.3442153930664,73.49334716796875,-0.0014883433733404727,-0.0035145106572046503
