,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CTRA,CTRA_6m,CTRA_12m,CTRA_6m_ret,CTRA_12m_ret
56,56,56,56,2019-04-26,21.209209442138672,21.511510848999023,21.59106636047364,-0.014053006735899154,-0.017685875813620133
57,57,57,57,2019-04-29,20.652326583862305,20.78756523132324,21.59902572631836,-0.006505747352131164,-0.04383064099518641
58,58,58,58,2019-04-30,20.59663772583008,20.81939125061035,21.535377502441406,-0.010699329394356805,-0.04359058839367469
59,59,59,59,2019-05-01,20.1909122467041,20.835304260253903,21.71835327148437,-0.03092789073299318,-0.07032950452950593
60,60,60,60,2019-05-02,19.976110458374023,20.77165603637696,21.766090393066406,-0.03829957402576445,-0.08223709000411861
61,61,61,61,2019-05-03,20.182954788208008,20.692100524902344,21.82177352905273,-0.024605802396986953,-0.07510016262715113
62,62,62,62,2019-05-06,20.26250648498535,21.209209442138672,21.511510848999023,-0.04463640946806824,-0.058062140441046295
63,63,63,63,2019-05-07,20.286376953125,20.652326583862305,20.78756523132324,-0.017719535339096204,-0.02411000387111406
64,64,64,64,2019-05-08,20.350021362304688,20.59663772583008,20.81939125061035,-0.01197362243334088,-0.022544842097239726
65,65,65,65,2019-05-09,20.636415481567383,20.1909122467041,20.835304260253903,0.022064542177186786,-0.009545758305335883
66,66,66,66,2019-05-10,20.652326583862305,19.976110458374023,20.77165603637696,0.0338512408057301,-0.005744821323137472
67,67,67,67,2019-05-13,20.556861877441406,20.182954788208008,20.692100524902344,0.018525884497935685,-0.006535762152236835
68,68,68,68,2019-05-14,20.99594116210937,20.26250648498535,21.209209442138672,0.0361966412036685,-0.010055456362535464
69,69,69,69,2019-05-15,21.043840408325195,20.286376953125,20.652326583862305,0.0373385280649392,0.018957371358286457
70,70,70,70,2019-05-16,20.97198867797852,20.350021362304688,20.59663772583008,0.03056347237187329,0.018223894460099865
71,71,71,71,2019-05-17,20.89215850830078,20.636415481567383,20.1909122467041,0.012392802759850996,0.03473078645622607
72,72,72,72,2019-05-20,21.11568832397461,20.652326583862305,19.976110458374023,0.02243629734551922,0.05704703465548122
73,73,73,73,2019-05-21,21.83418083190918,20.556861877441406,20.182954788208008,0.062135892242846325,0.08181289910364908
74,74,74,74,2019-05-22,21.235435485839844,20.99594116210937,20.26250648498535,0.011406696269595118,0.048016221565453376
75,75,75,75,2019-05-23,20.445098876953125,21.043840408325195,20.286376953125,-0.02845210378687346,0.007824064602313108
76,76,76,76,2019-05-24,20.516944885253903,20.97198867797852,20.350021362304688,-0.021697693991339584,0.008202621509695973
77,77,77,77,2019-05-28,20.516944885253903,20.89215850830078,20.636415481567383,-0.017959543189268845,-0.005789309505819573
78,78,78,78,2019-05-29,20.173667907714844,21.11568832397461,20.652326583862305,-0.044612347076093295,-0.023176985614854817
79,79,79,79,2019-05-30,20.09383201599121,21.83418083190918,20.556861877441406,-0.07970753880422965,-0.0225243456034655
80,80,80,80,2019-05-31,19.974082946777344,21.235435485839844,20.99594116210937,-0.05939847760144079,-0.048669321724721715
81,81,81,81,2019-06-03,20.189632415771484,20.445098876953125,21.043840408325195,-0.012495242146743357,-0.04059183000721556
82,82,82,82,2019-06-04,20.341312408447266,20.516944885253903,20.97198867797852,-0.008560362070907934,-0.03007231594557791
83,83,83,83,2019-06-05,20.181650161743164,20.516944885253903,20.89215850830078,-0.016342331930312093,-0.03400837430346515
84,84,84,84,2019-06-06,20.301401138305664,20.173667907714844,21.11568832397461,0.006331681039617676,-0.03856313718859017
85,85,85,85,2019-06-07,20.30937957763672,20.09383201599121,21.83418083190918,0.010727051041034441,-0.06983551460030357
86,86,86,86,2019-06-10,19.30349540710449,19.974082946777344,21.235435485839844,-0.03357288249276291,-0.09097718198544158
87,87,87,87,2019-06-11,19.15180778503418,20.189632415771484,20.445098876953125,-0.05140383982060959,-0.06325677854152212
88,88,88,88,2019-06-12,18.936262130737305,20.341312408447266,20.516944885253903,-0.06907372786460309,-0.07704279381540269
89,89,89,89,2019-06-13,19.07995986938477,20.181650161743164,20.516944885253903,-0.05458871219791461,-0.07003893727384014
90,90,90,90,2019-06-14,18.97618103027344,20.301401138305664,20.173667907714844,-0.06527727317952126,-0.059358907012812434
91,91,91,91,2019-06-17,19.1597900390625,20.30937957763672,20.09383201599121,-0.056603872815497835,-0.046484014407275565
92,92,92,92,2019-06-18,19.06399345397949,19.30349540710449,19.974082946777344,-0.012407180568802745,-0.0455635182462627
93,93,93,93,2019-06-19,19.21567726135254,19.15180778503418,20.189632415771484,0.0033349058760012706,-0.048240360912075064
94,94,94,94,2019-06-20,18.832481384277344,18.936262130737305,20.341312408447266,-0.0054805296707159945,-0.07417569692029014
95,95,95,95,2019-06-21,18.70475006103516,19.07995986938477,20.181650161743164,-0.019665125656352256,-0.07318034396947637
96,96,96,96,2019-06-24,18.545080184936523,18.97618103027344,20.301401138305664,-0.022717998139307638,-0.08651230234819751
97,97,97,97,2019-06-25,18.32953453063965,19.1597900390625,20.30937957763672,-0.04333322581981047,-0.09748427023231854
98,98,98,98,2019-06-26,18.066091537475582,19.06399345397949,19.30349540710449,-0.05234485203285677,-0.06410258057064055
99,99,99,99,2019-06-27,18.090038299560547,19.21567726135254,19.15180778503418,-0.05857919793729727,-0.05543964817270841
100,100,100,100,2019-06-28,18.32953453063965,18.832481384277344,18.936262130737305,-0.026706350765735576,-0.03204051548868336
101,101,101,101,2019-07-01,18.36945343017578,18.70475006103516,19.07995986938477,-0.01792574772532529,-0.03723836130017488
102,102,102,102,2019-07-02,18.37743186950684,18.545080184936523,18.97618103027344,-0.009040042628980283,-0.031552669096663544
103,103,103,103,2019-07-03,18.78457832336425,18.32953453063965,19.1597900390625,0.024825714584511216,-0.019583289531528103
104,104,104,104,2019-07-05,18.87239456176757,18.066091537475582,19.06399345397949,0.04463073945016971,-0.0100503020353232
105,105,105,105,2019-07-08,19.032066345214844,18.090038299560547,19.21567726135254,0.05207440858083645,-0.00955526644418525
106,106,106,106,2019-07-09,19.103904724121094,18.32953453063965,18.832481384277344,0.042247128108300114,0.014412510720459348
107,107,107,107,2019-07-10,19.183740615844727,18.36945343017578,18.70475006103516,0.04432832956974675,0.02560796339146898
108,108,108,108,2019-07-11,19.00811195373535,18.37743186950684,18.545080184936523,0.03431818377599227,0.02496790330272769
109,109,109,109,2019-07-12,19.1597900390625,18.78457832336425,18.32953453063965,0.01997445506836648,0.04529604977338608
110,110,110,110,2019-07-15,18.76861572265625,18.87239456176757,18.066091537475582,-0.005498975700813258,0.03888634039761052
111,111,111,111,2019-07-16,18.561050415039062,19.032066345214844,18.090038299560547,-0.024748543938015843,0.02603709885401173
112,112,112,112,2019-07-17,17.874488830566406,19.103904724121094,18.32953453063965,-0.06435416797291682,-0.02482581864327149
113,113,113,113,2019-07-18,17.882471084594727,19.183740615844727,18.36945343017578,-0.067831897715257,-0.026510442862773598
114,114,114,114,2019-07-19,17.818607330322266,19.00811195373535,18.37743186950684,-0.06257878879860723,-0.030408195397084614
115,115,115,115,2019-07-22,17.770708084106445,19.1597900390625,18.78457832336425,-0.07249985266665393,-0.05397354264784071
116,116,116,116,2019-07-23,17.778688430786133,18.76861572265625,18.87239456176757,-0.05274375619908622,-0.05795269526619107
117,117,117,117,2019-07-24,17.65096092224121,18.561050415039062,19.032066345214844,-0.04903221921429901,-0.07256728712071137
118,118,118,118,2019-07-25,17.395492553710938,17.874488830566406,19.103904724121094,-0.026797760842053098,-0.08942738121244242
119,119,119,119,2019-07-26,15.295899391174316,17.882471084594727,19.183740615844727,-0.14464285619053363,-0.20266335447943162
120,120,120,120,2019-07-29,15.271952629089355,17.818607330322266,19.00811195373535,-0.1429210854710974,-0.19655604584714104
121,121,121,121,2019-07-30,15.431617736816406,17.770708084106445,19.1597900390625,-0.1316261758518248,-0.19458315016214633
122,122,122,122,2019-07-31,15.295899391174316,17.778688430786133,18.76861572265625,-0.13964973002803405,-0.18502783491325347
123,123,123,123,2019-08-01,14.952624320983888,17.65096092224121,18.561050415039062,-0.15287193785904685,-0.19440850670452636
124,124,124,124,2019-08-02,14.585390090942385,17.395492553710938,17.874488830566406,-0.16154198877048065,-0.18401078603151289
125,125,125,125,2019-08-05,13.930768013000488,15.295899391174316,17.882471084594727,-0.08924819281705687,-0.22098193548868783
126,126,126,126,2019-08-06,13.8030366897583,15.271952629089355,17.818607330322266,-0.09618389835318941,-0.2253582766668073
127,127,127,127,2019-08-07,14.011685371398926,15.431617736816406,17.770708084106445,-0.0920144854307684,-0.21152914644236764
128,128,128,128,2019-08-08,14.180211067199709,15.295899391174316,17.778688430786133,-0.07294035449908598,-0.20240398371317359
129,129,129,129,2019-08-09,13.939460754394531,14.952624320983888,17.65096092224121,-0.06775824396039465,-0.21027184775928998
130,130,130,130,2019-08-12,13.923410415649414,14.585390090942385,17.395492553710938,-0.04538649094507685,-0.19959665570497642
131,131,131,131,2019-08-13,13.63450813293457,13.930768013000488,15.295899391174316,-0.021266586292259082,-0.10861677471534381
132,132,132,132,2019-08-14,12.968432426452637,13.8030366897583,15.271952629089355,-0.060465264424380716,-0.15083337793027674
133,133,133,133,2019-08-15,13.080782890319824,14.011685371398926,15.431617736816406,-0.06643758094791996,-0.15233884655450047
134,134,134,134,2019-08-16,13.217207908630373,14.180211067199709,15.295899391174316,-0.06791176478302652,-0.13589861108418
135,135,135,135,2019-08-19,13.441909790039062,13.939460754394531,14.952624320983888,-0.03569370244100811,-0.10103340380355519
136,136,136,136,2019-08-20,13.490059852600098,13.923410415649414,14.585390090942385,-0.031123880580453567,-0.0750977678013901
137,137,137,137,2019-08-21,13.514132499694824,13.63450813293457,13.930768013000488,-0.008828747767510192,-0.02990757673351896
138,138,138,138,2019-08-22,13.498082160949709,12.968432426452637,13.8030366897583,0.04084146156452251,-0.022093292632835215
139,139,139,139,2019-08-23,13.514132499694824,13.080782890319824,14.011685371398926,0.03312872119417953,-0.03550985184977973
140,140,140,140,2019-08-26,13.281404495239258,13.217207908630373,14.180211067199709,0.004857045985254382,-0.06338456936226311
141,141,141,141,2019-08-27,13.321533203125,13.441909790039062,13.939460754394531,-0.00895531876008171,-0.04432937271800308
142,142,142,142,2019-08-28,13.47400951385498,13.490059852600098,13.923410415649414,-0.0011897900321045096,-0.03227663972968309
143,143,143,143,2019-08-29,13.827108383178713,13.514132499694824,13.63450813293457,0.023159154573255458,0.01412594047150928
144,144,144,144,2019-08-30,13.738836288452148,13.498082160949709,12.968432426452637,0.017836172919360793,0.059406089854627586
145,145,145,145,2019-09-03,13.658586502075195,13.514132499694824,13.080782890319824,0.010689106561862838,0.044171944187145096
146,146,146,146,2019-09-04,13.746856689453123,13.281404495239258,13.217207908630373,0.0350454046016524,0.04007266772862894
147,147,147,147,2019-09-05,13.963534355163574,13.321533203125,13.441909790039062,0.048192737446165035,0.03880583736033216
148,148,148,148,2019-09-06,14.08390998840332,13.47400951385498,13.490059852600098,0.04526495798605423,0.044021312158134096
149,149,149,149,2019-09-09,14.766036033630373,13.827108383178713,13.514132499694824,0.06790484491999105,0.09263661829302161
150,150,150,150,2019-09-10,14.918508529663086,13.738836288452148,13.498082160949709,0.08586405838480538,0.10523171749707583
151,151,151,151,2019-09-11,15.255565643310549,13.658586502075195,13.514132499694824,0.11692125982382717,0.12886015019129404
152,152,152,152,2019-09-12,14.966665267944336,13.746856689453123,13.281404495239258,0.08873363606293183,0.12688874684218554
153,153,153,153,2019-09-13,15.095060348510742,13.963534355163574,13.321533203125,0.08103435452419983,0.13313235934206902
154,154,154,154,2019-09-16,14.565411567687988,14.08390998840332,13.47400951385498,0.034188061389282876,0.08100054053774763
155,155,155,155,2019-09-17,14.725909233093262,14.766036033630373,13.827108383178713,-0.0027175066108277024,0.0650028064441861
156,156,156,156,2019-09-18,14.709860801696776,14.918508529663086,13.738836288452148,-0.01398583025584943,0.0706773479833076
157,157,157,157,2019-09-19,14.581464767456056,15.255565643310549,13.658586502075195,-0.044187209548017026,0.06756762606735656
158,158,158,158,2019-09-20,14.485161781311035,14.966665267944336,13.746856689453123,-0.0321717281714442,0.053707193472407155
159,159,159,159,2019-09-23,14.541337966918944,15.095060348510742,13.963534355163574,-0.03668235626805083,0.041379467193540576
160,160,160,160,2019-09-24,14.39688491821289,14.565411567687988,14.08390998840332,-0.011570332131840222,0.022222162032224935
161,161,161,161,2019-09-25,14.107986450195312,14.725909233093262,14.766036033630373,-0.041961604755060056,-0.04456508042756502
162,162,162,162,2019-09-26,13.778959274291992,14.709860801696776,14.918508529663086,-0.06328418330766283,-0.07638493171789129
163,163,163,163,2019-09-27,14.067861557006836,14.581464767456056,15.255565643310549,-0.03522301899295577,-0.07785382161981724
164,164,164,164,2019-09-30,14.099961280822754,14.485161781311035,14.966665267944336,-0.026592764810212333,-0.05790895778085525
165,165,165,165,2019-10-01,14.107986450195312,14.541337966918944,15.095060348510742,-0.029801350997376685,-0.06539052349087249
166,166,166,166,2019-10-02,13.746856689453123,14.39688491821289,14.565411567687988,-0.04515061643213136,-0.05619854093589449
167,167,167,167,2019-10-03,14.180211067199709,14.107986450195312,14.725909233093262,0.005119413550570551,-0.03705701001247619
168,168,168,168,2019-10-04,14.42898178100586,13.778959274291992,14.709860801696776,0.04717500747147452,-0.019094607656553575
169,169,169,169,2019-10-07,14.581464767456056,14.067861557006836,14.581464767456056,0.036508975324214044,0.0
170,170,170,170,2019-10-08,14.19625759124756,14.099961280822754,14.485161781311035,0.006829544316251379,-0.019944836959724044
171,171,171,171,2019-10-09,13.915385246276855,14.107986450195312,14.541337966918944,-0.01365192719729258,-0.04304643232047212
172,172,172,172,2019-10-10,14.05181121826172,13.746856689453123,14.39688491821289,0.022183582450711503,-0.023968636403742583
173,173,173,173,2019-10-11,14.09193515777588,14.180211067199709,14.107986450195312,-0.006225288820137509,-0.0011377450975088577
174,174,174,174,2019-10-14,14.116009712219238,14.42898178100586,13.778959274291992,-0.021690516596161613,0.024461240592828837
175,175,175,175,2019-10-15,14.437012672424316,14.581464767456056,14.067861557006836,-0.009906555845756948,0.026240741275536328
176,176,176,176,2019-10-16,14.32465934753418,14.19625759124756,14.099961280822754,0.009044760949236563,0.01593607686122067
177,177,177,177,2019-10-17,14.364786148071287,13.915385246276855,14.107986450195312,0.032295254054476974,0.018202434400014678
178,178,178,178,2019-10-18,14.404913902282717,14.05181121826172,13.746856689453123,0.025128624241841813,0.04786964960029505
179,179,179,179,2019-10-21,14.645659446716309,14.09193515777588,14.180211067199709,0.0392937011660095,0.03282379770730137
180,180,180,180,2019-10-22,14.862337112426758,14.116009712219238,14.42898178100586,0.05287098942426183,0.030033673754537693
181,181,181,181,2019-10-23,14.862337112426758,14.437012672424316,14.581464767456056,0.029460695896931677,0.01926228602201685
182,182,182,182,2019-10-24,14.814187049865724,14.32465934753418,14.19625759124756,0.03417377617540418,0.043527630760880065
183,183,183,183,2019-10-25,15.095060348510742,14.364786148071287,13.915385246276855,0.05083780523509618,0.08477487912521253
184,184,184,184,2019-10-28,14.53331184387207,14.404913902282717,14.05181121826172,0.008913482056217337,0.03426608983933632
185,185,185,185,2019-10-29,15.215435981750488,14.645659446716309,14.09193515777588,0.03890412289778644,0.07972651104306738
186,186,186,186,2019-10-30,14.838260650634766,14.862337112426758,14.116009712219238,-0.0016199647208823276,0.05116537556575396
187,187,187,187,2019-10-31,14.958636283874512,14.862337112426758,14.437012672424316,0.006479409713243234,0.03613099352932836
188,188,188,188,2019-11-01,14.790109634399414,14.814187049865724,14.32465934753418,-0.001625294414419387,0.03249293931344743
189,189,189,189,2019-11-04,15.046910285949709,15.095060348510742,14.364786148071287,-0.003189789338323812,0.04748585400764971
190,190,190,190,2019-11-05,14.611234664916992,14.53331184387207,14.404913902282717,0.005361669926444046,0.01432294313134208
191,191,191,191,2019-11-06,14.829076766967772,15.215435981750488,14.645659446716309,-0.025392582588242507,0.012523664155838832
192,192,192,192,2019-11-07,14.81293773651123,14.838260650634766,14.862337112426758,-0.0017065958551181204,-0.003323795950922359
193,193,193,193,2019-11-08,14.821006774902344,14.958636283874512,14.862337112426758,-0.009200672197674398,-0.002780877409237159
194,194,194,194,2019-11-11,14.31271743774414,14.790109634399414,14.814187049865724,-0.03227779972265632,-0.03385063320947668
195,195,195,195,2019-11-12,14.361127853393556,15.046910285949709,15.095060348510742,-0.04557629569949073,-0.04862070625571191
196,196,196,196,2019-11-13,14.441808700561523,14.611234664916992,14.53331184387207,-0.011595595323800834,-0.0062960971520836795
197,197,197,197,2019-11-14,14.40146827697754,14.829076766967772,15.215435981750488,-0.028835813362484086,-0.053496180178420505
198,198,198,198,2019-11-15,14.659646034240724,14.81293773651123,14.838260650634766,-0.010348501087172557,-0.012037436233228616
199,199,199,199,2019-11-18,13.8528413772583,14.821006774902344,14.958636283874512,-0.06532386175570193,-0.07392351051467594
200,200,200,200,2019-11-19,13.635004043579102,14.31271743774414,14.790109634399414,-0.04735043482223977,-0.07809986669292313
201,201,201,201,2019-11-20,13.223533630371094,14.361127853393556,15.046910285949709,-0.07921343188610686,-0.12117947279058494
202,202,202,202,2019-11-21,12.949219703674316,14.441808700561523,14.611234664916992,-0.1033519435020056,-0.11374911151302891
203,203,203,203,2019-11-22,13.223533630371094,14.40146827697754,14.829076766967772,-0.08179267724316108,-0.1082699322302434
204,204,204,204,2019-11-25,13.465575218200684,14.659646034240724,14.81293773651123,-0.08145290911192771,-0.09095849468060213
205,205,205,205,2019-11-26,12.916948318481444,13.8528413772583,14.821006774902344,-0.06755964594478636,-0.1284702507285269
206,206,206,206,2019-11-27,13.11057949066162,13.635004043579102,14.31271743774414,-0.038461635305817254,-0.08399089497235213
207,207,207,207,2019-11-29,12.86047077178955,13.223533630371094,14.361127853393556,-0.027455812397049417,-0.10449437515796489
208,208,208,208,2019-12-02,12.908879280090332,12.949219703674316,14.441808700561523,-0.003115278333916782,-0.10614525176556233
209,209,209,209,2019-12-03,12.67490577697754,13.223533630371094,14.40146827697754,-0.041488747919352975,-0.11988794939472358
210,210,210,210,2019-12-04,12.989559173583984,13.465575218200684,14.659646034240724,-0.035350591185536184,-0.11392409180657548
211,211,211,211,2019-12-05,12.876605987548828,12.916948318481444,13.8528413772583,-0.003123209130975191,-0.07047185217266128
212,212,212,212,2019-12-06,12.973424911499023,13.11057949066162,13.635004043579102,-0.010461366658909954,-0.04852064069549167
213,213,213,213,2019-12-09,12.997629165649414,12.86047077178955,13.223533630371094,0.010665114543141785,-0.01708351723799717
214,214,214,214,2019-12-10,13.062171936035156,12.908879280090332,12.949219703674316,0.011874977882956106,0.00872270568772504
215,215,215,215,2019-12-11,12.908879280090332,12.67490577697754,13.223533630371094,0.018459585201633377,-0.023795027794846102
216,216,216,216,2019-12-12,13.03796672821045,12.989559173583984,13.465575218200684,0.0037266510725713076,-0.031755679431522466
217,217,217,217,2019-12-13,12.989559173583984,12.876605987548828,12.916948318481444,0.008771968804852648,0.005621362980809508
218,218,218,218,2019-12-16,13.626935005187988,12.973424911499023,13.11057949066162,0.05037298154859049,0.03938464465999836
219,219,219,219,2019-12-17,13.465575218200684,12.997629165649414,12.86047077178955,0.03600241602429888,0.047051500458169526
220,220,220,220,2019-12-18,13.5946626663208,13.062171936035156,12.908879280090332,0.040765864428460086,0.053124936049883775
221,221,221,221,2019-12-19,13.72375202178955,12.908879280090332,12.67490577697754,0.06312497963754415,0.08274982577914813
222,222,222,222,2019-12-20,14.046473503112791,13.03796672821045,12.989559173583984,0.07735153769952641,0.08136645096303075
223,223,223,223,2019-12-23,14.191699981689451,12.989559173583984,12.876605987548828,0.09254669785485725,0.10213048340628483
224,224,224,224,2019-12-24,14.070680618286133,13.626935005187988,12.973424911499023,0.03256386068688255,0.08457718098900435
225,225,225,225,2019-12-26,14.022269248962402,13.465575218200684,12.997629165649414,0.0413420163447058,0.07883284484073005
226,226,226,226,2019-12-27,13.893179893493652,13.5946626663208,13.062171936035156,0.02195841371720042,0.06361943186232
227,227,227,227,2019-12-30,13.820566177368164,13.72375202178955,12.908879280090332,0.007054496133775956,0.07062479069611793
228,228,228,228,2019-12-31,14.046473503112791,14.046473503112791,13.03796672821045,0.0,0.07735153769952641
229,229,229,229,2020-01-02,13.901248931884766,14.191699981689451,12.989559173583984,-0.02046626198266832,0.07018635090826053
230,230,230,230,2020-01-03,13.941590309143066,14.070680618286133,13.626935005187988,-0.009174418256306827,0.02309068795259428
231,231,231,231,2020-01-06,14.054542541503906,14.022269248962402,13.465575218200684,0.002301574158112274,0.043738742219281423
232,232,232,232,2020-01-07,14.13521957397461,13.893179893493652,13.5946626663208,0.01742147458943566,0.0397624362532345
233,233,233,233,2020-01-08,13.5946626663208,13.820566177368164,13.72375202178955,-0.016345459957877173,-0.009406272808178961
234,234,234,234,2020-01-09,13.925455093383787,14.046473503112791,14.046473503112791,-0.008615572421233342,-0.008615572421233342
235,235,235,235,2020-01-10,14.111017227172852,13.901248931884766,14.191699981689451,0.015089888420525277,-0.00568520717184684
236,236,236,236,2020-01-13,13.868978500366213,13.941590309143066,14.070680618286133,-0.005208287373731912,-0.014334922623273072
237,237,237,237,2020-01-14,14.127152442932127,14.054542541503906,14.022269248962402,0.00516629418665171,0.0074797589539572495
238,238,238,238,2020-01-15,13.989995956420898,14.13521957397461,13.893179893493652,-0.010273884801980215,0.0069686035644429545
239,239,239,239,2020-01-16,14.014204025268556,13.5946626663208,13.820566177368164,0.0308607406631074,0.014010847704450935
240,240,240,240,2020-01-17,13.562393188476562,13.925455093383787,14.046473503112791,-0.0260718161433533,-0.03446276494445055
241,241,241,241,2020-01-21,12.521614074707031,14.111017227172852,13.901248931884766,-0.11263561845883008,-0.09924538895302559
242,242,242,242,2020-01-22,12.449000358581545,13.868978500366213,13.941590309143066,-0.10238520030492315,-0.10706023613265003
