,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NCLH,NCLH_6m,NCLH_12m,NCLH_6m_ret,NCLH_12m_ret
246,246,246,246,2020-01-28,55.0,59.650001525878906,58.060001373291016,-0.0779547595461757,-0.05270412161407023
247,247,247,247,2020-01-29,56.02000045776367,57.95000076293945,57.959999084472656,-0.03330457773539952,-0.03347133639325239
248,248,248,248,2020-01-30,54.79999923706055,57.630001068115234,57.84000015258789,-0.04910639907345815,-0.05255879853920309
249,249,249,249,2020-01-31,53.84999847412109,58.220001220703125,57.900001525878906,-0.07506016240047864,-0.0699482373924919
250,250,250,250,2020-02-03,54.18999862670898,55.84000015258789,57.540000915527344,-0.029548737846886386,-0.05822040729085842
251,251,251,251,2020-02-04,54.75,54.15999984741211,58.58000183105469,0.010893651297085194,-0.06538070521234274
252,252,252,252,2020-02-05,55.11000061035156,55.0,59.650001525878906,0.00200001109730108,-0.07611065883305435
253,253,253,253,2020-02-06,55.09999847412109,56.02000045776367,57.95000076293945,-0.016422741451710965,-0.04918036671780368
254,254,254,254,2020-02-07,52.810001373291016,54.79999923706055,57.630001068115234,-0.036313830136401215,-0.08363698777529549
255,255,255,255,2020-02-10,51.0,53.84999847412109,58.220001220703125,-0.05292476425028536,-0.12401238525113056
256,256,256,256,2020-02-11,52.4900016784668,54.18999862670898,55.84000015258789,-0.03137104615840114,-0.05999280918637029
257,257,257,257,2020-02-12,54.209999084472656,54.75,54.15999984741211,-0.00986303042059078,0.0009231764623598426
258,258,258,258,2020-02-13,53.43000030517578,55.11000061035156,55.0,-0.030484490774260964,-0.028545448996804
259,259,259,259,2020-02-14,52.459999084472656,55.09999847412109,56.02000045776367,-0.04791287591211757,-0.06354875659051595
260,260,260,260,2020-02-18,51.68999862670898,52.810001373291016,54.79999923706055,-0.021208155982902266,-0.05675183674543405
261,261,261,261,2020-02-19,52.02000045776367,51.0,53.84999847412109,0.020000008975758377,-0.03398325103457267
262,262,262,262,2020-02-20,48.5099983215332,52.4900016784668,54.18999862670898,-0.07582402799896137,-0.1048163950750911
263,263,263,263,2020-02-21,46.970001220703125,54.209999084472656,54.75,-0.13355465755474027,-0.14210043432505703
264,264,264,264,2020-02-24,42.58000183105469,53.43000030517578,55.11000061035156,-0.20306940692774156,-0.22736343023997918
265,265,265,265,2020-02-25,39.310001373291016,52.459999084472656,55.09999847412109,-0.25066713573530797,-0.28656982827769384
266,266,266,266,2020-02-26,36.209999084472656,51.68999862670898,52.810001373291016,-0.29947765435299467,-0.31433444152898493
267,267,267,267,2020-02-27,34.7400016784668,52.02000045776367,51.0,-0.33217990440670864,-0.318823496500651
268,268,268,268,2020-02-28,37.2599983215332,48.5099983215332,52.4900016784668,-0.23191095422087893,-0.2901505595337305
269,269,269,269,2020-03-02,35.59000015258789,46.970001220703125,54.209999084472656,-0.24228232429977525,-0.3434790490010925
270,270,270,270,2020-03-03,33.619998931884766,42.58000183105469,53.43000030517578,-0.21042748975729642,-0.37076551113873035
271,271,271,271,2020-03-04,33.0,39.310001373291016,52.459999084472656,-0.16051898124781838,-0.3709492837225862
272,272,272,272,2020-03-05,28.59000015258789,36.209999084472656,51.68999862670898,-0.21043908104246056,-0.4468949330206594
273,273,273,273,2020-03-06,27.100000381469727,34.7400016784668,52.02000045776367,-0.21991942797552133,-0.4790465178201433
274,274,274,274,2020-03-09,19.809999465942383,37.2599983215332,48.5099983215332,-0.46833063987300727,-0.5916305885100622
275,275,275,275,2020-03-10,20.5,35.59000015258789,46.970001220703125,-0.42399550682470666,-0.5635512142383308
276,276,276,276,2020-03-11,15.029999732971191,33.619998931884766,42.58000183105469,-0.5529446695277276,-0.6470174005016264
277,277,277,277,2020-03-12,9.649999618530272,33.0,39.310001373291016,-0.7075757691354463,-0.7545154087660013
278,278,278,278,2020-03-13,11.100000381469728,28.59000015258789,36.209999084472656,-0.6117523496947241,-0.6934548284418609
279,279,279,279,2020-03-16,10.9399995803833,27.100000381469727,34.7400016784668,-0.5963099842661336,-0.6850892616057547
280,280,280,280,2020-03-17,10.029999732971191,19.809999465942383,37.2599983215332,-0.4936900553574016,-0.7308105157059366
281,281,281,281,2020-03-18,7.769999980926514,20.5,35.59000015258789,-0.6209756106865115,-0.781680248732409
282,282,282,282,2020-03-19,8.229999542236328,15.029999732971191,33.619998931884766,-0.45242849710886934,-0.7552052408178067
283,283,283,283,2020-03-20,8.720000267028809,9.649999618530272,33.0,-0.09637299360257434,-0.7357575676657937
284,284,284,284,2020-03-23,9.670000076293944,11.100000381469728,28.59000015258789,-0.1288288518947277,-0.6617698487343785
285,285,285,285,2020-03-24,13.75,10.9399995803833,27.100000381469727,0.2568556240765638,-0.49261993334133336
286,286,286,286,2020-03-25,16.959999084472656,10.029999732971191,19.809999465942383,0.6909271720836416,-0.14386675710766605
287,287,287,287,2020-03-26,15.710000038146973,7.769999980926514,20.5,1.0218790317517703,-0.2336585347245379
288,288,288,288,2020-03-27,12.020000457763672,8.229999542236328,15.029999732971191,0.46051046492494585,-0.20026608973282334
289,289,289,289,2020-03-30,10.68000030517578,8.720000267028809,9.649999618530272,0.2247706396934328,0.10673582666963677
290,290,290,290,2020-03-31,10.960000038146973,9.670000076293944,11.100000381469728,0.13340227008017003,-0.012612643109136457
291,291,291,291,2020-04-01,9.550000190734863,13.75,10.9399995803833,-0.305454531582919,-0.1270566218431003
292,292,292,292,2020-04-02,8.399999618530273,16.959999084472656,10.029999732971191,-0.5047169768882416,-0.1625124783485974
293,293,293,293,2020-04-03,8.460000038146973,15.710000038146973,7.769999980926514,-0.4614894960149951,0.08880309638535944
294,294,294,294,2020-04-06,10.010000228881836,12.020000457763672,8.229999542236328,-0.16722131051031575,0.21628199096616596
295,295,295,295,2020-04-07,11.010000228881836,10.68000030517578,8.720000267028809,0.030898868377946753,0.26261466648249376
296,296,296,296,2020-04-08,11.720000267028809,10.960000038146973,9.670000076293944,0.06934308633545694,0.2119958815471421
297,297,297,297,2020-04-09,13.109999656677246,9.550000190734863,13.75,0.3727748057425373,-0.04654547951438215
298,298,298,298,2020-04-13,11.359999656677246,8.399999618530273,16.959999084472656,0.35238097292495785,-0.3301886633309057
299,299,299,299,2020-04-14,12.350000381469728,8.460000038146973,15.710000038146973,0.459810913213045,-0.21387648940283288
300,300,300,300,2020-04-15,12.079999923706056,10.010000228881836,12.020000457763672,0.20679317157772426,0.004991635911596903
301,301,301,301,2020-04-16,11.350000381469728,11.010000228881836,10.68000030517578,0.03088103047409496,0.06273408774803602
302,302,302,302,2020-04-17,12.380000114440918,11.720000267028809,10.960000038146973,0.056313978871557646,0.12956205030579793
303,303,303,303,2020-04-20,11.489999771118164,13.109999656677246,9.550000190734863,-0.12356978855708634,0.20314131326043672
304,304,304,304,2020-04-21,11.0,11.359999656677246,8.399999618530273,-0.03169011158073787,0.3095238689932991
305,305,305,305,2020-04-22,10.869999885559082,12.350000381469728,8.460000038146973,-0.11983809313328275,0.28486995703843765
306,306,306,306,2020-04-23,11.470000267028809,12.079999923706056,10.010000228881836,-0.050496660639887225,0.1458541463300307
307,307,307,307,2020-04-24,10.859999656677246,11.350000381469728,11.010000228881836,-0.04317186857477717,-0.013624029889763523
308,308,308,308,2020-04-27,11.4399995803833,12.380000114440918,11.720000267028809,-0.07592896004589966,-0.023890843026106223
309,309,309,309,2020-04-28,13.09000015258789,11.489999771118164,13.109999656677246,0.13925155903758735,-0.0015255152260182925
310,310,310,310,2020-04-29,16.40999984741211,11.0,11.359999656677246,0.4918181679465554,0.444542283746157
311,311,311,311,2020-04-30,16.399999618530273,10.869999885559082,12.350000381469728,0.5087396312043995,0.327935150766252
312,312,312,312,2020-05-01,13.84000015258789,11.470000267028809,12.079999923706056,0.20662596603173466,0.145695384105754
313,313,313,313,2020-05-04,14.4399995803833,10.859999656677246,11.350000381469728,0.3296500954772037,0.27224661630482205
314,314,314,314,2020-05-05,11.18000030517578,11.4399995803833,12.380000114440918,-0.02272721020491597,-0.0969305168152117
315,315,315,315,2020-05-06,11.119999885559082,13.09000015258789,11.489999771118164,-0.15049658090640583,-0.032201905389861896
316,316,316,316,2020-05-07,12.0,16.40999984741211,11.0,-0.26873856724060696,0.09090909090909083
317,317,317,317,2020-05-08,12.43000030517578,16.399999618530273,10.869999885559082,-0.24207313449378454,0.14351429954375394
318,318,318,318,2020-05-11,11.729999542236328,13.84000015258789,11.470000267028809,-0.15245668981853455,0.022667765401444884
319,319,319,319,2020-05-12,11.09000015258789,14.4399995803833,10.859999656677246,-0.2319944269490406,0.02117868353423291
320,320,320,320,2020-05-13,10.3100004196167,11.18000030517578,11.4399995803833,-0.0778175189455329,-0.09877615403974871
321,321,321,321,2020-05-14,10.760000228881836,11.119999885559082,13.09000015258789,-0.03237407017825222,-0.17799846421280707
322,322,322,322,2020-05-15,10.920000076293944,12.0,16.40999984741211,-0.08999999364217137,-0.33455209153971743
323,323,323,323,2020-05-18,12.880000114440918,12.43000030517578,16.399999618530273,0.03620271908422734,-0.21463412109547408
324,324,324,324,2020-05-19,12.43000030517578,11.729999542236328,13.84000015258789,0.059676111701364665,-0.10187860056840103
325,325,325,325,2020-05-20,12.779999732971191,11.09000015258789,14.4399995803833,0.15238950019211073,-0.11495844152704926
326,326,326,326,2020-05-21,14.029999732971191,10.3100004196167,11.18000030517578,0.3608146616828938,0.25491944096602626
327,327,327,327,2020-05-22,13.899999618530272,10.760000228881836,11.119999885559082,0.2918214984066725,0.24999997855947997
328,328,328,328,2020-05-26,16.030000686645508,10.920000076293944,12.0,0.46794877057233575,0.33583339055379224
329,329,329,329,2020-05-27,17.59000015258789,12.880000114440918,12.43000030517578,0.36568322952623045,0.4151246758428089
330,330,330,330,2020-05-28,16.06999969482422,12.43000030517578,11.729999542236328,0.29283984716659783,0.36999150229808686
331,331,331,331,2020-05-29,15.65999984741211,12.779999732971191,11.09000015258789,0.22535212633931367,0.41208292443150185
332,332,332,332,2020-06-01,17.290000915527344,14.029999732971191,10.3100004196167,0.23235931893106088,0.6770126296629331
333,333,333,333,2020-06-02,17.389999389648438,13.899999618530272,10.760000228881836,0.2510791271149102,0.6161709126148951
334,334,334,334,2020-06-03,17.979999542236328,16.030000686645508,10.920000076293944,0.12164683543746513,0.646520093096778
335,335,335,335,2020-06-04,19.59000015258789,17.59000015258789,12.880000114440918,0.11370096547189368,0.5209627312521365
336,336,336,336,2020-06-05,22.43000030517578,16.06999969482422,12.43000030517578,0.3957685582533006,0.8045052095321397
337,337,337,337,2020-06-08,26.86000061035156,15.65999984741211,12.779999732971191,0.7151980122650068,1.10172153142189
338,338,338,338,2020-06-09,24.1299991607666,17.290000915527344,14.029999732971191,0.39560427316672797,0.7198859315770272
339,339,339,339,2020-06-10,20.64999961853028,17.389999389648438,13.899999618530272,0.18746407954576405,0.4856115241184249
340,340,340,340,2020-06-11,17.25,17.979999542236328,16.030000686645508,-0.040600642982304036,0.07610725271963759
341,341,341,341,2020-06-12,20.5,19.59000015258789,17.59000015258789,0.04645226341623565,0.1654348960869101
342,342,342,342,2020-06-15,19.989999771118164,22.43000030517578,16.06999969482422,-0.10878290240123545,0.24393280340611878
343,343,343,343,2020-06-16,20.959999084472656,26.86000061035156,15.65999984741211,-0.21965753506368513,0.3384418447447428
344,344,344,344,2020-06-17,19.200000762939453,24.1299991607666,17.290000915527344,-0.20430992827562633,0.1104684642148761
345,345,345,345,2020-06-18,19.309999465942383,20.64999961853028,17.389999389648438,-0.06489104975021154,0.11040828888337062
346,346,346,346,2020-06-19,18.21999931335449,17.25,17.979999542236328,0.056231844252434104,0.01334815223740038
347,347,347,347,2020-06-22,17.09000015258789,20.5,19.59000015258789,-0.16634145597132244,-0.12761612968490677
348,348,348,348,2020-06-23,18.030000686645508,19.989999771118164,22.43000030517578,-0.0980489798356321,-0.19616582963286733
349,349,349,349,2020-06-24,15.800000190734863,20.959999084472656,26.86000061035156,-0.2461831640804013,-0.4117647121480068
350,350,350,350,2020-06-25,16.079999923706055,19.200000762939453,24.1299991607666,-0.16250003725290152,-0.333609594572601
351,351,351,351,2020-06-26,15.279999732971191,19.309999465942383,20.64999961853028,-0.2087001473034228,-0.2600484254120915
352,352,352,352,2020-06-29,16.559999465942383,18.21999931335449,17.25,-0.09110866684804952,-0.04000003095986182
353,353,353,353,2020-06-30,16.43000030517578,17.09000015258789,20.5,-0.03861906620943867,-0.19853657047923023
354,354,354,354,2020-07-01,16.420000076293945,18.030000686645508,19.989999771118164,-0.08929564886506414,-0.17858928142571595
355,355,355,355,2020-07-02,15.970000267028809,15.800000190734863,20.959999084472656,0.010759498369729892,-0.2380724730632494
356,356,356,356,2020-07-06,16.1299991607666,16.079999923706055,19.200000762939453,0.003109405304588142,-0.15989591042614337
357,357,357,357,2020-07-07,15.270000457763672,15.279999732971191,19.309999465942383,-0.0006544028391534118,-0.20921797617364912
358,358,358,358,2020-07-08,15.989999771118164,16.559999465942383,18.21999931335449,-0.034420272536632046,-0.12239295424132257
359,359,359,359,2020-07-09,15.199999809265137,16.43000030517578,17.09000015258789,-0.07486308417919929,-0.11059100798407873
360,360,360,360,2020-07-10,16.399999618530273,16.420000076293945,18.030000686645508,-0.0012180546693508765,-0.09040493655236226
361,361,361,361,2020-07-13,15.600000381469728,15.970000267028809,15.800000190734863,-0.023168433273164757,-0.012658215623466584
362,362,362,362,2020-07-14,15.329999923706056,16.1299991607666,16.079999923706055,-0.04959697945963959,-0.04664179126607493
363,363,363,363,2020-07-15,18.5,15.270000457763672,15.279999732971191,0.21152583139538228,0.21073300545160945
364,364,364,364,2020-07-16,15.609999656677246,15.989999771118164,16.559999465942383,-0.023764860530347875,-0.057367140090730406
365,365,365,365,2020-07-17,15.270000457763672,15.199999809265137,16.43000030517578,0.004605305880061028,-0.07060254570090829
366,366,366,366,2020-07-20,14.890000343322754,16.399999618530273,16.420000076293945,-0.09207312867869699,-0.0931790332437391
367,367,367,367,2020-07-21,14.979999542236328,15.600000381469728,15.970000267028809,-0.03974364256874385,-0.0619912779110221
368,368,368,368,2020-07-22,14.65999984741211,15.329999923706056,16.1299991607666,-0.04370515848847922,-0.0911344941002854
369,369,369,369,2020-07-23,14.40999984741211,18.5,15.270000457763672,-0.22108108932907522,-0.05631961915982231
370,370,370,370,2020-07-24,14.380000114440918,15.609999656677246,15.989999771118164,-0.07879561622605102,-0.10068790992638399
371,371,371,371,2020-07-27,13.380000114440918,15.270000457763672,15.199999809265137,-0.12377212093414369,-0.11973682353040827
372,372,372,372,2020-07-28,14.220000267028809,14.890000343322754,16.399999618530273,-0.044996646127976714,-0.13292679281762265
373,373,373,373,2020-07-29,14.34000015258789,14.979999542236328,15.600000381469728,-0.04272359206980947,-0.08076924346607794
374,374,374,374,2020-07-30,14.170000076293944,14.65999984741211,15.329999923706056,-0.033424268500566456,-0.07566861403686687
375,375,375,375,2020-07-31,13.640000343322754,14.40999984741211,18.5,-0.053435080655302,-0.262702684144716
376,376,376,376,2020-08-03,13.0600004196167,14.380000114440918,15.609999656677246,-0.09179413660077984,-0.16335677726743403
377,377,377,377,2020-08-04,13.5600004196167,13.380000114440918,15.270000457763672,0.013452937491495787,-0.11198428204876465
378,378,378,378,2020-08-05,13.720000267028809,14.220000267028809,14.890000343322754,-0.03516174336222233,-0.07857622896688632
379,379,379,379,2020-08-06,14.239999771118164,14.34000015258789,14.979999542236328,-0.006973527224940823,-0.04939918516230413
380,380,380,380,2020-08-07,13.989999771118164,14.170000076293944,14.65999984741211,-0.012702914905195817,-0.04570259776723118
381,381,381,381,2020-08-10,15.130000114440918,13.640000343322754,14.40999984741211,0.10923751712715823,0.04996532093358175
382,382,382,382,2020-08-11,15.640000343322754,13.0600004196167,14.380000114440918,0.19754975810190478,0.08762171202046787
383,383,383,383,2020-08-12,15.229999542236328,13.5600004196167,13.380000114440918,0.12315627366823012,0.1382660248110703
384,384,384,384,2020-08-13,15.34000015258789,13.720000267028809,14.220000267028809,0.11807579111001787,0.07876229708349358
385,385,385,385,2020-08-14,15.75,14.239999771118164,14.34000015258789,0.10603934362024692,0.09832634814565555
386,386,386,386,2020-08-17,15.390000343322754,13.989999771118164,14.170000076293944,0.10007152216648629,0.0860974072307763
387,387,387,387,2020-08-18,15.199999809265137,15.130000114440918,13.640000343322754,0.00462654952377739,0.11436945943377896
388,388,388,388,2020-08-19,15.68000030517578,15.640000343322754,13.0600004196167,0.002557542261826251,0.20061254221889024
389,389,389,389,2020-08-20,15.579999923706056,15.229999542236328,13.5600004196167,0.02298098437226459,0.14896751044101042
390,390,390,390,2020-08-21,15.5600004196167,15.34000015258789,13.720000267028809,0.014341607877474072,0.13411079568341444
391,391,391,391,2020-08-24,16.739999771118164,15.75,14.239999771118164,0.06285712832496282,0.17556180057464243
392,392,392,392,2020-08-25,16.75,15.390000343322754,13.989999771118164,0.08836904654568811,0.19728379371240257
393,393,393,393,2020-08-26,15.720000267028809,15.199999809265137,15.130000114440918,0.03421055686110641,0.03899538322043772
394,394,394,394,2020-08-27,16.649999618530273,15.68000030517578,15.640000343322754,0.06186219990278374,0.06457795735527094
395,395,395,395,2020-08-28,17.690000534057617,15.579999923706056,15.229999542236328,0.135430078349426,0.1615233792357731
396,396,396,396,2020-08-31,17.110000610351562,15.5600004196167,15.34000015258789,0.09961440545854727,0.11538464407805549
397,397,397,397,2020-09-01,16.940000534057617,16.739999771118164,15.75,0.011947477041458487,0.07555558946397567
398,398,398,398,2020-09-02,16.989999771118164,16.75,15.390000343322754,0.014328344544368044,0.10396357323602023
399,399,399,399,2020-09-03,17.6299991607666,15.720000267028809,15.199999809265137,0.12150119982782903,0.15986838039433815
400,400,400,400,2020-09-04,18.420000076293945,16.649999618530273,15.68000030517578,0.10630633623521457,0.17474487996111354
401,401,401,401,2020-09-08,18.530000686645508,17.690000534057617,15.579999923706056,0.04748446168617604,0.189345364402141
402,402,402,402,2020-09-09,17.93000030517578,17.110000610351562,15.5600004196167,0.04792517040169586,0.15231361321630765
403,403,403,403,2020-09-10,17.93000030517578,16.940000534057617,16.739999771118164,0.058441543087781156,0.07108724912354814
404,404,404,404,2020-09-11,17.510000228881836,16.989999771118164,16.75,0.03060626631953456,0.04537314799294534
405,405,405,405,2020-09-14,17.790000915527344,17.6299991607666,15.720000267028809,0.009075539556281154,0.13167942832928325
406,406,406,406,2020-09-15,16.969999313354492,18.420000076293945,16.649999618530273,-0.0787188250235441,0.01921920133067645
407,407,407,407,2020-09-16,17.5,18.530000686645508,17.690000534057617,-0.055585571963190694,-0.010740561239205082
408,408,408,408,2020-09-17,17.260000228881836,17.93000030517578,17.110000610351562,-0.03736754405411469,0.008766780431294974
409,409,409,409,2020-09-18,16.25,17.93000030517578,16.940000534057617,-0.09369772875524285,-0.040732025519738424
410,410,410,410,2020-09-21,14.989999771118164,17.510000228881836,16.989999771118164,-0.14391778554103396,-0.1177163052938861
411,411,411,411,2020-09-22,15.329999923706056,17.790000915527344,17.6299991607666,-0.13827998118168539,-0.13045940706446035
412,412,412,412,2020-09-23,15.170000076293944,16.969999313354492,18.420000076293945,-0.10606949380628694,-0.17643865290655814
413,413,413,413,2020-09-24,14.630000114440918,17.5,18.530000686645508,-0.16399999346051897,-0.2104695319852472
414,414,414,414,2020-09-25,16.6299991607666,17.260000228881836,17.93000030517578,-0.036500640774096205,-0.07250424552608137
415,415,415,415,2020-09-28,16.68000030517578,16.25,17.93000030517578,0.026461557241586497,-0.06971555932651974
416,416,416,416,2020-09-29,16.559999465942383,14.989999771118164,17.510000228881836,0.10473647223458937,-0.054254754455826726
417,417,417,417,2020-09-30,17.110000610351562,15.329999923706056,17.790000915527344,0.11611224367280926,-0.03822373637891541
418,418,418,418,2020-10-01,17.34000015258789,15.170000076293944,16.969999313354492,0.14304548881875023,0.021803232422185514
419,419,419,419,2020-10-02,17.270000457763672,14.630000114440918,17.5,0.18045114987503474,-0.013142830984933074
420,420,420,420,2020-10-05,16.989999771118164,16.6299991607666,17.260000228881836,0.02164766256879158,-0.015643131760326945
421,421,421,421,2020-10-06,17.229999542236328,16.68000030517578,16.25,0.032973574760060576,0.06030766413762012
422,422,422,422,2020-10-07,18.010000228881836,16.559999465942383,14.989999771118164,0.08756043536846447,0.20146767871087157
423,423,423,423,2020-10-08,18.200000762939453,17.110000610351562,15.329999923706056,0.06370544206342332,0.187214667548385
424,424,424,424,2020-10-09,18.729999542236328,17.34000015258789,15.170000076293944,0.08016144045079421,0.23467366170324366
425,425,425,425,2020-10-12,18.07999992370605,17.270000457763672,14.630000114440918,0.04690211027633451,0.23581679988229953
426,426,426,426,2020-10-13,16.59000015258789,16.989999771118164,16.6299991607666,-0.0235432386061738,-0.0024052321225052076
427,427,427,427,2020-10-14,16.479999542236328,17.229999542236328,16.68000030517578,-0.043528730117578185,-0.011990453194260065
428,428,428,428,2020-10-15,16.100000381469727,18.010000228881836,16.559999465942383,-0.1060521834058129,-0.027777723388137776
429,429,429,429,2020-10-16,16.200000762939453,18.200000762939453,17.110000610351562,-0.10989010528354415,-0.05318526095560505
430,430,430,430,2020-10-19,16.450000762939453,18.729999542236328,17.34000015258789,-0.12172978296958614,-0.05132637726739642
431,431,431,431,2020-10-20,17.079999923706055,18.07999992370605,17.270000457763672,-0.05530973474667,-0.011001767748778701
432,432,432,432,2020-10-21,16.989999771118164,16.59000015258789,16.989999771118164,0.024110886971141943,0.0
433,433,433,433,2020-10-22,17.709999084472656,16.479999542236328,17.229999542236328,0.07463589662633074,0.027858360707421648
434,434,434,434,2020-10-23,18.350000381469727,16.100000381469727,18.010000228881836,0.13975154948378976,0.01887840912087535
435,435,435,435,2020-10-26,16.799999237060547,16.200000762939453,18.200000762939453,0.037036941102725374,-0.07692315753797774
436,436,436,436,2020-10-27,16.530000686645508,16.450000762939453,18.729999542236328,0.0048632170210161085,-0.11745856430107227
437,437,437,437,2020-10-28,15.029999732971191,17.079999923706055,18.07999992370605,-0.12002343090702128,-0.16869470152683874
438,438,438,438,2020-10-29,15.770000457763672,16.989999771118164,16.59000015258789,-0.07180690581458438,-0.04942734703328533
439,439,439,439,2020-10-30,16.6299991607666,17.709999084472656,16.479999542236328,-0.06098249460966665,0.0091019188529613
440,440,440,440,2020-11-02,16.170000076293945,18.350000381469727,16.100000381469727,-0.11880110407938727,0.004347807028923123
441,441,441,441,2020-11-03,16.549999237060547,16.799999237060547,16.200000762939453,-0.014880953056742086,0.02160484306406829
442,442,442,442,2020-11-04,16.15999984741211,16.530000686645508,16.450000762939453,-0.02238359491009101,-0.017629234168833108
443,443,443,443,2020-11-05,17.25,15.029999732971191,17.079999923706055,0.14770461120892842,0.009953166103823907
444,444,444,444,2020-11-06,16.969999313354492,15.770000457763672,16.989999771118164,0.07609377430297104,-0.0011771899960629773
445,445,445,445,2020-11-09,21.51000022888184,16.6299991607666,17.709999084472656,0.2934456593135679,0.21456811636658157
446,446,446,446,2020-11-10,20.1200008392334,16.170000076293945,18.350000381469727,0.2442795760236487,0.09645778860860732
447,447,447,447,2020-11-11,19.520000457763672,16.549999237060547,16.799999237060547,0.17945627538473707,0.16190484191825694
448,448,448,448,2020-11-12,18.850000381469727,16.15999984741211,16.530000686645508,0.16646043065949656,0.14035085290096405
449,449,449,449,2020-11-13,20.059999465942383,17.25,15.029999732971191,0.16289851976477587,0.33466399350207054
450,450,450,450,2020-11-16,21.309999465942383,16.969999313354492,15.770000457763672,0.2557454524569449,0.3512998634981861
451,451,451,451,2020-11-17,22.059999465942383,21.51000022888184,16.6299991607666,0.025569466815813957,0.32651837517744475
452,452,452,452,2020-11-18,20.459999084472656,20.1200008392334,16.170000076293945,0.016898520430290942,0.26530605986007827
453,453,453,453,2020-11-19,21.020000457763672,19.520000457763672,16.549999237060547,0.07684426049300663,0.270090720650513
454,454,454,454,2020-11-20,19.989999771118164,18.850000381469727,16.15999984741211,0.060477419977619684,0.23700494801176597
455,455,455,455,2020-11-23,20.88999938964844,20.059999465942383,17.25,0.0413758696811144,0.21101445737092406
456,456,456,456,2020-11-24,22.549999237060547,21.309999465942383,16.969999313354492,0.05818863454689094,0.3288155656738825
457,457,457,457,2020-11-25,23.200000762939453,22.059999465942383,21.51000022888184,0.05167730392546366,0.07856813184913047
458,458,458,458,2020-11-27,23.68000030517578,20.459999084472656,20.1200008392334,0.1573803208596829,0.17693833585734708
459,459,459,459,2020-11-30,22.8700008392334,21.020000457763672,19.520000457763672,0.08801143392870081,0.17161886797688752
460,460,460,460,2020-12-01,22.940000534057617,19.989999771118164,18.850000381469727,0.14757382674919572,0.21697613102483104
461,461,461,461,2020-12-02,23.39999961853028,20.88999938964844,20.059999465942383,0.12015319780840272,0.16650051054380666
462,462,462,462,2020-12-03,25.420000076293945,22.549999237060547,21.309999465942383,0.12727276879533544,0.19286723197342925
463,463,463,463,2020-12-04,26.299999237060547,23.200000762939453,22.059999465942383,0.13362061949037285,0.1922030767799492
464,464,464,464,2020-12-07,26.5,23.68000030517578,20.459999084472656,0.11908782341560387,0.2952102241349157
465,465,465,465,2020-12-08,28.14999961853028,22.8700008392334,21.020000457763672,0.23087007370104962,0.3392007138674047
466,466,466,466,2020-12-09,27.26000022888184,22.940000534057617,19.989999771118164,0.1883173319203102,0.36368186798418445
467,467,467,467,2020-12-10,27.440000534057617,23.39999961853028,20.88999938964844,0.172649614589228,0.3135472156909147
468,468,468,468,2020-12-11,26.51000022888184,25.420000076293945,22.549999237060547,0.042879628218585264,0.17560980602221465
469,469,469,469,2020-12-14,25.40999984741211,26.299999237060547,23.200000762939453,-0.03384028195690203,0.09525857809466065
470,470,470,470,2020-12-15,25.21999931335449,26.5,23.68000030517578,-0.04830191270360418,0.06503374106131687
471,471,471,471,2020-12-16,25.459999084472656,28.14999961853028,22.8700008392334,-0.09555952293110792,0.11324871666799963
472,472,472,472,2020-12-17,25.40999984741211,27.26000022888184,22.940000534057617,-0.06786501709232062,0.10767215587843748
473,473,473,473,2020-12-18,25.18000030517578,27.440000534057617,23.39999961853028,-0.08236152277317921,0.07606840665227743
474,474,474,474,2020-12-21,24.780000686645508,26.51000022888184,25.420000076293945,-0.0652583752282111,-0.025177001877560334
475,475,475,475,2020-12-22,23.07999992370605,25.40999984741211,26.299999237060547,-0.09169618015339576,-0.12243343751953595
476,476,476,476,2020-12-23,24.5,25.21999931335449,26.5,-0.028548744367857037,-0.07547169811320753
477,477,477,477,2020-12-24,24.57999992370605,25.459999084472656,28.14999961853028,-0.034563990275368606,-0.12682059478516683
478,478,478,478,2020-12-28,25.530000686645508,25.40999984741211,27.26000022888184,0.00472258323313679,-0.0634629320510205
479,479,479,479,2020-12-29,25.38999938964844,25.18000030517578,27.440000534057617,0.008339915882745075,-0.07470849506233734
480,480,480,480,2020-12-30,25.63999938964844,24.780000686645508,26.51000022888184,0.03470535428461097,-0.03281783597593335
481,481,481,481,2020-12-31,25.43000030517578,23.07999992370605,25.40999984741211,0.10181977423041433,0.0007871097160083718
482,482,482,482,2021-01-04,23.729999542236328,24.5,25.21999931335449,-0.03142859011280297,-0.0590800876956874
483,483,483,483,2021-01-05,24.239999771118164,24.57999992370605,25.459999084472656,-0.013832390302815911,-0.04791827797427284
484,484,484,484,2021-01-06,24.32999992370605,25.530000686645508,25.40999984741211,-0.047003553884241156,-0.042502948846575905
485,485,485,485,2021-01-07,24.65999984741211,25.38999938964844,25.18000030517578,-0.02875145962130088,-0.020651328493303645
486,486,486,486,2021-01-08,24.43000030517578,25.63999938964844,24.780000686645508,-0.04719185309189866,-0.014124308788189377
487,487,487,487,2021-01-11,24.13999938964844,25.43000030517578,23.07999992370605,-0.05072752261291891,0.04592718671777973
488,488,488,488,2021-01-12,24.520000457763672,23.729999542236328,24.5,0.03329123180644156,0.00081634521484375
