,Unnamed: 0.1,Unnamed: 0,Date,CTSH,CTSH_6m,CTSH_12m
378,378,378,2020-08-05,64.04469299316406,59.49516677856445,58.611854553222656
379,379,379,2020-08-06,64.1871566772461,61.53722381591797,58.52637481689453
380,380,380,2020-08-07,64.0921859741211,65.70681762695312,58.84930419921875
381,381,381,2020-08-10,63.74074172973633,64.8899917602539,58.96328353881836
382,382,382,2020-08-11,63.18986129760742,64.62406921386719,58.69734191894531
383,383,383,2020-08-12,63.6172981262207,64.51008605957031,60.245513916015625
384,384,384,2020-08-13,63.54130172729492,64.04469299316406,59.49516677856445
385,385,385,2020-08-14,63.56978225708008,64.1871566772461,61.53722381591797
386,386,386,2020-08-17,64.14916229248047,64.0921859741211,65.70681762695312
387,387,387,2020-08-18,63.84521865844727,63.74074172973633,64.8899917602539
388,388,388,2020-08-19,63.53181076049805,63.18986129760742,64.62406921386719
389,389,389,2020-08-20,63.1792106628418,63.6172981262207,64.51008605957031
390,390,390,2020-08-21,62.62652206420898,63.54130172729492,64.04469299316406
391,391,391,2020-08-24,64.43708801269531,63.56978225708008,64.1871566772461
392,392,392,2020-08-25,63.78908157348633,64.14916229248047,64.0921859741211
393,393,393,2020-08-26,64.56095886230469,63.84521865844727,63.74074172973633
394,394,394,2020-08-27,64.23697662353516,63.53181076049805,63.18986129760742
395,395,395,2020-08-28,64.50379180908203,63.1792106628418,63.6172981262207
396,396,396,2020-08-31,63.71286010742188,62.62652206420898,63.54130172729492
397,397,397,2020-09-01,63.81767654418945,64.43708801269531,63.56978225708008
398,398,398,2020-09-02,65.58059692382812,63.78908157348633,64.14916229248047
399,399,399,2020-09-03,63.96060943603516,64.56095886230469,63.84521865844727
400,400,400,2020-09-04,63.66521453857422,64.23697662353516,63.53181076049805
401,401,401,2020-09-08,62.51216506958008,64.50379180908203,63.1792106628418
402,402,402,2020-09-09,63.28405380249024,63.71286010742188,62.62652206420898
403,403,403,2020-09-10,62.47403717041016,63.81767654418945,64.43708801269531
404,404,404,2020-09-11,64.9707260131836,65.58059692382812,63.78908157348633
405,405,405,2020-09-14,66.02847290039062,63.96060943603516,64.56095886230469
406,406,406,2020-09-15,66.82892608642578,63.66521453857422,64.23697662353516
407,407,407,2020-09-16,67.39115142822266,62.51216506958008,64.50379180908203
408,408,408,2020-09-17,66.81941223144531,63.28405380249024,63.71286010742188
409,409,409,2020-09-18,65.61871337890625,62.47403717041016,63.81767654418945
410,410,410,2020-09-21,64.21790313720703,64.9707260131836,65.58059692382812
411,411,411,2020-09-22,65.03742980957031,66.02847290039062,63.96060943603516
412,412,412,2020-09-23,63.93202590942383,66.82892608642578,63.66521453857422
413,413,413,2020-09-24,63.750972747802734,67.39115142822266,62.51216506958008
414,414,414,2020-09-25,64.87544250488281,66.81941223144531,63.28405380249024
415,415,415,2020-09-28,66.05706024169922,65.61871337890625,62.47403717041016
416,416,416,2020-09-29,65.75213623046875,64.21790313720703,64.9707260131836
417,417,417,2020-09-30,66.15235137939453,65.03742980957031,66.02847290039062
418,418,418,2020-10-01,66.06659698486328,63.93202590942383,66.82892608642578
419,419,419,2020-10-02,65.61871337890625,63.750972747802734,67.39115142822266
420,420,420,2020-10-05,67.59127807617188,64.87544250488281,66.81941223144531
421,421,421,2020-10-06,66.54306030273438,66.05706024169922,65.61871337890625
422,422,422,2020-10-07,68.8396224975586,65.75213623046875,64.21790313720703
423,423,423,2020-10-08,69.47808074951172,66.15235137939453,65.03742980957031
424,424,424,2020-10-09,69.64007568359375,66.06659698486328,63.93202590942383
425,425,425,2020-10-12,71.11711120605469,65.61871337890625,63.750972747802734
426,426,426,2020-10-13,69.77348327636719,67.59127807617188,64.87544250488281
427,427,427,2020-10-14,70.47864532470703,66.54306030273438,66.05706024169922
428,428,428,2020-10-15,70.24995422363281,68.8396224975586,65.75213623046875
429,429,429,2020-10-16,69.90689086914062,69.47808074951172,66.15235137939453
430,430,430,2020-10-19,68.8014907836914,69.64007568359375,66.06659698486328
431,431,431,2020-10-20,69.89734649658203,71.11711120605469,65.61871337890625
432,432,432,2020-10-21,69.45901489257812,69.77348327636719,67.59127807617188
433,433,433,2020-10-22,69.92595672607422,70.47864532470703,66.54306030273438
434,434,434,2020-10-23,70.6311264038086,70.24995422363281,68.8396224975586
435,435,435,2020-10-26,69.2874755859375,69.90689086914062,69.47808074951172
436,436,436,2020-10-27,69.93548583984375,68.8014907836914,69.64007568359375
437,437,437,2020-10-28,67.7532730102539,69.89734649658203,71.11711120605469
438,438,438,2020-10-29,67.67704010009766,69.45901489257812,69.77348327636719
439,439,439,2020-10-30,68.05821228027344,69.92595672607422,70.47864532470703
440,440,440,2020-11-02,67.4674072265625,70.6311264038086,70.24995422363281
441,441,441,2020-11-03,68.55374145507812,69.2874755859375,69.90689086914062
442,442,442,2020-11-04,69.58289337158203,69.93548583984375,68.8014907836914
443,443,443,2020-11-05,70.74547576904297,67.7532730102539,69.89734649658203
444,444,444,2020-11-06,70.72640991210938,67.67704010009766,69.45901489257812
445,445,445,2020-11-09,70.40241241455078,68.05821228027344,69.92595672607422
446,446,446,2020-11-10,71.56498718261719,67.4674072265625,70.6311264038086
447,447,447,2020-11-11,73.1468505859375,68.55374145507812,69.2874755859375
448,448,448,2020-11-12,72.63227081298828,69.58289337158203,69.93548583984375
449,449,449,2020-11-13,73.55663299560547,70.74547576904297,67.7532730102539
450,450,450,2020-11-16,74.13789367675781,70.72640991210938,67.67704010009766
451,451,451,2020-11-17,73.37557220458984,70.40241241455078,68.05821228027344
452,452,452,2020-11-18,71.38778686523438,71.56498718261719,67.4674072265625
453,453,453,2020-11-19,72.82127380371094,73.1468505859375,68.55374145507812
454,454,454,2020-11-20,72.5345687866211,72.63227081298828,69.58289337158203
455,455,455,2020-11-23,73.77693939208984,73.55663299560547,70.74547576904297
456,456,456,2020-11-24,75.25819396972656,74.13789367675781,70.72640991210938
457,457,457,2020-11-25,75.06708526611328,73.37557220458984,70.40241241455078
458,458,458,2020-11-27,74.93328857421875,71.38778686523438,71.56498718261719
459,459,459,2020-11-30,74.66569519042969,72.82127380371094,73.1468505859375
460,460,460,2020-12-01,75.17219543457031,72.5345687866211,72.63227081298828
461,461,461,2020-12-02,74.65614318847656,73.77693939208984,73.55663299560547
462,462,462,2020-12-03,75.26774597167969,75.25819396972656,74.13789367675781
463,463,463,2020-12-04,77.46578979492188,75.06708526611328,73.37557220458984
464,464,464,2020-12-07,76.95929718017578,74.93328857421875,71.38778686523438
465,465,465,2020-12-08,76.32854461669922,74.66569519042969,72.82127380371094
466,466,466,2020-12-09,75.50669860839844,75.17219543457031,72.5345687866211
467,467,467,2020-12-10,74.90461730957031,74.65614318847656,73.77693939208984
468,468,468,2020-12-11,75.02885437011719,75.26774597167969,75.25819396972656
469,469,469,2020-12-14,75.67870330810547,77.46578979492188,75.06708526611328
470,470,470,2020-12-15,76.95929718017578,76.95929718017578,74.93328857421875
471,471,471,2020-12-16,75.80294799804688,76.32854461669922,74.66569519042969
472,472,472,2020-12-17,78.1060791015625,75.50669860839844,75.17219543457031
473,473,473,2020-12-18,77.42754364013672,74.90461730957031,74.65614318847656
474,474,474,2020-12-21,76.90194702148438,75.02885437011719,75.26774597167969
475,475,475,2020-12-22,77.42754364013672,75.67870330810547,77.46578979492188
476,476,476,2020-12-23,77.39889526367188,76.95929718017578,76.95929718017578
477,477,477,2020-12-24,77.475341796875,75.80294799804688,76.32854461669922
478,478,478,2020-12-28,77.76204681396484,78.1060791015625,75.50669860839844
479,479,479,2020-12-29,76.93061065673828,77.42754364013672,74.90461730957031
480,480,480,2020-12-30,77.475341796875,76.90194702148438,75.02885437011719
481,481,481,2020-12-31,78.3163070678711,77.42754364013672,75.67870330810547
482,482,482,2021-01-04,75.89849853515625,77.39889526367188,76.95929718017578
483,483,483,2021-01-05,76.11830139160156,77.475341796875,75.80294799804688
484,484,484,2021-01-06,76.59613037109375,77.76204681396484,78.1060791015625
485,485,485,2021-01-07,77.36066436767578,76.93061065673828,77.42754364013672
486,486,486,2021-01-08,78.3163070678711,77.475341796875,76.90194702148438
487,487,487,2021-01-11,76.58657836914062,78.3163070678711,77.42754364013672
488,488,488,2021-01-12,76.1087417602539,75.89849853515625,77.39889526367188
489,489,489,2021-01-13,76.080078125,76.11830139160156,77.475341796875
490,490,490,2021-01-14,76.50056457519531,76.59613037109375,77.76204681396484
491,491,491,2021-01-15,76.68213653564453,77.36066436767578,76.93061065673828
492,492,492,2021-01-19,76.22341918945312,78.3163070678711,77.475341796875
493,493,493,2021-01-20,78.2780990600586,76.58657836914062,78.3163070678711
494,494,494,2021-01-21,77.29376220703125,76.1087417602539,75.89849853515625
495,495,495,2021-01-22,76.98796081542969,76.080078125,76.11830139160156
496,496,496,2021-01-25,76.48145294189453,76.50056457519531,76.59613037109375
497,497,497,2021-01-26,76.02273559570312,76.68213653564453,77.36066436767578
498,498,498,2021-01-27,72.77349853515625,76.22341918945312,78.3163070678711
499,499,499,2021-01-28,75.40155029296875,78.2780990600586,76.58657836914062
500,500,500,2021-01-29,74.4936752319336,77.29376220703125,76.1087417602539
501,501,501,2021-02-01,75.34422302246094,76.98796081542969,76.080078125
502,502,502,2021-02-02,76.50056457519531,76.48145294189453,76.50056457519531
503,503,503,2021-02-03,75.82205200195312,76.02273559570312,76.68213653564453
504,504,504,2021-02-04,71.37822723388672,72.77349853515625,76.22341918945312
505,505,505,2021-02-05,71.19664764404297,75.40155029296875,78.2780990600586
506,506,506,2021-02-08,72.4867935180664,74.4936752319336,77.29376220703125
507,507,507,2021-02-09,72.78304290771484,75.34422302246094,76.98796081542969
508,508,508,2021-02-10,72.66836547851562,76.50056457519531,76.48145294189453
509,509,509,2021-02-11,73.55712127685547,75.82205200195312,76.02273559570312
510,510,510,2021-02-12,73.54756164550781,71.37822723388672,72.77349853515625
511,511,511,2021-02-16,72.73527526855469,71.19664764404297,75.40155029296875
512,512,512,2021-02-17,73.27213287353516,72.4867935180664,74.4936752319336
513,513,513,2021-02-18,71.72864532470703,72.78304290771484,75.34422302246094
514,514,514,2021-02-19,70.59739685058594,72.66836547851562,76.50056457519531
515,515,515,2021-02-22,70.22352600097656,73.55712127685547,75.82205200195312
516,516,516,2021-02-23,69.86881256103516,73.54756164550781,71.37822723388672
517,517,517,2021-02-24,71.8341064453125,72.73527526855469,71.19664764404297
518,518,518,2021-02-25,70.34814453125,73.27213287353516,72.4867935180664
519,519,519,2021-02-26,70.44400787353516,71.72864532470703,72.78304290771484
520,520,520,2021-03-01,71.73824310302734,70.59739685058594,72.66836547851562
521,521,521,2021-03-02,71.853271484375,70.22352600097656,73.55712127685547
522,522,522,2021-03-03,70.13723754882812,69.86881256103516,73.54756164550781
523,523,523,2021-03-04,69.40862274169922,71.8341064453125,72.73527526855469
524,524,524,2021-03-05,70.66451263427734,70.34814453125,73.27213287353516
525,525,525,2021-03-08,69.68665313720703,70.44400787353516,71.72864532470703
526,526,526,2021-03-09,71.31642150878906,71.73824310302734,70.59739685058594
527,527,527,2021-03-10,72.87907409667969,71.853271484375,70.22352600097656
528,528,528,2021-03-11,74.33625793457031,70.13723754882812,69.86881256103516
529,529,529,2021-03-12,74.5567626953125,69.40862274169922,71.8341064453125
530,530,530,2021-03-15,75.99478149414062,70.66451263427734,70.34814453125
531,531,531,2021-03-16,74.83478546142578,69.68665313720703,70.44400787353516
532,532,532,2021-03-17,74.80602264404297,71.31642150878906,71.73824310302734
533,533,533,2021-03-18,73.24337768554688,72.87907409667969,71.853271484375
534,534,534,2021-03-19,73.38717651367188,74.33625793457031,70.13723754882812
535,535,535,2021-03-22,73.55973815917969,74.5567626953125,69.40862274169922
536,536,536,2021-03-23,73.08039855957031,75.99478149414062,70.66451263427734
537,537,537,2021-03-24,73.76105499267578,74.83478546142578,69.68665313720703
538,538,538,2021-03-25,73.9144515991211,74.80602264404297,71.31642150878906
539,539,539,2021-03-26,75.96602630615234,73.24337768554688,72.87907409667969
540,540,540,2021-03-29,74.83478546142578,73.38717651367188,74.33625793457031
541,541,541,2021-03-30,75.3237075805664,73.55973815917969,74.5567626953125
542,542,542,2021-03-31,74.89229583740234,73.08039855957031,75.99478149414062
543,543,543,2021-04-01,75.62090301513672,73.76105499267578,74.83478546142578
544,544,544,2021-04-05,77.010986328125,73.9144515991211,74.80602264404297
545,545,545,2021-04-06,76.36869049072266,75.96602630615234,73.24337768554688
546,546,546,2021-04-07,75.93727111816406,74.83478546142578,73.38717651367188
547,547,547,2021-04-08,76.75215148925781,75.3237075805664,73.55973815917969
548,548,548,2021-04-09,77.2219009399414,74.89229583740234,73.08039855957031
549,549,549,2021-04-12,76.91511535644531,75.62090301513672,73.76105499267578
550,550,550,2021-04-13,77.116455078125,77.010986328125,73.9144515991211
551,551,551,2021-04-14,76.17692565917969,76.36869049072266,75.96602630615234
552,552,552,2021-04-15,76.47413635253906,75.93727111816406,74.83478546142578
553,553,553,2021-04-16,77.28902435302734,76.75215148925781,75.3237075805664
554,554,554,2021-04-19,77.07809448242188,77.2219009399414,74.89229583740234
555,555,555,2021-04-20,76.32073974609375,76.91511535644531,75.62090301513672
556,556,556,2021-04-21,75.97561645507812,77.116455078125,77.010986328125
557,557,557,2021-04-22,75.77427673339844,76.17692565917969,76.36869049072266
558,558,558,2021-04-23,75.43875885009766,76.47413635253906,75.93727111816406
559,559,559,2021-04-26,76.27278900146484,77.28902435302734,76.75215148925781
560,560,560,2021-04-27,76.63710021972656,77.07809448242188,77.2219009399414
561,561,561,2021-04-28,76.86719512939453,76.32073974609375,76.91511535644531
562,562,562,2021-04-29,77.99842834472656,75.97561645507812,77.116455078125
563,563,563,2021-04-30,77.07809448242188,75.77427673339844,76.17692565917969
564,564,564,2021-05-03,78.80372619628906,75.43875885009766,76.47413635253906
565,565,565,2021-05-04,77.89298248291016,76.27278900146484,77.28902435302734
566,566,566,2021-05-05,78.09429931640625,76.63710021972656,77.07809448242188
567,567,567,2021-05-06,72.0162582397461,76.86719512939453,76.32073974609375
568,568,568,2021-05-07,71.72864532470703,77.99842834472656,75.97561645507812
569,569,569,2021-05-10,70.95211791992188,77.07809448242188,75.77427673339844
570,570,570,2021-05-11,69.63872528076172,78.80372619628906,75.43875885009766
571,571,571,2021-05-12,67.80763244628906,77.89298248291016,76.27278900146484
572,572,572,2021-05-13,68.3445053100586,78.09429931640625,76.63710021972656
573,573,573,2021-05-14,68.0760726928711,72.0162582397461,76.86719512939453
574,574,574,2021-05-17,67.72135162353516,71.72864532470703,77.99842834472656
575,575,575,2021-05-18,68.0377197265625,70.95211791992188,77.07809448242188
576,576,576,2021-05-19,68.04733276367188,69.63872528076172,78.80372619628906
577,577,577,2021-05-20,68.58602905273438,67.80763244628906,77.89298248291016
578,578,578,2021-05-21,68.5283203125,68.3445053100586,78.09429931640625
579,579,579,2021-05-24,68.39363861083984,68.0760726928711,72.0162582397461
580,580,580,2021-05-25,68.29743957519531,67.72135162353516,71.72864532470703
581,581,581,2021-05-26,68.29743957519531,68.0377197265625,70.95211791992188
582,582,582,2021-05-27,68.41287994384766,68.04733276367188,69.63872528076172
583,583,583,2021-05-28,68.83612823486328,68.58602905273438,67.80763244628906
584,584,584,2021-06-01,68.480224609375,68.5283203125,68.3445053100586
585,585,585,2021-06-02,68.576416015625,68.39363861083984,68.0760726928711
586,586,586,2021-06-03,68.10505676269531,68.29743957519531,67.72135162353516
587,587,587,2021-06-04,68.77841186523438,68.29743957519531,68.0377197265625
588,588,588,2021-06-07,68.58602905273438,68.41287994384766,68.04733276367188
589,589,589,2021-06-08,68.72068786621094,68.83612823486328,68.58602905273438
590,590,590,2021-06-09,68.53793334960938,68.480224609375,68.5283203125
591,591,591,2021-06-10,68.46097564697266,68.576416015625,68.39363861083984
592,592,592,2021-06-11,68.53793334960938,68.10505676269531,68.29743957519531
593,593,593,2021-06-14,68.09544372558594,68.77841186523438,68.29743957519531
594,594,594,2021-06-15,67.67218780517578,68.58602905273438,68.41287994384766
595,595,595,2021-06-16,67.34513092041016,68.72068786621094,68.83612823486328
596,596,596,2021-06-17,66.53710174560547,68.53793334960938,68.480224609375
597,597,597,2021-06-18,65.71946716308594,68.46097564697266,68.576416015625
598,598,598,2021-06-21,66.96997833251953,68.53793334960938,68.10505676269531
599,599,599,2021-06-22,66.8833999633789,68.09544372558594,68.77841186523438
600,600,600,2021-06-23,66.47938537597656,67.67218780517578,68.58602905273438
601,601,601,2021-06-24,67.16234588623047,67.34513092041016,68.72068786621094
602,602,602,2021-06-25,67.80684661865234,66.53710174560547,68.53793334960938
603,603,603,2021-06-28,67.47978973388672,65.71946716308594,68.46097564697266
604,604,604,2021-06-29,67.73950958251953,66.96997833251953,68.53793334960938
605,605,605,2021-06-30,66.62368774414062,66.8833999633789,68.09544372558594
606,606,606,2021-07-01,67.18158721923828,66.47938537597656,67.67218780517578
607,607,607,2021-07-02,66.9603500366211,67.16234588623047,67.34513092041016
608,608,608,2021-07-06,66.11385345458984,67.80684661865234,66.53710174560547
609,609,609,2021-07-07,66.30623626708984,67.47978973388672,65.71946716308594
610,610,610,2021-07-08,65.7675552368164,67.73950958251953,66.96997833251953
611,611,611,2021-07-09,66.50825500488281,66.62368774414062,66.8833999633789
612,612,612,2021-07-12,66.61405944824219,67.18158721923828,66.47938537597656
613,613,613,2021-07-13,66.08499145507812,66.9603500366211,67.16234588623047
614,614,614,2021-07-14,66.59481048583984,66.11385345458984,67.80684661865234
615,615,615,2021-07-15,66.21003723144531,66.30623626708984,67.47978973388672
616,616,616,2021-07-16,65.64248657226562,65.7675552368164,67.73950958251953
617,617,617,2021-07-19,63.93025970458984,66.50825500488281,66.62368774414062
618,618,618,2021-07-20,65.0364761352539,66.61405944824219,67.18158721923828
619,619,619,2021-07-21,65.17115020751953,66.08499145507812,66.9603500366211
620,620,620,2021-07-22,65.51744079589844,66.59481048583984,66.11385345458984
621,621,621,2021-07-23,66.65254211425781,66.21003723144531,66.30623626708984
622,622,622,2021-07-26,66.78721618652344,65.64248657226562,65.7675552368164
623,623,623,2021-07-27,66.49861907958984,63.93025970458984,66.50825500488281
624,624,624,2021-07-28,67.13349914550781,65.0364761352539,66.61405944824219
625,625,625,2021-07-29,71.1063003540039,65.17115020751953,66.08499145507812
626,626,626,2021-07-30,70.73113250732422,65.51744079589844,66.59481048583984
627,627,627,2021-08-02,70.86580657958984,66.65254211425781,66.21003723144531
628,628,628,2021-08-03,72.04899597167969,66.78721618652344,65.64248657226562
629,629,629,2021-08-04,70.76000213623047,66.49861907958984,63.93025970458984
630,630,630,2021-08-05,70.60609436035156,67.13349914550781,65.0364761352539
631,631,631,2021-08-06,70.2213134765625,71.1063003540039,65.17115020751953
632,632,632,2021-08-09,69.76920318603516,70.73113250732422,65.51744079589844
633,633,633,2021-08-10,70.28864288330078,70.86580657958984,66.65254211425781
634,634,634,2021-08-11,72.19329071044922,72.04899597167969,66.78721618652344
635,635,635,2021-08-12,73.60731506347656,70.76000213623047,66.49861907958984
636,636,636,2021-08-13,74.6750717163086,70.60609436035156,67.13349914550781
637,637,637,2021-08-16,74.2422103881836,70.2213134765625,71.1063003540039
638,638,638,2021-08-17,74.07868194580078,69.76920318603516,70.73113250732422
639,639,639,2021-08-18,73.75162506103516,70.28864288330078,70.86580657958984
640,640,640,2021-08-19,73.1340560913086,72.19329071044922,72.04899597167969
641,641,641,2021-08-20,74.01216125488281,73.60731506347656,70.76000213623047
642,642,642,2021-08-23,74.64903259277344,74.6750717163086,70.60609436035156
643,643,643,2021-08-24,75.27625274658203,74.2422103881836,70.2213134765625
644,644,644,2021-08-25,74.77447509765625,74.07868194580078,69.76920318603516
645,645,645,2021-08-26,74.2823486328125,73.75162506103516,70.28864288330078
646,646,646,2021-08-27,74.53324127197266,73.1340560913086,72.19329071044922
647,647,647,2021-08-30,74.15689849853516,74.01216125488281,73.60731506347656
648,648,648,2021-08-31,73.63582611083984,74.64903259277344,74.6750717163086
649,649,649,2021-09-01,74.13760375976562,75.27625274658203,74.2422103881836
650,650,650,2021-09-02,74.60076904296875,74.77447509765625,74.07868194580078
651,651,651,2021-09-03,73.86742401123047,74.2823486328125,73.75162506103516
652,652,652,2021-09-07,73.5393295288086,74.53324127197266,73.1340560913086
653,653,653,2021-09-08,73.97357177734375,74.15689849853516,74.01216125488281
654,654,654,2021-09-09,73.79987335205078,73.63582611083984,74.64903259277344
655,655,655,2021-09-10,73.58757019042969,74.13760375976562,75.27625274658203
656,656,656,2021-09-13,73.72268676757812,74.60076904296875,74.77447509765625
657,657,657,2021-09-14,73.02791595458984,73.86742401123047,74.2823486328125
658,658,658,2021-09-15,73.79987335205078,73.5393295288086,74.53324127197266
659,659,659,2021-09-16,74.070068359375,73.97357177734375,74.15689849853516
660,660,660,2021-09-17,72.83491516113281,73.79987335205078,73.63582611083984
661,661,661,2021-09-20,72.42963409423828,73.58757019042969,74.13760375976562
662,662,662,2021-09-21,71.8989028930664,73.72268676757812,74.60076904296875
663,663,663,2021-09-22,72.74806213378906,73.02791595458984,73.86742401123047
664,664,664,2021-09-23,74.44637298583984,73.79987335205078,73.5393295288086
665,665,665,2021-09-24,74.8999252319336,74.070068359375,73.97357177734375
666,666,666,2021-09-27,75.2955551147461,72.83491516113281,73.79987335205078
667,667,667,2021-09-28,73.68407440185547,72.42963409423828,73.58757019042969
668,668,668,2021-09-29,72.9314193725586,71.8989028930664,73.72268676757812
669,669,669,2021-09-30,71.60942077636719,72.74806213378906,73.02791595458984
670,670,670,2021-10-01,72.63227081298828,74.44637298583984,73.79987335205078
671,671,671,2021-10-04,71.73485565185547,74.8999252319336,74.070068359375
672,672,672,2021-10-05,71.82170867919922,75.2955551147461,72.83491516113281
673,673,673,2021-10-06,71.7541732788086,73.68407440185547,72.42963409423828
674,674,674,2021-10-07,72.62262725830078,72.9314193725586,71.8989028930664
675,675,675,2021-10-08,72.84453582763672,71.60942077636719,72.74806213378906
676,676,676,2021-10-11,72.74806213378906,72.63227081298828,74.44637298583984
677,677,677,2021-10-12,72.47787475585938,71.73485565185547,74.8999252319336
678,678,678,2021-10-13,72.97965240478516,71.82170867919922,75.2955551147461
679,679,679,2021-10-14,74.73587036132812,71.7541732788086,73.68407440185547
680,680,680,2021-10-15,76.0675277709961,72.62262725830078,72.9314193725586
681,681,681,2021-10-18,76.12541198730469,72.84453582763672,71.60942077636719
682,682,682,2021-10-19,76.9938735961914,72.74806213378906,72.63227081298828
683,683,683,2021-10-20,76.38597106933594,72.47787475585938,71.73485565185547
684,684,684,2021-10-21,76.30875396728516,72.97965240478516,71.82170867919922
685,685,685,2021-10-22,76.23155975341797,74.73587036132812,71.7541732788086
686,686,686,2021-10-25,76.1929702758789,76.0675277709961,72.62262725830078
687,687,687,2021-10-26,75.99032592773438,76.12541198730469,72.84453582763672
688,688,688,2021-10-27,74.98677062988281,76.9938735961914,72.74806213378906
689,689,689,2021-10-28,74.61043548583984,76.38597106933594,72.47787475585938
690,690,690,2021-10-29,75.35344696044922,76.30875396728516,72.97965240478516
691,691,691,2021-11-01,75.26660919189453,76.23155975341797,74.73587036132812
692,692,692,2021-11-02,75.86486053466797,76.1929702758789,76.0675277709961
693,693,693,2021-11-03,76.8587875366211,75.99032592773438,76.12541198730469
694,694,694,2021-11-04,76.75264739990234,74.98677062988281,76.9938735961914
695,695,695,2021-11-05,77.10966491699219,74.61043548583984,76.38597106933594
696,696,696,2021-11-08,77.36055755615234,75.35344696044922,76.30875396728516
697,697,697,2021-11-09,77.68863677978516,75.26660919189453,76.23155975341797
698,698,698,2021-11-10,77.82374572753906,75.86486053466797,76.1929702758789
699,699,699,2021-11-11,78.22901916503906,76.8587875366211,75.99032592773438
700,700,700,2021-11-12,79.10712432861328,76.75264739990234,74.98677062988281
701,701,701,2021-11-15,79.07817840576172,77.10966491699219,74.61043548583984
702,702,702,2021-11-16,78.88516998291016,77.36055755615234,75.35344696044922
703,703,703,2021-11-17,78.15182495117188,77.68863677978516,75.26660919189453
704,704,704,2021-11-18,78.43248748779297,77.82374572753906,75.86486053466797
705,705,705,2021-11-19,79.3519287109375,78.22901916503906,76.8587875366211
706,706,706,2021-11-22,78.77122497558594,79.10712432861328,76.75264739990234
707,707,707,2021-11-23,78.16150665283203,79.07817840576172,77.10966491699219
708,708,708,2021-11-24,78.14213562011719,78.88516998291016,77.36055755615234
709,709,709,2021-11-26,75.87743377685547,78.15182495117188,77.68863677978516
710,710,710,2021-11-29,77.14527893066406,78.43248748779297,77.82374572753906
711,711,711,2021-11-30,75.47095489501953,79.3519287109375,78.22901916503906
712,712,712,2021-12-01,74.3869857788086,78.77122497558594,79.10712432861328
713,713,713,2021-12-02,76.87430572509766,78.16150665283203,79.07817840576172
714,714,714,2021-12-03,75.99357604980469,78.14213562011719,78.88516998291016
715,715,715,2021-12-06,78.12278747558594,75.87743377685547,78.15182495117188
716,716,716,2021-12-07,78.82930755615234,77.14527893066406,78.43248748779297
717,717,717,2021-12-08,78.60669708251953,75.47095489501953,79.3519287109375
718,718,718,2021-12-09,78.38409423828125,74.3869857788086,78.77122497558594
719,719,719,2021-12-10,79.45838165283203,76.87430572509766,78.16150665283203
720,720,720,2021-12-13,79.2938461303711,75.99357604980469,78.14213562011719
721,721,721,2021-12-14,79.2454605102539,78.12278747558594,75.87743377685547
722,722,722,2021-12-15,80.2326431274414,78.82930755615234,77.14527893066406
723,723,723,2021-12-16,81.95537567138672,78.60669708251953,75.47095489501953
724,724,724,2021-12-17,82.09085845947266,78.38409423828125,74.3869857788086
725,725,725,2021-12-20,80.24232482910156,79.45838165283203,76.87430572509766
726,726,726,2021-12-21,82.4586410522461,79.2938461303711,75.99357604980469
727,727,727,2021-12-22,83.13611602783203,79.2454605102539,78.12278747558594
728,728,728,2021-12-23,83.5135726928711,80.2326431274414,78.82930755615234
729,729,729,2021-12-27,85.25566101074219,81.95537567138672,78.60669708251953
730,730,730,2021-12-28,85.87505340576172,82.09085845947266,78.38409423828125
731,731,731,2021-12-29,86.70738983154297,80.24232482910156,79.45838165283203
732,732,732,2021-12-30,86.07830810546875,82.4586410522461,79.2938461303711
733,733,733,2021-12-31,85.86539459228516,83.13611602783203,79.2454605102539
734,734,734,2022-01-03,86.68804168701172,83.5135726928711,80.2326431274414
735,735,735,2022-01-04,88.47850799560547,85.25566101074219,81.95537567138672
736,736,736,2022-01-05,87.12355041503906,85.87505340576172,82.09085845947266
737,737,737,2022-01-06,85.39115905761719,86.70738983154297,80.24232482910156
738,738,738,2022-01-07,84.60721588134766,86.07830810546875,82.4586410522461
739,739,739,2022-01-10,83.89102172851562,85.86539459228516,83.13611602783203
740,740,740,2022-01-11,85.13951110839844,86.68804168701172,83.5135726928711
741,741,741,2022-01-12,85.23628234863281,88.47850799560547,85.25566101074219
742,742,742,2022-01-13,84.394287109375,87.12355041503906,85.87505340576172
743,743,743,2022-01-14,84.394287109375,85.39115905761719,86.70738983154297
744,744,744,2022-01-18,83.41678619384766,84.60721588134766,86.07830810546875
745,745,745,2022-01-19,83.27161407470703,83.89102172851562,85.86539459228516
746,746,746,2022-01-20,82.9328842163086,85.13951110839844,86.68804168701172
747,747,747,2022-01-21,81.54888153076172,85.23628234863281,88.47850799560547
748,748,748,2022-01-24,82.36185455322266,84.394287109375,87.12355041503906
749,749,749,2022-01-25,79.60355377197266,84.394287109375,85.39115905761719
750,750,750,2022-01-26,79.19707489013672,83.41678619384766,84.60721588134766
751,751,751,2022-01-27,79.15836334228516,83.27161407470703,83.89102172851562
752,752,752,2022-01-28,81.72309875488281,82.9328842163086,85.13951110839844
753,753,753,2022-01-31,82.67155456542969,81.54888153076172,85.23628234863281
754,754,754,2022-02-01,83.63937377929688,82.36185455322266,84.394287109375
755,755,755,2022-02-02,85.40082550048828,79.60355377197266,84.394287109375
