,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MPC,MPC_6m,MPC_12m,MPC_6m_ret,MPC_12m_ret
243,243,243,243,2020-01-23,47.86547088623047,51.76704025268555,50.36558532714844,-0.07536782762566141,-0.04963934052743624
244,244,244,244,2020-01-24,47.1387939453125,50.287723541259766,51.16145706176758,-0.06261825698599477,-0.07862682862214987
245,245,245,245,2020-01-27,45.59028244018555,49.7686653137207,50.62511444091797,-0.08395609661614167,-0.09945324679924072
246,246,246,246,2020-01-28,45.78925704956055,49.21501541137695,51.377742767333984,-0.06960799124375527,-0.10877250374896974
247,247,247,247,2020-01-29,46.36020660400391,48.60079956054688,52.09576797485352,-0.04610197726791798,-0.11009649332011284
248,248,248,248,2020-01-30,47.01767349243164,48.41912841796875,51.57670974731445,-0.028944241074298604,-0.08839331312948273
249,249,249,249,2020-01-31,47.14744567871094,47.86547088623047,51.76704025268555,-0.015000901364287778,-0.08923814364169591
250,250,250,250,2020-02-03,45.03662872314453,47.1387939453125,50.287723541259766,-0.0445952271202944,-0.10442100871412185
251,251,251,251,2020-02-04,46.18719482421875,45.59028244018555,49.7686653137207,0.013092974030515236,-0.07196235757832503
252,252,252,252,2020-02-05,48.04713821411133,45.78925704956055,49.21501541137695,0.04931028171317431,-0.023730099188298714
253,253,253,253,2020-02-06,47.97793197631836,46.36020660400391,48.60079956054688,0.034894697215924975,-0.012815994589812307
254,254,254,254,2020-02-07,47.31181335449219,47.01767349243164,48.41912841796875,0.006255942504426404,-0.02286937207786721
255,255,255,255,2020-02-10,47.64053726196289,47.14744567871094,47.86547088623047,0.010458500479795907,-0.004699287818607623
256,256,256,256,2020-02-11,49.10254287719727,45.03662872314453,47.1387939453125,0.09028016237732395,0.04165887091135567
257,257,257,257,2020-02-12,50.97979736328125,46.18719482421875,45.59028244018555,0.10376474599296182,0.11821630914804593
258,258,258,258,2020-02-13,51.47289657592773,48.04713821411133,45.78925704956055,0.071299946035293,0.12412604817360173
259,259,259,259,2020-02-14,50.46074295043945,47.97793197631836,46.36020660400391,0.05174902026512096,0.08844948387441809
260,260,260,260,2020-02-18,49.34230422973633,47.31181335449219,47.01767349243164,0.0429172067456034,0.04944163682788094
261,261,261,261,2020-02-19,50.40830993652344,47.64053726196289,47.14744567871094,0.05809700800268658,0.0691631160685533
262,262,262,262,2020-02-20,52.653926849365234,49.10254287719727,45.03662872314453,0.07232586672852714,0.16913562009818328
263,263,263,263,2020-02-21,51.66656112670898,50.97979736328125,46.18719482421875,0.01347129253052648,0.11863388377111539
264,264,264,264,2020-02-24,48.81803512573242,51.47289657592773,48.04713821411133,-0.051577852166899474,0.01604459579227724
265,265,265,265,2020-02-25,46.41514205932617,50.46074295043945,47.97793197631836,-0.08017323278586508,-0.03257309876890013
266,266,266,266,2020-02-26,45.67243576049805,49.34230422973633,47.31181335449219,-0.07437570106477964,-0.03465049165862255
267,267,267,267,2020-02-27,41.88022232055664,50.40830993652344,47.64053726196289,-0.16918019324007838,-0.12091204827795665
268,268,268,268,2020-02-28,41.43460464477539,52.653926849365234,49.10254287719727,-0.21307664738257026,-0.15616173385559617
269,269,269,269,2020-03-02,41.705474853515625,51.66656112670898,50.97979736328125,-0.1927956120161436,-0.18192152557368846
270,270,270,270,2020-03-03,39.468597412109375,48.81803512573242,51.47289657592773,-0.19151605937320637,-0.23321592454216744
271,271,271,271,2020-03-04,40.088985443115234,46.41514205932617,50.46074295043945,-0.1362951040443886,-0.20554111772612915
272,272,272,272,2020-03-05,36.00843048095703,45.67243576049805,49.34230422973633,-0.2115938228085349,-0.27023208496095297
273,273,273,273,2020-03-06,34.20845413208008,41.88022232055664,50.40830993652344,-0.1831835592885791,-0.3213727225698103
274,274,274,274,2020-03-09,29.551210403442383,41.43460464477539,52.653926849365234,-0.2867987843304164,-0.4387653082744647
275,275,275,275,2020-03-10,30.1628532409668,41.705474853515625,51.66656112670898,-0.2767651406221987,-0.4162016479673515
276,276,276,276,2020-03-11,27.40171241760254,39.468597412109375,48.81803512573242,-0.3057338184205297,-0.4386969416727129
277,277,277,277,2020-03-12,20.00080299377441,40.088985443115234,46.41514205932617,-0.5010898187444828,-0.5690888338075083
278,278,278,278,2020-03-13,21.77457427978516,36.00843048095703,45.67243576049805,-0.39529232490984056,-0.5232447335638288
279,279,279,279,2020-03-16,17.728981018066406,34.20845413208008,41.88022232055664,-0.48173685517579456,-0.5766741426927848
280,280,280,280,2020-03-17,17.73771095275879,29.551210403442383,41.43460464477539,-0.3997636404533689,-0.5719106986822574
281,281,281,281,2020-03-18,14.635798454284668,30.1628532409668,41.705474853515625,-0.5147740720229175,-0.6490676942130316
282,282,282,282,2020-03-19,14.609585762023926,27.40171241760254,39.468597412109375,-0.46683676044133293,-0.6298427935130637
283,283,283,283,2020-03-20,16.5581111907959,20.00080299377441,40.088985443115234,-0.17212767927618244,-0.5869660704112546
284,284,284,284,2020-03-23,14.522210121154783,21.77457427978516,36.00843048095703,-0.33306571533585605,-0.596699719282827
285,285,285,285,2020-03-24,15.291135787963867,17.728981018066406,34.20845413208008,-0.13750622371462273,-0.5530012631110357
286,286,286,286,2020-03-25,18.44547843933105,17.73771095275879,29.551210403442383,0.03990185027015447,-0.3758130991080365
287,287,287,287,2020-03-26,20.2192497253418,14.635798454284668,30.1628532409668,0.3814927684674807,-0.32966388942673786
288,288,288,288,2020-03-27,20.22798728942871,14.609585762023926,27.40171241760254,0.38456952982261994,-0.2617984240855513
289,289,289,289,2020-03-30,21.2590446472168,16.5581111907959,20.00080299377441,0.28390517506815605,0.0629095568729936
290,290,290,290,2020-03-31,20.6386661529541,14.522210121154783,21.77457427978516,0.4211794197144523,-0.05216672033333847
291,291,291,291,2020-04-01,18.235769271850582,15.291135787963867,17.728981018066406,0.1925712729727067,0.02858530071568932
292,292,292,292,2020-04-02,18.54158592224121,18.44547843933105,17.73771095275879,0.005210354571515641,0.04532010762963723
293,293,293,293,2020-04-03,17.52800941467285,20.2192497253418,14.635798454284668,-0.13310287707144164,0.19761210633106807
294,294,294,294,2020-04-06,20.17555809020996,20.22798728942871,14.609585762023926,-0.002591913790955802,0.3809808449637355
295,295,295,295,2020-04-07,19.66876792907715,21.2590446472168,16.5581111907959,-0.0748047122779738,0.18786301785498094
296,296,296,296,2020-04-08,21.241567611694336,20.6386661529541,14.522210121154783,0.02921222981524596,0.4626952395318489
297,297,297,297,2020-04-09,22.39495658874512,18.235769271850582,15.291135787963867,0.22807852275882956,0.4645711671969386
298,298,298,298,2020-04-13,22.13282585144043,18.54158592224121,18.44547843933105,0.19368569356796028,0.19990521927839477
299,299,299,299,2020-04-14,22.98038673400879,17.52800941467285,20.2192497253418,0.3110665444286962,0.13655981533312378
300,300,300,300,2020-04-15,20.953224182128903,20.17555809020996,20.22798728942871,0.03854496061233115,0.0358531416063923
301,301,301,301,2020-04-16,19.17945098876953,19.66876792907715,21.2590446472168,-0.024877864341682487,-0.09782159513548627
302,302,302,302,2020-04-17,22.2376766204834,21.241567611694336,20.6386661529541,0.04689432658636106,0.07747644424687894
303,303,303,303,2020-04-20,21.713415145874023,22.39495658874512,18.235769271850582,-0.030432809287677554,0.19070464328541736
304,304,304,304,2020-04-21,20.726043701171875,22.13282585144043,18.54158592224121,-0.06356089184956015,0.11781396629671992
305,305,305,305,2020-04-22,21.573606491088867,22.98038673400879,17.52800941467285,-0.06121656085265181,0.23080755952980092
306,306,306,306,2020-04-23,22.665828704833984,20.953224182128903,20.17555809020996,0.08173465371337785,0.12343007333375366
307,307,307,307,2020-04-24,22.508548736572266,19.17945098876953,19.66876792907715,0.1735762796209379,0.14438020814191166
308,308,308,308,2020-04-27,23.11145782470703,22.2376766204834,21.241567611694336,0.039292828074439345,0.08802976537302487
309,309,309,309,2020-04-28,24.841535568237305,21.713415145874023,22.39495658874512,0.14406395315283627,0.10924687305362957
310,310,310,310,2020-04-29,28.869665145874023,20.726043701171875,22.13282585144043,0.3929173151478831,0.30438224832438876
311,311,311,311,2020-04-30,28.03083610534668,21.573606491088867,22.98038673400879,0.2993115507564772,0.21977216614303985
312,312,312,312,2020-05-01,25.54930305480957,22.665828704833984,20.953224182128903,0.12721680674135794,0.2193494821002624
313,313,313,313,2020-05-04,27.550256729125977,22.508548736572266,19.17945098876953,0.22399080685117023,0.43644657739462644
314,314,314,314,2020-05-05,27.209482192993164,23.11145782470703,22.2376766204834,0.17731570199371793,0.22357576546149494
315,315,315,315,2020-05-06,25.802698135375977,24.841535568237305,21.713415145874023,0.03869175335391217,0.18832979344932754
316,316,316,316,2020-05-07,26.894916534423828,28.869665145874023,20.726043701171875,-0.06840220007651943,0.2976387062670893
317,317,317,317,2020-05-08,28.86091995239257,28.03083610534668,21.573606491088867,0.029613238931804675,0.3377883741558827
318,318,318,318,2020-05-11,28.57257652282715,25.54930305480957,22.665828704833984,0.11833095648565872,0.2606014496497726
319,319,319,319,2020-05-12,28.144420623779297,27.550256729125977,22.508548736572266,0.02156654656597712,0.25038806158345395
320,320,320,320,2020-05-13,27.130840301513672,27.209482192993164,23.11145782470703,-0.0028902384441459317,0.17391297889091906
321,321,321,321,2020-05-14,26.99103546142578,25.802698135375977,24.841535568237305,0.04605476992425728,0.08652846307684992
322,322,322,322,2020-05-15,26.475505828857425,26.894916534423828,28.869665145874023,-0.015594423021524695,-0.08292993025444795
323,323,323,323,2020-05-18,30.538578033447266,28.86091995239257,28.03083610534668,0.05812905769539123,0.08946368630161028
324,324,324,324,2020-05-19,30.654083251953125,28.57257652282715,25.54930305480957,0.07284980853802336,0.1998011525477834
325,325,325,325,2020-05-20,32.71546173095703,28.144420623779297,27.550256729125977,0.16241375753585952,0.18748300796668915
326,326,326,326,2020-05-21,31.71142768859864,27.130840301513672,27.209482192993164,0.16883322949748103,0.16545502276279223
327,327,327,327,2020-05-22,31.60481071472168,26.99103546142578,25.802698135375977,0.170937319536691,0.22486456838368007
328,328,328,328,2020-05-26,32.72435760498047,26.475505828857425,26.894916534423828,0.2360238862485491,0.2167488069016803
329,329,329,329,2020-05-27,32.50221633911133,30.538578033447266,28.86091995239257,0.06430025338813739,0.12616702422255588
330,330,330,330,2020-05-28,31.25828742980957,30.654083251953125,28.57257652282715,0.019710397890236875,0.09399610514077228
331,331,331,331,2020-05-29,31.222745895385746,32.71546173095703,28.144420623779297,-0.04562722812372233,0.10937603984661748
332,332,332,332,2020-06-01,32.43113327026367,31.71142768859864,27.130840301513672,0.022695464509905783,0.19536044257553975
333,333,333,333,2020-06-02,33.515140533447266,31.60481071472168,26.99103546142578,0.06044427337246305,0.24171377498078583
334,334,334,334,2020-06-03,34.28815078735352,32.72435760498047,26.475505828857425,0.04778682598600659,0.29508954461525616
335,335,335,335,2020-06-04,33.79946517944336,32.50221633911133,30.538578033447266,0.03991262708971011,0.10677927251310182
336,336,336,336,2020-06-05,36.92707061767578,31.25828742980957,30.654083251953125,0.18135296761204378,0.20463790465248932
337,337,337,337,2020-06-08,37.50460815429688,31.222745895385746,32.71546173095703,0.20119506080467775,0.14638785974425406
338,338,338,338,2020-06-09,35.9052619934082,32.43113327026367,31.71142768859864,0.10712326005363448,0.13224993671027274
339,339,339,339,2020-06-10,34.821266174316406,33.515140533447266,31.60481071472168,0.038971211818898954,0.1017710717721998
340,340,340,340,2020-06-11,31.391563415527344,34.28815078735352,32.72435760498047,-0.08447779496159136,-0.0407278946630959
341,341,341,341,2020-06-12,32.53775405883789,33.79946517944336,32.50221633911133,-0.03732932204420902,0.0010933937352388678
342,342,342,342,2020-06-15,33.621761322021484,36.92707061767578,31.25828742980957,-0.0895091118891016,0.07561111265353526
343,343,343,343,2020-06-16,34.332576751708984,37.50460815429688,31.222745895385746,-0.08457711088562536,0.09960145295173484
344,344,344,344,2020-06-17,32.99090576171875,35.9052619934082,32.43113327026367,-0.08116794224268564,0.017260343226067176
345,345,345,345,2020-06-18,34.1815299987793,34.821266174316406,33.515140533447266,-0.018371996363790166,0.0198832364932795
346,346,346,346,2020-06-19,33.932743072509766,31.391563415527344,34.28815078735352,0.08095103844765705,-0.010365321741843347
347,347,347,347,2020-06-22,34.30592727661133,32.53775405883789,33.79946517944336,0.05434220243278176,0.014984322813367923
348,348,348,348,2020-06-23,34.4747428894043,33.621761322021484,36.92707061767578,0.025369925127156634,-0.06641002622876979
349,349,349,349,2020-06-24,32.19123458862305,34.332576751708984,37.50460815429688,-0.06237056363616367,-0.14167255244513421
350,350,350,350,2020-06-25,32.599952697753906,32.99090576171875,35.9052619934082,-0.011850328293153134,-0.0920564037733832
351,351,351,351,2020-06-26,31.42710494995117,34.1815299987793,34.821266174316406,-0.08058226325522866,-0.09747380257150773
352,352,352,352,2020-06-29,31.45375633239746,33.932743072509766,31.391563415527344,-0.07305588984701417,0.0019811984528095294
353,353,353,353,2020-06-30,33.213043212890625,34.30592727661133,32.53775405883789,-0.03185700403631986,0.02075401863421833
354,354,354,354,2020-07-01,31.70254135131836,34.4747428894043,33.621761322021484,-0.0804125369978601,-0.05708267191362404
355,355,355,355,2020-07-02,32.04906463623047,32.19123458862305,34.332576751708984,-0.0044164181401984415,-0.06651152728770493
356,356,356,356,2020-07-06,32.30674362182617,32.599952697753906,32.99090576171875,-0.00899415648378954,-0.020737901069889708
357,357,357,357,2020-07-07,30.822906494140625,31.42710494995117,34.1815299987793,-0.0192253933912383,-0.09825843093502884
358,358,358,358,2020-07-08,30.343107223510746,31.45375633239746,33.932743072509766,-0.035310539610899916,-0.10578678656566154
359,359,359,359,2020-07-09,29.63227844238281,33.213043212890625,34.30592727661133,-0.1078120046861003,-0.13623444125397133
360,360,360,360,2020-07-10,32.164581298828125,31.70254135131836,34.4747428894043,0.014574224267688063,-0.0670102630783127
361,361,361,361,2020-07-13,31.373794555664062,32.04906463623047,32.19123458862305,-0.021069884198836597,-0.025393248920247413
362,362,362,362,2020-07-14,32.164581298828125,32.30674362182617,32.599952697753906,-0.004400391591989572,-0.01335497026521082
363,363,363,363,2020-07-15,33.381858825683594,30.822906494140625,31.42710494995117,0.08302112365780356,0.062199616504461375
364,364,364,364,2020-07-16,33.221927642822266,30.343107223510746,31.45375633239746,0.09487559721902583,0.05621494907441571
365,365,365,365,2020-07-17,33.70172119140625,29.63227844238281,33.213043212890625,0.1373314157038612,0.014713435784347473
366,366,366,366,2020-07-20,32.65326690673828,32.164581298828125,31.70254135131836,0.015193283673428759,0.02998893826473581
367,367,367,367,2020-07-21,34.24372482299805,31.373794555664062,32.04906463623047,0.0914753955643488,0.06847813537392855
368,368,368,368,2020-07-22,34.412540435791016,32.164581298828125,32.30674362182617,0.0698892709368113,0.06518133918462099
369,369,369,369,2020-07-23,34.54582214355469,33.381858825683594,30.822906494140625,0.03486813972670544,0.12078405552447768
370,370,370,370,2020-07-24,34.385887145996094,33.221927642822266,30.343107223510746,0.035035880990647694,0.13323552834275598
371,371,371,371,2020-07-27,34.225948333740234,33.70172119140625,29.63227844238281,0.015554907102716786,0.1550225002201362
372,372,372,372,2020-07-28,33.870540618896484,32.65326690673828,32.164581298828125,0.03727877261515311,0.05303844325592122
373,373,373,373,2020-07-29,35.46100234985352,34.24372482299805,31.373794555664062,0.03554746258321617,0.13027457634867368
374,374,374,374,2020-07-30,33.83500289916992,34.412540435791016,32.164581298828125,-0.016782763763073416,0.051933572050031795
375,375,375,375,2020-07-31,33.941627502441406,34.54582214355469,33.381858825683594,-0.017489658766914218,0.016768649094134114
376,376,376,376,2020-08-03,34.270389556884766,34.385887145996094,33.221927642822266,-0.003358866055162335,0.03155933410411316
377,377,377,377,2020-08-04,33.48847579956055,34.225948333740234,33.70172119140625,-0.021547176048667183,-0.006327433267713345
378,378,378,378,2020-08-05,32.36893844604492,33.870540618896484,32.65326690673828,-0.04433357559146289,-0.008707504260000554
379,379,379,379,2020-08-06,31.746967315673828,35.46100234985352,34.24372482299805,-0.10473576007630914,-0.07291138800553021
380,380,380,380,2020-08-07,32.582176208496094,33.83500289916992,34.412540435791016,-0.037027533126192336,-0.05318887254807958
381,381,381,381,2020-08-10,32.99090576171875,33.941627502441406,34.54582214355469,-0.0280104936233323,-0.04501025841488171
382,382,382,382,2020-08-11,32.83097457885742,34.270389556884766,34.385887145996094,-0.04200171041645406,-0.045219498352239706
383,383,383,383,2020-08-12,33.87942886352539,33.48847579956055,34.225948333740234,0.011674256729533594,-0.010124466584122138
384,384,384,384,2020-08-13,33.106414794921875,32.36893844604492,33.870540618896484,0.022783457977969768,-0.02256018976999441
385,385,385,385,2020-08-14,34.074893951416016,31.746967315673828,35.46100234985352,0.07332752803109055,-0.03908824642807174
386,386,386,386,2020-08-17,34.34146499633789,32.582176208496094,33.83500289916992,0.053995435313588525,0.014968584417659248
387,387,387,387,2020-08-18,33.59275436401367,32.99090576171875,33.941627502441406,0.018242863855932212,-0.010278621389108067
388,388,388,388,2020-08-19,33.53863525390625,32.83097457885742,34.270389556884766,0.021554665498859427,-0.021352377736001293
389,389,389,389,2020-08-20,32.13141250610352,33.87942886352539,33.48847579956055,-0.05159521326239902,-0.0405232922985056
390,390,390,390,2020-08-21,31.93295860290528,33.106414794921875,32.36893844604492,-0.03544497944841152,-0.013469080670234779
391,391,391,391,2020-08-24,33.20486831665039,34.074893951416016,31.746967315673828,-0.02553274666110794,0.045922528173479416
392,392,392,392,2020-08-25,32.880123138427734,34.34146499633789,32.582176208496094,-0.04255327657297059,0.009144476048040806
393,393,393,393,2020-08-26,31.86981773376465,33.59275436401367,32.99090576171875,-0.051288936047909295,-0.033981729269614847
394,394,394,394,2020-08-27,31.55409240722656,33.53863525390625,32.83097457885742,-0.059171842612425696,-0.03889260638802827
395,395,395,395,2020-08-28,33.45743942260742,32.13141250610352,33.87942886352539,0.041268864736401234,-0.012455624403169385
396,396,396,396,2020-08-31,31.98708724975586,31.93295860290528,33.106414794921875,0.001695071462800568,-0.03380998975877347
397,397,397,397,2020-09-01,31.54507827758789,33.20486831665039,34.074893951416016,-0.049986346075349686,-0.07424280402560124
398,398,398,398,2020-09-02,31.58115005493164,32.880123138427734,34.34146499633789,-0.039506332686995216,-0.08037848535875236
399,399,399,399,2020-09-03,30.90460586547852,31.86981773376465,33.59275436401367,-0.030286080590399167,-0.08002167578776564
400,400,400,400,2020-09-04,30.345335006713867,31.55409240722656,33.53863525390625,-0.03830746848658717,-0.09521258760284401
401,401,401,401,2020-09-08,29.163633346557617,33.45743942260742,32.13141250610352,-0.12833636255942682,-0.09236379381025228
402,402,402,402,2020-09-09,28.65847969055176,31.98708724975586,31.93295860290528,-0.10406097726917929,-0.10254229659933878
403,403,403,403,2020-09-10,27.305389404296875,31.54507827758789,33.20486831665039,-0.13440096220345166,-0.17766909526923969
404,404,404,404,2020-09-11,28.18941116333008,31.58115005493164,32.880123138427734,-0.10739757373312986,-0.1426610221424479
405,405,405,405,2020-09-14,28.883995056152344,30.90460586547852,31.86981773376465,-0.06538218989497824,-0.0936881002130413
406,406,406,406,2020-09-15,28.04507827758789,30.345335006713867,31.55409240722656,-0.07580264737947517,-0.11120630834037326
407,407,407,407,2020-09-16,29.190698623657227,29.163633346557617,33.45743942260742,0.0009280488743630411,-0.1275274161018769
408,408,408,408,2020-09-17,28.97420120239257,28.65847969055176,31.98708724975586,0.011016687390605018,-0.09419069713470973
409,409,409,409,2020-09-18,29.118532180786133,27.305389404296875,31.54507827758789,0.06640237755422507,-0.07692312808511137
410,410,410,410,2020-09-21,28.18941116333008,28.18941116333008,31.58115005493164,0.0,-0.10739757373312986
411,411,411,411,2020-09-22,27.999975204467773,28.883995056152344,30.90460586547852,-0.030605871866616008,-0.09398698283530982
412,412,412,412,2020-09-23,25.916215896606445,28.04507827758789,30.345335006713867,-0.07590859115849635,-0.14595716636931133
413,413,413,413,2020-09-24,25.81698608398437,29.190698623657227,29.163633346557617,-0.11557491594047264,-0.11475412623675274
414,414,414,414,2020-09-25,25.82600784301757,28.97420120239257,28.65847969055176,-0.10865505272721843,-0.09883538408591896
415,415,415,415,2020-09-28,27.0167293548584,29.118532180786133,27.305389404296875,-0.07218093318984697,-0.01057154121351045
416,416,416,416,2020-09-29,26.54765510559082,28.18941116333008,28.18941116333008,-0.05824016855928238,-0.05824016855928238
417,417,417,417,2020-09-30,26.466472625732425,27.999975204467773,28.883995056152344,-0.054767997740607144,-0.08369764728598306
418,418,418,418,2020-10-01,24.99611091613769,25.916215896606445,28.04507827758789,-0.035503060483040416,-0.10871666433845428
419,419,419,419,2020-10-02,25.501266479492188,25.81698608398437,29.190698623657227,-0.012229142606543064,-0.12639067641824053
420,420,420,420,2020-10-05,26.376264572143555,25.82600784301757,28.97420120239257,0.02130630225432828,-0.0896637878677563
421,421,421,421,2020-10-06,26.00641632080078,27.0167293548584,29.118532180786133,-0.03739583059027585,-0.10687749783070732
422,422,422,422,2020-10-07,26.34920120239257,26.54765510559082,28.18941116333008,-0.007475383509726874,-0.06528018447335748
423,423,423,423,2020-10-08,28.0721378326416,26.466472625732425,27.999975204467773,0.060667895930644145,0.002577239002780063
424,424,424,424,2020-10-09,27.170074462890625,24.99611091613769,25.916215896606445,0.08697207153731279,0.048381236338147726
425,425,425,425,2020-10-12,27.503841400146484,25.501266479492188,25.81698608398437,0.07852844964640271,0.06533897143046286
426,426,426,426,2020-10-13,26.502553939819336,26.376264572143555,25.82600784301757,0.004787992906666538,0.0261963095850557
427,427,427,427,2020-10-14,26.98064613342285,26.00641632080078,27.0167293548584,0.037461132691429366,-0.001335588070695115
428,428,428,428,2020-10-15,27.5489444732666,26.34920120239257,26.54765510559082,0.04553243423429065,0.03771667831653103
429,429,429,429,2020-10-16,26.493532180786133,28.0721378326416,26.466472625732425,-0.056233895019562885,0.0010224088202595016
430,430,430,430,2020-10-19,25.48322296142578,27.170074462890625,24.99611091613769,-0.06208490535308531,0.01948751335447163
431,431,431,431,2020-10-20,26.376264572143555,27.503841400146484,25.501266479492188,-0.04099706697686689,0.03431194655979253
432,432,432,432,2020-10-21,25.997398376464844,26.502553939819336,26.376264572143555,-0.019060637118278212,-0.014363906406930638
433,433,433,433,2020-10-22,26.61982154846192,26.98064613342285,26.00641632080078,-0.013373459745055993,0.023586687996320244
434,434,434,434,2020-10-23,26.96260643005371,27.5489444732666,26.34920120239257,-0.02128350303155424,0.023279841500676746
435,435,435,435,2020-10-26,25.7989444732666,26.493532180786133,28.0721378326416,-0.026217255697723263,-0.08097685231267948
436,436,436,436,2020-10-27,25.42909812927246,25.48322296142578,27.170074462890625,-0.00212393982642034,-0.06407698057640665
437,437,437,437,2020-10-28,24.806678771972656,26.376264572143555,27.503841400146484,-0.059507508952900245,-0.09806494259959864
438,438,438,438,2020-10-29,26.00641632080078,25.997398376464844,26.502553939819336,0.0003468787224532033,-0.01872037012527772
439,439,439,439,2020-10-30,26.61079978942871,26.61982154846192,26.98064613342285,-0.00033891132653862677,-0.013707838654612003
440,440,440,440,2020-11-02,28.23450469970703,26.96260643005371,27.5489444732666,0.04717267497683775,0.024885172174407444
441,441,441,441,2020-11-03,28.78476524353028,25.7989444732666,26.493532180786133,0.11573422212515894,0.08648273273300333
442,442,442,442,2020-11-04,28.5953369140625,25.42909812927246,25.48322296142578,0.12451242937103046,0.12212403263698457
443,443,443,443,2020-11-05,28.71259880065918,24.806678771972656,26.376264572143555,0.15745437204997992,0.0885771456426423
444,444,444,444,2020-11-06,28.487091064453125,26.00641632080078,25.997398376464844,0.09538702730326665,0.0957669937558896
445,445,445,445,2020-11-09,32.89815902709961,26.61079978942871,26.61982154846192,0.23627096094152678,0.2358519747101928
446,446,446,446,2020-11-10,33.953575134277344,28.23450469970703,26.96260643005371,0.20255607439891277,0.25928386123795466
447,447,447,447,2020-11-11,33.547645568847656,28.78476524353028,25.7989444732666,0.16546531767834693,0.3003495396337017
448,448,448,448,2020-11-12,31.30151557922364,28.5953369140625,25.42909812927246,0.09463706174520725,0.23093298158266973
449,449,449,449,2020-11-13,33.88141250610352,28.71259880065918,24.806678771972656,0.18001901330246972,0.36581816604904716
450,450,450,450,2020-11-16,36.740943908691406,28.487091064453125,26.00641632080078,0.2897401080918942,0.4127645829965738
451,451,451,451,2020-11-17,37.16189193725586,32.89815902709961,26.61079978942871,0.12960399719157634,0.39649661909141964
452,452,452,452,2020-11-18,35.26765441894531,33.953575134277344,28.23450469970703,0.038702236199608775,0.2490976836335741
453,453,453,453,2020-11-19,35.76180648803711,33.547645568847656,28.78476524353028,0.06600048622325749,0.242386595321461
454,454,454,454,2020-11-20,35.01142501831055,31.30151557922364,28.5953369140625,0.11852171917034449,0.22437532817082384
455,455,455,455,2020-11-23,37.72010040283203,33.88141250610352,28.71259880065918,0.11329775274383835,0.313712515704641
456,456,456,456,2020-11-24,38.845664978027344,36.740943908691406,28.487091064453125,0.0572854381359007,0.3636234352653822
457,457,457,457,2020-11-25,37.95801544189453,37.16189193725586,32.89815902709961,0.021423115539511484,0.15380363413730547
458,458,458,458,2020-11-27,37.90311050415039,35.26765441894531,33.953575134277344,0.07472728562831055,0.11632163488686209
459,459,459,459,2020-11-30,35.57877349853516,35.76180648803711,33.547645568847656,-0.0051181136378882774,0.06054457459672258
460,460,460,460,2020-12-01,36.10039138793945,35.01142501831055,31.30151557922364,0.031103171866309065,0.1533112924378992
461,461,461,461,2020-12-02,37.13443756103516,37.72010040283203,33.88141250610352,-0.015526545145486792,0.09601208492549218
462,462,462,462,2020-12-03,37.50962829589844,38.845664978027344,36.740943908691406,-0.03439345633250512,0.020921737588380118
463,463,463,463,2020-12-04,39.266597747802734,37.95801544189453,37.16189193725586,0.03447446581898772,0.05663613182290228
464,464,464,464,2020-12-07,38.62604141235352,37.90311050415039,35.26765441894531,0.01907312879041867,0.09522569756167654
465,465,465,465,2020-12-08,38.845664978027344,35.57877349853516,35.76180648803711,0.09182136308399391,0.08623329727545603
466,466,466,466,2020-12-09,39.019527435302734,36.10039138793945,35.01142501831055,0.08086161770363853,0.11447984236277153
467,467,467,467,2020-12-10,40.10848236083984,37.13443756103516,37.72010040283203,0.0800885914837528,0.06331854720695507
468,468,468,468,2020-12-11,39.266597747802734,37.50962829589844,38.845664978027344,0.046840492207607776,0.010836029451767315
469,469,469,469,2020-12-14,37.29914855957031,39.266597747802734,37.95801544189453,-0.05010490597807182,-0.0173577800275887
470,470,470,470,2020-12-15,38.662635803222656,38.62604141235352,37.90311050415039,0.000947402051338031,0.020038600763098158
471,471,471,471,2020-12-16,38.11358642578125,38.845664978027344,35.57877349853516,-0.018845823662954064,0.07124509020386682
472,472,472,472,2020-12-17,37.13443756103516,39.019527435302734,36.10039138793945,-0.04831144809206589,0.028643627765242652
473,473,473,473,2020-12-18,36.92396545410156,40.10848236083984,37.13443756103516,-0.07939759171360461,-0.00566784151739641
474,474,474,474,2020-12-21,36.37491226196289,39.266597747802734,37.50962829589844,-0.0736423742238187,-0.03025132707219136
475,475,475,475,2020-12-22,36.301700592041016,37.29914855957031,39.266597747802734,-0.026741842804703042,-0.07550685126336487
476,476,476,476,2020-12-23,37.80244827270508,38.662635803222656,38.62604141235352,-0.022248548570138582,-0.021322224839355086
477,477,477,477,2020-12-24,37.7109489440918,38.11358642578125,38.845664978027344,-0.010564145740351916,-0.02921087937553357
478,478,478,478,2020-12-28,37.31745147705078,37.13443756103516,39.019527435302734,0.004928414917145574,-0.043621132036366195
479,479,479,479,2020-12-29,37.27169799804688,36.92396545410156,40.10848236083984,0.009417529771486022,-0.0707277911258658
480,480,480,480,2020-12-30,38.04037857055664,36.37491226196289,39.266597747802734,0.04578612579459951,-0.03122804743924401
481,481,481,481,2020-12-31,37.84820556640625,36.301700592041016,37.29914855957031,0.04260144701607449,0.014720363012014737
482,482,482,482,2021-01-04,37.29000854492188,37.80244827270508,38.662635803222656,-0.013555728562512193,-0.03550268184732408
