,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,WST,WST_6m,WST_12m,WST_6m_ret,WST_12m_ret
245,245,245,245,2020-01-27,154.03456115722656,156.7183837890625,148.22732543945312,-0.017125129591996524,0.039177902593577674
246,246,246,246,2020-01-28,155.8573455810547,155.9563751220703,149.88992309570312,-0.0006349823207811855,0.03981203247093146
247,247,247,247,2020-01-29,156.63003540039062,156.13470458984375,151.0478057861328,0.0031724581146008735,0.036956707746960804
248,248,248,248,2020-01-30,156.47152709960938,155.74835205078125,154.32347106933594,0.00464322761240088,0.013919179081374633
249,249,249,249,2020-01-31,154.49026489257812,155.0846405029297,154.86776733398438,-0.003832588504084189,-0.0024375791548162384
250,250,250,250,2020-02-03,156.80831909179688,154.2921142578125,155.56056213378906,0.016308058555604132,0.00802103657181874
251,251,251,251,2020-02-04,157.4522247314453,154.03456115722656,156.7183837890625,0.022187641192616958,0.004682545369856239
252,252,252,252,2020-02-05,158.0763702392578,155.8573455810547,155.9563751220703,0.0142375365750671,0.013593513670269175
253,253,253,253,2020-02-06,158.8787841796875,156.63003540039062,156.13470458984375,0.01435707253432228,0.01757507786018664
254,254,254,254,2020-02-07,157.60081481933594,156.47152709960938,155.74835205078125,0.007217209038981709,0.011893947795676763
255,255,255,255,2020-02-10,158.56178283691406,154.49026489257812,155.0846405029297,0.026354527563060337,0.022420932999607235
256,256,256,256,2020-02-11,160.6817169189453,156.80831909179688,154.2921142578125,0.024701481717184448,0.0414123734830425
257,257,257,257,2020-02-12,160.6817169189453,157.4522247314453,154.03456115722656,0.020510933986536584,0.04315366442297219
258,258,258,258,2020-02-13,172.7477264404297,158.0763702392578,155.8573455810547,0.09281182367083662,0.10837077198001577
259,259,259,259,2020-02-14,172.93592834472656,158.8787841796875,156.63003540039062,0.08847716350309431,0.10410450909146163
260,260,260,260,2020-02-18,171.59860229492188,157.60081481933594,156.47152709960938,0.08881798924473938,0.09667621627852241
261,261,261,261,2020-02-19,173.1241455078125,158.56178283691406,154.49026489257812,0.09184030609618143,0.12061524153765335
262,262,262,262,2020-02-20,170.06307983398438,160.6817169189453,156.80831909179688,0.058384756492062095,0.08452842820429729
263,263,263,263,2020-02-21,168.56723022460938,160.6817169189453,157.4522247314453,0.04907536125993639,0.07059287674164083
264,264,264,264,2020-02-24,165.3278350830078,172.7477264404297,158.0763702392578,-0.042952179518151556,0.045873174040968134
265,265,265,265,2020-02-25,161.0482635498047,172.93592834472656,158.8787841796875,-0.06874028380745312,0.013654934365960214
266,266,266,266,2020-02-26,156.8182373046875,171.59860229492188,157.60081481933594,-0.08613336468109312,-0.004965567694212303
267,267,267,267,2020-02-27,153.3608856201172,173.1241455078125,158.56178283691406,-0.11415657723378314,-0.032800446133644745
268,268,268,268,2020-02-28,149.15069580078125,170.06307983398438,160.6817169189453,-0.12296839533670567,-0.07176311866259677
269,269,269,269,2020-03-02,155.02520751953125,168.56723022460938,160.6817169189453,-0.0803360338010769,-0.03520319242211889
270,270,270,270,2020-03-03,152.53866577148438,165.3278350830078,172.7477264404297,-0.0773564191722601,-0.11698597188724336
271,271,271,271,2020-03-04,157.4126434326172,161.0482635498047,172.93592834472656,-0.022574724104759913,-0.08976321497037687
272,272,272,272,2020-03-05,152.04335021972656,156.8182373046875,171.59860229492188,-0.030448544550871648,-0.11395927364015601
273,273,273,273,2020-03-06,148.54641723632812,153.3608856201172,173.1241455078125,-0.03139306586762125,-0.14196591815308202
274,274,274,274,2020-03-09,138.4913787841797,149.15069580078125,170.06307983398438,-0.07146676024119314,-0.18564700275112622
275,275,275,275,2020-03-10,142.1963653564453,155.02520751953125,168.56723022460938,-0.08275326553889417,-0.1564412302024889
276,276,276,276,2020-03-11,146.44622802734375,152.53866577148438,165.3278350830078,-0.03994028473585576,-0.1142070665002296
277,277,277,277,2020-03-12,141.42372131347656,157.4126434326172,161.0482635498047,-0.10157330294745304,-0.12185503776176498
278,278,278,278,2020-03-13,144.7423553466797,152.04335021972656,156.8182373046875,-0.048019165997695956,-0.07700559683339103
279,279,279,279,2020-03-16,129.24871826171875,148.54641723632812,153.3608856201172,-0.12991022828849474,-0.15722501380257747
280,280,280,280,2020-03-17,141.75059509277344,138.4913787841797,149.15069580078125,0.02353371261956161,-0.049614925818998734
281,281,281,281,2020-03-18,142.14688110351562,142.1963653564453,155.02520751953125,-0.0003479994218251736,-0.08307246687215764
282,282,282,282,2020-03-19,137.9762725830078,146.44622802734375,152.53866577148438,-0.057836624120864766,-0.09546689762117255
283,283,283,283,2020-03-20,129.4270477294922,141.42372131347656,157.4126434326172,-0.08482787380055445,-0.17778492942407542
284,284,284,284,2020-03-23,127.75285339355467,144.7423553466797,152.04335021972656,-0.11737754240928722,-0.15976033671363
285,285,285,285,2020-03-24,134.2118377685547,129.24871826171875,148.54641723632812,0.03839975802921303,-0.09649899159107966
286,286,286,286,2020-03-25,134.0434112548828,141.75059509277344,138.4913787841797,-0.054371439025327595,-0.03211728822649995
287,287,287,287,2020-03-26,145.059326171875,142.14688110351562,142.1963653564453,0.02048898326681159,0.02013385369065568
288,288,288,288,2020-03-27,139.75941467285156,137.9762725830078,146.44622802734375,0.012923541536976835,-0.045660536598072454
289,289,289,289,2020-03-30,150.38894653320312,129.4270477294922,141.42372131347656,0.16195918219136196,0.06339265532303773
290,290,290,290,2020-03-31,150.82484436035156,127.75285339355467,144.7423553466797,0.18059863520794672,0.04202286883547934
291,291,291,291,2020-04-01,148.3978271484375,134.2118377685547,129.24871826171875,0.10569849586849589,0.1481570505631109
292,292,292,292,2020-04-02,154.22274780273438,134.0434112548828,141.75059509277344,0.15054329309391168,0.08798659858745639
293,293,293,293,2020-04-03,149.9333038330078,145.059326171875,142.14688110351562,0.03359989178053824,0.054777302667808
294,294,294,294,2020-04-06,159.7901611328125,139.75941467285156,137.9762725830078,0.14332305631680597,0.15809883932529956
295,295,295,295,2020-04-07,156.65972900390625,150.38894653320312,129.4270477294922,0.041697096862891136,0.21040950676192094
296,296,296,296,2020-04-08,163.24746704101562,150.82484436035156,127.75285339355467,0.08236456489213317,0.2778381281090956
297,297,297,297,2020-04-09,161.40489196777344,148.3978271484375,134.2118377685547,0.08764996812470449,0.20261293378690315
298,298,298,298,2020-04-13,158.38345336914062,154.22274780273438,134.0434112548828,0.026978546457544494,0.18158327877806202
299,299,299,299,2020-04-14,165.52593994140625,149.9333038330078,145.059326171875,0.10399714879734234,0.14109133352295578
300,300,300,300,2020-04-15,163.46543884277344,159.7901611328125,139.75941467285156,0.023000650878036044,0.16962023077595778
301,301,301,301,2020-04-16,166.01138305664062,156.65972900390625,150.38894653320312,0.05969405227619906,0.10388021781898948
302,302,302,302,2020-04-17,168.388916015625,163.24746704101562,150.82484436035156,0.03149481623085526,0.11645343795820051
303,303,303,303,2020-04-20,168.77523803710938,161.40489196777344,148.3978271484375,0.04566370931810115,0.13731610010899287
304,304,304,304,2020-04-21,163.80743408203125,158.38345336914062,154.22274780273438,0.034245879841052984,0.06214833035886902
305,305,305,305,2020-04-22,168.6859893798828,165.52593994140625,149.9333038330078,0.01909096205461913,0.12507351647344
306,306,306,306,2020-04-23,185.84019470214844,163.46543884277344,159.7901611328125,0.13687759331742155,0.16302651793237755
307,307,307,307,2020-04-24,193.89170837402344,166.01138305664062,156.65972900390625,0.16794225073030367,0.23766145650098003
308,308,308,308,2020-04-27,196.1723480224609,168.388916015625,163.24746704101562,0.16499561054397338,0.20168693320780884
309,309,309,309,2020-04-28,191.3929901123047,168.77523803710938,161.40489196777344,0.13401108088037317,0.18579423324120037
310,310,310,310,2020-04-29,188.00181579589844,163.80743408203125,158.38345336914062,0.14770014468178028,0.18700414593011172
311,311,311,311,2020-04-30,187.6646423339844,168.6859893798828,165.52593994140625,0.11250876865275061,0.13374763134053147
312,312,312,312,2020-05-01,190.0245819091797,185.84019470214844,163.46543884277344,0.02251605049024885,0.16247558660978934
313,313,313,313,2020-05-04,186.7326202392578,193.89170837402344,166.01138305664062,-0.036923126805172624,0.12481817090546987
314,314,314,314,2020-05-05,193.1579742431641,196.1723480224609,168.388916015625,-0.01536594637156341,0.1470943504692479
315,315,315,315,2020-05-06,195.35926818847656,191.3929901123047,168.77523803710938,0.020723214961240632,0.157511436277886
316,316,316,316,2020-05-07,196.30123901367188,188.00181579589844,163.80743408203125,0.044145441801389795,0.19836587462427646
317,317,317,317,2020-05-08,198.3240661621093,187.6646423339844,168.6859893798828,0.0568003844280609,0.17569969439181565
318,318,318,318,2020-05-11,208.47772216796875,190.0245819091797,185.84019470214844,0.09710922699258218,0.12181179374086515
319,319,319,319,2020-05-12,203.9363250732422,186.7326202392578,193.89170837402344,0.0921301527924876,0.051805292673178016
320,320,320,320,2020-05-13,202.15151977539065,193.1579742431641,196.1723480224609,0.0465605707839154,0.030479177178657002
321,321,321,321,2020-05-14,208.57687377929688,195.35926818847656,191.3929901123047,0.06765793971990308,0.08978324470979371
322,322,322,322,2020-05-15,212.3646850585937,196.30123901367188,188.00181579589844,0.08183058917831398,0.12958847849184862
323,323,323,323,2020-05-18,216.5590667724609,198.3240661621093,187.6646423339844,0.09194547572177347,0.1539683985172522
324,324,324,324,2020-05-19,209.78665161132807,208.47772216796875,190.0245819091797,0.006278509903829166,0.10399743813983742
325,325,325,325,2020-05-20,208.319091796875,203.9363250732422,186.7326202392578,0.02149085859058597,0.115600967468666
326,326,326,326,2020-05-21,209.24127197265625,202.15151977539065,193.1579742431641,0.035071476114268085,0.08326499484429828
327,327,327,327,2020-05-22,209.65771484375,208.57687377929688,195.35926818847656,0.0051819794058127755,0.07319052117598401
328,328,328,328,2020-05-26,204.2140045166016,212.3646850585937,196.30123901367188,-0.038380583568982996,0.04030929984287379
329,329,329,329,2020-05-27,199.59327697753903,216.5590667724609,198.3240661621093,-0.07834255128531686,0.00639968128927082
330,330,330,330,2020-05-28,204.2932891845703,209.78665161132807,208.47772216796875,-0.026185471690235662,-0.02007136752975014
331,331,331,331,2020-05-29,214.2189483642578,208.319091796875,203.9363250732422,0.028321247546218897,0.050420754062929785
332,332,332,332,2020-06-01,210.3518218994141,209.24127197265625,202.15151977539065,0.0053075089645935325,0.04056512725273964
333,333,333,333,2020-06-02,209.53872680664065,209.65771484375,208.57687377929688,-0.0005675347420343035,0.0046115037104330625
334,334,334,334,2020-06-03,207.60516357421875,204.2140045166016,212.3646850585937,0.016605908422610005,-0.02241201960232575
335,335,335,335,2020-06-04,203.6586761474609,199.59327697753903,216.5590667724609,0.020368417370988823,-0.0595698476968155
336,336,336,336,2020-06-05,203.99581909179688,204.2932891845703,209.78665161132807,-0.001456093315452378,-0.027603436515397872
337,337,337,337,2020-06-08,205.9095764160156,214.2189483642578,208.319091796875,-0.038789154795555114,-0.011566464504409568
338,338,338,338,2020-06-09,204.5511169433593,210.3518218994141,209.24127197265625,-0.02757620496783042,-0.02241505695831303
339,339,339,339,2020-06-10,211.0756225585937,209.53872680664065,209.65771484375,0.007334662071184939,0.006762964653604042
340,340,340,340,2020-06-11,202.0523834228516,207.60516357421875,204.2140045166016,-0.02674683064605976,-0.010585077643753271
341,341,341,341,2020-06-12,199.0379943847656,203.6586761474609,199.59327697753903,-0.022688361969659843,-0.002782070624733124
342,342,342,342,2020-06-15,207.60516357421875,203.99581909179688,204.2932891845703,0.017693227726386374,0.016211371420312704
343,343,343,343,2020-06-16,208.705810546875,205.9095764160156,214.2189483642578,0.01357991298670802,-0.025735995155798608
344,344,344,344,2020-06-17,209.46929931640625,204.5511169433593,210.3518218994141,0.024043781557099964,-0.004195459659150691
345,345,345,345,2020-06-18,210.85748291015625,211.0756225585937,209.53872680664065,-0.0010334668011077186,0.006293615140329223
346,346,346,346,2020-06-19,214.76426696777344,202.0523834228516,207.60516357421875,0.06291380150818937,0.034484226067890145
347,347,347,347,2020-06-22,215.964111328125,199.0379943847656,203.6586761474609,0.08503962771368712,0.060421855888693976
348,348,348,348,2020-06-23,215.706298828125,207.60516357421875,203.99581909179688,0.03902183892940658,0.05740548893827313
349,349,349,349,2020-06-24,214.6849670410156,208.705810546875,205.9095764160156,0.028648730375418596,0.042617690627804405
350,350,350,350,2020-06-25,221.47726440429688,209.46929931640625,204.5511169433593,0.057325656442629436,0.08274776356085356
351,351,351,351,2020-06-26,220.5748748779297,210.85748291015625,211.0756225585937,0.04608511793681003,0.04500402369628942
352,352,352,352,2020-06-29,218.2744598388672,214.76426696777344,202.0523834228516,0.01634439900386453,0.0802864887867536
353,353,353,353,2020-06-30,225.255126953125,215.964111328125,199.0379943847656,0.043021109238301714,0.13171923606544378
354,354,354,354,2020-07-01,223.093505859375,215.706298828125,207.60516357421875,0.03424659859903367,0.07460480278285164
355,355,355,355,2020-07-02,227.79351806640625,214.6849670410156,208.705810546875,0.06105947335793793,0.09145748012245303
356,356,356,356,2020-07-06,232.17628479003903,221.47726440429688,209.46929931640625,0.048307533572437444,0.1084024510882311
357,357,357,357,2020-07-07,228.8743591308593,220.5748748779297,210.85748291015625,0.037626607552300406,0.08544575213572014
358,358,358,358,2020-07-08,230.3418884277344,218.2744598388672,214.76426696777344,0.055285573024785206,0.0725335814933239
359,359,359,359,2020-07-09,233.94126892089844,225.255126953125,215.964111328125,0.03856135079039058,0.08324141211342218
360,360,360,360,2020-07-10,230.2724609375,223.093505859375,215.706298828125,0.03217913067648959,0.06752775504706676
361,361,361,361,2020-07-13,227.1093292236328,227.79351806640625,214.6849670410156,-0.003003548338781026,0.05787252993938563
362,362,362,362,2020-07-14,231.3135986328125,232.17628479003903,221.47726440429688,-0.003715651484416993,0.04441238812919335
363,363,363,363,2020-07-15,239.1866912841797,228.8743591308593,220.5748748779297,0.04505673852012548,0.0843786782903091
364,364,364,364,2020-07-16,238.3339233398437,230.3418884277344,218.2744598388672,0.03469640266762264,0.091900186195786
365,365,365,365,2020-07-17,244.8584747314453,233.94126892089844,225.255126953125,0.04666643837961848,0.0870273100705039
366,366,366,366,2020-07-20,249.71714782714844,230.2724609375,223.093505859375,0.08444208573827705,0.11933848932633384
367,367,367,367,2020-07-21,250.7285614013672,227.1093292236328,227.79351806640625,0.10399939209224063,0.10068347655210674
368,368,368,368,2020-07-22,253.2174224853516,231.3135986328125,232.17628479003903,0.09469319565301149,0.0906256972556021
369,369,369,369,2020-07-23,259.8509521484375,239.1866912841797,228.8743591308593,0.08639385725565485,0.13534322121189324
370,370,370,370,2020-07-24,260.44598388671875,238.3339233398437,230.3418884277344,0.09277764674458511,0.13069310000221246
371,371,371,371,2020-07-27,264.77911376953125,244.8584747314453,233.94126892089844,0.08135572624118637,0.13181874660626836
372,372,372,372,2020-07-28,262.229248046875,249.71714782714844,230.2724609375,0.05010509021345744,0.13877815427546336
373,373,373,373,2020-07-29,267.5075378417969,250.7285614013672,227.1093292236328,0.06692088187579803,0.17788000500139844
374,374,374,374,2020-07-30,266.8526916503906,253.2174224853516,231.3135986328125,0.05384806871189052,0.153640310070974
375,375,375,375,2020-07-31,266.7634582519531,259.8509521484375,239.1866912841797,0.026601811716921997,0.11529390209679047
376,376,376,376,2020-08-03,276.4569091796875,260.44598388671875,238.3339233398437,0.061475032381120176,0.15995618796357292
377,377,377,377,2020-08-04,272.2898254394531,264.77911376953125,244.8584747314453,0.02836595214401738,0.11202941102240316
378,378,378,378,2020-08-05,272.4981994628906,262.229248046875,249.71714782714844,0.03916020616502691,0.09122742204116063
379,379,379,379,2020-08-06,271.7441101074219,267.5075378417969,250.7285614013672,0.015837207055191538,0.08381792879357253
380,380,380,380,2020-08-07,271.4067687988281,266.8526916503906,253.2174224853516,0.01706588425348876,0.07183291787329038
381,381,381,381,2020-08-10,264.2929992675781,266.7634582519531,259.8509521484375,-0.009260859791530018,0.017094596276880925
382,382,382,382,2020-08-11,262.4773254394531,276.4569091796875,260.44598388671875,-0.050566953749555665,0.007799473512396071
383,383,383,383,2020-08-12,270.3054504394531,272.2898254394531,264.77911376953125,-0.007287730993243646,0.02087149772218111
384,384,384,384,2020-08-13,273.00421142578125,272.4981994628906,262.229248046875,0.0018569369041263606,0.04108986110115431
385,385,385,385,2020-08-14,270.3352966308594,271.7441101074219,267.5075378417969,-0.005184338589732773,0.010570763021768848
386,386,386,386,2020-08-17,272.8355407714844,271.4067687988281,266.8526916503906,0.005264319600353451,0.022420044122815064
387,387,387,387,2020-08-18,273.15301513671875,264.2929992675781,266.7634582519531,0.033523460302368635,0.02395214444525151
388,388,388,388,2020-08-19,272.7660827636719,262.4773254394531,276.4569091796875,0.03919865194828831,-0.013350458221381256
389,389,389,389,2020-08-20,273.311767578125,270.3054504394531,272.2898254394531,0.011121925709542069,0.0037531411136002557
390,390,390,390,2020-08-21,269.3529968261719,273.00421142578125,272.4981994628906,-0.013374206136017808,-0.011542104288828736
391,391,391,391,2020-08-24,267.5572204589844,270.3352966308594,271.7441101074219,-0.01027640935718599,-0.015407471561324382
392,392,392,392,2020-08-25,272.4486083984375,272.8355407714844,271.4067687988281,-0.0014181890378092143,0.0038386647621952985
393,393,393,393,2020-08-26,271.96240234375,273.15301513671875,264.2929992675781,-0.004358775949710125,0.029018563100141614
394,394,394,394,2020-08-27,271.77392578125,272.7660827636719,262.4773254394531,-0.003637391322151684,0.035418679789700036
395,395,395,395,2020-08-28,269.4621276855469,273.311767578125,270.3054504394531,-0.014085159693966398,-0.0031198880841477594
396,396,396,396,2020-08-31,281.73516845703125,269.3529968261719,273.00421142578125,0.04597005333803761,0.03198103423259302
397,397,397,397,2020-09-01,279.5426025390625,267.5572204589844,270.3352966308594,0.04479558450905441,0.03405883738805904
398,398,398,398,2020-09-02,285.7633972167969,272.4486083984375,272.8355407714844,0.048870827040112585,0.04738332993112637
399,399,399,399,2020-09-03,265.2057189941406,271.96240234375,273.15301513671875,-0.024844181737552096,-0.029094667465414337
400,400,400,400,2020-09-04,261.5943298339844,271.77392578125,272.7660827636719,-0.037456116947212736,-0.04095726571461911
401,401,401,401,2020-09-08,260.5624084472656,269.4621276855469,273.311767578125,-0.03302771827240569,-0.046647677280177935
402,402,402,402,2020-09-09,270.4344787597656,281.73516845703125,269.3529968261719,-0.04011103675538874,0.004015110083559481
403,403,403,403,2020-09-10,273.22247314453125,279.5426025390625,267.5572204589844,-0.022608823618031848,0.02117398542199056
404,404,404,404,2020-09-11,270.2757568359375,285.7633972167969,272.4486083984375,-0.054197425323543214,-0.007975271282437024
405,405,405,405,2020-09-14,275.6929016113281,265.2057189941406,271.96240234375,0.03954357642422934,0.013716966887441062
406,406,406,406,2020-09-15,282.1519775390625,261.5943298339844,271.77392578125,0.07858598356518143,0.03818634082713945
407,407,407,407,2020-09-16,279.0762023925781,260.5624084472656,269.4621276855469,0.07105320393543813,0.03567876046110108
408,408,408,408,2020-09-17,272.80572509765625,270.4344787597656,281.73516845703125,0.00876828409145669,-0.03169445762940626
409,409,409,409,2020-09-18,275.55401611328125,273.22247314453125,279.5426025390625,0.008533496318645195,-0.0142682596125
410,410,410,410,2020-09-21,274.6710205078125,270.2757568359375,285.7633972167969,0.016262145459620347,-0.03881664627807124
411,411,411,411,2020-09-22,274.8694763183594,275.6929016113281,265.2057189941406,-0.002986748255599303,0.03643872146072491
412,412,412,412,2020-09-23,266.1979064941406,282.1519775390625,261.5943298339844,-0.05654424677109737,0.01759815154662503
413,413,413,413,2020-09-24,261.574462890625,279.0762023925781,260.5624084472656,-0.06271312047357347,0.003884115323428139
414,414,414,414,2020-09-25,267.3984069824219,272.80572509765625,270.4344787597656,-0.01982113136848107,-0.011226644587877366
415,415,415,415,2020-09-28,270.255859375,275.55401611328125,273.22247314453125,-0.019227289128325276,-0.010857868810674076
416,416,416,416,2020-09-29,271.5060119628906,274.6710205078125,270.2757568359375,-0.011522906708798075,0.004551851565806286
417,417,417,417,2020-09-30,272.7461853027344,274.8694763183594,275.6929016113281,-0.007724724636815505,-0.0106884010845808
418,418,418,418,2020-10-01,273.6292724609375,266.1979064941406,282.1519775390625,0.02791669575718636,-0.030206079547838938
419,419,419,419,2020-10-02,271.7044677734375,261.574462890625,279.0762023925781,0.03872704074727773,-0.026414773298264804
420,420,420,420,2020-10-05,285.38641357421875,267.3984069824219,272.80572509765625,0.06727043288997359,0.04611592543396581
421,421,421,421,2020-10-06,288.05535888671875,270.255859375,275.55401611328125,0.06586165995765003,0.04536802965084763
422,422,422,422,2020-10-07,290.4166259765625,271.5060119628906,274.6710205078125,0.06965081132809892,0.057325324818175094
423,423,423,423,2020-10-08,288.97802734375,272.7461853027344,274.8694763183594,0.0595126271811981,0.05132818388699456
424,424,424,424,2020-10-09,295.9430236816406,273.6292724609375,266.1979064941406,0.08154738350915491,0.111740612761561
425,425,425,425,2020-10-12,299.29656982421875,271.7044677734375,261.574462890625,0.10155188936307491,0.1442117342676792
426,426,426,426,2020-10-13,297.1336364746094,285.38641357421875,267.3984069824219,0.04116251629945089,0.11120196947972927
427,427,427,427,2020-10-14,285.8924255371094,288.05535888671875,270.255859375,-0.007508741923666018,0.05785837982669784
428,428,428,428,2020-10-15,289.0871887207031,290.4166259765625,271.5060119628906,-0.004577689901151372,0.06475428161132402
429,429,429,429,2020-10-16,289.7717590332031,288.97802734375,272.7461853027344,0.002746685264443771,0.06242277490176895
430,430,430,430,2020-10-19,283.8187561035156,295.9430236816406,273.6292724609375,-0.040968249318043104,0.037238280652274636
431,431,431,431,2020-10-20,284.73162841796875,299.29656982421875,271.7044677734375,-0.048663910230592355,0.04794606710477067
432,432,432,432,2020-10-21,282.191650390625,297.1336364746094,285.38641357421875,-0.050287090553819525,-0.011194517438942175
433,433,433,433,2020-10-22,277.2208557128906,285.8924255371094,288.05535888671875,-0.030331582964912007,-0.037612572859958227
434,434,434,434,2020-10-23,279.7211303710937,289.0871887207031,290.4166259765625,-0.032398731991746255,-0.03682811054464896
435,435,435,435,2020-10-26,277.9153747558594,289.7717590332031,288.97802734375,-0.04091628637967171,-0.038281985276102604
436,436,436,436,2020-10-27,283.8287353515625,283.8187561035156,295.9430236816406,3.5160636259190525e-05,-0.040934529151496424
437,437,437,437,2020-10-28,278.0444030761719,284.73162841796875,299.29656982421875,-0.023486064329953704,-0.07100705083432324
438,438,438,438,2020-10-29,273.0736694335937,282.191650390625,297.1336364746094,-0.03231130667547999,-0.0809735556245974
439,439,439,439,2020-10-30,269.9384155273437,277.2208557128906,285.8924255371094,-0.0262694528044064,-0.05580424168213871
440,440,440,440,2020-11-02,269.2736511230469,279.7211303710937,289.0871887207031,-0.03734962472869541,-0.06853827623886433
441,441,441,441,2020-11-03,274.8594970703125,277.9153747558594,289.7717590332031,-0.010995712951222592,-0.05146209559083337
442,442,442,442,2020-11-04,287.51953125,283.8287353515625,283.8187561035156,0.013003601956883992,0.013039219808061553
443,443,443,443,2020-11-05,292.7085876464844,278.0444030761719,284.73162841796875,0.05274044148371204,0.028015711752281902
444,444,444,444,2020-11-06,293.482421875,273.0736694335937,282.191650390625,0.07473716702067223,0.04001100482153075
445,445,445,445,2020-11-09,284.45855712890625,269.9384155273437,277.2208557128906,0.05379057135382692,0.0261080696739191
446,446,446,446,2020-11-10,277.3902282714844,269.2736511230469,279.7211303710937,0.03014248558886501,-0.008332949664964562
447,447,447,447,2020-11-11,282.99920654296875,274.8594970703125,277.9153747558594,0.029614073952023645,0.01829273314430835
448,448,448,448,2020-11-12,287.48638916015625,287.51953125,283.8287353515625,-0.00011526900346447988,0.012886834041180517
449,449,449,449,2020-11-13,288.8563537597656,292.7085876464844,278.0444030761719,-0.013160645260504755,0.038885697981957845
450,450,450,450,2020-11-16,289.88873291015625,293.482421875,273.0736694335937,-0.01224498878632796,0.06157702246225405
451,451,451,451,2020-11-17,284.70672607421875,284.45855712890625,269.9384155273437,0.0008724256630467941,0.05470992529175267
452,452,452,452,2020-11-18,279.2466125488281,277.3902282714844,269.2736511230469,0.006692320378087979,0.03703652913750566
453,453,453,453,2020-11-19,279.1770935058594,282.99920654296875,274.8594970703125,-0.0135057376442822,0.015708376394367063
454,454,454,454,2020-11-20,282.6616516113281,287.48638916015625,287.51953125,-0.01678249033953505,-0.016895824842062312
455,455,455,455,2020-11-23,273.71710205078125,288.8563537597656,292.7085876464844,-0.052411004680808615,-0.06488188730096256
456,456,456,456,2020-11-24,265.7652587890625,289.88873291015625,293.482421875,-0.0832163219278006,-0.09444232778528316
457,457,457,457,2020-11-25,267.2444763183594,284.70672607421875,284.45855712890625,-0.061334166553224434,-0.060515250391100284
458,458,458,458,2020-11-27,275.9408569335937,279.2466125488281,277.3902282714844,-0.011838122529262196,-0.005225026659815057
459,459,459,459,2020-11-30,273.1611633300781,279.1770935058594,282.99920654296875,-0.02154879578490554,-0.03476350104676662
460,460,460,460,2020-12-01,270.0340881347656,282.6616516113281,287.48638916015625,-0.044673776596784176,-0.06070652971215307
461,461,461,461,2020-12-02,273.3895263671875,273.71710205078125,288.8563537597656,-0.0011967673234132281,-0.05354504822643258
462,462,462,462,2020-12-03,270.26239013671875,265.7652587890625,289.88873291015625,0.016921441757086875,-0.06770302031545394
463,463,463,463,2020-12-04,269.57733154296875,267.2444763183594,284.70672607421875,0.008729292581637127,-0.053140277856681184
464,464,464,464,2020-12-07,266.1126708984375,275.9408569335937,279.2466125488281,-0.03561700193429995,-0.04703348603053892
465,465,465,465,2020-12-08,265.3384704589844,273.1611633300781,279.1770935058594,-0.02863764663954471,-0.04956933562525445
466,466,466,466,2020-12-09,259.26287841796875,270.0340881347656,282.6616516113281,-0.0398883333256107,-0.08278014743058848
467,467,467,467,2020-12-10,264.73291015625,273.3895263671875,273.71710205078125,-0.03166403748514801,-0.03282291032317175
468,468,468,468,2020-12-11,262.0623779296875,270.26239013671875,265.7652587890625,-0.030340929801157546,-0.01393290032055683
469,469,469,469,2020-12-14,262.99560546875,269.57733154296875,267.2444763183594,-0.024414983398445278,-0.015898816350268907
470,470,470,470,2020-12-15,265.2391357421875,266.1126708984375,275.9408569335937,-0.0032825763361842286,-0.03878266274276887
471,471,471,471,2020-12-16,265.6759338378906,265.3384704589844,273.1611633300781,0.0012718222816407998,-0.027402246354993776
472,472,472,472,2020-12-17,271.59259033203125,259.26287841796875,270.0340881347656,0.04755679636552235,0.005771501694585401
473,473,473,473,2020-12-18,275.6430358886719,264.73291015625,273.3895263671875,0.04121182261012635,0.008242852429019898
474,474,474,474,2020-12-21,274.0843505859375,262.0623779296875,270.26239013671875,0.04587446985417931,0.014141665983510743
475,475,475,475,2020-12-22,280.8549194335937,262.99560546875,269.57733154296875,0.06790727142764297,0.04183433312465801
476,476,476,476,2020-12-23,279.3855895996094,265.2391357421875,266.1126708984375,0.05333471554956448,0.04987706393822
477,477,477,477,2020-12-24,280.90447998046875,265.6759338378906,265.3384704589844,0.057320006078797725,0.05866472922135335
478,478,478,478,2020-12-28,275.51397705078125,271.59259033203125,259.26287841796875,0.01443848933417513,0.06268193399678834
479,479,479,479,2020-12-29,276.31805419921875,275.6430358886719,264.73291015625,0.0024488857785600615,0.04376163143498468
480,480,480,480,2020-12-30,277.906494140625,274.0843505859375,262.0623779296875,0.01394513603756109,0.060459331614507894
481,481,481,481,2020-12-31,281.2519836425781,280.8549194335937,262.99560546875,0.0014137698203229299,0.06941704649889058
482,482,482,482,2021-01-04,283.4955444335937,279.3855895996094,265.2391357421875,0.01471069012497872,0.06882999614789664
483,483,483,483,2021-01-05,288.9059753417969,280.90447998046875,265.6759338378906,0.028484755251623195,0.08743750767459679
484,484,484,484,2021-01-06,292.0033264160156,275.51397705078125,271.59259033203125,0.05984941142276479,0.07515203584542407
485,485,485,485,2021-01-07,301.8512268066406,276.31805419921875,275.6430358886719,0.09240501016633917,0.09508018526016326
486,486,486,486,2021-01-08,305.2960205078125,277.906494140625,274.0843505859375,0.09855662586038005,0.11387614745296726
