,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,META,META_6m,META_12m,META_6m_ret,META_12m_ret
66,66,66,66,2019-05-10,188.33999633789065,192.52999877929688,182.5800018310547,-0.021762854973106593,0.03154778425386273
67,67,67,67,2019-05-13,181.5399932861328,195.47000122070312,193.259994506836,-0.07126417275069274,-0.06064370047515766
68,68,68,68,2019-05-14,180.72999572753903,193.8800048828125,191.4900054931641,-0.06782550456000747,-0.05619097319420763
69,69,69,69,2019-05-15,186.2700042724609,189.7700042724609,194.77999877929688,-0.018443378411768907,-0.04369028935295638
70,70,70,70,2019-05-16,186.9900054931641,189.5399932861328,193.3999938964844,-0.01345356063782921,-0.03314368462054451
71,71,71,71,2019-05-17,185.3000030517578,188.6499938964844,193.02999877929688,-0.017757704495685256,-0.04004556688816663
72,72,72,72,2019-05-20,182.72000122070312,188.33999633789065,192.52999877929688,-0.02983962634843107,-0.050953085860865
73,73,73,73,2019-05-21,184.82000732421875,181.5399932861328,195.47000122070312,0.01806772149052671,-0.054484032485678346
74,74,74,74,2019-05-22,185.32000732421875,180.72999572753903,193.8800048828125,0.025397065817449826,-0.04415100754597001
75,75,75,75,2019-05-23,180.8699951171875,186.2700042724609,189.7700042724609,-0.02899022403722451,-0.046898924776832884
76,76,76,76,2019-05-24,181.0599975585937,186.9900054931641,189.5399932861328,-0.03171296732641249,-0.04473987563531023
77,77,77,77,2019-05-28,184.3099975585937,185.3000030517578,188.6499938964844,-0.005342717090444871,-0.023005547194833942
78,78,78,78,2019-05-29,182.19000244140625,182.72000122070312,188.33999633789065,-0.0029006062596108606,-0.03265367960107124
79,79,79,79,2019-05-30,183.009994506836,184.82000732421875,181.5399932861328,-0.009793381374601728,0.00809739602879822
80,80,80,80,2019-05-31,177.47000122070312,185.32000732421875,180.72999572753903,-0.04235919379056563,-0.018037927205789006
81,81,81,81,2019-06-03,164.14999389648438,180.8699951171875,186.2700042724609,-0.09244209472040987,-0.11875240172121937
82,82,82,82,2019-06-04,167.5,181.0599975585937,186.9900054931641,-0.07489228842061302,-0.10423019905134234
83,83,83,83,2019-06-05,168.1699981689453,184.3099975585937,185.3000030517578,-0.08756985298378805,-0.09244470912408875
84,84,84,84,2019-06-06,168.3300018310547,182.19000244140625,182.72000122070312,-0.07607443012581905,-0.07875437441721067
85,85,85,85,2019-06-07,173.35000610351562,183.009994506836,184.82000732421875,-0.052783939092241994,-0.0620603872208596
86,86,86,86,2019-06-10,174.82000732421875,177.47000122070312,185.32000732421875,-0.014932066705678482,-0.0566587501889646
87,87,87,87,2019-06-11,178.10000610351562,164.14999389648438,180.8699951171875,0.08498332455515256,-0.015314806703440098
88,88,88,88,2019-06-12,175.0399932861328,167.5,181.0599975585937,0.04501488529034514,-0.033248670902653266
89,89,89,89,2019-06-13,177.47000122070312,168.1699981689453,184.3099975585937,0.055301202075384026,-0.03711136904397205
90,90,90,90,2019-06-14,181.3300018310547,168.3300018310547,182.19000244140625,0.07722925122431534,-0.004720350177437105
91,91,91,91,2019-06-17,189.009994506836,173.35000610351562,183.009994506836,0.09033739747300062,0.03278509469479207
92,92,92,92,2019-06-18,188.47000122070312,174.82000732421875,177.47000122070312,0.07808027299283471,0.061982306442429635
93,93,93,93,2019-06-19,187.47999572753903,178.10000610351562,164.14999389648438,0.05266698092402966,0.14212612061238894
94,94,94,94,2019-06-20,189.52999877929688,175.0399932861328,167.5,0.0827811131681071,0.1315223807719217
95,95,95,95,2019-06-21,191.13999938964844,177.47000122070312,168.1699981689453,0.07702709232500204,0.13658798519833026
96,96,96,96,2019-06-24,192.6000061035156,181.3300018310547,168.3300018310547,0.062151900726065135,0.1441810967056225
97,97,97,97,2019-06-25,188.83999633789065,189.009994506836,173.35000610351562,-0.000899413649468106,0.08935673313518788
98,98,98,98,2019-06-26,187.6600036621093,188.47000122070312,174.82000732421875,-0.004297753241086388,0.07344695000542845
99,99,99,99,2019-06-27,189.5,187.47999572753903,178.10000610351562,0.010774505645906984,0.06400894725325523
100,100,100,100,2019-06-28,193.0,189.52999877929688,175.0399932861328,0.018308453770127686,0.10260516112171292
101,101,101,101,2019-07-01,193.0,191.13999938964844,177.47000122070312,0.00973109038553388,0.08750774030808528
102,102,102,102,2019-07-02,195.0,192.6000061035156,181.3300018310547,0.012461027105027611,0.07538740435066926
103,103,103,103,2019-07-03,197.1999969482422,188.83999633789065,189.009994506836,0.04427028581060233,0.043331054861810436
104,104,104,104,2019-07-05,196.3999938964844,187.6600036621093,188.47000122070312,0.04657353758828586,0.04207562277508048
105,105,105,105,2019-07-08,195.759994506836,189.5,187.47999572753903,0.03303427180388385,0.044164705397850224
106,106,106,106,2019-07-09,199.2100067138672,193.0,189.52999877929688,0.03217620058998549,0.05107375084111321
107,107,107,107,2019-07-10,202.72999572753903,193.0,191.13999938964844,0.05041448563491735,0.06063616393690485
108,108,108,108,2019-07-11,201.22999572753903,195.0,192.6000061035156,0.031948696038661684,0.04480783671099742
109,109,109,109,2019-07-12,204.8699951171875,197.1999969482422,188.83999633789065,0.038894514643214695,0.08488667173353703
110,110,110,110,2019-07-15,203.9100036621093,196.3999938964844,187.6600036621093,0.038238340117175085,0.08659277247622188
111,111,111,111,2019-07-16,203.83999633789065,195.759994506836,189.5,0.04127504116155101,0.07567280389388209
112,112,112,112,2019-07-17,201.8000030517578,199.2100067138672,193.0,0.013001336532309615,0.045595870734496335
113,113,113,113,2019-07-18,200.77999877929688,202.72999572753903,193.0,-0.009618689830501848,0.04031087450412896
114,114,114,114,2019-07-19,198.3600006103516,201.22999572753903,195.0,-0.014262262973326112,0.017230772360777413
115,115,115,115,2019-07-22,202.32000732421875,204.8699951171875,197.1999969482422,-0.012446858269851258,0.025963541862124684
116,116,116,116,2019-07-23,202.3600006103516,203.9100036621093,196.3999938964844,-0.007601407601002919,0.030346267306955665
117,117,117,117,2019-07-24,204.6600036621093,203.83999633789065,195.759994506836,0.0040227989548202725,0.04546388130881618
118,118,118,118,2019-07-25,200.7100067138672,201.8000030517578,199.2100067138672,-0.005401369283483448,0.007529742229036351
119,119,119,119,2019-07-26,199.75,200.77999877929688,202.72999572753903,-0.005129986978578915,-0.014699333055499197
120,120,120,120,2019-07-29,195.94000244140625,198.3600006103516,201.22999572753903,-0.012200031062205241,-0.026288293984239375
121,121,121,121,2019-07-30,197.0399932861328,202.32000732421875,204.8699951171875,-0.026097340089676346,-0.03821936846621121
122,122,122,122,2019-07-31,194.22999572753903,202.3600006103516,203.9100036621093,-0.040175948103830295,-0.04747196194753933
123,123,123,123,2019-08-01,192.72999572753903,204.6600036621093,203.83999633789065,-0.05829183876233346,-0.05450353615556092
124,124,124,124,2019-08-02,189.0200042724609,200.7100067138672,201.8000030517578,-0.058243246725967146,-0.0633300227256145
125,125,125,125,2019-08-05,181.72999572753903,199.75,200.77999877929688,-0.09021278734648797,-0.09487998390067798
126,126,126,126,2019-08-06,184.509994506836,195.94000244140625,198.3600006103516,-0.058334223701912435,-0.06982257542296466
127,127,127,127,2019-08-07,185.1499938964844,197.0399932861328,202.32000732421875,-0.06034307650621096,-0.08486562280624732
128,128,128,128,2019-08-08,190.1600036621093,194.22999572753903,202.3600006103516,-0.020954498043335268,-0.06028857932123477
129,129,129,129,2019-08-09,187.8500061035156,192.72999572753903,204.6600036621093,-0.025320343133936718,-0.08213621253689973
130,130,130,130,2019-08-12,185.3699951171875,189.0200042724609,200.7100067138672,-0.019310173911604278,-0.07642873341411649
131,131,131,131,2019-08-13,188.4499969482422,181.72999572753903,199.75,0.03697794188460879,-0.05657072866962609
132,132,132,132,2019-08-14,179.7100067138672,184.509994506836,195.94000244140625,-0.026014784758941478,-0.0828314561871687
133,133,133,133,2019-08-15,182.58999633789065,185.1499938964844,197.0399932861328,-0.013826614328839915,-0.0733353503887838
134,134,134,134,2019-08-16,183.6999969482422,190.1600036621093,194.22999572753903,-0.033971427163757006,-0.05421407100305997
135,135,135,135,2019-08-19,186.1699981689453,187.8500061035156,192.72999572753903,-0.008943347777399135,-0.0340372422768459
136,136,136,136,2019-08-20,183.8099975585937,185.3699951171875,189.0200042724609,-0.008415588281197262,-0.027563255719523228
137,137,137,137,2019-08-21,183.5500030517578,188.4499969482422,181.72999572753903,-0.026001559967284926,0.010014897743944484
138,138,138,138,2019-08-22,182.0399932861328,179.7100067138672,184.509994506836,0.012965257833279287,-0.013386815317539158
139,139,139,139,2019-08-23,177.75,182.58999633789065,185.1499938964844,-0.026507456240560057,-0.039967562195123096
140,140,140,140,2019-08-26,180.3600006103516,183.6999969482422,190.1600036621093,-0.018181798548595807,-0.051535564067253015
141,141,141,141,2019-08-27,181.3000030517578,186.1699981689453,187.8500061035156,-0.02615886106830212,-0.03486826105370677
142,142,142,142,2019-08-28,181.759994506836,183.8099975585937,185.3699951171875,-0.011152837598532805,-0.019474568190333774
143,143,143,143,2019-08-29,185.57000732421875,183.5500030517578,188.4499969482422,0.011005198795291493,-0.015282513508421136
144,144,144,144,2019-08-30,185.6699981689453,182.0399932861328,179.7100067138672,0.01994069993788017,0.03316449408722999
145,145,145,145,2019-09-03,182.38999938964844,177.75,182.58999633789065,0.026104075328542642,-0.0010953335464891634
146,146,146,146,2019-09-04,187.13999938964844,180.3600006103516,183.6999969482422,0.03759147680390784,0.018726197596919292
147,147,147,147,2019-09-05,190.8999938964844,181.3000030517578,186.1699981689453,0.052950858704541526,0.025406863479940034
148,148,148,148,2019-09-06,187.4900054931641,181.759994506836,183.8099975585937,0.03152514942507101,0.020020716954731066
149,149,149,149,2019-09-09,188.759994506836,185.57000732421875,183.5500030517578,0.017190208852251976,0.028384589313295017
150,150,150,150,2019-09-10,186.1699981689453,185.6699981689453,182.0399932861328,0.002692949883831286,0.022687349127292533
151,151,151,151,2019-09-11,188.4900054931641,182.38999938964844,177.75,0.03344484962952343,0.060421971832146815
152,152,152,152,2019-09-12,187.47000122070312,187.13999938964844,180.3600006103516,0.0017633954907074756,0.03942116093530035
153,153,153,153,2019-09-13,187.19000244140625,190.8999938964844,181.3000030517578,-0.019434214634338365,0.03248758571706678
154,154,154,154,2019-09-16,186.22000122070312,187.4900054931641,181.759994506836,-0.006773717186259631,0.024537889792351386
155,155,155,155,2019-09-17,188.0800018310547,188.759994506836,185.57000732421875,-0.0036024194509959306,0.013525863058519993
156,156,156,156,2019-09-18,188.13999938964844,186.1699981689453,185.6699981689453,0.010581733040118557,0.013303179000710763
157,157,157,157,2019-09-19,190.13999938964844,188.4900054931641,182.38999938964844,0.008753747405159773,0.042491364800343545
158,158,158,158,2019-09-20,189.92999267578125,187.47000122070312,187.13999938964844,0.013122053870272543,0.014908588731603611
159,159,159,159,2019-09-23,186.82000732421875,187.19000244140625,190.8999938964844,-0.0019765752035999506,-0.021372376651190628
160,160,160,160,2019-09-24,181.27999877929688,186.22000122070312,187.4900054931641,-0.026527775797571262,-0.03312180133299758
161,161,161,161,2019-09-25,182.8000030517578,188.0800018310547,188.759994506836,-0.02807315359364837,-0.031574441770087724
162,162,162,162,2019-09-26,180.11000061035156,188.13999938964844,186.1699981689453,-0.04268097589745545,-0.0325508815501756
163,163,163,163,2019-09-27,177.10000610351562,190.13999938964844,188.4900054931641,-0.06858101045540832,-0.06042760389256574
164,164,164,164,2019-09-30,178.0800018310547,189.92999267578125,187.47000122070312,-0.062391361563178815,-0.05008801050037792
165,165,165,165,2019-10-01,175.80999755859375,186.82000732421875,187.19000244140625,-0.0589337829674611,-0.06079387111699319
166,166,166,166,2019-10-02,174.60000610351562,181.27999877929688,186.22000122070312,-0.036849033102178796,-0.062399286011258215
167,167,167,167,2019-10-03,179.3800048828125,182.8000030517578,188.0800018310547,-0.018708961224562892,-0.04625689527617649
168,168,168,168,2019-10-04,180.4499969482422,180.11000061035156,188.13999938964844,0.0018877149338651922,-0.040873830479183915
169,169,169,169,2019-10-07,179.67999267578125,177.10000610351562,190.13999938964844,0.014567964332861782,-0.05501213183677256
170,170,170,170,2019-10-08,177.75,178.0800018310547,189.92999267578125,-0.001853109993606994,-0.06412885350115838
171,171,171,171,2019-10-09,179.85000610351562,175.80999755859375,186.82000732421875,0.022979401632580165,-0.037308644403417524
172,172,172,172,2019-10-10,180.02999877929688,174.60000610351562,181.27999877929688,0.03109961332167388,-0.006895410461260187
173,173,173,173,2019-10-11,184.19000244140625,179.3800048828125,182.8000030517578,0.026814569225461327,0.007603935265005912
174,174,174,174,2019-10-14,183.27999877929688,180.4499969482422,180.11000061035156,0.015683025097896763,0.01760034511244757
175,175,175,175,2019-10-15,188.88999938964844,179.67999267578125,177.10000610351562,0.05125783108465476,0.06657251767253758
176,176,176,176,2019-10-16,189.5500030517578,177.75,178.0800018310547,0.06638538988330689,0.06440926046027773
177,177,177,177,2019-10-17,190.38999938964844,179.85000610351562,175.80999755859375,0.05860435323013746,0.08293044783301062
178,178,178,178,2019-10-18,185.8500061035156,180.02999877929688,174.60000610351562,0.03232798624496813,0.06443298743832893
179,179,179,179,2019-10-21,189.759994506836,184.19000244140625,179.3800048828125,0.030240469035238027,0.05786592341105501
180,180,180,180,2019-10-22,182.33999633789065,183.27999877929688,180.4499969482422,-0.0051287780863538135,0.010473812256093229
181,181,181,181,2019-10-23,186.1499938964844,188.88999938964844,179.67999267578125,-0.014505826152880985,0.03600846774508604
182,182,182,182,2019-10-24,186.3800048828125,189.5500030517578,177.75,-0.016723809643409582,0.04855136361638546
183,183,183,183,2019-10-25,187.88999938964844,190.38999938964844,179.85000610351562,-0.013130941793237483,0.0447038810858047
184,184,184,184,2019-10-28,189.3999938964844,185.8500061035156,180.02999877929688,0.01910135957160808,0.05204685430606726
185,185,185,185,2019-10-29,189.3099975585937,189.759994506836,184.19000244140625,-0.0023714005125885507,0.027797356258878247
186,186,186,186,2019-10-30,188.25,182.33999633789065,183.27999877929688,0.032411998359140215,0.02711698632586712
187,187,187,187,2019-10-31,191.6499938964844,186.1499938964844,188.88999938964844,0.02954606597010412,0.014611649720759123
188,188,188,188,2019-11-01,193.6199951171875,186.3800048828125,189.5500030517578,0.03884531626086818,0.021471864942773644
189,189,189,189,2019-11-04,194.72000122070312,187.88999938964844,190.38999938964844,0.03635106633265006,0.022742800803276397
190,190,190,190,2019-11-05,194.32000732421875,189.3999938964844,185.8500061035156,0.02597684047668647,0.04557439301877397
191,191,191,191,2019-11-06,191.5500030517578,189.3099975585937,189.759994506836,0.011832473308604818,0.009433013262747147
192,192,192,192,2019-11-07,190.4199981689453,188.25,182.33999633789065,0.011527214708872746,0.044312833132242435
193,193,193,193,2019-11-08,190.83999633789065,191.6499938964844,186.1499938964844,-0.004226441870022968,0.02519474936977062
194,194,194,194,2019-11-11,189.6100006103516,193.6199951171875,186.3800048828125,-0.02071064253673227,0.01733016226483075
195,195,195,195,2019-11-12,194.47000122070312,194.72000122070312,187.88999938964844,-0.0012838948152873453,0.03502050057176809
196,196,196,196,2019-11-13,193.19000244140625,194.32000732421875,189.3999938964844,-0.005815175176105858,0.020010605422686956
197,197,197,197,2019-11-14,193.1499938964844,191.5500030517578,189.3099975585937,0.00835286253842682,0.020284170870068285
198,198,198,198,2019-11-15,195.1000061035156,190.4199981689453,188.25,0.024577292193953548,0.03638781462690899
199,199,199,199,2019-11-18,197.3999938964844,190.83999633789065,191.6499938964844,0.03437433286772329,0.030002609878014175
200,200,200,200,2019-11-19,199.32000732421875,189.6100006103516,193.6199951171875,0.05121041444338803,0.02943917131896079
201,201,201,201,2019-11-20,197.509994506836,194.47000122070312,194.72000122070312,0.01563219657042514,0.01432823165900965
202,202,202,202,2019-11-21,197.92999267578125,193.19000244140625,194.32000732421875,0.024535380581159227,0.01857752786896172
203,203,203,203,2019-11-22,198.82000732421875,193.1499938964844,191.5500030517578,0.029355493693533852,0.037953558635530404
204,204,204,204,2019-11-25,199.7899932861328,195.1000061035156,190.4199981689453,0.02403888793385689,0.049206990900578784
205,205,205,205,2019-11-26,198.97000122070312,197.3999938964844,190.83999633789065,0.00795343147296168,0.042601158241577064
206,206,206,206,2019-11-27,202.0,199.32000732421875,189.6100006103516,0.013445678192364863,0.06534465138845635
207,207,207,207,2019-11-29,201.63999938964844,197.509994506836,194.47000122070312,0.02091035895740201,0.036869430369407485
208,208,208,208,2019-12-02,199.6999969482422,197.92999267578125,193.19000244140625,0.008942577365524729,0.03369736748572372
209,209,209,209,2019-12-03,198.82000732421875,198.82000732421875,193.1499938964844,0.0,0.029355493693533852
210,210,210,210,2019-12-04,198.7100067138672,199.7899932861328,195.1000061035156,-0.00540560893216957,0.01850333417435257
211,211,211,211,2019-12-05,199.3600006103516,198.97000122070312,197.3999938964844,0.001960091407025022,0.00992911233267324
212,212,212,212,2019-12-06,201.0500030517578,202.0,199.32000732421875,-0.004702955189317737,0.008679488581018413
213,213,213,213,2019-12-09,201.33999633789065,201.63999938964844,197.509994506836,-0.0014878151788626504,0.01939143302908697
214,214,214,214,2019-12-10,200.8699951171875,199.6999969482422,197.92999267578125,0.005858779102778655,0.014853749053697518
215,215,215,215,2019-12-11,202.259994506836,198.82000732421875,198.82000732421875,0.01730201718083446,0.01730201718083446
216,216,216,216,2019-12-12,196.75,198.7100067138672,199.7899932861328,-0.00986365380526355,-0.0152159436823196
217,217,217,217,2019-12-13,194.1100006103516,199.3600006103516,198.97000122070312,-0.026334269582297565,-0.02442579575079107
218,218,218,218,2019-12-16,197.9199981689453,201.0500030517578,202.0,-0.01556829065059362,-0.020198028866607376
219,219,219,219,2019-12-17,198.38999938964844,201.33999633789065,201.63999938964844,-0.014651817830032665,-0.016117833811929883
220,220,220,220,2019-12-18,202.5,200.8699951171875,199.6999969482422,0.00811472555600723,0.014021047043298207
221,221,221,221,2019-12-19,206.0599975585937,202.259994506836,198.82000732421875,0.018787714599830307,0.036414797141459676
222,222,222,222,2019-12-20,206.3000030517578,196.75,198.7100067138672,0.04853877027577025,0.03819634684437334
223,223,223,223,2019-12-23,206.17999267578125,194.1100006103516,199.3600006103516,0.06218119637049746,0.03420943040002955
224,224,224,224,2019-12-24,205.1199951171875,197.9199981689453,201.0500030517578,0.03637831959808446,0.020243680694607802
225,225,225,225,2019-12-26,207.7899932861328,198.38999938964844,201.33999633789065,0.047381389815029484,0.032035348492893245
226,226,226,226,2019-12-27,208.1000061035156,202.5,200.8699951171875,0.027654351128472143,0.03599348415431636
227,227,227,227,2019-12-30,204.4100036621093,206.0599975585937,202.259994506836,-0.008007346967065843,0.010629927883245571
228,228,228,228,2019-12-31,205.25,206.3000030517578,196.75,-0.005089689947771703,0.043202033036848775
229,229,229,229,2020-01-02,209.77999877929688,206.17999267578125,194.1100006103516,0.01746050165583557,0.08072741290852181
230,230,230,230,2020-01-03,208.6699981689453,205.1199951171875,197.9199981689453,0.01730695756759193,0.05431487519934075
231,231,231,231,2020-01-06,212.6000061035156,207.7899932861328,198.38999938964844,0.023148433383696432,0.07162662814448595
232,232,232,232,2020-01-07,213.0599975585937,208.1000061035156,202.5,0.023834653097563274,0.052148136091820785
233,233,233,233,2020-01-08,215.22000122070312,204.4100036621093,206.0599975585937,0.05288389689803452,0.044453090219535474
234,234,234,234,2020-01-09,218.3000030517578,205.25,206.3000030517578,0.06358101365046442,0.05816771605664672
235,235,235,235,2020-01-10,218.0599975585937,209.77999877929688,206.17999267578125,0.03946991528018806,0.05761958145712898
236,236,236,236,2020-01-13,221.9100036621093,208.6699981689453,205.1199951171875,0.06344949254489607,0.08185456778764766
237,237,237,237,2020-01-14,219.0599975585937,212.6000061035156,207.7899932861328,0.030385659781837937,0.05423747358681408
238,238,238,238,2020-01-15,221.1499938964844,213.0599975585937,208.1000061035156,0.03797050798175228,0.06271017496499898
239,239,239,239,2020-01-16,221.7700042724609,215.22000122070312,204.4100036621093,0.03043398854477708,0.08492735335520951
240,240,240,240,2020-01-17,222.13999938964844,218.3000030517578,205.25,0.017590454806270417,0.08228988740388998
241,241,241,241,2020-01-21,221.44000244140625,218.0599975585937,209.77999877929688,0.015500343578167541,0.055582056106199706
242,242,242,242,2020-01-22,221.32000732421875,221.9100036621093,208.6699981689453,-0.0026587189768555453,0.060622079198139556
243,243,243,243,2020-01-23,219.759994506836,219.0599975585937,212.6000061035156,0.0031954576647663657,0.03367821353605316
244,244,244,244,2020-01-24,217.94000244140625,221.1499938964844,213.0599975585937,-0.01451499680610746,0.02290436937356355
245,245,245,245,2020-01-27,214.8699951171875,221.7700042724609,215.22000122070312,-0.031113356280573656,-0.0016262712644290467
246,246,246,246,2020-01-28,217.7899932861328,222.13999938964844,218.3000030517578,-0.0195822729606,-0.0023362792418472056
247,247,247,247,2020-01-29,223.22999572753903,221.44000244140625,218.0599975585937,0.008083423348978824,0.023709062766343214
248,248,248,248,2020-01-30,209.52999877929688,221.32000732421875,221.9100036621093,-0.053271318248468646,-0.05578840376057492
249,249,249,249,2020-01-31,201.9100036621093,219.759994506836,219.0599975585937,-0.08122493306747625,-0.07828902623765055
250,250,250,250,2020-02-03,204.19000244140625,217.94000244140625,221.1499938964844,-0.0630907582177197,-0.07668999286980205
251,251,251,251,2020-02-04,209.8300018310547,214.8699951171875,221.7700042724609,-0.02345601247574869,-0.05383957348324275
252,252,252,252,2020-02-05,210.1100006103516,217.7899932861328,222.13999938964844,-0.03526329451551635,-0.05415503201742344
253,253,253,253,2020-02-06,210.8500061035156,223.22999572753903,221.44000244140625,-0.055458450302233175,-0.04782332108532561
254,254,254,254,2020-02-07,212.3300018310547,209.52999877929688,221.32000732421875,0.013363256183221317,-0.040619940338219473
255,255,255,255,2020-02-10,213.0599975585937,201.9100036621093,219.759994506836,0.05522259271087737,-0.030487791753352478
256,256,256,256,2020-02-11,207.19000244140625,204.19000244140625,217.94000244140625,0.014692198266959,-0.049325501879308065
257,257,257,257,2020-02-12,210.759994506836,209.8300018310547,214.8699951171875,0.004432124422941719,-0.019127848018565596
258,258,258,258,2020-02-13,213.13999938964844,210.1100006103516,217.7899932861328,0.01442101171050858,-0.02135081518816706
259,259,259,259,2020-02-14,214.17999267578125,210.8500061035156,223.22999572753903,0.015793153786444858,-0.040541160350169414
260,260,260,260,2020-02-18,217.8000030517578,212.3300018310547,209.52999877929688,0.02576179142623225,0.03946930902802093
261,261,261,261,2020-02-19,217.4900054931641,213.0599975585937,201.9100036621093,0.02079230256891429,0.07716310013607597
262,262,262,262,2020-02-20,214.5800018310547,207.19000244140625,204.19000244140625,0.03566774121612526,0.050883977008766346
263,263,263,263,2020-02-21,210.17999267578125,210.759994506836,209.8300018310547,-0.0027519541002641867,0.0016679733196989233
264,264,264,264,2020-02-24,200.72000122070312,213.13999938964844,210.1100006103516,-0.05827155017599439,-0.044690873172963275
265,265,265,265,2020-02-25,196.7700042724609,214.17999267578125,210.8500061035156,-0.08128671677412469,-0.06677733660648888
266,266,266,266,2020-02-26,197.1999969482422,217.8000030517578,212.3300018310547,-0.09458221218950236,-0.07125702798632783
267,267,267,267,2020-02-27,189.75,217.4900054931641,213.0599975585937,-0.1275461161089353,-0.10940579097764802
268,268,268,268,2020-02-28,192.47000122070312,214.5800018310547,207.19000244140625,-0.10303849576699808,-0.07104590495318885
269,269,269,269,2020-03-02,196.44000244140625,210.17999267578125,210.759994506836,-0.06537249363963005,-0.06794454563797814
270,270,270,270,2020-03-03,185.88999938964844,200.72000122070312,213.13999938964844,-0.07388402620996526,-0.12785023964546116
271,271,271,271,2020-03-04,191.759994506836,196.7700042724609,214.17999267578125,-0.02546124743021161,-0.10467830299576075
272,272,272,272,2020-03-05,185.1699981689453,197.1999969482422,217.8000030517578,-0.061004051549018556,-0.14981636559049238
273,273,273,273,2020-03-06,181.08999633789065,189.75,217.4900054931641,-0.04563901798213099,-0.1673640546044196
274,274,274,274,2020-03-09,169.5,192.47000122070312,214.5800018310547,-0.11934327986190274,-0.2100848235920304
275,275,275,275,2020-03-10,178.19000244140625,196.44000244140625,210.17999267578125,-0.09290368444911612,-0.15220283256799805
276,276,276,276,2020-03-11,170.24000549316406,185.88999938964844,200.72000122070312,-0.08418954192194095,-0.1518533058099405
277,277,277,277,2020-03-12,154.47000122070312,191.759994506836,196.7700042724609,-0.19446179784284223,-0.2149718053224534
278,278,278,278,2020-03-13,170.27999877929688,185.1699981689453,197.1999969482422,-0.08041259133168599,-0.13651114901391626
279,279,279,279,2020-03-16,146.00999450683594,181.08999633789065,189.75,-0.19371584593552005,-0.23051386294157605
280,280,280,280,2020-03-17,149.4199981689453,169.5,192.47000122070312,-0.11846608749884768,-0.22367123592623073
281,281,281,281,2020-03-18,146.9600067138672,178.19000244140625,196.44000244140625,-0.1752623340235283,-0.25188350189670694
282,282,282,282,2020-03-19,153.1300048828125,170.24000549316406,185.88999938964844,-0.10050516951515609,-0.17623322725482904
283,283,283,283,2020-03-20,149.72999572753906,154.47000122070312,191.759994506836,-0.030685605332466115,-0.21918022519446112
284,284,284,284,2020-03-23,148.10000610351562,170.27999877929688,185.1699981689453,-0.13025600678168403,-0.20019437507153715
285,285,285,285,2020-03-24,160.97999572753906,146.00999450683594,181.08999633789065,0.10252723638039907,-0.11104975988198107
286,286,286,286,2020-03-25,156.2100067138672,149.4199981689453,169.5,0.045442434935948794,-0.07840704003618182
287,287,287,287,2020-03-26,163.33999633789062,146.9600067138672,178.19000244140625,0.11145882468497348,-0.08333804310036252
288,288,288,288,2020-03-27,156.7899932861328,153.1300048828125,170.24000549316406,0.023901183873932696,-0.07900617817808597
289,289,289,289,2020-03-30,165.9499969482422,149.72999572753906,154.47000122070312,0.10832833556088772,0.07431860967707715
290,290,290,290,2020-03-31,166.8000030517578,148.10000610351562,170.27999877929688,0.12626601065209742,-0.020436902469382456
291,291,291,291,2020-04-01,159.60000610351562,160.97999572753906,146.00999450683594,-0.008572429249899427,0.09307589965044083
292,292,292,292,2020-04-02,158.19000244140625,156.2100067138672,149.4199981689453,0.012675216967155345,0.05869364462543314
293,293,293,293,2020-04-03,154.17999267578125,163.33999633789062,146.9600067138672,-0.05607936737772834,0.04912891693024668
294,294,294,294,2020-04-06,165.5500030517578,156.7899932861328,153.1300048828125,0.05587097481175651,0.08110754112788077
295,295,295,295,2020-04-07,168.8300018310547,165.9499969482422,149.72999572753906,0.01735465462955532,0.1275629910406968
296,296,296,296,2020-04-08,174.27999877929688,166.8000030517578,148.10000610351562,0.044844098265502064,0.17677239430687486
297,297,297,297,2020-04-09,175.19000244140625,159.60000610351562,160.97999572753906,0.09768167757950486,0.08827187905954359
298,298,298,298,2020-04-13,174.7899932861328,158.19000244140625,156.2100067138672,0.1049370414598434,0.11894235819539367
299,299,299,299,2020-04-14,178.1699981689453,154.17999267578125,163.33999633789062,0.15559739676218332,0.0907922258084104
300,300,300,300,2020-04-15,176.97000122070312,165.5500030517578,156.7899932861328,0.06898216827803338,0.12870724407611234
301,301,301,301,2020-04-16,176.25,168.8300018310547,165.9499969482422,0.043949523713032734,0.06206690714776131
302,302,302,302,2020-04-17,179.24000549316406,174.27999877929688,166.8000030517578,0.028459988229334376,0.07458034900362764
303,303,303,303,2020-04-20,178.24000549316406,175.19000244140625,159.60000610351562,0.017409686678769853,0.11679197165919053
304,304,304,304,2020-04-21,170.8000030517578,174.7899932861328,158.19000244140625,-0.022827337877651566,0.07971427028090683
305,305,305,305,2020-04-22,182.27999877929688,178.1699981689453,154.17999267578125,0.023067860204243562,0.18225455596308127
306,306,306,306,2020-04-23,185.1300048828125,176.97000122070312,165.5500030517578,0.046109530461792,0.11827243412936195
307,307,307,307,2020-04-24,190.07000732421875,176.25,168.8300018310547,0.07841138907358158,0.1258070559900757
308,308,308,308,2020-04-27,187.5,179.24000549316406,174.27999877929688,0.046083431453314505,0.07585495359937755
309,309,309,309,2020-04-28,182.9100036621093,178.24000549316406,175.19000244140625,0.026200617285799588,0.04406644850230568
