,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,META,META_6m,META_12m,META_6m_ret,META_12m_ret
32,32,32,32,2019-03-22,164.33999633789062,170.1699981689453,172.50999450683594,-0.034259868918060654,-0.04735956425192256
33,33,33,33,2019-03-25,166.2899932861328,165.97999572753906,169.1300048828125,0.0018676802420372063,-0.016791885027423015
34,34,34,34,2019-03-26,167.67999267578125,160.47000122070312,169.60000610351562,0.04493046301633563,-0.011320833482532322
35,35,35,35,2019-03-27,165.8699951171875,161.57000732421875,172.07000732421875,0.02661377482232874,-0.036031916912452
36,36,36,36,2019-03-28,165.5500030517578,165.44000244140625,171.9199981689453,0.0006648972964717892,-0.03705208925681658
37,37,37,37,2019-03-29,166.69000244140625,166.0800018310547,173.3699951171875,0.003672932343606883,-0.03853026973477147
38,38,38,38,2019-04-01,168.6999969482422,164.33999633789062,170.1699981689453,0.02653036818491339,-0.008638427669510285
39,39,39,39,2019-04-02,174.1999969482422,166.2899932861328,165.97999572753906,0.04756752649871565,0.049524047670157056
40,40,40,40,2019-04-03,173.5399932861328,167.67999267578125,160.47000122070312,0.03494752425044645,0.08144819571262918
41,41,41,41,2019-04-04,176.02000427246094,165.8699951171875,161.57000732421875,0.06119255714755667,0.08943489690661277
42,42,42,42,2019-04-05,175.72000122070312,165.5500030517578,165.44000244140625,0.06143157947128364,0.06213732245886372
43,43,43,43,2019-04-08,174.92999267578125,166.69000244140625,166.0800018310547,0.04943302005932515,0.05328751654115016
44,44,44,44,2019-04-09,177.5800018310547,168.6999969482422,164.33999633789062,0.0526378485088943,0.08056471819521027
45,45,45,45,2019-04-10,177.82000732421875,174.1999969482422,166.2899932861328,0.020780771753125427,0.0693367881628717
46,46,46,46,2019-04-11,177.50999450683594,173.5399932861328,167.67999267578125,0.02287657816234545,0.05862358218288777
47,47,47,47,2019-04-12,179.10000610351562,176.02000427246094,165.8699951171875,0.01749802156740743,0.07976132739969688
48,48,48,48,2019-04-15,179.64999389648438,175.72000122070312,165.5500030517578,0.02236508450079744,0.0851705864379737
49,49,49,49,2019-04-16,178.8699951171875,174.92999267578125,166.69000244140625,0.022523309931812063,0.07306972522279898
50,50,50,50,2019-04-17,178.77999877929688,177.5800018310547,168.6999969482422,0.006757500483550061,0.05975104927919639
51,51,51,51,2019-04-18,178.27999877929688,177.82000732421875,174.1999969482422,0.002586837454344737,0.023421365686171258
52,52,52,52,2019-04-22,181.44000244140625,177.50999450683594,173.5399932861328,0.02213964315355188,0.04552270059298613
53,53,53,53,2019-04-23,183.77999877929688,179.10000610351562,176.02000427246094,0.026130611481254284,0.044085867051930405
54,54,54,54,2019-04-24,182.5800018310547,179.64999389648438,175.72000122070312,0.01630953539724911,0.03903938403537488
55,55,55,55,2019-04-25,193.259994506836,178.8699951171875,174.92999267578125,0.08044948723915835,0.10478478590591345
56,56,56,56,2019-04-26,191.4900054931641,178.77999877929688,177.5800018310547,0.07109300145794095,0.07833091293322014
57,57,57,57,2019-04-29,194.77999877929688,178.27999877929688,177.82000732421875,0.09255104393637725,0.09537729589761534
58,58,58,58,2019-04-30,193.3999938964844,181.44000244140625,177.50999450683594,0.06591705960178484,0.08951608293265156
59,59,59,59,2019-05-01,193.02999877929688,183.77999877929688,179.10000610351562,0.05033191893263855,0.0777777342326278
60,60,60,60,2019-05-02,192.52999877929688,182.5800018310547,179.64999389648438,0.05449664173762647,0.07169499204232688
61,61,61,61,2019-05-03,195.47000122070312,193.259994506836,178.8699951171875,0.011435407102782236,0.09280486697973056
62,62,62,62,2019-05-06,193.8800048828125,191.4900054931641,178.77999877929688,0.012481065962127946,0.08446138386071089
63,63,63,63,2019-05-07,189.7700042724609,194.77999877929688,178.27999877929688,-0.025721298584218233,0.06444921231679035
64,64,64,64,2019-05-08,189.5399932861328,193.3999938964844,181.44000244140625,-0.019958638739242307,0.04464280608319737
65,65,65,65,2019-05-09,188.6499938964844,193.02999877929688,183.77999877929688,-0.022690798894012376,0.026499048588175977
