,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TER,TER_6m,TER_12m,TER_6m_ret,TER_12m_ret
166,166,166,166,2019-10-02,56.29805755615234,57.09334182739258,56.887149810791016,-0.013929544948421246,-0.010355453852021523
167,167,167,167,2019-10-03,57.368255615234375,58.34026336669922,56.94607925415039,-0.016661010687512023,0.00741361594359824
168,168,168,168,2019-10-04,58.870452880859375,58.14390182495117,57.43697738647461,0.012495739589261978,0.02495736300222373
169,169,169,169,2019-10-07,58.29117584228516,56.356964111328125,57.67262268066406,0.03432072258427854,0.0107252476629347
170,170,170,170,2019-10-08,56.98533630371094,56.857704162597656,57.15224838256836,0.002244764240713737,-0.002920481408537734
171,171,171,171,2019-10-09,58.762451171875,57.0540657043457,57.64316940307617,0.029943273041787233,0.019417422400425766
172,172,172,172,2019-10-10,58.79191207885742,56.29805755615234,57.09334182739258,0.04429734578706701,0.029750758969409263
173,173,173,173,2019-10-11,60.06828308105469,57.368255615234375,58.34026336669922,0.04706483466970379,0.029619676268753725
174,174,174,174,2019-10-14,59.51845169067383,58.870452880859375,58.14390182495117,0.011007199335222762,0.023640482020984566
175,175,175,175,2019-10-15,60.56901550292969,58.29117584228516,56.356964111328125,0.039076920781415225,0.07473879152328067
176,176,176,176,2019-10-16,59.16499710083008,56.98533630371094,56.857704162597656,0.0382495030915031,0.040580128448981734
177,177,177,177,2019-10-17,59.21409225463867,58.762451171875,57.0540657043457,0.007685878886206865,0.03785929229804985
178,178,178,178,2019-10-18,57.85915756225586,58.79191207885742,56.29805755615234,-0.015865354325446335,0.02772919837503207
179,179,179,179,2019-10-21,58.96863555908203,60.06828308105469,57.368255615234375,-0.018306624820436768,0.02789661157873291
180,180,180,180,2019-10-22,58.075172424316406,59.51845169067383,58.870452880859375,-0.024249274390710895,-0.013508991652441349
181,181,181,181,2019-10-23,59.59700393676758,60.56901550292969,58.29117584228516,-0.01604800008867724,0.02240181426457255
182,182,182,182,2019-10-24,61.96321105957031,59.16499710083008,56.98533630371094,0.04729509162269485,0.08735360846743334
183,183,183,183,2019-10-25,62.46394729614258,59.21409225463867,58.762451171875,0.054883135378121395,0.06299083939573968
184,184,184,184,2019-10-28,62.89595031738281,57.85915756225586,58.79191207885742,0.08705264589632877,0.06980617049876958
185,185,185,185,2019-10-29,62.46394729614258,58.96863555908203,60.06828308105469,0.05927408195766226,0.03988234875725083
186,186,186,186,2019-10-30,61.62938690185547,58.075172424316406,59.51845169067383,0.061200239778382404,0.035466903980508224
187,187,187,187,2019-10-31,60.107547760009766,59.59700393676758,60.56901550292969,0.008566602169865378,-0.007618874751193605
188,188,188,188,2019-11-01,61.25629425048828,61.96321105957031,59.16499710083008,-0.011408653570300187,0.03534686473649584
189,189,189,189,2019-11-04,61.727569580078125,62.46394729614258,59.21409225463867,-0.011788843772124635,0.04244728289729971
190,190,190,190,2019-11-05,61.4526596069336,62.89595031738281,57.85915756225586,-0.022947275669834677,0.0621077491633224
191,191,191,191,2019-11-06,61.87485122680664,62.46394729614258,58.96863555908203,-0.009430977305084909,0.04928409213085505
192,192,192,192,2019-11-07,61.43301773071289,61.62938690185547,58.075172424316406,-0.0031862911674798156,0.057818946827449036
193,193,193,193,2019-11-08,62.35594940185547,60.107547760009766,59.59700393676758,0.03740631128095351,0.04629335843820481
194,194,194,194,2019-11-11,62.9057731628418,61.25629425048828,61.96321105957031,0.026927500798668902,0.015211640700242723
195,195,195,195,2019-11-12,63.99560546875,61.727569580078125,62.46394729614258,0.036742672748999006,0.024520675348066012
196,196,196,196,2019-11-13,64.46686553955078,61.4526596069336,62.89595031738281,0.049049234840229605,0.02497641285712171
197,197,197,197,2019-11-14,64.37850952148438,61.87485122680664,62.46394729614258,0.04046326164891134,0.03065067624152573
198,198,198,198,2019-11-15,65.55668640136719,61.43301773071289,61.62938690185547,0.0671246313949625,0.06372446160734846
199,199,199,199,2019-11-18,63.926856994628906,62.35594940185547,60.107547760009766,0.02519258559675941,0.06354125857651716
200,200,200,200,2019-11-19,62.9941291809082,62.9057731628418,61.25629425048828,0.0014045772529920342,0.028369899806762522
201,201,201,201,2019-11-20,62.68976974487305,63.99560546875,61.727569580078125,-0.02040508429152388,0.015587851122935925
202,202,202,202,2019-11-21,60.65737533569336,64.46686553955078,61.4526596069336,-0.05909222004163173,-0.012941413379454647
203,203,203,203,2019-11-22,60.834110260009766,64.37850952148438,61.87485122680664,-0.055055627845683075,-0.016820096471536816
204,204,204,204,2019-11-25,62.43449783325195,65.55668640136719,61.43301773071289,-0.04762578372249948,0.016301984495194155
205,205,205,205,2019-11-26,62.60163116455078,63.926856994628906,62.35594940185547,-0.020730345466373645,0.003939989127773602
206,206,206,206,2019-11-27,62.89659881591797,62.9941291809082,62.9057731628418,-0.0015482453088627723,-0.0001458426860135864
207,207,207,207,2019-11-29,61.53975677490234,62.68976974487305,63.99560546875,-0.018344507798495502,-0.03837527086210457
208,208,208,208,2019-12-02,61.490604400634766,60.65737533569336,64.46686553955078,0.013736648846576438,-0.04616730027133187
209,209,209,209,2019-12-03,60.60570526123047,60.834110260009766,64.37850952148438,-0.0037545547687485303,-0.05860347324435722
210,210,210,210,2019-12-04,61.647911071777344,62.43449783325195,65.55668640136719,-0.012598591944719462,-0.05962435785205167
211,211,211,211,2019-12-05,61.60859298706055,62.60163116455078,63.926856994628906,-0.015862816335887375,-0.0362643201395485
212,212,212,212,2019-12-06,62.86709976196289,62.89659881591797,62.9941291809082,-0.0004690087303673707,-0.002016527898663467
213,213,213,213,2019-12-09,62.45415878295898,61.53975677490234,62.68976974487305,0.014858719890644023,-0.0037583638107610007
214,214,214,214,2019-12-10,62.99492645263672,61.490604400634766,60.65737533569336,0.02446425867276769,0.03853696445002375
215,215,215,215,2019-12-11,64.45992279052734,60.60570526123047,60.834110260009766,0.06359496210272497,0.05960163656574524
216,216,216,216,2019-12-12,65.29563903808594,61.647911071777344,62.43449783325195,0.05917034175029068,0.045826286814629746
217,217,217,217,2019-12-13,65.57096099853516,61.60859298706055,62.60163116455078,0.06431518428454952,0.04743214799274753
218,218,218,218,2019-12-16,67.17359924316406,62.86709976196289,62.89659881591797,0.068501640723162,0.06800050412525116
219,219,219,219,2019-12-17,67.37024688720703,62.45415878295898,61.53975677490234,0.07871514403600366,0.09474347020303031
220,220,220,220,2019-12-18,67.25226593017578,62.99492645263672,61.490604400634766,0.06758225967197506,0.09369986822704801
221,221,221,221,2019-12-19,67.40958404541016,64.45992279052734,60.60570526123047,0.045759615078476035,0.11226465816795206
222,222,222,222,2019-12-20,68.18632507324219,65.29563903808594,61.647911071777344,0.044270736572011415,0.10606059293480508
223,223,223,223,2019-12-23,67.91101837158203,65.57096099853516,61.60859298706055,0.03568740395766268,0.10229783020438665
224,224,224,224,2019-12-24,67.83235931396484,67.17359924316406,62.86709976196289,0.00980683003773719,0.07898025470877745
225,225,225,225,2019-12-26,68.46163177490234,67.37024688720703,62.45415878295898,0.016199805375843868,0.09619011942536226
226,226,226,226,2019-12-27,67.9798583984375,67.25226593017578,62.99492645263672,0.010818854327036886,0.07913227662149502
227,227,227,227,2019-12-30,67.60623168945312,67.40958404541016,64.45992279052734,0.002917206014956264,0.04881031131778113
228,228,228,228,2019-12-31,67.0457992553711,68.18632507324219,65.29563903808594,-0.01672660634879497,0.02680363103980521
229,229,229,229,2020-01-02,68.51079559326172,67.91101837158203,65.57096099853516,0.008831810154840358,0.044834398489176364
230,230,230,230,2020-01-03,67.08512115478516,67.83235931396484,67.17359924316406,-0.011015954136595285,-0.0013171556887792146
231,231,231,231,2020-01-06,65.62995910644531,68.46163177490234,67.37024688720703,-0.04136145451173878,-0.02583169664904672
232,232,232,232,2020-01-07,67.07528686523438,67.9798583984375,67.25226593017578,-0.01330646392202428,-0.002631570289767682
233,233,233,233,2020-01-08,67.15393829345703,67.60623168945312,67.40958404541016,-0.006690113983481405,-0.0037924244092785164
234,234,234,234,2020-01-09,67.11461639404297,67.0457992553711,68.18632507324219,0.0010264198419016601,-0.01571735502753735
235,235,235,235,2020-01-10,66.7901382446289,68.51079559326172,67.91101837158203,-0.02511512723991849,-0.01650512912087576
236,236,236,236,2020-01-13,68.1076431274414,67.08512115478516,67.83235931396484,0.015242157352552077,0.004058296309618292
237,237,237,237,2020-01-14,69.09087371826172,65.62995910644531,68.46163177490234,0.052733761515882493,0.009191161925971691
238,238,238,238,2020-01-15,67.98970031738281,67.07528686523438,67.9798583984375,0.01363264318176749,0.00014477698508330583
239,239,239,239,2020-01-16,69.31702423095703,67.15393829345703,67.60623168945312,0.03221085750842345,0.02530524921670496
240,240,240,240,2020-01-17,69.11054229736328,67.11461639404297,67.0457992553711,0.029739064462528386,0.030796009070274133
241,241,241,241,2020-01-21,70.34941101074219,66.7901382446289,68.51079559326172,0.05329039375658895,0.026836871496808357
242,242,242,242,2020-01-22,72.35517883300781,68.1076431274414,67.08512115478516,0.06236503732214782,0.07855777238686179
243,243,243,243,2020-01-23,74.93119812011719,69.09087371826172,65.62995910644531,0.08453105435706454,0.14172245633409863
