,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TER,TER_6m,TER_12m,TER_6m_ret,TER_12m_ret
0,0,0,0,2019-02-05,36.45071029663086,,,,
1,1,1,1,2019-02-06,37.57303237915039,,,,
2,2,2,2,2019-02-07,36.73373794555664,,,,
3,3,3,3,2019-02-08,36.63614654541016,,,,
4,4,4,4,2019-02-11,36.958194732666016,,,,
5,5,5,5,2019-02-12,37.97314834594727,,,,
6,6,6,6,2019-02-13,38.20737838745117,36.45071029663086,,0.048192972826175184,
7,7,7,7,2019-02-14,38.578224182128906,37.57303237915039,,0.026753012448798463,
8,8,8,8,2019-02-15,38.81245040893555,36.73373794555664,,0.05658864519749618,
9,9,9,9,2019-02-19,39.40775680541992,36.63614654541016,,0.07565234123557119,
10,10,10,10,2019-02-20,40.29584884643555,36.958194732666016,,0.09030890545147496,
11,11,11,11,2019-02-21,40.19804000854492,37.97314834594727,,0.05859118244102879,
12,12,12,12,2019-02-22,40.33496856689453,38.20737838745117,36.45071029663086,0.055685322292150286,0.10656193634236799
13,13,13,13,2019-02-25,41.146759033203125,38.578224182128906,37.57303237915039,0.0665799140714225,0.09511413979021377
14,14,14,14,2019-02-26,40.55992889404297,38.81245040893555,36.73373794555664,0.0450236577875307,0.1041601307810589
15,15,15,15,2019-02-27,40.31541442871094,39.40775680541992,36.63614654541016,0.023032461039908192,0.10042726187756545
16,16,16,16,2019-02-28,39.9339714050293,40.29584884643555,36.958194732666016,-0.008980514166244236,0.0805173708804856
17,17,17,17,2019-03-01,40.10023498535156,40.19804000854492,37.97314834594727,-0.0024330794031890424,0.05601554603863401
18,18,18,18,2019-03-04,39.74814224243164,40.33496856689453,38.20737838745117,-0.014548823150553725,0.04032634323548656
19,19,19,19,2019-03-05,39.51341247558594,41.146759033203125,38.578224182128906,-0.039695630858779585,0.024241351521054444
20,20,20,20,2019-03-06,39.06350326538086,40.55992889404297,38.81245040893555,-0.03689418767402941,0.006468358833316978
21,21,21,21,2019-03-07,38.01698303222656,40.31541442871094,39.40775680541992,-0.05701123079234749,-0.03529187870450112
22,22,22,22,2019-03-08,37.89961242675781,39.9339714050293,40.29584884643555,-0.05094306693511774,-0.05946608616707916
23,23,23,23,2019-03-11,38.66249084472656,40.10023498535156,40.19804000854492,-0.0358537584916947,-0.0381996028535706
24,24,24,24,2019-03-12,38.721187591552734,39.74814224243164,40.33496856689453,-0.025836544626798186,-0.04000947645875519
25,25,25,25,2019-03-13,38.74074172973633,39.51341247558594,41.146759033203125,-0.01955464480135749,-0.05847404169852788
26,26,26,26,2019-03-14,38.40820693969727,39.06350326538086,40.55992889404297,-0.016775155091231397,-0.05305043704506396
27,27,27,27,2019-03-15,39.57209396362305,38.01698303222656,40.31541442871094,0.04090569023002777,-0.01843762430874407
28,28,28,28,2019-03-18,39.50362777709961,37.89961242675781,39.9339714050293,0.04232273755943039,-0.010776379428054872
29,29,29,29,2019-03-19,39.650333404541016,38.66249084472656,40.10023498535156,0.025550411735802303,-0.01121942504763107
30,30,30,30,2019-03-20,38.71139907836914,38.721187591552734,39.74814224243164,-0.00025279475637074444,-0.026082808040164496
31,31,31,31,2019-03-21,39.62099456787109,38.74074172973633,39.51341247558594,0.022721630997041498,0.002722672772229373
32,32,32,32,2019-03-22,38.74074172973633,38.40820693969727,39.06350326538086,0.008657909768116756,-0.008262483102240648
33,33,33,33,2019-03-25,38.642948150634766,39.57209396362305,38.01698303222656,-0.023479824288358486,0.016465407522674225
34,34,34,34,2019-03-26,38.92657470703125,39.50362777709961,37.89961242675781,-0.014607596885136687,0.02709690718495006
35,35,35,35,2019-03-27,38.43754959106445,39.650333404541016,38.66249084472656,-0.030586976434797575,-0.005818074540657525
36,36,36,36,2019-03-28,38.35931015014648,38.71139907836914,38.721187591552734,-0.009095226124736011,-0.00934572165563441
37,37,37,37,2019-03-29,38.96569061279297,39.62099456787109,38.74074172973633,-0.01653931109567619,0.005806519777704189
38,38,38,38,2019-04-01,40.86311721801758,38.74074172973633,38.40820693969727,0.05478406952265891,0.06391629482143313
39,39,39,39,2019-04-02,41.09785079956055,38.642948150634766,39.57209396362305,0.06352783020995911,0.03855638363085023
40,40,40,40,2019-04-03,42.64318084716797,38.92657470703125,39.50362777709961,0.09547734852369105,0.07947505701965851
41,41,41,41,2019-04-04,42.67251586914063,38.43754959106445,39.650333404541016,0.11017784232168326,0.07622085882015561
42,42,42,42,2019-04-05,43.181114196777344,38.35931015014648,38.71139907836914,0.12570101046544635,0.11546250522641932
43,43,43,43,2019-04-08,43.33760833740234,38.96569061279297,39.62099456787109,0.11219915920530377,0.09380415131085762
44,44,44,44,2019-04-09,42.74097442626953,40.86311721801758,38.74074172973633,0.04595482029021425,0.10325648188255343
45,45,45,45,2019-04-10,42.956153869628906,41.09785079956055,38.642948150634766,0.04521655108272071,0.11161689067254277
46,46,46,46,2019-04-11,42.652957916259766,42.64318084716797,38.92657470703125,0.00022927626170377025,0.09572851547494166
47,47,47,47,2019-04-12,43.17132568359375,42.67251586914063,38.43754959106445,0.011689252538630956,0.12315499148337361
48,48,48,48,2019-04-15,42.9757194519043,43.181114196777344,38.35931015014648,-0.004756587427018677,0.1203465151924843
49,49,49,49,2019-04-16,44.13961410522461,43.33760833740234,38.96569061279297,0.018505999721496025,0.13278151653580528
50,50,50,50,2019-04-17,43.86574172973633,42.74097442626953,40.86311721801758,0.026315902212456166,0.07348006505961857
51,51,51,51,2019-04-18,43.82663345336914,42.956153869628906,41.09785079956055,0.020264374375371652,0.06639721057719572
52,52,52,52,2019-04-22,43.86574172973633,42.652957916259766,42.64318084716797,0.028433756361226248,0.02866955180829467
53,53,53,53,2019-04-23,43.6114501953125,43.17132568359375,42.67251586914063,0.010194834296830768,0.022003256828146744
54,54,54,54,2019-04-24,46.93684768676758,42.9757194519043,43.181114196777344,0.09217130708646604,0.0869762987790279
55,55,55,55,2019-04-25,47.09333038330078,44.13961410522461,43.33760833740234,0.06691758271911485,0.08666195920777398
56,56,56,56,2019-04-26,47.68994140625,43.86574172973633,42.74097442626953,0.08717964237502618,0.11578975553114024
57,57,57,57,2019-04-29,48.0224838256836,43.82663345336914,42.956153869628906,0.09573745555379642,0.11794188957025598
58,58,58,58,2019-04-30,47.92467498779297,43.86574172973633,42.652957916259766,0.09253082469377505,0.12359557998024728
59,59,59,59,2019-05-01,47.670387268066406,43.6114501953125,43.17132568359375,0.09307044490784144,0.10421411696844007
60,60,60,60,2019-05-02,47.88555908203125,46.93684768676758,42.9757194519043,0.02021250769959848,0.11424682804023178
61,61,61,61,2019-05-03,48.34524154663086,47.09333038330078,44.13961410522461,0.02658361923313879,0.09528011349126064
62,62,62,62,2019-05-06,47.51389694213867,47.68994140625,43.86574172973633,-0.003691438045848705,0.08316638608049076
63,63,63,63,2019-05-07,47.0639762878418,48.0224838256836,43.82663345336914,-0.019959557721359933,0.0738670205622145
64,64,64,64,2019-05-08,47.132442474365234,47.92467498779297,43.86574172973633,-0.01653078531319252,0.07447043218271698
65,65,65,65,2019-05-09,46.91728973388672,47.670387268066406,43.6114501953125,-0.01579801586139362,0.07580210068156701
66,66,66,66,2019-05-10,47.191139221191406,47.88555908203125,46.93684768676758,-0.014501655074137365,0.005417737810618162
67,67,67,67,2019-05-13,44.75577545166016,48.34524154663086,47.09333038330078,-0.07424652313524005,-0.049636645202512764
68,68,68,68,2019-05-14,45.21546173095703,47.51389694213867,47.68994140625,-0.04837395707577141,-0.0518868256560423
69,69,69,69,2019-05-15,45.763179779052734,47.0639762878418,48.0224838256836,-0.027638899459608623,-0.04704679697184955
70,70,70,70,2019-05-16,45.93922424316406,47.132442474365234,47.92467498779297,-0.02531628255527285,-0.041428569836616025
71,71,71,71,2019-05-17,44.8927116394043,46.91728973388672,47.670387268066406,-0.04315206837321084,-0.05826836717399242
72,72,72,72,2019-05-20,42.86812973022461,47.191139221191406,47.88555908203125,-0.09160638124678988,-0.10477959217749633
73,73,73,73,2019-05-21,42.956153869628906,44.75577545166016,48.34524154663086,-0.040209817925621505,-0.11147090188398312
74,74,74,74,2019-05-22,42.54537582397461,45.21546173095703,47.51389694213867,-0.05905249675144486,-0.10456985088414472
75,75,75,75,2019-05-23,41.38148880004883,45.763179779052734,47.0639762878418,-0.0957470831388676,-0.12073963859405024
76,76,76,76,2019-05-24,40.9707145690918,45.93922424316406,47.132442474365234,-0.10815397421108175,-0.13073220019575105
77,77,77,77,2019-05-28,40.75507736206055,44.8927116394043,46.91728973388672,-0.0921671720474102,-0.13134203631066566
78,78,78,78,2019-05-29,41.48038864135742,42.86812973022461,47.191139221191406,-0.03237232642525911,-0.12101319599569116
79,79,79,79,2019-05-30,41.70582962036133,42.956153869628906,44.75577545166016,-0.029106987861676092,-0.06814641910501629
80,80,80,80,2019-05-31,41.30396270751953,42.54537582397461,45.21546173095703,-0.029178567409799072,-0.08650799690406497
81,81,81,81,2019-06-03,41.46078109741211,41.38148880004883,45.763179779052734,0.0019161296430492136,-0.09401441732005633
82,82,82,82,2019-06-04,43.44071578979492,40.9707145690918,45.93922424316406,0.0602869939341133,-0.054387258264182115
83,83,83,83,2019-06-05,43.65634536743164,40.75507736206055,44.8927116394043,0.07118789101040757,-0.02754046763545115
84,84,84,84,2019-06-06,43.99940490722656,41.48038864135742,42.86812973022461,0.06072788487226455,0.02638965553480488
85,85,85,85,2019-06-07,44.31306076049805,41.70582962036133,42.956153869628906,0.06251478903236674,0.031588183965150396
86,86,86,86,2019-06-10,45.97932052612305,41.30396270751953,42.54537582397461,0.11319392891453361,0.08071252481952196
87,87,87,87,2019-06-11,46.42040252685547,41.46078109741211,41.38148880004883,0.11962199693707487,0.12176733783441573
88,88,88,88,2019-06-12,44.54829788208008,43.44071578979492,40.9707145690918,0.02549640520760832,0.08732050076781439
89,89,89,89,2019-06-13,44.195438385009766,43.65634536743164,40.75507736206055,0.012348560399201292,0.08441551938144265
90,90,90,90,2019-06-14,43.15646743774414,43.99940490722656,41.48038864135742,-0.01915792886880563,0.04040653550472295
91,91,91,91,2019-06-17,43.215274810791016,44.31306076049805,41.70582962036133,-0.024773417382299878,0.03619266668880172
92,92,92,92,2019-06-18,44.91095352172852,45.97932052612305,41.30396270751953,-0.023235815409397675,0.08732796026741352
93,93,93,93,2019-06-19,44.567901611328125,46.42040252685547,41.46078109741211,-0.039907041186375336,0.0749411957921351
94,94,94,94,2019-06-20,45.283424377441406,44.54829788208008,43.44071578979492,0.016501786382663086,0.04241892782253309
95,95,95,95,2019-06-21,45.13639068603516,44.195438385009766,43.65634536743164,0.021290710883513864,0.033902180912002366
96,96,96,96,2019-06-24,45.31282043457031,43.15646743774414,43.99940490722656,0.04996592920717724,0.029850756620756647
97,97,97,97,2019-06-25,44.54829788208008,43.215274810791016,44.31306076049805,0.030846108861402044,0.005308527949658748
98,98,98,98,2019-06-26,45.02857208251953,44.91095352172852,45.97932052612305,0.0026189281582298385,-0.020677740182422855
99,99,99,99,2019-06-27,45.724491119384766,44.567901611328125,46.42040252685547,0.02595117710820527,-0.014991498771862233
100,100,100,100,2019-06-28,46.9594955444336,45.283424377441406,44.54829788208008,0.03701290682042924,0.054125472284844545
101,101,101,101,2019-07-01,47.86124420166016,45.13639068603516,44.195438385009766,0.060369326705337345,0.08294534346996696
102,102,102,102,2019-07-02,46.60662841796875,45.31282043457031,43.15646743774414,0.028552801855859622,0.07994539833923331
103,103,103,103,2019-07-03,46.36159133911133,44.54829788208008,43.215274810791016,0.040703989675005436,0.07280565823301588
104,104,104,104,2019-07-05,45.97932052612305,45.02857208251953,44.91095352172852,0.021114336956125745,0.023788562045952366
105,105,105,105,2019-07-08,45.724491119384766,45.724491119384766,44.567901611328125,0.0,0.02595117710820527
106,106,106,106,2019-07-09,45.43043899536133,46.9594955444336,45.283424377441406,-0.03256117918953072,0.0032465437395932106
107,107,107,107,2019-07-10,45.00897216796875,47.86124420166016,45.13639068603516,-0.059594606894746716,-0.0028229664829145795
108,108,108,108,2019-07-11,44.371864318847656,46.60662841796875,45.31282043457031,-0.047949490769418124,-0.020765781222586988
109,109,109,109,2019-07-12,45.34223175048828,46.36159133911133,44.54829788208008,-0.021987157023298676,0.017821867639247646
110,110,110,110,2019-07-15,45.5578498840332,45.97932052612305,45.02857208251953,-0.009166526109284034,0.011754265725853141
111,111,111,111,2019-07-16,44.26404571533203,45.724491119384766,45.724491119384766,-0.03194011279949671,-0.03194011279949671
112,112,112,112,2019-07-17,44.195438385009766,45.43043899536133,46.9594955444336,-0.027184430475735932,-0.058860452553380904
113,113,113,113,2019-07-18,45.38143157958984,45.00897216796875,47.86124420166016,0.008275225886765547,-0.051812539841668115
114,114,114,114,2019-07-19,45.04817581176758,44.371864318847656,46.60662841796875,0.015241899417614668,-0.033438432667236784
115,115,115,115,2019-07-22,45.91072082519531,45.34223175048828,46.36159133911133,0.012537739161921913,-0.009725087101047247
116,116,116,116,2019-07-23,47.13591766357422,45.5578498840332,45.97932052612305,0.03463876771089858,0.025154724432999265
117,117,117,117,2019-07-24,56.79050064086914,44.26404571533203,45.724491119384766,0.28299389997237046,0.2420149300861869
118,118,118,118,2019-07-25,54.790977478027344,44.195438385009766,45.43043899536133,0.23974282143587433,0.2060411188987581
119,119,119,119,2019-07-26,55.2320442199707,45.38143157958984,45.00897216796875,0.21706262445918845,0.22713409259492812
120,120,120,120,2019-07-29,56.44744110107422,45.04817581176758,44.371864318847656,0.25304610195400845,0.2721449046056257
121,121,121,121,2019-07-30,56.22201156616211,45.91072082519531,45.34223175048828,0.22459439877293486,0.23994804392390034
122,122,122,122,2019-07-31,54.62434387207031,47.13591766357422,45.5578498840332,0.158868790079439,0.19901057690641077
123,123,123,123,2019-08-01,53.71279525756836,56.79050064086914,44.26404571533203,-0.05419401746012986,0.21346330615602782
124,124,124,124,2019-08-02,52.40918731689453,54.790977478027344,44.195438385009766,-0.04347048128659459,0.18585060431645606
125,125,125,125,2019-08-05,50.70369720458984,55.2320442199707,45.38143157958984,-0.08198767725029299,0.11727848681163411
126,126,126,126,2019-08-06,50.2430305480957,56.44744110107422,45.04817581176758,-0.10991482398411934,0.11531776021374696
127,127,127,127,2019-08-07,49.44908905029297,56.22201156616211,45.91072082519531,-0.12046745264350356,0.07707063103125655
128,128,128,128,2019-08-08,51.36041259765625,54.62434387207031,47.13591766357422,-0.059752319992312564,0.08962369130550818
129,129,129,129,2019-08-09,51.13497924804688,53.71279525756836,56.79050064086914,-0.047992587188212865,-0.099585693540308
130,130,130,130,2019-08-12,51.21338272094727,52.40918731689453,54.790977478027344,-0.022816697933451424,-0.06529532637950808
131,131,131,131,2019-08-13,52.51700592041016,50.70369720458984,55.2320442199707,0.035762849965429666,-0.049156940285379536
132,132,132,132,2019-08-14,50.27243041992188,50.2430305480957,56.44744110107422,0.000585153234298641,-0.10939398776457243
133,133,133,133,2019-08-15,50.99774932861328,49.44908905029297,56.22201156616211,0.031318277203149725,-0.09292200851620036
134,134,134,134,2019-08-16,51.899505615234375,51.36041259765625,54.62434387207031,0.010496275055288828,-0.04988322172285464
135,135,135,135,2019-08-19,52.06613159179688,51.13497924804688,53.71279525756836,0.018209694370523666,-0.03065682316243734
136,136,136,136,2019-08-20,52.0073127746582,51.21338272094727,52.40918731689453,0.015502394326047941,-0.007668017055986298
137,137,137,137,2019-08-21,52.36997222900391,52.51700592041016,50.70369720458984,-0.0027997348445393255,0.03286298862370218
138,138,138,138,2019-08-22,52.58561325073242,50.27243041992188,50.2430305480957,0.046012950070022374,0.046625027930873975
139,139,139,139,2019-08-23,50.95854568481445,50.99774932861328,49.44908905029297,-0.0007687328228195289,0.03052546899268993
140,140,140,140,2019-08-26,51.40942001342773,51.899505615234375,51.36041259765625,-0.009442972452184395,0.0009541865669069338
141,141,141,141,2019-08-27,50.93894577026367,52.06613159179688,51.13497924804688,-0.02164911790202595,-0.003833647351889735
142,142,142,142,2019-08-28,50.76251602172852,52.0073127746582,51.21338272094727,-0.02393503310434908,-0.00880368909969187
143,143,143,143,2019-08-29,51.60544967651367,52.36997222900391,52.51700592041016,-0.014598490698966349,-0.017357353640418127
144,144,144,144,2019-08-30,51.91910171508789,52.58561325073242,50.27243041992188,-0.012674788681583893,0.03275495696968478
145,145,145,145,2019-09-03,51.26128005981445,50.95854568481445,50.99774932861328,0.005940796993549435,0.0051674972850872525
146,146,146,146,2019-09-04,52.66529846191406,51.40942001342773,51.899505615234375,0.024428955785891215,0.01475530137718506
147,147,147,147,2019-09-05,54.90385818481445,50.93894577026367,52.06613159179688,0.0778365620763466,0.054502351264841487
148,148,148,148,2019-09-06,55.06096649169922,50.76251602172852,52.0073127746582,0.08467764813175882,0.05871585271617774
149,149,149,149,2019-09-09,56.356964111328125,51.60544967651367,52.36997222900391,0.09207388879661149,0.07613125828843015
150,150,150,150,2019-09-10,55.81696319580078,51.91910171508789,52.58561325073242,0.07507567257428405,0.0614493156076934
151,151,151,151,2019-09-11,56.70060729980469,51.26128005981445,50.95854568481445,0.10610985979365584,0.11268103392325335
152,152,152,152,2019-09-12,56.347145080566406,52.66529846191406,51.40942001342773,0.06991029627060685,0.09604708759307123
153,153,153,153,2019-09-13,56.78897476196289,54.90385818481445,50.93894577026367,0.034334865335016396,0.11484393528839498
154,154,154,154,2019-09-16,56.887149810791016,55.06096649169922,50.76251602172852,0.03316656854120259,0.12065268369363102
155,155,155,155,2019-09-17,56.94607925415039,56.356964111328125,51.60544967651367,0.010453280301943257,0.10348964326663568
156,156,156,156,2019-09-18,57.43697738647461,55.81696319580078,51.91910171508789,0.029023689178341083,0.10627833473827608
157,157,157,157,2019-09-19,57.67262268066406,56.70060729980469,51.26128005981445,0.017142944796337822,0.12507184005878336
158,158,158,158,2019-09-20,57.15224838256836,56.347145080566406,52.66529846191406,0.014288271408441355,0.08519746496640712
159,159,159,159,2019-09-23,57.64316940307617,56.78897476196289,54.90385818481445,0.01504155770893445,0.04989287290231581
160,160,160,160,2019-09-24,57.09334182739258,56.887149810791016,55.06096649169922,0.003624579844259568,0.03691136326129962
161,161,161,161,2019-09-25,58.34026336669922,56.94607925415039,56.356964111328125,0.02448253033060599,0.035191733384595913
162,162,162,162,2019-09-26,58.14390182495117,57.43697738647461,55.81696319580078,0.012307827999372245,0.041688735752027695
163,163,163,163,2019-09-27,56.356964111328125,57.67262268066406,56.70060729980469,-0.02281253232787417,-0.006060661513897836
164,164,164,164,2019-09-30,56.857704162597656,57.15224838256836,56.347145080566406,-0.005153676859728562,0.009060957414989579
165,165,165,165,2019-10-01,57.0540657043457,57.64316940307617,56.78897476196289,-0.010219835321876536,0.0046680001442880314
