,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AMP,AMP_6m,AMP_12m,AMP_6m_ret,AMP_12m_ret
244,244,244,244,2020-01-24,155.15049743652344,155.81712341308594,153.37277221679688,-0.004278258781579503,0.011590878837435925
245,245,245,245,2020-01-27,150.3636474609375,159.2058868408203,154.75233459472656,-0.05553965092210189,-0.028359424400816846
246,246,246,246,2020-01-28,152.8820343017578,159.65023803710938,156.3541259765625,-0.04239394703425592,-0.0222065881096426
247,247,247,247,2020-01-29,153.73387145996094,157.63185119628906,156.62266540527344,-0.0247283763195435,-0.01844429053635066
248,248,248,248,2020-01-30,157.87258911132812,158.45591735839844,157.15037536621094,-0.003681328263373862,0.0045956857782503135
249,249,249,249,2020-01-31,153.15057373046875,158.67808532714844,155.93746948242188,-0.03483475103246647,-0.01787188006322804
250,250,250,250,2020-02-03,155.0486602783203,155.15049743652344,155.81712341308594,-0.0006563766142276828,-0.004931827246793419
251,251,251,251,2020-02-04,160.437255859375,150.3636474609375,159.2058868408203,0.06699497231240348,0.007734444014534825
252,252,252,252,2020-02-05,163.01126098632812,152.8820343017578,159.65023803710938,0.06625517988972662,0.02105241426848048
253,253,253,253,2020-02-06,162.87237548828125,153.73387145996094,157.63185119628906,0.05944366027821246,0.033245338757498244
254,254,254,254,2020-02-07,162.3260955810547,157.87258911132812,158.45591735839844,0.028209497891911184,0.024424321206652166
255,255,255,255,2020-02-10,162.74273681640625,153.15057373046875,158.67808532714844,0.0626322373615058,0.025615707933944742
256,256,256,256,2020-02-11,164.46490478515625,155.0486602783203,155.15049743652344,0.060730898867060734,0.06003465991105572
257,257,257,257,2020-02-12,165.40000915527344,160.437255859375,150.3636474609375,0.030932673769042518,0.09999997970415153
258,258,258,258,2020-02-13,166.07960510253906,163.01126098632812,152.8820343017578,0.018822896636989217,0.08632519092944535
259,259,259,259,2020-02-14,166.4706268310547,162.87237548828125,153.73387145996094,0.02209245939949067,0.08284937632895661
260,260,260,260,2020-02-18,165.04623413085938,162.3260955810547,157.87258911132812,0.016757247441132606,0.0454394588694087
261,261,261,261,2020-02-19,166.67544555664062,162.74273681640625,153.15057373046875,0.024165187443486058,0.08831094456083743
262,262,262,262,2020-02-20,167.30841064453125,164.46490478515625,155.0486602783203,0.01728943851631759,0.0790703405253812
263,263,263,263,2020-02-21,163.31472778320312,165.40000915527344,160.437255859375,-0.012607504574638217,0.017935185368355144
264,264,264,264,2020-02-24,153.1116180419922,166.07960510253906,163.01126098632812,-0.07808295938890464,-0.060729810225602976
265,265,265,265,2020-02-25,145.44070434570312,166.4706268310547,162.87237548828125,-0.12632812698359153,-0.1070265666004997
266,266,266,266,2020-02-26,145.2265625,165.04623413085938,162.3260955810547,-0.1200855732045667,-0.10534062942773326
267,267,267,267,2020-02-27,136.08474731445312,166.67544555664062,162.74273681640625,-0.1835345220768706,-0.16380448076172271
268,268,268,268,2020-02-28,131.541748046875,167.30841064453125,164.46490478515625,-0.21377683560479954,-0.20018347854388396
269,269,269,269,2020-03-02,140.44151306152344,163.31472778320312,165.40000915527344,-0.14005604413120287,-0.15089779148875127
270,270,270,270,2020-03-03,130.8528289794922,153.1116180419922,166.07960510253906,-0.14537622518230675,-0.21210777868418906
271,271,271,271,2020-03-04,134.48353576660156,145.44070434570312,166.4706268310547,-0.07533770293807907,-0.1921485590182569
272,272,272,272,2020-03-05,125.2206802368164,145.2265625,165.04623413085938,-0.13775635750645543,-0.2412993795572862
273,273,273,273,2020-03-06,117.85693359375,136.08474731445312,166.67544555664062,-0.13394457557086714,-0.29289564398554935
274,274,274,274,2020-03-09,101.59342956542967,131.541748046875,167.30841064453125,-0.22767158659601527,-0.3927775108611946
275,275,275,275,2020-03-10,111.04247283935548,140.44151306152344,163.31472778320312,-0.20933297841421772,-0.32007067368252273
276,276,276,276,2020-03-11,103.12946319580078,130.8528289794922,153.1116180419922,-0.21186676665612125,-0.3264426010603805
277,277,277,277,2020-03-12,86.03742980957031,134.48353576660156,145.44070434570312,-0.36023819332881224,-0.40843637827093493
278,278,278,278,2020-03-13,105.51268005371094,125.2206802368164,145.2265625,-0.15738614537018847,-0.2734615607684652
279,279,279,279,2020-03-16,80.3773193359375,117.85693359375,136.08474731445312,-0.3180094128955011,-0.4093583526285397
280,280,280,280,2020-03-17,91.17621612548828,101.59342956542967,131.541748046875,-0.10253825945734363,-0.3068647978359116
281,281,281,281,2020-03-18,87.42453002929688,111.04247283935548,140.44151306152344,-0.2126928751328021,-0.377502220507987
282,282,282,282,2020-03-19,88.83955383300781,103.12946319580078,130.8528289794922,-0.1385628211373724,-0.32107273090036803
283,283,283,283,2020-03-20,83.62628936767578,86.03742980957031,134.48353576660156,-0.02802431973190267,-0.37816708275122535
284,284,284,284,2020-03-23,77.15625,105.51268005371094,125.2206802368164,-0.2687490265556346,-0.3838377985642413
285,285,285,285,2020-03-24,93.14981079101562,80.3773193359375,117.85693359375,0.15890666123978847,-0.20963656570176203
286,286,286,286,2020-03-25,96.4453353881836,91.17621612548828,101.59342956542967,0.057790501586984844,-0.05067349531625498
287,287,287,287,2020-03-26,103.21326446533205,87.42453002929688,111.04247283935548,0.1805984479498397,-0.0705064303219356
288,288,288,288,2020-03-27,96.19398498535156,88.83955383300781,103.12946319580078,0.08278329679781948,-0.06725021148691113
289,289,289,289,2020-03-30,101.612060546875,83.62628936767578,86.03742980957031,0.21507317035342832,0.18102157132978713
290,290,290,290,2020-03-31,95.40267181396484,77.15625,105.51268005371094,0.23648663347382537,-0.09581794562131885
291,291,291,291,2020-04-01,87.7968978881836,93.14981079101562,80.3773193359375,-0.05746563366447899,0.0923093555936585
292,292,292,292,2020-04-02,87.55484008789062,96.4453353881836,91.17621612548828,-0.09218170339197373,-0.039718428681153606
293,293,293,293,2020-04-03,84.08245849609375,103.21326446533205,87.42453002929688,-0.18535220321089718,-0.03822807548502871
294,294,294,294,2020-04-06,95.49578094482422,96.19398498535156,88.83955383300781,-0.0072582920921060445,0.07492413935720732
295,295,295,295,2020-04-07,96.3336181640625,101.612060546875,83.62628936767578,-0.05194700662897678,0.15195375631838703
296,296,296,296,2020-04-08,103.97663116455078,95.40267181396484,77.15625,0.08987127076802581,0.3476112585117963
297,297,297,297,2020-04-09,112.1502914428711,87.7968978881836,93.14981079101562,0.2773833032882722,0.20397766233238634
298,298,298,298,2020-04-13,106.98356628417967,87.55484008789062,96.4453353881836,0.22190350843866335,0.10926636165015835
299,299,299,299,2020-04-14,106.40637969970705,84.08245849609375,103.21326446533205,0.26550033863068356,0.030937062701350104
300,300,300,300,2020-04-15,96.95734405517578,95.49578094482422,96.19398498535156,0.015305001916221084,0.007935621649736824
301,301,301,301,2020-04-16,94.667236328125,96.3336181640625,101.612060546875,-0.01729803019647347,-0.06834645593616573
302,302,302,302,2020-04-17,103.2877426147461,103.97663116455078,95.40267181396484,-0.006625417096986608,0.08265041901716486
303,303,303,303,2020-04-20,102.50575256347656,112.1502914428711,87.7968978881836,-0.08599655654312255,0.1675327378198017
304,304,304,304,2020-04-21,96.3056869506836,106.98356628417967,87.55484008789062,-0.0998085940146406,0.09994703723984366
305,305,305,305,2020-04-22,97.66486358642578,106.40637969970705,84.08245849609375,-0.08215218051728657,0.1615367263668086
306,306,306,306,2020-04-23,97.1435317993164,96.95734405517578,95.49578094482422,0.0019203057381054212,0.017254697937328034
307,307,307,307,2020-04-24,100.05736541748048,94.667236328125,96.3336181640625,0.056937640713127236,0.038654701488282095
308,308,308,308,2020-04-27,104.68415069580078,103.2877426147461,103.97663116455078,0.013519591441388812,0.006804601412122135
309,309,309,309,2020-04-28,105.64302825927734,102.50575256347656,112.1502914428711,0.030605850084930886,-0.05802270417557076
310,310,310,310,2020-04-29,109.8694839477539,96.3056869506836,106.98356628417967,0.14084108038205567,0.026975336154979157
311,311,311,311,2020-04-30,107.00218963623048,97.66486358642578,106.40637969970705,0.09560578602090497,0.005599381711931972
312,312,312,312,2020-05-01,103.57632446289062,97.1435317993164,96.95734405517578,0.06621946458425443,0.06826693194017519
313,313,313,313,2020-05-04,105.25202178955078,100.05736541748048,94.667236328125,0.051916781442286286,0.11181044120415629
314,314,314,314,2020-05-05,103.08293914794922,104.68415069580078,103.2877426147461,-0.015295644442915535,-0.0019828438652277347
315,315,315,315,2020-05-06,99.8711929321289,105.64302825927734,102.50575256347656,-0.05463526957011067,-0.025701578354992427
316,316,316,316,2020-05-07,113.32325744628906,109.8694839477539,96.3056869506836,0.03143523910768087,0.17670369252773055
317,317,317,317,2020-05-08,116.93531799316406,107.00218963623048,97.66486358642578,0.09283107561352422,0.19731204958562643
318,318,318,318,2020-05-11,115.31548309326172,103.57632446289062,97.1435317993164,0.1133382429937162,0.1870629053459345
319,319,319,319,2020-05-12,112.7833023071289,105.25202178955078,100.05736541748048,0.07155473490700981,0.12718640788262392
320,320,320,320,2020-05-13,109.26437377929688,103.08293914794922,104.68415069580078,0.05996564205911703,0.043752784476474016
321,321,321,321,2020-05-14,114.1331787109375,99.8711929321289,105.64302825927734,0.1428037991746114,0.08036640554095986
322,322,322,322,2020-05-15,114.52752685546876,113.32325744628906,109.8694839477539,0.010626851330588272,0.04239614805080816
323,323,323,323,2020-05-18,123.86962127685548,116.93531799316406,107.00218963623048,0.0593003328908448,0.15763632219086632
324,324,324,324,2020-05-19,120.6867218017578,115.31548309326172,103.57632446289062,0.04657864290567182,0.16519602744734874
325,325,325,325,2020-05-20,123.58795928955078,112.7833023071289,105.25202178955078,0.09580014737464304,0.174209836431098
326,326,326,326,2020-05-21,124.04798126220705,109.26437377929688,103.08293914794922,0.1353012603428414,0.20338032934982442
327,327,327,327,2020-05-22,124.36724853515624,114.1331787109375,99.8711929321289,0.0896677893300275,0.2452764894845556
328,328,328,328,2020-05-26,131.48411560058594,114.52752685546876,113.32325744628906,0.14805688388361005,0.1602571137076998
329,329,329,329,2020-05-27,137.28656005859375,123.86962127685548,116.93531799316406,0.1083150060800675,0.1740384548885343
330,330,330,330,2020-05-28,134.86419677734375,120.6867218017578,115.31548309326172,0.11747336213899429,0.16952375483066695
331,331,331,331,2020-05-29,131.5123291015625,123.58795928955078,112.7833023071289,0.0641192706600644,0.16606205361349624
332,332,332,332,2020-06-01,135.14584350585938,124.04798126220705,109.26437377929688,0.08946427124996226,0.2368701602485772
333,333,333,333,2020-06-02,137.45556640625,124.36724853515624,114.1331787109375,0.10523926536329165,0.20434362696916186
334,334,334,334,2020-06-03,142.2251739501953,131.48411560058594,114.52752685546876,0.08169091985405963,0.24184270677284747
335,335,335,335,2020-06-04,143.76499938964844,137.28656005859375,123.86962127685548,0.04718917371292353,0.16061547543061971
336,336,336,336,2020-06-05,146.06532287597656,134.86419677734375,120.6867218017578,0.08305485344732011,0.2102849484627325
337,337,337,337,2020-06-08,152.7596893310547,131.5123291015625,123.58795928955078,0.16156173626187975,0.23604022761762966
338,338,338,338,2020-06-09,149.83969116210938,135.14584350585938,124.04798126220705,0.10872585700804738,0.2079172078212621
339,339,339,339,2020-06-10,144.63816833496094,137.45556640625,124.36724853515624,0.05225399099140704,0.16299242797893454
340,340,340,340,2020-06-11,130.59217834472656,142.2251739501953,131.48411560058594,-0.08179280279553336,-0.006783612239282588
341,341,341,341,2020-06-12,137.68092346191406,143.76499938964844,137.28656005859375,-0.04231959067620217,0.0028725565208422843
342,342,342,342,2020-06-15,141.00462341308594,146.06532287597656,134.86419677734375,-0.03464682351188619,0.0455304430862391
343,343,343,343,2020-06-16,144.13116455078125,152.7596893310547,131.5123291015625,-0.0564843043217641,0.09595172966234711
344,344,344,344,2020-06-17,140.54452514648438,149.83969116210938,135.14584350585938,-0.06203407083620249,0.03994707865648084
345,345,345,345,2020-06-18,141.3332061767578,144.63816833496094,137.45556640625,-0.02284986180514481,0.028210132713341274
346,346,346,346,2020-06-19,139.28643798828125,130.59217834472656,142.2251739501953,0.06657565371644458,-0.020662558394501596
347,347,347,347,2020-06-22,139.22068786621094,137.68092346191406,143.76499938964844,0.011183571155540806,-0.03160930367426207
348,348,348,348,2020-06-23,139.53053283691406,141.00462341308594,146.06532287597656,-0.0104542002984781,-0.04473881897766496
349,349,349,349,2020-06-24,134.22573852539062,144.13116455078125,152.7596893310547,-0.06872508146495049,-0.12132749737071036
350,350,350,350,2020-06-25,142.29092407226562,140.54452514648438,149.83969116210938,0.012425947748309962,-0.05037895521071811
351,351,351,351,2020-06-26,138.04708862304688,141.3332061767578,144.63816833496094,-0.023250852666578337,-0.04556943570144001
352,352,352,352,2020-06-29,139.2958221435547,139.28643798828125,130.59217834472656,6.737307241810875e-05,0.06664751219520171
353,353,353,353,2020-06-30,140.87313842773438,139.22068786621094,137.68092346191406,0.01186928887401728,0.02318560106624612
354,354,354,354,2020-07-01,136.92037963867188,139.53053283691406,141.00462341308594,-0.018706681220037935,-0.02896531812612202
355,355,355,355,2020-07-02,136.5635986328125,134.22573852539062,144.13116455078125,0.017417375632316823,-0.052504716391870265
356,356,356,356,2020-07-06,141.0233917236328,142.29092407226562,140.54452514648438,-0.008908033712600405,0.0034072232742565767
357,357,357,357,2020-07-07,137.2020721435547,138.04708862304688,141.3332061767578,-0.0061212191283482875,-0.029229748230833574
358,358,358,358,2020-07-08,139.34275817871094,139.2958221435547,139.28643798828125,0.0003369522102958378,0.0004043479842195108
359,359,359,359,2020-07-09,134.53553771972656,140.87313842773438,139.22068786621094,-0.04498799969065004,-0.0336526863808253
360,360,360,360,2020-07-10,139.5023651123047,136.92037963867188,139.53053283691406,0.01885756875964395,-0.00020187498776558233
361,361,361,361,2020-07-13,138.94845581054688,136.5635986328125,134.22573852539062,0.0174633445633392,0.0351848858277124
362,362,362,362,2020-07-14,140.64784240722656,141.0233917236328,142.29092407226562,-0.002663028536019185,-0.011547339900643161
363,363,363,363,2020-07-15,144.6851348876953,137.2020721435547,138.04708862304688,0.05454044991617235,0.04808537674252866
364,364,364,364,2020-07-16,143.54905700683594,139.34275817871094,139.2958221435547,0.03018670566812176,0.030533829355613884
365,365,365,365,2020-07-17,143.99972534179688,134.53553771972656,140.87313842773438,0.07034712004338028,0.022194344137980382
366,366,366,366,2020-07-20,144.94801330566406,139.5023651123047,136.92037963867188,0.0390362427832347,0.05862994017528167
367,367,367,367,2020-07-21,147.7177734375,138.94845581054688,136.5635986328125,0.06311201931534871,0.08167751081808006
368,368,368,368,2020-07-22,148.3092803955078,140.64784240722656,141.0233917236328,0.054472488572548494,0.05166439824503266
369,369,369,369,2020-07-23,147.22955322265625,144.6851348876953,137.2020721435547,0.01758590014748873,0.07308549296988609
370,370,370,370,2020-07-24,145.7742462158203,143.54905700683594,139.34275817871094,0.01550124574401357,0.04615588295489892
371,371,371,371,2020-07-27,146.7882843017578,143.99972534179688,134.53553771972656,0.019365029713369397,0.09107442382663966
372,372,372,372,2020-07-28,144.63816833496094,144.94801330566406,139.5023651123047,-0.0021376282684864023,0.03681516953867936
373,373,373,373,2020-07-29,147.32345581054688,147.7177734375,138.94845581054688,-0.00266939866325544,0.06027414951209775
374,374,374,374,2020-07-30,142.75099182128906,148.3092803955078,140.64784240722656,-0.03747768554601594,0.014953300228901512
375,375,375,375,2020-07-31,144.2438507080078,147.22955322265625,144.6851348876953,-0.020279233681658626,-0.003049962112763205
376,376,376,376,2020-08-03,146.17796325683594,145.7742462158203,143.54905700683594,0.002769467525957303,0.01831364346667086
377,377,377,377,2020-08-04,144.04666137695312,146.7882843017578,143.99972534179688,-0.018677396073167762,0.00032594531027640983
378,378,378,378,2020-08-05,146.628662109375,144.63816833496094,144.94801330566406,0.01376188455183125,0.011594838489899173
379,379,379,379,2020-08-06,146.3282012939453,147.32345581054688,147.7177734375,-0.006755574060667069,-0.009406939403555414
380,380,380,380,2020-08-07,151.08261108398438,142.75099182128906,148.3092803955078,0.0583647031547474,0.018699643616911343
381,381,381,381,2020-08-10,152.0183868408203,144.2438507080078,147.22955322265625,0.05389856201600196,0.03252630680011559
382,382,382,382,2020-08-11,153.64418029785156,146.17796325683594,145.7742462158203,0.05107621473626245,0.053987136180280615
383,383,383,383,2020-08-12,152.25469970703125,144.04666137695312,146.7882843017578,0.0569818019495687,0.037240134192426
384,384,384,384,2020-08-13,150.28863525390625,146.628662109375,144.63816833496094,0.024960830248871524,0.039066222864905464
385,385,385,385,2020-08-14,150.91250610351562,146.3282012939453,147.32345581054688,0.03132892203302173,0.024361703119319733
386,386,386,386,2020-08-17,149.18276977539062,151.08261108398438,142.75099182128906,-0.012574850904169654,0.04505592481034082
387,387,387,387,2020-08-18,147.92559814453125,152.0183868408203,144.2438507080078,-0.026922984655630255,0.02552446720225454
388,388,388,388,2020-08-19,148.25645446777344,153.64418029785156,146.17796325683594,-0.03506625385767026,0.01421890936656145
389,389,389,389,2020-08-20,146.64012145996094,152.25469970703125,144.04666137695312,-0.03687622292036896,0.01800430539810316
390,390,390,390,2020-08-21,146.0446319580078,150.28863525390625,146.628662109375,-0.028239016800760575,-0.003983055856647821
391,391,391,391,2020-08-24,149.07875061035156,150.91250610351562,146.3282012939453,-0.012151116832598619,0.018797123808560467
392,392,392,392,2020-08-25,148.3887939453125,149.18276977539062,151.08261108398438,-0.005322168446621145,-0.017830093876087583
393,393,393,393,2020-08-26,147.20726013183594,147.92559814453125,152.0183868408203,-0.0048560764445478855,-0.031648321028574955
394,394,394,394,2020-08-27,150.38320922851562,148.25645446777344,153.64418029785156,0.014345107390953293,-0.021224175644103727
395,395,395,395,2020-08-28,150.18466186523438,146.64012145996094,152.25469970703125,0.024171695781370683,-0.013595887980995314
396,396,396,396,2020-08-31,148.2091827392578,146.0446319580078,150.28863525390625,0.014821159478647372,-0.013836392293637423
397,397,397,397,2020-09-01,148.54945373535156,149.07875061035156,150.91250610351562,-0.003550451508568253,-0.01565842639007775
398,398,398,398,2020-09-02,150.97866821289062,148.3887939453125,149.18276977539062,0.017453300877508404,0.012038243023667627
399,399,399,399,2020-09-03,147.77439880371094,147.20726013183594,147.92559814453125,0.003852654219411944,-0.0010221310085397617
400,400,400,400,2020-09-04,147.9634552001953,150.38320922851562,148.25645446777344,-0.01609058644734307,-0.001976300246960383
401,401,401,401,2020-09-08,141.31858825683594,150.18466186523438,146.64012145996094,-0.059034481273155914,-0.03628974901373094
402,402,402,402,2020-09-09,141.87628173828125,148.2091827392578,146.0446319580078,-0.04272947791715398,-0.028541618845156047
403,403,403,403,2020-09-10,141.847900390625,148.54945373535156,149.07875061035156,-0.045113281646028236,-0.04850356063571992
404,404,404,404,2020-09-11,143.76669311523438,150.97866821289062,148.3887939453125,-0.047768172702959966,-0.031148584116005185
405,405,405,405,2020-09-14,147.48135375976562,147.77439880371094,147.20726013183594,-0.001983056918638315,0.0018619572681688457
406,406,406,406,2020-09-15,145.42080688476562,147.9634552001953,150.38320922851562,-0.01718429940683308,-0.03299838039903347
407,407,407,407,2020-09-16,148.80465698242188,141.31858825683594,150.18466186523438,0.05297299398420652,-0.009188720510292958
408,408,408,408,2020-09-17,148.398193359375,141.87628173828125,148.2091827392578,0.04596900582103425,0.00127529628477685
409,409,409,409,2020-09-18,149.06935119628906,141.847900390625,148.54945373535156,0.05090981809231865,0.0034998274841435695
410,410,410,410,2020-09-21,142.15037536621094,143.76669311523438,150.97866821289062,-0.011242643994933466,-0.05847377613790561
411,411,411,411,2020-09-22,140.5435333251953,147.48135375976562,147.77439880371094,-0.047042017568345806,-0.048931787488578404
412,412,412,412,2020-09-23,137.3865203857422,145.42080688476562,147.9634552001953,-0.05524853472577662,-0.07148342677009323
413,413,413,413,2020-09-24,136.68704223632812,148.80465698242188,141.31858825683594,-0.08143303436750093,-0.032773792022959713
414,414,414,414,2020-09-25,138.7003631591797,148.398193359375,141.87628173828125,-0.06535005568908869,-0.02238512695843109
415,415,415,415,2020-09-28,143.18064880371094,149.06935119628906,141.847900390625,-0.0395031060732538,0.009395616074794111
416,416,416,416,2020-09-29,142.1409149169922,142.15037536621094,143.76669311523438,-6.655240406072682e-05,-0.011308448174008334
417,417,417,417,2020-09-30,145.66656494140625,140.5435333251953,147.48135375976562,0.03645156411684236,-0.012305208571081527
418,418,418,418,2020-10-01,146.80081176757812,137.3865203857422,145.42080688476562,0.06852412707886701,0.009489734738620026
419,419,419,419,2020-10-02,150.14688110351562,136.68704223632812,148.80465698242188,0.0984719447211082,0.009020041094898623
420,420,420,420,2020-10-05,153.7481231689453,138.7003631591797,148.398193359375,0.10849113633895846,0.03605117884834641
421,421,421,421,2020-10-06,151.0447998046875,143.18064880371094,149.06935119628906,0.05492467778769239,0.013251876341752178
422,422,422,422,2020-10-07,155.85594177246094,142.1409149169922,142.15037536621094,0.09648894453421875,0.09641597055893403
423,423,423,423,2020-10-08,160.0337677001953,145.66656494140625,140.5435333251953,0.09863075143268607,0.1386775607092694
424,424,424,424,2020-10-09,161.00733947753906,146.80081176757812,137.3865203857422,0.09677417678352751,0.17192966985026148
425,425,425,425,2020-10-12,162.61419677734375,150.14688110351562,136.68704223632812,0.08303413019437134,0.18968260719394525
426,426,426,426,2020-10-13,157.5951385498047,153.7481231689453,138.7003631591797,0.025021543688257486,0.13622729573491
427,427,427,427,2020-10-14,157.91651916503906,151.0447998046875,143.18064880371094,0.045494577563989,0.10291803036547065
428,428,428,428,2020-10-15,161.61227416992188,155.85594177246094,142.1409149169922,0.036933673057295335,0.13698630872258444
429,429,429,429,2020-10-16,160.6387176513672,160.0337677001953,145.66656494140625,0.0037801394034862046,0.10278372882605846
430,430,430,430,2020-10-19,159.778564453125,161.00733947753906,146.80081176757812,-0.007631795099536265,0.08840382099585287
431,431,431,431,2020-10-20,158.78611755371094,162.61419677734375,150.14688110351562,-0.02354086727663962,0.0575385674793949
432,432,432,432,2020-10-21,157.61402893066406,157.5951385498047,153.7481231689453,0.00011986652020623545,0.02514440945383578
433,433,433,433,2020-10-22,160.98843383789062,157.91651916503906,151.0447998046875,0.01945277599261863,0.06583234938283877
434,434,434,434,2020-10-23,161.0546112060547,161.61227416992188,155.85594177246094,-0.0034506225887326325,0.033355606302026386
435,435,435,435,2020-10-26,156.5364990234375,160.6387176513672,160.0337677001953,-0.025536923401198286,-0.021853317128104788
436,436,436,436,2020-10-27,153.492919921875,159.778564453125,161.00733947753906,-0.03933972340259728,-0.04667128579385249
437,437,437,437,2020-10-28,149.5797576904297,158.78611755371094,162.61419677734375,-0.05797962696686698,-0.08015560354033058
438,438,438,438,2020-10-29,152.28302001953125,157.61402893066406,157.5951385498047,-0.03382318786786409,-0.033707375615489865
439,439,439,439,2020-10-30,152.0183868408203,160.98843383789062,157.91651916503906,-0.05571858041741573,-0.03734968548828377
440,440,440,440,2020-11-02,155.4400634765625,161.0546112060547,161.61227416992188,-0.034861142363126096,-0.03819147230655151
441,441,441,441,2020-11-03,158.2757110595703,156.5364990234375,160.6387176513672,0.011110584732525686,-0.014710068819929756
442,442,442,442,2020-11-04,159.17361450195312,153.492919921875,159.778564453125,0.03700948931696324,-0.003786177158634718
443,443,443,443,2020-11-05,163.22857666015625,149.5797576904297,158.78611755371094,0.09124776761554965,0.02797762912077384
444,444,444,444,2020-11-06,161.45033264160156,152.28302001953125,157.61402893066406,0.06019917795755925,0.024339861984145728
445,445,445,445,2020-11-09,173.96469116210938,152.0183868408203,160.98843383789062,0.14436611766094587,0.08060366210708869
446,446,446,446,2020-11-10,174.18338012695312,155.4400634765625,161.0546112060547,0.12058227609522798,0.08151749783867634
447,447,447,447,2020-11-11,172.4051513671875,158.2757110595703,156.5364990234375,0.08927105879372288,0.10137349718913846
448,448,448,448,2020-11-12,168.6013946533203,159.17361450195312,153.492919921875,0.059229541157724386,0.09843108554541313
449,449,449,449,2020-11-13,175.8094940185547,163.22857666015625,149.5797576904297,0.07707545832855023,0.17535618945452547
450,450,450,450,2020-11-16,176.8460235595703,161.45033264160156,152.28302001953125,0.09535868193065378,0.1612983741515548
451,451,451,451,2020-11-17,175.19140625,173.96469116210938,152.0183868408203,0.007051517636688098,0.15243563552246053
452,452,452,452,2020-11-18,174.33554077148438,174.18338012695312,155.4400634765625,0.0008735658041563177,0.12156117845236825
453,453,453,453,2020-11-19,174.62083435058594,172.4051513671875,158.2757110595703,0.012851605452782966,0.10326994067247508
454,454,454,454,2020-11-20,170.97874450683594,168.6013946533203,159.17361450195312,0.01410041630084935,0.07416511864620601
455,455,455,455,2020-11-23,174.7444610595703,175.8094940185547,163.22857666015625,-0.006057880804047899,0.07055066358503059
456,456,456,456,2020-11-24,183.2173309326172,176.8460235595703,161.45033264160156,0.03602742795571379,0.13482163792957613
457,457,457,457,2020-11-25,180.8590087890625,175.19140625,173.96469116210938,0.032350916408392605,0.03963055710269758
458,458,458,458,2020-11-27,181.3915252685547,174.33554077148438,174.18338012695312,0.04047358597016748,0.04138250811499877
459,459,459,459,2020-11-30,176.15185546875,174.62083435058594,172.4051513671875,0.008767688711704524,0.021731973040543195
460,460,460,460,2020-12-01,180.91603088378903,170.97874450683594,168.6013946533203,0.05812001021305768,0.07303994285332083
461,461,461,461,2020-12-02,183.94956970214844,174.7444610595703,175.8094940185547,0.0526775417473182,0.04630054667431471
462,462,462,462,2020-12-03,185.1572723388672,183.2173309326172,176.8460235595703,0.01058819815994072,0.04699709166204258
463,463,463,463,2020-12-04,186.6502380371093,180.8590087890625,175.19140625,0.032020684437130464,0.06540749933108825
464,464,464,464,2020-12-07,184.9004821777344,181.3915252685547,174.33554077148438,0.019344657386747288,0.0606011910107207
465,465,465,465,2020-12-08,183.065170288086,176.15185546875,174.62083435058594,0.03924633550375778,0.04835812386823424
466,466,466,466,2020-12-09,183.7593536376953,180.91603088378903,170.97874450683594,0.0157162565418687,0.07474969574565105
467,467,467,467,2020-12-10,183.3884735107422,183.94956970214844,174.7444610595703,-0.003050271834366236,0.04946658909105639
468,468,468,468,2020-12-11,182.3329467773437,185.1572723388672,183.2173309326172,-0.01525365720636962,-0.004826967791593639
469,469,469,469,2020-12-14,181.6197509765625,186.6502380371093,180.8590087890625,-0.026951409831830198,0.004206272015939483
470,470,470,470,2020-12-15,181.4105224609375,184.9004821777344,181.3915252685547,-0.0188748005180549,0.00010473031942748179
471,471,471,471,2020-12-16,180.4310760498047,183.065170288086,176.15185546875,-0.014388833409086477,0.02429279311119048
472,472,472,472,2020-12-17,180.72586059570312,183.7593536376953,180.91603088378903,-0.016507965346749698,-0.0010511522232546922
473,473,473,473,2020-12-18,177.76846313476562,183.3884735107422,183.94956970214844,-0.030645385003694736,-0.033602180083330824
474,474,474,474,2020-12-21,177.59727478027344,182.3329467773437,185.1572723388672,-0.02597266199428694,-0.040830141117858765
475,475,475,475,2020-12-22,175.98068237304688,181.6197509765625,186.6502380371093,-0.03104876299628523,-0.05716336489183116
476,476,476,476,2020-12-23,179.2899627685547,181.4105224609375,184.9004821777344,-0.011689287168220486,-0.030343454722776997
477,477,477,477,2020-12-24,180.3930206298828,180.4310760498047,183.065170288086,-0.000210913888865627,-0.01459671249314154
478,478,478,478,2020-12-28,180.6592712402344,180.72586059570312,183.7593536376953,-0.00036845504704874354,-0.01687033795064996
479,479,479,479,2020-12-29,179.79396057128906,177.76846313476562,183.3884735107422,0.01139402006860979,-0.01960053906682735
480,480,480,480,2020-12-30,181.96209716796875,177.59727478027344,182.3329467773437,0.024577079761474607,-0.002033914418263727
481,481,481,481,2020-12-31,184.7958984375,175.98068237304688,181.6197509765625,0.05009195296655622,0.017487896794591284
482,482,482,482,2021-01-04,178.88101196289062,179.2899627685547,181.4105224609375,-0.002280946458737221,-0.01394357098878618
483,483,483,483,2021-01-05,177.83499145507812,180.3930206298828,180.4310760498047,-0.01418031122197938,-0.014388234286259904
484,484,484,484,2021-01-06,188.03860473632807,180.6592712402344,180.72586059570312,0.040846691373402466,0.04046318615676192
