,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AOS,AOS_6m,AOS_12m,AOS_6m_ret,AOS_12m_ret
122,122,122,122,2019-07-31,41.82367706298828,40.8995246887207,40.83544158935547,0.02259567516495964,0.024200435581683832
123,123,123,123,2019-08-01,40.204097747802734,41.32986068725586,41.384796142578125,-0.02723848860686473,-0.028529762251520374
124,124,124,124,2019-08-02,40.25010681152344,41.27492904663086,40.6981086730957,-0.024829170122851463,-0.011007928284107904
125,125,125,125,2019-08-05,40.167293548583984,41.0918083190918,40.27692794799805,-0.02249876090457359,-0.002722014935091721
126,126,126,126,2019-08-06,41.31756591796875,40.12128448486328,39.90154266357422,0.029816628467037143,0.035487932542698664
127,127,127,127,2019-08-07,41.7868537902832,41.67644119262695,39.745887756347656,0.0026492808526026312,0.051350369790383876
128,128,128,128,2019-08-08,42.246978759765625,41.82367706298828,40.8995246887207,0.010121101885418371,0.032945470180892444
129,129,129,129,2019-08-09,41.89728546142578,40.204097747802734,41.32986068725586,0.04211480442228255,0.013729172194981265
130,130,130,130,2019-08-12,41.86968231201172,40.25010681152344,41.27492904663086,0.04023779385411719,0.014409552702293604
131,131,131,131,2019-08-13,41.93410110473633,40.167293548583984,41.0918083190918,0.04398622361786253,0.020497827185015582
132,132,132,132,2019-08-14,41.27154541015625,41.31756591796875,40.12128448486328,-0.001113824272801267,0.028669593709716112
133,133,133,133,2019-08-15,42.42180252075195,41.7868537902832,41.67644119262695,0.015194939864469958,0.017884476380312098
134,134,134,134,2019-08-16,42.57825469970703,42.246978759765625,41.82367706298828,0.007841411378200158,0.01804187698710291
135,135,135,135,2019-08-19,42.88191604614258,41.89728546142578,40.204097747802734,0.02350105917060752,0.06660560610357669
136,136,136,136,2019-08-20,42.49543380737305,41.86968231201172,40.25010681152344,0.01494521717882269,0.055784373600886505
137,137,137,137,2019-08-21,43.0843620300293,41.93410110473633,40.167293548583984,0.027430203461856317,0.07262297814307561
138,138,138,138,2019-08-22,42.75308227539063,41.27154541015625,41.31756591796875,0.035897295594601086,0.034743488042638715
139,139,139,139,2019-08-23,41.41878128051758,42.42180252075195,41.7868537902832,-0.02364400333398653,-0.00880833267833181
140,140,140,140,2019-08-26,41.59362411499024,42.57825469970703,42.246978759765625,-0.02312519833565574,-0.015465121150807892
141,141,141,141,2019-08-27,40.93106842041016,42.88191604614258,41.89728546142578,-0.04549348083311455,-0.023061566647443077
142,142,142,142,2019-08-28,41.49239730834961,42.49543380737305,41.86968231201172,-0.023603394745188133,-0.009010935426989719
143,143,143,143,2019-08-29,42.44941329956055,43.0843620300293,41.93410110473633,-0.014737336252680255,0.012288619077279295
144,144,144,144,2019-08-30,42.80830383300781,42.75308227539063,41.27154541015625,0.0012916392147230837,0.03723530116401674
145,145,145,145,2019-09-03,41.96170425415039,41.41878128051758,42.42180252075195,0.013108134929314952,-0.010845797190642492
146,146,146,146,2019-09-04,42.60585021972656,41.59362411499024,42.57825469970703,0.02433608819317845,0.0006481129913415984
147,147,147,147,2019-09-05,43.82053756713867,40.93106842041016,42.88191604614258,0.07059354319927014,0.02188851636167799
148,148,148,148,2019-09-06,43.995384216308594,41.49239730834961,42.49543380737305,0.060323988738421264,0.03529674307443598
149,149,149,149,2019-09-09,45.18244934082031,42.44941329956055,43.0843620300293,0.06438336431114022,0.04869718876952778
150,150,150,150,2019-09-10,45.75298690795898,42.80830383300781,42.75308227539063,0.06878766060057329,0.07016814865521726
151,151,151,151,2019-09-11,46.78361892700195,41.96170425415039,41.41878128051758,0.114912269617234,0.12952669008172557
152,152,152,152,2019-09-12,47.58420944213867,42.60585021972656,41.59362411499024,0.11684684607249363,0.14402652941678706
153,153,153,153,2019-09-13,46.23149108886719,43.82053756713867,40.93106842041016,0.055018802953629375,0.12949631839597875
154,154,154,154,2019-09-16,44.8603744506836,43.995384216308594,41.49239730834961,0.019660931476860766,0.0811709460242791
155,155,155,155,2019-09-17,45.23765182495117,45.18244934082031,42.44941329956055,0.001221768295792458,0.0656837941602244
156,156,156,156,2019-09-18,44.90637969970703,45.75298690795898,42.80830383300781,-0.018503867517000838,0.04901095532501509
157,157,157,157,2019-09-19,44.62112045288086,46.78361892700195,41.96170425415039,-0.04622341160685561,0.06337722087318287
158,158,158,158,2019-09-20,43.69169998168945,47.58420944213867,42.60585021972656,-0.08180254555205801,0.025485931071976164
159,159,159,159,2019-09-23,43.95856475830078,46.23149108886719,43.82053756713867,-0.04916402817718635,0.003149828797755605
160,160,160,160,2019-09-24,43.58127975463867,44.8603744506836,43.995384216308594,-0.02851279579601096,-0.00941245244350919
161,161,161,161,2019-09-25,44.15180969238281,45.23765182495117,45.18244934082031,-0.024003061360701627,-0.022810619244281738
162,162,162,162,2019-09-26,43.700904846191406,44.90637969970703,45.75298690795898,-0.026844178078409886,-0.044851324480644994
163,163,163,163,2019-09-27,43.85734558105469,44.62112045288086,46.78361892700195,-0.01711689137507666,-0.06254910186647222
164,164,164,164,2019-09-30,43.9033432006836,43.69169998168945,47.58420944213867,0.004844014288362342,-0.07735478396317419
165,165,165,165,2019-10-01,43.07516479492188,43.95856475830078,46.23149108886719,-0.020096196685131407,-0.06827221488223567
166,166,166,166,2019-10-02,41.584415435791016,43.58127975463867,44.8603744506836,-0.04581931347794155,-0.0730256725452425
167,167,167,167,2019-10-03,41.409576416015625,44.15180969238281,45.23765182495117,-0.062109193155910125,-0.0846214437422268
168,168,168,168,2019-10-04,41.878883361816406,43.700904846191406,44.90637969970703,-0.04169299218832523,-0.06741795615980983
169,169,169,169,2019-10-07,41.529205322265625,43.85734558105469,44.62112045288086,-0.05308438593225673,-0.06929263763961835
170,170,170,170,2019-10-08,41.63043212890625,43.9033432006836,43.69169998168945,-0.05177079707547105,-0.0471775612678621
171,171,171,171,2019-10-09,41.8328742980957,43.07516479492188,43.95856475830078,-0.028840063705865004,-0.048356684798351646
172,172,172,172,2019-10-10,42.64265823364258,41.584415435791016,43.58127975463867,0.02544806237532793,-0.02153726384999488
173,173,173,173,2019-10-11,44.1610221862793,41.409576416015625,44.15180969238281,0.06644467315052083,0.00020865495572364168
174,174,174,174,2019-10-14,43.9217529296875,41.878883361816406,43.700904846191406,0.04878042115453596,0.005053627248071457
175,175,175,175,2019-10-15,44.58431625366211,41.529205322265625,43.85734558105469,0.07356535979171519,0.01657580190902963
176,176,176,176,2019-10-16,44.91558837890625,41.63043212890625,43.9033432006836,0.07891237448191024,0.02305622088039283
177,177,177,177,2019-10-17,46.0290412902832,41.8328742980957,43.07516479492188,0.10030788136349789,0.06857493196890929
178,178,178,178,2019-10-18,46.9400634765625,42.64265823364258,41.584415435791016,0.10077714244206093,0.12878978782426187
179,179,179,179,2019-10-21,47.02287292480469,44.1610221862793,41.409576416015625,0.0648049025326809,0.13555551625053708
180,180,180,180,2019-10-22,47.61181640625,43.9217529296875,41.878883361816406,0.08401448554363866,0.13689316868607504
181,181,181,181,2019-10-23,46.792816162109375,44.58431625366211,41.529205322265625,0.049535354448008606,0.12674480041210168
182,182,182,182,2019-10-24,46.85723876953125,44.91558837890625,41.63043212890625,0.04322887578017043,0.12555254349607736
183,183,183,183,2019-10-25,46.99527359008789,46.0290412902832,41.8328742980957,0.02099179719410449,0.12340532126015513
184,184,184,184,2019-10-28,47.25293731689453,46.9400634765625,42.64265823364258,0.006665390226586521,0.10811425164894417
185,185,185,185,2019-10-29,45.30207061767578,47.02287292480469,44.1610221862793,-0.03659500579389696,0.025838360955127593
186,186,186,186,2019-10-30,46.587440490722656,47.61181640625,43.9217529296875,-0.021515161420997075,0.06069173890446833
187,187,187,187,2019-10-31,45.94013595581055,46.792816162109375,44.58431625366211,-0.018222459690068638,0.030410238758277863
188,188,188,188,2019-11-01,46.49496841430664,46.85723876953125,44.91558837890625,-0.007731363706821259,0.03516329391205564
189,189,189,189,2019-11-04,47.03129577636719,46.99527359008789,46.0290412902832,0.0007665065766719881,0.021774394121381935
190,190,190,190,2019-11-05,47.9837646484375,47.25293731689453,46.9400634765625,0.015466283643740253,0.02223476268616742
191,191,191,191,2019-11-06,48.11322784423828,45.30207061767578,47.02287292480469,0.062053614508862154,0.023187756332481158
192,192,192,192,2019-11-07,47.96527099609375,46.587440490722656,47.61181640625,0.029575149243184384,0.007423673712170231
193,193,193,193,2019-11-08,48.15946578979492,45.94013595581055,46.792816162109375,0.04830916991885115,0.029206398327275673
194,194,194,194,2019-11-11,47.85430908203125,46.49496841430664,46.85723876953125,0.029236296186112343,0.021278896040036077
195,195,195,195,2019-11-12,48.13172149658203,47.03129577636719,46.99527359008789,0.023397733403887955,0.024182174497093145
196,196,196,196,2019-11-13,47.88205337524414,47.9837646484375,47.25293731689453,-0.002119701818699915,0.01331379791547227
197,197,197,197,2019-11-14,47.64162063598633,48.11322784423828,45.30207061767578,-0.009802028036421384,0.051643335203263474
198,198,198,198,2019-11-15,46.95732498168945,47.96527099609375,46.587440490722656,-0.021014079426057708,0.00793957528189293
199,199,199,199,2019-11-18,45.54250717163086,48.15946578979492,45.94013595581055,-0.05433944449439054,-0.00865536803291489
200,200,200,200,2019-11-19,44.63628005981445,47.85430908203125,46.49496841430664,-0.06724637935322586,-0.03997611823132807
201,201,201,201,2019-11-20,44.469825744628906,48.13172149658203,47.03129577636719,-0.07608071430009344,-0.05446309716657638
202,202,202,202,2019-11-21,44.802730560302734,47.88205337524414,47.9837646484375,-0.06431058398455125,-0.0662939665414175
203,203,203,203,2019-11-22,44.5715446472168,47.64162063598633,48.11322784423828,-0.06444104855766675,-0.0736114236294294
204,204,204,204,2019-11-25,45.0893783569336,46.95732498168945,47.96527099609375,-0.039779664311888285,-0.05995781071255413
205,205,205,205,2019-11-26,45.02466583251953,45.54250717163086,48.15946578979492,-0.011370505737854919,-0.06509208326683014
206,206,206,206,2019-11-27,45.070892333984375,44.63628005981445,47.85430908203125,0.009736749424179791,-0.058164391074491895
207,207,207,207,2019-11-29,44.756492614746094,44.469825744628906,48.13172149658203,0.006446323216182437,-0.07012483195880748
208,208,208,208,2019-12-02,43.76704406738281,44.802730560302734,47.88205337524414,-0.023116593117598727,-0.08594053549902392
209,209,209,209,2019-12-03,43.18446731567383,44.5715446472168,47.64162063598633,-0.031120243700811123,-0.09355587112302743
210,210,210,210,2019-12-04,42.87930679321289,45.0893783569336,46.95732498168945,-0.049015347832597866,-0.08684519806157498
211,211,211,211,2019-12-05,43.369422912597656,45.02466583251953,45.54250717163086,-0.03676302509559903,-0.047715516645663536
212,212,212,212,2019-12-06,43.267696380615234,45.070892333984375,44.63628005981445,-0.040007993185648405,-0.030660791566081702
213,213,213,213,2019-12-09,41.96383285522461,44.756492614746094,44.469825744628906,-0.06239675176426529,-0.05635265817759527
214,214,214,214,2019-12-10,41.97307968139648,43.76704406738281,44.802730560302734,-0.040988931837032117,-0.06315800049502918
215,215,215,215,2019-12-11,42.093299865722656,43.18446731567383,44.5715446472168,-0.025267590820904573,-0.055601500937636716
216,216,216,216,2019-12-12,43.267696380615234,42.87930679321289,45.0893783569336,0.009057739419048083,-0.04040157666175137
217,217,217,217,2019-12-13,43.018009185791016,43.369422912597656,45.02466583251953,-0.008102799235185643,-0.044567940919156945
218,218,218,218,2019-12-16,42.71286392211914,43.267696380615234,45.070892333984375,-0.012823249327058472,-0.052318210041012
219,219,219,219,2019-12-17,43.28618240356445,41.96383285522461,44.756492614746094,0.03151164844503018,-0.03285132782494249
220,220,220,220,2019-12-18,43.58210372924805,41.97307968139648,43.76704406738281,0.03833466736453772,-0.004225561540094791
221,221,221,221,2019-12-19,43.785526275634766,42.093299865722656,43.18446731567383,0.040201799699959295,0.013918406253972337
222,222,222,222,2019-12-20,43.85025787353516,43.267696380615234,42.87930679321289,0.013464120848849515,0.02264381476605304
223,223,223,223,2019-12-23,43.591339111328125,43.018009185791016,43.369422912597656,0.013327672209584307,0.005116881522212013
224,224,224,224,2019-12-24,43.92424392700195,42.71286392211914,43.267696380615234,0.028361011031514893,0.015174081388831695
225,225,225,225,2019-12-26,44.14618682861328,43.28618240356445,41.96383285522461,0.019867874164343213,0.05200559207539035
226,226,226,226,2019-12-27,44.21090698242188,43.58210372924805,41.97307968139648,0.0144280151568692,0.053315775683175914
227,227,227,227,2019-12-30,43.98897933959961,43.785526275634766,42.093299865722656,0.0046465825872248345,0.045035183269645174
228,228,228,228,2019-12-31,44.0537109375,43.85025787353516,43.267696380615234,0.0046397233181980635,0.018166313962508784
229,229,229,229,2020-01-02,44.17391586303711,43.591339111328125,43.018009185791016,0.013364506885671368,0.026870296862270715
230,230,230,230,2020-01-03,43.785526275634766,43.92424392700195,42.71286392211914,-0.003158111306314604,0.02511333249560299
231,231,231,231,2020-01-06,44.062950134277344,44.14618682861328,43.28618240356445,-0.001885478686054709,0.017944935025014486
232,232,232,232,2020-01-07,43.76704406738281,44.21090698242188,43.58210372924805,-0.01003966996686012,0.004243492679557148
233,233,233,233,2020-01-08,43.70231246948242,43.98897933959961,43.785526275634766,-0.006516788396113693,-0.001900486604374807
234,234,234,234,2020-01-09,43.50811004638672,44.0537109375,43.85025787353516,-0.012384901964044293,-0.00780264116428242
235,235,235,235,2020-01-10,44.03520202636719,44.17391586303711,43.591339111328125,-0.003140175235992415,0.010182364756115447
236,236,236,236,2020-01-13,44.88595962524414,43.785526275634766,43.92424392700195,0.025132354072485708,0.02189487199462037
237,237,237,237,2020-01-14,43.683815002441406,44.062950134277344,44.14618682861328,-0.00860439736060703,-0.010473652638831932
238,238,238,238,2020-01-15,43.10123443603516,43.76704406738281,44.21090698242188,-0.015212579362741119,-0.025099520053454727
239,239,239,239,2020-01-16,44.04446029663086,43.70231246948242,43.98897933959961,0.007829055439282806,0.0012612467455299647
240,240,240,240,2020-01-17,43.39715576171875,43.50811004638672,44.0537109375,-0.0025501977573760826,-0.014903515772206388
241,241,241,241,2020-01-21,43.48036956787109,44.03520202636719,44.17391586303711,-0.012599748223339202,-0.01570035804198089
242,242,242,242,2020-01-22,42.9995231628418,44.88595962524414,43.785526275634766,-0.042027317186762336,-0.017951208530531115
