,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AOS,AOS_6m,AOS_12m,AOS_6m_ret,AOS_12m_ret
0,0,0,0,2019-02-05,45.20734405517578,,,,
1,1,1,1,2019-02-06,45.37150192260742,,,,
2,2,2,2,2019-02-07,44.97023010253906,,,,
3,3,3,3,2019-02-08,44.924617767333984,,,,
4,4,4,4,2019-02-11,45.29854202270508,,,,
5,5,5,5,2019-02-12,46.41116714477539,,,,
6,6,6,6,2019-02-13,46.89453125,45.20734405517578,,0.037321086431554074,
7,7,7,7,2019-02-14,46.59357833862305,45.37150192260742,,0.02693489005720351,
8,8,8,8,2019-02-15,47.09517288208008,44.97023010253906,,0.0472522105111719,
9,9,9,9,2019-02-19,47.41436767578125,44.924617767333984,,0.05542061417955213,
10,10,10,10,2019-02-20,47.85211563110352,45.29854202270508,,0.05637209266290544,
11,11,11,11,2019-02-21,47.97979736328125,46.41116714477539,,0.03379855140493793,
12,12,12,12,2019-02-22,48.499629974365234,46.89453125,45.20734405517578,0.03422784451790917,0.07282635129308201
13,13,13,13,2019-02-25,48.64555740356445,46.59357833862305,45.37150192260742,0.04403995439089181,0.07216105577773813
14,14,14,14,2019-02-26,48.13483047485352,47.09517288208008,44.97023010253906,0.022075672073157193,0.07037100688830544
15,15,15,15,2019-02-27,48.09835815429688,47.41436767578125,44.924617767333984,0.014425806185853762,0.07064590740426113
16,16,16,16,2019-02-28,47.359649658203125,47.85211563110352,45.29854202270508,-0.010291414839353474,0.0455005292325954
17,17,17,17,2019-03-01,47.95244216918945,47.97979736328125,46.41116714477539,-0.0005701398420813186,0.0332091416620961
18,18,18,18,2019-03-04,47.87946701049805,48.499629974365234,46.89453125,-0.012786962791158984,0.021003211552478085
19,19,19,19,2019-03-05,47.42348098754883,48.64555740356445,46.59357833862305,-0.025122055974757473,0.017811524216800656
20,20,20,20,2019-03-06,47.3049201965332,48.13483047485352,47.09517288208008,-0.017241367012892694,0.00445369029599485
21,21,21,21,2019-03-07,46.25613784790039,48.09835815429688,47.41436767578125,-0.038301105839969596,-0.024427823983667052
22,22,22,22,2019-03-08,46.39293670654297,47.359649658203125,47.85211563110352,-0.020412164334765337,-0.030493509123180718
23,23,23,23,2019-03-11,46.64829254150391,47.95244216918945,47.97979736328125,-0.027196730107804323,-0.027751364010476842
24,24,24,24,2019-03-12,46.91276931762695,47.87946701049805,48.499629974365234,-0.020190235047084726,-0.03271902605395183
25,25,25,25,2019-03-13,46.88540649414063,47.42348098754883,48.64555740356445,-0.011346161905522512,-0.03618317896579082
26,26,26,26,2019-03-14,46.48413848876953,47.3049201965332,48.13483047485352,-0.017350873954625645,-0.03429308818167209
27,27,27,27,2019-03-15,46.8033332824707,46.25613784790039,48.09835815429688,0.011829682719504131,-0.026924513050358367
28,28,28,28,2019-03-18,47.5146713256836,46.39293670654297,47.359649658203125,0.024178995743169507,0.0032732857738448917
29,29,29,29,2019-03-19,47.54204940795898,46.64829254150391,47.95244216918945,0.01915947653732175,-0.008558328682874983
30,30,30,30,2019-03-20,47.3961296081543,46.91276931762695,47.87946701049805,0.010303384292978057,-0.010094878504762206
31,31,31,31,2019-03-21,48.19866561889648,46.88540649414063,47.42348098754883,0.028009976300833905,0.016346008669232415
32,32,32,32,2019-03-22,47.186370849609375,46.48413848876953,47.3049201965332,0.015106924290088752,-0.002506068003736206
33,33,33,33,2019-03-25,47.13165283203125,46.8033332824707,46.25613784790039,0.007014875363236417,0.0189275418326047
34,34,34,34,2019-03-26,47.01308441162109,47.5146713256836,46.39293670654297,-0.010556463931412852,0.013367287115296111
35,35,35,35,2019-03-27,47.3961296081543,47.54204940795898,46.64829254150391,-0.003069278704259104,0.01603139205974191
36,36,36,36,2019-03-28,47.8977165222168,47.3961296081543,46.91276931762695,0.010582866538034974,0.020995290171875736
37,37,37,37,2019-03-29,48.62730026245117,48.19866561889648,46.88540649414063,0.008893081126848612,0.03715215241928704
38,38,38,38,2019-04-01,49.23834228515625,47.186370849609375,46.48413848876953,0.04348652796560337,0.05925039994130743
39,39,39,39,2019-04-02,49.29306411743164,47.13165283203125,46.8033332824707,0.04585901735938003,0.05319558801367297
40,40,40,40,2019-04-03,49.703460693359375,47.01308441162109,47.5146713256836,0.05722611726945659,0.046065547895153935
41,41,41,41,2019-04-04,49.99529647827149,47.3961296081543,47.54204940795898,0.05483922192815549,0.05160162636787424
42,42,42,42,2019-04-05,50.31449508666992,47.8977165222168,47.3961296081543,0.050457072694313654,0.06157391969857251
43,43,43,43,2019-04-08,50.3600959777832,48.62730026245117,48.19866561889648,0.035634215882432096,0.04484419498201486
44,44,44,44,2019-04-09,49.1015510559082,49.23834228515625,47.186370849609375,-0.0027781444886150197,0.04058757161899185
45,45,45,45,2019-04-10,49.42073822021485,49.29306411743164,47.13165283203125,0.0025901027876671368,0.04856789971574926
46,46,46,46,2019-04-11,50.05913543701172,49.703460693359375,47.01308441162109,0.0071559351942642735,0.06479155885032051
47,47,47,47,2019-04-12,50.62457275390625,49.99529647827149,47.3961296081543,0.012586709549932351,0.06811617683644178
48,48,48,48,2019-04-15,50.69752883911133,50.31449508666992,47.8977165222168,0.0076127913393864155,0.058453983199718396
49,49,49,49,2019-04-16,51.01671600341797,50.3600959777832,48.62730026245117,0.013038498296834788,0.04913733084235905
50,50,50,50,2019-04-17,51.07143783569336,49.1015510559082,49.23834228515625,0.040118626345269526,0.0372290265159827
51,51,51,51,2019-04-18,51.5183219909668,49.42073822021485,49.29306411743164,0.04244339211213877,0.045143427648033585
52,52,52,52,2019-04-22,51.15352249145508,50.05913543701172,49.703460693359375,0.021861884846581248,0.029174262272032125
53,53,53,53,2019-04-23,51.3267936706543,50.62457275390625,49.99529647827149,0.013871147518847105,0.026632449173723538
54,54,54,54,2019-04-24,51.28120040893555,50.69752883911133,50.31449508666992,0.011512820904476362,0.01921325694713638
55,55,55,55,2019-04-25,50.46953582763672,51.01671600341797,50.3600959777832,-0.01072550761096791,0.0021731461731486768
56,56,56,56,2019-04-26,50.989349365234375,51.07143783569336,49.1015510559082,-0.0016073264027356426,0.038446816215167656
57,57,57,57,2019-04-29,51.09923553466797,51.5183219909668,49.42073822021485,-0.00813470703436947,0.03396342051739221
58,58,58,58,2019-04-30,48.13271331787109,51.15352249145508,50.05913543701172,-0.05905378606309275,-0.03848292828717759
59,59,59,59,2019-05-01,48.06861877441406,51.3267936706543,50.62457275390625,-0.06347902651287318,-0.050488405935138814
60,60,60,60,2019-05-02,48.08693313598633,51.28120040893555,50.69752883911133,-0.062289245327272647,-0.051493549348524015
61,61,61,61,2019-05-03,49.112396240234375,50.46953582763672,51.01671600341797,-0.026890272817987504,-0.037327368603185085
62,62,62,62,2019-05-06,47.50096130371094,50.989349365234375,51.07143783569336,-0.06841405322778826,-0.06991141591645278
63,63,63,63,2019-05-07,47.05231094360352,51.09923553466797,51.5183219909668,-0.07919736075736072,-0.08668782046407375
64,64,64,64,2019-05-08,46.054317474365234,48.13271331787109,51.15352249145508,-0.04318052526521854,-0.09968433782720709
65,65,65,65,2019-05-09,46.20996856689453,48.06861877441406,51.3267936706543,-0.03866660317913795,-0.09969111136363995
66,66,66,66,2019-05-10,45.981082916259766,48.08693313598633,51.28120040893555,-0.04379256655381558,-0.10335400595950672
67,67,67,67,2019-05-13,44.04001235961914,49.112396240234375,50.46953582763672,-0.103281132034437,-0.1273941470350679
68,68,68,68,2019-05-14,44.22313690185547,47.50096130371094,50.989349365234375,-0.0690054329826667,-0.13269854484537225
69,69,69,69,2019-05-15,44.07663345336914,47.05231094360352,51.09923553466797,-0.06324189886870812,-0.13743066814638327
70,70,70,70,2019-05-16,41.311553955078125,46.054317474365234,48.13271331787109,-0.10298195216826367,-0.14171566264601898
71,71,71,71,2019-05-17,40.14874267578125,46.20996856689453,48.06861877441406,-0.13116706371134879,-0.16476188208778741
72,72,72,72,2019-05-20,39.608543395996094,45.981082916259766,48.08693313598633,-0.138590461905155,-0.17631379643226508
73,73,73,73,2019-05-21,40.83544158935547,44.04001235961914,49.112396240234375,-0.0727649834449634,-0.16853086561673758
74,74,74,74,2019-05-22,40.26777267456055,44.22313690185547,47.50096130371094,-0.08944105968948046,-0.15227457362184604
75,75,75,75,2019-05-23,40.002254486083984,44.07663345336914,47.05231094360352,-0.09243852463450153,-0.14983443567670185
76,76,76,76,2019-05-24,40.31355285644531,41.311553955078125,46.054317474365234,-0.024157917170533727,-0.12465203986825657
77,77,77,77,2019-05-28,39.41627883911133,40.14874267578125,46.20996856689453,-0.018243755292286168,-0.14701783919087752
78,78,78,78,2019-05-29,37.713260650634766,39.608543395996094,45.981082916259766,-0.047850352041800104,-0.17980921155515772
79,79,79,79,2019-05-30,37.713260650634766,40.83544158935547,44.04001235961914,-0.07645762644414644,-0.14365917196666034
80,80,80,80,2019-05-31,37.08151245117188,40.26777267456055,44.22313690185547,-0.07912680567509034,-0.1614906800151471
81,81,81,81,2019-06-03,37.84145736694336,40.002254486083984,44.07663345336914,-0.05401688347071354,-0.14146216709182846
82,82,82,82,2019-06-04,39.51698303222656,40.31355285644531,41.311553955078125,-0.019759355546143498,-0.04343992784205031
83,83,83,83,2019-06-05,39.709266662597656,39.41627883911133,40.14874267578125,0.007433168023857295,-0.010946196166902511
84,84,84,84,2019-06-06,39.59022903442383,37.713260650634766,39.608543395996094,0.04976945380503639,-0.00046238412226284886
85,85,85,85,2019-06-07,40.13044357299805,37.713260650634766,40.83544158935547,0.06409371347535808,-0.017264366171105494
86,86,86,86,2019-06-10,40.63401412963867,37.08151245117188,40.26777267456055,0.09580250220766073,0.009095150557197229
87,87,87,87,2019-06-11,40.82628631591797,37.84145736694336,40.002254486083984,0.07887721976537887,0.02059963470610504
88,88,88,88,2019-06-12,41.12843322753906,39.51698303222656,40.31355285644531,0.040778674677627746,0.020213558799828446
89,89,89,89,2019-06-13,41.47636032104492,39.709266662597656,39.41627883911133,0.044500788026682336,0.05226473788513619
90,90,90,90,2019-06-14,41.68693923950195,39.59022903442383,37.713260650634766,0.05296029490647869,0.10536555366236433
91,91,91,91,2019-06-17,41.57706069946289,40.13044357299805,37.713260650634766,0.03604787282835331,0.10245202833616807
92,92,92,92,2019-06-18,41.43058013916016,40.63401412963867,37.08151245117188,0.019603428964220182,0.11728398871850332
93,93,93,93,2019-06-19,41.50382614135742,40.82628631591797,37.84145736694336,0.016595676133669857,0.09678191669259939
94,94,94,94,2019-06-20,41.95246887207031,41.12843322753906,39.51698303222656,0.02003566826804115,0.061631370943920016
95,95,95,95,2019-06-21,42.08979797363281,41.47636032104492,39.709266662597656,0.014790055054002327,0.059949012185545936
96,96,96,96,2019-06-24,41.99824142456055,41.68693923950195,39.59022903442383,0.007467619132939474,0.0608234013509481
97,97,97,97,2019-06-25,42.19968032836914,41.57706069946289,40.13044357299805,0.014975075641032287,0.05156276809168858
98,98,98,98,2019-06-26,42.28208160400391,41.43058013916016,40.63401412963867,0.020552487123850716,0.040558815309441165
99,99,99,99,2019-06-27,42.19052505493164,41.50382614135742,40.82628631591797,0.016545436346889986,0.03341569518366305
100,100,100,100,2019-06-28,43.17936706542969,41.95246887207031,41.12843322753906,0.029244958076261707,0.049866568622831675
101,101,101,101,2019-07-01,42.9687728881836,42.08979797363281,41.47636032104492,0.02088332462658582,0.03598224520152593
102,102,102,102,2019-07-02,43.023712158203125,41.99824142456055,41.68693923950195,0.02441699220869964,0.03206694813982569
103,103,103,103,2019-07-03,42.84058380126953,42.19968032836914,41.57706069946289,0.015187401134636902,0.030389909256451242
104,104,104,104,2019-07-05,43.04201889038086,42.28208160400391,41.43058013916016,0.017973033908174063,0.038894911579999025
105,105,105,105,2019-07-08,41.39395523071289,42.19052505493164,41.50382614135742,-0.018880301280480016,-0.002647247756636273
106,106,106,106,2019-07-09,41.25661087036133,43.17936706542969,41.95246887207031,-0.04452951318519349,-0.01658681885518898
107,107,107,107,2019-07-10,40.9910888671875,42.9687728881836,42.08979797363281,-0.0460260763355419,-0.026103929202359155
108,108,108,108,2019-07-11,40.579078674316406,43.023712158203125,41.99824142456055,-0.056820608014890084,-0.03379100414938363
109,109,109,109,2019-07-12,41.37564086914063,42.84058380126953,42.19968032836914,-0.03419521402706671,-0.01952714932474353
110,110,110,110,2019-07-15,40.83544158935547,43.04201889038086,42.28208160400391,-0.051265655234367324,-0.03421402068604529
111,111,111,111,2019-07-16,41.384796142578125,41.39395523071289,42.19052505493164,-0.0002212663197733722,-0.019097390025472838
112,112,112,112,2019-07-17,40.6981086730957,41.25661087036133,43.17936706542969,-0.0135372776746151,-0.0574639824751052
113,113,113,113,2019-07-18,40.27692794799805,40.9910888671875,42.9687728881836,-0.017422345659159233,-0.06264653978344847
114,114,114,114,2019-07-19,39.90154266357422,40.579078674316406,43.023712158203125,-0.016696682942952568,-0.0725685752811922
115,115,115,115,2019-07-22,39.745887756347656,41.37564086914063,42.84058380126953,-0.039389193219929064,-0.07223748535448682
116,116,116,116,2019-07-23,40.8995246887207,40.83544158935547,43.04201889038086,0.001569301001068224,-0.04977680547737895
117,117,117,117,2019-07-24,41.32986068725586,41.384796142578125,41.39395523071289,-0.0013274308548725244,-0.0015484034589058338
118,118,118,118,2019-07-25,41.27492904663086,40.6981086730957,41.25661087036133,0.014173149375771299,0.0004440058425325688
119,119,119,119,2019-07-26,41.0918083190918,40.27692794799805,40.9910888671875,0.02023193953982405,0.00245710603664695
120,120,120,120,2019-07-29,40.12128448486328,39.90154266357422,40.579078674316406,0.005507100894363681,-0.01128153236615681
121,121,121,121,2019-07-30,41.67644119262695,39.745887756347656,41.37564086914063,0.04857240698997778,0.0072699858459635
