,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ALLE,ALLE_6m,ALLE_12m,ALLE_6m_ret,ALLE_12m_ret
37,37,37,37,2019-03-29,85.53175354003906,83.82505798339844,84.26823425292969,0.020360207290028187,0.01499401640856668
38,38,38,38,2019-04-01,87.3515625,82.240966796875,83.70248413085938,0.06214172695400744,0.0435958192523378
39,39,39,39,2019-04-02,87.14411163330078,82.45782470703125,83.36305236816406,0.05683253157501644,0.0453565357520509
40,40,40,40,2019-04-03,88.15304565429688,83.37246704101562,83.82505798339844,0.057340016230171154,0.05163119209241218
41,41,41,41,2019-04-04,88.7470703125,83.16502380371094,83.64590454101562,0.06712012157856173,0.06098524248707271
42,42,42,42,2019-04-05,89.50140380859375,84.69254302978516,82.73128509521484,0.05678021472465855,0.08183263085527104
43,43,43,43,2019-04-08,89.0110855102539,85.53175354003906,83.82505798339844,0.04067883360518376,0.061867270379730055
44,44,44,44,2019-04-09,88.15304565429688,87.3515625,82.240966796875,0.009175372842321838,0.07188727331019806
45,45,45,45,2019-04-10,88.0021743774414,87.14411163330078,82.45782470703125,0.00984647990619636,0.06723861186138458
46,46,46,46,2019-04-11,88.41704559326172,88.15304565429688,83.37246704101562,0.0029947909003638085,0.06050652848936777
47,47,47,47,2019-04-12,89.17139434814453,88.7470703125,83.16502380371094,0.004781273727125779,0.07222231497955245
48,48,48,48,2019-04-15,88.69992065429688,89.50140380859375,84.69254302978516,-0.008954978583474715,0.047316770534359565
49,49,49,49,2019-04-16,88.53963470458984,89.0110855102539,85.53175354003906,-0.005296540346199419,0.03516683617555838
50,50,50,50,2019-04-17,88.53963470458984,88.15304565429688,87.3515625,0.004385430445693617,0.01360104124742878
51,51,51,51,2019-04-18,88.39818572998047,88.0021743774414,87.14411163330078,0.004500017815930013,0.014390807057128363
52,52,52,52,2019-04-22,88.59620666503906,88.41704559326172,88.15304565429688,0.0020263182350779285,0.005027177534853378
53,53,53,53,2019-04-23,90.51030731201172,89.17139434814453,88.7470703125,0.015015050214868042,0.019868115007097398
54,54,54,54,2019-04-24,90.04830169677734,88.69992065429688,89.50140380859375,0.01520160370532575,0.006110495086235623
55,55,55,55,2019-04-25,91.04776763916016,88.53963470458984,89.0110855102539,0.02832779853834544,0.022881218864268638
56,56,56,56,2019-04-26,92.69789123535156,88.53963470458984,88.15304565429688,0.046964916273210644,0.05155630809260825
57,57,57,57,2019-04-29,92.79217529296876,88.39818572998047,88.0021743774414,0.04970678444023835,0.054430483671721985
58,58,58,58,2019-04-30,93.56537628173828,88.59620666503906,88.41704559326172,0.05608783720827293,0.05822780725065213
59,59,59,59,2019-05-01,93.3862075805664,90.51030731201172,89.17139434814453,0.03177428465291521,0.047266427347388174
60,60,60,60,2019-05-02,93.27306365966795,90.04830169677734,88.69992065429688,0.035811468979719985,0.05155746444458109
61,61,61,61,2019-05-03,96.3563995361328,91.04776763916016,88.53963470458984,0.05830600831435828,0.08828548770980804
62,62,62,62,2019-05-06,95.45120239257812,92.69789123535156,88.53963470458984,0.029701982650674807,0.07806185005222277
63,63,63,63,2019-05-07,93.68793487548828,92.79217529296876,88.39818572998047,0.009653395662849507,0.059840019360417385
64,64,64,64,2019-05-08,93.93311309814452,93.56537628173828,88.59620666503906,0.00393026599175883,0.060238543319162785
65,65,65,65,2019-05-09,94.38570404052734,93.3862075805664,90.51030731201172,0.010702827385924651,0.042817186722791334
66,66,66,66,2019-05-10,94.555419921875,93.27306365966795,90.04830169677734,0.013748409368068648,0.050052229083393796
67,67,67,67,2019-05-13,93.41451263427734,96.3563995361328,91.04776763916016,-0.03053130789462788,0.025994541727778042
68,68,68,68,2019-05-14,93.72566223144533,95.45120239257812,92.69789123535156,-0.018077720530286,0.011087317978834665
69,69,69,69,2019-05-15,94.69686889648438,93.68793487548828,92.79217529296876,0.010769092331226693,0.02052644630327949
70,70,70,70,2019-05-16,96.05465698242188,93.93311309814452,93.56537628173828,0.02258568692448959,0.026604720673468307
71,71,71,71,2019-05-17,94.73458862304688,94.38570404052734,93.3862075805664,0.0036963710348520973,0.014438760041917131
72,72,72,72,2019-05-20,94.27255249023438,94.555419921875,93.27306365966795,-0.0029915517468416253,0.010715728543165826
73,73,73,73,2019-05-21,95.68693542480467,93.41451263427734,96.3563995361328,0.024326228617431056,-0.006947790853030766
74,74,74,74,2019-05-22,94.22541809082033,93.72566223144533,95.45120239257812,0.005332113398579308,-0.012841999587562158
75,75,75,75,2019-05-23,93.44277954101562,94.69686889648438,93.68793487548828,-0.013243197690513187,-0.0026167225779761827
76,76,76,76,2019-05-24,93.61251068115234,96.05465698242188,93.93311309814452,-0.025424548668332103,-0.0034130926402620165
77,77,77,77,2019-05-28,93.1787567138672,94.73458862304688,94.38570404052734,-0.01642306080380418,-0.012787395495210796
78,78,78,78,2019-05-29,92.20758056640624,94.27255249023438,94.555419921875,-0.021904275096848003,-0.02483029907126033
79,79,79,79,2019-05-30,93.80107879638672,95.68693542480467,93.41451263427734,-0.019708611421670463,0.0041381810085847626
80,80,80,80,2019-05-31,91.5098114013672,94.22541809082033,93.72566223144533,-0.028820319872029154,-0.023641879687190892
81,81,81,81,2019-06-03,93.91425323486328,93.44277954101562,94.69686889648438,0.005045587215657621,-0.008264430183817284
82,82,82,82,2019-06-04,94.68743133544922,93.61251068115234,96.05465698242188,0.011482660239271913,-0.01423382988315558
83,83,83,83,2019-06-05,97.4124526977539,93.1787567138672,94.73458862304688,0.045436278967399435,0.028267015391415073
84,84,84,84,2019-06-06,97.78019714355467,92.20758056640624,94.27255249023438,0.060435557932627226,0.03720748574919153
85,85,85,85,2019-06-07,98.195068359375,93.80107879638672,95.68693542480467,0.04684369966070734,0.02621186396487052
86,86,86,86,2019-06-10,99.51515197753906,91.5098114013672,94.22541809082033,0.08748068052571956,0.05613913945831639
87,87,87,87,2019-06-11,99.00599670410156,93.91425323486328,93.44277954101562,0.054216940388214674,0.05953608390516707
88,88,88,88,2019-06-12,98.57223510742188,94.68743133544922,93.61251068115234,0.04102766034712624,0.05298142727057642
89,89,89,89,2019-06-13,99.55541229248048,97.4124526977539,93.1787567138672,0.021998825975315883,0.068434649736685
90,90,90,90,2019-06-14,100.22661590576172,97.78019714355467,92.20758056640624,0.025019572814067637,0.08696720258894897
91,91,91,91,2019-06-17,98.93148803710938,98.195068359375,93.80107879638672,0.007499558684955776,0.054694565420289054
92,92,92,92,2019-06-18,100.3495101928711,99.51515197753906,91.5098114013672,0.008384232940932934,0.09659837187001163
93,93,93,93,2019-06-19,101.30430603027344,99.00599670410156,93.91425323486328,0.023213839592371555,0.0786893633379473
94,94,94,94,2019-06-20,102.34420013427734,98.57223510742188,94.68743133544922,0.038265998764711595,0.08086362351200016
95,95,95,95,2019-06-21,101.94715881347656,99.55541229248048,97.4124526977539,0.02402427417978492,0.04655160598196506
96,96,96,96,2019-06-24,101.9944305419922,100.22661590576172,97.78019714355467,0.01763817545124624,0.04309904788032348
97,97,97,97,2019-06-25,101.69190979003906,98.93148803710938,98.195068359375,0.02790235755772974,0.035611171610638204
98,98,98,98,2019-06-26,101.71080780029295,100.3495101928711,99.51515197753906,0.013565563048643314,0.022063532830150834
99,99,99,99,2019-06-27,102.82633209228516,101.30430603027344,99.00599670410156,0.015024297797932462,0.03858690902937334
100,100,100,100,2019-06-28,104.50907135009766,102.34420013427734,98.57223510742188,0.02115284708835441,0.06022828067361918
101,101,101,101,2019-07-01,105.4260482788086,101.94715881347656,99.55541229248048,0.03412443765791484,0.05896852668422459
102,102,102,102,2019-07-02,104.23491668701172,101.9944305419922,100.22661590576172,0.021966749881475955,0.0399923787212253
103,103,103,103,2019-07-03,104.47127532958984,101.69190979003906,98.93148803710938,0.027331235545573707,0.05599619900999042
104,104,104,104,2019-07-05,104.92501831054688,101.71080780029295,100.3495101928711,0.031601464778108435,0.045595719489628594
105,105,105,105,2019-07-08,103.97022247314452,102.82633209228516,101.30430603027344,0.011124488811219413,0.026315924241901545
106,106,106,106,2019-07-09,104.14983367919922,104.50907135009766,102.34420013427734,-0.0034373826717397638,0.017642753986575332
107,107,107,107,2019-07-10,103.3462905883789,105.4260482788086,101.94715881347656,-0.019727171077584038,0.013724087960726772
108,108,108,108,2019-07-11,103.29901123046876,104.23491668701172,101.9944305419922,-0.008978809465097104,0.012790705154625659
109,109,109,109,2019-07-12,104.40508270263672,104.47127532958984,101.69190979003906,-0.0006335964287245144,0.02668032214361471
110,110,110,110,2019-07-15,104.70760345458984,104.92501831054688,101.71080780029295,-0.002072097383996163,0.02946388608161521
111,111,111,111,2019-07-16,104.72650909423828,103.97022247314452,102.82633209228516,0.007274069470122768,0.018479478585774478
112,112,112,112,2019-07-17,102.87359619140624,104.14983367919922,104.50907135009766,-0.01225386006591267,-0.015649121531399857
113,113,113,113,2019-07-18,103.4597396850586,103.3462905883789,105.4260482788086,0.001097756833204011,-0.01865106988123011
114,114,114,114,2019-07-19,101.71080780029295,103.29901123046876,104.23491668701172,-0.01537481735069457,-0.024215579260239206
115,115,115,115,2019-07-22,102.11731719970705,104.40508270263672,104.47127532958984,-0.021912395869132295,-0.022532108682089325
116,116,116,116,2019-07-23,102.88304901123048,104.70760345458984,104.92501831054688,-0.017425233537606832,-0.019461224140774225
117,117,117,117,2019-07-24,102.30640411376952,104.72650909423828,103.97022247314452,-0.023108809807562913,-0.016002835425352302
118,118,118,118,2019-07-25,99.08273315429688,102.87359619140624,104.14983367919922,-0.03684971827033334,-0.04865202704509308
119,119,119,119,2019-07-26,99.50814056396484,103.4597396850586,103.3462905883789,-0.038194558899169895,-0.03713873040398852
120,120,120,120,2019-07-29,98.03338623046876,101.71080780029295,103.29901123046876,-0.03615566181565222,-0.05097459246973768
121,121,121,121,2019-07-30,98.57223510742188,102.11731719970705,104.40508270263672,-0.03471577778871904,-0.055867467792040104
122,122,122,122,2019-07-31,97.8821258544922,102.88304901123048,104.70760345458984,-0.04860784361272563,-0.06518607412362132
123,123,123,123,2019-08-01,96.88005828857422,102.30640411376952,104.72650909423828,-0.05304013831979615,-0.07492325365876007
124,124,124,124,2019-08-02,96.26556396484376,99.08273315429688,102.87359619140624,-0.028432493732950093,-0.06423448261950127
125,125,125,125,2019-08-05,94.2330551147461,99.50814056396484,103.4597396850586,-0.053011597034394065,-0.08918140136829467
126,126,126,126,2019-08-06,94.37486267089844,98.03338623046876,101.71080780029295,-0.03731915932159502,-0.07212552223357116
127,127,127,127,2019-08-07,92.9568099975586,98.57223510742188,102.11731719970705,-0.05696761470147971,-0.0897057174370689
128,128,128,128,2019-08-08,93.73200988769533,97.8821258544922,102.88304901123048,-0.04239911966119614,-0.08894603349611319
129,129,129,129,2019-08-09,93.3349609375,96.88005828857422,102.30640411376952,-0.03659264263151585,-0.0876919021246495
130,130,130,130,2019-08-12,91.68059539794922,96.26556396484376,99.08273315429688,-0.04762833538864408,-0.07470663677414568
131,131,131,131,2019-08-13,92.13436126708984,94.2330551147461,99.50814056396484,-0.02227131281163175,-0.07410227198582875
132,132,132,132,2019-08-14,88.93907165527344,94.37486267089844,98.03338623046876,-0.05759786940915135,-0.09276752466568183
133,133,133,133,2019-08-15,89.5440902709961,92.9568099975586,98.57223510742188,-0.03671296085410125,-0.0915891257470941
134,134,134,134,2019-08-16,90.2152862548828,93.73200988769533,97.8821258544922,-0.03751891842526456,-0.07832726897458919
135,135,135,135,2019-08-19,91.27407836914062,93.3349609375,96.88005828857422,-0.022080499607638027,-0.0578651584078862
136,136,136,136,2019-08-20,89.80879211425781,91.68059539794922,96.26556396484376,-0.02041656989209817,-0.06707249804243565
137,137,137,137,2019-08-21,90.24366760253906,92.13436126708984,94.2330551147461,-0.02052104815780742,-0.04233533028669412
138,138,138,138,2019-08-22,90.46109008789062,88.93907165527344,94.37486267089844,0.017113046092009032,-0.04147049831114269
139,139,139,139,2019-08-23,88.31513214111328,89.5440902709961,92.9568099975586,-0.013724614613465747,-0.04993370422852528
140,140,140,140,2019-08-26,88.88233947753906,90.2152862548828,93.73200988769533,-0.014775176499222109,-0.0517397462826934
141,141,141,141,2019-08-27,88.64598846435547,91.27407836914062,93.3349609375,-0.028793387473673993,-0.050238114700496994
142,142,142,142,2019-08-28,89.13758850097656,89.80879211425781,91.68059539794922,-0.007473696032202715,-0.02773767868690713
143,143,143,143,2019-08-29,90.56509399414062,90.24366760253906,92.13436126708984,0.0035617611755012213,-0.01703237805491531
144,144,144,144,2019-08-30,91.0093994140625,90.46109008789062,88.93907165527344,0.006061272593986589,0.023278045523272617
145,145,145,145,2019-09-03,90.12075805664062,88.31513214111328,89.5440902709961,0.02044526087151466,0.006440042931915579
146,146,146,146,2019-09-04,91.47261810302734,88.88233947753906,90.2152862548828,0.02914278180248453,0.013937015558452392
147,147,147,147,2019-09-05,93.23098754882812,88.64598846435547,91.27407836914062,0.05172257835803018,0.021439922644555853
148,148,148,148,2019-09-06,93.54295349121094,89.13758850097656,89.80879211425781,0.04942207955498046,0.041579017922904526
149,149,149,149,2019-09-09,92.588134765625,90.56509399414062,90.24366760253906,0.022337974624254908,0.025979298330512268
150,150,150,150,2019-09-10,92.8906478881836,91.0093994140625,90.46109008789062,0.020670925049862676,0.026857489755346187
151,151,151,151,2019-09-11,94.46939086914062,90.12075805664062,88.31513214111328,0.04825339806581397,0.06968521224872126
152,152,152,152,2019-09-12,94.84754180908205,91.47261810302734,88.88233947753906,0.0368954532628929,0.06711347120932176
153,153,153,153,2019-09-13,96.9139633178711,93.23098754882812,88.64598846435547,0.03950377300373509,0.09326958835638877
154,154,154,154,2019-09-16,96.80968475341795,93.54295349121094,89.13758850097656,0.03492225913642932,0.08607026936068984
155,155,155,155,2019-09-17,96.26939392089844,92.588134765625,90.56509399414062,0.039759513080073194,0.06298563469858331
156,156,156,156,2019-09-18,96.98031616210938,92.8906478881836,91.0093994140625,0.044026695549036265,0.06560769312278603
157,157,157,157,2019-09-19,96.80968475341795,94.46939086914062,90.12075805664062,0.024773038787972324,0.0742218201557221
158,158,158,158,2019-09-20,96.27887725830078,94.84754180908205,91.47261810302734,0.015090907175010049,0.05254314629827328
159,159,159,159,2019-09-23,95.8902359008789,96.9139633178711,93.23098754882812,-0.010563260256258755,0.028523224112133816
160,160,160,160,2019-09-24,96.29783630371094,96.80968475341795,93.54295349121094,-0.005287161620355807,0.02945045788787115
161,161,161,161,2019-09-25,96.5442886352539,96.26939392089844,92.588134765625,0.002855473615854809,0.04272851893650742
162,162,162,162,2019-09-26,97.31210327148438,96.98031616210938,92.8906478881836,0.0034211799105747787,0.04759849870595234
163,163,163,163,2019-09-27,97.1604232788086,96.80968475341795,94.46939086914062,0.003622969399022402,0.028485760148444284
164,164,164,164,2019-09-30,98.2505340576172,96.27887725830078,94.84754180908205,0.020478601905865368,0.035878549761310774
165,165,165,165,2019-10-01,95.8333740234375,95.8902359008789,96.9139633178711,-0.0005929892330245323,-0.011149985589685718
166,166,166,166,2019-10-02,95.0181655883789,96.29783630371094,96.80968475341795,-0.01328867568006531,-0.018505577924380123
167,167,167,167,2019-10-03,95.8333740234375,96.5442886352539,96.26939392089844,-0.007363611269665671,-0.004529164251508622
168,168,168,168,2019-10-04,97.9376983642578,97.31210327148438,96.98031616210938,0.006428749063496442,0.00987192288121741
169,169,169,169,2019-10-07,97.23625183105467,97.1604232788086,96.80968475341795,0.000780446911274657,0.004406243845574087
170,170,170,170,2019-10-08,96.9992904663086,98.2505340576172,96.27887725830078,-0.012735234503405746,0.007482567604886636
171,171,171,171,2019-10-09,95.7764892578125,95.8333740234375,95.8902359008789,-0.0005935799110139417,-0.001186217157542302
172,172,172,172,2019-10-10,95.45417785644533,95.0181655883789,96.29783630371094,0.004588725380736625,-0.008760928382698263
173,173,173,173,2019-10-11,96.17461395263672,95.8333740234375,96.5442886352539,0.003560762966727582,-0.0038290683772483902
174,174,174,174,2019-10-14,95.21721649169922,97.9376983642578,97.31210327148438,-0.027777678238264714,-0.0215275048977287
175,175,175,175,2019-10-15,96.48741149902344,97.23625183105467,97.1604232788086,-0.007701246376015436,-0.0069268098786879895
176,176,176,176,2019-10-16,98.02302551269533,96.9992904663086,98.2505340576172,0.010554046750912205,-0.002315596012826271
177,177,177,177,2019-10-17,98.70550537109376,95.7764892578125,95.8333740234375,0.030581786156275825,0.02997005351135651
178,178,178,178,2019-10-18,98.5348892211914,95.45417785644533,95.0181655883789,0.03227424334825035,0.03701106636858298
179,179,179,179,2019-10-21,99.55863189697266,96.17461395263672,95.8333740234375,0.03518618692873021,0.03887223956681396
180,180,180,180,2019-10-22,99.76715087890624,95.21721649169922,97.9376983642578,0.0477847867733423,0.0186797581034035
181,181,181,181,2019-10-23,98.9330062866211,96.48741149902344,97.23625183105467,0.02534625760607545,0.017449813455525653
182,182,182,182,2019-10-24,107.7390594482422,98.02302551269533,96.9992904663086,0.0991199147825581,0.11072007774803172
183,183,183,183,2019-10-25,107.4262466430664,98.70550537109376,95.7764892578125,0.0883511131338226,0.12163483413862597
184,184,184,184,2019-10-28,109.31258392333984,98.5348892211914,95.45417785644533,0.10937947753667876,0.14518386076025225
185,185,185,185,2019-10-29,109.41685485839844,99.55863189697266,96.17461395263672,0.09901926908384473,0.13768956652410536
186,186,186,186,2019-10-30,110.44059753417967,99.76715087890624,95.21721649169922,0.10698357687119353,0.15988055105357546
187,187,187,187,2019-10-31,109.99510192871094,98.9330062866211,96.48741149902344,0.11181400482303738,0.13999432899932462
188,188,188,188,2019-11-01,112.0330810546875,107.7390594482422,98.02302551269533,0.03985575545615516,0.14292616932312163
189,189,189,189,2019-11-04,111.97621154785156,107.4262466430664,98.70550537109376,0.04235431327972239,0.134447477137827
190,190,190,190,2019-11-05,110.9998550415039,109.31258392333984,98.5348892211914,0.01543528711522657,0.12650306829219748
191,191,191,191,2019-11-06,110.50694274902344,109.41685485839844,99.55863189697266,0.009962705398868676,0.10996847428940715
192,192,192,192,2019-11-07,109.26519012451172,110.44059753417967,99.76715087890624,-0.010642892522418568,0.095202069638471
193,193,193,193,2019-11-08,109.62539672851562,109.99510192871094,98.9330062866211,-0.003361106028474947,0.10807708006888372
194,194,194,194,2019-11-11,109.63488006591795,112.0330810546875,107.7390594482422,-0.02140618615673784,0.01759640957870534
195,195,195,195,2019-11-12,108.72486877441406,111.97621154785156,107.4262466430664,-0.029036013350461354,0.012088499523421392
196,196,196,196,2019-11-13,110.63965606689452,110.9998550415039,109.31258392333984,-0.003245040045094738,0.0121401589453356
197,197,197,197,2019-11-14,111.08516693115234,110.50694274902344,109.41685485839844,0.005232469270660456,0.015247304219381475
198,198,198,198,2019-11-15,112.91462707519533,109.26519012451172,110.44059753417967,0.0333998133030744,0.02240145015740236
199,199,199,199,2019-11-18,112.24163055419922,109.62539672851562,109.99510192871094,0.023865216489593388,0.020423896938104313
200,200,200,200,2019-11-19,112.99994659423828,109.63488006591795,112.0330810546875,0.03069339361977752,0.008630178965432611
201,201,201,201,2019-11-20,111.3790283203125,108.72486877441406,111.97621154785156,0.0244117061332616,-0.005333125842392539
202,202,202,202,2019-11-21,112.34589385986328,110.63965606689452,110.9998550415039,0.015421575352124517,0.012126491677453721
203,203,203,203,2019-11-22,112.84827423095705,111.08516693115234,110.50694274902344,0.015871671695802725,0.021187189000885676
204,204,204,204,2019-11-25,113.56868743896484,112.91462707519533,109.26519012451172,0.005792521134874384,0.039385803562407506
205,205,205,205,2019-11-26,115.79625701904295,112.24163055419922,109.62539672851562,0.03166941220732955,0.056290426075349176
206,206,206,206,2019-11-27,115.22753143310548,112.99994659423828,109.63488006591795,0.01971314948374303,0.05101160656011072
207,207,207,207,2019-11-29,113.77720642089844,111.3790283203125,108.72486877441406,0.021531684525825323,0.04646901581428553
208,208,208,208,2019-12-02,114.09002685546876,112.34589385986328,110.63965606689452,0.015524670601500201,0.03118566083112273
209,209,209,209,2019-12-03,113.91942596435548,112.84827423095705,111.08516693115234,0.009491963795619895,0.025514288824535214
210,210,210,210,2019-12-04,115.445556640625,113.56868743896484,112.91462707519533,0.016526291216219624,0.022414541242244956
211,211,211,211,2019-12-05,115.92897033691406,115.79625701904295,112.24163055419922,0.0011460933305407206,0.03285180163998325
212,212,212,212,2019-12-06,116.58303833007812,115.22753143310548,112.99994659423828,0.011763741530465444,0.03170879140948668
213,213,213,213,2019-12-09,117.62571716308594,113.77720642089844,111.3790283203125,0.03382497130357209,0.05608496444060118
214,214,214,214,2019-12-10,117.62571716308594,114.09002685546876,112.34589385986328,0.030990353890408384,0.046996139527881065
215,215,215,215,2019-12-11,119.1423797607422,113.91942596435548,112.84827423095705,0.04584778892777197,0.05577493827600355
216,216,216,216,2019-12-12,117.98593139648438,115.445556640625,113.56868743896484,0.02200495913209899,0.03889491071113671
217,217,217,217,2019-12-13,116.6020050048828,115.92897033691406,115.79625701904295,0.005805577898369663,0.006958324963019624
218,218,218,218,2019-12-16,115.57601165771484,116.58303833007812,115.22753143310548,-0.008637848925433844,0.0030242791828936078
219,219,219,219,2019-12-17,117.35247802734376,117.62571716308594,113.77720642089844,-0.002322954047228709,0.031423443402356366
220,220,220,220,2019-12-18,117.42848205566406,117.62571716308594,114.09002685546876,-0.0016768025919741136,0.029261586592704614
221,221,221,221,2019-12-19,117.4949722290039,119.1423797607422,113.91942596435548,-0.013827216940324405,0.03138662466370912
222,222,222,222,2019-12-20,117.98897552490234,117.98593139648438,115.445556640625,2.580077456637575e-05,0.022031327651655275
223,223,223,223,2019-12-23,117.24798583984376,116.6020050048828,115.92897033691406,0.005540049117799706,0.01137779020288332
224,224,224,224,2019-12-24,117.67549896240234,115.57601165771484,116.58303833007812,0.01816542442133451,0.009370665304082815
225,225,225,225,2019-12-26,118.406982421875,117.35247802734376,117.62571716308594,0.008985787196462258,0.006641959578498113
226,226,226,226,2019-12-27,118.35948181152344,117.42848205566406,117.62571716308594,0.007928227799266496,0.006238131134368663
227,227,227,227,2019-12-30,117.9129867553711,117.4949722290039,119.1423797607422,0.003557722670485486,-0.010318687673017246
228,228,228,228,2019-12-31,118.31198120117188,117.98897552490234,117.98593139648438,0.0027375920066476933,0.0027634634132083225
229,229,229,229,2020-01-02,119.11947631835938,117.24798583984376,116.6020050048828,0.015961813459823393,0.021590291808199602
230,230,230,230,2020-01-03,117.64698028564452,117.67549896240234,115.57601165771484,-0.00024235016642626395,0.017918671861276714
231,231,231,231,2020-01-06,117.42848205566406,118.406982421875,117.35247802734376,-0.008263873854369663,0.0006476559302188711
232,232,232,232,2020-01-07,116.02249908447266,118.35948181152344,117.42848205566406,-0.01974478674021407,-0.011973100108072066
233,233,233,233,2020-01-08,116.51649475097656,117.9129867553711,117.4949722290039,-0.011843411339344412,-0.008327824241876836
234,234,234,234,2020-01-09,116.72549438476562,118.31198120117188,117.98897552490234,-0.01340935043348368,-0.010708467757396978
235,235,235,235,2020-01-10,117.25747680664062,119.11947631835938,117.24798583984376,-0.015631360792271787,8.094780246215016e-05
236,236,236,236,2020-01-13,118.41648864746094,117.64698028564452,117.67549896240234,0.006540825441911702,0.006296890105351061
237,237,237,237,2020-01-14,118.48296356201172,117.42848205566406,118.406982421875,0.008979776353132074,0.0006416947597398526
238,238,238,238,2020-01-15,119.05296325683594,116.02249908447266,118.35948181152344,0.026119625040630146,0.0058591118742543635
239,239,239,239,2020-01-16,122.08343505859376,116.51649475097656,117.9129867553711,0.04777813063734082,0.03536886324383359
240,240,240,240,2020-01-17,121.64645385742188,116.72549438476562,118.31198120117188,0.042158394775653196,0.028183727652909774
241,241,241,241,2020-01-21,120.7819595336914,117.25747680664062,119.11947631835938,0.03005763745763268,0.013956434889697444
242,242,242,242,2020-01-22,122.97645568847656,118.41648864746094,117.64698028564452,0.0385078724517085,0.04530057116546615
243,243,243,243,2020-01-23,123.30892944335938,118.48296356201172,117.42848205566406,0.040731306309888415,0.05007684068425444
