,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CL,CL_6m,CL_12m,CL_6m_ret,CL_12m_ret
244,244,244,244,2020-01-24,63.901466369628906,63.9677619934082,61.0313835144043,-0.0010363911713235918,0.04702634431590802
245,245,245,245,2020-01-27,63.71964645385742,63.92255783081055,62.58538818359375,-0.0031743313133711926,0.018123371975201863
246,246,246,246,2020-01-28,63.36511993408203,64.31107330322266,63.11845779418945,-0.01470902786337458,0.003907924060769563
247,247,247,247,2020-01-29,62.56523513793945,64.41046142578125,63.380470275878906,-0.02864792841094621,-0.012862560570960468
248,248,248,248,2020-01-30,63.14697647094727,64.11050415039062,63.37144088745117,-0.015029170214963639,-0.003542043755996538
249,249,249,249,2020-01-31,67.06468963623047,64.1832275390625,63.5069694519043,0.04489431597085525,0.056020940930279206
250,250,250,250,2020-02-03,68.11003112792969,63.901466369628906,63.9677619934082,0.06586022195417152,0.0647555738302732
251,251,251,251,2020-02-04,68.53724670410156,63.71964645385742,63.92255783081055,0.07560619868995677,0.07219186825259905
252,252,252,252,2020-02-05,68.83722686767578,63.36511993408203,64.31107330322266,0.08635834571584988,0.07037907053910608
253,253,253,253,2020-02-06,69.36441802978516,62.56523513793945,64.41046142578125,0.10867349698047701,0.07691229800786692
254,254,254,254,2020-02-07,69.10989379882812,63.14697647094727,64.11050415039062,0.09442918190428773,0.07798081944122481
255,255,255,255,2020-02-10,70.30975341796875,67.06468963623047,64.1832275390625,0.04838706925119651,0.09545368959791856
256,256,256,256,2020-02-11,69.1826171875,68.11003112792969,63.901466369628906,0.015747842745155838,0.0826452211178228
257,257,257,257,2020-02-12,69.03718566894531,68.53724670410156,63.71964645385742,0.00729441273009046,0.08345211423824495
258,258,258,258,2020-02-13,69.41896057128906,68.83722686767578,63.36511993408203,0.008450859078497297,0.09553900700424411
259,259,259,259,2020-02-14,69.7098159790039,69.36441802978516,62.56523513793945,0.004979468710750723,0.11419410196912994
260,260,260,260,2020-02-18,69.14625549316406,69.10989379882812,63.14697647094727,0.0005261431082759227,0.09500500827584268
261,261,261,261,2020-02-19,68.66450500488281,70.30975341796875,67.06468963623047,-0.023400002604268444,0.023854809100437135
262,262,262,262,2020-02-20,68.319091796875,69.1826171875,68.11003112792969,-0.012481826009626884,0.003069454902357105
263,263,263,263,2020-02-21,69.32804870605469,69.03718566894531,68.53724670410156,0.004213135780246846,0.011538280861606243
264,264,264,264,2020-02-24,67.64644622802734,69.41896057128906,68.83722686767578,-0.025533576542700498,-0.017298498121335548
265,265,265,265,2020-02-25,67.0828857421875,69.7098159790039,69.36441802978516,-0.037683792446211895,-0.03289196900084945
266,266,266,266,2020-02-26,66.28295135498047,69.14625549316406,69.10989379882812,-0.041409388227344635,-0.04090503238330245
267,267,267,267,2020-02-27,63.76510238647461,68.66450500488281,70.30975341796875,-0.07135276979073546,-0.09308311739607888
268,268,268,268,2020-02-28,61.419921875,68.319091796875,69.1826171875,-0.10098450872835774,-0.11220586367036967
269,269,269,269,2020-03-02,65.8466567993164,69.32804870605469,69.03718566894531,-0.050216210779263415,-0.046214642713399146
270,270,270,270,2020-03-03,65.2467269897461,67.64644622802734,69.41896057128906,-0.03547443172686571,-0.060102219151759506
271,271,271,271,2020-03-04,68.50997924804688,67.0828857421875,69.7098159790039,0.021273585506502712,-0.017211876320523012
272,272,272,272,2020-03-05,65.75577545166016,66.28295135498047,69.14625549316406,-0.007953416263814295,-0.04903345838935702
273,273,273,273,2020-03-06,65.91029357910156,63.76510238647461,68.66450500488281,0.033642088106832224,-0.040111137851869705
274,274,274,274,2020-03-09,63.61964797973633,61.419921875,68.319091796875,0.03581453765462528,-0.06878668456411818
275,275,275,275,2020-03-10,65.27399444580078,65.8466567993164,69.32804870605469,-0.008696908565319461,-0.05847639355093881
276,276,276,276,2020-03-11,62.62887573242188,65.2467269897461,67.64644622802734,-0.04012233836243806,-0.07417345293634325
277,277,277,277,2020-03-12,58.07486343383789,68.50997924804688,67.0828857421875,-0.15231526747990476,-0.13428197384008167
278,278,278,278,2020-03-13,62.81066131591797,65.75577545166016,66.28295135498047,-0.0447886762115256,-0.052385869489524395
279,279,279,279,2020-03-16,56.66593551635742,65.91029357910156,63.76510238647461,-0.14025666645908075,-0.11133310548283559
280,280,280,280,2020-03-17,63.81052017211914,63.61964797973633,61.419921875,0.0030002082445286238,0.038922196970299305
281,281,281,281,2020-03-18,61.52900314331055,65.27399444580078,65.8466567993164,-0.0573734047423714,-0.06557134205256543
282,282,282,282,2020-03-19,60.58364868164063,62.62887573242188,65.2467269897461,-0.03265629514921131,-0.07146838658800914
283,283,283,283,2020-03-20,56.42959976196289,58.07486343383789,68.50997924804688,-0.028330048055117296,-0.17633021668778825
284,284,284,284,2020-03-23,54.96614074707031,62.81066131591797,65.75577545166016,-0.12489154555135429,-0.16408649476762327
285,285,285,285,2020-03-24,55.61151123046875,56.66593551635742,65.91029357910156,-0.018607727487077286,-0.15625453611844153
286,286,286,286,2020-03-25,54.43893814086914,63.81052017211914,63.61964797973633,-0.14686578335314593,-0.1443062030426726
287,287,287,287,2020-03-26,58.01123046875,61.52900314331055,65.27399444580078,-0.05717259332752578,-0.11126581173274608
288,288,288,288,2020-03-27,59.32016754150391,60.58364868164063,62.62887573242188,-0.020855150979369852,-0.05283039416281754
289,289,289,289,2020-03-30,60.5200309753418,56.42959976196289,58.07486343383789,0.07248733343198577,0.04210371573735294
290,290,290,290,2020-03-31,60.32004928588867,54.96614074707031,62.81066131591797,0.09740375558572789,-0.03965269554323425
291,291,291,291,2020-04-01,59.58377456665039,55.61151123046875,56.66593551635742,0.07142879681365844,0.0514919417407429
292,292,292,292,2020-04-02,61.965309143066406,54.43893814086914,63.81052017211914,0.13825344981420495,-0.028917034747178993
293,293,293,293,2020-04-03,61.46537780761719,58.01123046875,61.52900314331055,0.05954273527654097,-0.0010340706405589373
294,294,294,294,2020-04-06,64.08323669433594,59.32016754150391,60.58364868164063,0.08029426332114609,0.057764563357436405
295,295,295,295,2020-04-07,62.75611877441406,60.5200309753418,56.42959976196289,0.036947895812930565,0.11211348368831864
296,296,296,296,2020-04-08,63.82872009277344,60.32004928588867,54.96614074707031,0.05816757195033628,0.16123706749733024
297,297,297,297,2020-04-09,63.54692077636719,59.58377456665039,55.61151123046875,0.06651384942529326,0.14269365047484528
298,298,298,298,2020-04-13,63.165164947509766,61.965309143066406,54.43893814086914,0.01936334734767664,0.16029384673264868
299,299,299,299,2020-04-14,66.45567321777344,61.46537780761719,58.01123046875,0.08118872100283125,0.14556565480148476
300,300,300,300,2020-04-15,66.03753662109375,64.08323669433594,59.32016754150391,0.030496273714753608,0.11323921286786609
301,301,301,301,2020-04-16,66.21025085449219,62.75611877441406,60.5200309753418,0.055040562538523075,0.09402209132161232
302,302,302,302,2020-04-17,67.1430435180664,63.82872009277344,60.32004928588867,0.05192526844460743,0.11311320718323614
303,303,303,303,2020-04-20,65.99076080322266,63.54692077636719,59.58377456665039,0.038457253270473446,0.10752904264910934
304,304,304,304,2020-04-21,64.57328033447266,63.165164947509766,61.965309143066406,0.0222925941558616,0.0420876007474591
305,305,305,305,2020-04-22,65.12198638916016,66.45567321777344,61.46537780761719,-0.02006881826691942,0.059490541048782486
306,306,306,306,2020-04-23,65.14027404785156,66.03753662109375,64.08323669433594,-0.013587159957077821,0.016494756008618605
307,307,307,307,2020-04-24,65.29573822021484,66.21025085449219,62.75611877441406,-0.013812251463706682,0.040468076984330636
308,308,308,308,2020-04-27,64.9573974609375,67.1430435180664,63.82872009277344,-0.03255208496083151,0.01768290773375303
309,309,309,309,2020-04-28,65.030517578125,65.99076080322266,63.54692077636719,-0.014551176761865126,0.023346478218493782
310,310,310,310,2020-04-29,64.1617660522461,64.57328033447266,63.165164947509766,-0.006372826037256085,0.01577770129413114
311,311,311,311,2020-04-30,64.2623519897461,65.12198638916016,66.45567321777344,-0.013200371288999091,-0.033004273703463816
312,312,312,312,2020-05-01,62.67111206054688,65.14027404785156,66.03753662109375,-0.03790530548721449,-0.0509774399954156
313,313,313,313,2020-05-04,63.53988265991211,65.29573822021484,66.21025085449219,-0.026890814135234642,-0.04033164291204161
314,314,314,314,2020-05-05,63.57646179199219,64.9573974609375,67.1430435180664,-0.02125909785372404,-0.05311915485503049
315,315,315,315,2020-05-06,62.04009246826172,65.030517578125,65.99076080322266,-0.04598495016237114,-0.05986699178603816
316,316,316,316,2020-05-07,62.91802978515625,64.1617660522461,64.57328033447266,-0.019384383311349063,-0.025633676045922482
317,317,317,317,2020-05-08,63.43929290771485,64.2623519897461,65.12198638916016,-0.012807795801849431,-0.025839099430870482
318,318,318,318,2020-05-11,63.44842529296875,62.67111206054688,65.14027404785156,0.012403054722738949,-0.025972392342715533
319,319,319,319,2020-05-12,62.85401916503906,63.53988265991211,65.29573822021484,-0.010794220356748707,-0.03739476911863526
320,320,320,320,2020-05-13,62.460784912109375,63.57646179199219,64.9573974609375,-0.017548583995332323,-0.03843461478470522
321,321,321,321,2020-05-14,61.32678985595703,62.04009246826172,65.030517578125,-0.011497445988972288,-0.05695368667054601
322,322,322,322,2020-05-15,63.05520248413086,62.91802978515625,64.1617660522461,0.002180181093448308,-0.017246463683904478
323,323,323,323,2020-05-18,64.21662139892578,63.43929290771485,64.2623519897461,0.012253107744150116,-0.0007116233596244914
324,324,324,324,2020-05-19,63.329551696777344,63.44842529296875,62.67111206054688,-0.0018735468318168413,0.010506270187041533
325,325,325,325,2020-05-20,64.44525909423828,62.85401916503906,63.53988265991211,0.025316438794805052,0.014248947219057229
326,326,326,326,2020-05-21,64.25321197509766,62.460784912109375,63.57646179199219,0.02869683859257388,0.010644665714799384
327,327,327,327,2020-05-22,64.70130920410156,61.32678985595703,62.04009246826172,0.0550252076795561,0.04289511233725607
328,328,328,328,2020-05-26,63.4941635131836,63.05520248413086,62.91802978515625,0.006961535476207814,0.00915689397768249
329,329,329,329,2020-05-27,64.55499267578125,64.21662139892578,63.43929290771485,0.005269216434689694,0.01758688845554146
330,330,330,330,2020-05-28,65.92675018310547,63.329551696777344,63.44842529296875,0.041010845912245575,0.039060463339999796
331,331,331,331,2020-05-29,66.14624786376953,64.44525909423828,62.85401916503906,0.02639431966661654,0.05237896863979197
332,332,332,332,2020-06-01,66.51204681396484,64.25321197509766,62.460784912109375,0.03515520499959801,0.06486088683573432
333,333,333,333,2020-06-02,66.246826171875,64.70130920410156,61.32678985595703,0.023886950461822654,0.08022654255137174
334,334,334,334,2020-06-03,65.52437591552734,63.4941635131836,63.05520248413086,0.031974787760172596,0.03915891685571715
335,335,335,335,2020-06-04,64.70130920410156,64.55499267578125,64.21662139892578,0.002266540855409449,0.007547700184424411
336,336,336,336,2020-06-05,66.21025848388672,65.92675018310547,63.329551696777344,0.004300353043246163,0.04548756007151655
337,337,337,337,2020-06-08,67.22535705566406,66.14624786376953,64.44525909423828,0.01631398948156515,0.04313890580159585
338,338,338,338,2020-06-09,67.01500701904297,66.51204681396484,64.25321197509766,0.00756194147031608,0.04298298807249812
339,339,339,339,2020-06-10,68.00267028808594,66.246826171875,64.70130920410156,0.026504577165032295,0.0510246411486075
340,340,340,340,2020-06-11,66.85040283203125,65.52437591552734,63.4941635131836,0.02023715446314811,0.05285902094214978
341,341,341,341,2020-06-12,66.56692504882812,64.70130920410156,64.55499267578125,0.028834282762987717,0.031166177698315867
342,342,342,342,2020-06-15,66.65836334228516,66.21025848388672,65.92675018310547,0.0067679067966104345,0.011097364228445983
343,343,343,343,2020-06-16,67.24363708496094,67.22535705566406,66.14624786376953,0.0002719216393560764,0.016590347247685377
344,344,344,344,2020-06-17,67.49970245361328,67.01500701904297,66.51204681396484,0.007232640211954022,0.014849274484228792
345,345,345,345,2020-06-18,67.31680297851562,68.00267028808594,66.246826171875,-0.01008588790211784,0.016151367068734768
346,346,346,346,2020-06-19,67.08818817138672,66.85040283203125,65.52437591552734,0.0035569769108636518,0.02386611446517861
347,347,347,347,2020-06-22,66.85040283203125,66.56692504882812,64.70130920410156,0.00425853805016807,0.0332156127034513
348,348,348,348,2020-06-23,66.685791015625,66.65836334228516,66.21025848388672,0.000411466348176015,0.007182157910680997
349,349,349,349,2020-06-24,65.87187194824219,67.24363708496094,67.22535705566406,-0.020399924754003873,-0.020133550295629687
350,350,350,350,2020-06-25,66.42974090576172,67.49970245361328,67.01500701904297,-0.015851352064653268,-0.008733358979055805
351,351,351,351,2020-06-26,65.40548706054688,67.31680297851562,68.00267028808594,-0.028392850423671345,-0.0381923712191945
352,352,352,352,2020-06-29,66.23768615722656,67.08818817138672,66.85040283203125,-0.01267737342954356,-0.00916548964325914
353,353,353,353,2020-06-30,66.99673461914062,66.85040283203125,66.56692504882812,0.0021889439840332425,0.006456803735447103
354,354,354,354,2020-07-01,66.78639221191406,66.685791015625,66.65836334228516,0.001508585183693567,0.0019206722639062423
355,355,355,355,2020-07-02,67.01500701904297,65.87187194824219,67.24363708496094,0.017353918098744536,-0.003400025278660901
356,356,356,356,2020-07-06,67.17048645019531,66.42974090576172,67.49970245361328,0.011150811885363598,-0.004877295624291289
357,357,357,357,2020-07-07,67.64604187011719,65.40548706054688,67.31680297851562,0.03425637374271351,0.004890887223307994
358,358,358,358,2020-07-08,68.12157440185547,66.23768615722656,67.08818817138672,0.02844133534733051,0.015403400488753771
359,359,359,359,2020-07-09,67.05160522460938,66.99673461914062,66.85040283203125,0.0008190041765570033,0.0030097409148552856
360,360,360,360,2020-07-10,67.38081359863281,66.78639221191406,66.685791015625,0.008900336835573341,0.010422348935547054
361,361,361,361,2020-07-13,67.17962646484375,67.01500701904297,65.87187194824219,0.0024564564434650382,0.019853003686142623
362,362,362,362,2020-07-14,68.45079803466797,67.17048645019531,66.42974090576172,0.019060626952909887,0.030423980303842413
363,363,363,363,2020-07-15,68.30447387695312,67.64604187011719,65.40548706054688,0.009733489035472997,0.044323296816406454
364,364,364,364,2020-07-16,68.56967163085938,68.12157440185547,66.23768615722656,0.006577904767152587,0.0352063245098484
365,365,365,365,2020-07-17,69.17680358886719,67.05160522460938,66.99673461914062,0.03169496624486201,0.032539928731149415
366,366,366,366,2020-07-20,68.25690460205078,67.38081359863281,66.78639221191406,0.013002084074504872,0.0220181438379059
367,367,367,367,2020-07-21,68.1097183227539,67.17962646484375,67.01500701904297,0.013844850095986905,0.01633531581067893
368,368,368,368,2020-07-22,68.20171356201172,68.45079803466797,67.17048645019531,-0.0036388833995784076,0.015352384154326826
369,369,369,369,2020-07-23,68.28451538085938,68.30447387695312,67.64604187011719,-0.0002921989580024764,0.009438445962116848
370,370,370,370,2020-07-24,68.3672866821289,68.56967163085938,68.12157440185547,-0.002951522793050443,0.0036069671382512603
371,371,371,371,2020-07-27,68.67085266113281,69.17680358886719,67.05160522460938,-0.00731388126490129,0.024149271760150803
372,372,372,372,2020-07-28,69.6459732055664,68.25690460205078,67.38081359863281,0.02035059473637335,0.033617278954606755
373,373,373,373,2020-07-29,70.09671783447266,68.1097183227539,67.17962646484375,0.029173509458707336,0.04342226241992386
374,374,374,374,2020-07-30,70.71306610107422,68.20171356201172,68.45079803466797,0.03682242582921447,0.033049549915553866
375,375,375,375,2020-07-31,71.0166244506836,68.28451538085938,68.30447387695312,0.04001066793233843,0.039706777898857126
376,376,376,376,2020-08-03,70.43708801269531,68.3672866821289,68.56967163085938,0.030274732712296526,0.027233853355592252
377,377,377,377,2020-08-04,70.62105560302734,68.67085266113281,69.17680358886719,0.02839928246585366,0.020877692220988786
378,378,378,378,2020-08-05,70.07831573486328,69.6459732055664,68.25690460205078,0.006207717537678459,0.026684643017898857
379,379,379,379,2020-08-06,69.7839584350586,70.09671783447266,68.1097183227539,-0.004461826588694429,0.024581515729824366
380,380,380,380,2020-08-07,70.13350677490234,70.71306610107422,68.20171356201172,-0.0081959298065718,0.028324702005238622
381,381,381,381,2020-08-10,70.51067352294922,71.0166244506836,68.28451538085938,-0.007124401246157874,0.0326012146337038
382,382,382,382,2020-08-11,69.87593841552734,70.43708801269531,68.3672866821289,-0.007966677967533697,0.022066865698690874
383,383,383,383,2020-08-12,71.05340576171875,70.62105560302734,68.67085266113281,0.006122114077729446,0.03469526019056479
384,384,384,384,2020-08-13,70.81423950195312,70.07831573486328,69.6459732055664,0.010501447692809363,0.016774355251501394
385,385,385,385,2020-08-14,70.87863159179688,69.7839584350586,70.09671783447266,0.01568660163864144,0.01115478415366944
386,386,386,386,2020-08-17,71.02583312988281,70.13350677490234,70.71306610107422,0.012723253064251372,0.004423044368653706
387,387,387,387,2020-08-18,71.43057250976562,70.51067352294922,71.0166244506836,0.013046237411375783,0.0058288895351465975
388,388,388,388,2020-08-19,71.70654296875,69.87593841552734,70.43708801269531,0.02619792441765445,0.018022536022867408
389,389,389,389,2020-08-20,71.98253631591797,71.05340576171875,70.62105560302734,0.013076509763868316,0.01927867972611086
390,390,390,390,2020-08-21,72.38727569580078,70.81423950195312,70.07831573486328,0.022213557681492357,0.03294827988836513
391,391,391,391,2020-08-24,72.79203796386719,70.87863159179688,69.7839584350586,0.026995532067971784,0.04310560186418666
392,392,392,392,2020-08-25,72.29528045654297,71.02583312988281,70.13350677490234,0.01787303676309926,0.030823692997114183
393,393,393,393,2020-08-26,72.35047912597656,71.43057250976562,70.51067352294922,0.012878331838725998,0.026092583024732274
394,394,394,394,2020-08-27,72.7276382446289,71.70654296875,69.87593841552734,0.014239917776037503,0.040810898483302216
395,395,395,395,2020-08-28,73.01280975341797,71.98253631591797,71.05340576171875,0.01431282489100294,0.027576496449307264
396,396,396,396,2020-08-31,72.91162109375,72.38727569580078,70.81423950195312,0.007243612816052458,0.029618076908656477
397,397,397,397,2020-09-01,71.83534240722656,72.79203796386719,70.87863159179688,-0.013142859897884884,0.013497873674248595
398,398,398,398,2020-09-02,73.10480499267578,72.29528045654297,71.02583312988281,0.011197474178406663,0.029270643809150565
399,399,399,399,2020-09-03,71.448974609375,72.35047912597656,71.43057250976562,-0.012460242523506526,0.0002576221772108145
400,400,400,400,2020-09-04,71.02583312988281,72.7276382446289,71.70654296875,-0.02339970272404346,-0.00949299479078003
401,401,401,401,2020-09-08,69.58157348632812,73.01280975341797,71.98253631591797,-0.046994990039117335,-0.033354796211298554
402,402,402,402,2020-09-09,71.35697174072266,72.91162109375,72.38727569580078,-0.021322380845549604,-0.014233219100658778
403,403,403,403,2020-09-10,70.28990173339844,71.83534240722656,72.79203796386719,-0.02151365361450075,-0.034373762577038613
404,404,404,404,2020-09-11,70.60266876220703,73.10480499267578,72.29528045654297,-0.03422670001950534,-0.023412478430779093
405,405,405,405,2020-09-14,70.97063446044922,71.448974609375,72.35047912597656,-0.006694849737745812,-0.01907167280986155
406,406,406,406,2020-09-15,70.77743530273438,71.02583312988281,72.7276382446289,-0.0034972884681859773,-0.02681515568173365
407,407,407,407,2020-09-16,70.7498550415039,69.58157348632812,73.01280975341797,0.016790099686454063,-0.030993940920183927
408,408,408,408,2020-09-17,70.56585693359375,71.35697174072266,72.91162109375,-0.01108672058006388,-0.032172706147077124
409,409,409,409,2020-09-18,69.75635528564453,70.28990173339844,71.83534240722656,-0.0075906557641464145,-0.028941006639830347
410,410,410,410,2020-09-21,69.16761016845703,70.60266876220703,73.10480499267578,-0.020325840636185366,-0.05385685420559172
411,411,411,411,2020-09-22,69.97712707519531,70.97063446044922,71.448974609375,-0.01399885167727466,-0.020599981206540163
412,412,412,412,2020-09-23,69.12162017822266,70.77743530273438,71.02583312988281,-0.023394675399431297,-0.026810145939125785
413,413,413,413,2020-09-24,69.69194793701172,70.7498550415039,69.58157348632812,-0.014952781230033407,0.0015862597689786373
414,414,414,414,2020-09-25,69.86675262451172,70.56585693359375,71.35697174072266,-0.009907118533824755,-0.020884001658950546
415,415,415,415,2020-09-28,70.47388458251953,69.75635528564453,70.28990173339844,0.01028622114697364,0.00261748621898672
416,416,416,416,2020-09-29,70.11510467529297,69.16761016845703,70.60266876220703,0.013698528899991347,-0.006905745851565448
417,417,417,417,2020-09-30,70.97063446044922,69.97712707519531,70.97063446044922,0.0141976017990324,0.0
418,418,418,418,2020-10-01,70.88783264160156,69.12162017822266,70.77743530273438,0.025552243405535302,0.0015597815659043057
419,419,419,419,2020-10-02,71.20060729980469,69.69194793701172,70.7498550415039,0.021647541896181677,0.006371069708006605
420,420,420,420,2020-10-05,72.13890838623047,69.86675262451172,70.56585693359375,0.03252127337204436,0.022291962728052006
421,421,421,421,2020-10-06,71.32939147949219,70.47388458251953,69.75635528564453,0.012139346398181372,0.022550435546786263
422,422,422,422,2020-10-07,71.87212371826172,70.11510467529297,69.16761016845703,0.025059066104309524,0.03910086734553753
423,423,423,423,2020-10-08,72.43327331542969,70.97063446044922,69.97712707519531,0.020609071147526192,0.03509927233215904
424,424,424,424,2020-10-09,73.38078308105469,70.88783264160156,69.12162017822266,0.03516753646647808,0.061618389323778056
425,425,425,425,2020-10-12,74.1718978881836,71.20060729980469,69.69194793701172,0.04173125344096684,0.06428217439439199
426,426,426,426,2020-10-13,73.83153533935547,72.13890838623047,69.86675262451172,0.02346344006292278,0.05674777438350209
427,427,427,427,2020-10-14,73.46356964111328,71.32939147949219,70.47388458251953,0.029920038813659122,0.04242259492724654
428,428,428,428,2020-10-15,73.32559204101562,71.87212371826172,70.11510467529297,0.020222977248473883,0.04578881227647891
429,429,429,429,2020-10-16,73.87753295898438,72.43327331542969,70.97063446044922,0.01993917404871759,0.040959173052836695
430,430,430,430,2020-10-19,72.86563873291016,73.38078308105469,70.88783264160156,-0.007020153322369382,0.027900501646144216
431,431,431,431,2020-10-20,73.43596649169922,74.1718978881836,71.20060729980469,-0.00992197068482481,0.03139522648285986
432,432,432,432,2020-10-21,73.77633666992188,73.83153533935547,72.13890838623047,-0.0007476299819566545,0.02269826810969522
433,433,433,433,2020-10-22,73.34158325195312,73.46356964111328,71.32939147949219,-0.0016605017936929256,0.028209854741848783
434,434,434,434,2020-10-23,73.3878402709961,73.32559204101562,71.87212371826172,0.0008489291153033207,0.02108907423796147
435,435,435,435,2020-10-26,72.78661346435547,73.87753295898438,72.43327331542969,-0.014766593454529242,0.004878146917191906
436,436,436,436,2020-10-27,72.93460845947266,72.86563873291016,73.38078308105469,0.0009465329304985115,-0.006080265198167734
437,437,437,437,2020-10-28,71.09391021728516,73.43596649169922,74.1718978881836,-0.031892496092889244,-0.04149803036641453
438,438,438,438,2020-10-29,70.91815185546875,73.77633666992188,73.83153533935547,-0.03874121355795623,-0.039459879447119595
439,439,439,439,2020-10-30,72.97161102294922,73.34158325195312,73.46356964111328,-0.005044508348462151,-0.006696633726994139
440,440,440,440,2020-11-02,74.14633178710938,73.3878402709961,73.32559204101562,0.010335384081510357,0.01119308720527834
441,441,441,441,2020-11-03,76.87500762939453,72.78661346435547,73.87753295898438,0.056169589028086886,0.040573562087871995
442,442,442,442,2020-11-04,77.56875610351562,72.93460845947266,72.86563873291016,0.06353839064780908,0.0645450647574064
443,443,443,443,2020-11-05,76.78253173828125,71.09391021728516,73.43596649169922,0.08001559491677823,0.04557120177563556
444,444,444,444,2020-11-06,76.801025390625,70.91815185546875,73.77633666992188,0.08295300118854687,0.04099808769627167
445,445,445,445,2020-11-09,75.64480590820312,72.97161102294922,73.34158325195312,0.03663335436589432,0.0314040487555014
446,446,446,446,2020-11-10,77.09700012207031,74.14633178710938,73.3878402709961,0.039795203132003465,0.050541885922484875
447,447,447,447,2020-11-11,78.55847930908203,76.87500762939453,72.78661346435547,0.021898816424231304,0.07929845297106897
448,448,448,448,2020-11-12,78.37349700927734,77.56875610351562,72.93460845947266,0.010374549576221082,0.07457212240779909
449,449,449,449,2020-11-13,78.95623016357422,76.78253173828125,71.09391021728516,0.028309804015087314,0.11059062474211023
450,450,450,450,2020-11-16,79.48346710205078,76.801025390625,70.91815185546875,0.03492716012295882,0.12077747406669803
451,451,451,451,2020-11-17,78.94696807861328,75.64480590820312,72.97161102294922,0.04365352162338043,0.08188605091622336
452,452,452,452,2020-11-18,78.26246643066406,77.09700012207031,74.14633178710938,0.015116882715908941,0.05551366526631463
453,453,453,453,2020-11-19,78.9747314453125,78.55847930908203,76.87500762939453,0.005298627721556981,0.027313477821563126
454,454,454,454,2020-11-20,78.77123260498047,78.37349700927734,77.56875610351562,0.005074873661131241,0.01550207276574267
455,455,455,455,2020-11-23,78.19774627685547,78.95623016357422,76.78253173828125,-0.009606384260588352,0.01843146489878822
456,456,456,456,2020-11-24,78.35499572753906,79.48346710205078,76.801025390625,-0.014197561023135075,0.02023371861261314
457,457,457,457,2020-11-25,78.39198303222656,78.94696807861328,75.64480590820312,-0.0070298462359451586,0.036316797842765425
458,458,458,458,2020-11-27,78.53073120117188,78.26246643066406,77.09700012207031,0.0034277576818446676,0.01859645740860838
459,459,459,459,2020-11-30,79.2152099609375,78.9747314453125,78.55847930908203,0.0030450058040591976,0.008359767877782032
460,460,460,460,2020-12-01,79.78871154785156,78.77123260498047,78.37349700927734,0.012916884873104717,0.01805731009306233
461,461,461,461,2020-12-02,79.30770874023438,78.19774627685547,78.95623016357422,0.014194302473234055,0.004451562288776856
462,462,462,462,2020-12-03,78.79896545410156,78.35499572753906,79.48346710205078,0.005666131718088607,-0.008611874555879306
463,463,463,463,2020-12-04,78.65097045898438,78.39198303222656,78.94696807861328,0.0033037488878338017,-0.0037493221947948463
464,464,464,464,2020-12-07,78.98397064208984,78.53073120117188,78.26246643066406,0.005771491414703789,0.009219032370580749
465,465,465,465,2020-12-08,78.78046417236328,79.2152099609375,78.9747314453125,-0.0054881605286232205,-0.0024598662052272013
466,466,466,466,2020-12-09,78.39198303222656,79.78871154785156,78.77123260498047,-0.017505339897453287,-0.004814569484468456
467,467,467,467,2020-12-10,78.24396514892578,79.30770874023438,78.19774627685547,-0.01341286500651273,0.0005910512037863302
468,468,468,468,2020-12-11,78.32723236083984,78.79896545410156,78.35499572753906,-0.00598653917019365,-0.00035432797157897156
469,469,469,469,2020-12-14,77.8740005493164,78.65097045898438,78.39198303222656,-0.009878707219170946,-0.006607595099325625
470,470,470,470,2020-12-15,78.39198303222656,78.98397064208984,78.53073120117188,-0.007495034815935386,-0.0017668009303247745
471,471,471,471,2020-12-16,78.66022491455078,78.78046417236328,79.2152099609375,-0.001526257290759614,-0.007006041474363234
472,472,472,472,2020-12-17,79.23372650146484,78.39198303222656,79.78871154785156,0.010737621841920397,-0.006955683775566102
473,473,473,473,2020-12-18,79.48346710205078,78.24396514892578,79.30770874023438,0.015841502290506293,0.0022161573522705424
474,474,474,474,2020-12-21,78.90997314453125,78.32723236083984,78.79896545410156,0.007439823495956288,0.0014087455309848007
475,475,475,475,2020-12-22,78.06824493408203,77.8740005493164,78.65097045898438,0.0024943419292118296,-0.00740900616358231
476,476,476,476,2020-12-23,78.09598541259766,78.39198303222656,78.98397064208984,-0.003775865951843871,-0.011242600521009893
477,477,477,477,2020-12-24,78.66022491455078,78.66022491455078,78.78046417236328,0.0,-0.001526257290759614
478,478,478,478,2020-12-28,79.00247955322266,79.23372650146484,78.39198303222656,-0.002918541869135871,0.0077877417738638766
479,479,479,479,2020-12-29,78.65097045898438,79.48346710205078,78.24396514892578,-0.010473834036423435,0.005201746988204414
480,480,480,480,2020-12-30,78.37349700927734,78.90997314453125,78.32723236083984,-0.006798584689305387,0.0005906585365402783
481,481,481,481,2020-12-31,79.09498596191406,78.06824493408203,77.8740005493164,0.013151839505281204,0.015678986619217294
482,482,482,482,2021-01-04,78.00347900390625,78.09598541259766,78.39198303222656,-0.0011845219469691637,-0.004955915302724212
483,483,483,483,2021-01-05,78.17922973632812,78.66022491455078,78.66022491455078,-0.006114846210332647,-0.006114846210332647
484,484,484,484,2021-01-06,76.07953643798828,79.00247955322266,79.23372650146484,-0.036998118688986725,-0.03980867999964954
