,Date,ZTS
955,2021-08-13,197.5201110839844
956,2021-08-14,
957,2021-08-15,
958,2021-08-16,200.7552490234375
959,2021-08-17,202.5394744873047
960,2021-08-18,199.3337554931641
961,2021-08-19,202.3826141357422
962,2021-08-20,202.9806365966797
963,2021-08-21,
964,2021-08-22,
965,2021-08-23,202.4120483398437
966,2021-08-24,200.9611053466797
967,2021-08-25,200.41212463378903
968,2021-08-26,200.0102081298828
969,2021-08-27,199.8141326904297
970,2021-08-28,
971,2021-08-29,
972,2021-08-30,201.8434295654297
973,2021-08-31,200.53958129882807
974,2021-09-01,202.3826141357422
975,2021-09-02,205.1079864501953
976,2021-09-03,205.5687713623047
977,2021-09-04,
978,2021-09-05,
979,2021-09-06,
980,2021-09-07,203.72569274902344
981,2021-09-08,205.2158203125
982,2021-09-09,201.97088623046875
983,2021-09-10,202.9316253662109
984,2021-09-11,
985,2021-09-12,
986,2021-09-13,200.970932006836
987,2021-09-14,199.54942321777344
988,2021-09-15,199.95138549804688
989,2021-09-16,198.78477478027344
990,2021-09-17,194.58888244628903
991,2021-09-18,
992,2021-09-19,
993,2021-09-20,194.71630859375
994,2021-09-21,197.059326171875
995,2021-09-22,197.39268493652344
996,2021-09-23,200.6866149902344
997,2021-09-24,200.70623779296875
998,2021-09-25,
999,2021-09-26,
1000,2021-09-27,193.9124298095703
1001,2021-09-28,188.98130798339844
1002,2021-09-29,191.1576690673828
1003,2021-09-30,190.32437133789065
1004,2021-10-01,192.33409118652344
1005,2021-10-02,
1006,2021-10-03,
1007,2021-10-04,189.8832092285156
1008,2021-10-05,192.59878540039065
1009,2021-10-06,191.9321136474609
1010,2021-10-07,195.0986328125
1011,2021-10-08,193.9908599853516
1012,2021-10-09,
1013,2021-10-10,
1014,2021-10-11,193.765365600586
1015,2021-10-12,193.27520751953125
1016,2021-10-13,193.57911682128903
1017,2021-10-14,196.45152282714844
1018,2021-10-15,198.2455596923828
1019,2021-10-16,
1020,2021-10-17,
1021,2021-10-18,198.7455291748047
1022,2021-10-19,200.42193603515625
1023,2021-10-20,202.2551727294922
1024,2021-10-21,204.5197906494141
1025,2021-10-22,204.4119415283203
1026,2021-10-23,
1027,2021-10-24,
1028,2021-10-25,207.36279296875
1029,2021-10-26,206.3824462890625
1030,2021-10-27,205.46090698242188
1031,2021-10-28,208.7391815185547
1032,2021-10-29,212.2039337158203
1033,2021-10-30,
1034,2021-10-31,
1035,2021-11-01,209.65200805664065
1036,2021-11-02,208.27784729003903
1037,2021-11-03,207.2276306152344
1038,2021-11-04,213.74490356445312
1039,2021-11-05,212.72413635253903
1040,2021-11-06,
1041,2021-11-07,
1042,2021-11-08,213.7743682861328
1043,2021-11-09,216.149642944336
1044,2021-11-10,212.5769195556641
1045,2021-11-11,211.703369140625
1046,2021-11-12,212.8419189453125
1047,2021-11-13,
1048,2021-11-14,
1049,2021-11-15,212.0665283203125
1050,2021-11-16,216.11036682128903
1051,2021-11-17,217.7691192626953
1052,2021-11-18,221.3712921142578
1053,2021-11-19,222.24484252929688
1054,2021-11-20,
1055,2021-11-21,
1056,2021-11-22,220.1934814453125
1057,2021-11-23,219.5260467529297
1058,2021-11-24,219.04510498046875
1059,2021-11-25,
1060,2021-11-26,215.26626586914065
1061,2021-11-27,
1062,2021-11-28,
1063,2021-11-29,219.4180603027344
1064,2021-11-30,217.9359893798828
1065,2021-12-01,215.6000061035156
1066,2021-12-02,219.06475830078125
1067,2021-12-03,219.20216369628903
1068,2021-12-04,
1069,2021-12-05,
1070,2021-12-06,218.8488006591797
1071,2021-12-07,221.52835083007807
1072,2021-12-08,225.3758850097656
1073,2021-12-09,225.9058990478516
1074,2021-12-10,227.1720733642578
1075,2021-12-11,
1076,2021-12-12,
1077,2021-12-13,228.06524658203125
1078,2021-12-14,223.85455322265625
1079,2021-12-15,227.7904052734375
1080,2021-12-16,228.5069274902344
1081,2021-12-17,229.9792022705078
1082,2021-12-18,
1083,2021-12-19,
1084,2021-12-20,229.9301300048828
1085,2021-12-21,233.2476501464844
1086,2021-12-22,237.10501098632807
1087,2021-12-23,238.02761840820312
1088,2021-12-24,
1089,2021-12-25,
1090,2021-12-26,
1091,2021-12-27,241.9537048339844
1092,2021-12-28,239.7354736328125
1093,2021-12-29,242.46408081054688
1094,2021-12-30,240.6286773681641
1095,2021-12-31,239.51953125
1096,2022-01-01,
1097,2022-01-02,
1098,2022-01-03,229.7043609619141
1099,2022-01-04,220.9590606689453
1100,2022-01-05,212.5572662353516
1101,2022-01-06,213.40138244628903
1102,2022-01-07,207.1883850097656
1103,2022-01-08,
1104,2022-01-09,
1105,2022-01-10,208.6704559326172
1106,2022-01-11,208.8667755126953
1107,2022-01-12,208.8765869140625
1108,2022-01-13,203.1739959716797
1109,2022-01-14,202.3691253662109
1110,2022-01-15,
1111,2022-01-16,
1112,2022-01-17,
1113,2022-01-18,198.95346069335932
1114,2022-01-19,197.18882751464844
1115,2022-01-20,198.5454864501953
1116,2022-01-21,196.94305419921875
1117,2022-01-22,
1118,2022-01-23,
1119,2022-01-24,196.6874389648437
1120,2022-01-25,191.9488983154297
1121,2022-01-26,186.63038635253903
1122,2022-01-27,184.4872589111328
1123,2022-01-28,191.99806213378903
1124,2022-01-29,
1125,2022-01-30,
1126,2022-01-31,196.41212463378903
1127,2022-02-01,195.5077209472656
1128,2022-02-02,198.75192260742188
1129,2022-02-03,197.5230712890625
1130,2022-02-04,196.1663818359375
1131,2022-02-05,
1132,2022-02-06,
1133,2022-02-07,196.93321228027344
1134,2022-02-08,197.8966522216797
1135,2022-02-09,198.8698883056641
1136,2022-02-10,195.999252319336
1137,2022-02-11,195.5077209472656
1138,2022-02-12,
1139,2022-02-13,
1140,2022-02-14,193.1089782714844
1141,2022-02-15,194.4164428710937
1142,2022-02-16,191.7916259765625
1143,2022-02-17,189.8057861328125
1144,2022-02-18,188.0853576660156
1145,2022-02-19,
1146,2022-02-20,
1147,2022-02-21,
1148,2022-02-22,186.885971069336
1149,2022-02-23,183.8973693847656
1150,2022-02-24,187.7216186523437
1151,2022-02-25,191.4180603027344
1152,2022-02-26,
1153,2022-02-27,
1154,2022-02-28,190.3759613037109
1155,2022-03-01,189.2847442626953
1156,2022-03-02,192.75506591796875
1157,2022-03-03,192.5584259033203
1158,2022-03-04,193.5120391845703
1159,2022-03-05,
1160,2022-03-06,
1161,2022-03-07,184.90997314453125
1162,2022-03-08,178.32325744628906
1163,2022-03-09,186.37478637695312
1164,2022-03-10,186.0208740234375
1165,2022-03-11,182.1573028564453
1166,2022-03-12,
1167,2022-03-13,
1168,2022-03-14,181.53797912597656
1169,2022-03-15,185.9127197265625
1170,2022-03-16,188.6752319335937
1171,2022-03-17,190.4054718017578
1172,2022-03-18,192.58790588378903
1173,2022-03-19,
1174,2022-03-20,
1175,2022-03-21,191.4180603027344
1176,2022-03-22,193.5513610839844
1177,2022-03-23,187.9969024658203
1178,2022-03-24,186.364974975586
1179,2022-03-25,186.227294921875
1180,2022-03-26,
1181,2022-03-27,
1182,2022-03-28,186.1683349609375
1183,2022-03-29,189.0291290283203
1184,2022-03-30,188.0853576660156
1185,2022-03-31,185.4015350341797
1186,2022-04-01,187.87890625
1187,2022-04-02,
1188,2022-04-03,
1189,2022-04-04,185.54898071289065
1190,2022-04-05,185.2147216796875
1191,2022-04-06,188.1443634033203
1192,2022-04-07,194.58360290527344
1193,2022-04-08,196.7070770263672
1194,2022-04-09,
1195,2022-04-10,
1196,2022-04-11,189.2454071044922
1197,2022-04-12,184.7330322265625
1198,2022-04-13,186.31581115722656
1199,2022-04-14,184.1333465576172
1200,2022-04-15,
1201,2022-04-16,
1202,2022-04-17,
1203,2022-04-18,179.71925354003906
1204,2022-04-19,182.7963256835937
1205,2022-04-20,184.92843627929688
1206,2022-04-21,181.91490173339844
1207,2022-04-22,179.1869659423828
1208,2022-04-23,
1209,2022-04-24,
1210,2022-04-25,177.56202697753906
1211,2022-04-26,174.28260803222656
1212,2022-04-27,175.7598114013672
1213,2022-04-28,178.5566864013672
1214,2022-04-29,174.55833435058594
1215,2022-04-30,
1216,2022-05-01,
1217,2022-05-02,172.0175323486328
1218,2022-05-03,172.4803924560547
1219,2022-05-04,174.1742706298828
1220,2022-05-05,168.84640502929688
1221,2022-05-06,166.6404266357422
1222,2022-05-07,
1223,2022-05-08,
1224,2022-05-09,159.35279846191406
1225,2022-05-10,160.1800537109375
1226,2022-05-11,157.47181701660156
1227,2022-05-12,160.60350036621094
1228,2022-05-13,162.8193817138672
1229,2022-05-14,
1230,2022-05-15,
1231,2022-05-16,162.98675537109375
1232,2022-05-17,163.90264892578125
1233,2022-05-18,156.44761657714844
1234,2022-05-19,156.22109985351562
1235,2022-05-20,160.0914306640625
1236,2022-05-21,
1237,2022-05-22,
1238,2022-05-23,160.52474975585938
1239,2022-05-24,160.57400512695312
1240,2022-05-25,160.55426025390625
1241,2022-05-26,163.3806915283203
1242,2022-05-27,169.48655700683594
1243,2022-05-28,
1244,2022-05-29,
1245,2022-05-30,
1246,2022-05-31,168.3343048095703
1247,2022-06-01,164.4836883544922
1248,2022-06-02,170.07745361328125
1249,2022-06-03,166.4434814453125
1250,2022-06-04,
1251,2022-06-05,
1252,2022-06-06,168.41310119628906
1253,2022-06-07,171.1410369873047
1254,2022-06-08,168.6888427734375
1255,2022-06-09,163.9617462158203
1256,2022-06-10,159.03765869140625
1257,2022-06-11,
1258,2022-06-12,
1259,2022-06-13,153.6014862060547
1260,2022-06-14,155.40370178222656
1261,2022-06-15,155.6696014404297
1262,2022-06-16,154.9999237060547
1263,2022-06-17,156.41807556152344
1264,2022-06-18,
1265,2022-06-19,
1266,2022-06-20,
1267,2022-06-21,159.54978942871094
1268,2022-06-22,161.7163848876953
1269,2022-06-23,166.60105895996094
1270,2022-06-24,171.95843505859375
1271,2022-06-25,
1272,2022-06-26,
1273,2022-06-27,170.9637908935547
1274,2022-06-28,167.53662109375
1275,2022-06-29,171.27891540527344
1276,2022-06-30,169.2797393798828
1277,2022-07-01,171.56451416015625
1278,2022-07-02,
1279,2022-07-03,
1280,2022-07-04,
1281,2022-07-05,171.6038818359375
1282,2022-07-06,175.78936767578125
1283,2022-07-07,176.38027954101562
1284,2022-07-08,175.27723693847656
1285,2022-07-09,
1286,2022-07-10,
1287,2022-07-11,174.35153198242188
1288,2022-07-12,171.1705780029297
1289,2022-07-13,165.26170349121094
1290,2022-07-14,168.1964569091797
1291,2022-07-15,171.88951110839844
1292,2022-07-16,
1293,2022-07-17,
1294,2022-07-18,169.15171813964844
1295,2022-07-19,174.72576904296875
1296,2022-07-20,173.89207458496094
1297,2022-07-21,178.1838836669922
1298,2022-07-22,175.79624938964844
1299,2022-07-23,
1300,2022-07-24,
1301,2022-07-25,172.83636474609375
1302,2022-07-26,174.0203399658203
1303,2022-07-27,175.09573364257812
1304,2022-07-28,179.83154296875
1305,2022-07-29,180.10780334472656
1306,2022-07-30,
1307,2022-07-31,
1308,2022-08-01,177.3354034423828
1309,2022-08-02,176.43756103515625
1310,2022-08-03,177.74977111816406
1311,2022-08-04,171.97802734375
1312,2022-08-05,172.27401733398438
1313,2022-08-06,
1314,2022-08-07,
1315,2022-08-08,171.68203735351562
1316,2022-08-09,167.28172302246094
1317,2022-08-10,171.7313690185547
1318,2022-08-11,170.86314392089844
1319,2022-08-12,173.31982421875
1320,2022-08-13,
1321,2022-08-14,
1322,2022-08-15,172.1161651611328
1323,2022-08-16,169.49171447753906
1324,2022-08-17,170.15277099609375
1325,2022-08-18,167.89340209960938
1326,2022-08-19,167.25210571289062
1327,2022-08-20,
1328,2022-08-21,
1329,2022-08-22,162.83204650878906
1330,2022-08-23,160.24710083007812
1331,2022-08-24,160.45428466796875
1332,2022-08-25,163.31549072265625
1333,2022-08-26,157.7509307861328
1334,2022-08-27,
1335,2022-08-28,
1336,2022-08-29,155.75796508789062
1337,2022-08-30,154.97854614257812
1338,2022-08-31,154.43588256835938
1339,2022-09-01,157.27737426757812
1340,2022-09-02,154.87986755371094
1341,2022-09-03,
1342,2022-09-04,
1343,2022-09-05,
1344,2022-09-06,154.7417449951172
1345,2022-09-07,158.25411987304688
1346,2022-09-08,156.3696746826172
1347,2022-09-09,162.11181640625
1348,2022-09-10,
1349,2022-09-11,
1350,2022-09-12,164.12451171875
1351,2022-09-13,158.8362274169922
1352,2022-09-14,158.08639526367188
1353,2022-09-15,157.05043029785156
1354,2022-09-16,155.19557189941406
1355,2022-09-17,
1356,2022-09-18,
1357,2022-09-19,155.08705139160156
1358,2022-09-20,150.89393615722656
1359,2022-09-21,149.2166748046875
1360,2022-09-22,147.4604949951172
1361,2022-09-23,148.04258728027344
1362,2022-09-24,
1363,2022-09-25,
1364,2022-09-26,146.61199951171875
1365,2022-09-27,147.40127563476562
1366,2022-09-28,150.22300720214844
1367,2022-09-29,148.9305419921875
1368,2022-09-30,146.30612182617188
1369,2022-10-01,
1370,2022-10-02,
1371,2022-10-03,149.32518005371094
1372,2022-10-04,152.67970275878906
1373,2022-10-05,152.52183532714844
1374,2022-10-06,150.54859924316406
1375,2022-10-07,145.39842224121094
1376,2022-10-08,
1377,2022-10-09,
1378,2022-10-10,143.82969665527344
1379,2022-10-11,144.29344177246094
1380,2022-10-12,143.9086456298828
1381,2022-10-13,146.65147399902344
1382,2022-10-14,143.4547882080078
1383,2022-10-15,
1384,2022-10-16,
1385,2022-10-17,147.7860565185547
1386,2022-10-18,148.40762329101562
1387,2022-10-19,146.14828491210938
1388,2022-10-20,142.49774169921875
1389,2022-10-21,145.24057006835938
1390,2022-10-22,
1391,2022-10-23,
1392,2022-10-24,147.3716583251953
1393,2022-10-25,150.26248168945312
1394,2022-10-26,149.64089965820312
1395,2022-10-27,149.11801147460938
1396,2022-10-28,151.2293701171875
1397,2022-10-29,
1398,2022-10-30,
1399,2022-10-31,149.07891845703125
1400,2022-11-01,150.9970245361328
1401,2022-11-02,145.69749450683594
1402,2022-11-03,129.6604766845703
1403,2022-11-04,132.1619415283203
1404,2022-11-05,
1405,2022-11-06,
1406,2022-11-07,136.30467224121094
1407,2022-11-08,134.6732940673828
1408,2022-11-09,131.66758728027344
1409,2022-11-10,141.00108337402344
1410,2022-11-11,146.8740692138672
1411,2022-11-12,
1412,2022-11-13,
1413,2022-11-14,144.79776000976562
1414,2022-11-15,148.1297607421875
1415,2022-11-16,146.6071014404297
1416,2022-11-17,141.97991943359375
1417,2022-11-18,143.99688720703125
1418,2022-11-19,
1419,2022-11-20,
1420,2022-11-21,145.66783142089844
1421,2022-11-22,146.95315551757812
1422,2022-11-23,148.77239990234375
1423,2022-11-24,
1424,2022-11-25,148.40658569335938
1425,2022-11-26,
1426,2022-11-27,
1427,2022-11-28,146.4588165283203
1428,2022-11-29,146.18197631835938
1429,2022-11-30,152.4010009765625
1430,2022-12-01,154.87281799316406
1431,2022-12-02,155.6439971923828
1432,2022-12-03,
1433,2022-12-04,
1434,2022-12-05,153.57757568359375
1435,2022-12-06,151.32330322265625
1436,2022-12-07,148.5548858642578
1437,2022-12-08,151.94618225097656
1438,2022-12-09,151.6594696044922
1439,2022-12-10,
1440,2022-12-11,
1441,2022-12-12,151.13543701171875
1442,2022-12-13,153.2216339111328
1443,2022-12-14,150.06761169433594
1444,2022-12-15,147.03228759765625
1445,2022-12-16,142.83023071289062
1446,2022-12-17,
1447,2022-12-18,
1448,2022-12-19,141.57455444335938
1449,2022-12-20,140.86265563964844
1450,2022-12-21,143.2850341796875
1451,2022-12-22,143.39378356933594
1452,2022-12-23,144.11553955078125
1453,2022-12-24,
1454,2022-12-25,
1455,2022-12-26,
1456,2022-12-27,143.66075134277344
1457,2022-12-28,142.2073211669922
1458,2022-12-29,146.47857666015625
1459,2022-12-30,144.89663696289062
1460,2022-12-31,
1461,2023-01-01,
1462,2023-01-02,
1463,2023-01-03,145.19326782226562
1464,2023-01-04,147.27944946289062
1465,2023-01-05,143.80905151367188
1466,2023-01-06,145.97433471679688
1467,2023-01-07,
1468,2023-01-08,
1469,2023-01-09,145.40087890625
1470,2023-01-10,152.61851501464844
1471,2023-01-11,156.1185760498047
1472,2023-01-12,158.10589599609375
1473,2023-01-13,159.10450744628906
1474,2023-01-14,
1475,2023-01-15,
1476,2023-01-16,
1477,2023-01-17,157.76974487304688
1478,2023-01-18,158.16522216796875
1479,2023-01-19,160.4991455078125
1480,2023-01-20,162.34246826171875
1481,2023-01-21,
1482,2023-01-22,
1483,2023-01-23,165.25611877441406
1484,2023-01-24,164.40383911132812
1485,2023-01-25,164.02723693847656
1486,2023-01-26,166.7327880859375
1487,2023-01-27,163.7001953125
1488,2023-01-28,
1489,2023-01-29,
1490,2023-01-30,163.2244873046875
1491,2023-01-31,164.00741577148438
1492,2023-02-01,166.306640625
1493,2023-02-02,169.4680633544922
1494,2023-02-03,166.29672241210938
1495,2023-02-04,
1496,2023-02-05,
1497,2023-02-06,163.4524383544922
1498,2023-02-07,164.0867156982422
1499,2023-02-08,160.61805725097656
1500,2023-02-09,159.36935424804688
1501,2023-02-10,156.91156005859375
1502,2023-02-11,
1503,2023-02-12,
1504,2023-02-13,161.67848205566406
1505,2023-02-14,170.3599853515625
1506,2023-02-15,173.45204162597656
1507,2023-02-16,172.37181091308594
1508,2023-02-17,170.48883056640625
1509,2023-02-18,
1510,2023-02-19,
1511,2023-02-20,
1512,2023-02-21,168.3184356689453
1513,2023-02-22,164.93899536132812
1514,2023-02-23,167.9814910888672
1515,2023-02-24,164.83990478515625
1516,2023-02-25,
1517,2023-02-26,
1518,2023-02-27,163.9875946044922
1519,2023-02-28,165.50387573242188
1520,2023-03-01,166.06878662109375
1521,2023-03-02,167.0697479248047
1522,2023-03-03,169.03199768066406
1523,2023-03-04,
1524,2023-03-05,
1525,2023-03-06,168.14996337890625
1526,2023-03-07,165.5336151123047
1527,2023-03-08,167.12918090820312
1528,2023-03-09,165.98951721191406
1529,2023-03-10,160.0828857421875
1530,2023-03-11,
1531,2023-03-12,
1532,2023-03-13,161.94606018066406
1533,2023-03-14,163.08575439453125
1534,2023-03-15,162.10464477539062
1535,2023-03-16,164.82008361816406
1536,2023-03-17,162.99655151367188
1537,2023-03-18,
1538,2023-03-19,
1539,2023-03-20,164.33447265625
1540,2023-03-21,164.75070190429688
1541,2023-03-22,159.9342498779297
1542,2023-03-23,159.79551696777344
1543,2023-03-24,162.7091522216797
1544,2023-03-25,
1545,2023-03-26,
1546,2023-03-27,164.22544860839844
1547,2023-03-28,163.5614471435547
1548,2023-03-29,161.20277404785156
1549,2023-03-30,162.67941284179688
1550,2023-03-31,164.9488983154297
1551,2023-04-01,
1552,2023-04-02,
1553,2023-04-03,166.15797424316406
1554,2023-04-04,165.57325744628906
1555,2023-04-05,166.1480712890625
1556,2023-04-06,167.426513671875
1557,2023-04-07,
1558,2023-04-08,
1559,2023-04-09,
1560,2023-04-10,169.33921813964844
1561,2023-04-11,169.67617797851562
1562,2023-04-12,169.9140167236328
1563,2023-04-13,171.9853057861328
1564,2023-04-14,173.0358123779297
1565,2023-04-15,
1566,2023-04-16,
1567,2023-04-17,173.0556182861328
1568,2023-04-18,172.88714599609375
1569,2023-04-19,173.4123992919922
1570,2023-04-20,173.2087860107422
1571,2023-04-21,175.67184448242188
1572,2023-04-22,
1573,2023-04-23,
1574,2023-04-24,175.14549255371094
1575,2023-04-25,171.83824157714844
1576,2023-04-26,171.75875854492188
1577,2023-04-27,172.76187133789062
1578,2023-04-28,174.57937622070312
1579,2023-04-29,
1580,2023-04-30,
1581,2023-05-01,178.33355712890625
1582,2023-05-02,175.69171142578125
1583,2023-05-03,176.51605224609375
1584,2023-05-04,177.25100708007812
1585,2023-05-05,184.9579925537109
1586,2023-05-06,
1587,2023-05-07,
1588,2023-05-08,183.60726928710932
1589,2023-05-09,183.11068725585932
1590,2023-05-10,183.8754425048828
1591,2023-05-11,183.8555603027344
1592,2023-05-12,182.3658142089844
1593,2023-05-13,
1594,2023-05-14,
1595,2023-05-15,182.59425354003903
1596,2023-05-16,180.21063232421875
1597,2023-05-17,177.71778869628906
1598,2023-05-18,178.49246215820312
1599,2023-05-19,178.3236083984375
1600,2023-05-20,
1601,2023-05-21,
1602,2023-05-22,178.29383850097656
1603,2023-05-23,171.4906005859375
1604,2023-05-24,167.9847412109375
1605,2023-05-25,164.11135864257812
1606,2023-05-26,163.61477661132812
1607,2023-05-27,
1608,2023-05-28,
1609,2023-05-29,
1610,2023-05-30,159.84072875976562
1611,2023-05-31,161.89659118652344
1612,2023-06-01,164.8661651611328
1613,2023-06-02,170.70602416992188
1614,2023-06-03,
1615,2023-06-04,
1616,2023-06-05,169.95120239257812
1617,2023-06-06,168.9779052734375
1618,2023-06-07,162.46270751953125
1619,2023-06-08,163.17779541015625
1620,2023-06-09,161.97604370117188
1621,2023-06-10,
1622,2023-06-11,
1623,2023-06-12,164.41925048828125
1624,2023-06-13,164.8760986328125
1625,2023-06-14,164.51853942871094
1626,2023-06-15,170.2590789794922
1627,2023-06-16,169.57379150390625
1628,2023-06-17,
1629,2023-06-18,
1630,2023-06-19,
1631,2023-06-20,167.7563018798828
1632,2023-06-21,168.71966552734375
1633,2023-06-22,168.99777221679688
1634,2023-06-23,167.21998596191406
1635,2023-06-24,
1636,2023-06-25,
1637,2023-06-26,166.39566040039062
1638,2023-06-27,169.5042724609375
1639,2023-06-28,167.94500732421875
1640,2023-06-29,170.69607543945312
1641,2023-06-30,171.03375244140625
1642,2023-07-01,
1643,2023-07-02,
1644,2023-07-03,169.06727600097656
1645,2023-07-04,
1646,2023-07-05,168.19329833984375
1647,2023-07-06,167.31930541992188
1648,2023-07-07,165.99838256835938
1649,2023-07-08,
1650,2023-07-09,
1651,2023-07-10,169.05734252929688
1652,2023-07-11,168.9779052734375
1653,2023-07-12,170.68614196777344
1654,2023-07-13,169.83203125
1655,2023-07-14,171.01388549804688
1656,2023-07-15,
1657,2023-07-16,
1658,2023-07-17,169.56387329101562
1659,2023-07-18,169.91148376464844
1660,2023-07-19,169.7227783203125
1661,2023-07-20,170.81268310546875
1662,2023-07-21,182.6573944091797
1663,2023-07-22,
1664,2023-07-23,
1665,2023-07-24,184.71778869628903
1666,2023-07-25,189.2665405273437
1667,2023-07-26,191.1079559326172
1668,2023-07-27,187.81332397460932
1669,2023-07-28,189.0177001953125
1670,2023-07-29,
1671,2023-07-30,
1672,2023-07-31,187.2161102294922
1673,2023-08-01,184.64810180664065
1674,2023-08-02,181.1544189453125
1675,2023-08-03,180.0396270751953
1676,2023-08-04,177.80006408691406
1677,2023-08-05,
1678,2023-08-06,
1679,2023-08-07,179.8505096435547
1680,2023-08-08,188.4205017089844
1681,2023-08-09,188.47027587890625
1682,2023-08-10,188.221435546875
1683,2023-08-11,189.94338989257807
1684,2023-08-12,
1685,2023-08-13,
1686,2023-08-14,188.76885986328125
1687,2023-08-15,188.27117919921875
1688,2023-08-16,185.40457153320312
1689,2023-08-17,181.9208374023437
1690,2023-08-18,180.72640991210932
1691,2023-08-19,
1692,2023-08-20,
1693,2023-08-21,179.96994018554688
1694,2023-08-22,180.97525024414065
1695,2023-08-23,183.3939666748047
1696,2023-08-24,180.71646118164065
1697,2023-08-25,181.9706115722656
1698,2023-08-26,
1699,2023-08-27,
1700,2023-08-28,186.1112670898437
1701,2023-08-29,191.87437438964844
1702,2023-08-30,191.80470275878903
1703,2023-08-31,189.62486267089844
1704,2023-09-01,191.6255340576172
1705,2023-09-02,
1706,2023-09-03,
1707,2023-09-04,
1708,2023-09-05,189.54522705078125
1709,2023-09-06,185.9918365478516
1710,2023-09-07,186.9075469970703
1711,2023-09-08,184.91685485839844
1712,2023-09-09,
1713,2023-09-10,
1714,2023-09-11,185.2055053710937
1715,2023-09-12,186.8279266357422
1716,2023-09-13,181.1544189453125
1717,2023-09-14,181.89097595214844
1718,2023-09-15,179.41253662109375
1719,2023-09-16,
1720,2023-09-17,
1721,2023-09-18,178.81532287597656
1722,2023-09-19,181.134506225586
1723,2023-09-20,180.63682556152344
1724,2023-09-21,175.8093719482422
1725,2023-09-22,175.859130859375
1726,2023-09-23,
1727,2023-09-24,
1728,2023-09-25,176.89430236816406
1729,2023-09-26,176.04823303222656
1730,2023-09-27,173.868408203125
1731,2023-09-28,173.2015380859375
1732,2023-09-29,173.1716766357422
1733,2023-09-30,
1734,2023-10-01,
1735,2023-10-02,171.92747497558594
1736,2023-10-03,169.53863525390625
1737,2023-10-04,170.19557189941406
1738,2023-10-05,171.2008819580078
1739,2023-10-06,174.76425170898438
1740,2023-10-07,
1741,2023-10-08,
1742,2023-10-09,173.78880310058594
1743,2023-10-10,174.8140106201172
1744,2023-10-11,176.12786865234375
1745,2023-10-12,173.50013732910156
1746,2023-10-13,173.56982421875
1747,2023-10-14,
1748,2023-10-15,
1749,2023-10-16,174.3660888671875
1750,2023-10-17,173.4503631591797
1751,2023-10-18,168.75228881835938
1752,2023-10-19,167.25926208496094
1753,2023-10-20,166.31369018554688
1754,2023-10-21,
1755,2023-10-22,
1756,2023-10-23,165.72642517089844
1757,2023-10-24,166.34353637695312
1758,2023-10-25,162.90957641601562
1759,2023-10-26,157.33558654785156
1760,2023-10-27,155.30506896972656
1761,2023-10-28,
1762,2023-10-29,
1763,2023-10-30,156.27056884765625
1764,2023-10-31,156.64471435546875
1765,2023-11-01,151.09730529785156
1766,2023-11-02,160.54586791992188
1767,2023-11-03,161.86288452148438
1768,2023-11-04,
1769,2023-11-05,
1770,2023-11-06,162.80075073242188
1771,2023-11-07,166.78172302246094
1772,2023-11-08,170.4833221435547
1773,2023-11-09,170.24388122558594
1774,2023-11-10,168.9368438720703
1775,2023-11-11,
1776,2023-11-12,
1777,2023-11-13,168.4479522705078
1778,2023-11-14,172.25929260253906
1779,2023-11-15,174.22483825683594
1780,2023-11-16,176.14048767089844
1781,2023-11-17,174.40443420410156
1782,2023-11-18,
1783,2023-11-19,
1784,2023-11-20,175.6615753173828
1785,2023-11-21,178.32554626464844
1786,2023-11-22,178.94415283203125
1787,2023-11-23,
1788,2023-11-24,179.8022003173828
1789,2023-11-25,
1790,2023-11-26,
1791,2023-11-27,178.38540649414062
1792,2023-11-28,176.5695343017578
1793,2023-11-29,175.39219665527344
1794,2023-11-30,176.27020263671875
1795,2023-12-01,178.72463989257812
1796,2023-12-02,
1797,2023-12-03,
1798,2023-12-04,181.70787048339844
1799,2023-12-05,179.2434539794922
1800,2023-12-06,181.5881500244141
1801,2023-12-07,181.4185333251953
1802,2023-12-08,184.1822662353516
1803,2023-12-09,
1804,2023-12-10,
1805,2023-12-11,189.03126525878903
1806,2023-12-12,191.0367126464844
1807,2023-12-13,196.96327209472656
1808,2023-12-14,199.63720703125
1809,2023-12-15,195.8457946777344
1810,2023-12-16,
1811,2023-12-17,
1812,2023-12-18,196.2748413085937
1813,2023-12-19,197.6317596435547
1814,2023-12-20,194.18955993652344
1815,2023-12-21,194.2194976806641
1816,2023-12-22,194.5387725830078
1817,2023-12-23,
1818,2023-12-24,
1819,2023-12-25,
1820,2023-12-26,195.05758666992188
1821,2023-12-27,196.4544219970703
1822,2023-12-28,196.71383666992188
1823,2023-12-29,196.92335510253903
1824,2023-12-30,
1825,2023-12-31,
1826,2024-01-02,196.12518310546875
1827,2024-01-03,192.493408203125
1828,2024-01-04,193.60089111328125
1829,2024-01-05,194.40907287597656
1830,2024-01-08,195.70611572265625
1831,2024-01-09,195.49659729003903
1832,2024-01-10,198.3201904296875
1833,2024-01-11,196.26486206054688
1834,2024-01-12,198.48980712890625
1835,2024-01-16,192.55328369140625
1836,2024-01-17,190.468002319336
1837,2024-01-18,190.5
1838,2024-01-19,188.3800048828125
1839,2024-01-22,191.1999969482422
1840,2024-01-23,188.1000061035156
1841,2024-01-24,186.07000732421875
