,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IR,IR_6m,IR_12m,IR_6m_ret,IR_12m_ret
0,0,0,0,2019-02-05,24.95879554748535,,,,
1,1,1,1,2019-02-06,25.068443298339844,,,,
2,2,2,2,2019-02-07,24.839187622070312,,,,
3,3,3,3,2019-02-08,24.290971755981445,,,,
4,4,4,4,2019-02-11,24.35077667236328,,,,
5,5,5,5,2019-02-12,24.550125122070312,,,,
6,6,6,6,2019-02-13,25.21795463562012,24.95879554748535,,0.010383477345359271,
7,7,7,7,2019-02-14,25.277761459350582,25.068443298339844,,0.008349866743604384,
8,8,8,8,2019-02-15,26.02532958984375,24.839187622070312,,0.04775284867688345,
9,9,9,9,2019-02-19,25.83594512939453,24.290971755981445,,0.06360278168092015,
10,10,10,10,2019-02-20,26.48383331298828,24.35077667236328,,0.08759706802477041,
11,11,11,11,2019-02-21,26.962278366088867,24.550125122070312,,0.09825421385938493,
12,12,12,12,2019-02-22,26.653284072875977,25.21795463562012,24.95879554748535,0.05691696483696851,0.06789143819727905
13,13,13,13,2019-02-25,26.97224807739257,25.277761459350582,25.068443298339844,0.06703467871420932,0.0759442760922775
14,14,14,14,2019-02-26,26.573543548583984,26.02532958984375,24.839187622070312,0.02106463078009102,0.0698233755830504
15,15,15,15,2019-02-27,26.56357383728028,25.83594512939453,24.290971755981445,0.028163425190816715,0.09355747905553535
16,16,16,16,2019-02-28,26.76292610168457,26.48383331298828,24.35077667236328,0.010538232339629472,0.09905841861951536
17,17,17,17,2019-03-01,27.25133514404297,26.962278366088867,24.550125122070312,0.010720784572777697,0.1100283606923167
18,18,18,18,2019-03-04,26.89250564575196,26.653284072875977,25.21795463562012,0.008975313219260261,0.06640312564313011
19,19,19,19,2019-03-05,26.85263442993164,26.97224807739257,25.277761459350582,-0.004434693286140545,0.062302707188436335
20,20,20,20,2019-03-06,26.22467803955078,26.573543548583984,26.02532958984375,-0.013128302154937543,0.007659785787490048
21,21,21,21,2019-03-07,26.005390167236328,26.56357383728028,25.83594512939453,-0.021013123966797664,0.006558499679154783
22,22,22,22,2019-03-08,26.115034103393555,26.76292610168457,26.48383331298828,-0.02420856358640977,-0.013925446714462608
23,23,23,23,2019-03-11,27.03205299377441,27.25133514404297,26.962278366088867,-0.008046657131090762,0.002587860964053501
24,24,24,24,2019-03-12,26.97224807739257,26.89250564575196,26.653284072875977,0.0029652287775276953,0.011967155853833011
25,25,25,25,2019-03-13,27.63010597229004,26.85263442993164,26.97224807739257,0.02895326878958948,0.02439017663673604
26,26,26,26,2019-03-14,26.91244125366211,26.22467803955078,26.573543548583984,0.026225802012671995,0.012753199604656595
27,27,27,27,2019-03-15,27.819488525390625,26.005390167236328,26.56357383728028,0.06975855184206559,0.04727958277766642
28,28,28,28,2019-03-18,28.108551025390625,26.115034103393555,26.76292610168457,0.07633598769599237,0.05027943949751279
29,29,29,29,2019-03-19,27.65003967285156,27.03205299377441,27.25133514404297,0.022861255829125238,0.01463064201079134
30,30,30,30,2019-03-20,27.72977828979492,26.97224807739257,26.89250564575196,0.028085542229506988,0.031134051065086155
31,31,31,31,2019-03-21,27.89923095703125,27.63010597229004,26.85263442993164,0.009740280584197292,0.038975562335627156
32,32,32,32,2019-03-22,26.673219680786133,26.91244125366211,26.22467803955078,-0.00888888416406386,0.017103799732407943
33,33,33,33,2019-03-25,27.01211738586425,27.819488525390625,26.005390167236328,-0.029021782294433418,0.038712252042896855
34,34,34,34,2019-03-26,27.241369247436523,28.108551025390625,26.115034103393555,-0.0308511732664829,0.04312975964663224
35,35,35,35,2019-03-27,26.962278366088867,27.65003967285156,27.03205299377441,-0.024873790956545183,-0.0025811812259176614
36,36,36,36,2019-03-28,27.171602249145508,27.72977828979492,26.97224807739257,-0.020129120212072915,0.00739108476167516
37,37,37,37,2019-03-29,27.71981239318848,27.89923095703125,27.63010597229004,-0.006430950161999127,0.003246691163197424
38,38,38,38,2019-04-01,27.869325637817383,26.673219680786133,26.91244125366211,0.04484295376957648,0.03555546578388036
39,39,39,39,2019-04-02,27.73974800109864,27.01211738586425,27.819488525390625,0.02693719284720597,-0.0028663547936622624
40,40,40,40,2019-04-03,27.89923095703125,27.241369247436523,28.108551025390625,0.024149362817239117,-0.007446846625793535
41,41,41,41,2019-04-04,27.949068069458008,26.962278366088867,27.65003967285156,0.03659889902369118,0.010814754703591056
42,42,42,42,2019-04-05,28.168354034423828,27.171602249145508,27.72977828979492,0.036683585168764354,0.015816056661019706
43,43,43,43,2019-04-08,28.23812484741211,27.71981239318848,27.89923095703125,0.01869826703267985,0.012147069247278042
44,44,44,44,2019-04-09,27.74971580505371,27.869325637817383,26.673219680786133,-0.00429180936482243,0.04035868699581946
45,45,45,45,2019-04-10,27.91916275024414,27.73974800109864,27.01211738586425,0.006467785833468742,0.03357920267496528
46,46,46,46,2019-04-11,28.148418426513672,27.89923095703125,27.241369247436523,0.008931696714730375,0.03329675431650725
47,47,47,47,2019-04-12,27.640071868896484,27.949068069458008,26.962278366088867,-0.011055688862097957,0.025138584121292107
48,48,48,48,2019-04-15,27.18156623840332,28.168354034423828,27.171602249145508,-0.03503178761579673,0.00036670598834942503
49,49,49,49,2019-04-16,27.3310775756836,28.23812484741211,27.71981239318848,-0.032121370545312056,-0.014023717476544073
50,50,50,50,2019-04-17,26.80279541015625,27.74971580505371,27.869325637817383,-0.03412360694249017,-0.038268964291475416
51,51,51,51,2019-04-18,26.9921817779541,27.91916275024414,27.73974800109864,-0.03320231987551037,-0.026949279536170656
52,52,52,52,2019-04-22,27.231401443481445,28.148418426513672,27.89923095703125,-0.03257792211048227,-0.02393720151563883
53,53,53,53,2019-04-23,27.7098445892334,27.640071868896484,27.949068069458008,0.002524332088131409,-0.008559265004117522
54,54,54,54,2019-04-24,27.72977828979492,27.18156623840332,28.168354034423828,0.020168523277259043,-0.015569803762510825
