,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ROST,ROST_6m,ROST_12m,ROST_6m_ret,ROST_12m_ret
24,24,24,24,2019-03-12,86.88550567626953,89.21110534667969,89.94499969482422,-0.02606849967134406,-0.0340151651446472
25,25,25,25,2019-03-13,86.43756866455078,89.75437927246094,89.45890808105469,-0.036954303899106145,-0.0337734886476192
26,26,26,26,2019-03-14,85.0555648803711,90.00218963623047,89.91639709472656,-0.05496116012124341,-0.0540594638065246
27,27,27,27,2019-03-15,85.93013763427734,88.07689666748047,90.3357925415039,-0.02437369065474515,-0.04876975984023635
28,28,28,28,2019-03-18,87.1058120727539,84.88397979736328,90.3834228515625,0.02617493054277875,-0.03626340622429669
29,29,29,29,2019-03-19,87.66976165771484,86.48519134521484,90.41201782226562,0.013696799348823285,-0.030330659912287117
30,30,30,30,2019-03-20,87.46904754638672,86.88550567626953,89.21110534667969,0.006716216537789865,-0.01952736482216233
31,31,31,31,2019-03-21,87.45947265625,86.43756866455078,89.75437927246094,0.011822451828383151,-0.025568742548421564
32,32,32,32,2019-03-22,85.57647705078125,85.0555648803711,90.00218963623047,0.006124374944106448,-0.04917338792908266
33,33,33,33,2019-03-25,85.83454132080078,85.93013763427734,88.07689666748047,-0.001112488774118181,-0.025459063971626117
34,34,34,34,2019-03-26,86.885986328125,87.1058120727539,84.88397979736328,-0.002523663339999649,0.023585210490141284
35,35,35,35,2019-03-27,87.61241149902344,87.66976165771484,86.48519134521484,-0.0006541612251133033,0.013033678208667743
36,36,36,36,2019-03-28,87.85137939453125,87.46904754638672,86.88550567626953,0.00437105306241925,0.011116626539074526
37,37,37,37,2019-03-29,88.98882293701172,87.45947265625,86.43756866455078,0.017486388087116334,0.02951557189631182
38,38,38,38,2019-04-01,90.09759521484376,85.57647705078125,85.0555648803711,0.05283131907124039,0.05927925282213087
39,39,39,39,2019-04-02,89.61968994140625,85.83454132080078,85.93013763427734,0.04409819825865591,0.04293665073401609
40,40,40,40,2019-04-03,90.78581237792967,86.885986328125,87.1058120727539,0.04488440788456938,0.04224747140985374
41,41,41,41,2019-04-04,93.17540740966795,87.61241149902344,87.66976165771484,0.06349552324223517,0.06279982570784859
42,42,42,42,2019-04-05,94.06433868408205,87.85137939453125,87.46904754638672,0.07072124914110978,0.07540142853616527
43,43,43,43,2019-04-08,94.31285858154295,88.98882293701172,87.45947265625,0.05982813873490267,0.07836070487446745
44,44,44,44,2019-04-09,93.2423324584961,90.09759521484376,85.57647705078125,0.034903675688052305,0.0895790019863274
45,45,45,45,2019-04-10,93.9974365234375,89.61968994140625,85.83454132080078,0.04884804427345646,0.09510035327303079
46,46,46,46,2019-04-11,93.31879425048828,90.78581237792967,86.885986328125,0.027900635641328275,0.07403734703626164
47,47,47,47,2019-04-12,93.0702667236328,93.17540740966795,87.61241149902344,-0.0011284167030564118,0.06229545713018303
48,48,48,48,2019-04-15,93.6820297241211,94.06433868408205,87.85137939453125,-0.004064334744806386,0.06636947956622308
49,49,49,49,2019-04-16,94.51358795166016,94.31285858154295,88.98882293701172,0.00212833512986621,0.06208380819419301
50,50,50,50,2019-04-17,95.50767517089844,93.2423324584961,90.09759521484376,0.02429521712587679,0.06004688519326162
51,51,51,51,2019-04-18,95.58413696289062,93.9974365234375,89.61968994140625,0.016880252250895067,0.06655286383365033
52,52,52,52,2019-04-22,93.46216583251952,93.31879425048828,90.78581237792967,0.0015363634215674882,0.02947986457893359
53,53,53,53,2019-04-23,93.53863525390624,93.0702667236328,93.17540740966795,0.005032418480804823,0.003898323112677904
54,54,54,54,2019-04-24,94.20772552490234,93.6820297241211,94.06433868408205,0.005611490296798083,0.0015243485770082277
55,55,55,55,2019-04-25,93.69157409667967,94.51358795166016,94.31285858154295,-0.008697308744652799,-0.006587484402523103
56,56,56,56,2019-04-26,94.19815826416016,95.50767517089844,93.2423324584961,-0.013711116979814197,0.010250985581999661
57,57,57,57,2019-04-29,93.93052673339844,95.58413696289062,93.9974365234375,-0.017300048753217112,-0.0007118256892291175
58,58,58,58,2019-04-30,93.34747314453124,93.46216583251952,93.31879425048828,-0.001227156325414147,0.00030732173806247154
59,59,59,59,2019-05-01,91.64605712890624,93.53863525390624,93.0702667236328,-0.020233116720836053,-0.015302519750541532
60,60,60,60,2019-05-02,92.10488891601562,94.20772552490234,93.6820297241211,-0.02232127564029629,-0.01683504096516586
61,61,61,61,2019-05-03,92.84087371826172,93.69157409667967,94.51358795166016,-0.009079795986137729,-0.017698134941760535
62,62,62,62,2019-05-06,93.0893783569336,94.19815826416016,95.50767517089844,-0.011770717471112468,-0.025320444766743777
63,63,63,63,2019-05-07,91.53135681152344,93.93052673339844,95.58413696289062,-0.025541961759508958,-0.04240013332903381
64,64,64,64,2019-05-08,92.55412292480467,93.34747314453124,93.46216583251952,-0.008498893360489812,-0.009715620215157705
65,65,65,65,2019-05-09,92.7261734008789,91.64605712890624,93.53863525390624,0.01178573640602365,-0.008685842495156582
66,66,66,66,2019-05-10,93.18495178222656,92.10488891601562,94.20772552490234,0.011726444480007814,-0.01085658035980741
67,67,67,67,2019-05-13,89.32337951660156,92.84087371826172,93.69157409667967,-0.03788734488146317,-0.04662313150562081
68,68,68,68,2019-05-14,90.28878784179688,93.0893783569336,94.19815826416016,-0.03008496312434683,-0.041501558994393783
69,69,69,69,2019-05-15,90.32701110839844,91.53135681152344,93.93052673339844,-0.013157738998722857,-0.038363626291884834
70,70,70,70,2019-05-16,91.64605712890624,92.55412292480467,93.34747314453124,-0.009811186873178945,-0.018226696002693887
71,71,71,71,2019-05-17,92.90778350830078,92.7261734008789,91.64605712890624,0.001958563593870366,0.013767383114145826
72,72,72,72,2019-05-20,92.40117645263672,93.18495178222656,92.10488891601562,-0.008410964588161485,0.0032168491825799173
73,73,73,73,2019-05-21,93.09894561767578,89.32337951660156,92.84087371826172,0.04226850933660087,0.0027797228642765237
74,74,74,74,2019-05-22,90.35569763183594,90.28878784179688,93.0893783569336,0.0007410642189182859,-0.029366193795127504
75,75,75,75,2019-05-23,90.3365707397461,90.32701110839844,91.53135681152344,0.00010583358433269296,-0.013053297945070153
76,76,76,76,2019-05-24,88.68295288085938,91.64605712890624,92.55412292480467,-0.03233204287096669,-0.041826014029547
77,77,77,77,2019-05-28,87.29700469970703,92.90778350830078,92.7261734008789,-0.060390836986144,-0.05855055268699805
78,78,78,78,2019-05-29,86.31246185302734,92.40117645263672,93.18495178222656,-0.06589434067141287,-0.07375107029362682
79,79,79,79,2019-05-30,88.79766845703125,93.09894561767578,89.32337951660156,-0.04620113721060115,-0.005885481073548138
80,80,80,80,2019-05-31,88.88367462158203,90.35569763183594,90.28878784179688,-0.016291424324471726,-0.015562433097195516
81,81,81,81,2019-06-03,87.97563934326172,90.3365707397461,90.32701110839844,-0.026134835284882252,-0.02603176764384374
82,82,82,82,2019-06-04,90.46082305908205,88.68295288085938,91.64605712890624,0.020047485119390807,-0.012932733899911009
83,83,83,83,2019-06-05,90.79537200927734,87.29700469970703,92.90778350830078,0.04007431092973168,-0.022736647235101715
84,84,84,84,2019-06-06,91.91371154785156,86.31246185302734,92.40117645263672,0.06489502876608966,-0.005275527038717143
85,85,85,85,2019-06-07,94.78123474121094,88.79766845703125,93.09894561767578,0.0673842724493956,0.018069905221523408
86,86,86,86,2019-06-10,93.91397094726562,88.88367462158203,90.35569763183594,0.05659415350568975,0.039380729812172444
87,87,87,87,2019-06-11,94.36436462402344,87.97563934326172,90.3365707397461,0.07261925378949852,0.04458652626831672
88,88,88,88,2019-06-12,94.21104431152344,90.46082305908205,88.68295288085938,0.04145685530621401,0.06233544611545305
89,89,89,89,2019-06-13,96.34806060791016,90.79537200927734,87.29700469970703,0.06115607520243915,0.10368117370507557
90,90,90,90,2019-06-14,96.76013946533205,91.91371154785156,86.31246185302734,0.0527280188762409,0.12104483394408305
91,91,91,91,2019-06-17,97.21052551269533,94.78123474121094,88.79766845703125,0.025630503528649706,0.09474186881083502
92,92,92,92,2019-06-18,98.33174896240234,93.91397094726562,88.88367462158203,0.047040690225071735,0.10629707177437298
93,93,93,93,2019-06-19,99.06963348388672,94.36436462402344,87.97563934326172,0.04986277265375039,0.12610302378523963
94,94,94,94,2019-06-20,100.21003723144533,94.21104431152344,90.46082305908205,0.06367611105217441,0.1077727776807409
95,95,95,95,2019-06-21,99.62545776367188,96.34806060791016,90.79537200927734,0.03401622342040844,0.097252597340449
96,96,96,96,2019-06-24,98.56173706054688,96.76013946533205,91.91371154785156,0.018619212468790725,0.07232898553154676
97,97,97,97,2019-06-25,97.2776107788086,97.21052551269533,94.78123474121094,0.0006901029056212149,0.0263382941192285
98,98,98,98,2019-06-26,98.13050842285156,98.33174896240234,93.91397094726562,-0.002046546936002591,0.044897872308621745
99,99,99,99,2019-06-27,96.34806060791016,99.06963348388672,94.36436462402344,-0.027471312654237412,0.02102166418213458
100,100,100,100,2019-06-28,94.98727416992188,100.21003723144533,94.21104431152344,-0.05211816306844541,0.008239266044347326
101,101,101,101,2019-07-01,94.85309600830078,99.62545776367188,96.34806060791016,-0.047903034650961684,-0.01551629155975598
102,102,102,102,2019-07-02,94.08645629882812,98.56173706054688,96.76013946533205,-0.04540586332168195,-0.02763207226940667
103,103,103,103,2019-07-03,95.83058166503906,97.2776107788086,97.21052551269533,-0.014875253433802027,-0.014195415983797477
104,104,104,104,2019-07-05,96.67388153076172,98.13050842285156,98.33174896240234,-0.014843771987944177,-0.016859940447866095
105,105,105,105,2019-07-08,97.34469604492188,96.34806060791016,99.06963348388672,0.010344115187409297,-0.01741136388927289
106,106,106,106,2019-07-09,97.72801971435548,94.98727416992188,100.21003723144533,0.02885381824443889,-0.02476815282841749
107,107,107,107,2019-07-10,98.33174896240234,94.85309600830078,99.62545776367188,0.03667411081444438,-0.012985725037654716
108,108,108,108,2019-07-11,98.6096649169922,94.08645629882812,98.56173706054688,0.048075023718588294,0.00048627244075349907
109,109,109,109,2019-07-12,101.5995864868164,95.83058166503906,97.2776107788086,0.060200039711143516,0.044429295429913473
110,110,110,110,2019-07-15,101.91580200195312,96.67388153076172,98.13050842285156,0.05422271649994137,0.038574074871705166
111,111,111,111,2019-07-16,102.35662841796876,97.34469604492188,96.34806060791016,0.05148644535018132,0.062363142258883286
112,112,112,112,2019-07-17,102.81661987304688,97.72801971435548,94.98727416992188,0.052068998978641146,0.08242520665577957
113,113,113,113,2019-07-18,102.5770492553711,98.33174896240234,94.85309600830078,0.04317324097013642,0.08143069200813824
114,114,114,114,2019-07-19,102.16497802734376,98.6096649169922,94.08645629882812,0.03605440818954575,0.08586274843700603
115,115,115,115,2019-07-22,101.52291107177734,101.5995864868164,95.83058166503906,-0.0007546823534465563,0.05939992545005035
116,116,116,116,2019-07-23,101.68582153320312,101.91580200195312,96.67388153076172,-0.0022565732127152183,0.051843785757651695
117,117,117,117,2019-07-24,101.53247833251952,102.35662841796876,97.34469604492188,-0.008051751002229879,0.043020138310001954
118,118,118,118,2019-07-25,101.12042999267578,102.81661987304688,97.72801971435548,-0.016497234420519424,0.0347127700759291
119,119,119,119,2019-07-26,102.37580108642578,102.5770492553711,98.33174896240234,-0.0019619219933330045,0.04112661644582061
120,120,120,120,2019-07-29,102.06914520263672,102.16497802734376,98.6096649169922,-0.0009380203133935172,0.035082568108883105
121,121,121,121,2019-07-30,101.90621185302734,101.52291107177734,101.5995864868164,0.0037755101504033384,0.0030179784860711045
122,122,122,122,2019-07-31,101.6091537475586,101.68582153320312,101.91580200195312,-0.0007539673131272684,-0.0030088391434004436
123,123,123,123,2019-08-01,99.25171661376952,101.53247833251952,102.35662841796876,-0.022463370895768886,-0.03033425242887522
124,124,124,124,2019-08-02,99.17506408691406,101.12042999267578,102.81661987304688,-0.01923810950865834,-0.03541796832680588
125,125,125,125,2019-08-05,96.99971771240234,102.37580108642578,102.5770492553711,-0.052513223994066105,-0.05437211913830431
126,126,126,126,2019-08-06,99.06963348388672,102.06914520263672,102.16497802734376,-0.029387056321429017,-0.030297510979042097
127,127,127,127,2019-08-07,99.57756042480467,101.90621185302734,101.52291107177734,-0.02285092719942461,-0.0191616909566088
128,128,128,128,2019-08-08,102.5770492553711,101.6091537475586,101.68582153320312,0.00952567236429469,0.008764523005569291
129,129,129,129,2019-08-09,101.10125732421876,99.25171661376952,101.53247833251952,0.018634848580469265,-0.004247123830549038
130,130,130,130,2019-08-12,98.97380828857422,99.17506408691406,101.12042999267578,-0.0020292983946395005,-0.02122836803855599
131,131,131,131,2019-08-13,102.00205993652344,96.99971771240234,102.37580108642578,0.05157068847306023,-0.0036506786363198485
132,132,132,132,2019-08-14,97.91008758544922,99.06963348388672,102.06914520263672,-0.011704352359657166,-0.040747452219087044
133,133,133,133,2019-08-15,97.18179321289062,99.57756042480467,101.90621185302734,-0.02405930815831947,-0.04636045785854981
134,134,134,134,2019-08-16,98.8779754638672,102.5770492553711,101.6091537475586,-0.036061417425791276,-0.026879254308886713
135,135,135,135,2019-08-19,99.7500457763672,101.10125732421876,99.25171661376952,-0.013364933173070193,0.0050208619014309175
136,136,136,136,2019-08-20,99.84587097167967,98.97380828857422,99.17506408691406,0.008811045044996302,0.006763866410791852
137,137,137,137,2019-08-21,101.29290771484376,102.00205993652344,96.99971771240234,-0.006952332356042423,0.044259819550923174
138,138,138,138,2019-08-22,102.92204284667967,97.91008758544922,99.06963348388672,0.05118936551717779,0.03888587478644023
139,139,139,139,2019-08-23,98.65758514404295,97.18179321289062,99.57756042480467,0.015185889067918179,-0.009238781075144198
140,140,140,140,2019-08-26,100.20044708251952,98.8779754638672,102.5770492553711,0.013374784550838514,-0.023168946563620674
141,141,141,141,2019-08-27,98.30300903320312,99.7500457763672,101.10125732421876,-0.014506627359432311,-0.02767768042727714
142,142,142,142,2019-08-28,100.20044708251952,99.84587097167967,98.97380828857422,0.003551234591768093,0.012393569724717723
143,143,143,143,2019-08-29,102.6441421508789,101.29290771484376,102.00205993652344,0.013339872124503493,0.006294796543864223
144,144,144,144,2019-08-30,101.5899887084961,102.92204284667967,97.91008758544922,-0.012942360075070658,0.03758449424156951
145,145,145,145,2019-09-03,100.64126586914062,98.65758514404295,97.18179321289062,0.02010672288604498,0.03559795041723013
146,146,146,146,2019-09-04,101.55165100097656,100.20044708251952,98.8779754638672,0.013485008877697657,0.027040152516941474
147,147,147,147,2019-09-05,104.8003158569336,98.30300903320312,99.7500457763672,0.06609468914156968,0.050629250756323074
148,148,148,148,2019-09-06,104.6278305053711,100.20044708251952,99.84587097167967,0.044185266151611335,0.04789341298898364
149,149,149,149,2019-09-09,103.9665756225586,102.6441421508789,101.29290771484376,0.012883672111904998,0.026395410774875172
150,150,150,150,2019-09-10,103.6503448486328,101.5899887084961,102.92204284667967,0.020281094292162294,0.007076248992045953
151,151,151,151,2019-09-11,104.03937530517578,100.64126586914062,98.65758514404295,0.03376457367352237,0.05455019148578644
152,152,152,152,2019-09-12,105.04798126220705,101.55165100097656,100.20044708251952,0.034429083395176585,0.04837836876810897
153,153,153,153,2019-09-13,104.82704162597656,104.8003158569336,98.30300903320312,0.0002550161115875138,0.06636656046377842
154,154,154,154,2019-09-16,103.34776306152344,104.6278305053711,100.20044708251952,-0.012234483288669051,0.031410198962604996
155,155,155,155,2019-09-17,103.87608337402344,103.9665756225586,102.6441421508789,-0.0008703975099043637,0.012002060685875948
156,156,156,156,2019-09-18,104.42361450195312,103.6503448486328,101.5899887084961,0.0074603673962645445,0.027892766103044586
157,157,157,157,2019-09-19,104.32755279541016,104.03937530517578,100.64126586914062,0.0027698887021290197,0.03662798648680199
158,158,158,158,2019-09-20,100.6197509765625,105.04798126220705,101.55165100097656,-0.042154358726717245,-0.009176611263613021
159,159,159,159,2019-09-23,102.80982208251952,104.82704162597656,104.8003158569336,-0.019243312719388728,-0.01899320396258508
160,160,160,160,2019-09-24,103.39579010009766,103.34776306152344,104.6278305053711,0.00046471289896832246,-0.011775455911897104
161,161,161,161,2019-09-25,103.97213745117188,103.87608337402344,103.9665756225586,0.0009246986797006862,5.349631436812885e-05
162,162,162,162,2019-09-26,103.59751892089844,104.42361450195312,103.6503448486328,-0.007911003511942516,-0.0005096551083501044
163,163,163,163,2019-09-27,104.75020599365234,104.32755279541016,104.03937530517578,0.004051213576062862,0.006832323688906294
164,164,164,164,2019-09-30,105.51866149902344,100.6197509765625,105.04798126220705,0.04868736480576308,0.004480621437565224
165,165,165,165,2019-10-01,104.99034118652344,102.80982208251952,104.82704162597656,0.021209248881432163,0.0015577999532747633
166,166,166,166,2019-10-02,103.29014587402344,103.39579010009766,103.34776306152344,-0.001021745914141614,-0.0005575078336790273
167,167,167,167,2019-10-03,102.71379852294922,103.97213745117188,103.87608337402344,-0.012102655183111932,-0.01118914781267999
168,168,168,168,2019-10-04,104.63494110107422,103.59751892089844,104.42361450195312,0.010013967428774917,0.002023743385334953
169,169,169,169,2019-10-07,103.87608337402344,104.75020599365234,104.32755279541016,-0.008344829600448467,-0.00432742271135278
170,170,170,170,2019-10-08,103.62632751464844,105.51866149902344,100.6197509765625,-0.01793364280300802,0.02988058019330886
171,171,171,171,2019-10-09,104.86546325683594,104.99034118652344,102.80982208251952,-0.0011894230295493857,0.01999459908282386
172,172,172,172,2019-10-10,106.63291931152344,103.29014587402344,103.39579010009766,0.032362946234745005,0.031308133612518496
173,173,173,173,2019-10-11,108.02574157714844,102.71379852294922,103.97213745117188,0.05171596348870677,0.038987407832028476
174,174,174,174,2019-10-14,107.00753021240234,104.63494110107422,103.59751892089844,0.02267492184122588,0.032915955198769
175,175,175,175,2019-10-15,107.52625274658205,103.87608337402344,104.75020599365234,0.03513965153475751,0.02650158753003229
176,176,176,176,2019-10-16,107.8336181640625,103.62632751464844,105.51866149902344,0.04060059591342102,0.02193883652571249
177,177,177,177,2019-10-17,108.5732650756836,104.86546325683594,104.99034118652344,0.03535770218042633,0.03412622388563169
178,178,178,178,2019-10-18,109.62989044189452,106.63291931152344,103.29014587402344,0.028105496405059993,0.061378019308862886
179,179,179,179,2019-10-21,106.6041030883789,108.02574157714844,102.71379852294922,-0.013160182638082052,0.03787518932580891
180,180,180,180,2019-10-22,107.4878387451172,107.00753021240234,104.63494110107422,0.004488548906431911,0.027265248243291573
181,181,181,181,2019-10-23,105.5570831298828,107.52625274658205,103.87608337402344,-0.01831338455865461,0.01618274102428985
182,182,182,182,2019-10-24,106.08539581298828,107.8336181640625,103.62632751464844,-0.016212220092758134,0.023730150023817398
183,183,183,183,2019-10-25,106.3255386352539,108.5732650756836,104.86546325683594,-0.020702393345754633,0.013923319776330656
184,184,184,184,2019-10-28,105.07678985595705,109.62989044189452,106.63291931152344,-0.04153156194524055,-0.014593330705128915
185,185,185,185,2019-10-29,104.52925872802734,106.6041030883789,108.02574157714844,-0.01946308162858834,-0.032367126557738324
186,186,186,186,2019-10-30,105.97010803222656,107.4878387451172,107.00753021240234,-0.01412002260543721,-0.009694852111029717
187,187,187,187,2019-10-31,105.34575653076172,105.5570831298828,107.52625274658205,-0.002002012492719696,-0.020278733426703943
188,188,188,188,2019-11-01,106.61370086669922,106.08539581298828,107.8336181640625,0.0049799979503517555,-0.011312958965238873
189,189,189,189,2019-11-04,107.36296081542967,106.3255386352539,108.5732650756836,0.009757036677092268,-0.011147350679840518
190,190,190,190,2019-11-05,107.64151000976562,105.07678985595705,109.62989044189452,0.024408055835398068,-0.018137210792733227
191,191,191,191,2019-11-06,107.8336181640625,104.52925872802734,106.6041030883789,0.03161181353665499,0.011533468600774865
192,192,192,192,2019-11-07,108.61170196533205,105.97010803222656,107.4878387451172,0.024927727093589036,0.010455724418088064
193,193,193,193,2019-11-08,107.41097259521484,105.34575653076172,105.5570831298828,0.01960416947454413,0.017562909189626996
194,194,194,194,2019-11-11,107.75678253173828,106.61370086669922,106.08539581298828,0.010721714523992398,0.015755106590697787
195,195,195,195,2019-11-12,106.59451293945312,107.36296081542967,106.3255386352539,-0.0071574765649170535,0.0025297243508159983
196,196,196,196,2019-11-13,106.9979248046875,107.64151000976562,105.07678985595705,-0.005978968569093301,0.018283152267632108
197,197,197,197,2019-11-14,108.39076232910156,107.8336181640625,104.52925872802734,0.005166701948101204,0.03694184430333891
198,198,198,198,2019-11-15,108.89986419677734,108.61170196533205,105.97010803222656,0.0026531416618189585,0.027647005546694414
199,199,199,199,2019-11-18,107.7663803100586,107.41097259521484,105.34575653076172,0.0033088585482148325,0.022977895446505636
200,200,200,200,2019-11-19,107.9873046875,107.75678253173828,106.61370086669922,0.002139282097568307,0.012883933393497138
201,201,201,201,2019-11-20,106.08539581298828,106.59451293945312,107.36296081542967,-0.004776203881657892,-0.011899494879222705
202,202,202,202,2019-11-21,107.38216400146484,106.9979248046875,107.64151000976562,0.0035910901774844906,-0.002409349406908623
203,203,203,203,2019-11-22,107.122802734375,108.39076232910156,107.8336181640625,-0.011698041119747038,-0.006591779463488212
204,204,204,204,2019-11-25,108.8614501953125,108.89986419677734,108.61170196533205,-0.00035274609154178904,0.002299459684925731
205,205,205,205,2019-11-26,110.78258514404295,107.7663803100586,107.41097259521484,0.027988365437405793,0.03138983352784863
206,206,206,206,2019-11-27,111.74314880371094,107.9873046875,107.75678253173828,0.03478042281988447,0.036994110053337304
207,207,207,207,2019-11-29,111.57024383544922,106.08539581298828,106.59451293945312,0.051702196899277686,0.04667905278409945
208,208,208,208,2019-12-02,111.42615509033205,107.38216400146484,106.9979248046875,0.03765980250511647,0.04138613242946332
209,209,209,209,2019-12-03,109.76436614990234,107.122802734375,108.39076232910156,0.02465920745256689,0.012672701910059203
210,210,210,210,2019-12-04,109.64910125732422,108.8614501953125,108.89986419677734,0.007235353383576726,0.006880055049407918
211,211,211,211,2019-12-05,109.25922393798828,110.78258514404295,107.7663803100586,-0.013750908629492242,0.013852591352094823
212,212,212,212,2019-12-06,109.66355895996094,111.74314880371094,107.9873046875,-0.018610446063257347,0.01552269757368041
213,213,213,213,2019-12-09,110.77066802978516,111.57024383544922,106.08539581298828,-0.007166568595505907,0.04416510096315496
214,214,214,214,2019-12-10,110.66477966308594,111.42615509033205,107.38216400146484,-0.006833004572659562,0.030569468329734173
215,215,215,215,2019-12-11,110.5685043334961,109.76436614990234,107.122802734375,0.0073260404245905075,0.032165902227793364
216,216,216,216,2019-12-12,112.1088638305664,109.64910125732422,108.8614501953125,0.022433039076805716,0.029830703425570704
217,217,217,217,2019-12-13,111.18466186523438,109.25922393798828,110.78258514404295,0.017622657912515605,0.0036294217242596183
218,218,218,218,2019-12-16,110.12566375732422,109.66355895996094,111.74314880371094,0.004213840967280724,-0.0144750265560174
219,219,219,219,2019-12-17,109.56727600097656,110.77066802978516,111.57024383544922,-0.010863814854714215,-0.017952527175854827
220,220,220,220,2019-12-18,109.25922393798828,110.66477966308594,111.42615509033205,-0.012701021312985117,-0.019447239748935585
221,221,221,221,2019-12-19,110.86697387695312,110.5685043334961,109.76436614990234,0.0026994083464924046,0.01004522474575209
222,222,222,222,2019-12-20,110.93434143066406,112.1088638305664,109.64910125732422,-0.010476623879423497,0.011721392684502119
223,223,223,223,2019-12-23,109.94273376464844,111.18466186523438,109.25922393798828,-0.011169958875184238,0.006255854673177019
224,224,224,224,2019-12-24,110.82843017578124,110.12566375732422,109.66355895996094,0.006381495416051708,0.01062222699014903
225,225,225,225,2019-12-26,111.0113525390625,109.56727600097656,110.77066802978516,0.013179816007044431,0.002172818071410676
226,226,226,226,2019-12-27,110.67440032958984,109.25922393798828,110.66477966308594,0.01295246607650058,8.693521582192609e-05
227,227,227,227,2019-12-30,112.15699005126952,110.86697387695312,110.5685043334961,0.011635711963673856,0.01436652984815856
228,228,228,228,2019-12-31,112.07996368408205,110.93434143066406,112.1088638305664,0.010327029832633228,-0.00025778645413832013
229,229,229,229,2020-01-02,112.47469329833984,109.94273376464844,111.18466186523438,0.023029803307524688,0.011602602476491697
230,230,230,230,2020-01-03,112.50357818603516,110.82843017578124,110.12566375732422,0.01511478604900418,0.021592736402942014
231,231,231,231,2020-01-06,113.05233001708984,111.0113525390625,109.56727600097656,0.018385304127424007,0.03180743506010142
232,232,232,232,2020-01-07,114.37126159667967,110.67440032958984,109.25922393798828,0.033403038607668245,0.04678815640858658
233,233,233,233,2020-01-08,114.70823669433594,112.15699005126952,110.86697387695312,0.02274710334059593,0.03464749404674894
234,234,234,234,2020-01-09,117.5771255493164,112.07996368408205,110.93434143066406,0.04904678485379521,0.059880322296808286
235,235,235,235,2020-01-10,116.21968841552734,112.47469329833984,109.94273376464844,0.03329633544546673,0.05709294680916166
236,236,236,236,2020-01-13,115.49763488769533,112.50357818603516,110.82843017578124,0.026612990892691535,0.04213002660516274
237,237,237,237,2020-01-14,114.52528381347656,113.05233001708984,111.0113525390625,0.013028955671803066,0.03165380111171601
238,238,238,238,2020-01-15,113.37964630126952,114.37126159667967,110.67440032958984,-0.008670143894250248,0.024443285562184336
239,239,239,239,2020-01-16,113.64922332763672,114.70823669433594,112.15699005126952,-0.009232234730633837,0.013304862012479823
240,240,240,240,2020-01-17,113.29300689697266,117.5771255493164,112.07996368408205,-0.036436667696445935,0.01082301575605249
241,241,241,241,2020-01-21,113.40852355957033,116.21968841552734,112.47469329833984,-0.024188370269124126,0.008302581085982474
242,242,242,242,2020-01-22,113.03307342529295,115.49763488769533,112.50357818603516,-0.021338631434304256,0.00470647465436369
243,243,243,243,2020-01-23,113.8032684326172,114.52528381347656,113.05233001708984,-0.0063044190489436325,0.006642396626534319
