,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ESS,ESS_6m,ESS_12m,ESS_6m_ret,ESS_12m_ret
60,60,60,60,2019-05-02,241.466796875,237.7133331298828,246.278060913086,0.015789874702006435,-0.019535901899860764
61,61,61,61,2019-05-03,242.55870056152344,237.44032287597656,237.576904296875,0.021556480481288665,0.020969194288444903
62,62,62,62,2019-05-06,242.1492156982422,240.0763092041016,234.27549743652344,0.008634365052564652,0.03360879967335095
63,63,63,63,2019-05-07,237.92662048339844,236.85171508789065,237.397689819336,0.004538305306798884,0.0022280362730782155
64,64,64,64,2019-05-08,237.55975341796875,240.9890594482422,234.7361755371093,-0.014230131600683538,0.012028729165407537
65,65,65,65,2019-05-09,238.9332427978516,241.9956512451172,236.2119140625,-0.012654807768275544,0.011520709047010858
66,66,66,66,2019-05-10,242.1321563720703,241.466796875,237.7133331298828,0.00275549063341729,0.018588874187267956
67,67,67,67,2019-05-13,241.9359741210937,242.55870056152344,237.44032287597656,-0.0025673226274223193,0.01893381541375927
68,68,68,68,2019-05-14,241.0573272705078,242.1492156982422,240.0763092041016,-0.004509155334597725,0.0040862760247293295
69,69,69,69,2019-05-15,242.41368103027344,237.92662048339844,236.85171508789065,0.018859010134127052,0.02348290338669856
70,70,70,70,2019-05-16,243.9235992431641,237.55975341796875,240.9890594482422,0.026788400533480194,0.012177066467833342
71,71,71,71,2019-05-17,243.9918365478516,238.9332427978516,241.9956512451172,0.021171577846452294,0.008248847830378825
72,72,72,72,2019-05-20,242.3113250732422,242.1321563720703,241.466796875,0.0007399624397534943,0.003497492032742633
73,73,73,73,2019-05-21,244.554931640625,241.9359741210937,242.55870056152344,0.010825002478632939,0.008229888577405253
74,74,74,74,2019-05-22,245.62977600097656,241.0573272705078,242.1492156982422,0.01896830427119811,0.014373617906207503
75,75,75,75,2019-05-23,246.8837280273437,242.41368103027344,237.92662048339844,0.018439747204333834,0.037646512717858016
76,76,76,76,2019-05-24,248.21446228027344,243.9235992431641,237.55975341796875,0.017591012310505638,0.044850647927549
77,77,77,77,2019-05-28,246.7472686767578,243.9918365478516,238.9332427978516,0.011293132458412458,0.03270380373783843
78,78,78,78,2019-05-29,243.42030334472656,242.3113250732422,242.1321563720703,0.004576667108519006,0.0053200161100321885
79,79,79,79,2019-05-30,243.51417541503903,244.554931640625,241.9359741210937,-0.0042557155507105815,0.006523218796537611
80,80,80,80,2019-05-31,248.87139892578125,245.62977600097656,241.0573272705078,0.013197190412256088,0.032415823006718636
81,81,81,81,2019-06-03,247.0714111328125,246.8837280273437,242.41368103027344,0.0007602084874869242,0.019213973744152568
82,82,82,82,2019-06-04,245.62977600097656,248.21446228027344,243.9235992431641,-0.010413117171143571,0.006994717867013778
83,83,83,83,2019-06-05,252.1641845703125,246.7472686767578,243.9918365478516,0.02195329627194753,0.0334943502130578
84,84,84,84,2019-06-06,252.9319305419922,243.42030334472656,242.3113250732422,0.039074913088886776,0.043830413066907825
85,85,85,85,2019-06-07,253.0769500732422,243.51417541503903,244.554931640625,0.03926988908101392,0.034847052052666694
86,86,86,86,2019-06-10,252.5138702392578,248.87139892578125,245.62977600097656,0.014635957885071438,0.028026301820402555
87,87,87,87,2019-06-11,255.08151245117188,247.0714111328125,246.8837280273437,0.03242018686675796,0.03320504145546699
88,88,88,88,2019-06-12,254.9194793701172,245.62977600097656,248.21446228027344,0.037819939912755896,0.027012999275895178
89,89,89,89,2019-06-13,254.3905639648437,252.1641845703125,246.7472686767578,0.008829086487142979,0.03097621031055353
90,90,90,90,2019-06-14,255.2266082763672,252.9319305419922,243.42030334472656,0.009072313366912166,0.048501726312126126
91,91,91,91,2019-06-17,257.89666748046875,253.0769500732422,243.51417541503903,0.019044474045667448,0.05906223751006112
92,92,92,92,2019-06-18,256.864501953125,252.5138702392578,248.87139892578125,0.01722927817685793,0.032117403051716176
93,93,93,93,2019-06-19,257.3252258300781,255.08151245117188,247.0714111328125,0.008796064275084392,0.041501421189332754
94,94,94,94,2019-06-20,258.40008544921875,254.9194793701172,245.62977600097656,0.013653747009455097,0.051990070813692446
95,95,95,95,2019-06-21,255.90054321289065,254.3905639648437,252.1641845703125,0.005935673181084011,0.014817166240102209
96,96,96,96,2019-06-24,254.2115478515625,255.2266082763672,252.9319305419922,-0.003977094832156136,0.005059137084148624
97,97,97,97,2019-06-25,250.9528350830078,257.89666748046875,253.0769500732422,-0.026924862834789454,-0.008393158640562226
98,98,98,98,2019-06-26,245.93682861328125,256.864501953125,252.5138702392578,-0.042542559430177485,-0.026046258844097503
99,99,99,99,2019-06-27,247.67173767089844,257.3252258300781,255.08151245117188,-0.03751473695608165,-0.0290486547185258
100,100,100,100,2019-06-28,250.7293243408203,258.40008544921875,254.9194793701172,-0.02968559818803118,-0.016437170826059888
101,101,101,101,2019-07-01,252.532958984375,255.90054321289065,254.3905639648437,-0.013159738491504758,-0.0073021772172547905
102,102,102,102,2019-07-02,256.43218994140625,254.2115478515625,255.2266082763672,0.008735409970991537,0.004723573584983098
103,103,103,103,2019-07-03,259.103271484375,250.9528350830078,257.89666748046875,0.03247796104264489,0.0046786335616284536
104,104,104,104,2019-07-05,258.6051330566406,245.93682861328125,256.864501953125,0.05151040010879959,0.006776456420721333
105,105,105,105,2019-07-08,261.0442810058594,247.67173767089844,257.3252258300781,0.05399301293202097,0.01445274229832827
106,106,106,106,2019-07-09,262.2810974121094,250.7293243408203,258.40008544921875,0.04607268456395852,0.015019391174517782
107,107,107,107,2019-07-10,264.6858825683594,252.532958984375,255.90054321289065,0.04812410876132933,0.03433106958338872
108,108,108,108,2019-07-11,262.7878112792969,256.43218994140625,254.2115478515625,0.0247848031065947,0.03373671849377269
109,109,109,109,2019-07-12,261.0529479980469,259.103271484375,250.9528350830078,0.007524708208052955,0.04024705643073623
110,110,110,110,2019-07-15,261.84307861328125,258.6051330566406,245.93682861328125,0.01252080930633137,0.06467616131218601
111,111,111,111,2019-07-16,261.3450012207031,261.0442810058594,247.67173767089844,0.0011519892858216085,0.05520720159024961
112,112,112,112,2019-07-17,260.7522888183594,262.2810974121094,250.7293243408203,-0.005828893537637825,0.03997523825300431
113,113,113,113,2019-07-18,260.2455749511719,264.6858825683594,252.532958984375,-0.016775762931144356,0.03054102719033236
114,114,114,114,2019-07-19,253.2801513671875,262.7878112792969,256.43218994140625,-0.03617998820350321,-0.012291898980931304
115,115,115,115,2019-07-22,250.8323669433593,261.0529479980469,259.103271484375,-0.03915137190775586,-0.03192126634925363
116,116,116,116,2019-07-23,253.88995361328125,261.84307861328125,258.6051330566406,-0.030373630810177188,-0.01823312394316101
117,117,117,117,2019-07-24,252.2924652099609,261.3450012207031,261.0442810058594,-0.034638259650879855,-0.03352617326905549
118,118,118,118,2019-07-25,256.4579162597656,260.7522888183594,262.2810974121094,-0.016469165344835113,-0.022202061871024137
119,119,119,119,2019-07-26,261.1559753417969,260.2455749511719,264.6858825683594,0.0034982358135995373,-0.013336212692230953
120,120,120,120,2019-07-29,264.3853454589844,253.2801513671875,262.7878112792969,0.04384549690077111,0.006079179136621482
121,121,121,121,2019-07-30,263.3976135253906,250.8323669433593,261.0529479980469,0.05009419930590031,0.008981570770697722
122,122,122,122,2019-07-31,259.56707763671875,253.88995361328125,261.84307861328125,0.022360569776954442,-0.008692232724333171
123,123,123,123,2019-08-01,261.8516540527344,252.2924652099609,261.3450012207031,0.03788931561954567,0.0019386360162418903
124,124,124,124,2019-08-02,262.2897644042969,256.4579162597656,260.7522888183594,0.02273998100578889,0.0058963071538309375
125,125,125,125,2019-08-05,252.8679351806641,261.1559753417969,260.2455749511719,-0.03173597751414847,-0.028348761633668507
126,126,126,126,2019-08-06,257.1707763671875,264.3853454589844,253.2801513671875,-0.027288082398334468,0.015360954970212504
127,127,127,127,2019-08-07,258.2273254394531,263.3976135253906,250.8323669433593,-0.019629213859369665,0.029481675695241183
128,128,128,128,2019-08-08,261.2762145996094,259.56707763671875,253.88995361328125,0.006584567574793532,0.02909237203445514
129,129,129,129,2019-08-09,264.1190795898437,261.8516540527344,252.2924652099609,0.008659198832682069,0.04687660556981177
130,130,130,130,2019-08-12,268.207275390625,262.2897644042969,256.4579162597656,0.022560968018587202,0.04581398500859102
131,131,131,131,2019-08-13,269.0918884277344,252.8679351806641,261.1559753417969,0.06415978852945092,0.030387637409219126
132,132,132,132,2019-08-14,263.91290283203125,257.1707763671875,264.3853454589844,0.026216534242667455,-0.0017869471022795569
133,133,133,133,2019-08-15,268.50787353515625,258.2273254394531,263.3976135253906,0.03981200702988197,0.019401314770352007
134,134,134,134,2019-08-16,270.3029479980469,261.2762145996094,259.56707763671875,0.034548622852142996,0.041360678168722576
135,135,135,135,2019-08-19,272.92242431640625,264.1190795898437,261.8516540527344,0.03333096851705464,0.0422787868334118
136,136,136,136,2019-08-20,271.1789855957031,268.207275390625,262.2897644042969,0.011079901545362869,0.03389084286836397
137,137,137,137,2019-08-21,273.39483642578125,269.0918884277344,252.8679351806641,0.015990626931151164,0.08117637070295802
138,138,138,138,2019-08-22,275.6879577636719,263.91290283203125,257.1707763671875,0.044617200619156305,0.0720034432296679
139,139,139,139,2019-08-23,270.70660400390625,268.50787353515625,258.2273254394531,0.00818870016659723,0.0483267157850773
140,140,140,140,2019-08-26,274.58868408203125,270.3029479980469,261.2762145996094,0.01585530648380251,0.050951708339859625
141,141,141,141,2019-08-27,273.8414306640625,272.92242431640625,264.1190795898437,0.0033672804642495002,0.03681048370044615
142,142,142,142,2019-08-28,274.61444091796875,271.1789855957031,268.207275390625,0.012668589768189076,0.023888858040902017
143,143,143,143,2019-08-29,276.1689758300781,273.39483642578125,269.0918884277344,0.010147007312078404,0.026299891251624796
144,144,144,144,2019-08-30,275.919921875,275.6879577636719,263.91290283203125,0.0008414009563919578,0.04549614253082068
145,145,145,145,2019-09-03,277.0879211425781,270.70660400390625,268.50787353515625,0.023572816637231986,0.03195454753135385
146,146,146,146,2019-09-04,279.4842224121094,274.58868408203125,270.3029479980469,0.01782862373387406,0.0339666085111614
147,147,147,147,2019-09-05,278.8915710449219,273.8414306640625,272.92242431640625,0.018441841939741632,0.02187122125807961
148,148,148,148,2019-09-06,280.9013671875,274.61444091796875,271.1789855957031,0.022893647721203614,0.03585226772067007
149,149,149,149,2019-09-09,279.70751953125,276.1689758300781,273.39483642578125,0.012812966013058258,0.02308998658496053
150,150,150,150,2019-09-10,275.8511962890625,275.919921875,275.6879577636719,-0.00024907801318030387,0.0005921133687332159
151,151,151,151,2019-09-11,276.7100830078125,277.0879211425781,270.70660400390625,-0.001363603773154698,0.022177068882366813
152,152,152,152,2019-09-12,278.2903747558594,279.4842224121094,274.58868408203125,-0.004271610203776088,0.013480856599036972
153,153,153,153,2019-09-13,277.0966186523437,278.8915710449219,273.8414306640625,-0.006436022379066708,0.01188712745323972
154,154,154,154,2019-09-16,278.5309143066406,280.9013671875,274.61444091796875,-0.008438737427992282,0.014261716811323044
155,155,155,155,2019-09-17,282.4129943847656,279.70751953125,276.1689758300781,0.00967251383891865,0.02260941344305567
156,156,156,156,2019-09-18,282.060791015625,275.8511962890625,275.919921875,0.022510668106929366,0.02225598318126165
157,157,157,157,2019-09-19,280.7897033691406,276.7100830078125,277.0879211425781,0.014743302148526816,0.013359594352933657
158,158,158,158,2019-09-20,277.259765625,278.2903747558594,279.4842224121094,-0.003703358881037566,-0.00795914977922918
159,159,159,159,2019-09-23,279.2608947753906,277.0966186523437,278.8915710449219,0.00781054685392002,0.0013242556205086409
160,160,160,160,2019-09-24,279.2694702148437,278.5309143066406,280.9013671875,0.0026516119765074286,-0.005809501708715525
161,161,161,161,2019-09-25,281.1246643066406,282.4129943847656,279.70751953125,-0.004561865437288426,0.005066523695056668
162,162,162,162,2019-09-26,283.6067199707031,282.060791015625,275.8511962890625,0.005480836062012218,0.02811488145048191
163,163,163,163,2019-09-27,281.95660400390625,280.7897033691406,276.7100830078125,0.004155781429177052,0.018960353518977513
164,164,164,164,2019-09-30,282.2158203125,277.259765625,278.2903747558594,0.017875131201702033,0.014105574294778878
165,165,165,165,2019-10-01,281.3345642089844,279.2608947753906,277.0966186523437,0.007425563236347799,0.015294107799842083
166,166,166,166,2019-10-02,281.5937194824219,279.2694702148437,278.5309143066406,0.008322604206575601,0.01099628450007284
167,167,167,167,2019-10-03,283.50311279296875,281.1246643066406,282.4129943847656,0.008460476038963938,0.0038600150484504603
168,168,168,168,2019-10-04,285.4556884765625,283.6067199707031,282.060791015625,0.006519480589354032,0.012036048855686099
169,169,169,169,2019-10-07,284.73858642578125,281.95660400390625,280.7897033691406,0.009866704245864888,0.01406348954131409
170,170,170,170,2019-10-08,283.1315612792969,282.2158203125,277.259765625,0.003244825062545642,0.021177957937967173
171,171,171,171,2019-10-09,284.4534606933594,281.3345642089844,279.2608947753906,0.011086076441208847,0.018593960039213986
172,172,172,172,2019-10-10,285.956787109375,281.5937194824219,279.2694702148437,0.0154941936736821,0.02394574992170373
173,173,173,173,2019-10-11,282.483642578125,283.50311279296875,281.1246643066406,-0.003595975383833716,0.004834076991558689
174,174,174,174,2019-10-14,282.9673767089844,285.4556884765625,283.6067199707031,-0.008716980841607658,-0.002254330439648289
175,175,175,175,2019-10-15,283.6759033203125,284.73858642578125,281.95660400390625,-0.0037321359173978497,0.006097744447164821
176,176,176,176,2019-10-16,284.5139465332031,283.1315612792969,282.2158203125,0.004882483774186541,0.008143151642450164
177,177,177,177,2019-10-17,283.9523620605469,284.4534606933594,281.3345642089844,-0.0017616190416213096,0.009304927956231834
178,178,178,178,2019-10-18,286.2333068847656,285.956787109375,281.5937194824219,0.0009669984691946798,0.016476175004440652
179,179,179,179,2019-10-21,287.3045654296875,282.483642578125,283.50311279296875,0.017066201807523163,0.013408856782094025
180,180,180,180,2019-10-22,285.9654541015625,282.9673767089844,285.4556884765625,0.010595134419546515,0.0017857959941893764
181,181,181,181,2019-10-23,283.6759033203125,283.6759033203125,284.73858642578125,0.0,-0.0037321359173978497
182,182,182,182,2019-10-24,281.8962097167969,284.5139465332031,283.1315612792969,-0.009200732857925997,-0.004363171512628994
183,183,183,183,2019-10-25,280.8680114746094,283.9523620605469,284.4534606933594,-0.010862211406009847,-0.012604695369184182
184,184,184,184,2019-10-28,279.3992614746094,286.2333068847656,285.956787109375,-0.023875786799708698,-0.02293187617980008
185,185,185,185,2019-10-29,279.25244140625,287.3045654296875,282.483642578125,-0.028026439508174517,-0.011438542573244281
186,186,186,186,2019-10-30,283.0797119140625,285.9654541015625,282.9673767089844,-0.010091226566391831,0.0003969899512255015
187,187,187,187,2019-10-31,282.6304626464844,283.6759033203125,283.6759033203125,-0.003685334783785521,-0.003685334783785521
188,188,188,188,2019-11-01,280.5396423339844,281.8962097167969,284.5139465332031,-0.004812293801947032,-0.01396875003016751
189,189,189,189,2019-11-04,278.2848205566406,280.8680114746094,283.9523620605469,-0.009197170245221264,-0.019959480043690414
190,190,190,190,2019-11-05,275.0275573730469,279.3992614746094,286.2333068847656,-0.015646799059129912,-0.03914900622040485
191,191,191,191,2019-11-06,274.6992492675781,279.25244140625,287.3045654296875,-0.01630493225320806,-0.04387440256390318
192,192,192,192,2019-11-07,272.0036926269531,283.0797119140625,285.9654541015625,-0.03912685657413639,-0.04882324516600789
193,193,193,193,2019-11-08,272.0814208984375,282.6304626464844,283.6759033203125,-0.037324503697401035,-0.040872285189422985
194,194,194,194,2019-11-11,270.7768249511719,280.5396423339844,281.8962097167969,-0.034800134845790476,-0.03944496017451227
195,195,195,195,2019-11-12,266.9926452636719,278.2848205566406,280.8680114746094,-0.04057776227385135,-0.049401731931269954
196,196,196,196,2019-11-13,270.56951904296875,275.0275573730469,279.3992614746094,-0.016209424148836304,-0.03160259760544515
197,197,197,197,2019-11-14,271.5025634765625,274.6992492675781,279.25244140625,-0.01163703868699617,-0.027752229812784912
198,198,198,198,2019-11-15,275.6064147949219,272.0036926269531,283.0797119140625,0.013245122274534005,-0.02639997429914498
199,199,199,199,2019-11-18,277.2479248046875,272.0814208984375,282.6304626464844,0.018988815514082935,-0.019044436298182643
200,200,200,200,2019-11-19,278.62164306640625,270.7768249511719,280.5396423339844,0.028971527074552972,-0.006836820820120382
201,201,201,201,2019-11-20,275.3558349609375,266.9926452636719,278.2848205566406,0.03132367069140218,-0.010525136045309247
202,202,202,202,2019-11-21,272.36651611328125,270.56951904296875,275.0275573730469,0.006641535516153763,-0.009675544098863509
203,203,203,203,2019-11-22,268.4872741699219,271.5025634765625,274.6992492675781,-0.011105933100705068,-0.022613731614553156
204,204,204,204,2019-11-25,268.0380249023437,275.6064147949219,272.0036926269531,-0.02746086261529801,-0.014579462823867795
205,205,205,205,2019-11-26,269.774658203125,277.2479248046875,272.0814208984375,-0.026955175974093137,-0.008478207323731834
206,206,206,206,2019-11-27,270.38800048828125,278.62164306640625,270.7768249511719,-0.02955133882461025,-0.0014359591629037327
207,207,207,207,2019-11-29,269.714111328125,275.3558349609375,266.9926452636719,-0.020488847216957762,0.010193037571373909
208,208,208,208,2019-12-02,263.2689208984375,272.36651611328125,270.56951904296875,-0.03340203246958562,-0.026982337738390427
209,209,209,209,2019-12-03,264.5476379394531,268.4872741699219,271.5025634765625,-0.014673456098241,-0.025616426777162915
210,210,210,210,2019-12-04,269.066162109375,268.0380249023437,275.6064147949219,0.0038357886251620954,-0.02373040805459281
211,211,211,211,2019-12-05,268.84161376953125,269.774658203125,277.2479248046875,-0.0034586066749502375,-0.030320555297495
212,212,212,212,2019-12-06,269.49822998046875,270.38800048828125,278.62164306640625,-0.0032907174364458225,-0.03274481115511563
213,213,213,213,2019-12-09,268.8760681152344,269.714111328125,275.3558349609375,-0.0031071537516667025,-0.023532338970126965
214,214,214,214,2019-12-10,267.4591369628906,263.2689208984375,272.36651611328125,0.01591610604910554,-0.01801755671152172
215,215,215,215,2019-12-11,263.3034973144531,264.5476379394531,268.4872741699219,-0.004702898255643295,-0.019307346582795648
216,216,216,216,2019-12-12,259.4502258300781,269.066162109375,268.0380249023437,-0.035738185002200384,-0.03203948050055372
217,217,217,217,2019-12-13,259.63165283203125,268.84161376953125,269.774658203125,-0.034257943955787185,-0.037598065877101905
218,218,218,218,2019-12-16,260.0462951660156,269.49822998046875,270.38800048828125,-0.03507234468715481,-0.038247648947401514
219,219,219,219,2019-12-17,255.89927673339844,268.8760681152344,269.714111328125,-0.04826309560683684,-0.05122028849992166
220,220,220,220,2019-12-18,256.0980224609375,267.4591369628906,263.2689208984375,-0.042477944971195614,-0.02723792239899958
221,221,221,221,2019-12-19,258.050537109375,263.3034973144531,264.5476379394531,-0.019950210531403334,-0.02455928497673876
222,222,222,222,2019-12-20,256.9014892578125,259.4502258300781,269.066162109375,-0.009823605140875324,-0.045210712325162494
223,223,223,223,2019-12-23,256.4436340332031,259.63165283203125,268.84161376953125,-0.012279006677550997,-0.04611629711074594
224,224,224,224,2019-12-24,257.8432312011719,260.0462951660156,269.49822998046875,-0.00847181446456402,-0.043247032754692105
225,225,225,225,2019-12-26,258.87994384765625,255.89927673339844,268.8760681152344,0.0116478137504199,-0.03717744140506396
226,226,226,226,2019-12-27,258.957763671875,256.0980224609375,267.4591369628906,0.011166588415862044,-0.03178569028357847
227,227,227,227,2019-12-30,258.9403991699219,258.050537109375,263.3034973144531,0.0034484022800918,-0.016570604602796357
228,228,228,228,2019-12-31,261.6361999511719,256.9014892578125,259.4502258300781,0.018430063239562866,0.008425408434700632
229,229,229,229,2020-01-02,259.39263916015625,256.4436340332031,259.63165283203125,0.011499623057795727,-0.0009205875680714515
230,230,230,230,2020-01-03,261.9319763183594,257.8432312011719,260.0462951660156,0.015857484790816168,0.007251328657229772
231,231,231,231,2020-01-06,260.88836669921875,258.87994384765625,255.89927673339844,0.007758124564274382,0.019496303504671797
232,232,232,232,2020-01-07,257.69683837890625,258.957763671875,256.0980224609375,-0.004869231472690916,0.006242984239414051
233,233,233,233,2020-01-08,259.1839904785156,258.9403991699219,258.050537109375,0.0009407234613625359,0.0043923697343835055
234,234,234,234,2020-01-09,260.4188232421875,261.6361999511719,256.9014892578125,-0.004652936823006826,0.013691372496658305
235,235,235,235,2020-01-10,262.9755249023437,259.39263916015625,256.4436340332031,0.013812596046625991,0.025471058752407405
236,236,236,236,2020-01-13,265.6713562011719,261.9319763183594,257.8432312011719,0.01427614885120998,0.030360017455305588
237,237,237,237,2020-01-14,262.4710693359375,260.88836669921875,258.87994384765625,0.006066589540742129,0.013871779462353961
238,238,238,238,2020-01-15,263.34942626953125,257.69683837890625,258.957763671875,0.021935030038333858,0.01695899182702587
239,239,239,239,2020-01-16,266.1322631835937,259.1839904785156,258.9403991699219,0.026808263474336957,0.0277742060981081
240,240,240,240,2020-01-17,268.6020202636719,260.4188232421875,261.6361999511719,0.03142321633898959,0.02662406927558192
241,241,241,241,2020-01-21,270.8890686035156,262.9755249023437,259.39263916015625,0.030092320203983336,0.04432056931369277
242,242,242,242,2020-01-22,269.4542541503906,265.6713562011719,261.9319763183594,0.014239013205301188,0.02871844032852433
243,243,243,243,2020-01-23,271.7674255371094,262.4710693359375,260.88836669921875,0.03541859384614088,0.041700053457857766
244,244,244,244,2020-01-24,269.1238098144531,263.34942626953125,257.69683837890625,0.021926698784648035,0.04434269161946469
245,245,245,245,2020-01-27,268.66290283203125,266.1322631835937,259.1839904785156,0.009508954751163534,0.036572136789835286
