,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DVN,DVN_6m,DVN_12m,DVN_6m_ret,DVN_12m_ret
27,27,27,27,2019-03-15,22.661760330200195,21.395233154296875,22.782943725585938,0.05919669894548263,-0.005319040280543308
28,28,28,28,2019-03-18,23.326934814453125,20.36587715148925,22.50082397460937,0.14539308279915386,0.03671469279418216
29,29,29,29,2019-03-19,23.12049865722656,21.196983337402344,22.988813400268555,0.09074476727214997,0.0057282320172500345
30,30,30,30,2019-03-20,23.892711639404297,21.928964614868164,22.447452545166016,0.08955037590806647,0.06438410288785801
31,31,31,31,2019-03-21,24.198535919189453,22.36357879638672,22.317834854125977,0.08205113946696252,0.0842689748963612
32,32,32,32,2019-03-22,23.196956634521484,22.55472183227539,21.89846611022949,0.028474516645426773,0.059295957888366724
33,33,33,33,2019-03-25,23.563949584960938,22.661760330200195,21.395233154296875,0.039811084470716906,0.10136446819830569
34,34,34,34,2019-03-26,24.160308837890625,23.326934814453125,20.36587715148925,0.035725826391950655,0.18631319722577766
35,35,35,35,2019-03-27,23.95387840270996,23.12049865722656,21.196983337402344,0.03604505931462332,0.13006072710558958
36,36,36,36,2019-03-28,24.374391555786133,23.892711639404297,21.928964614868164,0.020160119271997567,0.111515841439223
37,37,37,37,2019-03-29,24.12972450256348,24.198535919189453,22.36357879638672,-0.002843619004710307,0.07897419828270591
38,38,38,38,2019-04-01,24.11443901062012,23.196956634521484,22.55472183227539,0.03955184253494903,0.06915257877899439
39,39,39,39,2019-04-02,23.86212921142578,23.563949584960938,22.661760330200195,0.012654059769978021,0.05296891608309506
40,40,40,40,2019-04-03,23.479846954345703,24.160308837890625,23.326934814453125,-0.028164453033719172,0.006555174998724489
41,41,41,41,2019-04-04,23.70922088623047,23.95387840270996,23.12049865722656,-0.010213691176282014,0.025463215034071007
42,42,42,42,2019-04-05,24.619047164916992,24.374391555786133,23.892711639404297,0.01003740374691664,0.030399878275633174
43,43,43,43,2019-04-08,24.489072799682617,24.12972450256348,24.198535919189453,0.0148923497688902,0.01200638259535225
44,44,44,44,2019-04-09,23.747447967529297,24.11443901062012,23.196956634521484,-0.01521872613039843,0.023731187745058557
45,45,45,45,2019-04-10,24.007396697998047,23.86212921142578,23.563949584960938,0.006087783922597678,0.018818878874198974
46,46,46,46,2019-04-11,23.83919715881348,23.479846954345703,24.160308837890625,0.015304622946073598,-0.01329087642180904
47,47,47,47,2019-04-12,25.597694396972656,23.70922088623047,23.95387840270996,0.0796514368736152,0.06862421051935907
48,48,48,48,2019-04-15,24.90194129943848,24.619047164916992,24.374391555786133,0.011490864476860096,0.021643606669931925
49,49,49,49,2019-04-16,25.10073471069336,24.489072799682617,24.12972450256348,0.02497693220213182,0.040241247181530104
50,50,50,50,2019-04-17,25.39126205444336,23.747447967529297,24.11443901062012,0.0692206627491807,0.05294848630983773
51,51,51,51,2019-04-18,25.65121078491211,24.007396697998047,23.86212921142578,0.06847115110365709,0.07497577259910537
52,52,52,52,2019-04-22,26.882169723510746,23.83919715881348,23.479846954345703,0.1276457652674039,0.14490395852155813
53,53,53,53,2019-04-23,26.45401191711425,25.597694396972656,23.70922088623047,0.033452915987733256,0.11576892568738373
54,54,54,54,2019-04-24,26.369909286499023,24.90194129943848,24.619047164916992,0.058949941669553585,0.07111819193705715
55,55,55,55,2019-04-25,25.643573760986328,25.10073471069336,24.489072799682617,0.021626420762166365,0.047143514609449655
56,56,56,56,2019-04-26,24.99368667602539,25.39126205444336,23.747447967529297,-0.015657960504897206,0.05247884784083401
57,57,57,57,2019-04-29,25.0166244506836,25.65121078491211,24.007396697998047,-0.024739040178242466,0.04203820036721062
58,58,58,58,2019-04-30,24.573177337646484,26.882169723510746,23.83919715881348,-0.08589308116170591,0.03078879602963669
59,59,59,59,2019-05-01,24.34380531311035,26.45401191711425,25.597694396972656,-0.0797688687302176,-0.048984454006552935
60,60,60,60,2019-05-02,23.640405654907227,26.369909286499023,24.90194129943848,-0.10350826777357403,-0.05066013245158929
61,61,61,61,2019-05-03,23.90036392211914,25.643573760986328,25.10073471069336,-0.06797842824541389,-0.04782213757523357
62,62,62,62,2019-05-06,24.07620620727539,24.99368667602539,25.39126205444336,-0.03670848885331002,-0.05179166928954759
63,63,63,63,2019-05-07,23.73979949951172,25.0166244506836,25.65121078491211,-0.0510390581946395,-0.07451544106154517
64,64,64,64,2019-05-08,24.106794357299805,24.573177337646484,26.882169723510746,-0.01897935191442146,-0.10324223806174537
65,65,65,65,2019-05-09,23.892711639404297,24.34380531311035,26.45401191711425,-0.018530121643025033,-0.0968208635323452
66,66,66,66,2019-05-10,23.93858337402344,23.640405654907227,26.369909286499023,0.012613054254182021,-0.09220076891657658
67,67,67,67,2019-05-13,22.87584114074707,23.90036392211914,25.643573760986328,-0.04286640926098628,-0.1079308463803137
68,68,68,68,2019-05-14,23.518075942993164,24.07620620727539,24.99368667602539,-0.023181819406147497,-0.059039338700187516
69,69,69,69,2019-05-15,23.64805030822754,23.73979949951172,25.0166244506836,-0.003864783747902667,-0.05470658701992326
70,70,70,70,2019-05-16,23.93094253540039,24.106794357299805,24.573177337646484,-0.007294699547895855,-0.026135602792487944
71,71,71,71,2019-05-17,23.403392791748047,23.892711639404297,24.34380531311035,-0.020479837326176753,-0.03863046509231838
72,72,72,72,2019-05-20,22.959941864013672,23.93858337402344,23.640405654907227,-0.04088134601447324,-0.028783930395555823
73,73,73,73,2019-05-21,23.79331970214844,22.87584114074707,23.90036392211914,0.04010687763376408,-0.004478769458051368
74,74,74,74,2019-05-22,22.409448623657227,23.518075942993164,24.07620620727539,-0.04713937152100389,-0.06922841452963213
75,75,75,75,2019-05-23,20.77328109741211,23.64805030822754,23.73979949951172,-0.12156474522617411,-0.1249597075224087
76,76,76,76,2019-05-24,20.63566017150879,23.93094253540039,24.106794357299805,-0.13769964801916934,-0.14398987000691432
77,77,77,77,2019-05-28,20.33747291564941,23.403392791748047,23.892711639404297,-0.13100322262589503,-0.14880013526348856
78,78,78,78,2019-05-29,20.52861976623535,22.959941864013672,23.93858337402344,-0.10589408771931863,-0.14244634089285146
79,79,79,79,2019-05-30,19.71053695678711,23.79331970214844,22.87584114074707,-0.1715936572311375,-0.13836886541067273
80,80,80,80,2019-05-31,19.236501693725582,22.409448623657227,23.518075942993164,-0.14158969206328553,-0.18205461448657356
81,81,81,81,2019-06-03,19.504100799560547,20.77328109741211,23.64805030822754,-0.06109676617285431,-0.17523429858508233
82,82,82,82,2019-06-04,19.871091842651367,20.63566017150879,23.93094253540039,-0.03705082960772177,-0.16964859143108957
83,83,83,83,2019-06-05,19.481164932250977,20.33747291564941,23.403392791748047,-0.042104935404217114,-0.16759227580370462
84,84,84,84,2019-06-06,19.595848083496094,20.52861976623535,22.959941864013672,-0.045437622858281124,-0.14652013495688765
85,85,85,85,2019-06-07,19.6417236328125,19.71053695678711,23.79331970214844,-0.0034911947921801856,-0.17448578514082125
86,86,86,86,2019-06-10,19.97048568725586,19.236501693725582,22.409448623657227,0.03815579387647605,-0.10883636529220986
87,87,87,87,2019-06-11,19.95519256591797,19.504100799560547,20.77328109741211,0.023128047326723467,-0.03938176774568636
88,88,88,88,2019-06-12,19.481164932250977,19.871091842651367,20.63566017150879,-0.01962282261528525,-0.05594661036586557
89,89,89,89,2019-06-13,20.04127693176269,19.481164932250977,20.33747291564941,0.02875146334726897,-0.014564050563961706
90,90,90,90,2019-06-14,19.77272605895996,19.595848083496094,20.52861976623535,0.00902629856642112,-0.03682145784192736
91,91,91,91,2019-06-17,20.256113052368164,19.6417236328125,19.71053695678711,0.031279811845498884,0.027679413137103426
92,92,92,92,2019-06-18,20.63974571228028,19.97048568725586,19.236501693725582,0.03351245610673903,0.07294694435071825
93,93,93,93,2019-06-19,20.64742088317871,19.95519256591797,19.504100799560547,0.03468913241373661,0.05861947163664816
94,94,94,94,2019-06-20,21.537464141845703,19.481164932250977,19.871091842651367,0.105553195445234,0.08385912119925032
95,95,95,95,2019-06-21,21.667903900146484,20.04127693176269,19.481164932250977,0.08116383870759303,0.11224888118858711
96,96,96,96,2019-06-24,21.422372817993164,19.77272605895996,19.595848083496094,0.08343041592313316,0.09320978233319721
97,97,97,97,2019-06-25,21.422372817993164,20.256113052368164,19.6417236328125,0.05757569394532247,0.09065646266430494
98,98,98,98,2019-06-26,22.043869018554688,20.63974571228028,19.97048568725586,0.06803006809521772,0.10382237887293622
99,99,99,99,2019-06-27,21.71393585205078,20.64742088317871,19.95519256591797,0.05165366536122451,0.08813461861233152
100,100,100,100,2019-06-28,21.882736206054688,21.537464141845703,19.481164932250977,0.016031231064856266,0.12327657417590676
101,101,101,101,2019-07-01,22.17430305480957,21.667903900146484,20.04127693176269,0.02337093412435065,0.10643164755965828
102,102,102,102,2019-07-02,21.130809783935547,21.422372817993164,19.77272605895996,-0.013610211928191562,0.06868469835297053
103,103,103,103,2019-07-03,21.115463256835938,21.422372817993164,20.256113052368164,-0.014326590418566765,0.04242424014153623
104,104,104,104,2019-07-05,21.407026290893555,22.043869018554688,20.63974571228028,-0.028889789134797117,0.03717490463832385
105,105,105,105,2019-07-08,21.43771743774414,21.71393585205078,20.64742088317871,-0.012720789827724954,0.03827580011260756
106,106,106,106,2019-07-09,21.545135498046875,21.882736206054688,21.537464141845703,-0.015427719131138717,0.0003561866035224348
107,107,107,107,2019-07-10,22.128267288208008,22.17430305480957,21.667903900146484,-0.002076086291766366,0.02124632775662305
108,108,108,108,2019-07-11,21.990158081054688,21.130809783935547,21.422372817993164,0.040668024837005934,0.026504312472081848
109,109,109,109,2019-07-12,21.982481002807617,21.115463256835938,21.422372817993164,0.04106079679265329,0.026145945156178296
110,110,110,110,2019-07-15,21.215208053588867,21.407026290893555,22.043869018554688,-0.008960527010997588,-0.037591448409910355
111,111,111,111,2019-07-16,20.56302070617676,21.43771743774414,21.71393585205078,-0.040801766051237864,-0.053003525188425105
112,112,112,112,2019-07-17,19.895490646362305,21.545135498046875,21.882736206054688,-0.07656692861523728,-0.09081339467696625
113,113,113,113,2019-07-18,19.719018936157227,22.128267288208008,22.17430305480957,-0.10887650265028437,-0.110726551927403
114,114,114,114,2019-07-19,20.21007537841797,21.990158081054688,21.130809783935547,-0.08094906348901254,-0.043573077176510044
115,115,115,115,2019-07-22,20.263782501220703,21.982481002807617,21.115463256835938,-0.07818491922578719,-0.040334457513713784
116,116,116,116,2019-07-23,20.110326766967773,21.215208053588867,21.407026290893555,-0.052079681888115514,-0.060573547502830505
117,117,117,117,2019-07-24,20.34051513671875,20.56302070617676,21.43771743774414,-0.010820665535349772,-0.05118092932289564
118,118,118,118,2019-07-25,19.61927032470703,19.895490646362305,21.545135498046875,-0.013883564198793885,-0.08938747094509703
119,119,119,119,2019-07-26,19.59625244140625,19.719018936157227,22.128267288208008,-0.006225791209413023,-0.11442445148658564
120,120,120,120,2019-07-29,19.58090782165528,20.21007537841797,21.990158081054688,-0.031131381005860437,-0.10956038835732895
121,121,121,121,2019-07-30,20.624406814575195,20.263782501220703,21.982481002807617,0.017796495463409556,-0.061779841322686324
122,122,122,122,2019-07-31,20.71647834777832,20.110326766967773,21.215208053588867,0.030141309379725367,-0.023508122312577484
123,123,123,123,2019-08-01,19.3046875,20.34051513671875,20.56302070617676,-0.050924356131417325,-0.06119398624146599
124,124,124,124,2019-08-02,19.204944610595703,19.61927032470703,19.895490646362305,-0.021118303955960926,-0.03470867082601259
125,125,125,125,2019-08-05,18.460681915283203,19.59625244140625,19.719018936157227,-0.057948351579898194,-0.06381336845144503
126,126,126,126,2019-08-06,18.58344841003418,19.58090782165528,20.21007537841797,-0.050940406885424006,-0.08048594267594067
127,127,127,127,2019-08-07,18.537412643432617,20.624406814575195,20.263782501220703,-0.10119050646672212,-0.08519484739258765
128,128,128,128,2019-08-08,18.75224876403809,20.71647834777832,20.110326766967773,-0.09481484018498154,-0.0675313742370609
129,129,129,129,2019-08-09,18.453014373779297,19.3046875,20.34051513671875,-0.04411742620649539,-0.09279513081417157
130,130,130,130,2019-08-12,18.03868103027344,19.204944610595703,19.61927032470703,-0.06072725560889225,-0.08056310292249325
131,131,131,131,2019-08-13,18.123083114624023,18.460681915283203,19.59625244140625,-0.01828745017158273,-0.07517607415943817
132,132,132,132,2019-08-14,16.903108596801758,18.58344841003418,19.58090782165528,-0.09042131342668991,-0.13675562181504375
133,133,133,133,2019-08-15,16.58852767944336,18.537412643432617,20.624406814575195,-0.10513252315606747,-0.19568461635850265
134,134,134,134,2019-08-16,17.294422149658203,18.75224876403809,20.71647834777832,-0.0777414289200139,-0.16518522794619217
135,135,135,135,2019-08-19,17.854536056518555,18.453014373779297,19.3046875,-0.032432550321488174,-0.07511913588248686
136,136,136,136,2019-08-20,17.923593521118164,18.03868103027344,19.204944610595703,-0.006380040146068966,-0.06671985342621578
137,137,137,137,2019-08-21,17.938934326171875,18.123083114624023,18.460681915283203,-0.010161007775964626,-0.02826263902415138
138,138,138,138,2019-08-22,17.670392990112305,16.903108596801758,18.58344841003418,0.04539309375647771,-0.049132722828173714
139,139,139,139,2019-08-23,16.634565353393555,16.58852767944336,18.537412643432617,0.0027752718529230336,-0.10264902263548614
140,140,140,140,2019-08-26,16.5501651763916,17.294422149658203,18.75224876403809,-0.04303450944045051,-0.11743037410369195
141,141,141,141,2019-08-27,16.373685836791992,17.854536056518555,18.453014373779297,-0.08293971991425197,-0.11268232359597108
142,142,142,142,2019-08-28,16.818710327148438,17.923593521118164,18.03868103027344,-0.06164406666932709,-0.0676308151952788
143,143,143,143,2019-08-29,17.294422149658203,17.938934326171875,18.123083114624023,-0.03592811951897079,-0.04572406139312746
144,144,144,144,2019-08-30,16.872421264648438,17.670392990112305,16.903108596801758,-0.04515868582608107,-0.0018154845292259747
145,145,145,145,2019-09-03,16.94915008544922,16.634565353393555,16.58852767944336,0.018911508979793545,0.02173926541128446
146,146,146,146,2019-09-04,17.52460479736328,16.5501651763916,17.294422149658203,0.05887793931879859,0.01330964664289902
147,147,147,147,2019-09-05,18.0310115814209,16.373685836791992,17.854536056518555,0.10121885573893596,0.009884072279655376
148,148,148,148,2019-09-06,17.915916442871094,16.818710327148438,17.923593521118164,0.06523723248574931,-0.00042832249225166485
149,149,149,149,2019-09-09,18.898033142089844,17.294422149658203,17.938934326171875,0.09272417306312453,0.05346464837204401
150,150,150,150,2019-09-10,18.84432411193848,16.872421264648438,17.670392990112305,0.11687136163566691,0.06643491870741425
151,151,151,151,2019-09-11,19.158905029296875,16.94915008544922,16.634565353393555,0.13037556058605682,0.15175266815061916
152,152,152,152,2019-09-12,18.91249084472656,17.52460479736328,16.5501651763916,0.07919642487869938,0.1427372864957721
153,153,153,153,2019-09-13,19.30521583557129,18.0310115814209,16.373685836791992,0.07066737483898722,0.17903910139719992
154,154,154,154,2019-09-16,21.65387535095215,17.915916442871094,16.818710327148438,0.20863900096879617,0.28748726446634154
155,155,155,155,2019-09-17,20.54499626159668,18.898033142089844,17.294422149658203,0.08714997519179435,0.18795505763704967
156,156,156,156,2019-09-18,20.406391143798828,18.84432411193848,16.872421264648438,0.0828932373791389,0.20945244453769418
157,157,157,157,2019-09-19,19.99056434631348,19.158905029296875,16.94915008544922,0.04340849937639302,0.17944346740284667
158,158,158,158,2019-09-20,20.10607147216797,18.91249084472656,17.52460479736328,0.06311070483739156,0.14730527191078746
159,159,159,159,2019-09-23,19.890457153320312,19.30521583557129,18.0310115814209,0.03031519164218155,0.10312486149226263
160,160,160,160,2019-09-24,19.03569602966309,21.65387535095215,17.915916442871094,-0.12091042729558954,0.06250194291554467
161,161,161,161,2019-09-25,19.02799415588379,20.54499626159668,18.898033142089844,-0.0738380326964827,0.006876959777602165
162,162,162,162,2019-09-26,18.79698181152344,20.406391143798828,18.84432411193848,-0.07886790569357782,-0.002512284342692128
163,163,163,163,2019-09-27,18.67377471923828,19.99056434631348,19.158905029296875,-0.06587055794240404,-0.0253214006393766
164,164,164,164,2019-09-30,18.527462005615234,20.10607147216797,18.91249084472656,-0.07851406818770834,-0.020358441533294025
165,165,165,165,2019-10-01,17.81901741027832,19.890457153320312,19.30521583557129,-0.10414238984427804,-0.07698429470830048
166,166,166,166,2019-10-02,16.964258193969727,19.03569602966309,21.65387535095215,-0.10881860229673068,-0.21657172589091367
167,167,167,167,2019-10-03,17.457088470458984,19.02799415588379,20.54499626159668,-0.08255760815120139,-0.15029974947767233
168,168,168,168,2019-10-04,17.40318489074707,18.79698181152344,20.406391143798828,-0.07415003827486322,-0.14716988574260392
169,169,169,169,2019-10-07,16.8564510345459,18.67377471923828,19.99056434631348,-0.0973195677904437,-0.1567796315037776
170,170,170,170,2019-10-08,16.101795196533203,18.527462005615234,20.10607147216797,-0.13092277875657599,-0.19915756696566633
171,171,171,171,2019-10-09,16.22500228881836,17.81901741027832,19.890457153320312,-0.08945583725287265,-0.18428208242011568
172,172,172,172,2019-10-10,16.040191650390625,16.964258193969727,19.03569602966309,-0.05447137935613233,-0.15736248228615368
173,173,173,173,2019-10-11,16.371313095092773,17.457088470458984,19.02799415588379,-0.06219681920061115,-0.13961960672399742
174,174,174,174,2019-10-14,16.132600784301758,17.40318489074707,18.79698181152344,-0.07300871159053524,-0.14174515110656172
175,175,175,175,2019-10-15,16.14799690246582,16.8564510345459,18.67377471923828,-0.04202866490865487,-0.13525802119537889
176,176,176,176,2019-10-16,15.901586532592772,16.101795196533203,18.527462005615234,-0.01243393432202744,-0.14172882784628693
177,177,177,177,2019-10-17,15.693671226501465,16.22500228881836,17.81901741027832,-0.032747672564771624,-0.11927403935027969
178,178,178,178,2019-10-18,15.247036933898926,16.040191650390625,16.964258193969727,-0.0494479575917276,-0.10122583849149502
179,179,179,179,2019-10-21,15.585864067077637,16.371313095092773,17.457088470458984,-0.0479771551281718,-0.10718994788551639
180,180,180,180,2019-10-22,15.916983604431152,16.132600784301758,17.40318489074707,-0.01336530809591574,-0.08539823576235761
181,181,181,181,2019-10-23,16.40212059020996,16.14799690246582,16.8564510345459,0.015737164756659983,-0.0269529121761648
182,182,182,182,2019-10-24,16.525325775146484,15.901586532592772,16.101795196533203,0.0392249692365767,0.02630331422327803
183,183,183,183,2019-10-25,16.533031463623047,15.693671226501465,16.22500228881836,0.053483995236511594,0.01898484630827868
184,184,184,184,2019-10-28,16.20960235595703,15.247036933898926,16.040191650390625,0.06313131044616416,0.010561638492784464
185,185,185,185,2019-10-29,16.4791259765625,15.585864067077637,16.371313095092773,0.05731231233895584,0.006585475510943795
186,186,186,186,2019-10-30,15.593560218811035,15.916983604431152,16.132600784301758,-0.020319389254762954,-0.033413122452968014
187,187,187,187,2019-10-31,15.616668701171877,16.40212059020996,16.14799690246582,-0.04788721584615718,-0.03290366009500589
188,188,188,188,2019-11-01,16.302011489868164,16.525325775146484,15.901586532592772,-0.013513457363374726,0.02518144692384361
189,189,189,189,2019-11-04,17.380083084106445,16.533031463623047,15.693671226501465,0.05123389635755138,0.10745808506279797
190,190,190,190,2019-11-05,17.6958065032959,16.20960235595703,15.247036933898926,0.09168665058539749,0.16060625943343743
191,191,191,191,2019-11-06,17.002758026123047,16.4791259765625,15.585864067077637,0.03177547464017727,0.09090891290642955
192,192,192,192,2019-11-07,17.464792251586914,15.593560218811035,15.916983604431152,0.12000030823740615,0.0972425860088757
193,193,193,193,2019-11-08,17.641904830932617,15.616668701171877,16.40212059020996,0.1296842603575734,0.07558682634382374
194,194,194,194,2019-11-11,17.349285125732422,16.302011489868164,16.525325775146484,0.06424198857393448,0.04986039983702728
195,195,195,195,2019-11-12,17.226072311401367,17.380083084106445,16.533031463623047,-0.008861336965984679,0.041918558571862
196,196,196,196,2019-11-13,16.64853286743164,17.6958065032959,16.20960235595703,-0.05918202347370827,0.027078425604518452
197,197,197,197,2019-11-14,16.817951202392578,17.002758026123047,16.4791259765625,-0.010869226242385621,0.020560873574968275
198,198,198,198,2019-11-15,17.372385025024414,17.464792251586914,15.593560218811035,-0.005291057874112659,0.11407432178749799
199,199,199,199,2019-11-18,16.910350799560547,17.641904830932617,15.616668701171877,-0.04146683923208749,0.08283982475030616
200,200,200,200,2019-11-19,16.548423767089844,17.349285125732422,16.302011489868164,-0.046161058097704655,0.015115452309356181
201,201,201,201,2019-11-20,16.902652740478516,17.226072311401367,17.380083084106445,-0.018775003673285995,-0.02746996900518417
202,202,202,202,2019-11-21,17.534095764160156,16.64853286743164,17.6958065032959,0.05319164780344576,-0.009138365019171202
203,203,203,203,2019-11-22,17.534095764160156,16.817951202392578,17.002758026123047,0.0425821524363621,0.031250091145257786
204,204,204,204,2019-11-25,17.510995864868164,17.372385025024414,17.464792251586914,0.007978803120244349,0.002645528937056385
205,205,205,205,2019-11-26,17.141368865966797,16.910350799560547,17.641904830932617,0.013661340864215221,-0.028371990993183438
206,206,206,206,2019-11-27,17.333881378173828,16.548423767089844,17.349285125732422,0.04746419490695164,-0.0008878606494135965
207,207,207,207,2019-11-29,16.8564510345459,16.902652740478516,17.226072311401367,-0.002733399700153183,-0.02145708378402833
208,208,208,208,2019-12-02,16.81024169921875,17.534095764160156,16.64853286743164,-0.04128265721127011,0.009713098029403566
209,209,209,209,2019-12-03,16.4868221282959,17.534095764160156,16.817951202392578,-0.05972783826154837,-0.01968902573873399
210,210,210,210,2019-12-04,17.24147605895996,17.510995864868164,17.372385025024414,-0.015391460770596943,-0.007535463085574179
211,211,211,211,2019-12-05,16.995058059692383,17.141368865966797,16.910350799560547,-0.008535538055242875,0.005009195914140285
212,212,212,212,2019-12-06,17.81901741027832,17.333881378173828,16.548423767089844,0.02798773232147278,0.0767803424103346
213,213,213,213,2019-12-09,17.826711654663086,16.8564510345459,16.902652740478516,0.0575601956858367,0.05466946096405523
214,214,214,214,2019-12-10,18.03462600708008,16.81024169921875,17.534095764160156,0.07283561591611343,0.02854611094020676
215,215,215,215,2019-12-11,18.03462600708008,16.4868221282959,17.534095764160156,0.09388127479872121,0.02854611094020676
216,216,216,216,2019-12-12,18.544822692871094,17.24147605895996,17.510995864868164,0.07559368057897897,0.0590387226392457
217,217,217,217,2019-12-13,18.15058135986328,16.995058059692383,17.141368865966797,0.06799172418901489,0.05887584018451508
218,218,218,218,2019-12-16,18.436599731445312,17.81901741027832,17.333881378173828,0.034658606978562156,0.06361635511478614
219,219,219,219,2019-12-17,18.683969497680664,17.826711654663086,16.8564510345459,0.048088388908974045,0.10841656167062785
220,220,220,220,2019-12-18,19.093673706054688,18.03462600708008,16.81024169921875,0.05872301973763361,0.13583576296479172
221,221,221,221,2019-12-19,19.410614013671875,18.03462600708008,16.4868221282959,0.07629700810272433,0.1773411432854577
222,222,222,222,2019-12-20,19.68889808654785,18.544822692871094,17.24147605895996,0.06169244174637245,0.14194968106086403
223,223,223,223,2019-12-23,20.27639579772949,18.15058135986328,16.995058059692383,0.11712101093175242,0.19307599459277758
224,224,224,224,2019-12-24,20.51603507995605,18.436599731445312,17.81901741027832,0.11278844140463007,0.15135613864555997
225,225,225,225,2019-12-26,20.37689208984375,18.683969497680664,17.826711654663086,0.09060829350921584,0.14305388927483942
226,226,226,226,2019-12-27,19.88988494873047,19.093673706054688,18.03462600708008,0.04170026444011654,0.10287204962953189
227,227,227,227,2019-12-30,19.735280990600582,19.410614013671875,18.03462600708008,0.016726260009087168,0.09429943170725319
228,228,228,228,2019-12-31,20.075408935546875,19.68889808654785,18.544822692871094,0.0196309030246391,0.08253442311228798
229,229,229,229,2020-01-02,19.936267852783203,20.27639579772949,18.15058135986328,-0.016774576129766183,0.0983817794877162
230,230,230,230,2020-01-03,20.1759033203125,20.51603507995605,18.436599731445312,-0.01657882521247278,0.09433971633612281
231,231,231,231,2020-01-06,20.41554069519043,20.37689208984375,18.683969497680664,0.0018966879333841558,0.09267683709956365
232,232,232,232,2020-01-07,20.477384567260746,19.88988494873047,19.093673706054688,0.029537607685748535,0.07246959817728937
233,233,233,233,2020-01-08,19.750741958618164,19.735280990600582,19.410614013671875,0.0007834176784686786,0.017522781335341575
234,234,234,234,2020-01-09,19.982646942138672,20.075408935546875,19.68889808654785,-0.0046206776512508485,0.014919517298508378
235,235,235,235,2020-01-10,19.40288352966309,19.936267852783203,20.27639579772949,-0.026754472153906694,-0.04308025335371557
236,236,236,236,2020-01-13,19.60386657714844,20.1759033203125,20.51603507995605,-0.028352472455999034,-0.044461246983282354
237,237,237,237,2020-01-14,20.27639579772949,20.41554069519043,20.37689208984375,-0.006815636163568395,-0.004931875365053906
238,238,238,238,2020-01-15,20.28412818908692,20.477384567260746,19.88988494873047,-0.009437551828899271,0.01982129315341341
239,239,239,239,2020-01-16,20.438730239868164,19.750741958618164,19.735280990600582,0.034833541073620244,0.03564424796396959
240,240,240,240,2020-01-17,19.982646942138672,19.982646942138672,20.075408935546875,0.0,-0.0046206776512508485
241,241,241,241,2020-01-21,19.317848205566406,19.40288352966309,19.936267852783203,-0.0043826127166449735,-0.031019830380662916
242,242,242,242,2020-01-22,18.78445816040039,19.60386657714844,20.1759033203125,-0.04179830614146329,-0.06896569327387903
