,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TYL,TYL_6m,TYL_12m,TYL_6m_ret,TYL_12m_ret
249,249,249,249,2020-01-31,323.67999267578125,311.75,308.57000732421875,0.03826781932888923,0.04896777066115243
250,250,250,250,2020-02-03,329.2699890136719,309.8999938964844,311.3099975585937,0.06250401903414571,0.05769166295951611
251,251,251,251,2020-02-04,337.44000244140625,308.70001220703125,312.19000244140625,0.09310006186556419,0.0808802325588216
252,252,252,252,2020-02-05,330.239990234375,313.69000244140625,309.0299987792969,0.052759054047506915,0.06863408581322195
253,253,253,253,2020-02-06,333.010009765625,316.2300109863281,310.8399963378906,0.053062638574244536,0.07132291110837308
254,254,254,254,2020-02-07,329.739990234375,321.42999267578125,311.4800109863281,0.02585321142378838,0.05862327791187982
255,255,255,255,2020-02-10,332.19000244140625,323.67999267578125,311.75,0.026291429678043654,0.06556536468775054
256,256,256,256,2020-02-11,335.2900085449219,329.2699890136719,309.8999938964844,0.01828292808975074,0.08192970360921814
257,257,257,257,2020-02-12,338.42999267578125,337.44000244140625,308.70001220703125,0.002933825945982571,0.09630702718862039
258,258,258,258,2020-02-13,334.1700134277344,330.239990234375,313.69000244140625,0.011900506630254437,0.06528742015025979
259,259,259,259,2020-02-14,338.25,333.010009765625,316.2300109863281,0.015735233418547878,0.06963282499656209
260,260,260,260,2020-02-18,332.9200134277344,329.739990234375,321.42999267578125,0.009644032533327351,0.03574657316917795
261,261,261,261,2020-02-19,331.5899963378906,332.19000244140625,323.67999267578125,-0.001806213610000107,0.024437728129932834
262,262,262,262,2020-02-20,334.1600036621094,335.2900085449219,329.2699890136719,-0.003370231304286264,0.014851079088882502
263,263,263,263,2020-02-21,330.1499938964844,338.42999267578125,337.44000244140625,-0.02446591306471224,-0.02160386584927121
264,264,264,264,2020-02-24,326.44000244140625,334.1700134277344,330.239990234375,-0.023131970780495448,-0.011506746321885086
265,265,265,265,2020-02-25,322.0299987792969,338.25,333.010009765625,-0.04795270131767371,-0.032972014847409414
266,266,266,266,2020-02-26,324.32000732421875,332.9200134277344,329.739990234375,-0.025832049010722447,-0.016437141598456995
267,267,267,267,2020-02-27,315.6499938964844,331.5899963378906,332.19000244140625,-0.04807142138619702,-0.049790807740637266
268,268,268,268,2020-02-28,313.3500061035156,334.1600036621094,335.2900085449219,-0.06227554863099671,-0.06543589693179519
269,269,269,269,2020-03-02,331.6600036621094,330.1499938964844,338.42999267578125,0.0045737082948378305,-0.020004104719399285
270,270,270,270,2020-03-03,323.9700012207031,326.44000244140625,334.1700134277344,-0.007566478379580577,-0.03052342160328836
271,271,271,271,2020-03-04,336.57000732421875,322.0299987792969,338.25,0.04515109958711294,-0.004966718923226199
272,272,272,272,2020-03-05,323.44000244140625,324.32000732421875,332.9200134277344,-0.002713384505855565,-0.02847534123503792
273,273,273,273,2020-03-06,321.6499938964844,315.6499938964844,331.5899963378906,0.019008395742176498,-0.02997678624561817
274,274,274,274,2020-03-09,301.9800109863281,313.3500061035156,334.1600036621094,-0.036285287683803014,-0.09630115011705742
275,275,275,275,2020-03-10,299.1400146484375,331.6600036621094,330.1499938964844,-0.09805218794727744,-0.09392694175778116
276,276,276,276,2020-03-11,288.4200134277344,323.9700012207031,326.44000244140625,-0.10973234453504377,-0.1164685355021593
277,277,277,277,2020-03-12,274.7099914550781,336.57000732421875,322.0299987792969,-0.18379539032885572,-0.14694285471413326
278,278,278,278,2020-03-13,287.1300048828125,323.44000244140625,324.32000732421875,-0.11226192581163985,-0.11467070054740058
279,279,279,279,2020-03-16,264.8299865722656,321.6499938964844,315.6499938964844,-0.1766516661041969,-0.16100113513984382
280,280,280,280,2020-03-17,286.32000732421875,301.9800109863281,313.3500061035156,-0.05185774916346486,-0.08626136350023705
281,281,281,281,2020-03-18,265.8599853515625,299.1400146484375,331.6600036621094,-0.1112523489576851,-0.19839600067538754
282,282,282,282,2020-03-19,264.1499938964844,288.4200134277344,323.9700012207031,-0.08414818112936195,-0.18464674846072138
283,283,283,283,2020-03-20,260.760009765625,274.7099914550781,336.57000732421875,-0.05078075833923312,-0.2252428793679343
284,284,284,284,2020-03-23,265.6600036621094,287.1300048828125,323.44000244140625,-0.07477449537001801,-0.17864209232982609
285,285,285,285,2020-03-24,270.9800109863281,264.8299865722656,321.6499938964844,0.023222537952228173,-0.15753142817239785
286,286,286,286,2020-03-25,262.1400146484375,286.32000732421875,301.9800109863281,-0.08445093621557742,-0.13192924991215504
287,287,287,287,2020-03-26,289.0799865722656,265.8599853515625,299.1400146484375,0.08733921048704607,-0.033629830793432514
288,288,288,288,2020-03-27,282.8299865722656,264.1499938964844,288.4200134277344,0.07071736932578387,-0.01938154980659612
289,289,289,289,2020-03-30,300.8099975585937,260.760009765625,274.7099914550781,0.15358945502788646,0.09500930768942761
290,290,290,290,2020-03-31,296.5599975585937,265.6600036621094,287.1300048828125,0.11631406109511966,0.032842240502276576
291,291,291,291,2020-04-01,291.5799865722656,270.9800109863281,264.8299865722656,0.07602027732952177,0.10100819905717362
292,292,292,292,2020-04-02,280.3399963378906,262.1400146484375,286.32000732421875,0.0694284759000321,-0.020885760105323614
293,293,293,293,2020-04-03,284.82000732421875,289.0799865722656,265.8599853515625,-0.01473633404567054,0.07131581666035336
294,294,294,294,2020-04-06,299.8500061035156,282.8299865722656,264.1499938964844,0.06017756369302529,0.13515053201561478
295,295,295,295,2020-04-07,294.0299987792969,300.8099975585937,260.760009765625,-0.022539140435238303,0.12758854029640299
296,296,296,296,2020-04-08,308.92999267578125,296.5599975585937,265.6600036621094,0.04171161053082861,0.16287731844160702
297,297,297,297,2020-04-09,311.989990234375,291.5799865722656,270.9800109863281,0.06999795802875153,0.15133949954011916
298,298,298,298,2020-04-13,306.0299987792969,280.3399963378906,262.1400146484375,0.0916387343118974,0.16742954786861253
299,299,299,299,2020-04-14,327.1300048828125,284.82000732421875,289.0799865722656,0.1485499489873654,0.1316245332709498
300,300,300,300,2020-04-15,323.45001220703125,299.8500061035156,282.8299865722656,0.07870603842965518,0.14361993976330667
301,301,301,301,2020-04-16,326.5,294.0299987792969,300.8099975585937,0.11043091302080232,0.08540275472859649
302,302,302,302,2020-04-17,326.7200012207031,308.92999267578125,296.5599975585937,0.05758588989963265,0.10169950064202604
303,303,303,303,2020-04-20,328.04998779296875,311.989990234375,291.5799865722656,0.05147600263242125,0.12507717573292476
304,304,304,304,2020-04-21,312.8999938964844,306.0299987792969,280.3399963378906,0.02244876366562365,0.1161446742667056
305,305,305,305,2020-04-22,318.2200012207031,327.1300048828125,284.82000732421875,-0.02723688909337807,0.11726702140859158
306,306,306,306,2020-04-23,319.3599853515625,323.45001220703125,299.8500061035156,-0.012645004486352751,0.06506579573425642
307,307,307,307,2020-04-24,314.7099914550781,326.5,294.0299987792969,-0.036110286508183376,0.07033293460407752
308,308,308,308,2020-04-27,320.94000244140625,326.7200012207031,308.92999267578125,-0.017690985423914785,0.03887615333688044
309,309,309,309,2020-04-28,312.010009765625,328.04998779296875,311.989990234375,-0.04889492036032794,6.416722291291421e-05
310,310,310,310,2020-04-29,320.989990234375,312.8999938964844,306.0299987792969,0.025854894521241123,0.04888406860357164
311,311,311,311,2020-04-30,320.69000244140625,318.2200012207031,327.1300048828125,0.007761929518032007,-0.019686370388779406
312,312,312,312,2020-05-01,314.7799987792969,319.3599853515625,323.45001220703125,-0.014341140976768973,-0.026804801671130973
313,313,313,313,2020-05-04,314.739990234375,314.7099914550781,326.5,9.532197931871877e-05,-0.03601840663284839
314,314,314,314,2020-05-05,322.5599975585937,320.94000244140625,326.7200012207031,0.00504765720964695,-0.012732626244388645
315,315,315,315,2020-05-06,326.3599853515625,312.010009765625,328.04998779296875,0.04599203595011869,-0.005151661345199621
316,316,316,316,2020-05-07,332.5899963378906,320.989990234375,312.8999938964844,0.0361382175657432,0.06292746189033238
317,317,317,317,2020-05-08,330.2300109863281,320.69000244140625,318.2200012207031,0.029748381528248435,0.0377412158869781
318,318,318,318,2020-05-11,335.6099853515625,314.7799987792969,319.3599853515625,0.0661731579294853,0.050883018365971644
319,319,319,319,2020-05-12,331.8999938964844,314.739990234375,314.7099914550781,0.05452120542207228,0.05462172447060665
320,320,320,320,2020-05-13,331.739990234375,322.5599975585937,320.94000244140625,0.02845979893744799,0.03365111145638666
321,321,321,321,2020-05-14,334.0400085449219,326.3599853515625,312.010009765625,0.02353236774749301,0.07060670520104573
322,322,322,322,2020-05-15,354.75,332.5899963378906,320.989990234375,0.06662859348179606,0.10517464965488399
323,323,323,323,2020-05-18,352.0799865722656,330.2300109863281,320.69000244140625,0.06616592937957444,0.0978826402191777
324,324,324,324,2020-05-19,352.8500061035156,335.6099853515625,314.7799987792969,0.05136921278994011,0.12094163375008771
325,325,325,325,2020-05-20,361.6300048828125,331.8999938964844,314.739990234375,0.0895752079935277,0.14898016173133977
326,326,326,326,2020-05-21,354.42999267578125,331.739990234375,322.5599975585937,0.06839694673342134,0.09880330902283796
327,327,327,327,2020-05-22,360.04998779296875,334.0400085449219,326.3599853515625,0.0778648622401441,0.10322957456047988
328,328,328,328,2020-05-26,352.7799987792969,354.75,332.5899963378906,-0.005553209924462621,0.060705380990757396
329,329,329,329,2020-05-27,365.0,352.0799865722656,330.2300109863281,0.03669624494569934,0.10529021547684647
330,330,330,330,2020-05-28,370.4500122070313,352.8500061035156,335.6099853515625,0.04987956865261434,0.10381105561854098
331,331,331,331,2020-05-29,375.30999755859375,361.6300048828125,331.8999938964844,0.037828699198271254,0.1307924207906086
332,332,332,332,2020-06-01,375.8500061035156,354.42999267578125,331.739990234375,0.06043510388616746,0.13296562720091964
333,333,333,333,2020-06-02,382.6600036621094,360.04998779296875,334.0400085449219,0.06279687997695893,0.14555141262561988
334,334,334,334,2020-06-03,378.1499938964844,352.7799987792969,354.75,0.07191449403303407,0.06596192782659438
335,335,335,335,2020-06-04,371.5799865722656,365.0,352.0799865722656,0.01802736047196052,0.055385141853263375
336,336,336,336,2020-06-05,358.42999267578125,370.4500122070313,352.8500061035156,-0.032447075543710624,0.01581404697674471
337,337,337,337,2020-06-08,358.1700134277344,375.30999755859375,361.6300048828125,-0.045668871712332804,-0.009567766524791965
338,338,338,338,2020-06-09,355.6099853515625,375.8500061035156,354.42999267578125,-0.05385132479252552,0.003329268685397846
339,339,339,339,2020-06-10,363.8299865722656,382.6600036621094,360.04998779296875,-0.04920821854815727,0.010498538834753157
340,340,340,340,2020-06-11,351.8999938964844,378.1499938964844,352.7799987792969,-0.06941689917674765,-0.0024944863253515415
341,341,341,341,2020-06-12,342.7099914550781,371.5799865722656,365.0,-0.07769523698923109,-0.06106851656142975
342,342,342,342,2020-06-15,341.0799865722656,358.42999267578125,370.4500122070313,-0.04840556442833621,-0.07928202096630466
343,343,343,343,2020-06-16,342.79998779296875,358.1700134277344,375.30999755859375,-0.04291265337282835,-0.08662175262344163
344,344,344,344,2020-06-17,339.04998779296875,355.6099853515625,375.8500061035156,-0.04656786434785354,-0.09791144795248852
345,345,345,345,2020-06-18,342.54998779296875,363.8299865722656,382.6600036621094,-0.05848885348835897,-0.10481893975142997
346,346,346,346,2020-06-19,333.2099914550781,351.8999938964844,378.1499938964844,-0.05311168731336813,-0.11884173784677687
347,347,347,347,2020-06-22,338.29998779296875,342.7099914550781,371.5799865722656,-0.012868033532916212,-0.08956348560722205
348,348,348,348,2020-06-23,334.4700012207031,341.0799865722656,358.42999267578125,-0.019379575500722113,-0.06684706063856438
349,349,349,349,2020-06-24,338.4700012207031,342.79998779296875,358.1700134277344,-0.012631233157688104,-0.05500184680034914
350,350,350,350,2020-06-25,340.32000732421875,339.04998779296875,355.6099853515625,0.003745817953031416,-0.042996481137130615
351,351,351,351,2020-06-26,340.7900085449219,342.54998779296875,363.8299865722656,-0.005137875670019221,-0.06332622070107308
352,352,352,352,2020-06-29,339.8599853515625,333.2099914550781,351.8999938964844,0.019957366426633483,-0.03421429029198442
353,353,353,353,2020-06-30,346.8800048828125,338.29998779296875,342.7099914550781,0.025362156072835873,0.012167761465107452
354,354,354,354,2020-07-01,350.32000732421875,334.4700012207031,341.0799865722656,0.04738842361248663,0.02709048057850616
355,355,355,355,2020-07-02,355.2200012207031,338.4700012207031,342.79998779296875,0.049487399000178955,0.036231078967352115
356,356,356,356,2020-07-06,352.4700012207031,340.32000732421875,339.04998779296875,0.03570167382168998,0.03958122374547601
357,357,357,357,2020-07-07,352.5199890136719,340.7900085449219,342.54998779296875,0.03441996588700991,0.029105244711696843
358,358,358,358,2020-07-08,355.0400085449219,339.8599853515625,333.2099914550781,0.044665520648618395,0.0655142932374726
359,359,359,359,2020-07-09,361.2900085449219,346.8800048828125,338.29998779296875,0.04154175351495848,0.06795749802397988
360,360,360,360,2020-07-10,359.7300109863281,350.32000732421875,334.4700012207031,0.026861165406977472,0.075522497304495
361,361,361,361,2020-07-13,344.9700012207031,355.2200012207031,338.4700012207031,-0.028855357144237814,0.019204065283651595
362,362,362,362,2020-07-14,347.57000732421875,352.4700012207031,340.32000732421875,-0.01390187499507567,0.021303478620030125
363,363,363,363,2020-07-15,351.2200012207031,352.5199890136719,340.7900085449219,-0.0036876995162913317,0.03060533587916625
364,364,364,364,2020-07-16,351.32000732421875,355.0400085449219,339.8599853515625,-0.010477695840389933,0.033719833068319716
365,365,365,365,2020-07-17,355.79998779296875,361.2900085449219,346.8800048828125,-0.015195606360839942,0.025714895020166217
366,366,366,366,2020-07-20,370.3999938964844,359.7300109863281,350.32000732421875,0.02966108632666109,0.0573189830796097
367,367,367,367,2020-07-21,369.0,344.9700012207031,355.2200012207031,0.06965822736546623,0.03879285719256331
368,368,368,368,2020-07-22,367.8599853515625,347.57000732421875,352.4700012207031,0.058376665419283214,0.04366324531891941
369,369,369,369,2020-07-23,363.4599914550781,351.2200012207031,352.5199890136719,0.03484992367129891,0.03103370810834205
370,370,370,370,2020-07-24,357.19000244140625,351.32000732421875,355.0400085449219,0.016708399734747692,0.006055638363957394
371,371,371,371,2020-07-27,359.0899963378906,355.79998779296875,361.2900085449219,0.009246792180432228,-0.006089324794482098
372,372,372,372,2020-07-28,347.260009765625,370.3999938964844,359.7300109863281,-0.06247296034601524,-0.03466488988925931
373,373,373,373,2020-07-29,350.7699890136719,369.0,344.9700012207031,-0.04940382381118735,0.016813020762515674
374,374,374,374,2020-07-30,350.0400085449219,367.8599853515625,347.57000732421875,-0.04844228107498605,0.007106485509835947
375,375,375,375,2020-07-31,357.25,363.4599914550781,351.2200012207031,-0.01708576349825186,0.01716872261926694
376,376,376,376,2020-08-03,363.9700012207031,357.19000244140625,351.32000732421875,0.01898149089547685,0.03600704096766738
377,377,377,377,2020-08-04,365.9400024414063,359.0899963378906,355.79998779296875,0.01907601485247179,0.028499198977875784
378,378,378,378,2020-08-05,365.5899963378906,347.260009765625,370.3999938964844,0.05278461687724145,-0.012985954745825423
379,379,379,379,2020-08-06,364.1099853515625,350.7699890136719,369.0,0.03803060910484746,-0.013252072217987854
380,380,380,380,2020-08-07,356.8800048828125,350.0400085449219,367.8599853515625,0.01954061298970866,-0.029848259952102385
381,381,381,381,2020-08-10,336.3699951171875,357.25,363.4599914550781,-0.05844647972795658,-0.07453364049627131
382,382,382,382,2020-08-11,326.94000244140625,363.9700012207031,357.19000244140625,-0.10173915063083105,-0.08468882049676696
383,383,383,383,2020-08-12,328.760009765625,365.9400024414063,359.0899963378906,-0.10160133472080446,-0.0844634684384975
384,384,384,384,2020-08-13,338.29998779296875,365.5899963378906,347.260009765625,-0.0746464860042273,-0.025802055291951453
385,385,385,385,2020-08-14,335.57000732421875,364.1099853515625,350.7699890136719,-0.0783828490717915,-0.04333318746051751
386,386,386,386,2020-08-17,340.8099975585937,356.8800048828125,350.0400085449219,-0.04502916135493684,-0.026368445780516114
387,387,387,387,2020-08-18,340.0400085449219,336.3699951171875,357.25,0.010910644471888054,-0.04817352401701369
388,388,388,388,2020-08-19,338.17999267578125,326.94000244140625,363.9700012207031,0.034379366704719416,-0.07085751149387554
389,389,389,389,2020-08-20,339.5,328.760009765625,365.9400024414063,0.03266817713636039,-0.07225228798439398
390,390,390,390,2020-08-21,339.9100036621094,338.29998779296875,365.5899963378906,0.004759136645685835,-0.07024260218555578
391,391,391,391,2020-08-24,340.0199890136719,335.57000732421875,364.1099853515625,0.013260963710483464,-0.0661613174783734
392,392,392,392,2020-08-25,342.2300109863281,340.8099975585937,356.8800048828125,0.004166583838228766,-0.04105019529265852
393,393,393,393,2020-08-26,343.8299865722656,340.0400085449219,336.3699951171875,0.011145682661171552,0.022177933713972253
394,394,394,394,2020-08-27,340.3800048828125,338.17999267578125,326.94000244140625,0.0065054475565633485,0.041108467428408124
395,395,395,395,2020-08-28,337.6300048828125,339.5,328.760009765625,-0.0055080857649116854,0.02698015224999839
396,396,396,396,2020-08-31,345.3099975585937,339.9100036621094,338.29998779296875,0.015886540079156353,0.02072128293990616
397,397,397,397,2020-09-01,347.6199951171875,340.0199890136719,335.57000732421875,0.022351645047580027,0.03590901311190886
398,398,398,398,2020-09-02,349.7799987792969,342.2300109863281,340.8099975585937,0.02206115054377955,0.026319654015316996
399,399,399,399,2020-09-03,340.3299865722656,343.8299865722656,340.0400085449219,-0.010179449543922692,0.0008527762029668651
400,400,400,400,2020-09-04,329.8099975585937,340.3800048828125,338.17999267578125,-0.031053549481726783,-0.02475011916276193
401,401,401,401,2020-09-08,325.4100036621094,337.6300048828125,339.5,-0.036193469312493565,-0.041502198344302244
402,402,402,402,2020-09-09,329.6300048828125,345.3099975585937,339.9100036621094,-0.045408452655995135,-0.0302432957798906
403,403,403,403,2020-09-10,326.3999938964844,347.6199951171875,340.0199890136719,-0.06104367274255773,-0.040056454200520064
404,404,404,404,2020-09-11,325.3299865722656,349.7799987792969,342.2300109863281,-0.069901115822402,-0.04938206431795855
405,405,405,405,2020-09-14,330.04998779296875,340.3299865722656,343.8299865722656,-0.030205974157125892,-0.040077943511191205
406,406,406,406,2020-09-15,336.1300048828125,329.8099975585937,340.3800048828125,0.01916257048301273,-0.012486044829405296
407,407,407,407,2020-09-16,331.0799865722656,325.4100036621094,337.6300048828125,0.017424119868311383,-0.019399988791933054
408,408,408,408,2020-09-17,333.67999267578125,329.6300048828125,345.3099975585937,0.012286465834348226,-0.0336798962237953
409,409,409,409,2020-09-18,332.510009765625,326.3999938964844,347.6199951171875,0.01871941171383229,-0.04346696267131789
410,410,410,410,2020-09-21,328.9599914550781,325.3299865722656,349.7799987792969,0.01115791667733701,-0.059523149971064226
411,411,411,411,2020-09-22,344.0299987792969,330.04998779296875,340.3299865722656,0.04235725345670183,0.01087183719629592
412,412,412,412,2020-09-23,338.79998779296875,336.1300048828125,329.8099975585937,0.007943304291109454,0.027258088902468502
413,413,413,413,2020-09-24,334.239990234375,331.0799865722656,325.4100036621094,0.009544532409903494,0.027134957355011924
414,414,414,414,2020-09-25,345.4599914550781,333.67999267578125,329.6300048828125,0.03530328170062891,0.04802350009943224
415,415,415,415,2020-09-28,346.69000244140625,332.510009765625,326.3999938964844,0.04264531069538702,0.06216301753779052
416,416,416,416,2020-09-29,346.5199890136719,328.9599914550781,325.3299865722656,0.053380344159547066,0.06513387426922401
417,417,417,417,2020-09-30,348.5599975585937,344.0299987792969,330.04998779296875,0.013167452824958126,0.056082443418346006
418,418,418,418,2020-10-01,357.260009765625,338.79998779296875,336.1300048828125,0.05448648948575707,0.06286259654260618
419,419,419,419,2020-10-02,350.7200012207031,334.239990234375,331.0799865722656,0.049305922294851756,0.059321056678098616
420,420,420,420,2020-10-05,357.1700134277344,345.4599914550781,333.67999267578125,0.033896897650386615,0.07039685107754456
421,421,421,421,2020-10-06,363.9400024414063,346.69000244140625,332.510009765625,0.049756266054760134,0.09452344817509473
422,422,422,422,2020-10-07,375.760009765625,346.5199890136719,328.9599914550781,0.08438191642329596,0.14226659632236083
423,423,423,423,2020-10-08,378.4299926757813,348.5599975585937,344.0299987792969,0.08569541922884127,0.0999912624438104
424,424,424,424,2020-10-09,389.2799987792969,357.260009765625,338.79998779296875,0.0896265692728333,0.14899649588291908
425,425,425,425,2020-10-12,394.75,350.7200012207031,334.239990234375,0.12554173878321073,0.18103761229526816
426,426,426,426,2020-10-13,393.010009765625,357.1700134277344,345.4599914550781,0.10034435980203615,0.13764261994642601
427,427,427,427,2020-10-14,393.510009765625,363.9400024414063,346.69000244140625,0.08124967611654443,0.13504862267302253
428,428,428,428,2020-10-15,396.7000122070313,375.760009765625,346.5199890136719,0.05572706487437906,0.1448113378284206
429,429,429,429,2020-10-16,398.5199890136719,378.4299926757813,348.5599975585937,0.05308774866346977,0.1433325447699425
430,430,430,430,2020-10-19,394.1400146484375,389.2799987792969,357.260009765625,0.012484627734228981,0.10323015135952973
431,431,431,431,2020-10-20,396.25,394.75,350.7200012207031,0.0037998733375554927,0.12981865482671884
432,432,432,432,2020-10-21,396.8800048828125,393.010009765625,357.1700134277344,0.009847065013675937,0.11117952225043837
433,433,433,433,2020-10-22,399.010009765625,393.510009765625,363.9400024414063,0.013976772797408055,0.09636205717689661
434,434,434,434,2020-10-23,404.3999938964844,396.7000122070313,375.760009765625,0.019410086847778008,0.07621881889114057
435,435,435,435,2020-10-26,398.9400024414063,398.5199890136719,378.4299926757813,0.0010539331509415995,0.05419763275263678
436,436,436,436,2020-10-27,397.05999755859375,394.1400146484375,389.2799987792969,0.007408491403139594,0.01998561139460886
437,437,437,437,2020-10-28,386.30999755859375,396.25,394.75,-0.02508517966285484,-0.021380626830668104
438,438,438,438,2020-10-29,388.6700134277344,396.8800048828125,393.010009765625,-0.02068633177300605,-0.011042966413193467
439,439,439,439,2020-10-30,384.3800048828125,399.010009765625,393.510009765625,-0.036665759065558357,-0.023201455252054082
440,440,440,440,2020-11-02,387.4400024414063,404.3999938964844,396.7000122070313,-0.04193865408271835,-0.023342600152964854
441,441,441,441,2020-11-03,395.260009765625,398.9400024414063,398.5199890136719,-0.009224426363013793,-0.008180215140814573
442,442,442,442,2020-11-04,405.9800109863281,397.05999755859375,394.1400146484375,0.022465152577899827,0.03004007687078314
443,443,443,443,2020-11-05,409.8999938964844,386.30999755859375,396.25,0.061064938746019815,0.034447934123619905
444,444,444,444,2020-11-06,414.4500122070313,388.6700134277344,396.8800048828125,0.06632875675676542,0.044270326315397845
445,445,445,445,2020-11-09,420.4200134277344,384.3800048828125,399.010009765625,0.09376140300510571,0.053657810927313365
446,446,446,446,2020-11-10,414.9400024414063,387.4400024414063,404.3999938964844,0.07097873174352687,0.026063325182986707
447,447,447,447,2020-11-11,422.9100036621094,395.260009765625,398.9400024414063,0.0699539371890412,0.060084225883624276
448,448,448,448,2020-11-12,414.1799926757813,405.9800109863281,397.05999755859375,0.02019799366360764,0.04311689725092793
449,449,449,449,2020-11-13,416.1499938964844,409.8999938964844,386.30999755859375,0.015247621598106997,0.0772436554230378
450,450,450,450,2020-11-16,414.1199951171875,414.4500122070313,388.6700134277344,-0.0007962771869312046,0.06547966349399137
451,451,451,451,2020-11-17,413.6700134277344,420.4200134277344,384.3800048828125,-0.016055372685440106,0.07620065605090898
452,452,452,452,2020-11-18,408.9400024414063,414.9400024414063,387.4400024414063,-0.014459921831342926,0.055492462999484626
453,453,453,453,2020-11-19,414.3800048828125,422.9100036621094,395.260009765625,-0.020169773014194425,0.04837320914029464
454,454,454,454,2020-11-20,414.4700012207031,414.1799926757813,405.9800109863281,0.0007001993096003023,0.02091233559442629
455,455,455,455,2020-11-23,413.5199890136719,416.1499938964844,409.8999938964844,-0.006319848423370855,0.008831410517419203
456,456,456,456,2020-11-24,410.8500061035156,414.1199951171875,414.4500122070313,-0.00789623551682539,-0.008686225111551815
457,457,457,457,2020-11-25,414.8900146484375,413.6700134277344,420.4200134277344,0.002949213578702592,-0.013153509829872623
458,458,458,458,2020-11-27,426.1099853515625,408.9400024414063,414.9400024414063,0.0419865574598961,0.02691951328971598
459,459,459,459,2020-11-30,427.6000061035156,414.3800048828125,422.9100036621094,0.03190308669560871,0.011089835664311654
460,460,460,460,2020-12-01,432.1199951171875,414.4700012207031,414.1799926757813,0.042584490661571106,0.04331450760213218
461,461,461,461,2020-12-02,418.1700134277344,413.5199890136719,416.1499938964844,0.011244980986659714,0.004854065987929479
462,462,462,462,2020-12-03,417.5299987792969,410.8500061035156,414.1199951171875,0.016258957226589876,0.008234337154245486
463,463,463,463,2020-12-04,420.4400024414063,414.8900146484375,413.6700134277344,0.013377009802638007,0.01636567504029296
464,464,464,464,2020-12-07,436.75,426.1099853515625,408.9400024414063,0.02497011338436228,0.06800507994465121
465,465,465,465,2020-12-08,447.4400024414063,427.6000061035156,414.3800048828125,0.046398494047466654,0.07978183592121746
466,466,466,466,2020-12-09,444.7000122070313,432.1199951171875,414.4700012207031,0.02911232350271642,0.07293654763262558
467,467,467,467,2020-12-10,449.5899963378906,418.1700134277344,413.5199890136719,0.0751368627621265,0.08722675634194355
468,468,468,468,2020-12-11,450.7999877929688,417.5299987792969,410.8500061035156,0.07968287095763427,0.09723738857481634
469,469,469,469,2020-12-14,446.489990234375,420.4400024414063,414.8900146484375,0.06195887080606477,0.07616470503083606
470,470,470,470,2020-12-15,452.3399963378906,436.75,426.1099853515625,0.03569546957731107,0.061556902884327025
471,471,471,471,2020-12-16,461.8599853515625,447.4400024414063,427.6000061035156,0.03222774636035042,0.08012155930548093
472,472,472,472,2020-12-17,455.2799987792969,444.7000122070313,432.1199951171875,0.02379128914289308,0.05359623235168409
473,473,473,473,2020-12-18,448.80999755859375,449.5899963378906,418.1700134277344,-0.0017349113317696174,0.07327159563571728
474,474,474,474,2020-12-21,433.989990234375,450.7999877929688,417.5299987792969,-0.03728925912552117,0.039422296609108454
475,475,475,475,2020-12-22,438.5199890136719,446.489990234375,420.4400024414063,-0.01785034691711551,0.04300253655046826
476,476,476,476,2020-12-23,432.989990234375,452.3399963378906,436.75,-0.04277757054466058,-0.00860906643531767
477,477,477,477,2020-12-24,434.260009765625,461.8599853515625,447.4400024414063,-0.05975831737172188,-0.029456446906548694
478,478,478,478,2020-12-28,431.9299926757813,455.2799987792969,444.7000122070313,-0.05128713355763914,-0.02871603143852597
479,479,479,479,2020-12-29,429.3699951171875,448.80999755859375,449.5899963378906,-0.04331454857769357,-0.044974313008305344
480,480,480,480,2020-12-30,428.9299926757813,433.989990234375,450.7999877929688,-0.011659249458405796,-0.048513743809663445
481,481,481,481,2020-12-31,436.5199890136719,438.5199890136719,446.489990234375,-0.004560795516980742,-0.022329730651900137
482,482,482,482,2021-01-04,431.6099853515625,432.989990234375,452.3399963378906,-0.0031871519294602857,-0.04582838385762189
483,483,483,483,2021-01-05,432.239990234375,434.260009765625,461.8599853515625,-0.004651636083967792,-0.06413197951028626
484,484,484,484,2021-01-06,433.7300109863281,431.9299926757813,455.2799987792969,0.004167384393465756,-0.04733348236414703
485,485,485,485,2021-01-07,437.6700134277344,429.3699951171875,448.80999755859375,0.019330690092309588,-0.02482115860042755
486,486,486,486,2021-01-08,436.3900146484375,428.9299926757813,433.989990234375,0.017392166787215224,0.0055301377176151245
487,487,487,487,2021-01-11,429.6499938964844,436.5199890136719,438.5199890136719,-0.015738099720726262,-0.020227116983054905
488,488,488,488,2021-01-12,424.6700134277344,431.6099853515625,432.989990234375,-0.016079266373263512,-0.01921517123787797
489,489,489,489,2021-01-13,421.989990234375,432.239990234375,434.260009765625,-0.023713678122290638,-0.028255006805421146
490,490,490,490,2021-01-14,419.2200012207031,433.7300109863281,431.9299926757813,-0.033454013782971526,-0.02942604512444369
491,491,491,491,2021-01-15,422.3200073242188,437.6700134277344,429.3699951171875,-0.03507209914450782,-0.01641937693164741
492,492,492,492,2021-01-19,423.6099853515625,436.3900146484375,428.9299926757813,-0.02928579680534349,-0.012402973480663326
