,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,STE,STE_6m,STE_12m,STE_6m_ret,STE_12m_ret
29,29,29,29,2019-03-19,118.08493041992188,115.85368347167967,117.40502166748048,0.01925918003968885,0.005791138596840106
30,30,30,30,2019-03-20,117.99874877929688,117.05071258544922,116.85916137695312,0.008099362856553105,0.009751801988958197
31,31,31,31,2019-03-21,119.85655975341795,117.60613250732422,116.14093780517578,0.019135288255088145,0.03199235358745822
32,32,32,32,2019-03-22,117.80720520019533,118.31478881835938,114.97264862060548,-0.004290111348153713,0.024654181786691876
33,33,33,33,2019-03-25,117.25180053710938,118.15196228027344,114.7236785888672,-0.007618677894056014,0.022036618589455603
34,34,34,34,2019-03-26,118.01789855957033,118.00833892822266,114.12034606933594,8.100810022826366e-05,0.03415300272456556
35,35,35,35,2019-03-27,119.96187591552734,118.08493041992188,115.85368347167967,0.015894877432123256,0.0354601797779861
36,36,36,36,2019-03-28,121.30257415771484,117.99874877929688,117.05071258544922,0.027998817043368707,0.03632495247871037
37,37,37,37,2019-03-29,122.60494995117188,119.85655975341795,117.60613250732422,0.022930661479089842,0.04250473455145998
38,38,38,38,2019-04-01,122.03034973144533,117.80720520019533,118.31478881835938,0.035847930727780364,0.03140402776520346
39,39,39,39,2019-04-02,121.18762969970705,117.25180053710938,118.15196228027344,0.03356732386682637,0.02569290734446339
40,40,40,40,2019-04-03,120.64181518554688,118.01789855957033,118.00833892822266,0.022233209182691116,0.02231601835295738
41,41,41,41,2019-04-04,120.47899627685548,119.96187591552734,118.08493041992188,0.00431070585868687,0.02027410143207997
42,42,42,42,2019-04-05,120.1534194946289,121.30257415771484,117.99874877929688,-0.009473456528563351,0.01826011493869384
43,43,43,43,2019-04-08,120.21086883544922,122.60494995117188,119.85655975341795,-0.019526790041316522,0.002956109225562553
44,44,44,44,2019-04-09,120.37366485595705,122.03034973144533,117.80720520019533,-0.013576006945273722,0.02178525202597248
45,45,45,45,2019-04-10,121.06316375732422,121.18762969970705,117.25180053710938,-0.0010270515455351736,0.03250579694943423
46,46,46,46,2019-04-11,122.67196655273438,120.64181518554688,118.01789855957033,0.01682792458042126,0.03943527253041945
47,47,47,47,2019-04-12,123.208251953125,120.47899627685548,119.96187591552734,0.022653373290044687,0.027061731177692172
48,48,48,48,2019-04-15,123.22737121582033,120.1534194946289,121.30257415771484,0.025583555874819197,0.015867734641829667
49,49,49,49,2019-04-16,119.89485168457033,120.21086883544922,122.60494995117188,-0.002628856724357198,-0.022104313632368533
50,50,50,50,2019-04-17,115.3844223022461,120.37366485595705,122.03034973144533,-0.04144795757179309,-0.05446126675720475
51,51,51,51,2019-04-18,117.62527465820312,121.06316375732422,121.18762969970705,-0.028397482705907806,-0.02939536857294056
52,52,52,52,2019-04-22,118.0274658203125,122.67196655273438,120.64181518554688,-0.03786114189687573,-0.021670341756823808
53,53,53,53,2019-04-23,120.39281463623048,123.208251953125,120.47899627685548,-0.022851045057969532,-0.0007153250216905827
54,54,54,54,2019-04-24,122.20274353027344,123.22737121582033,120.1534194946289,-0.00831493584126175,0.017055894407866923
55,55,55,55,2019-04-25,122.56663513183594,119.89485168457033,120.21086883544922,0.022284388443089886,0.019596949254325757
56,56,56,56,2019-04-26,123.6391830444336,115.3844223022461,120.37366485595705,0.07154137948157668,0.027128177848403823
57,57,57,57,2019-04-29,124.80746459960938,117.62527465820312,121.06316375732422,0.06105992068691313,0.03092848993927455
58,58,58,58,2019-04-30,125.42992401123048,118.0274658203125,122.67196655273438,0.06271809819409024,0.022482377481985782
59,59,59,59,2019-05-01,125.9278793334961,120.39281463623048,123.208251953125,0.04597504189921908,0.022073419087268453
60,60,60,60,2019-05-02,126.368408203125,122.20274353027344,123.22737121582033,0.03408814362518453,0.025489767056731782
61,61,61,61,2019-05-03,127.58458709716795,122.56663513183594,119.89485168457033,0.04094060312526793,0.06413732787149562
62,62,62,62,2019-05-06,128.33154296875,123.6391830444336,115.3844223022461,0.03795204569274824,0.11220856687733205
63,63,63,63,2019-05-07,125.42035675048828,124.80746459960938,117.62527465820312,0.004910701077416313,0.06627046878263365
64,64,64,64,2019-05-08,124.69257354736328,125.42992401123048,118.0274658203125,-0.00587858495235305,0.056470819573453124
65,65,65,65,2019-05-09,124.4052734375,125.9278793334961,120.39281463623048,-0.012091094553921322,0.033328058766573854
66,66,66,66,2019-05-10,123.75408172607422,126.368408203125,122.20274353027344,-0.020688133325605484,0.01269479023943898
67,67,67,67,2019-05-13,119.77037048339844,127.58458709716795,122.56663513183594,-0.06124734022784617,-0.022814240151324716
68,68,68,68,2019-05-14,125.10433959960938,128.33154296875,123.6391830444336,-0.02514739006860134,0.01185026072720996
69,69,69,69,2019-05-15,125.85130310058594,125.42035675048828,124.80746459960938,0.003436015980683216,0.008363590305477953
70,70,70,70,2019-05-16,128.05386352539062,124.69257354736328,125.42992401123048,0.026956617241928882,0.02091956552509111
71,71,71,71,2019-05-17,127.6995086669922,124.4052734375,125.9278793334961,0.026479868083302716,0.014068602940610742
72,72,72,72,2019-05-20,129.04977416992188,123.75408172607422,126.368408203125,0.04279206285550652,0.021218641628268697
73,73,73,73,2019-05-21,130.0457000732422,119.77037048339844,127.58458709716795,0.08579191621744231,0.01929004930822753
74,74,74,74,2019-05-22,130.34254455566406,125.10433959960938,128.33154296875,0.04187068948063133,0.0156703608512192
75,75,75,75,2019-05-23,129.08807373046875,125.85130310058594,125.42035675048828,0.025719007671266114,0.02924339457331504
76,76,76,76,2019-05-24,129.3849334716797,128.05386352539062,124.69257354736328,0.010394609812183653,0.037631430572198976
77,77,77,77,2019-05-28,128.24533081054688,127.6995086669922,124.4052734375,0.004274269723135937,0.030867319904859913
78,78,78,78,2019-05-29,127.7569351196289,129.04977416992188,123.75408172607422,-0.010018142678736242,0.03234522318556632
79,79,79,79,2019-05-30,127.6995086669922,130.0457000732422,119.77037048339844,-0.0180412839865417,0.0662028359066722
80,80,80,80,2019-05-31,128.01551818847656,130.34254455566406,125.10433959960938,-0.017853160494298304,0.023270004847028236
81,81,81,81,2019-06-03,128.3889923095703,129.08807373046875,125.85130310058594,-0.005415538404873077,0.02016418699261413
82,82,82,82,2019-06-04,130.1605987548828,129.3849334716797,128.05386352539062,0.005995020149489827,0.01645194585694365
83,83,83,83,2019-06-05,131.1756591796875,128.24533081054688,127.6995086669922,0.022849396158286073,0.027221330363613294
84,84,84,84,2019-06-06,131.4151153564453,127.7569351196289,129.04977416992188,0.02863390729740778,0.01832890604991655
85,85,85,85,2019-06-07,132.17166137695312,127.6995086669922,130.0457000732422,0.035020907728182005,0.01634780159984972
86,86,86,86,2019-06-10,134.92958068847656,128.01551818847656,130.34254455566406,0.0540095653858188,0.03519216345246012
87,87,87,87,2019-06-11,134.82395935058594,128.3889923095703,129.08807373046875,0.05012086258531956,0.04443389272423026
88,88,88,88,2019-06-12,136.68629455566406,130.1605987548828,129.3849334716797,0.050135723584603165,0.056431308407191905
89,89,89,89,2019-06-13,136.14871215820312,131.1756591796875,128.24533081054688,0.037911400709665255,0.06162704948168196
90,90,90,90,2019-06-14,134.80477905273438,131.4151153564453,127.7569351196289,0.025793560254427916,0.05516603796503117
91,91,91,91,2019-06-17,136.93588256835938,132.17166137695312,127.6995086669922,0.036045708601775805,0.07232896976489767
92,92,92,92,2019-06-18,137.19503784179688,134.92958068847656,128.01551818847656,0.01678992213390762,0.07170630391704047
93,93,93,93,2019-06-19,139.23977661132812,134.82395935058594,128.3889923095703,0.03275246686132127,0.08451491133752742
94,94,94,94,2019-06-20,139.508544921875,136.68629455566406,130.1605987548828,0.020647647047463247,0.07181855535711046
95,95,95,95,2019-06-21,139.1149139404297,136.14871215820312,131.1756591796875,0.02178648431708896,0.06052384116375431
96,96,96,96,2019-06-24,139.47972106933594,134.80477905273438,131.4151153564453,0.03467934927420324,0.06136741341371965
97,97,97,97,2019-06-25,140.21888732910156,136.93588256835938,132.17166137695312,0.023974758837248533,0.06088465460986958
98,98,98,98,2019-06-26,139.52772521972656,137.19503784179688,134.92958068847656,0.017002709533996185,0.03407810583704496
99,99,99,99,2019-06-27,140.6700439453125,139.23977661132812,134.82395935058594,0.010271973776407206,0.043360873118440724
100,100,100,100,2019-06-28,142.91632080078125,139.508544921875,136.68629455566406,0.024427004674262953,0.04557901189266689
101,101,101,101,2019-07-01,143.8858642578125,139.1149139404297,136.14871215820312,0.03429503122451538,0.05682868370153149
102,102,102,102,2019-07-02,144.92257690429688,139.47972106933594,134.80477905273438,0.03902256036384877,0.07505518663848343
103,103,103,103,2019-07-03,146.91925048828125,140.21888732910156,136.93588256835938,0.04778502587496325,0.07290541918359561
104,104,104,104,2019-07-05,146.66009521484375,139.52772521972656,137.19503784179688,0.05111794078119747,0.0689897938142725
105,105,105,105,2019-07-08,145.97853088378906,140.6700439453125,139.23977661132812,0.0377371527696424,0.048396761589695636
106,106,106,106,2019-07-09,146.38172912597656,142.91632080078125,139.508544921875,0.024247813726088863,0.049267119859579545
107,107,107,107,2019-07-10,143.7034454345703,143.8858642578125,139.1149139404297,-0.0012678022555109303,0.03298374965106521
108,108,108,108,2019-07-11,144.20263671875,144.92257690429688,139.47972106933594,-0.004967757273749762,0.033860948482011155
109,109,109,109,2019-07-12,142.05235290527344,146.91925048828125,140.21888732910156,-0.03312634366723788,0.0130757390184435
110,110,110,110,2019-07-15,142.77232360839844,146.66009521484375,139.52772521972656,-0.026508721412938363,0.023254148116887308
111,111,111,111,2019-07-16,142.41714477539062,145.97853088378906,140.6700439453125,-0.024396643032622345,0.012419849891831536
112,112,112,112,2019-07-17,141.91798400878906,146.38172912597656,142.91632080078125,-0.03049386794267195,-0.006985463846244877
113,113,113,113,2019-07-18,141.94676208496094,143.7034454345703,143.8858642578125,-0.012224364866806336,-0.013476669044966805
114,114,114,114,2019-07-19,140.3916473388672,144.20263671875,144.92257690429688,-0.026428014539815137,-0.03126448385210401
115,115,115,115,2019-07-22,141.3227996826172,142.05235290527344,146.91925048828125,-0.005135805269925742,-0.03809201848678401
116,116,116,116,2019-07-23,141.3708038330078,142.77232360839844,146.66009521484375,-0.0098164668051125,-0.036064966234254814
117,117,117,117,2019-07-24,142.41714477539062,142.41714477539062,145.97853088378906,0.0,-0.024396643032622345
118,118,118,118,2019-07-25,141.97560119628906,141.91798400878906,146.38172912597656,0.000405989331813128,-0.030100258795929147
119,119,119,119,2019-07-26,143.45387268066406,141.94676208496094,143.7034454345703,0.010617435534042485,-0.0017367207386818073
120,120,120,120,2019-07-29,144.31784057617188,140.3916473388672,144.20263671875,0.02796600304737451,0.0007989025724028931
121,121,121,121,2019-07-30,143.53067016601562,141.3227996826172,142.05235290527344,0.015622889500893411,0.010406848112737732
122,122,122,122,2019-07-31,142.89710998535156,141.3708038330078,142.77232360839844,0.010796473606719204,0.000874023576834082
123,123,123,123,2019-08-01,143.1178741455078,142.41714477539062,142.41714477539062,0.004920259925322412,0.004920259925322412
124,124,124,124,2019-08-02,141.96595764160156,141.97560119628906,141.91798400878906,-6.792402783462048e-05,0.00033803772754792405
125,125,125,125,2019-08-05,138.81736755371094,143.45387268066406,141.94676208496094,-0.03232052952152942,-0.022046255126108028
126,126,126,126,2019-08-06,146.21852111816406,144.31784057617188,140.3916473388672,0.013170101038124882,0.041504419171265905
127,127,127,127,2019-08-07,146.8040771484375,143.53067016601562,141.3227996826172,0.022806324102268016,0.03878551428453281
128,128,128,128,2019-08-08,148.42640686035156,142.89710998535156,141.3708038330078,0.03869425263790727,0.049908487721963324
129,129,129,129,2019-08-09,147.7736358642578,143.1178741455078,142.41714477539062,0.032530959158997064,0.03761127985900181
130,130,130,130,2019-08-12,148.04241943359375,141.96595764160156,141.97560119628906,0.04280224564351154,0.04273141431475236
131,131,131,131,2019-08-13,149.1750946044922,138.81736755371094,143.45387268066406,0.07461405754415895,0.0398819621730524
132,132,132,132,2019-08-14,145.61375427246094,146.21852111816406,144.31784057617188,-0.004136048163244643,0.008979580702671797
133,133,133,133,2019-08-15,145.8825225830078,146.8040771484375,143.53067016601562,-0.006277445308946583,0.016385713341071195
134,134,134,134,2019-08-16,146.6217041015625,148.42640686035156,142.89710998535156,-0.01215890620115212,0.026064866648406904
135,135,135,135,2019-08-19,147.07289123535156,147.7736358642578,143.1178741455078,-0.0047420138565849035,0.02763468304331207
136,136,136,136,2019-08-20,145.0377960205078,148.04241943359375,141.96595764160156,-0.020295692441271496,0.021637851988863588
137,137,137,137,2019-08-21,145.10499572753906,149.1750946044922,138.81736755371094,-0.027284037511383308,0.04529424728786413
138,138,138,138,2019-08-22,145.1337890625,145.61375427246094,146.21852111816406,-0.0032961529792224775,-0.007418568094991529
139,139,139,139,2019-08-23,142.5131378173828,145.8825225830078,146.8040771484375,-0.02309656226096446,-0.029229020163493158
140,140,140,140,2019-08-26,143.62664794921875,146.6217041015625,148.42640686035156,-0.02042709959413047,-0.03233763460735606
141,141,141,141,2019-08-27,146.8905029296875,147.07289123535156,147.7736358642578,-0.0012401218479630716,-0.005976255029561228
142,142,142,142,2019-08-28,146.83290100097656,145.0377960205078,148.04241943359375,0.012376808181882026,-0.008170080151653658
143,143,143,143,2019-08-29,148.92552185058594,145.10499572753906,149.1750946044922,0.02632939068631801,-0.0016730189082027058
144,144,144,144,2019-08-30,148.2152099609375,145.1337890625,145.61375427246094,0.02123158858004137,0.01786545303686715
145,145,145,145,2019-09-03,146.1129608154297,142.5131378173828,145.8825225830078,0.025259586962850467,0.0015796150789122443
146,146,146,146,2019-09-04,146.26649475097656,143.62664794921875,146.6217041015625,0.018379923499232342,-0.0024226246227495585
147,147,147,147,2019-09-05,147.35122680664062,146.8905029296875,147.07289123535156,0.0031365123528350747,0.00189250084737691
148,148,148,148,2019-09-06,148.3015899658203,146.83290100097656,145.0377960205078,0.01000245145898182,0.022503058063920278
149,149,149,149,2019-09-09,139.79531860351562,148.92552185058594,145.10499572753906,-0.0613071764571721,-0.03659196637167006
150,150,150,150,2019-09-10,136.2734832763672,148.2152099609375,145.1337890625,-0.08057018363849155,-0.061049228049281035
151,151,151,151,2019-09-11,139.0543670654297,146.1129608154297,142.5131378173828,-0.04830915553697135,-0.024269837889508983
152,152,152,152,2019-09-12,142.35491943359375,146.26649475097656,143.62664794921875,-0.026742797959590114,-0.008854405041010427
153,153,153,153,2019-09-13,138.6791229248047,147.35122680664062,146.8905029296875,-0.058853285919470255,-0.05590136762492659
154,154,154,154,2019-09-16,138.8811798095703,148.3015899658203,146.83290100097656,-0.06352197679351357,-0.05415490082398744
155,155,155,155,2019-09-17,140.00701904296875,139.79531860351562,148.92552185058594,0.0015143600055274042,-0.05988565758772324
156,156,156,156,2019-09-18,138.98704528808594,136.2734832763672,148.2152099609375,0.019912619436134538,-0.06226192760704974
157,157,157,157,2019-09-19,140.28602600097656,139.0543670654297,146.1129608154297,0.00885739126026408,-0.03987965736875132
158,158,158,158,2019-09-20,141.1232452392578,142.35491943359375,146.26649475097656,-0.008652136499648688,-0.035163552120909825
159,159,159,159,2019-09-23,140.84414672851562,138.6791229248047,147.35122680664062,0.015611750046074846,-0.04416033866256042
160,160,160,160,2019-09-24,141.267578125,138.8811798095703,148.3015899658203,0.017183021621085315,-0.047430454673085265
161,161,161,161,2019-09-25,141.1713409423828,140.00701904296875,139.79531860351562,0.008316168056236695,0.009843121734067761
162,162,162,162,2019-09-26,139.6028594970703,138.98704528808594,136.2734832763672,0.004430730991567877,0.024431577887761513
163,163,163,163,2019-09-27,136.4274444580078,140.28602600097656,139.0543670654297,-0.027505102631832257,-0.018891334827232154
164,164,164,164,2019-09-30,139.03517150878906,141.1232452392578,142.35491943359375,-0.014796100578105764,-0.023320219195890113
165,165,165,165,2019-10-01,135.3112335205078,140.84414672851562,138.6791229248047,-0.039283941409881895,-0.024285482437922723
166,166,166,166,2019-10-02,133.76202392578125,141.267578125,138.8811798095703,-0.05313005502633794,-0.03685996828949967
167,167,167,167,2019-10-03,135.87899780273438,141.1713409423828,140.00701904296875,-0.037488792727473186,-0.029484387771783527
168,168,168,168,2019-10-04,137.2742156982422,139.6028594970703,138.98704528808594,-0.016680487829670798,-0.012323663592484269
169,169,169,169,2019-10-07,136.5525360107422,136.4274444580078,140.28602600097656,0.0009169090077978392,-0.026613413300398014
170,170,170,170,2019-10-08,132.8286590576172,139.03517150878906,141.1232452392578,-0.04463987337750386,-0.05877547789932225
171,171,171,171,2019-10-09,134.17579650878906,135.3112335205078,140.84414672851562,-0.008391298949666726,-0.04734559706325714
172,172,172,172,2019-10-10,134.42596435546875,133.76202392578125,141.267578125,0.004963594376053093,-0.04843017669261296
173,173,173,173,2019-10-11,135.3689727783203,135.87899780273438,141.1713409423828,-0.003753523595710573,-0.041101601255106424
174,174,174,174,2019-10-14,134.79164123535156,137.2742156982422,139.6028594970703,-0.01808478344067066,-0.034463608260257184
175,175,175,175,2019-10-15,137.69766235351562,136.5525360107422,136.4274444580078,0.008385976388482153,0.009310574573569541
176,176,176,176,2019-10-16,137.02406311035156,132.8286590576172,139.03517150878906,0.03158508173235819,-0.014464745694296233
177,177,177,177,2019-10-17,137.74574279785156,134.17579650878906,135.3112335205078,0.02660648479048655,0.017991922872943045
178,178,178,178,2019-10-18,137.95741271972656,134.42596435546875,133.76202392578125,0.02627058233273627,0.03136457322351194
179,179,179,179,2019-10-21,135.24388122558594,135.3689727783203,135.87899780273438,-0.0009240784661875834,-0.004674133511570977
180,180,180,180,2019-10-22,131.7509307861328,134.79164123535156,137.2742156982422,-0.022558598006159336,-0.04023541408716347
181,181,181,181,2019-10-23,132.64581298828125,137.69766235351562,136.5525360107422,-0.03668798205349777,-0.028609670216257377
182,182,182,182,2019-10-24,132.2031707763672,137.02406311035156,132.8286590576172,-0.03518281551833635,-0.004708985889699258
183,183,183,183,2019-10-25,132.79977416992188,137.74574279785156,134.17579650878906,-0.03590650808851592,-0.010255369259365987
184,184,184,184,2019-10-28,134.19505310058594,137.95741271972656,134.42596435546875,-0.02727189170171096,-0.0017177578452939324
185,185,185,185,2019-10-29,136.10992431640625,135.24388122558594,135.3689727783203,0.006403565787761911,0.0054735699243231295
186,186,186,186,2019-10-30,137.29345703125,131.7509307861328,134.79164123535156,0.042068213196263526,0.018560615279772152
187,187,187,187,2019-10-31,136.2253875732422,132.64581298828125,137.69766235351562,0.026985959860468256,-0.010692082604086717
188,188,188,188,2019-11-01,136.77386474609375,132.2031707763672,137.02406311035156,0.03457325526222266,-0.001825944717872785
189,189,189,189,2019-11-04,135.2246551513672,132.79977416992188,137.74574279785156,0.018259676995704854,-0.018302472332551112
190,190,190,190,2019-11-05,139.98776245117188,134.19505310058594,137.95741271972656,0.043166340462967856,0.014717220998991642
191,191,191,191,2019-11-06,139.9973907470703,136.10992431640625,135.24388122558594,0.028561226892075187,0.03514768637521981
192,192,192,192,2019-11-07,139.70870971679688,137.29345703125,131.7509307861328,0.017591899408557543,0.06040017237966744
193,193,193,193,2019-11-08,140.33416748046875,136.2253875732422,132.64581298828125,0.030161631252599408,0.05796153168337659
194,194,194,194,2019-11-11,139.2275848388672,136.77386474609375,132.2031707763672,0.017939977767890802,0.05313347646088151
195,195,195,195,2019-11-12,140.10325622558594,135.2246551513672,132.79977416992188,0.036077748312670854,0.054996193339297506
196,196,196,196,2019-11-13,140.1128387451172,139.98776245117188,134.19505310058594,0.000893480199663399,0.044098388933126786
197,197,197,197,2019-11-14,141.20021057128906,139.9973907470703,136.10992431640625,0.008591730301544365,0.03739834755215754
198,198,198,198,2019-11-15,143.13433837890625,139.70870971679688,137.29345703125,0.024519793139980095,0.042543042282974675
199,199,199,199,2019-11-18,143.74053955078125,140.33416748046875,136.2253875732422,0.02427329089892938,0.05516704420090934
200,200,200,200,2019-11-19,146.1558074951172,139.2275848388672,136.77386474609375,0.04976185333005856,0.0685945576403797
201,201,201,201,2019-11-20,146.13653564453125,140.10325622558594,135.2246551513672,0.04306309204713199,0.08069445975624467
202,202,202,202,2019-11-21,145.1358184814453,140.1128387451172,139.98776245117188,0.035849532286370556,0.03677504333329917
203,203,203,203,2019-11-22,146.1558074951172,141.20021057128906,139.9973907470703,0.03509624315557347,0.043989510912907814
204,204,204,204,2019-11-25,146.13648986816406,143.13433837890625,139.70870971679688,0.020974362429443616,0.04600844259743675
205,205,205,205,2019-11-26,146.36801147460938,143.74053955078125,140.33416748046875,0.01827926854900852,0.042996257450847786
206,206,206,206,2019-11-27,147.27476501464844,146.1558074951172,139.2275848388672,0.007655922393426939,0.05779874861073342
207,207,207,207,2019-11-29,145.78924560546875,146.13653564453125,140.10325622558594,-0.002376476474762357,0.04058427714718893
208,208,208,208,2019-12-02,144.92111206054688,145.1358184814453,140.1128387451172,-0.0014793482625096166,0.034317150080561465
209,209,209,209,2019-12-03,146.6959686279297,146.1558074951172,141.20021057128906,0.0036957897333675938,0.03892174122407499
210,210,210,210,2019-12-04,148.6155242919922,146.13648986816406,143.13433837890625,0.016963828993460606,0.03829399692040436
211,211,211,211,2019-12-05,147.53515625,146.36801147460938,143.74053955078125,0.007974042713513985,0.02639907093070404
212,212,212,212,2019-12-06,148.83737182617188,147.27476501464844,146.1558074951172,0.01061014635717128,0.018347299207691625
213,213,213,213,2019-12-09,147.13966369628906,145.78924560546875,146.13653564453125,0.009262810059905036,0.006864320734945251
214,214,214,214,2019-12-10,148.4901123046875,144.92111206054688,145.1358184814453,0.024627193328805808,0.023111412870634673
215,215,215,215,2019-12-11,148.23928833007812,146.6959686279297,146.1558074951172,0.010520532476681943,0.014255203885966239
216,216,216,216,2019-12-12,148.2200164794922,148.6155242919922,146.13648986816406,-0.002661281951426009,0.014257401510107126
217,217,217,217,2019-12-13,146.55130004882812,147.53515625,146.36801147460938,-0.00666862208424901,0.0012522447519247581
218,218,218,218,2019-12-16,145.4130401611328,148.83737182617188,147.27476501464844,-0.023007203251602437,-0.012641166688199812
219,219,219,219,2019-12-17,146.15579223632812,147.13966369628906,145.78924560546875,-0.006686650188298282,0.0025142227009755658
220,220,220,220,2019-12-18,143.9757843017578,148.4901123046875,144.92111206054688,-0.030401539421471502,-0.006523050681491505
221,221,221,221,2019-12-19,143.1365966796875,148.23928833007812,146.6959686279297,-0.034421992360275544,-0.024263597572132034
222,222,222,222,2019-12-20,144.5352325439453,148.2200164794922,148.6155242919922,-0.02486023158725459,-0.02745535345304928
223,223,223,223,2019-12-23,146.1171875,146.55130004882812,147.53515625,-0.002962188316879444,-0.009611056686700703
224,224,224,224,2019-12-24,146.647705078125,145.4130401611328,148.83737182617188,0.008490744128752503,-0.014711807398777532
225,225,225,225,2019-12-26,145.99183654785156,146.15579223632812,147.13966369628906,-0.001121787142116526,-0.007800936332209685
226,226,226,226,2019-12-27,146.43548583984375,143.9757843017578,148.4901123046875,0.017084133627156772,-0.013836789756262347
227,227,227,227,2019-12-30,146.56089782714844,143.1365966796875,148.23928833007812,0.023923309809606996,-0.011322170538167198
228,228,228,228,2019-12-31,147.0238800048828,144.5352325439453,148.2200164794922,0.017218275552162154,-0.008070006352852266
229,229,229,229,2020-01-02,146.32940673828125,146.1171875,146.55130004882812,0.0014523906592525115,-0.0015140999122692511
230,230,230,230,2020-01-03,145.29730224609375,146.647705078125,145.4130401611328,-0.009208482541965712,-0.00079592528229111
231,231,231,231,2020-01-06,146.2522430419922,145.99183654785156,146.15579223632812,0.001783705858479756,0.0006599177780659549
232,232,232,232,2020-01-07,145.69276428222656,146.43548583984375,143.9757843017578,-0.00507200528176277,0.01192547752940265
233,233,233,233,2020-01-08,145.60597229003906,146.56089782714844,143.1365966796875,-0.006515554634740295,0.017251881542758474
234,234,234,234,2020-01-09,146.4065704345703,147.0238800048828,144.5352325439453,-0.004198702756939898,0.01294727837419174
235,235,235,235,2020-01-10,145.66380310058594,146.32940673828125,146.1171875,-0.004548666276531721,-0.0031028820576912697
236,236,236,236,2020-01-13,146.175048828125,145.29730224609375,146.647705078125,0.006041038398253207,-0.0032230729403381897
237,237,237,237,2020-01-14,147.01429748535156,146.2522430419922,145.99183654785156,0.005210548758151745,0.007003548702977369
238,238,238,238,2020-01-15,147.16860961914062,145.69276428222656,146.43548583984375,0.010129846490215089,0.005006462573550641
239,239,239,239,2020-01-16,148.67337036132812,145.60597229003906,146.56089782714844,0.021066430332809194,0.014413616220276593
240,240,240,240,2020-01-17,148.67337036132812,146.4065704345703,147.0238800048828,0.015482911183763104,0.011219200284950492
241,241,241,241,2020-01-21,148.36468505859375,145.66380310058594,146.32940673828125,0.018541888242082694,0.013908881103801063
242,242,242,242,2020-01-22,147.38082885742188,146.175048828125,145.29730224609375,0.008248877212380101,0.014339747394615854
243,243,243,243,2020-01-23,146.43548583984375,147.01429748535156,146.2522430419922,-0.00393711125658025,0.0012529229914028939
244,244,244,244,2020-01-24,145.93392944335938,147.16860961914062,145.69276428222656,-0.008389562006303475,0.001655299508667829
