,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MO,MO_6m,MO_12m,MO_6m_ret,MO_12m_ret
483,483,483,483,2021-01-05,32.12864685058594,32.88536071777344,33.29159927368164,-0.02301066038720756,-0.03493230870452846
484,484,484,484,2021-01-06,32.64888381958008,32.6961784362793,33.2143669128418,-0.0014464876007265204,-0.017025255810101947
485,485,485,485,2021-01-07,32.93265151977539,32.10499954223633,33.81685256958008,0.025779535565799705,-0.02614675768495589
486,486,486,486,2021-01-08,32.78289031982422,32.112884521484375,33.16801071166992,0.020864080207170232,-0.011611199573998032
487,487,487,487,2021-01-11,32.59370803833008,32.31782531738281,32.86676788330078,0.008536549666876114,-0.008308083287661527
488,488,488,488,2021-01-12,32.26264190673828,32.191707611083984,33.11395263671875,0.002203495897492358,-0.02570852049345762
489,489,489,489,2021-01-13,32.38876724243164,32.12864685058594,32.88536071777344,0.00809621373272873,-0.015100745879104926
490,490,490,490,2021-01-14,32.40453338623047,32.64888381958008,32.6961784362793,-0.007484189496336446,-0.008919851309754923
491,491,491,491,2021-01-15,32.4754753112793,32.93265151977539,32.10499954223633,-0.013882156079098817,0.011539503950329655
492,492,492,492,2021-01-19,32.499122619628906,32.78289031982422,32.112884521484375,-0.008655969544690056,0.012027511819628911
493,493,493,493,2021-01-20,33.18488693237305,32.59370803833008,32.31782531738281,0.018137822592868114,0.026829206683157247
494,494,494,494,2021-01-21,33.05876541137695,32.26264190673828,32.191707611083984,0.02467632709497347,0.026934197177984842
495,495,495,495,2021-01-22,32.972068786621094,32.38876724243164,32.12864685058594,0.018009377751966094,0.02625139925616793
496,496,496,496,2021-01-25,33.07453155517578,32.40453338623047,32.64888381958008,0.020676062850823573,0.013037129782073498
497,497,497,497,2021-01-26,33.28736114501953,32.4754753112793,32.93265151977539,0.024999967697416636,0.0107707581647698
498,498,498,498,2021-01-27,32.96417999267578,32.499122619628906,32.78289031982422,0.014309843945325085,0.005530008827254962
499,499,499,499,2021-01-28,33.61842727661133,33.18488693237305,32.59370803833008,0.01306439118270264,0.03143917338512647
500,500,500,500,2021-01-29,32.380889892578125,33.05876541137695,32.26264190673828,-0.020505167400036717,0.0036651674770362686
501,501,501,501,2021-02-01,32.13652420043945,32.972068786621094,32.38876724243164,-0.02534098153163733,-0.00778797908868023
502,502,502,502,2021-02-02,32.76711654663086,33.07453155517578,32.40453338623047,-0.009294614136320711,0.011189272688446161
503,503,503,503,2021-02-03,33.1060676574707,33.28736114501953,32.4754753112793,-0.005446315998405726,0.019417493974980937
504,504,504,504,2021-02-04,33.52383804321289,32.96417999267578,32.499122619628906,0.016977763459047335,0.031530556550012134
505,505,505,505,2021-02-05,33.47654342651367,33.61842727661133,33.18488693237305,-0.004220419025858679,0.008788834951735325
506,506,506,506,2021-02-08,33.87065887451172,32.380889892578125,33.05876541137695,0.046007660285922514,0.024559098110038757
507,507,507,507,2021-02-09,34.178070068359375,32.13652420043945,32.972068786621094,0.06352727678906867,0.03657645170956436
508,508,508,508,2021-02-10,34.32783126831055,32.76711654663086,33.07453155517578,0.04763051760928172,0.03789319619066944
509,509,509,509,2021-02-11,34.13866424560547,33.1060676574707,33.28736114501953,0.031190553913513552,0.0255743643023294
510,510,510,510,2021-02-12,34.20960235595703,33.52383804321289,32.96417999267578,0.020456020335743785,0.037781081269364636
511,511,511,511,2021-02-16,34.21747970581055,33.47654342651367,33.61842727661133,0.022132998316368724,0.017819168763316462
512,512,512,512,2021-02-17,34.36724853515625,33.87065887451172,32.380889892578125,0.014661352248397597,0.061343547047896685
513,513,513,513,2021-02-18,34.390899658203125,34.178070068359375,32.13652420043945,0.006227080388625517,0.07014994663713026
514,514,514,514,2021-02-19,34.524898529052734,34.32783126831055,32.76711654663086,0.005740743107302215,0.05364469528224669
515,515,515,515,2021-02-22,35.01360321044922,34.13866424560547,33.1060676574707,0.025628974776199076,0.05761891060921753
516,516,516,516,2021-02-23,34.911136627197266,34.20960235595703,33.52383804321289,0.02050694024270272,0.04138245096507509
517,517,517,517,2021-02-24,35.47077941894531,34.21747970581055,33.47654342651367,0.03662747005069278,0.059571144100026396
518,518,518,518,2021-02-25,35.179134368896484,34.36724853515625,33.87065887451172,0.023623824086752565,0.03863153354154014
519,519,519,519,2021-02-26,34.36724853515625,34.390899658203125,34.178070068359375,-0.0006877145780405103,0.005535083356623227
520,520,520,520,2021-03-01,35.10818862915039,34.524898529052734,34.32783126831055,0.01689476652934463,0.022732498151149638
521,521,521,521,2021-03-02,35.25007629394531,35.01360321044922,34.13866424560547,0.006753748880821364,0.032555815316731795
522,522,522,522,2021-03-03,35.51019287109375,34.911136627197266,34.20960235595703,0.017159459753303796,0.03801828801176477
523,523,523,523,2021-03-04,34.88748550415039,35.47077941894531,34.21747970581055,-0.01644435009182177,0.019580805018379888
524,524,524,524,2021-03-05,35.56537628173828,35.179134368896484,34.36724853515625,0.010979289848112028,0.0348624867468339
525,525,525,525,2021-03-08,36.96844482421875,34.36724853515625,34.390899658203125,0.07568823225407728,0.07494846577532943
526,526,526,526,2021-03-09,37.58326721191406,35.10818862915039,34.524898529052734,0.07049861241512789,0.08858443654186865
527,527,527,527,2021-03-10,37.99315643310547,35.25007629394531,35.01360321044922,0.0778177078621336,0.08509701800033698
528,528,528,528,2021-03-11,37.67784881591797,35.51019287109375,34.911136627197266,0.06104320392437934,0.07925013207863629
529,529,529,529,2021-03-12,38.34785842895508,34.88748550415039,35.47077941894531,0.09918665317375841,0.08111124303271122
530,530,530,530,2021-03-15,39.285865783691406,35.56537628173828,35.179134368896484,0.10460987316654591,0.11673770513312776
531,531,531,531,2021-03-16,38.97056579589844,36.96844482421875,34.36724853515625,0.054157565491314896,0.133944888140614
532,532,532,532,2021-03-17,39.23856735229492,37.58326721191406,35.10818862915039,0.04404354020227719,0.11764716108751538
533,533,533,533,2021-03-18,39.861270904541016,37.99315643310547,35.25007629394531,0.0491697623156091,0.1308137483772691
534,534,534,534,2021-03-19,39.84550857543945,37.67784881591797,35.51019287109375,0.05753140977108284,0.12208651527417547
535,535,535,535,2021-03-22,40.7047004699707,38.34785842895508,34.88748550415039,0.061459547874935794,0.16674216790798146
536,536,536,536,2021-03-23,39.81398010253906,39.285865783691406,35.56537628173828,0.013442858094447008,0.11945898694124901
537,537,537,537,2021-03-24,39.70171737670898,38.97056579589844,36.96844482421875,0.018761636272868643,0.07393528630935564
538,538,538,538,2021-03-25,40.24700546264648,39.23856735229492,37.58326721191406,0.025700176596599844,0.07087564356001486
539,539,539,539,2021-03-26,42.09938049316406,39.861270904541016,37.99315643310547,0.0561474719153543,0.10807799207966351
540,540,540,540,2021-03-29,41.93899917602539,39.84550857543945,37.67784881591797,0.052540190235552675,0.11309431122052782
541,541,541,541,2021-03-30,41.10502624511719,40.7047004699707,38.34785842895508,0.009834878294751714,0.07189887334308787
542,542,542,542,2021-03-31,41.024845123291016,39.81398010253906,39.285865783691406,0.030413061382796425,0.04426475794563012
543,543,543,543,2021-04-01,40.89654159545898,39.70171737670898,38.97056579589844,0.030095026051717877,0.04942129425699138
544,544,544,544,2021-04-05,41.15314483642578,40.24700546264648,39.23856735229492,0.02251445451315126,0.04879325656671507
545,545,545,545,2021-04-06,41.20125961303711,42.09938049316406,39.861270904541016,-0.021333351455677274,0.03361630670795912
546,546,546,546,2021-04-07,41.00078582763672,41.93899917602539,39.84550857543945,-0.02237090457144253,0.028993914082185324
547,547,547,547,2021-04-08,41.28144836425781,41.10502624511719,40.7047004699707,0.004291984101617796,0.014169073537651844
548,548,548,548,2021-04-09,41.28946304321289,41.024845123291016,39.81398010253906,0.0064501869324948835,0.03705941824639969
549,549,549,549,2021-04-12,41.497955322265625,40.89654159545898,39.70171737670898,0.01470573557920174,0.045243331126285424
550,550,550,550,2021-04-13,41.032859802246094,41.15314483642578,40.24700546264648,-0.0029228637242133537,0.01952578410657102
551,551,551,551,2021-04-14,41.17719650268555,41.20125961303711,42.09938049316406,-0.0005840382206165895,-0.021904930183669902
552,552,552,552,2021-04-15,41.38568878173828,41.00078582763672,41.93899917602539,0.009387696999751505,-0.01319321884541802
553,553,553,553,2021-04-16,41.94701766967773,41.28144836425781,41.10502624511719,0.016122721750145175,0.020483904317189383
554,554,554,554,2021-04-19,39.35690307617188,41.28946304321289,41.024845123291016,-0.04680516104116983,-0.04065687614679603
555,555,555,555,2021-04-20,37.84132385253906,41.497955322265625,40.89654159545898,-0.08811594309478199,-0.074706017275044
556,556,556,556,2021-04-21,38.15406799316406,41.032859802246094,41.15314483642578,-0.07015820547132445,-0.0728760063218098
557,557,557,557,2021-04-22,37.28802108764648,41.17719650268555,41.20125961303711,-0.09444973784908883,-0.09497861381287442
558,558,558,558,2021-04-23,38.001708984375,41.38568878173828,41.00078582763672,-0.08176690776393425,-0.0731468137188771
559,559,559,559,2021-04-26,37.86538314819336,41.94701766967773,41.28144836425781,-0.09730452242460286,-0.08275061441454024
560,560,560,560,2021-04-27,37.81726837158203,39.35690307617188,41.28946304321289,-0.03911981340630433,-0.08409396528109159
561,561,561,561,2021-04-28,37.83330535888672,37.84132385253906,41.497955322265625,-0.00021189781001296204,-0.0883091693294259
562,562,562,562,2021-04-29,37.36820602416992,38.15406799316406,41.032859802246094,-0.02059706894517621,-0.0893102210213379
563,563,563,563,2021-04-30,38.29038238525391,37.28802108764648,41.17719650268555,0.026881590075573003,-0.07010710690912036
564,564,564,564,2021-05-03,38.78755569458008,38.001708984375,41.38568878173828,0.020679246570942222,-0.062778539239986
565,565,565,565,2021-05-04,38.370567321777344,37.86538314819336,41.94701766967773,0.013341583567419546,-0.08526113527459889
566,566,566,566,2021-05-05,38.77151870727539,37.81726837158203,39.35690307617188,0.02523319046519057,-0.014873740643757682
567,567,567,567,2021-05-06,39.68567657470703,37.83330535888672,37.84132385253906,0.048961389924795595,0.04873911730348235
568,568,568,568,2021-05-07,40.05455017089844,37.36820602416992,38.15406799316406,0.0718884964665143,0.04981073520325219
569,569,569,569,2021-05-10,40.639930725097656,38.29038238525391,37.28802108764648,0.06136131826013269,0.08989239813967131
570,570,570,570,2021-05-11,40.4394645690918,38.78755569458008,38.001708984375,0.042588630423611606,0.06414857778420213
571,571,571,571,2021-05-12,39.57341766357422,38.370567321777344,37.86538314819336,0.03134825533617258,0.045108074271852594
572,572,572,572,2021-05-13,40.19086837768555,38.77151870727539,37.81726837158203,0.036608049355152605,0.06276497770228073
573,573,573,573,2021-05-14,40.31917190551758,39.68567657470703,37.83330535888672,0.015962820480533102,0.06570577228317553
574,574,574,574,2021-05-17,40.26303863525391,40.05455017089844,37.36820602416992,0.00520511311363947,0.07746779733583153
575,575,575,575,2021-05-18,40.08662796020508,40.639930725097656,38.29038238525391,-0.013614756595804911,0.04691114225181825
576,576,576,576,2021-05-19,39.64558410644531,40.4394645690918,38.78755569458008,-0.019631329719762225,0.022121229257690223
577,577,577,577,2021-05-20,40.11869812011719,39.57341766357422,38.370567321777344,0.013778957915097534,0.04555915954225909
578,578,578,578,2021-05-21,40.09464645385742,40.19086837768555,38.77151870727539,-0.002394124031456557,0.0341262811129901
579,579,579,579,2021-05-24,40.35125350952149,40.31917190551758,39.68567657470703,0.0007956910444264498,0.016771212998259788
580,580,580,580,2021-05-25,39.78191375732422,40.26303863525391,40.05455017089844,-0.011949542166656668,-0.006806627771650864
581,581,581,581,2021-05-26,39.62954711914063,40.08662796020508,40.639930725097656,-0.011402327018331437,-0.02486184370715594
582,582,582,582,2021-05-27,39.45312881469727,39.64558410644531,40.4394645690918,-0.004854394154751529,-0.02439042566227223
583,583,583,583,2021-05-28,39.46916961669922,40.11869812011719,39.57341766357422,-0.016190169019773548,-0.0026342947622377544
584,584,584,584,2021-06-01,39.5814323425293,40.09464645385742,40.19086837768555,-0.012800065762364365,-0.015163544848775024
585,585,585,585,2021-06-02,39.70171737670898,40.35125350952149,40.31917190551758,-0.016097049690395493,-0.015314166924249362
586,586,586,586,2021-06-03,39.91822814941406,39.78191375732422,40.26303863525391,0.003426541843144726,-0.008563945929752514
587,587,587,587,2021-06-04,39.91021347045898,39.62954711914063,40.08662796020508,0.007082249778796568,-0.004400831367538105
588,588,588,588,2021-06-07,40.48757553100586,39.45312881469727,39.64558410644531,0.026219637006919205,0.021237962399541566
589,589,589,589,2021-06-08,39.998416900634766,39.46916961669922,40.11869812011719,0.013409131458180568,-0.0029981336663092994
590,590,590,590,2021-06-09,40.014461517333984,39.5814323425293,40.09464645385742,0.01094020982003241,-0.001999891347482463
591,591,591,591,2021-06-10,40.206912994384766,39.70171737670898,40.35125350952149,0.012724779960580745,-0.0035771011451395385
592,592,592,592,2021-06-11,39.902191162109375,39.91822814941406,39.78191375732422,-0.00040174597040376625,0.003023419273362915
593,593,593,593,2021-06-14,39.23307418823242,39.91021347045898,39.62954711914063,-0.016966566283283968,-0.01000447796479409
594,594,594,594,2021-06-15,39.08619689941406,40.48757553100586,39.45312881469727,-0.034612559858483105,-0.009300451606933602
595,595,595,595,2021-06-16,38.653717041015625,39.998416900634766,39.46916961669922,-0.03361882703907215,-0.020660494852128286
596,596,596,596,2021-06-17,38.24571990966797,40.014461517333984,39.5814323425293,-0.04420255928971606,-0.033745934742895556
597,597,597,597,2021-06-18,37.78875732421875,40.206912994384766,39.70171737670898,-0.060142783667667565,-0.04818330739547472
598,598,598,598,2021-06-21,38.58843612670898,39.902191162109375,39.91822814941406,-0.03292438327667391,-0.03331290200876824
599,599,599,599,2021-06-22,38.54764175415039,39.23307418823242,39.91021347045898,-0.017470780668205177,-0.03414092779326139
600,600,600,600,2021-06-23,38.36811828613281,39.08619689941406,40.48757553100586,-0.018371667500145406,-0.05234833691757956
601,601,601,601,2021-06-24,38.702674865722656,38.653717041015625,39.998416900634766,0.0012665748200899607,-0.032394832978790866
602,602,602,602,2021-06-25,38.85771560668945,38.24571990966797,40.014461517333984,0.0160016780561838,-0.028908196356545623
603,603,603,603,2021-06-28,38.498680114746094,37.78875732421875,40.206912994384766,0.0187866138184003,-0.042486049099995316
604,604,604,604,2021-06-29,38.17227935791016,38.58843612670898,39.902191162109375,-0.010784494283010648,-0.04335380473646555
605,605,605,605,2021-06-30,38.90667724609375,38.54764175415039,39.23307418823242,0.009314071512680933,-0.008319433256050335
606,606,606,606,2021-07-01,39.02907180786133,38.36811828613281,39.08619689941406,0.017226633758773646,-0.0014615157289347147
607,607,607,607,2021-07-02,38.78427505493164,38.702674865722656,38.653717041015625,0.002108386293507847,0.0033776315425881887
608,608,608,608,2021-07-06,38.082515716552734,38.85771560668945,38.24571990966797,-0.019949703116445283,-0.004267253786847336
609,609,609,609,2021-07-07,38.18043899536133,38.498680114746094,37.78875732421875,-0.008266286491802832,0.010365031794563606
610,610,610,610,2021-07-08,37.886680603027344,38.17227935791016,38.58843612670898,-0.007481836549633192,-0.018185643009147823
611,611,611,611,2021-07-09,38.67819595336914,38.90667724609375,38.54764175415039,-0.005872547050970511,0.003386827138516013
612,612,612,612,2021-07-12,38.75163650512695,39.02907180786133,38.36811828613281,-0.007108426869595563,0.00999575262289465
613,613,613,613,2021-07-13,38.22124481201172,38.78427505493164,38.702674865722656,-0.014516972203875933,-0.012439193295585849
614,614,614,614,2021-07-14,38.80876159667969,38.082515716552734,38.85771560668945,0.019070323124984245,-0.0012598272761391582
615,615,615,615,2021-07-15,38.75163650512695,38.18043899536133,38.498680114746094,0.014960475175128884,0.0065705211094748694
616,616,616,616,2021-07-16,38.604759216308594,37.886680603027344,38.17227935791016,0.018953326125484615,0.011329683887708608
617,617,617,617,2021-07-19,38.18043899536133,38.67819595336914,38.90667724609375,-0.012869187554867212,-0.018666159696413942
618,618,618,618,2021-07-20,38.52316665649414,38.75163650512695,39.02907180786133,-0.005895747102256821,-0.012962264484734365
619,619,619,619,2021-07-21,38.6210823059082,38.22124481201172,38.78427505493164,0.010461132175654031,-0.004207703993237
620,620,620,620,2021-07-22,38.34364318847656,38.80876159667969,38.082515716552734,-0.011984881482095977,0.0068568860804101295
621,621,621,621,2021-07-23,38.75163650512695,38.75163650512695,38.18043899536133,0.0,0.014960475175128884
622,622,622,622,2021-07-26,38.84955978393555,38.604759216308594,37.886680603027344,0.006341201773991001,0.025414714764725677
623,623,623,623,2021-07-27,38.99643707275391,38.18043899536133,38.67819595336914,0.021372150212618735,0.00822792044821452
624,624,624,624,2021-07-28,38.85771560668945,38.52316665649414,38.75163650512695,0.00868435747191909,0.0027374095942622745
625,625,625,625,2021-07-29,39.65739440917969,38.6210823059082,38.22124481201172,0.026832808440299782,0.03757464217169182
626,626,626,626,2021-07-30,39.200439453125,38.34364318847656,38.80876159667969,0.022345197101821812,0.010092511080766364
627,627,627,627,2021-08-02,38.94747543334961,38.75163650512695,38.75163650512695,0.005053694395506181,0.005053694395506181
628,628,628,628,2021-08-03,38.99643707275391,38.84955978393555,38.604759216308594,0.003780668034212953,0.010145843787049413
629,629,629,629,2021-08-04,38.37628173828125,38.99643707275391,38.18043899536133,-0.015902871673011187,0.005129399977399807
630,630,630,630,2021-08-05,38.64555740356445,38.85771560668945,38.52316665649414,-0.005459873279027194,0.003177068701585517
631,631,631,631,2021-08-06,38.63739776611328,39.65739440917969,38.6210823059082,-0.025720213298488948,0.00042244958532866583
632,632,632,632,2021-08-09,38.74347686767578,39.200439453125,38.34364318847656,-0.011657078130352216,0.010427639263015598
633,633,633,633,2021-08-10,39.25755310058594,38.94747543334961,38.75163650512695,0.007961431743296554,0.013055360781784042
634,634,634,634,2021-08-11,39.30651092529297,38.99643707275391,38.84955978393555,0.007951338014818177,0.011762067418492839
635,635,635,635,2021-08-12,39.26571273803711,38.37628173828125,38.99643707275391,0.02317658093667352,0.006905135071207047
636,636,636,636,2021-08-13,39.65739440917969,38.64555740356445,38.85771560668945,0.026182492208584485,0.020579665839969508
637,637,637,637,2021-08-16,39.48603820800781,38.63739776611328,39.65739440917969,0.021964223549206796,-0.004320914263903575
638,638,638,638,2021-08-17,39.62475204467773,38.74347686767578,39.200439453125,0.022746414319289032,0.010824179460031669
639,639,639,639,2021-08-18,39.34730911254883,39.25755310058594,38.94747543334961,0.002286337401949501,0.010265971664413787
640,640,640,640,2021-08-19,39.3636360168457,39.30651092529297,38.99643707275391,0.0014533238948963856,0.00941621777924806
641,641,641,641,2021-08-20,39.55131530761719,39.26571273803711,38.37628173828125,0.007273586792769793,0.030618744602445735
642,642,642,642,2021-08-23,39.55947494506836,39.65739440917969,38.64555740356445,-0.0024691350899408437,0.023648709008389446
643,643,643,643,2021-08-24,39.33915710449219,39.48603820800781,38.63739776611328,-0.0037198237701607795,0.018162696738194484
644,644,644,644,2021-08-25,39.69819641113281,39.62475204467773,38.74347686767578,0.0018534971871186912,0.024642071921365583
645,645,645,645,2021-08-26,39.77979278564453,39.34730911254883,39.25755310058594,0.010991442181182753,0.013302909728492462
646,646,646,646,2021-08-27,40.4162712097168,39.3636360168457,39.30651092529297,0.026741309985200967,0.028233497664879703
647,647,647,647,2021-08-30,40.55498123168945,39.55131530761719,39.26571273803711,0.025376297002162485,0.03283446049365657
648,648,648,648,2021-08-31,40.98746871948242,39.55947494506836,39.65739440917969,0.036097389472356634,0.03353912505141432
649,649,649,649,2021-09-01,40.86506652832031,39.33915710449219,39.48603820800781,0.03878856427388677,0.0349244538803295
650,650,650,650,2021-09-02,41.64842224121094,39.69819641113281,39.62475204467773,0.049126308154675113,0.051070860815771946
651,651,651,651,2021-09-03,41.59130096435547,39.77979278564453,39.34730911254883,0.04553840158173639,0.057030376470928124
652,652,652,652,2021-09-07,41.44441986083984,40.4162712097168,39.3636360168457,0.02543897842005416,0.05286056001289263
653,653,653,653,2021-09-08,41.51786422729492,40.55498123168945,39.55131530761719,0.02374265666909192,0.04972145437850961
654,654,654,654,2021-09-09,41.28122329711914,40.98746871948242,39.55947494506836,0.007166936305512461,0.04352303346901265
655,655,655,655,2021-09-10,41.28938293457031,40.86506652832031,39.33915710449219,0.010383352880532826,0.04957467250500458
656,656,656,656,2021-09-13,40.86506652832031,41.64842224121094,39.69819641113281,-0.01880877283546889,0.029393529748879654
657,657,657,657,2021-09-14,40.192012786865234,41.59130096435547,39.77979278564453,-0.03364377033287447,0.010362547724719784
658,658,658,658,2021-09-15,40.9066162109375,41.44441986083984,40.4162712097168,-0.012976503271324602,0.012132366162042496
659,659,659,659,2021-09-16,40.54100036621094,41.51786422729492,40.55498123168945,-0.0235287599510422,-0.0003447385513173362
660,660,660,660,2021-09-17,40.39143371582031,41.28122329711914,40.98746871948242,-0.021554341422845513,-0.014541883709417669
661,661,661,661,2021-09-20,40.00089645385742,41.28938293457031,40.86506652832031,-0.031206242116882832,-0.021146914660324923
662,662,662,662,2021-09-21,39.90950012207031,40.86506652832031,41.64842224121094,-0.023383454070428966,-0.0417524128301785
663,663,663,663,2021-09-22,40.0839958190918,40.192012786865234,41.59130096435547,-0.0026875232237371094,-0.036240875142507845
664,664,664,664,2021-09-23,40.55762100219727,40.9066162109375,41.44441986083984,-0.008531510084838434,-0.021397304187637745
665,665,665,665,2021-09-24,40.26679611206055,40.54100036621094,41.51786422729492,-0.006763628220159301,-0.030133248386411182
666,666,666,666,2021-09-27,40.49945831298828,40.39143371582031,41.28122329711914,0.0026744432477439073,-0.018937544037979537
667,667,667,667,2021-09-28,40.10892105102539,40.00089645385742,41.28938293457031,0.002700554406138922,-0.028589961865391755
668,668,668,668,2021-09-29,40.49945831298828,39.90950012207031,40.86506652832031,0.014782399907627974,-0.008946717732091769
669,669,669,669,2021-09-30,37.82386779785156,40.0839958190918,40.192012786865234,-0.056384798347966725,-0.05892078611667795
670,670,670,670,2021-10-01,38.10638046264648,40.55762100219727,40.9066162109375,-0.06043846949055509,-0.06845434816342255
671,671,671,671,2021-10-04,38.63817596435547,40.26679611206055,40.54100036621094,-0.04044573457428069,-0.04693580288268828
672,672,672,672,2021-10-05,38.36397171020508,40.49945831298828,40.39143371582031,-0.0527287695129085,-0.05019534636675027
673,673,673,673,2021-10-06,38.59663772583008,40.10892105102539,40.00089645385742,-0.03770441302251515,-0.03510568143509507
674,674,674,674,2021-10-07,38.621559143066406,40.49945831298828,39.90950012207031,-0.04636850091695244,-0.03227153873299615
675,675,675,675,2021-10-08,38.82929229736328,37.82386779785156,40.0839958190918,0.026581747400482136,-0.031301857414397505
676,676,676,676,2021-10-11,38.81266403198242,38.10638046264648,40.55762100219727,0.01853452258548338,-0.04302414508287644
677,677,677,677,2021-10-12,39.17828369140625,38.63817596435547,40.26679611206055,0.013978603119076949,-0.027032506326677197
678,678,678,678,2021-10-13,39.81809616088867,38.36397171020508,40.49945831298828,0.037903386585408816,-0.01682398186252021
679,679,679,679,2021-10-14,40.441287994384766,38.59663772583008,40.10892105102539,0.04779303009910074,0.008286608930131667
680,680,680,680,2021-10-15,40.46622085571289,38.621559143066406,40.49945831298828,0.047762486900471135,-0.0008206889341216828
681,681,681,681,2021-10-18,39.99258804321289,38.82929229736328,37.82386779785156,0.029959231214950588,0.05733734733190121
682,682,682,682,2021-10-19,39.80147552490234,38.81266403198242,38.10638046264648,0.02547651694573494,0.04448323460994841
683,683,683,683,2021-10-20,40.24187088012695,39.17828369140625,38.63817596435547,0.027147365543070068,0.04150545091080193
684,684,684,684,2021-10-21,40.07568359375,39.81809616088867,38.36397171020508,0.0064691046960287935,0.04461769225759271
685,685,685,685,2021-10-22,40.0673713684082,40.441287994384766,38.59663772583008,-0.009245912890521235,0.038105227015509335
686,686,686,686,2021-10-25,39.843021392822266,40.46622085571289,38.621559143066406,-0.015400485879635717,0.03162643551574851
687,687,687,687,2021-10-26,39.97596740722656,39.99258804321289,38.82929229736328,-0.0004155929085751797,0.029531187462336073
688,688,688,688,2021-10-27,39.4691047668457,39.80147552490234,38.81266403198242,-0.008350714481644816,0.016913055345089356
689,689,689,689,2021-10-28,37.04279327392578,40.24187088012695,39.17828369140625,-0.07949624448949277,-0.05450699255488034
690,690,690,690,2021-10-29,36.65225982666016,40.07568359375,39.81809616088867,-0.08542396436186395,-0.079507476234842
691,691,691,691,2021-11-01,36.60240173339844,40.0673713684082,40.441287994384766,-0.08647858635772099,-0.09492492577188327
692,692,692,692,2021-11-02,36.68549728393555,39.843021392822266,40.46622085571289,-0.0792491131070584,-0.09342912413931515
693,693,693,693,2021-11-03,37.35855102539063,39.97596740722656,39.99258804321289,-0.06547474774463546,-0.06586312981235731
694,694,694,694,2021-11-04,37.06772232055664,39.4691047668457,39.80147552490234,-0.060842080418967104,-0.06868472005856385
695,695,695,695,2021-11-05,37.55796813964844,37.04279327392578,40.24187088012695,0.013907559883862275,-0.06669428338641026
696,696,696,696,2021-11-08,37.44994354248047,36.65225982666016,40.07568359375,0.021763561635566253,-0.06551953243984165
697,697,697,697,2021-11-09,37.2172966003418,36.60240173339844,40.0673713684082,0.016799303811320332,-0.0711320625917975
698,698,698,698,2021-11-10,37.18405151367188,36.68549728393555,39.843021392822266,0.013589954250249558,-0.06673615067830674
699,699,699,699,2021-11-11,37.30868911743164,37.35855102539063,39.97596740722656,-0.001334685275269476,-0.06672204483818822
700,700,700,700,2021-11-12,37.32530212402344,37.06772232055664,39.4691047668457,0.00694889751356409,-0.05431596828674645
701,701,701,701,2021-11-15,37.55796813964844,37.55796813964844,37.04279327392578,0.0,0.013907559883862275
702,702,702,702,2021-11-16,36.93477630615234,37.44994354248047,36.65225982666016,-0.013756155219400101,0.007708023484180204
703,703,703,703,2021-11-17,36.90984344482422,37.2172966003418,36.60240173339844,-0.008261028704453333,0.008399495575866833
704,704,704,704,2021-11-18,36.56916427612305,37.18405151367188,36.68549728393555,-0.016536316310845067,-0.0031710898427276257
705,705,705,705,2021-11-19,36.06229782104492,37.30868911743164,37.35855102539063,-0.03340753389816553,-0.03469763062985809
706,706,706,706,2021-11-22,36.55254364013672,37.32530212402344,37.06772232055664,-0.02070334169885668,-0.013898309584946311
707,707,707,707,2021-11-23,36.76028060913086,37.55796813964844,37.55796813964844,-0.02123883612530919,-0.02123883612530919
708,708,708,708,2021-11-24,36.62733459472656,36.93477630615234,37.44994354248047,-0.008323908851576411,-0.02196555908878206
709,709,709,709,2021-11-26,36.34481430053711,36.90984344482422,37.2172966003418,-0.01530835927634755,-0.02344292518540092
710,710,710,710,2021-11-29,36.12877655029297,36.56916427612305,37.18405151367188,-0.012042597487457951,-0.028379773597046243
711,711,711,711,2021-11-30,35.43079376220703,36.06229782104492,37.30868911743164,-0.017511475890184758,-0.05033399456394205
712,712,712,712,2021-12-01,35.72161865234375,36.55254364013672,37.32530212402344,-0.022732343772666086,-0.042965049990781434
713,713,713,713,2021-12-02,35.9044189453125,36.76028060913086,37.55796813964844,-0.02328223967925236,-0.044026588131383826
714,714,714,714,2021-12-03,36.49437713623047,36.62733459472656,36.93477630615234,-0.003630006386411644,-0.01192369939569693
715,715,715,715,2021-12-06,36.91815185546875,36.34481430053711,36.90984344482422,0.0157749479799425,0.0002251001323523294
716,716,716,716,2021-12-07,36.96800994873047,36.12877655029297,36.56916427612305,0.023228945969682835,0.010906611635854047
717,717,717,717,2021-12-08,36.99293518066406,35.43079376220703,36.06229782104492,0.04408993569100672,0.02580637995496904
718,718,718,718,2021-12-09,37.05110549926758,35.72161865234375,36.55254364013672,0.037217990031831905,0.013639594115234521
719,719,719,719,2021-12-10,37.46656799316406,35.9044189453125,36.76028060913086,0.043508545570140944,0.019213329504828902
720,720,720,720,2021-12-13,37.69091796875,36.49437713623047,36.62733459472656,0.03278699148783781,0.02903796811293402
721,721,721,721,2021-12-14,37.724159240722656,36.91815185546875,36.34481430053711,0.021832278831544816,0.03795162987433853
722,722,722,722,2021-12-15,38.18947219848633,36.96800994873047,36.12877655029297,0.033041060404654266,0.057037515381257675
