,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LNT,LNT_6m,LNT_12m,LNT_6m_ret,LNT_12m_ret
48,48,48,48,2019-04-15,40.09538269042969,40.10396957397461,40.241249084472656,-0.00021411555105743663,-0.00362479787187453
49,49,49,49,2019-04-16,39.55483627319336,39.77792739868164,40.438602447509766,-0.005608415020026292,-0.021854518228308084
50,50,50,50,2019-04-17,39.38323211669922,39.8465690612793,40.1983528137207,-0.011628026088457477,-0.020277465119000193
51,51,51,51,2019-04-18,39.45186996459961,39.71785736083984,39.9409408569336,-0.006696922087808255,-0.012244851569366388
52,52,52,52,2019-04-22,39.41755676269531,40.00959014892578,39.92379379272461,-0.014797286951122701,-0.012680083277094467
53,53,53,53,2019-04-23,39.67496109008789,40.164024353027344,39.743595123291016,-0.012176649895457747,-0.0017269206016771177
54,54,54,54,2019-04-24,40.05249786376953,40.09538269042969,40.10396957397461,-0.001069570204411452,-0.0012834567438551048
55,55,55,55,2019-04-25,40.21551132202149,39.55483627319336,39.77792739868164,0.016702762824374995,0.011000671778448545
56,56,56,56,2019-04-26,40.30989074707031,39.38323211669922,39.8465690612793,0.023529268182592267,0.011627643149865197
57,57,57,57,2019-04-29,40.011627197265625,39.45186996459961,39.71785736083984,0.014188357438273291,0.0073964170261469064
58,58,58,58,2019-04-30,40.832950592041016,39.41755676269531,40.00959014892578,0.0359077006691908,0.020579077167511173
59,59,59,59,2019-05-01,40.44390487670898,39.67496109008789,40.164024353027344,0.019381084832700513,0.006968438252640929
60,60,60,60,2019-05-02,40.35744857788086,40.05249786376953,40.09538269042969,0.007613775179479587,0.0065360615079932405
61,61,61,61,2019-05-03,40.82430648803711,40.21551132202149,39.55483627319336,0.015138317181665473,0.03209393172748598
62,62,62,62,2019-05-06,40.74650192260742,40.30989074707031,39.38323211669922,0.010831365886766697,0.03461548818209237
63,63,63,63,2019-05-07,40.53035736083984,40.011627197265625,39.45186996459961,0.012964485573575102,0.027336787767169524
64,64,64,64,2019-05-08,39.90787506103516,40.832950592041016,39.41755676269531,-0.022655123315682313,0.012439083966865327
65,65,65,65,2019-05-09,40.011627197265625,40.44390487670898,39.67496109008789,-0.01068832697438904,0.008485606486501318
66,66,66,66,2019-05-10,40.78971862792969,40.35744857788086,40.05249786376953,0.010711035144222336,0.01840636173722965
67,67,67,67,2019-05-13,41.36897277832031,40.82430648803711,40.21551132202149,0.013341715687021027,0.0286820039925042
68,68,68,68,2019-05-14,40.93669128417969,40.74650192260742,40.30989074707031,0.004667624276889049,0.01554954691002064
69,69,69,69,2019-05-15,40.90211868286133,40.53035736083984,40.011627197265625,0.009172416584233734,0.02225581782029007
70,70,70,70,2019-05-16,41.29980850219727,39.90787506103516,40.832950592041016,0.03487866590324051,0.011433362110433887
71,71,71,71,2019-05-17,41.585105895996094,40.011627197265625,40.44390487670898,0.039325536324051225,0.02821688515898768
72,72,72,72,2019-05-20,41.67156982421875,40.78971862792969,40.35744857788086,0.0216194478891365,0.03256204969949805
73,73,73,73,2019-05-21,41.56782150268555,41.36897277832031,40.82430648803711,0.004806711673281949,0.01821255714083736
74,74,74,74,2019-05-22,41.90499496459961,40.93669128417969,40.74650192260742,0.023653686950369845,0.028431717750706298
75,75,75,75,2019-05-23,42.16436767578125,40.90211868286133,40.53035736083984,0.03086023496012258,0.04031571447529814
76,76,76,76,2019-05-24,42.12113571166992,41.29980850219727,39.90787506103516,0.019886949583046043,0.055459245756628084
77,77,77,77,2019-05-28,41.19606399536133,41.585105895996094,40.011627197265625,-0.00935531826245084,0.029602315153447467
78,78,78,78,2019-05-29,40.539005279541016,41.67156982421875,40.78971862792969,-0.027178350838597654,-0.006146483889128973
79,79,79,79,2019-05-30,40.539005279541016,41.56782150268555,41.36897277832031,-0.02475030410429524,-0.020062560006668728
80,80,80,80,2019-05-31,41.03179931640625,41.90499496459961,40.93669128417969,-0.02083750753176361,0.0023232955386240928
81,81,81,81,2019-06-03,41.49864959716797,42.16436767578125,40.90211868286133,-0.01578864134124469,0.014584352437386094
82,82,82,82,2019-06-04,41.4554328918457,42.12113571166992,41.29980850219727,-0.015804484104633976,0.0037681624998371355
83,83,83,83,2019-06-05,42.423736572265625,41.19606399536133,41.585105895996094,0.0298007250654464,0.020166611535556545
84,84,84,84,2019-06-06,42.60529327392578,40.539005279541016,41.67156982421875,0.05097036743098293,0.02240672606397398
85,85,85,85,2019-06-07,42.36321258544922,40.539005279541016,41.56782150268555,0.044998817640669486,0.01913477911543393
86,86,86,86,2019-06-10,42.17300796508789,41.03179931640625,41.90499496459961,0.027812785880567903,0.006395729213538592
87,87,87,87,2019-06-11,41.680213928222656,41.49864959716797,42.16436767578125,0.004375186489612437,-0.011482533101917825
88,88,88,88,2019-06-12,42.39780426025391,41.4554328918457,42.12113571166992,0.022732156020823346,0.006568401917694144
89,89,89,89,2019-06-13,42.56206130981445,42.423736572265625,41.19606399536133,0.0032605505484695207,0.03315844238437293
90,90,90,90,2019-06-14,43.22776412963867,42.60529327392578,40.539005279541016,0.014610176526911545,0.06632523002370272
91,91,91,91,2019-06-17,42.88194274902344,42.36321258544922,40.539005279541016,0.012244825921261526,0.0577946462506036
92,92,92,92,2019-06-18,42.52747344970703,42.17300796508789,41.03179931640625,0.008405032074368046,0.03645158531233972
93,93,93,93,2019-06-19,42.92517852783203,41.680213928222656,41.49864959716797,0.029869438812222038,0.034375309666978104
94,94,94,94,2019-06-20,43.21048355102539,42.39780426025391,41.4554328918457,0.019167957042844463,0.04233584205376628
95,95,95,95,2019-06-21,43.19318008422852,42.56206130981445,42.423736572265625,0.01482820039706434,0.018137099042471405
96,96,96,96,2019-06-24,43.063507080078125,43.22776412963867,42.60529327392578,-0.0037998044281898347,0.010754856285257963
97,97,97,97,2019-06-25,43.03756332397461,42.88194274902344,42.36321258544922,0.0036290467496302714,0.01591830971660091
98,98,98,98,2019-06-26,42.34592056274414,42.52747344970703,42.17300796508789,-0.0042690729600383115,0.004100077419172843
99,99,99,99,2019-06-27,42.30270004272461,42.92517852783203,41.680213928222656,-0.01450147690600323,0.014934810929088105
100,100,100,100,2019-06-28,42.43238067626953,43.21048355102539,42.39780426025391,-0.018007270708670253,0.0008155237427716067
101,101,101,101,2019-07-01,42.35457611083984,43.19318008422852,42.56206130981445,-0.019415194059649532,-0.004874886050849514
102,102,102,102,2019-07-02,42.95975875854492,43.063507080078125,43.22776412963867,-0.0024091935043812907,-0.006199843468424837
103,103,103,103,2019-07-03,43.38339614868164,43.03756332397461,42.88194274902344,0.008035604202396351,0.011693812535338521
104,104,104,104,2019-07-05,43.18453598022461,42.34592056274414,42.52747344970703,0.019803924589096855,0.015450307230092664
105,105,105,105,2019-07-08,43.1672477722168,42.30270004272461,42.92517852783203,0.020437176081408825,0.0056393299384371876
106,106,106,106,2019-07-09,43.32286834716797,42.43238067626953,43.21048355102539,0.020986040771368897,0.002600868745425311
107,107,107,107,2019-07-10,43.54764938354492,42.35457611083984,43.19318008422852,0.0281686982200664,0.008206603418066782
108,108,108,108,2019-07-11,43.47848892211914,42.95975875854492,43.063507080078125,0.012074792283861324,0.009636508268342947
109,109,109,109,2019-07-12,43.098087310791016,43.38339614868164,43.03756332397461,-0.006576452357782814,0.0014063060764104574
110,110,110,110,2019-07-15,43.22776412963867,43.18453598022461,42.34592056274414,0.001001009931746344,0.020824758446044367
111,111,111,111,2019-07-16,43.18453598022461,43.1672477722168,42.30270004272461,0.00040049363580085817,0.020845854676164066
112,112,112,112,2019-07-17,43.46120071411133,43.32286834716797,42.43238067626953,0.0031930565131290667,0.024246106898667907
113,113,113,113,2019-07-18,43.96263885498047,43.54764938354492,42.35457611083984,0.009529549293936235,0.03796668251223689
114,114,114,114,2019-07-19,43.1672477722168,43.47848892211914,42.95975875854492,-0.007158508899880456,0.0048298458759525875
115,115,115,115,2019-07-22,43.13267135620117,43.098087310791016,43.38339614868164,0.0008024496577019313,-0.005779279972024209
116,116,116,116,2019-07-23,42.873294830322266,43.22776412963867,43.18453598022461,-0.008200037787135184,-0.007207236174654463
117,117,117,117,2019-07-24,42.80413818359375,43.18453598022461,43.1672477722168,-0.008808657728892944,-0.008411691904452345
118,118,118,118,2019-07-25,42.70038986206055,43.46120071411133,43.32286834716797,-0.01750551847509718,-0.014368358071750631
119,119,119,119,2019-07-26,43.04621124267578,43.96263885498047,43.54764938354492,-0.020845600632111938,-0.011514700516961018
120,120,120,120,2019-07-29,43.35744857788086,43.1672477722168,43.47848892211914,0.0044061369552144125,-0.002783913315274056
121,121,121,121,2019-07-30,43.24861145019531,43.13267135620117,43.098087310791016,0.0026879877908947414,0.003492594423479378
122,122,122,122,2019-07-31,43.13541793823242,42.873294830322266,43.22776412963867,0.006113901647810227,-0.00213627036386399
123,123,123,123,2019-08-01,43.51853561401367,42.80413818359375,43.18453598022461,0.016689915058113236,0.007734241579949064
124,124,124,124,2019-08-02,43.64914321899414,42.70038986206055,43.46120071411133,0.022218845307933943,0.004324374425803468
125,125,125,125,2019-08-05,43.318267822265625,43.04621124267578,43.96263885498047,0.006320105108812202,-0.014657241910351004
126,126,126,126,2019-08-06,43.91905975341797,43.35744857788086,43.1672477722168,0.012953049451891019,0.01741625931697799
127,127,127,127,2019-08-07,44.136749267578125,43.24861145019531,43.13267135620117,0.020535637737308265,0.023278825071719078
128,128,128,128,2019-08-08,44.70272064208984,43.13541793823242,42.873294830322266,0.03633447358970088,0.042670520635463394
129,129,129,129,2019-08-09,44.83331680297852,43.51853561401367,42.80413818359375,0.030211981410088296,0.04740613187167342
130,130,130,130,2019-08-12,44.737548828125,43.64914321899414,42.70038986206055,0.024935325847524004,0.047708205303166995
131,131,131,131,2019-08-13,44.78977966308594,43.318267822265625,43.04621124267578,0.03396977568119541,0.040504573342835526
132,132,132,132,2019-08-14,44.27606201171875,43.91905975341797,43.35744857788086,0.008128640738329862,0.02118698087568105
133,133,133,133,2019-08-15,44.902976989746094,44.136749267578125,43.24861145019531,0.0173603116424077,0.03825245445061132
134,134,134,134,2019-08-16,44.955223083496094,44.70272064208984,43.13541793823242,0.005648480400732403,0.042188188552375605
135,135,135,135,2019-08-19,45.25997924804688,44.83331680297852,43.51853561401367,0.009516637971340502,0.04001613587090547
136,136,136,136,2019-08-20,45.1641845703125,44.737548828125,43.64914321899414,0.009536412998990329,0.03470953241206076
137,137,137,137,2019-08-21,45.41670608520508,44.78977966308594,43.318267822265625,0.013997086541504666,0.04844234011270543
138,138,138,138,2019-08-22,45.43412399291992,44.27606201171875,43.91905975341797,0.026155487380396636,0.0344967366789779
139,139,139,139,2019-08-23,44.96393585205078,44.902976989746094,44.136749267578125,0.001357568392817532,0.01874144784560028
140,140,140,140,2019-08-26,45.50377655029297,44.955223083496094,44.70272064208984,0.012202218767284112,0.01791962316156881
141,141,141,141,2019-08-27,45.57342529296875,45.25997924804688,44.83331680297852,0.006925457106465416,0.016508002145874112
142,142,142,142,2019-08-28,45.60826110839844,45.1641845703125,44.737548828125,0.009832493209184223,0.019462672924227098
143,143,143,143,2019-08-29,45.738861083984375,45.41670608520508,44.78977966308594,0.007093314917530735,0.021189687201802254
144,144,144,144,2019-08-30,45.66921615600586,45.43412399291992,44.27606201171875,0.005174352280294281,0.03146517736646004
145,145,145,145,2019-09-03,46.63570785522461,44.96393585205078,44.902976989746094,0.037180286189238965,0.038588329363422824
146,146,146,146,2019-09-04,46.5921745300293,45.50377655029297,44.955223083496094,0.023918849428538724,0.03641293122921141
147,147,147,147,2019-09-05,45.76499176025391,45.57342529296875,45.25997924804688,0.004203468711286851,0.011158036760010814
148,148,148,148,2019-09-06,45.50377655029297,45.60826110839844,45.1641845703125,-0.0022909129961595776,0.0075190548265469115
149,149,149,149,2019-09-09,44.65917205810547,45.738861083984375,45.41670608520508,-0.023605507445767282,-0.016679633826337414
150,150,150,150,2019-09-10,44.37183380126953,45.66921615600586,45.43412399291992,-0.028408246603236487,-0.023380888598532934
151,151,151,151,2019-09-11,44.78108215332031,46.63570785522461,44.96393585205078,-0.03976836178110077,-0.004066674664160441
152,152,152,152,2019-09-12,45.01617431640625,46.5921745300293,45.50377655029297,-0.03382542732808691,-0.010715643202664715
153,153,153,153,2019-09-13,44.97264099121094,45.76499176025391,45.57342529296875,-0.017313469063729103,-0.013182776977935462
154,154,154,154,2019-09-16,45.21643829345703,45.50377655029297,45.60826110839844,-0.006314602404887348,-0.008591049196332023
155,155,155,155,2019-09-17,45.9826774597168,44.65917205810547,45.738861083984375,0.029635690511443658,0.005330617552648187
156,156,156,156,2019-09-18,46.10457229614258,44.37183380126953,45.66921615600586,0.039050414337923334,0.009532813934216566
157,157,157,157,2019-09-19,46.2438850402832,44.78108215332031,46.63570785522461,0.032665643986775184,-0.008401776942204342
158,158,158,158,2019-09-20,46.30482864379883,45.01617431640625,46.5921745300293,0.028626473638896588,-0.006167256392922149
159,159,159,159,2019-09-23,46.38319778442383,44.97264099121094,45.76499176025391,0.031364775608542894,0.0135082734726244
160,160,160,160,2019-09-24,47.15814208984375,45.21643829345703,45.50377655029297,0.042942431329618724,0.03635666454458564
161,161,161,161,2019-09-25,47.04494857788086,45.9826774597168,44.65917205810547,0.023101549906367813,0.053421870801171334
162,162,162,162,2019-09-26,47.24521255493164,46.10457229614258,44.37183380126953,0.024740285008229,0.06475681772656183
163,163,163,163,2019-09-27,47.04494857788086,46.2438850402832,44.78108215332031,0.017322583016107895,0.050554080332618545
164,164,164,164,2019-09-30,46.9578742980957,46.30482864379883,45.01617431640625,0.014103186933709377,0.04313338508158826
165,165,165,165,2019-10-01,46.92304229736328,46.38319778442383,44.97264099121094,0.01163879462232198,0.04336861841254813
166,166,166,166,2019-10-02,46.41802978515625,47.15814208984375,45.21643829345703,-0.01569426342703384,0.026574218073100564
167,167,167,167,2019-10-03,46.478981018066406,47.04494857788086,45.9826774597168,-0.01203035770944716,0.010793272287904498
168,168,168,168,2019-10-04,47.323577880859375,47.24521255493164,46.10457229614258,0.0016586934779183604,0.026440015035532394
169,169,169,169,2019-10-07,46.82726287841797,47.04494857788086,46.2438850402832,-0.004627185405517431,0.012615242807272331
170,170,170,170,2019-10-08,46.48768997192383,46.9578742980957,46.30482864379883,-0.010012896307594166,0.003949076877741264
171,171,171,171,2019-10-09,46.61829376220703,46.92304229736328,46.38319778442383,-0.006494645705727664,0.005068559069080658
172,172,172,172,2019-10-10,46.57476425170898,46.41802978515625,47.15814208984375,0.0033765859360719297,-0.012370670520126636
173,173,173,173,2019-10-11,46.174224853515625,46.478981018066406,47.04494857788086,-0.006556859850957664,-0.01850833619094705
174,174,174,174,2019-10-14,45.60826110839844,47.323577880859375,47.24521255493164,-0.03624655719775405,-0.03464798564785654
175,175,175,175,2019-10-15,45.26868438720703,46.82726287841797,47.04494857788086,-0.033283570198361145,-0.03775674635361326
176,176,176,176,2019-10-16,45.52989959716797,46.48768997192383,46.9578742980957,-0.020603096762483064,-0.030409696398579156
177,177,177,177,2019-10-17,45.92172622680664,46.61829376220703,46.92304229736328,-0.014941935433190223,-0.02133953856212145
178,178,178,178,2019-10-18,46.13069915771485,46.57476425170898,46.41802978515625,-0.00953445714924539,-0.006190065127091637
179,179,179,179,2019-10-21,46.27870941162109,46.174224853515625,46.478981018066406,0.0022628329644283074,-0.004308863965143184
180,180,180,180,2019-10-22,46.47027587890625,45.60826110839844,47.323577880859375,0.018900408600517338,-0.01803122333863627
181,181,181,181,2019-10-23,46.70536804199219,45.26868438720703,46.82726287841797,0.031736810429400686,-0.0026030741267596413
182,182,182,182,2019-10-24,46.72277069091797,45.52989959716797,46.48768997192383,0.026199730381663233,0.0050568380389759415
183,183,183,183,2019-10-25,46.30482864379883,45.92172622680664,46.61829376220703,0.00834250905769629,-0.006724079607184685
184,184,184,184,2019-10-28,45.91300964355469,46.13069915771485,46.57476425170898,-0.004718972791110554,-0.014208437096490667
185,185,185,185,2019-10-29,45.73016357421875,46.27870941162109,46.174224853515625,-0.011853092801775267,-0.009617081406469219
186,186,186,186,2019-10-30,46.4183235168457,46.47027587890625,45.60826110839844,-0.0011179697360937935,0.017761308779608243
187,187,187,187,2019-10-31,46.76021957397461,46.70536804199219,45.26868438720703,0.0011744160100206624,0.032948498657696446
188,188,188,188,2019-11-01,46.48846054077149,46.72277069091797,45.52989959716797,-0.005014902726905746,0.02105343855542241
189,189,189,189,2019-11-04,45.74331283569336,46.30482864379883,45.92172622680664,-0.012126506555610983,-0.003885162988693014
190,190,190,190,2019-11-05,45.33129119873047,45.91300964355469,46.13069915771485,-0.012670013343502928,-0.017329196686382553
191,191,191,191,2019-11-06,45.49785614013672,45.73016357421875,46.27870941162109,-0.005079960707006892,-0.01687284026309266
192,192,192,192,2019-11-07,45.14719772338867,46.4183235168457,46.47027587890625,-0.027384138356391197,-0.028471493454553576
193,193,193,193,2019-11-08,45.30499267578125,46.76021957397461,46.70536804199219,-0.031121045013297932,-0.029983178056789517
194,194,194,194,2019-11-11,45.23486328125,46.48846054077149,46.72277069091797,-0.026965772687225442,-0.031845444687148894
195,195,195,195,2019-11-12,45.30499267578125,45.74331283569336,46.30482864379883,-0.009582169124622064,-0.021592477443526326
196,196,196,196,2019-11-13,46.13780975341797,45.33129119873047,45.91300964355469,0.017791651933137143,0.004896218122238505
197,197,197,197,2019-11-14,46.51476287841797,45.49785614013672,45.73016357421875,0.0223506517570653,0.017157150617356454
198,198,198,198,2019-11-15,46.356971740722656,45.14719772338867,46.4183235168457,0.0267962150108656,-0.0013217146048107864
199,199,199,199,2019-11-18,46.33066940307617,45.30499267578125,46.76021957397461,0.02263937519281889,-0.009186230834927755
200,200,200,200,2019-11-19,46.093971252441406,45.23486328125,46.48846054077149,0.018992164646322918,-0.008485746435593633
201,201,201,201,2019-11-20,46.58489227294922,45.30499267578125,45.74331283569336,0.02825074062647781,0.01839786812727695
202,202,202,202,2019-11-21,46.79528427124024,46.13780975341797,45.33129119873047,0.014250232538911556,0.03229541964934746
203,203,203,203,2019-11-22,46.80405044555664,46.51476287841797,45.49785614013672,0.00621926350339197,0.028708919853206893
204,204,204,204,2019-11-25,46.24299240112305,46.356971740722656,45.14719772338867,-0.002458731347619092,0.024271598969401786
205,205,205,205,2019-11-26,46.43587493896485,46.33066940307617,45.30499267578125,0.002270753633481837,0.024961537269779566
206,206,206,206,2019-11-27,46.50598907470703,46.093971252441406,45.23486328125,0.008938648831300355,0.028100577767942836
207,207,207,207,2019-11-29,46.462162017822266,46.58489227294922,45.30499267578125,-0.0026345505836495864,0.02554176203762215
208,208,208,208,2019-12-02,45.96247863769531,46.79528427124024,46.13780975341797,-0.01779678543499652,-0.003800161226978682
209,209,209,209,2019-12-03,46.19916915893555,46.80405044555664,46.51476287841797,-0.012923695296942372,-0.006784807660039749
210,210,210,210,2019-12-04,46.61118698120117,46.24299240112305,46.356971740722656,0.007962170286998527,0.00548386210169971
211,211,211,211,2019-12-05,46.61118698120117,46.43587493896485,46.33066940307617,0.003775357791077516,0.006054684331981086
212,212,212,212,2019-12-06,46.55859756469727,46.50598907470703,46.093971252441406,0.0011312196780877137,0.010079980084841456
213,213,213,213,2019-12-09,46.356971740722656,46.462162017822266,46.58489227294922,-0.0022639987579411436,-0.004892584722341664
214,214,214,214,2019-12-10,46.4183235168457,45.96247863769531,46.79528427124024,0.009917761022934402,-0.008055528676982782
215,215,215,215,2019-12-11,46.49722290039063,46.19916915893555,46.80405044555664,0.006451495706117916,-0.00655557675553986
216,216,216,216,2019-12-12,46.10273742675781,46.61118698120117,46.24299240112305,-0.01090831595102748,-0.0030329995331752624
217,217,217,217,2019-12-13,46.40079116821289,46.61118698120117,46.43587493896485,-0.0045138479969011325,-0.0007555315970265708
218,218,218,218,2019-12-16,46.88295364379883,46.55859756469727,46.50598907470703,0.006966620475430618,0.00810572093168993
219,219,219,219,2019-12-17,47.23360824584961,46.356971740722656,46.462162017822266,0.018910564521557482,0.01660375226902766
220,220,220,220,2019-12-18,47.58427047729492,46.4183235168457,45.96247863769531,0.02511824797003026,0.035285125773646175
221,221,221,221,2019-12-19,47.53166580200195,46.49722290039063,46.19916915893555,0.022247412578324743,0.028842437371163987
222,222,222,222,2019-12-20,48.17161178588867,46.10273742675781,46.61118698120117,0.04487530404062512,0.033477474094724124
223,223,223,223,2019-12-23,47.60179901123047,46.40079116821289,46.61118698120117,0.025883348382221838,0.021252666885072546
224,224,224,224,2019-12-24,47.575496673583984,46.88295364379883,46.55859756469727,0.01477174486588173,0.02184127448155282
225,225,225,225,2019-12-26,47.53166580200195,47.23360824584961,46.356971740722656,0.006310285561944795,0.025340181145770968
226,226,226,226,2019-12-27,47.63685989379883,47.58427047729492,46.4183235168457,0.0011051848851817425,0.026251193163210784
227,227,227,227,2019-12-30,47.67192459106445,47.53166580200195,46.49722290039063,0.002950849432602709,0.025263910775711107
228,228,228,228,2019-12-31,47.96998596191406,48.17161178588867,46.10273742675781,-0.004185573546319987,0.040501901608829494
229,229,229,229,2020-01-02,47.01444625854492,47.60179901123047,46.40079116821289,-0.012338877203926124,0.01322509972098107
230,230,230,230,2020-01-03,47.16347503662109,47.575496673583984,46.88295364379883,-0.008660374894029599,0.005983441123474487
231,231,231,231,2020-01-06,47.11964797973633,47.53166580200195,47.23360824584961,-0.008668280720097843,-0.0024126944848278375
232,232,232,232,2020-01-07,47.16347503662109,47.63685989379883,47.58427047729492,-0.009937364852198538,-0.008843162592449993
233,233,233,233,2020-01-08,47.26866912841797,47.67192459106445,47.53166580200195,-0.008458971734530474,-0.005533083453871046
234,234,234,234,2020-01-09,47.80342102050781,47.96998596191406,48.17161178588867,-0.00347227413279827,-0.007643314220362352
235,235,235,235,2020-01-10,48.27681350708008,47.01444625854492,47.60179901123047,0.02685062462701504,0.014180440862967325
236,236,236,236,2020-01-13,48.723899841308594,47.16347503662109,47.575496673583984,0.03308545020221443,0.024138542905895788
237,237,237,237,2020-01-14,48.75897979736328,47.11964797973633,47.53166580200195,0.03479083329170751,0.025820975862151263
238,238,238,238,2020-01-15,49.32001876831055,47.16347503662109,47.63685989379883,0.04572486929801012,0.03533311973677811
239,239,239,239,2020-01-16,49.77587890625,47.26866912841797,47.67192459106445,0.053041683298096,0.044134033463794964
240,240,240,240,2020-01-17,50.1089973449707,47.80342102050781,47.96998596191406,0.04823036249798496,0.04459061932506958
241,241,241,241,2020-01-21,50.28433227539063,48.27681350708008,47.01444625854492,0.04158349780099169,0.06955066531813947
242,242,242,242,2020-01-22,50.62621688842773,48.723899841308594,47.16347503662109,0.0390427911828668,0.07341998970851749
243,243,243,243,2020-01-23,51.24863052368164,48.75897979736328,47.11964797973633,0.05106035312192869,0.08762761864691715
