,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LH,LH_6m,LH_12m,LH_6m_ret,LH_12m_ret
0,0,0,0,2019-02-05,119.01399230957033,,,,
1,1,1,1,2019-02-06,118.45207214355467,,,,
2,2,2,2,2019-02-07,123.66854095458984,,,,
3,3,3,3,2019-02-08,121.4628677368164,,,,
4,4,4,4,2019-02-11,121.0099868774414,,,,
5,5,5,5,2019-02-12,122.93888854980467,,,,
6,6,6,6,2019-02-13,123.44210052490234,119.01399230957033,,0.037206618561403726,
7,7,7,7,2019-02-14,123.08148193359376,118.45207214355467,,0.039082556398241985,
8,8,8,8,2019-02-15,125.94129180908205,123.66854095458984,,0.018377760721918213,
9,9,9,9,2019-02-19,125.62261199951172,121.4628677368164,,0.034247044715826735,
10,10,10,10,2019-02-20,125.58905029296876,121.0099868774414,,0.037840376101891726,
11,11,11,11,2019-02-21,124.38978576660156,122.93888854980467,,0.0118017759385316,
12,12,12,12,2019-02-22,124.7587890625,123.44210052490234,119.01399230957033,0.010666446309636868,0.04826992727028889
13,13,13,13,2019-02-25,123.35822296142578,123.08148193359376,118.45207214355467,0.002248437567410333,0.04141886865368827
14,14,14,14,2019-02-26,123.21566772460938,125.94129180908205,123.66854095458984,-0.02164202101884516,-0.003661992180750029
15,15,15,15,2019-02-27,123.38339233398438,125.62261199951172,121.4628677368164,-0.01782497298763419,0.015811619081226747
16,16,16,16,2019-02-28,124.32267761230467,125.58905029296876,121.0099868774414,-0.010083464105429152,0.02737534992230306
17,17,17,17,2019-03-01,124.73363494873048,124.38978576660156,122.93888854980467,0.0027642879197018466,0.014598687364891338
18,18,18,18,2019-03-04,123.29952239990234,124.7587890625,123.44210052490234,-0.011696704284830939,-0.001155020243447935
19,19,19,19,2019-03-05,123.59304809570312,123.35822296142578,123.08148193359376,0.001903603413213606,0.00415632111405162
20,20,20,20,2019-03-06,121.78156280517578,123.21566772460938,125.94129180908205,-0.011638981843111518,-0.03302911177227019
21,21,21,21,2019-03-07,122.28474426269533,123.38339233398438,125.62261199951172,-0.00890434320621647,-0.026570596516727107
22,22,22,22,2019-03-08,122.8718032836914,124.32267761230467,125.58905029296876,-0.011670230697071737,-0.02163601845016494
23,23,23,23,2019-03-11,124.96844482421876,124.73363494873048,124.38978576660156,0.0018824904412093613,0.004651982106496755
24,24,24,24,2019-03-12,126.98123168945312,123.29952239990234,124.7587890625,0.029859882811303473,0.017813916307249045
25,25,25,25,2019-03-13,129.93331909179688,123.59304809570312,123.35822296142578,0.05129957626082837,0.05330083372250849
26,26,26,26,2019-03-14,128.16375732421875,121.78156280517578,123.21566772460938,0.05240690275303095,0.04015795792032306
27,27,27,27,2019-03-15,129.45526123046875,122.28474426269533,123.38339233398438,0.058637870251169844,0.0492113953233555
28,28,28,28,2019-03-18,129.89976501464844,122.8718032836914,124.32267761230467,0.05719751434534248,0.044859775460561524
29,29,29,29,2019-03-19,130.79714965820312,124.96844482421876,124.73363494873048,0.04664141289573576,0.04861170535088588
30,30,30,30,2019-03-20,129.24560546875,126.98123168945312,123.29952239990234,0.0178323500974904,0.04822470479295515
31,31,31,31,2019-03-21,131.082275390625,129.93331909179688,123.59304809570312,0.00884266104228737,0.06059586206760326
32,32,32,32,2019-03-22,129.4217071533203,128.16375732421875,121.78156280517578,0.009815175954301258,0.0627364616790731
33,33,33,33,2019-03-25,128.24761962890625,129.45526123046875,122.28474426269533,-0.009328640567280888,0.04876221806868508
34,34,34,34,2019-03-26,126.75479888916016,129.89976501464844,122.8718032836914,-0.02421071450847989,0.03160200714645267
35,35,35,35,2019-03-27,126.56189727783205,130.79714965820312,124.96844482421876,-0.032380310973431525,0.012750838468500003
36,36,36,36,2019-03-28,126.31867980957033,129.24560546875,126.98123168945312,-0.022646229622773295,-0.0052177150203043254
37,37,37,37,2019-03-29,128.29794311523438,131.082275390625,129.93331909179688,-0.02124110423848924,-0.012586271081146738
38,38,38,38,2019-04-01,129.81588745117188,129.4217071533203,128.16375732421875,0.003045704669809357,0.012890774751349587
39,39,39,39,2019-04-02,132.15574645996094,128.24761962890625,129.45526123046875,0.030473289425278605,0.02086037449404632
40,40,40,40,2019-04-03,131.40097045898438,126.75479888916016,129.89976501464844,0.036654798165764335,0.011556644803527139
41,41,41,41,2019-04-04,132.04673767089844,126.56189727783205,130.79714965820312,0.04333721689574488,0.009553633362506142
42,42,42,42,2019-04-05,133.3298797607422,126.31867980957033,129.24560546875,0.055504062912480334,0.03160087553599422
43,43,43,43,2019-04-08,133.1537628173828,128.29794311523438,131.082275390625,0.03784799338354983,0.015802955972382904
44,44,44,44,2019-04-09,132.20606994628906,129.81588745117188,129.4217071533203,0.018412095330136102,0.021513877804673287
45,45,45,45,2019-04-10,133.85821533203125,132.15574645996094,128.24761962890625,0.012882291672319468,0.043748146900189466
46,46,46,46,2019-04-11,132.3989715576172,131.40097045898438,126.75479888916016,0.0075950816432084345,0.04452827599365716
47,47,47,47,2019-04-12,132.04673767089844,132.04673767089844,126.56189727783205,0.0,0.04333721689574488
48,48,48,48,2019-04-15,133.40536499023438,133.3298797607422,126.31867980957033,0.0005661538855930015,0.056101640638957395
49,49,49,49,2019-04-16,127.98763275146484,133.1537628173828,128.29794311523438,-0.03879822812820688,-0.002418669826146913
50,50,50,50,2019-04-17,120.90095520019533,132.20606994628906,129.81588745117188,-0.085511313895698,-0.06867366102881478
51,51,51,51,2019-04-18,121.7899398803711,133.85821533203125,132.15574645996094,-0.09015715189183693,-0.0784362909465337
