,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AON,AON_6m,AON_12m,AON_6m_ret,AON_12m_ret
245,245,245,245,2020-01-27,204.8314514160156,203.0918426513672,200.67584228515625,0.008565625984469749,0.020708068711899674
246,246,246,246,2020-01-28,209.2866058349609,204.7348022460937,202.0771484375,0.022232681199925608,0.03567675738303833
247,247,247,247,2020-01-29,209.30593872070312,204.16456604003903,201.0721130371093,0.025182492635160925,0.040949615335639455
248,248,248,248,2020-01-30,212.2534942626953,204.79275512695312,202.0481719970703,0.03643067905950681,0.05050935212506147
249,249,249,249,2020-01-31,213.2799530029297,205.9428100585937,200.67584228515625,0.035627089589816086,0.062808311026612
250,250,250,250,2020-02-03,217.9086456298828,206.25205993652344,202.00949096679688,0.05651621465961032,0.078704988498284
251,251,251,251,2020-02-04,219.4677581787109,204.8314514160156,203.0918426513672,0.07145536811614339,0.08063305405847854
252,252,252,252,2020-02-05,221.0751800537109,209.2866058349609,204.7348022460937,0.056327418430428544,0.07981240916713261
253,253,253,253,2020-02-06,222.3340606689453,209.30593872070312,204.16456604003903,0.06224439701936424,0.08899435872404537
254,254,254,254,2020-02-07,222.8472900390625,212.2534942626953,204.79275512695312,0.049911054765749974,0.08816002744294926
255,255,255,255,2020-02-10,223.75753784179688,213.2799530029297,205.9428100585937,0.0491259712473926,0.08650327621602627
256,256,256,256,2020-02-11,223.9028167724609,217.9086456298828,206.25205993652344,0.02750772519948197,0.08557857236126365
257,257,257,257,2020-02-12,223.6122436523437,219.4677581787109,204.8314514160156,0.01888425665813731,0.09168900628538745
258,258,258,258,2020-02-13,227.156478881836,221.0751800537109,209.2866058349609,0.027507831619305367,0.0853846951914683
259,259,259,259,2020-02-14,228.27008056640625,222.3340606689453,209.30593872070312,0.02669865282719619,0.09060489139301864
260,260,260,260,2020-02-18,227.82460021972656,222.8472900390625,212.2534942626953,0.022335071607967993,0.0733608933559402
261,261,261,261,2020-02-19,229.9162750244141,223.75753784179688,213.2799530029297,0.027524155128001215,0.07800227722882092
262,262,262,262,2020-02-20,226.9143829345703,223.9028167724609,217.9086456298828,0.013450327269307616,0.04132804037515658
263,263,263,263,2020-02-21,224.18359375,223.6122436523437,219.4677581787109,0.00255509308579982,0.02148760077755485
264,264,264,264,2020-02-24,216.2333984375,227.156478881836,221.0751800537109,-0.0480861496801861,-0.02190106376950407
265,265,265,265,2020-02-25,215.400634765625,228.27008056640625,222.3340606689453,-0.05637815419720493,-0.03118472213595813
266,266,266,266,2020-02-26,215.4490661621093,227.82460021972656,222.8472900390625,-0.05432044671945713,-0.03319862617874503
267,267,267,267,2020-02-27,205.50408935546875,229.9162750244141,223.75753784179688,-0.10617858899442023,-0.08157690982117372
268,268,268,268,2020-02-28,201.41763305664065,226.9143829345703,223.9028167724609,-0.11236286368538184,-0.10042385370555929
269,269,269,269,2020-03-02,214.0643005371093,224.18359375,223.6122436523437,-0.04513842000487922,-0.04269865978393772
270,270,270,270,2020-03-03,208.0024261474609,216.2333984375,227.156478881836,-0.03806522188300232,-0.08432096160611291
271,271,271,271,2020-03-04,218.3444061279297,215.400634765625,228.27008056640625,0.013666493441431893,-0.04348215243034914
272,272,272,272,2020-03-05,209.91973876953125,215.4490661621093,227.82460021972656,-0.02566419753436122,-0.07859055357905542
273,273,273,273,2020-03-06,208.01210021972656,205.50408935546875,229.9162750244141,0.012204189571719981,-0.09527022305124588
274,274,274,274,2020-03-09,173.26756286621094,201.41763305664065,226.9143829345703,-0.13975971102050255,-0.23641877334777928
275,275,275,275,2020-03-10,177.3055877685547,214.0643005371093,224.18359375,-0.1717180897343612,-0.2091054264823753
276,276,276,276,2020-03-11,179.12608337402344,208.0024261474609,216.2333984375,-0.1388269517249089,-0.17160769488716165
277,277,277,277,2020-03-12,167.99972534179688,218.3444061279297,215.400634765625,-0.23057463059820948,-0.22005928383360862
278,278,278,278,2020-03-13,171.8343963623047,209.91973876953125,215.4490661621093,-0.18142811452828678,-0.2024361050931074
279,279,279,279,2020-03-16,165.1333770751953,208.01210021972656,205.50408935546875,-0.20613571565903022,-0.19644724543871528
280,280,280,280,2020-03-17,159.26513671875,173.26756286621094,201.41763305664065,-0.08081389220135193,-0.2092790770013515
281,281,281,281,2020-03-18,150.98574829101562,177.3055877685547,214.0643005371093,-0.14844337287269016,-0.2946710501836276
282,282,282,282,2020-03-19,146.2988739013672,179.12608337402344,208.0024261474609,-0.18326314545778088,-0.29664823333526746
283,283,283,283,2020-03-20,144.81732177734375,167.99972534179688,218.3444061279297,-0.13799072300438786,-0.33674819361988073
284,284,284,284,2020-03-23,140.87612915039062,171.8343963623047,209.91973876953125,-0.18016338909609242,-0.32890479963364905
285,285,285,285,2020-03-24,160.78550720214844,165.1333770751953,208.01210021972656,-0.026329443205579395,-0.2270377202465237
286,286,286,286,2020-03-25,157.98692321777344,159.26513671875,173.26756286621094,-0.008025695562198232,-0.08819100006754577
287,287,287,287,2020-03-26,160.4562225341797,150.98574829101562,177.3055877685547,0.06272429252667155,-0.09503008588973105
288,288,288,288,2020-03-27,160.1851043701172,146.2988739013672,179.12608337402344,0.09491686503418961,-0.10574104366674852
289,289,289,289,2020-03-30,165.61756896972656,144.81732177734375,167.99972534179688,0.14363093404229055,-0.01417952539638856
290,290,290,290,2020-03-31,159.81710815429688,140.87612915039062,171.8343963623047,0.1344513021342746,-0.06993528922271142
291,291,291,291,2020-04-01,148.8166046142578,160.78550720214844,165.1333770751953,-0.07444018304984823,-0.09880965768360372
292,292,292,292,2020-04-02,152.2833251953125,157.98692321777344,159.26513671875,-0.03610170959908465,-0.043837663830765705
293,293,293,293,2020-04-03,149.26206970214844,160.4562225341797,150.98574829101562,-0.06976452926060084,-0.011416167475256755
294,294,294,294,2020-04-06,167.67047119140625,160.1851043701172,146.2988739013672,0.046729481188173994,0.1460817620814192
295,295,295,295,2020-04-07,170.35281372070312,165.61756896972656,144.81732177734375,0.0285914397876601,0.1763289890322659
296,296,296,296,2020-04-08,182.01182556152344,159.81710815429688,140.87612915039062,0.1388757290352074,0.2919990537731123
297,297,297,297,2020-04-09,185.9723663330078,148.8166046142578,160.78550720214844,0.24967483847021055,0.15664881474169845
298,298,298,298,2020-04-13,180.4818115234375,152.2833251953125,157.98692321777344,0.18517120171863044,0.14238449516898632
299,299,299,299,2020-04-14,187.88967895507807,149.26206970214844,160.4562225341797,0.25879052414327886,0.17097159578871812
300,300,300,300,2020-04-15,178.11900329589844,167.67047119140625,160.1851043701172,0.06231587488392365,0.11195734457521045
301,301,301,301,2020-04-16,180.34620666503903,170.35281372070312,165.61756896972656,0.05866291683752456,0.08893161387971316
302,302,302,302,2020-04-17,184.77159118652344,182.01182556152344,159.81710815429688,0.015162562193340223,0.15614400310718946
303,303,303,303,2020-04-20,179.8136444091797,185.9723663330078,148.8166046142578,-0.0331163282226572,0.20829019634783497
304,304,304,304,2020-04-21,172.54127502441406,180.4818115234375,152.2833251953125,-0.04399632534712383,0.13302802393577573
305,305,305,305,2020-04-22,175.84336853027344,187.88967895507807,149.26206970214844,-0.0641137421267548,0.1780847530867542
306,306,306,306,2020-04-23,169.2392120361328,178.11900329589844,167.67047119140625,-0.04985313804509761,0.009356094925836667
307,307,307,307,2020-04-24,169.98487854003906,180.34620666503903,170.35281372070312,-0.05745243172341463,-0.0021598421101942655
308,308,308,308,2020-04-27,167.45742797851562,184.77159118652344,182.01182556152344,-0.09370576448913892,-0.07996402177773965
309,309,309,309,2020-04-28,166.87643432617188,179.8136444091797,185.9723663330078,-0.07194787762361465,-0.10268155631596454
310,310,310,310,2020-04-29,165.2108612060547,172.54127502441406,180.4818115234375,-0.04248498695353997,-0.08461212899228754
311,311,311,311,2020-04-30,167.6380157470703,175.84336853027344,187.88967895507807,-0.04666285030697914,-0.10778486248225305
312,312,312,312,2020-05-01,173.01657104492188,169.2392120361328,178.11900329589844,0.02231964426768074,-0.028646198084211094
313,313,313,313,2020-05-04,172.5019989013672,169.98487854003906,180.34620666503903,0.014807907520639985,-0.043495274498570824
314,314,314,314,2020-05-05,177.59898376464844,167.45742797851562,184.77159118652344,0.060561994224788585,-0.03881877823217095
315,315,315,315,2020-05-06,172.07484436035156,166.87643432617188,179.8136444091797,0.031151253052417394,-0.04303789111363476
316,316,316,316,2020-05-07,179.4436492919922,165.2108612060547,172.54127502441406,0.08614922761153121,0.040004191846857884
317,317,317,317,2020-05-08,184.22994995117188,167.6380157470703,175.84336853027344,0.09897477090837925,0.04769347568233484
318,318,318,318,2020-05-11,186.41441345214844,173.01657104492188,169.2392120361328,0.07743675837702257,0.10148476354492053
319,319,319,319,2020-05-12,187.5891571044922,172.5019989013672,169.98487854003906,0.08746077320386014,0.10356379176578656
320,320,320,320,2020-05-13,184.68624877929688,177.59898376464844,167.45742797851562,0.039905999822839044,0.10288478097843279
321,321,321,321,2020-05-14,188.27842712402344,172.07484436035156,166.87643432617188,0.09416590102931632,0.1282505398936069
322,322,322,322,2020-05-15,186.0843200683593,179.4436492919922,165.2108612060547,0.037006998032910854,0.12634434994119892
323,323,323,323,2020-05-18,191.1035919189453,184.22994995117188,167.6380157470703,0.03731012232047615,0.13997765403808815
324,324,324,324,2020-05-19,189.8415069580078,186.41441345214844,173.01657104492188,0.018384273202882495,0.09724465010185379
325,325,325,325,2020-05-20,189.5794219970703,187.5891571044922,172.5019989013672,0.010609701132509919,0.09899840700088136
326,326,326,326,2020-05-21,187.6958923339844,184.68624877929688,177.59898376464844,0.01629598074886518,0.05685228797658115
327,327,327,327,2020-05-22,186.3755645751953,188.27842712402344,172.07484436035156,-0.010106641413435313,0.08310755862080454
328,328,328,328,2020-05-26,189.37550354003903,186.0843200683593,179.4436492919922,0.017686516899815707,0.05534803982884706
329,329,329,329,2020-05-27,192.0744781494141,191.1035919189453,184.22994995117188,0.005080418534888498,0.04258009189234069
330,330,330,330,2020-05-28,192.8997344970703,189.8415069580078,186.41441345214844,0.016109372434232494,0.03478980474107285
331,331,331,331,2020-05-29,191.21046447753903,189.5794219970703,187.5891571044922,0.008603478496173045,0.01930445996422736
332,332,332,332,2020-06-01,190.4240264892578,187.6958923339844,184.68624877929688,0.014534863397111408,0.031067704000083296
333,333,333,333,2020-06-02,189.1521911621093,186.3755645751953,188.27842712402344,0.014898018381555245,0.004640808038566702
334,334,334,334,2020-06-03,193.17156982421875,189.37550354003903,186.0843200683593,0.020045181204638274,0.03808622754058977
335,335,335,335,2020-06-04,192.2201385498047,192.0744781494141,191.1035919189453,0.0007583537479523006,0.005842625037277838
336,336,336,336,2020-06-05,194.36572265625,192.8997344970703,189.8415069580078,0.007599741715569541,0.02383154121950226
337,337,337,337,2020-06-08,192.23956298828125,191.21046447753903,189.5794219970703,0.0053820198259237895,0.014031802413935202
338,338,338,338,2020-06-09,188.62794494628903,190.4240264892578,187.6958923339844,-0.009432011159947296,0.004965759243394263
339,339,339,339,2020-06-10,187.55030822753903,189.1521911621093,186.3755645751953,-0.008468751668847418,0.006303099094676412
340,340,340,340,2020-06-11,175.3854522705078,193.17156982421875,189.37550354003903,-0.09207419896155455,-0.0738746617593724
341,341,341,341,2020-06-12,176.64756774902344,192.2201385498047,192.0744781494141,-0.08101425229566339,-0.08031733600957702
342,342,342,342,2020-06-15,178.73492431640625,194.36572265625,192.8997344970703,-0.08041952112867123,-0.07343094700256936
343,343,343,343,2020-06-16,180.69598388671875,192.23956298828125,191.21046447753903,-0.060047884639990445,-0.05498904371970392
344,344,344,344,2020-06-17,186.3366851806641,188.62794494628903,190.4240264892578,-0.01214697942172549,-0.02146442013620742
345,345,345,345,2020-06-18,185.42410278320312,187.55030822753903,189.1521911621093,-0.011336720608085438,-0.019709464405363808
346,346,346,346,2020-06-19,181.3464813232422,175.3854522705078,193.17156982421875,0.033988161364377545,-0.061215470328978006
347,347,347,347,2020-06-22,183.2785186767578,176.64756774902344,192.2201385498047,0.03753774259238862,-0.04651760185226417
348,348,348,348,2020-06-23,183.5018310546875,178.73492431640625,194.36572265625,0.026670259080663117,-0.05589407151165271
349,349,349,349,2020-06-24,182.06495666503903,180.69598388671875,192.23956298828125,0.0075761107074661105,-0.05292670335430616
350,350,350,350,2020-06-25,188.7250213623047,186.3366851806641,188.62794494628903,0.012817316028375991,0.0005146449326121072
351,351,351,351,2020-06-26,184.4823760986328,185.42410278320312,187.55030822753903,-0.005078771693836193,-0.016357915686196378
352,352,352,352,2020-06-29,182.7348480224609,181.3464813232422,175.3854522705078,0.007655878895957313,0.04190424950763694
353,353,353,353,2020-06-30,186.98719787597656,183.2785186767578,176.64756774902344,0.020235209374207308,0.05853253604738806
354,354,354,354,2020-07-01,185.5697326660156,183.5018310546875,178.73492431640625,0.01126910614157195,0.03823991520263825
355,355,355,355,2020-07-02,185.8707275390625,182.06495666503903,180.69598388671875,0.020903368466592243,0.028637845407720297
356,356,356,356,2020-07-06,187.08425903320312,188.7250213623047,186.3366851806641,-0.008693931081622197,0.004011952084551851
357,357,357,357,2020-07-07,186.85128784179688,184.4823760986328,185.42410278320312,0.012840856634985798,0.0076968691619472285
358,358,358,358,2020-07-08,189.8415069580078,182.7348480224609,181.3464813232422,0.03889055104953698,0.04684417129452667
359,359,359,359,2020-07-09,188.79299926757807,186.98719787597656,183.2785186767578,0.009657353081462094,0.03008798101727339
360,360,360,360,2020-07-10,191.8026428222656,185.5697326660156,183.5018310546875,0.03358796753492044,0.0452355800477231
361,361,361,361,2020-07-13,191.3172149658203,185.8707275390625,182.06495666503903,0.02930255613064836,0.050818446725052535
362,362,362,362,2020-07-14,193.24923706054688,187.08425903320312,188.7250213623047,0.03295294889694378,0.02397252714867526
363,363,363,363,2020-07-15,195.1326904296875,186.85128784179688,184.4823760986328,0.04432082156641237,0.05773079551707716
364,364,364,364,2020-07-16,196.76373291015625,189.8415069580078,182.7348480224609,0.03646318480646915,0.0767718092061509
365,365,365,365,2020-07-17,197.72491455078125,188.79299926757807,186.98719787597656,0.04731062760724458,0.057424876124015256
366,366,366,366,2020-07-20,197.9578857421875,191.8026428222656,185.5697326660156,0.032091543835637726,0.06675740110305517
367,367,367,367,2020-07-21,200.21026611328125,191.3172149658203,185.8707275390625,0.046483277257876265,0.07714791222951001
368,368,368,368,2020-07-22,201.802474975586,193.24923706054688,187.08425903320312,0.04426013807422846,0.07867158903930416
369,369,369,369,2020-07-23,201.3267364501953,195.1326904296875,186.85128784179688,0.03174273878389289,0.07747042461197529
370,370,370,370,2020-07-24,201.132568359375,196.76373291015625,189.8415069580078,0.022203458862073866,0.05947625249237376
371,371,371,371,2020-07-27,200.9869842529297,197.72491455078125,188.79299926757807,0.016498020543135095,0.06458917985655277
372,372,372,372,2020-07-28,199.74429321289065,197.9578857421875,191.8026428222656,0.009024179380404673,0.0414053230642093
373,373,373,373,2020-07-29,199.8025054931641,200.21026611328125,191.3172149658203,-0.002036661895681413,0.04435194464261727
374,374,374,374,2020-07-30,201.385009765625,201.802474975586,193.24923706054688,-0.0020686823093299944,0.04209989560025584
375,375,375,375,2020-07-31,199.66294860839844,201.3267364501953,195.1326904296875,-0.008264117678222327,0.023216295376931484
376,376,376,376,2020-08-03,194.8080596923828,201.132568359375,196.76373291015625,-0.031444478229362804,-0.009939195546093904
377,377,377,377,2020-08-04,194.2340545654297,200.9869842529297,197.72491455078125,-0.03359884080355102,-0.01765513462621837
378,378,378,378,2020-08-05,193.1540985107422,199.74429321289065,197.9578857421875,-0.03299315638081601,-0.02426671316191753
379,379,379,379,2020-08-06,190.3131866455078,199.8025054931641,200.21026611328125,-0.04749349275793213,-0.049433426466620634
380,380,380,380,2020-08-07,190.1477813720703,201.385009765625,201.802474975586,-0.05579972613966033,-0.05775297654265965
381,381,381,381,2020-08-10,187.6181640625,199.66294860839844,201.3267364501953,-0.06032558684446776,-0.06809116677399962
382,382,382,382,2020-08-11,188.30894470214844,194.8080596923828,201.132568359375,-0.03336163298631989,-0.0637570720735483
383,383,383,383,2020-08-12,186.9274139404297,194.2340545654297,200.9869842529297,-0.03761771148394932,-0.06995264078795715
384,384,384,384,2020-08-13,189.39865112304688,193.1540985107422,199.74429321289065,-0.01944275278987395,-0.051794431387420015
385,385,385,385,2020-08-14,191.860107421875,190.3131866455078,199.8025054931641,0.008128290023584173,-0.039751243617717424
386,386,386,386,2020-08-17,191.39312744140625,190.1477813720703,201.385009765625,0.0065493589267766605,-0.04961581964738815
387,387,387,387,2020-08-18,191.1012420654297,187.6181640625,199.66294860839844,0.018564716376658463,-0.04288079787783228
388,388,388,388,2020-08-19,192.2201232910156,188.30894470214844,194.8080596923828,0.020770009598075845,-0.013284544825577393
389,389,389,389,2020-08-20,191.6752777099609,186.9274139404297,194.2340545654297,0.025399504917156035,-0.01317367781460188
390,390,390,390,2020-08-21,188.39651489257807,189.39865112304688,193.1540985107422,-0.00529114766407579,-0.02463102597794231
391,391,391,391,2020-08-24,185.0204925537109,191.860107421875,190.3131866455078,-0.03564896819912999,-0.02781044332810989
392,392,392,392,2020-08-25,187.1609344482422,191.39312744140625,190.1477813720703,-0.022112565115274152,-0.01570802931422921
393,393,393,393,2020-08-26,190.1477813720703,191.1012420654297,187.6181640625,-0.0049892961607906905,0.013482795347723675
394,394,394,394,2020-08-27,194.1756591796875,192.2201232910156,188.30894470214844,0.010173419177924803,0.031154730789971552
395,395,395,395,2020-08-28,194.6913299560547,191.6752777099609,186.9274139404297,0.015735217823227066,0.041534389482856815
396,396,396,396,2020-08-31,194.57460021972656,188.39651489257807,189.39865112304688,0.032792991583051156,0.027328331358162705
397,397,397,397,2020-09-01,197.1625518798828,185.0204925537109,191.860107421875,0.06562548374281896,0.027637034760688683
398,398,398,398,2020-09-02,204.05081176757807,187.1609344482422,191.39312744140625,0.09024253575741059,0.06613447669403327
399,399,399,399,2020-09-03,198.33004760742188,190.1477813720703,191.1012420654297,0.04303108969407843,0.0378270986826823
400,400,400,400,2020-09-04,197.2500915527344,194.1756591796875,192.2201232910156,0.015833253179286855,0.026167750678754764
401,401,401,401,2020-09-08,192.63845825195312,194.6913299560547,191.6752777099609,-0.01054423792042991,0.005025064022339265
402,402,402,402,2020-09-09,198.1160125732422,194.57460021972656,188.39651489257807,0.018200794705559797,0.05159064479619535
403,403,403,403,2020-09-10,196.5788116455078,197.1625518798828,185.0204925537109,-0.0029607054119010767,0.06247048060604188
404,404,404,404,2020-09-11,196.08258056640625,204.05081176757807,187.1609344482422,-0.03905023034286159,0.04766831360649815
405,405,405,405,2020-09-14,196.49122619628903,198.33004760742188,190.1477813720703,-0.009271522057881176,0.033360603938923816
406,406,406,406,2020-09-15,196.53013610839844,197.2500915527344,194.1756591796875,-0.0036499625357258036,0.01212549986263789
407,407,407,407,2020-09-16,197.0457763671875,192.63845825195312,194.6913299560547,0.022878703220672758,0.012093226810172997
408,408,408,408,2020-09-17,196.2090606689453,198.1160125732422,194.57460021972656,-0.009625430471410734,0.008400173750186424
409,409,409,409,2020-09-18,195.5572204589844,196.5788116455078,197.1625518798828,-0.005196852997390478,-0.008142172058497321
410,410,410,410,2020-09-21,193.80596923828125,196.08258056640625,204.05081176757807,-0.011610472085530232,-0.0502073108190626
411,411,411,411,2020-09-22,194.5550842285156,196.49122619628903,198.33004760742188,-0.009853579751389452,-0.019033744127256558
412,412,412,412,2020-09-23,194.9832000732422,196.53013610839844,197.2500915527344,-0.007871240847780347,-0.01149247364930206
413,413,413,413,2020-09-24,190.3812713623047,197.0457763671875,192.63845825195312,-0.033822115488858606,-0.011717218410750796
414,414,414,414,2020-09-25,191.0428771972656,196.2090606689453,198.1160125732422,-0.026329994415479008,-0.0357019873563309
415,415,415,415,2020-09-28,197.92140197753903,195.5572204589844,196.5788116455078,0.012089461657338818,0.006829781504897436
416,416,416,416,2020-09-29,199.5364532470703,193.80596923828125,196.08258056640625,0.029568150203586052,0.01761437793549625
417,417,417,417,2020-09-30,200.71368408203125,194.5550842285156,196.49122619628903,0.03165478752681694,0.021489294802018888
418,418,418,418,2020-10-01,200.596923828125,194.9832000732422,196.53013610839844,0.02879080737609252,0.02069294714925296
419,419,419,419,2020-10-02,199.954833984375,190.3812713623047,197.0457763671875,0.0502862626852163,0.014763359412315324
420,420,420,420,2020-10-05,200.9180145263672,191.0428771972656,196.2090606689453,0.051690685745403586,0.023999675862915737
421,421,421,421,2020-10-06,200.0813140869141,197.92140197753903,195.5572204589844,0.01091297903003019,0.023134372728919717
422,422,422,422,2020-10-07,202.7276763916016,199.5364532470703,193.80596923828125,0.01599318366443958,0.04603422272484936
423,423,423,423,2020-10-08,202.435775756836,200.71368408203125,194.5550842285156,0.008579841891103612,0.040506222489997246
424,424,424,424,2020-10-09,203.52545166015625,200.596923828125,194.9832000732422,0.014599066506824743,0.04381019279458598
425,425,425,425,2020-10-12,208.7111358642578,199.954833984375,190.3812713623047,0.043791398814429616,0.0962797672837814
426,426,426,426,2020-10-13,205.17941284179688,200.9180145263672,191.0428771972656,0.0212096377991553,0.07399666426680906
427,427,427,427,2020-10-14,204.4010772705078,200.0813140869141,197.92140197753903,0.021590038046817472,0.0327386287093101
428,428,428,428,2020-10-15,207.01824951171875,202.7276763916016,199.5364532470703,0.021164219885938085,0.03749588680612814
429,429,429,429,2020-10-16,207.1155242919922,202.435775756836,200.71368408203125,0.023117201085925965,0.031895384907311586
430,430,430,430,2020-10-19,203.52545166015625,203.52545166015625,200.596923828125,0.0,0.014599066506824743
431,431,431,431,2020-10-20,200.7720947265625,208.7111358642578,199.954833984375,-0.038038416612608206,0.004087226729669213
432,432,432,432,2020-10-21,200.84991455078125,205.17941284179688,200.9180145263672,-0.02110103655649831,-0.0003389440998931015
433,433,433,433,2020-10-22,201.8520355224609,204.4010772705078,200.0813140869141,-0.012470784313301175,0.008850009025718641
434,434,434,434,2020-10-23,201.69635009765625,207.01824951171875,202.7276763916016,-0.02570739259275423,-0.005087249616343326
435,435,435,435,2020-10-26,196.6955108642578,207.1155242919922,202.435775756836,-0.050310151609128995,-0.028355980414614734
436,436,436,436,2020-10-27,194.078369140625,203.52545166015625,203.52545166015625,-0.04641720454356657,-0.04641720454356657
437,437,437,437,2020-10-28,189.42779541015625,200.7720947265625,208.7111358642578,-0.056503366824241175,-0.09239248482957385
438,438,438,438,2020-10-29,181.7417449951172,200.84991455078125,205.17941284179688,-0.09513655805331656,-0.11423011462047239
439,439,439,439,2020-10-30,179.46922302246094,201.8520355224609,204.4010772705078,-0.11088722708228194,-0.12197516070353998
440,440,440,440,2020-11-02,176.18238830566406,201.69635009765625,207.01824951171875,-0.12649689386862462,-0.14895238114893417
441,441,441,441,2020-11-03,175.5191650390625,196.6955108642578,207.1155242919922,-0.10766054462630514,-0.1525542779129634
442,442,442,442,2020-11-04,178.95228576660156,194.078369140625,203.52545166015625,-0.07793801772449671,-0.12073755735762515
443,443,443,443,2020-11-05,180.8054351806641,189.42779541015625,200.7720947265625,-0.0455179252380713,-0.0994493760355073
444,444,444,444,2020-11-06,185.6527709960937,181.7417449951172,200.84991455078125,0.0215196899373975,-0.07566417734693753
445,445,445,445,2020-11-09,188.1496124267578,179.46922302246094,201.8520355224609,0.0483670083266059,-0.06788350219127892
446,446,446,446,2020-11-10,195.1426544189453,176.18238830566406,201.69635009765625,0.10761726126896698,-0.03249288187683019
447,447,447,447,2020-11-11,196.44960021972656,175.5191650390625,196.6955108642578,0.11924871666296899,-0.0012502097452592453
448,448,448,448,2020-11-12,195.0256500244141,178.95228576660156,194.078369140625,0.08981927327140271,0.004880919434677944
449,449,449,449,2020-11-13,199.3951110839844,180.8054351806641,189.42779541015625,0.10281591305452276,0.05261802077275157
450,450,450,450,2020-11-16,202.8964691162109,185.6527709960937,181.7417449951172,0.09288144759487604,0.1163999174854522
451,451,451,451,2020-11-17,202.0771942138672,188.1496124267578,179.46922302246094,0.07402397277077077,0.12597129920474903
452,452,452,452,2020-11-18,198.3417053222656,195.1426544189453,176.18238830566406,0.0163933964762637,0.1257748701769026
453,453,453,453,2020-11-19,197.9125823974609,196.44960021972656,175.5191650390625,0.007447112012943791,0.12758388722630176
454,454,454,454,2020-11-20,193.76747131347656,195.0256500244141,178.95228576660156,-0.006451349916177795,0.08278846779413418
455,455,455,455,2020-11-23,198.16619873046875,199.3951110839844,180.8054351806641,-0.006163202030555537,0.09601903577985627
456,456,456,456,2020-11-24,202.7989654541016,202.8964691162109,185.6527709960937,-0.0004805586934757411,0.09235625391429614
457,457,457,457,2020-11-25,202.9355010986328,202.0771942138672,188.1496124267578,0.004247420833927595,0.078585804568855
458,458,458,458,2020-11-27,201.4822998046875,198.3417053222656,195.1426544189453,0.015834261772223135,0.03248723557962796
459,459,459,459,2020-11-30,199.833984375,197.9125823974609,196.44960021972656,0.009708336651786942,0.017227747735236054
460,460,460,460,2020-12-01,205.4908599853516,193.76747131347656,195.0256500244141,0.06050235672895243,0.05366068493876286
461,461,461,461,2020-12-02,203.92059326171875,198.16619873046875,199.3951110839844,0.029038224319358763,0.022696053845714603
462,462,462,462,2020-12-03,204.99343872070312,202.7989654541016,202.8964691162109,0.010820929296595505,0.0103351705114747
463,463,463,463,2020-12-04,206.37838745117188,202.9355010986328,202.0771942138672,0.016965421692608285,0.02128490181208953
464,464,464,464,2020-12-07,202.0869598388672,201.4822998046875,198.3417053222656,0.0030010578336947535,0.018882839141250107
465,465,465,465,2020-12-08,204.41799926757807,199.833984375,197.9125823974609,0.022939115721057224,0.032870153030758686
466,466,466,466,2020-12-09,201.940673828125,205.4908599853516,193.76747131347656,-0.017276613458523937,0.04218046743989268
467,467,467,467,2020-12-10,201.1506805419922,203.92059326171875,198.16619873046875,-0.013583290806591375,0.01506049886733063
468,468,468,468,2020-12-11,199.0732421875,204.99343872070312,202.7989654541016,-0.02887993181708215,-0.018371510220769882
469,469,469,469,2020-12-14,198.92694091796875,206.37838745117188,202.9355010986328,-0.03610575034154728,-0.01975287792901148
470,470,470,470,2020-12-15,202.8964691162109,202.0869598388672,201.4822998046875,0.004005747218866373,0.007018826531632216
471,471,471,471,2020-12-16,204.04736328125,204.41799926757807,199.833984375,-0.0018131279420405821,0.021084396227337043
472,472,472,472,2020-12-17,206.08580017089844,201.940673828125,205.4908599853516,0.020526455934783305,0.002895214831400539
473,473,473,473,2020-12-18,200.419174194336,201.1506805419922,203.92059326171875,-0.003636608862993551,-0.017170502553849
474,474,474,474,2020-12-21,203.9888610839844,199.0732421875,204.99343872070312,0.024692514385507236,-0.004900535563420738
475,475,475,475,2020-12-22,204.06690979003903,198.92694091796875,206.37838745117188,0.025838475413894946,-0.011200192470152581
476,476,476,476,2020-12-23,202.76968383789065,202.8964691162109,202.0869598388672,-0.0006248767111252107,0.003378367409593519
477,477,477,477,2020-12-24,205.41281127929688,204.04736328125,204.41799926757807,0.00669181888013326,0.0048665578142981225
478,478,478,478,2020-12-28,201.72610473632807,206.08580017089844,201.940673828125,-0.021154758993366163,-0.001062535286871169
479,479,479,479,2020-12-29,201.8041381835937,200.419174194336,201.1506805419922,0.006910336772043335,0.0032485977170984004
480,480,480,480,2020-12-30,201.6090850830078,203.9888610839844,199.0732421875,-0.0116662056365755,0.012738240798426226
481,481,481,481,2020-12-31,206.05653381347656,204.06690979003903,198.92694091796875,0.009749861089603407,0.035840258049551155
482,482,482,482,2021-01-04,199.5023498535156,202.76968383789065,202.8964691162109,-0.016113523099376192,-0.016728330845182438
483,483,483,483,2021-01-05,199.25851440429688,205.41281127929688,204.04736328125,-0.029960628242569065,-0.02346930046017004
484,484,484,484,2021-01-06,201.6773223876953,201.72610473632807,206.08580017089844,-0.00024182466962574534,-0.021391467920387264
485,485,485,485,2021-01-07,201.4627380371093,201.8041381835937,200.419174194336,-0.0016917400681536465,0.005206906210287965
