,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VRTX,VRTX_6m,VRTX_12m,VRTX_6m_ret,VRTX_12m_ret
248,248,248,248,2020-01-30,230.3099975585937,234.6100006103516,226.4900054931641,-0.018328302461835366,0.016866051361126733
249,249,249,249,2020-01-31,227.0500030517578,233.9100036621093,229.75,-0.02932752128147953,-0.011751890960792988
250,250,250,250,2020-02-03,230.509994506836,229.0599975585937,234.1499938964844,0.006330205901060371,-0.015545588232035668
251,251,251,251,2020-02-04,239.6600036621093,227.3699951171875,235.5,0.05405290411598718,0.017664559074774155
252,252,252,252,2020-02-05,240.759994506836,231.97000122070312,235.8300018310547,0.03789280182729238,0.020904857895532203
253,253,253,253,2020-02-06,239.1199951171875,232.4100036621093,233.9900054931641,0.028871353854602377,0.02192396898838167
254,254,254,254,2020-02-07,240.0599975585937,230.3099975585937,234.6100006103516,0.042334245596609366,0.023230028276985726
255,255,255,255,2020-02-10,244.75,227.0500030517578,233.9100036621093,0.07795638278061312,0.046342594024107786
256,256,256,256,2020-02-11,247.8099975585937,230.509994506836,229.0599975585937,0.07505098895503481,0.08185628306925885
257,257,257,257,2020-02-12,242.2100067138672,239.6600036621093,227.3699951171875,0.010640086008481875,0.06526811767327123
258,258,258,258,2020-02-13,240.08999633789065,240.759994506836,231.97000122070312,-0.0027828467529156242,0.03500450521385279
259,259,259,259,2020-02-14,243.82000732421875,239.1199951171875,232.4100036621093,0.019655454596040345,0.04909428803545812
260,260,260,260,2020-02-18,245.92999267578125,240.0599975585937,230.3099975585937,0.02445220018697536,0.06782161123167763
261,261,261,261,2020-02-19,247.77999877929688,244.75,227.0500030517578,0.012379974583439646,0.0913014554014937
262,262,262,262,2020-02-20,245.1000061035156,247.8099975585937,230.509994506836,-0.010935763212851501,0.06329448589808084
263,263,263,263,2020-02-21,246.2899932861328,242.2100067138672,239.6600036621093,0.016844830763270258,0.027664147219871538
264,264,264,264,2020-02-24,237.009994506836,240.08999633789065,240.759994506836,-0.012828530459553233,-0.015575677378134811
265,265,265,265,2020-02-25,230.0,243.82000732421875,239.1199951171875,-0.05668118656826082,-0.03813982646126268
266,266,266,266,2020-02-26,232.0399932861328,245.92999267578125,240.0599975585937,-0.05647948523285706,-0.03340833272525279
267,267,267,267,2020-02-27,223.3000030517578,247.77999877929688,244.75,-0.09879730344717585,-0.08764043696932455
268,268,268,268,2020-02-28,224.02999877929688,245.1000061035156,247.8099975585937,-0.08596494002256372,-0.09596061100672149
269,269,269,269,2020-03-02,232.2899932861328,246.2899932861328,242.2100067138672,-0.05684355995631207,-0.040956249340487805
270,270,270,270,2020-03-03,228.259994506836,237.009994506836,240.08999633789065,-0.0369182743462223,-0.04927319759881088
271,271,271,271,2020-03-04,245.32000732421875,230.0,243.82000732421875,0.06660872749660318,0.00615207921803318
272,272,272,272,2020-03-05,237.3099975585937,232.0399932861328,245.92999267578125,0.022711620517771536,-0.035050605350733344
273,273,273,273,2020-03-06,233.5,223.3000030517578,247.77999877929688,0.04567844518066555,-0.05763176547601967
274,274,274,274,2020-03-09,219.6499938964844,224.02999877929688,245.1000061035156,-0.01955097489924751,-0.10383521653721473
275,275,275,275,2020-03-10,230.509994506836,232.2899932861328,246.2899932861328,-0.007662830215437788,-0.06407080762296358
276,276,276,276,2020-03-11,220.33999633789065,228.259994506836,237.009994506836,-0.034697267850447355,-0.07033457894310247
277,277,277,277,2020-03-12,204.0599975585937,245.32000732421875,230.0,-0.16818852329111167,-0.11278261931046218
278,278,278,278,2020-03-13,220.8600006103516,237.3099975585937,232.0399932861328,-0.06931860063830841,-0.04818131787305724
279,279,279,279,2020-03-16,199.7700042724609,233.5,223.3000030517578,-0.1444539431586257,-0.10537392950166224
280,280,280,280,2020-03-17,210.44000244140625,219.6499938964844,224.02999877929688,-0.041930305991351835,-0.06066150253064462
281,281,281,281,2020-03-18,212.97999572753903,230.509994506836,232.2899932861328,-0.0760487579586363,-0.08312883945374216
282,282,282,282,2020-03-19,215.69000244140625,220.33999633789065,228.259994506836,-0.021103721402235376,-0.0550687477785482
283,283,283,283,2020-03-20,206.0,204.0599975585937,245.32000732421875,0.009507019820723439,-0.16028047509493515
284,284,284,284,2020-03-23,202.2100067138672,220.8600006103516,237.3099975585937,-0.08444260547380567,-0.14790776286641716
285,285,285,285,2020-03-24,223.1300048828125,199.7700042724609,233.5,0.11693447520024836,-0.04441111399223774
286,286,286,286,2020-03-25,210.08999633789065,210.44000244140625,219.6499938964844,-0.0016632108888757768,-0.04352377793872897
287,287,287,287,2020-03-26,224.4900054931641,212.97999572753903,230.509994506836,0.054042680047517555,-0.026115956605488377
288,288,288,288,2020-03-27,217.2400054931641,215.69000244140625,220.33999633789065,0.007186253577881496,-0.01406912451778719
289,289,289,289,2020-03-30,231.9199981689453,206.0,204.0599975585937,0.12582523382983157,0.13652847664252232
290,290,290,290,2020-03-31,237.9499969482422,202.2100067138672,220.8600006103516,0.17674689208110306,0.07737931853057134
291,291,291,291,2020-04-01,225.47999572753903,223.1300048828125,199.7700042724609,0.010531935612876131,0.12869795717685917
292,292,292,292,2020-04-02,242.1600036621093,210.08999633789065,210.44000244140625,0.1526489022953763,0.15073180409002784
293,293,293,293,2020-04-03,238.3099975585937,224.4900054931641,212.97999572753903,0.06156172536532112,0.11893136603993004
294,294,294,294,2020-04-06,255.3000030517578,217.2400054931641,215.69000244140625,0.1751979220963118,0.18364319236869542
295,295,295,295,2020-04-07,247.6699981689453,231.9199981689453,206.0,0.06791134927711884,0.20228154450944325
296,296,296,296,2020-04-08,249.6600036621093,237.9499969482422,202.2100067138672,0.049212048178400414,0.23465701682798112
297,297,297,297,2020-04-09,246.6100006103516,225.47999572753903,223.1300048828125,0.0937112173283221,0.10523011344830446
298,298,298,298,2020-04-13,252.27999877929688,242.1600036621093,210.08999633789065,0.04179053090578999,0.200818711870276
299,299,299,299,2020-04-14,262.4100036621094,238.3099975585937,224.4900054931641,0.10112880848647632,0.16891619778636424
300,300,300,300,2020-04-15,255.22999572753903,255.3000030517578,217.2400054931641,-0.000274215916106324,0.1748756641214979
301,301,301,301,2020-04-16,264.760009765625,247.6699981689453,231.9199981689453,0.06900315630891196,0.14160060303534894
302,302,302,302,2020-04-17,270.4599914550781,249.6600036621093,237.9499969482422,0.0833132559795986,0.13662532012516637
303,303,303,303,2020-04-20,273.260009765625,246.6100006103516,225.47999572753903,0.10806540322499303,0.21190356104060526
304,304,304,304,2020-04-21,262.79998779296875,252.27999877929688,242.1600036621093,0.04169965540104159,0.08523283704462958
305,305,305,305,2020-04-22,269.3699951171875,262.4100036621094,238.3099975585937,0.02652334651098176,0.13033442942718776
306,306,306,306,2020-04-23,267.9100036621094,255.22999572753903,255.3000030517578,0.04968071209038616,0.04939287293230121
307,307,307,307,2020-04-24,269.8599853515625,264.760009765625,247.6699981689453,0.019262635586288823,0.08959497454948306
308,308,308,308,2020-04-27,268.510009765625,270.4599914550781,249.6600036621093,-0.007209871149378544,0.07550270698957195
309,309,309,309,2020-04-28,256.9599914550781,273.260009765625,246.6100006103516,-0.05965021491628941,0.04196906378131726
310,310,310,310,2020-04-29,251.0500030517578,262.79998779296875,252.27999877929688,-0.04471075071155428,-0.004875518207906437
311,311,311,311,2020-04-30,251.1999969482422,269.3699951171875,262.4100036621094,-0.06745368266068608,-0.04271943354835539
312,312,312,312,2020-05-01,254.8999938964844,267.9100036621094,255.22999572753903,-0.0485611197334509,-0.001292958651329168
313,313,313,313,2020-05-04,264.69000244140625,269.8599853515625,264.760009765625,-0.019158019679801797,-0.00026441804515997536
314,314,314,314,2020-05-05,272.3299865722656,268.510009765625,270.4599914550781,0.014226571329593929,0.006914128434031497
315,315,315,315,2020-05-06,270.0599975585937,256.9599914550781,273.260009765625,0.05098072283289956,-0.011710503156960095
316,316,316,316,2020-05-07,270.010009765625,251.0500030517578,262.79998779296875,0.07552283004736027,0.027435396908527476
317,317,317,317,2020-05-08,271.6300048828125,251.1999969482422,269.3699951171875,0.081329650409111,0.008389983318824346
318,318,318,318,2020-05-11,285.2799987792969,254.8999938964844,267.9100036621094,0.1191840157326558,0.06483518674089783
319,319,319,319,2020-05-12,276.4700012207031,264.69000244140625,269.8599853515625,0.04450488749345416,0.024494242303205294
320,320,320,320,2020-05-13,277.0299987792969,272.3299865722656,268.510009765625,0.017258518851298366,0.03173061973037328
321,321,321,321,2020-05-14,277.0,270.0599975585937,256.9599914550781,0.025698002311136614,0.07798882787721939
322,322,322,322,2020-05-15,288.69000244140625,270.010009765625,251.0500030517578,0.06918259323791709,0.14993028851662027
323,323,323,323,2020-05-18,284.1300048828125,271.6300048828125,251.1999969482422,0.04601848019475163,0.1310907975104605
324,324,324,324,2020-05-19,282.2799987792969,285.2799987792969,254.8999938964844,-0.01051598434112766,0.1074146941483709
325,325,325,325,2020-05-20,284.6199951171875,276.4700012207031,264.69000244140625,0.029478763918325823,0.07529560048341111
326,326,326,326,2020-05-21,284.6300048828125,277.0299987792969,272.3299865722656,0.027433874082244625,0.045165860966555504
327,327,327,327,2020-05-22,284.9599914550781,277.0,270.0599975585937,0.02873643124576941,0.055172902433473725
328,328,328,328,2020-05-26,266.5,288.69000244140625,270.010009765625,-0.07686446449045292,-0.012999554233829258
329,329,329,329,2020-05-27,278.510009765625,284.1300048828125,271.6300048828125,-0.019779660791212184,0.025328589475160035
330,330,330,330,2020-05-28,277.3800048828125,282.2799987792969,285.2799987792969,-0.0173586294377005,-0.0276920707034779
331,331,331,331,2020-05-29,287.9599914550781,284.6199951171875,276.4700012207031,0.0117349321733895,0.04155962738685215
332,332,332,332,2020-06-01,286.6400146484375,284.6300048828125,277.0299987792969,0.007061833717961541,0.034689441257214515
333,333,333,333,2020-06-02,284.2699890136719,284.9599914550781,277.0,-0.0024214011162863036,0.026245447702786473
334,334,334,334,2020-06-03,277.010009765625,266.5,288.69000244140625,0.03943718486163217,-0.040458597724221
335,335,335,335,2020-06-04,272.82000732421875,278.510009765625,284.1300048828125,-0.020430154184384874,-0.03980571345591777
336,336,336,336,2020-06-05,265.69000244140625,277.3800048828125,282.2799987792969,-0.04214435877000233,-0.05877141990092494
337,337,337,337,2020-06-08,265.010009765625,287.9599914550781,284.6199951171875,-0.07969850802358192,-0.06889883243616957
338,338,338,338,2020-06-09,270.8500061035156,286.6400146484375,284.6300048828125,-0.055086546671748726,-0.04841372498647978
339,339,339,339,2020-06-10,274.3399963378906,284.2699890136719,284.9599914550781,-0.03493155471752474,-0.03726837252822446
340,340,340,340,2020-06-11,263.8900146484375,277.010009765625,266.5,-0.047362891789680006,-0.00979356604713888
341,341,341,341,2020-06-12,268.5599975585937,272.82000732421875,278.510009765625,-0.015614726380981492,-0.03572586929785593
342,342,342,342,2020-06-15,267.7699890136719,265.69000244140625,277.3800048828125,0.007828621902039146,-0.03464566911807743
343,343,343,343,2020-06-16,273.7699890136719,265.010009765625,287.9599914550781,0.0330552768772554,-0.049277687395750225
344,344,344,344,2020-06-17,280.0899963378906,270.8500061035156,286.6400146484375,0.03411478687891778,-0.02285102559243324
345,345,345,345,2020-06-18,279.19000244140625,274.3399963378906,284.2699890136719,0.01767881522292547,-0.01787028799589996
346,346,346,346,2020-06-19,293.2699890136719,263.8900146484375,277.010009765625,0.11133416474426028,0.05869816495730329
347,347,347,347,2020-06-22,293.20001220703125,268.5599975585937,272.82000732421875,0.09174864042460995,0.07470128412757115
348,348,348,348,2020-06-23,295.79998779296875,267.7699890136719,265.69000244140625,0.10467938876401006,0.11332750602161923
349,349,349,349,2020-06-24,291.17999267578125,273.7699890136719,265.010009765625,0.06359354334210798,0.09875092240214256
350,350,350,350,2020-06-25,295.1499938964844,280.0899963378906,270.8500061035156,0.0537684235620679,0.08971750875162088
351,351,351,351,2020-06-26,286.1400146484375,279.19000244140625,274.3399963378906,0.024893485247523772,0.043012387796394824
352,352,352,352,2020-06-29,285.17999267578125,293.2699890136719,263.8900146484375,-0.027585489961311604,0.08067746729904468
353,353,353,353,2020-06-30,290.3099975585937,293.20001220703125,268.5599975585937,-0.009856802619765515,0.08098748956554735
354,354,354,354,2020-07-01,286.2799987792969,295.79998779296875,267.7699890136719,-0.03218387223306762,0.06912652845752598
355,355,355,355,2020-07-02,291.1000061035156,291.17999267578125,273.7699890136719,-0.00027469803653268343,0.06330137628408306
356,356,356,356,2020-07-06,291.3099975585937,295.1499938964844,280.0899963378906,-0.0130103215900369,0.04005855749009912
357,357,357,357,2020-07-07,299.0599975585937,286.1400146484375,279.19000244140625,0.045152660406585055,0.07117015273982652
358,358,358,358,2020-07-08,295.9200134277344,285.17999267578125,293.2699890136719,0.03766049872987898,0.009036125458916189
359,359,359,359,2020-07-09,295.3999938964844,290.3099975585937,293.20001220703125,0.017532969517742414,0.00750334787810214
360,360,360,360,2020-07-10,294.45001220703125,286.2799987792969,295.79998779296875,0.028538540808199953,-0.004563812175957027
361,361,361,361,2020-07-13,284.82000732421875,291.1000061035156,291.17999267578125,-0.021573337848243446,-0.021842109731227688
362,362,362,362,2020-07-14,293.8299865722656,291.3099975585937,295.1499938964844,0.00865054078058236,-0.004472327126937681
363,363,363,363,2020-07-15,295.1099853515625,299.0599975585937,286.1400146484375,-0.013208092821766604,0.03134818705501874
364,364,364,364,2020-07-16,290.5599975585937,295.9200134277344,285.17999267578125,-0.018113056319016496,0.018865295676365745
365,365,365,365,2020-07-17,294.5299987792969,295.3999938964844,290.3099975585937,-0.002945142637654774,0.014536189783996178
366,366,366,366,2020-07-20,303.1000061035156,294.45001220703125,286.2799987792969,0.02937678226483631,0.05875369357251481
367,367,367,367,2020-07-21,291.3999938964844,284.82000732421875,291.1000061035156,0.023102262492309622,0.0010305317302605754
368,368,368,368,2020-07-22,291.2300109863281,293.8299865722656,291.3099975585937,-0.00884857129889316,-0.00027457544518183497
369,369,369,369,2020-07-23,284.4599914550781,295.1099853515625,299.0599975585937,-0.036088219393176746,-0.048819655663426054
370,370,370,370,2020-07-24,278.489990234375,290.5599975585937,295.9200134277344,-0.04154049912457303,-0.05890113004342612
371,371,371,371,2020-07-27,284.2099914550781,294.5299987792969,295.3999938964844,-0.035038900509254844,-0.037880848587043325
372,372,372,372,2020-07-28,278.5199890136719,303.1000061035156,294.45001220703125,-0.08109540282044436,-0.05410094254694342
373,373,373,373,2020-07-29,278.7200012207031,291.3999938964844,284.82000732421875,-0.04351404578369911,-0.02141705619918688
374,374,374,374,2020-07-30,279.3999938964844,291.2300109863281,293.8299865722656,-0.040620872312500445,-0.04911000692651324
375,375,375,375,2020-07-31,272.0,284.4599914550781,295.1099853515625,-0.04380226333883519,-0.07830973704272237
376,376,376,376,2020-08-03,279.5199890136719,278.489990234375,290.5599975585937,0.003698512748806726,-0.03799562444137039
377,377,377,377,2020-08-04,275.7099914550781,284.2099914550781,294.5299987792969,-0.029907463690781233,-0.06389843955529073
378,378,378,378,2020-08-05,273.2300109863281,278.5199890136719,303.1000061035156,-0.018993171894330585,-0.09854831578916634
379,379,379,379,2020-08-06,273.3399963378906,278.7200012207031,291.3999938964844,-0.01930254326653924,-0.06197665729879631
380,380,380,380,2020-08-07,272.989990234375,279.3999938964844,291.2300109863281,-0.022942032219529063,-0.06263097917065086
381,381,381,381,2020-08-10,268.7300109863281,272.0,284.4599914550781,-0.012022018432617188,-0.055297690154202495
382,382,382,382,2020-08-11,261.8599853515625,279.5199890136719,278.489990234375,-0.06317975227612649,-0.05971491064657952
383,383,383,383,2020-08-12,270.8500061035156,275.7099914550781,284.2099914550781,-0.01762716441980794,-0.04700744433073234
384,384,384,384,2020-08-13,267.1499938964844,273.2300109863281,278.5199890136719,-0.022252376552252096,-0.04082290523366838
385,385,385,385,2020-08-14,267.2900085449219,273.3399963378906,278.7200012207031,-0.022133562135158713,-0.041008871360941446
386,386,386,386,2020-08-17,273.8399963378906,272.989990234375,279.3999938964844,0.003113689636700112,-0.01989977695079581
387,387,387,387,2020-08-18,271.3099975585937,268.7300109863281,272.0,0.009600664111894863,-0.002536773681640847
388,388,388,388,2020-08-19,270.07000732421875,261.8599853515625,279.5199890136719,0.03135271684077212,-0.03380789231853798
389,389,389,389,2020-08-20,271.42999267578125,270.8500061035156,275.7099914550781,0.002141357058134785,-0.015523553414618307
390,390,390,390,2020-08-21,271.2799987792969,267.1499938964844,273.2300109863281,0.015459498323675103,-0.007136888806584363
391,391,391,391,2020-08-24,267.42999267578125,267.2900085449219,273.3399963378906,0.0005237162871198908,-0.021621437555020995
392,392,392,392,2020-08-25,272.3500061035156,273.8399963378906,272.989990234375,-0.005441097919591353,-0.002344350173095755
393,393,393,393,2020-08-26,271.2900085449219,271.3099975585937,268.7300109863281,-7.367591998708178e-05,0.009526280854146973
394,394,394,394,2020-08-27,274.3399963378906,270.07000732421875,261.8599853515625,0.015810674632025234,0.04765909907759669
395,395,395,395,2020-08-28,269.9599914550781,271.42999267578125,270.8500061035156,-0.005415765613120849,-0.0032860056429068196
396,396,396,396,2020-08-31,279.1199951171875,271.2799987792969,267.1499938964844,0.028900016120499084,0.044806294194942975
397,397,397,397,2020-09-01,275.489990234375,267.42999267578125,267.2900085449219,0.03013871958769143,0.030678220013132362
398,398,398,398,2020-09-02,281.8900146484375,272.3500061035156,273.8399963378906,0.03502848662061675,0.029396795275347554
399,399,399,399,2020-09-03,267.4200134277344,271.2900085449219,271.3099975585937,-0.014265159037534891,-0.014337783958806027
400,400,400,400,2020-09-04,266.5,274.3399963378906,270.07000732421875,-0.02857766436737319,-0.013218821888403731
401,401,401,401,2020-09-08,258.6099853515625,269.9599914550781,271.42999267578125,-0.04204328960872816,-0.047231358619723496
402,402,402,402,2020-09-09,263.0400085449219,279.1199951171875,271.2799987792969,-0.057609583166961964,-0.030374484928683332
403,403,403,403,2020-09-10,255.6499938964844,275.489990234375,267.42999267578125,-0.07201712236808167,-0.044048906636954266
404,404,404,404,2020-09-11,257.9599914550781,281.8900146484375,272.3500061035156,-0.08489134751085092,-0.05283647632072419
405,405,405,405,2020-09-14,264.79998779296875,267.4200134277344,271.2900085449219,-0.009797417931375785,-0.023922815243962336
406,406,406,406,2020-09-15,266.8500061035156,266.5,274.3399963378906,0.0013133437280135052,-0.02730185293561771
407,407,407,407,2020-09-16,267.54998779296875,258.6099853515625,269.9599914550781,0.034569440268336527,-0.008927262329204821
408,408,408,408,2020-09-17,271.4599914550781,263.0400085449219,279.1199951171875,0.032010274622228385,-0.02744340712278015
409,409,409,409,2020-09-18,265.3900146484375,255.6499938964844,275.489990234375,0.0380990455094512,-0.03666186048119158
410,410,410,410,2020-09-21,264.0,257.9599914550781,281.8900146484375,0.023414516766153914,-0.0634645206242912
411,411,411,411,2020-09-22,267.5799865722656,264.79998779296875,267.4200134277344,0.010498485300046045,0.0005982093205394445
412,412,412,412,2020-09-23,263.82000732421875,266.8500061035156,266.5,-0.011354688813915548,-0.010056257695239212
413,413,413,413,2020-09-24,263.1300048828125,267.54998779296875,258.6099853515625,-0.01652021346222765,0.017478132273606395
414,414,414,414,2020-09-25,268.17999267578125,271.4599914550781,263.0400085449219,-0.012082807347467472,0.019540693293361056
415,415,415,415,2020-09-28,267.7300109863281,265.3900146484375,255.6499938964844,0.008817198118740155,0.047252170460583054
416,416,416,416,2020-09-29,270.3099975585937,264.0,257.9599914550781,0.023901505903763942,0.04787566488063799
417,417,417,417,2020-09-30,272.1199951171875,267.5799865722656,264.79998779296875,0.01696692119272436,0.027643533465499415
418,418,418,418,2020-10-01,273.510009765625,263.82000732421875,266.8500061035156,0.03672959659006381,0.0249578546366076
419,419,419,419,2020-10-02,260.79998779296875,263.1300048828125,267.54998779296875,-0.00885500340746559,-0.025228930323193177
420,420,420,420,2020-10-05,268.9800109863281,268.17999267578125,271.4599914550781,0.002983139430218662,-0.009135712616274771
421,421,421,421,2020-10-06,260.9800109863281,267.7300109863281,265.3900146484375,-0.025211966245893502,-0.016617067028506405
422,422,422,422,2020-10-07,265.82000732421875,270.3099975585937,264.0,-0.016610522270459782,0.006893967137192147
423,423,423,423,2020-10-08,268.5299987792969,272.1199951171875,267.5799865722656,-0.013192695877951244,0.003550385883492435
424,424,424,424,2020-10-09,269.95001220703125,273.510009765625,263.82000732421875,-0.013015968087034091,0.023235557245963934
425,425,425,425,2020-10-12,274.6000061035156,260.79998779296875,263.1300048828125,0.0529141831153066,0.04359062443605177
426,426,426,426,2020-10-13,276.0899963378906,268.9800109863281,268.17999267578125,0.026433136520036316,0.02949512968207224
427,427,427,427,2020-10-14,271.4599914550781,260.9800109863281,267.7300109863281,0.04015625729013794,0.01393187284088393
428,428,428,428,2020-10-15,215.27999877929688,265.82000732421875,270.3099975585937,-0.190128685397554,-0.20358107090496436
429,429,429,429,2020-10-16,218.0800018310547,268.5299987792969,272.1199951171875,-0.1878747148459443,-0.19858883674777628
430,430,430,430,2020-10-19,220.509994506836,269.95001220703125,273.510009765625,-0.18314508414349873,-0.19377724166002386
431,431,431,431,2020-10-20,214.5399932861328,274.6000061035156,260.79998779296875,-0.21871817728489806,-0.1773772878530906
432,432,432,432,2020-10-21,211.3800048828125,276.0899963378906,268.9800109863281,-0.23438006560688018,-0.21414232935860555
433,433,433,433,2020-10-22,210.0800018310547,271.4599914550781,260.9800109863281,-0.22611062976542073,-0.19503412910017814
434,434,434,434,2020-10-23,211.5800018310547,215.27999877929688,265.82000732421875,-0.01718690528252642,-0.20404786697266142
435,435,435,435,2020-10-26,207.1499938964844,218.0800018310547,268.5299987792969,-0.050119258266687394,-0.22857783175748758
436,436,436,436,2020-10-27,212.19000244140625,220.509994506836,269.95001220703125,-0.03773068011741221,-0.21396557567601604
437,437,437,437,2020-10-28,208.33999633789065,214.5399932861328,274.6000061035156,-0.02889902648581333,-0.24129646137242622
438,438,438,438,2020-10-29,207.009994506836,211.3800048828125,276.0899963378906,-0.020673716884429094,-0.25020827537159873
439,439,439,439,2020-10-30,208.3600006103516,210.0800018310547,271.4599914550781,-0.008187362936555531,-0.23244674291227363
440,440,440,440,2020-11-02,207.4199981689453,211.5800018310547,215.27999877929688,-0.01966161086164997,-0.0365105939005953
441,441,441,441,2020-11-03,211.13999938964844,207.1499938964844,218.0800018310547,0.019261431864477263,-0.03182319508041198
442,442,442,442,2020-11-04,215.08999633789065,212.19000244140625,220.509994506836,0.013666967638049865,-0.024579376463488622
443,443,443,443,2020-11-05,219.47999572753903,208.33999633789065,214.5399932861328,0.05347028696103684,0.02302602123613262
444,444,444,444,2020-11-06,220.27999877929688,207.009994506836,211.3800048828125,0.06410320576102757,0.04210423734931057
445,445,445,445,2020-11-09,222.8500061035156,208.3600006103516,210.0800018310547,0.06954312464349321,0.06078638690573923
446,446,446,446,2020-11-10,215.3500061035156,207.4199981689453,211.5800018310547,0.0382316459578369,0.0178183393507636
447,447,447,447,2020-11-11,216.72000122070312,211.13999938964844,207.1499938964844,0.02642797123797025,0.04619844366976422
448,448,448,448,2020-11-12,218.3099975585937,215.08999633789065,212.19000244140625,0.014970483404744828,0.02884205215501323
449,449,449,449,2020-11-13,225.5200042724609,219.47999572753903,208.33999633789065,0.02751963123062895,0.08246140077062947
450,450,450,450,2020-11-16,224.2700042724609,220.27999877929688,207.009994506836,0.018113335369870365,0.08337766399513113
451,451,451,451,2020-11-17,222.9600067138672,222.8500061035156,208.3600006103516,0.0004936082896067617,0.07007105999590912
452,452,452,452,2020-11-18,216.3500061035156,215.3500061035156,207.4199981689453,0.004643603304656185,0.043052781860005274
453,453,453,453,2020-11-19,211.97000122070312,216.72000122070312,211.13999938964844,-0.02191768167794861,0.003931049699033906
454,454,454,454,2020-11-20,215.2100067138672,218.3099975585937,215.08999633789065,-0.014199949060484385,0.0005579542425022677
455,455,455,455,2020-11-23,217.8699951171875,225.5200042724609,219.47999572753903,-0.033921643359101195,-0.007335523244451747
456,456,456,456,2020-11-24,216.5,224.2700042724609,220.27999877929688,-0.034645757900915286,-0.017159972763047482
457,457,457,457,2020-11-25,218.1000061035156,222.9600067138672,222.8500061035156,-0.02179763394333145,-0.021314785146532955
458,458,458,458,2020-11-27,226.7100067138672,216.3500061035156,215.3500061035156,0.04788537239696078,0.05275133637512419
459,459,459,459,2020-11-30,227.75,211.97000122070312,216.72000122070312,0.07444449067520043,0.05089515834795577
460,460,460,460,2020-12-01,230.3000030517578,215.2100067138672,218.3099975585937,0.07011754038906548,0.05492192582680988
461,461,461,461,2020-12-02,226.6999969482422,217.8699951171875,225.5200042724609,0.04052876499265179,0.005232319321684997
462,462,462,462,2020-12-03,226.8699951171875,216.5,224.2700042724609,0.04789836081841803,0.01159312790473721
463,463,463,463,2020-12-04,228.32000732421875,218.1000061035156,222.9600067138672,0.04685924316688239,0.0240401885941377
464,464,464,464,2020-12-07,227.0599975585937,226.7100067138672,216.3500061035156,0.001543782075611011,0.049503079052162224
465,465,465,465,2020-12-08,229.8300018310547,227.75,211.97000122070312,0.009132829115498176,0.08425720860262542
466,466,466,466,2020-12-09,224.3800048828125,230.3000030517578,215.2100067138672,-0.02570559309812448,0.04260953432865833
467,467,467,467,2020-12-10,224.0399932861328,226.6999969482422,217.8699951171875,-0.011733584904796812,0.028319632382727056
468,468,468,468,2020-12-11,224.1699981689453,226.8699951171875,216.5,-0.01190107553379871,0.03542724327457414
469,469,469,469,2020-12-14,228.1300048828125,228.32000732421875,218.1000061035156,-0.0008321760481394547,0.04598807197894539
470,470,470,470,2020-12-15,228.8099975585937,227.0599975585937,226.7100067138672,0.007707214035129306,0.009262894369620467
471,471,471,471,2020-12-16,232.1100006103516,229.8300018310547,227.75,0.009920370539669099,0.019143800704068514
472,472,472,472,2020-12-17,236.9199981689453,224.3800048828125,230.3000030517578,0.055887302848941944,0.028745093484430884
473,473,473,473,2020-12-18,236.72000122070312,224.0399932861328,226.6999969482422,0.05659707335545239,0.04419940188507643
474,474,474,474,2020-12-21,234.5500030517578,224.1699981689453,226.8699951171875,0.04630416633625356,0.03385202142135757
475,475,475,475,2020-12-22,234.8999938964844,228.1300048828125,228.32000732421875,0.029676013101168186,0.028819141385721503
476,476,476,476,2020-12-23,235.83999633789065,228.8099975585937,227.0599975585937,0.03072417662823801,0.03866818846869435
477,477,477,477,2020-12-24,234.4600067138672,232.1100006103516,229.8300018310547,0.010124536199802137,0.020145345890115518
478,478,478,478,2020-12-28,232.47000122070312,236.9199981689453,224.3800048828125,-0.018782698727985547,0.03605488974882509
479,479,479,479,2020-12-29,233.4900054931641,236.72000122070312,224.0399932861328,-0.013644794317686726,0.04218002361284756
480,480,480,480,2020-12-30,232.67999267578125,234.5500030517578,224.1699981689453,-0.007972757841166689,0.03796223658985087
481,481,481,481,2020-12-31,236.33999633789065,234.8999938964844,228.1300048828125,0.006130278751905083,0.03598821408562869
482,482,482,482,2021-01-04,229.42999267578125,235.83999633789065,228.8099975585937,-0.027179459640618853,0.002709650468960767
483,483,483,483,2021-01-05,228.5800018310547,234.4600067138672,232.1100006103516,-0.025078924824856852,-0.015208301107296096
484,484,484,484,2021-01-06,226.6499938964844,232.47000122070312,236.9199981689453,-0.02503551982474206,-0.04334798392636097
485,485,485,485,2021-01-07,232.8999938964844,233.4900054931641,236.72000122070312,-0.0025269244198846685,-0.016137239373605672
486,486,486,486,2021-01-08,237.0,232.67999267578125,234.5500030517578,0.018566303335922463,0.010445520854252877
487,487,487,487,2021-01-11,234.63999938964844,236.33999633789065,234.8999938964844,-0.007193014193889402,-0.0011068306240592518
488,488,488,488,2021-01-12,229.3800048828125,229.42999267578125,235.83999633789065,-0.00021787819624519145,-0.02739141602522266
489,489,489,489,2021-01-13,227.1000061035156,228.5800018310547,234.4600067138672,-0.006474738453423279,-0.03139128379934608
490,490,490,490,2021-01-14,226.1199951171875,226.6499938964844,232.47000122070312,-0.0023384019129467637,-0.02731537863023903
