,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AMZN,AMZN_6m,AMZN_12m,AMZN_6m_ret,AMZN_12m_ret
0,0,0,0,2019-02-05,82.94049835205078,,,,
1,1,1,1,2019-02-06,82.01300048828125,,,,
2,2,2,2,2019-02-07,80.71849822998047,,,,
3,3,3,3,2019-02-08,79.41100311279297,,,,
4,4,4,4,2019-02-11,79.55000305175781,,,,
5,5,5,5,2019-02-12,81.90049743652344,,,,
6,6,6,6,2019-02-13,82.0,82.94049835205078,,-0.01133943454328823,
7,7,7,7,2019-02-14,81.13249969482422,82.01300048828125,,-0.010736112423820443,
8,8,8,8,2019-02-15,80.39749908447266,80.71849822998047,,-0.003976773014200963,
9,9,9,9,2019-02-19,81.37899780273438,79.41100311279297,,0.024782393028660366,
10,10,10,10,2019-02-20,81.1050033569336,79.55000305175781,,0.019547457517557154,
11,11,11,11,2019-02-21,80.97200012207031,81.90049743652344,,-0.011336894689470634,
12,12,12,12,2019-02-22,81.5780029296875,82.0,82.94049835205078,-0.005146305735518331,-0.016427384081778795
13,13,13,13,2019-02-25,81.6500015258789,81.13249969482422,82.01300048828125,0.006378477589144227,-0.004426114887166155
14,14,14,14,2019-02-26,81.81999969482422,80.39749908447266,80.71849822998047,0.017693344028735902,0.013646208601470589
15,15,15,15,2019-02-27,82.05449676513672,81.37899780273438,79.41100311279297,0.008300654722239065,0.033288757838621175
16,16,16,16,2019-02-28,81.99150085449219,81.1050033569336,79.55000305175781,0.010930244261962763,0.03069136026488728
17,17,17,17,2019-03-01,83.58650207519531,80.97200012207031,81.90049743652344,0.032288963458769304,0.020586012190934477
18,18,18,18,2019-03-04,84.80850219726562,81.5780029296875,82.0,0.03960012689158998,0.03425002679592226
19,19,19,19,2019-03-05,84.62149810791016,81.6500015258789,81.13249969482422,0.03639309891610276,0.04300370907108286
20,20,20,20,2019-03-06,83.44750213623047,81.81999969482422,80.39749908447266,0.01989125455239038,0.037936541391085044
21,21,21,21,2019-03-07,81.29750061035156,82.05449676513672,81.37899780273438,-0.00922552918643682,-0.0010014523966044298
22,22,22,22,2019-03-08,81.04000091552734,81.99150085449219,81.1050033569336,-0.011604860614192747,-0.00080146031336914
23,23,23,23,2019-03-11,83.53099822998047,83.58650207519531,80.97200012207031,-0.0006640288065280497,0.031603493850371756
24,24,24,24,2019-03-12,83.65499877929688,84.80850219726562,81.5780029296875,-0.013601270958490508,0.025460243877256428
25,25,25,25,2019-03-13,84.54049682617188,84.62149810791016,81.6500015258789,-0.0009572187156859924,0.03540104404501232
26,26,26,26,2019-03-14,84.31099700927734,83.44750213623047,81.81999969482422,0.01034776177766461,0.030444846293621985
27,27,27,27,2019-03-15,85.61799621582031,81.29750061035156,82.05449676513672,0.05314426117693749,0.04342844805792101
28,28,28,28,2019-03-18,87.10749816894531,81.04000091552734,81.99150085449219,0.07487039961589437,0.062396678450030274
29,29,29,29,2019-03-19,88.09249877929688,83.53099822998047,83.58650207519531,0.05460847644556477,0.053908186037596284
30,30,30,30,2019-03-20,89.8635025024414,83.65499877929688,84.80850219726562,0.0742155736505854,0.05960487656553326
31,31,31,31,2019-03-21,90.96299743652344,84.54049682617188,84.62149810791016,0.07596951581154299,0.07493957765350046
32,32,32,32,2019-03-22,88.2385025024414,84.31099700927734,83.44750213623047,0.046583549388366174,0.057413346637859686
33,33,33,33,2019-03-25,88.71299743652344,85.61799621582031,81.29750061035156,0.0361489564986015,0.09121432726097445
34,34,34,34,2019-03-26,89.18800354003906,87.10749816894531,81.04000091552734,0.02388434307984144,0.10054297300668646
35,35,35,35,2019-03-27,88.28500366210938,88.09249877929688,83.53099822998047,0.002185258512132693,0.0569130685956849
36,36,36,36,2019-03-28,88.6709976196289,89.8635025024414,83.65499877929688,-0.013270180324655212,0.05996053928068923
37,37,37,37,2019-03-29,89.0374984741211,90.96299743652344,84.54049682617188,-0.0211679365969224,0.05319346132062286
38,38,38,38,2019-04-01,90.70950317382812,88.2385025024414,84.31099700927734,0.02800365601533583,0.0758917150967473
39,39,39,39,2019-04-02,90.6989974975586,88.71299743652344,85.61799621582031,0.022386799211200126,0.059345015140630286
40,40,40,40,2019-04-03,91.03500366210938,89.18800354003906,87.10749816894531,0.020709064546345024,0.04508803002867379
41,41,41,41,2019-04-04,90.94300079345705,88.28500366210938,88.09249877929688,0.030107005959024935,0.03235805606220454
42,42,42,42,2019-04-05,91.86399841308594,88.6709976196289,89.8635025024414,0.03600952824681203,0.022261494988915942
43,43,43,43,2019-04-08,92.49299621582033,89.0374984741211,90.96299743652344,0.03880946568488319,0.016820012778982596
44,44,44,44,2019-04-09,91.79199981689452,90.70950317382812,88.2385025024414,0.011933663014248808,0.040271505223638426
45,45,45,45,2019-04-10,92.3665008544922,90.6989974975586,88.71299743652344,0.01838502522564811,0.04118340630506756
46,46,46,46,2019-04-11,92.20349884033205,91.03500366210938,89.18800354003906,0.012835669041764586,0.033810548286790976
47,47,47,47,2019-04-12,92.15299987792967,90.94300079345705,88.28500366210938,0.013305027037987083,0.04381260752532978
48,48,48,48,2019-04-15,92.24349975585938,91.86399841308594,88.6709976196289,0.004131121541944394,0.040289409526611974
49,49,49,49,2019-04-16,93.1520004272461,92.49299621582033,89.0374984741211,0.007124909327059337,0.04621088893597891
50,50,50,50,2019-04-17,93.24099731445312,91.79199981689452,90.70950317382812,0.015785662154098823,0.027907705940951377
51,51,51,51,2019-04-18,93.08450317382812,92.3665008544922,90.6989974975586,0.007773406080057166,0.026301345572576462
52,52,52,52,2019-04-22,94.3655014038086,92.20349884033205,91.03500366210938,0.02344816184492604,0.036584803731769755
53,53,53,53,2019-04-23,96.1884994506836,92.15299987792967,90.94300079345705,0.043791299014677154,0.05767897047008308
54,54,54,54,2019-04-24,95.0875015258789,92.24349975585938,91.86399841308594,0.03083145996787562,0.03508995001826287
55,55,55,55,2019-04-25,95.1125030517578,93.1520004272461,92.49299621582033,0.021046275072137632,0.02832113720075835
56,56,56,56,2019-04-26,97.53150177001952,93.24099731445312,91.79199981689452,0.04601521411334497,0.06252725689138572
57,57,57,57,2019-04-29,96.92150115966795,93.08450317382812,92.3665008544922,0.041220588336541075,0.049314418788597214
58,58,58,58,2019-04-30,96.32599639892578,94.3655014038086,92.20349884033205,0.02077554790630365,0.04471085816095366
59,59,59,59,2019-05-01,95.57599639892578,96.1884994506836,92.15299987792967,-0.006367736842301519,0.037144710704267725
60,60,60,60,2019-05-02,95.04100036621094,95.0875015258789,92.24349975585938,-0.0004890354559932142,0.030327346834798208
61,61,61,61,2019-05-03,98.1230010986328,95.1125030517578,93.1520004272461,0.03165196951274396,0.053364400641821685
62,62,62,62,2019-05-06,97.52749633789062,97.53150177001952,93.24099731445312,-4.106808627157843e-05,0.045972256270290446
63,63,63,63,2019-05-07,96.0500030517578,96.92150115966795,93.08450317382812,-0.00899179333256983,0.03185814799260234
64,64,64,64,2019-05-08,95.88849639892578,96.32599639892578,94.3655014038086,-0.00454186840889903,0.016139319692691334
65,65,65,65,2019-05-09,94.99349975585938,95.57599639892578,96.1884994506836,-0.006094591372452052,-0.01242351946073239
66,66,66,66,2019-05-10,94.4990005493164,95.04100036621094,95.0875015258789,-0.005702800000064179,-0.006189046584659019
67,67,67,67,2019-05-13,91.13400268554688,98.1230010986328,95.1125030517578,-0.07122691249588475,-0.041829415045947504
68,68,68,68,2019-05-14,92.00599670410156,97.52749633789062,97.53150177001952,-0.05661479932448432,-0.056653542349293096
69,69,69,69,2019-05-15,93.55750274658205,96.0500030517578,96.92150115966795,-0.025950028380869905,-0.03470848442126451
70,70,70,70,2019-05-16,95.37850189208984,95.88849639892578,96.32599639892578,-0.005318620334958668,-0.009836332270179438
71,71,71,71,2019-05-17,93.4499969482422,94.99349975585938,95.57599639892578,-0.01624850975681591,-0.022244073101888917
72,72,72,72,2019-05-20,92.94850158691406,94.4990005493164,95.04100036621094,-0.016407569957241797,-0.022016800867352804
73,73,73,73,2019-05-21,92.8759994506836,91.13400268554688,98.1230010986328,0.019114674147994837,-0.053473717570816426
74,74,74,74,2019-05-22,92.98400115966795,92.00599670410156,97.52749633789062,0.010629790346293744,-0.04658681242550744
75,75,75,75,2019-05-23,90.77400207519533,93.55750274658205,96.0500030517578,-0.029751763243685003,-0.05492973252400035
76,76,76,76,2019-05-24,91.16400146484376,95.37850189208984,95.88849639892578,-0.04418711076018278,-0.049270716629309264
77,77,77,77,2019-05-28,91.82150268554688,93.4499969482422,94.99349975585938,-0.01742637042136319,-0.033391727628361734
78,78,78,78,2019-05-29,90.95950317382812,92.94850158691406,94.4990005493164,-0.021398929290173285,-0.03745539481807658
79,79,79,79,2019-05-30,90.81600189208984,92.8759994506836,91.13400268554688,-0.022180084960351842,-0.003489375908948933
80,80,80,80,2019-05-31,88.75350189208984,92.98400115966795,92.00599670410156,-0.045497066321266266,-0.035350900251339024
81,81,81,81,2019-06-03,84.6344985961914,90.77400207519533,93.55750274658205,-0.06763504239813156,-0.09537454387341082
82,82,82,82,2019-06-04,86.47799682617188,91.16400146484376,95.37850189208984,-0.05140191921565651,-0.09331772767817115
83,83,83,83,2019-06-05,86.92500305175781,91.82150268554688,93.4499969482422,-0.05332628513560356,-0.06982337195899846
84,84,84,84,2019-06-06,87.71800231933594,90.95950317382812,92.94850158691406,-0.03563674757872759,-0.056273088627332046
